Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JANEIRO / 2019;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
74;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 16 ; 186.842 ; 442 ; 9.915.484 ; 496 ; 5.121.973 ; 1.686 ; 16.308.374 ; 2.640 ; 31.532.673 ; 1.295 ; 26.601.807 ; 201 ; 5.311.391 ; 1.496 ; 31.913.198 ; 4.136 ; 63.445.871 
75;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 21 ; 451.794 ; 729 ; 19.686.119 ; 303 ; 2.585.354 ; 904 ; 7.901.328 ; 1.957 ; 30.624.596 ; 1.264 ; 27.462.067 ; 134 ; 2.958.029 ; 1.398 ; 30.420.096 ; 3.355 ; 61.044.692 
76;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 493.201 ; 57 ; 17.119.884 ; 76 ; 2.653.121 ; 259 ; 8.335.367 ; 397 ; 28.601.573 ; 69 ; 23.956.886 ; 12 ; 1.655.000 ; 81 ; 25.611.886 ; 478 ; 54.213.459 
77;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 419 ; 4.777.583 ; 501 ; 9.435.575 ; 920 ; 14.213.157 ; 649 ; 22.058.444 ; 85 ; 17.487.356 ; 734 ; 39.545.799 ; 1.654 ; 53.758.957 
78;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 14 ; 270.997 ; 67 ; 1.008.239 ; 528 ; 2.386.332 ; 1.804 ; 23.891.494 ; 2.413 ; 27.557.061 ; 1.740 ; 23.389.679 ; 25 ; 1.129.336 ; 1.765 ; 24.519.015 ; 4.178 ; 52.076.076 
79;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 5 ; 5.459.260 ; 23 ; 21.052.318 ; 1 ; 1.139.000 ; 105 ; 4.428.334 ; 134 ; 32.078.912 ; 7 ; 18.000.000 ;;; 7 ; 18.000.000 ; 141 ; 50.078.912 
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 12 ; 327.979 ; 807 ; 18.183.782 ; 142 ; 1.255.147 ; 780 ; 5.707.937 ; 1.741 ; 25.474.846 ; 517 ; 23.037.978 ; 19 ; 729.558 ; 536 ; 23.767.536 ; 2.277 ; 49.242.382 
81;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 90 ; 4.960.441 ; 279 ; 7.839.853 ; 615 ; 2.866.873 ; 1.763 ; 9.237.694 ; 2.747 ; 24.904.861 ; 824 ; 15.132.625 ; 84 ; 5.857.815 ; 908 ; 20.990.440 ; 3.655 ; 45.895.301 
82;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 4 ; 1.126.904 ; 35 ; 5.769.684 ; 73 ; 17.319.635 ; 112 ; 24.216.222 ; 14 ; 15.456.017 ; 4 ; 2.828.000 ; 18 ; 18.284.017 ; 130 ; 42.500.239 
83;60.889.128;BANCO SOFISA S.A.; 86 ; 15.035.122 ; 30 ; 1.558.569 ; 10 ; 311.096 ; 77 ; 1.139.232 ; 203 ; 18.044.019 ; 8 ; 1.160.434 ; 13 ; 23.152.531 ; 21 ; 24.312.965 ; 224 ; 42.356.984 
84;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 6 ; 134.599 ; 66 ; 1.104.977 ; 279 ; 1.849.384 ; 1.551 ; 14.955.820 ; 1.902 ; 18.044.780 ; 896 ; 18.223.413 ; 42 ; 3.870.550 ; 938 ; 22.093.964 ; 2.840 ; 40.138.743 
85;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 471 ; 2.236.357 ; 1.020 ; 18.486.647 ; 1.491 ; 20.723.004 ; 1.306 ; 16.660.722 ; 10 ; 59.878 ; 1.316 ; 16.720.600 ; 2.807 ; 37.443.604 
86;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 9 ; 106.429 ; 802 ; 3.026.304 ; 1.766 ; 15.444.617 ; 2.577 ; 18.577.350 ; 1.427 ; 13.060.754 ; 55 ; 671.604 ; 1.482 ; 13.732.358 ; 4.059 ; 32.309.708 
87;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 18.937 ; 24 ; 673.849 ; 1.432 ; 2.022.150 ; 2.616 ; 10.903.923 ; 4.074 ; 13.618.858 ; 835 ; 13.229.917 ; 27 ; 3.748.109 ; 862 ; 16.978.026 ; 4.936 ; 30.596.884 
88;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 1 ; 9.530 ; 15 ; 162.519 ; 432 ; 1.701.456 ; 1.082 ; 4.918.182 ; 1.530 ; 6.791.688 ; 445 ; 13.125.193 ; 94 ; 9.742.061 ; 539 ; 22.867.254 ; 2.069 ; 29.658.942 
89;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 27 ; 257.344 ; 379 ; 6.934.298 ; 304 ; 1.392.773 ; 809 ; 7.200.952 ; 1.519 ; 15.785.367 ; 1.089 ; 12.637.586 ; 15 ; 155.002 ; 1.104 ; 12.792.588 ; 2.623 ; 28.577.955 
90;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 80 ; 1.570.167 ; 655 ; 12.148.039 ; 735 ; 13.718.206 ; 639 ; 12.342.465 ; 83 ; 1.683.377 ; 722 ; 14.025.843 ; 1.457 ; 27.744.049 
91;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 12 ; 164.308 ; 39 ; 1.026.247 ; 150 ; 1.463.091 ; 367 ; 4.244.516 ; 568 ; 6.898.162 ; 366 ; 12.139.946 ; 57 ; 8.475.920 ; 423 ; 20.615.866 ; 991 ; 27.514.028 
92;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 3 ; 10.265 ; 4 ; 139.858 ; 348 ; 2.257.025 ; 798 ; 13.478.053 ; 1.153 ; 15.885.200 ; 630 ; 10.776.151 ;;; 630 ; 10.776.151 ; 1.783 ; 26.661.352 
93;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 19 ; 241.228 ; 267 ; 4.885.379 ; 237 ; 1.851.136 ; 833 ; 6.261.332 ; 1.356 ; 13.239.075 ; 867 ; 11.164.065 ; 28 ; 1.334.873 ; 895 ; 12.498.938 ; 2.251 ; 25.738.013 
94;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 2 ; 17.900 ; 41 ; 83.836 ; 86 ; 12.673.530 ; 129 ; 12.775.267 ; 611 ; 12.658.075 ; 2 ; 40.000 ; 613 ; 12.698.075 ; 742 ; 25.473.342 
95;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;;;; 4 ; 2.383.556 ; 17 ; 1.193.951 ; 21 ; 3.577.507 ; 3 ; 11.071.000 ; 2 ; 10.571.150 ; 5 ; 21.642.150 ; 26 ; 25.219.657 
96;00.416.968;BANCO INTER S.A.; 4 ; 308.757 ; 71 ; 1.465.971 ; 382 ; 1.916.346 ; 419 ; 8.308.115 ; 876 ; 11.999.188 ; 159 ; 10.237.585 ; 113 ; 2.620.972 ; 272 ; 12.858.557 ; 1.148 ; 24.857.746 
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 11 ; 132.944 ; 236 ; 5.239.054 ; 134 ; 1.014.401 ; 463 ; 3.980.510 ; 844 ; 10.366.909 ; 407 ; 10.809.952 ; 59 ; 2.730.073 ; 466 ; 13.540.025 ; 1.310 ; 23.906.934 
98;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 2 ; 22.893 ; 139 ; 2.625.286 ; 9 ; 111.119 ; 290 ; 9.157.293 ; 440 ; 11.916.592 ; 480 ; 11.780.665 ; 6 ; 129.703 ; 486 ; 11.910.368 ; 926 ; 23.826.959 
99;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 46 ; 948.940 ; 195 ; 384.821 ; 613 ; 3.246.229 ; 854 ; 4.579.990 ; 286 ; 11.175.603 ; 48 ; 7.400.512 ; 334 ; 18.576.115 ; 1.188 ; 23.156.105 
100;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 2 ; 13.752 ; 196 ; 1.199.353 ; 580 ; 6.820.289 ; 778 ; 8.033.395 ; 710 ; 9.582.662 ; 60 ; 3.939.331 ; 770 ; 13.521.993 ; 1.548 ; 21.555.388 
101;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 4 ; 75.794 ; 47 ; 1.152.731 ; 106 ; 520.488 ; 478 ; 7.970.410 ; 635 ; 9.719.423 ; 1.583 ; 10.050.084 ; 27 ; 1.536.105 ; 1.610 ; 11.586.189 ; 2.245 ; 21.305.613 
102;61.186.680;BANCO BMG S.A.; 2 ; 1.899.847 ;;;;; 13 ; 1.314.037 ; 15 ; 3.213.883 ; 2 ; 18.000.000 ;;; 2 ; 18.000.000 ; 17 ; 21.213.883 
103;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 340 ; 7.702.252 ; 120 ; 3.997.715 ; 59 ; 286.920 ; 263 ; 1.321.688 ; 782 ; 13.308.574 ; 12 ; 2.214.777 ; 28 ; 5.427.005 ; 40 ; 7.641.782 ; 822 ; 20.950.356 
104;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 2 ; 13.713 ; 72 ; 1.480.198 ; 97 ; 566.098 ; 781 ; 6.518.160 ; 952 ; 8.578.169 ; 835 ; 9.831.390 ; 192 ; 2.422.688 ; 1.027 ; 12.254.078 ; 1.979 ; 20.832.246 
105;04.902.979;BANCO DA AMAZONIA S.A.; 46 ; 2.476.397 ; 13 ; 1.950.950 ; 17 ; 1.851.371 ; 107 ; 4.182.253 ; 183 ; 10.460.971 ; 20 ; 5.147.000 ; 13 ; 3.289.644 ; 33 ; 8.436.644 ; 216 ; 18.897.615 
106;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 4 ; 7.000.000 ; 2 ; 1.503.775 ; 5 ; 353.068 ; 11 ; 154.615 ; 22 ; 9.011.457 ; 2 ; 1.602.111 ; 8 ; 7.102.712 ; 10 ; 8.704.822 ; 32 ; 17.716.280 
107;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 26 ; 6.125.022 ; 23 ; 1.245.991 ; 17 ; 168.171 ; 28 ; 719.183 ; 94 ; 8.258.366 ; 12 ; 2.433.605 ; 17 ; 6.834.465 ; 29 ; 9.268.070 ; 123 ; 17.526.436 
108;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 15 ; 255.398 ; 77 ; 1.866.212 ; 342 ; 2.121.039 ; 741 ; 5.638.123 ; 1.175 ; 9.880.772 ; 545 ; 6.074.751 ; 61 ; 955.509 ; 606 ; 7.030.260 ; 1.781 ; 16.911.033 
109;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 47.771 ; 83 ; 1.431.528 ; 88 ; 221.246 ; 853 ; 6.783.306 ; 1.028 ; 8.483.852 ; 1.716 ; 8.156.139 ; 18 ; 207.925 ; 1.734 ; 8.364.064 ; 2.762 ; 16.847.916 
110;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 2 ; 24.500 ; 1 ; 29.241 ; 1.104 ; 731.829 ; 1.132 ; 1.117.595 ; 2.239 ; 1.903.164 ; 99 ; 7.265.005 ; 68 ; 6.866.506 ; 167 ; 14.131.510 ; 2.406 ; 16.034.675 
111;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 3 ; 95.300 ; 143 ; 3.248.264 ; 88 ; 314.424 ; 166 ; 1.671.882 ; 400 ; 5.329.870 ; 264 ; 7.557.631 ; 43 ; 3.047.734 ; 307 ; 10.605.365 ; 707 ; 15.935.235 
112;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 46 ; 103.299 ; 70 ; 7.815.420 ; 116 ; 7.918.719 ; 11 ; 7.627.635 ; 1 ; 50.000 ; 12 ; 7.677.635 ; 128 ; 15.596.354 
113;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 7.173 ; 191 ; 658.469 ; 804 ; 7.445.761 ; 997 ; 8.111.403 ; 472 ; 6.765.508 ; 7 ; 270.789 ; 479 ; 7.036.297 ; 1.476 ; 15.147.700 
114;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 847 ; 91 ; 235.801 ; 340 ; 7.352.534 ; 432 ; 7.589.182 ; 590 ; 7.207.368 ; 8 ; 56.935 ; 598 ; 7.264.303 ; 1.030 ; 14.853.485 
115;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 44.550 ; 21 ; 454.118 ; 321 ; 1.747.782 ; 695 ; 6.525.177 ; 1.038 ; 8.771.627 ; 218 ; 5.150.776 ; 4 ; 145.545 ; 222 ; 5.296.321 ; 1.260 ; 14.067.948 
116;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 3 ; 50.115 ; 132 ; 3.758.732 ; 69 ; 641.857 ; 325 ; 2.321.781 ; 529 ; 6.772.486 ; 352 ; 6.199.632 ; 62 ; 703.537 ; 414 ; 6.903.170 ; 943 ; 13.675.655 
117;61.024.352;BANCO INDUSVAL S.A.; 11 ; 1.870.995 ; 4 ; 72.353 ; 25 ; 863.596 ; 100 ; 4.854.686 ; 140 ; 7.661.630 ; 13 ; 3.396.543 ; 7 ; 1.772.758 ; 20 ; 5.169.301 ; 160 ; 12.830.931 
118;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;;;;; 2 ; 2.500.000 ; 6 ; 4.500.000 ; 8 ; 7.000.000 ; 1 ; 5.000.000 ;;; 1 ; 5.000.000 ; 9 ; 12.000.000 
119;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 5 ; 261.766 ; 17 ; 215.188 ; 78 ; 1.050.255 ; 409 ; 4.597.636 ; 509 ; 6.124.845 ; 213 ; 3.969.720 ; 17 ; 461.688 ; 230 ; 4.431.408 ; 739 ; 10.556.253 
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 12 ; 31.210 ; 68 ; 804.731 ; 195 ; 682.171 ; 557 ; 4.303.232 ; 832 ; 5.821.343 ; 392 ; 4.440.773 ; 7 ; 84.640 ; 399 ; 4.525.412 ; 1.231 ; 10.346.756 
121;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;; 3 ; 86.394 ; 137 ; 560.295 ; 492 ; 4.297.376 ; 632 ; 4.944.066 ; 170 ; 3.688.909 ;;; 170 ; 3.688.909 ; 802 ; 8.632.975 
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 1 ; 564 ; 67 ; 1.616.066 ; 7 ; 57.401 ; 652 ; 2.300.277 ; 727 ; 3.974.307 ; 642 ; 4.079.946 ; 10 ; 133.383 ; 652 ; 4.213.328 ; 1.379 ; 8.187.636 
123;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 3.585 ; 13 ; 250.065 ; 14 ; 144.073 ; 98 ; 3.209.868 ; 126 ; 3.607.591 ; 296 ; 3.451.837 ; 8 ; 143.321 ; 304 ; 3.595.158 ; 430 ; 7.202.749 
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 15.011 ; 139 ; 267.923 ; 1.573 ; 2.866.617 ; 1.713 ; 3.149.551 ; 528 ; 2.776.393 ; 2 ; 200.000 ; 530 ; 2.976.393 ; 2.243 ; 6.125.944 
125;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.162 ; 167 ; 1.752.524 ; 353 ; 2.976.387 ; 521 ; 4.730.073 ; 169 ; 1.273.823 ; 9 ; 53.991 ; 178 ; 1.327.814 ; 699 ; 6.057.887 
126;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;; 2 ; 26.061 ; 229 ; 683.503 ; 469 ; 2.902.328 ; 700 ; 3.611.892 ; 225 ; 2.236.879 ;;; 225 ; 2.236.879 ; 925 ; 5.848.771 
127;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 145 ; 1.137.865 ; 307 ; 2.723.454 ; 452 ; 3.861.319 ; 115 ; 1.556.470 ; 1 ; 80.000 ; 116 ; 1.636.470 ; 568 ; 5.497.789 
128;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 4 ; 151.556 ; 71 ; 312.452 ; 222 ; 1.102.782 ; 297 ; 1.566.789 ; 190 ; 2.390.475 ; 44 ; 1.446.521 ; 234 ; 3.836.996 ; 531 ; 5.403.785 
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 48 ; 54.443 ; 390 ; 2.620.406 ; 438 ; 2.674.850 ; 563 ; 2.571.540 ; 6 ; 5.768 ; 569 ; 2.577.308 ; 1.007 ; 5.252.158 
130;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 3 ; 102.305 ; 41 ; 980.893 ; 83 ; 652.176 ; 276 ; 931.715 ; 403 ; 2.667.088 ; 108 ; 1.774.053 ; 23 ; 620.916 ; 131 ; 2.394.968 ; 534 ; 5.062.056 
131;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 572 ; 500.207 ; 874 ; 2.550.879 ; 1.446 ; 3.051.086 ; 134 ; 1.962.268 ; 8 ; 8.363 ; 142 ; 1.970.630 ; 1.588 ; 5.021.716 
132;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 136 ; 722.453 ; 344 ; 2.394.702 ; 480 ; 3.117.156 ; 254 ; 1.776.566 ; 8 ; 92.192 ; 262 ; 1.868.758 ; 742 ; 4.985.914 
133;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 1 ; 431.942 ; 4 ; 2.705.411 ; 5 ; 3.137.353 ; 2 ; 1.810.000 ; 1 ; 19.493 ; 3 ; 1.829.493 ; 8 ; 4.966.845 
134;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 11 ; 188.864 ; 23 ; 516.912 ; 418 ; 1.971.506 ; 452 ; 2.677.282 ; 347 ; 1.904.188 ; 9 ; 260.739 ; 356 ; 2.164.928 ; 808 ; 4.842.210 
135;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 30 ; 1.487.617 ; 4 ; 286.234 ; 5 ; 9.560 ; 123 ; 347.043 ; 162 ; 2.130.455 ; 21 ; 881.879 ; 29 ; 1.812.379 ; 50 ; 2.694.258 ; 212 ; 4.824.712 
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 174.704 ; 102 ; 1.447.033 ; 11 ; 310.865 ; 79 ; 448.970 ; 199 ; 2.381.572 ; 165 ; 1.888.189 ; 17 ; 485.183 ; 182 ; 2.373.372 ; 381 ; 4.754.944 
137;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 5.395 ; 15 ; 580.671 ; 45 ; 1.291.445 ; 41 ; 358.932 ; 103 ; 2.236.444 ; 45 ; 948.087 ; 36 ; 1.305.850 ; 81 ; 2.253.936 ; 184 ; 4.490.381 
138;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 15 ; 70.499 ; 17 ; 165.914 ; 142 ; 1.104.225 ; 700 ; 1.551.421 ; 874 ; 2.892.058 ; 115 ; 1.060.674 ; 10 ; 530.553 ; 125 ; 1.591.226 ; 999 ; 4.483.285 
139;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.204 ; 111 ; 565.116 ; 254 ; 2.234.109 ; 366 ; 2.800.428 ; 71 ; 1.642.907 ; 1 ; 4.167 ; 72 ; 1.647.074 ; 438 ; 4.447.502 
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 332 ; 2.179.130 ; 297 ; 1.896.133 ; 629 ; 4.075.263 ; 9 ; 21.332 ; 2 ; 330.080 ; 11 ; 351.412 ; 640 ; 4.426.675 
141;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 2 ; 36.458 ; 2 ; 6.826 ; 407 ; 177.627 ; 2.163 ; 2.090.159 ; 2.574 ; 2.311.070 ; 176 ; 1.859.181 ; 2 ; 36.458 ; 178 ; 1.895.639 ; 2.752 ; 4.206.708 
142;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 1 ; 2.500 ; 34 ; 1.303.285 ; 373 ; 2.058.733 ; 408 ; 3.364.518 ; 16 ; 651.751 ; 2 ; 2.543 ; 18 ; 654.294 ; 426 ; 4.018.812 
143;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA;;;;; 178 ; 617.892 ; 266 ; 1.547.059 ; 444 ; 2.164.951 ; 218 ; 1.206.389 ; 38 ; 256.678 ; 256 ; 1.463.067 ; 700 ; 3.628.018 
144;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 38 ; 709.123 ; 14 ; 70.589 ; 377 ; 730.111 ; 429 ; 1.509.823 ; 251 ; 1.618.283 ; 7 ; 234.466 ; 258 ; 1.852.749 ; 687 ; 3.362.572 
145;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 57.036 ; 5 ; 100.793 ; 88 ; 996.211 ; 95 ; 1.154.039 ; 187 ; 1.558.900 ; 115 ; 596.792 ; 302 ; 2.155.693 ; 397 ; 3.309.732 
146;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 49 ; 839.952 ; 32 ; 554.333 ; 56 ; 269.993 ; 137 ; 1.664.278 ; 68 ; 1.093.460 ; 18 ; 536.840 ; 86 ; 1.630.300 ; 223 ; 3.294.578 
147;59.285.411;BANCO PAN S.A.;;;;; 6 ; 40.599 ; 25 ; 567.093 ; 31 ; 607.692 ;;; 1 ; 2.500.000 ; 1 ; 2.500.000 ; 32 ; 3.107.692 
148;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 18 ; 572.684 ; 14 ; 518.431 ; 57 ; 327.288 ; 89 ; 1.418.403 ; 67 ; 875.132 ; 10 ; 490.636 ; 77 ; 1.365.768 ; 166 ; 2.784.172 
149;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 29 ; 36.069 ; 214 ; 1.246.509 ; 243 ; 1.282.578 ; 244 ; 1.227.006 ; 3 ; 1.559 ; 247 ; 1.228.565 ; 490 ; 2.511.143 
150;33.042.151;BANCO DE LA NACION ARGENTINA; 3 ; 911.565 ; 2 ; 49.170 ; 364 ; 308.958 ; 47 ; 116.358 ; 416 ; 1.386.049 ;;; 5 ; 1.048.385 ; 5 ; 1.048.385 ; 421 ; 2.434.434 
151;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 49 ; 46.507 ; 169 ; 1.181.897 ; 218 ; 1.228.404 ; 176 ; 1.123.680 ; 1 ; -   ; 177 ; 1.123.680 ; 395 ; 2.352.084 
152;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 12 ; 413.904 ; 21 ; 258.278 ; 2 ; 32.708 ; 43 ; 432.720 ; 78 ; 1.137.611 ; 38 ; 711.558 ; 15 ; 463.015 ; 53 ; 1.174.573 ; 131 ; 2.312.184 
153;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 73 ; 46.214 ; 438 ; 806.727 ; 511 ; 852.941 ; 96 ; 754.085 ;;; 96 ; 754.085 ; 607 ; 1.607.026 
154;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 73 ; 47.619 ; 295 ; 519.205 ; 368 ; 566.825 ; 72 ; 481.824 ;;; 72 ; 481.824 ; 440 ; 1.048.649 
155;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 57 ; 44.430 ; 296 ; 464.699 ; 353 ; 509.129 ; 27 ; 433.716 ;;; 27 ; 433.716 ; 380 ; 942.844 
156;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 31 ; 26.768 ; 146 ; 435.251 ; 177 ; 462.019 ; 63 ; 408.975 ;;; 63 ; 408.975 ; 240 ; 870.994 
157;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 2.211 ; 60 ; 50.299 ; 124 ; 377.705 ; 185 ; 430.214 ; 39 ; 337.651 ;;; 39 ; 337.651 ; 224 ; 767.866 
158;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 4 ; 2.544 ; 103 ; 327.874 ; 107 ; 330.419 ; 157 ; 357.643 ;;; 157 ; 357.643 ; 264 ; 688.061 
159;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 3 ; 4.735 ; 88 ; 246.045 ; 91 ; 250.781 ; 31 ; 294.180 ; 1 ; 50.000 ; 32 ; 344.180 ; 123 ; 594.960 
160;61.033.106;BANCO CREFISA S.A.;;;;; 20 ; 262.672 ; 4 ; 18.756 ; 24 ; 281.429 ;;; 2 ; 240.000 ; 2 ; 240.000 ; 26 ; 521.429 
161;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 2 ; 13.802 ; 61 ; 234.450 ; 63 ; 248.252 ; 55 ; 242.935 ; 1 ; 15.000 ; 56 ; 257.935 ; 119 ; 506.186 
162;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 3.467 ;;; 19 ; 171.192 ; 20 ; 174.659 ; 16 ; 174.659 ;;; 16 ; 174.659 ; 36 ; 349.317 
163;30.183.111;TURMA CORRETORA DE CÂMBIO LTDA;;;;; 290 ; 108.613 ; 180 ; 93.631 ; 470 ; 202.244 ;;;;; -   ; -   ; 470 ; 202.244 
164;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 33 ; 9.124 ; 44 ; 34.966 ; 77 ; 44.090 ; 3 ; 20.372 ;;; 3 ; 20.372 ; 80 ; 64.462 
165;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;; 1 ; 44.800 ; 5 ; 12.648 ; 6 ; 57.448 ;;;;; -   ; -   ; 6 ; 57.448 
