Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Março/2025;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
48;10.690.848;BANCO DA CHINA BRASIL S.A.;BANK OF CHINA (BRASIL) - PRUDENCIAL; 72 ; 261.266.801 ; 43 ; 12.519.093 ; 294 ; 52.881.077 ; 265 ; 135.063.927 ; 674 ; 461.730.898 ; 203 ; 297.274.102 ; 223 ; 463.649.676 ; 426 ; 760.923.778 ; 1.100 ; 1.222.654.676 ;
49;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 38.515 ; 71.178.049 ; 311.881 ; 592.822.947 ; 350.396 ; 664.000.996 ; 738 ; 520.954.435 ; -   ; -   ; 738 ; 520.954.435 ; 351.134 ; 1.184.955.431 ;
50;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 108 ; 184.771.060 ; -   ; -   ; 119 ; 41.526.621 ; 8 ; 244.490 ; 235 ; 226.542.171 ; -   ; -   ; 14 ; 838.863.560 ; 14 ; 838.863.560 ; 249 ; 1.065.405.731 ;
51;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 30 ; 140.704.609 ; 6 ; 39.000 ; 28 ; 12.107.351 ; 164 ; 31.694.028 ; 228 ; 184.544.988 ; 12 ; 248.799.876 ; 32 ; 462.243.145 ; 44 ; 711.043.021 ; 272 ; 895.588.009 ;
52;07.450.604;BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;BANK OF CHINA (BRASIL) - PRUDENCIAL; 72 ; 94.982.210 ; 178 ; 53.849.878 ; 66 ; 144.551.994 ; 275 ; 81.573.897 ; 591 ; 374.957.979 ; 104 ; 184.456.799 ; 81 ; 315.671.995 ; 185 ; 500.128.794 ; 776 ; 875.086.773 ;
53;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 156 ; 8.226.838 ; 636 ; 1.973.670 ; 271.979 ; 315.415.855 ; 797.277 ; 310.582.365 ; 1.070.048 ; 636.198.728 ; 14 ; 78.325.097 ; 18 ; 71.543.378 ; 32 ; 149.868.475 ; 1.070.080 ; 786.067.203 ;
54;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 270 ; 132.117.995 ; 210 ; 6.654.639 ; 20.397 ; 155.498.357 ; 5.302 ; 125.230.235 ; 26.179 ; 419.501.226 ; 373 ; 102.889.570 ; 403 ; 245.882.301 ; 776 ; 348.771.871 ; 26.955 ; 768.273.097 ;
55;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 508 ; 13.690.533 ; 7.594 ; 140.120.886 ; 4.864 ; 85.964.309 ; 8.817 ; 138.092.370 ; 21.783 ; 377.868.098 ; 1.093 ; 258.544.975 ; 182 ; 80.926.512 ; 1.275 ; 339.471.487 ; 23.058 ; 717.339.585 ;
56;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 2.634 ; 161.738.327 ; 4.351 ; 198.918.862 ; 3.048 ; 64.551.552 ; 1.344 ; 96.304.462 ; 11.377 ; 521.513.203 ; 56 ; 107.126.277 ; 21 ; 34.324.667 ; 77 ; 141.450.944 ; 11.454 ; 662.964.147 ;
57;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 7 ; 5.917.228 ; 59 ; 3.556.668 ; 42 ; 239.615.361 ; 85 ; 69.489.362 ; 193 ; 318.578.619 ; 24 ; 27.181.697 ; 21 ; 200.232.016 ; 45 ; 227.413.713 ; 238 ; 545.992.332 ;
58;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;FAIR CC S.A. - PRUDENCIAL; 351 ; 7.042.642 ; 2.858 ; 92.607.821 ; 4.483 ; 33.614.210 ; 6.297 ; 58.931.233 ; 13.989 ; 192.195.906 ; 1.846 ; 190.849.415 ; 424 ; 79.943.725 ; 2.270 ; 270.793.140 ; 16.259 ; 462.989.046 ;
59;92.894.922;BANCO ORIGINAL S.A.;ORIGINAL - PRUDENCIAL; 10 ; 20.442.322 ; 117 ; 114.306.048 ; 64 ; 64.833.251 ; 205 ; 50.217.956 ; 396 ; 249.799.577 ; 16 ; 139.001.985 ; 5 ; 65.991.973 ; 21 ; 204.993.958 ; 417 ; 454.793.535 ;
60;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 82 ; 3.374.147 ; 1.422 ; 50.392.271 ; 764 ; 86.424.389 ; 1.726 ; 84.071.183 ; 3.994 ; 224.261.990 ; 656 ; 128.371.083 ; 216 ; 83.684.687 ; 872 ; 212.055.770 ; 4.866 ; 436.317.760 ;
61;60.889.128;BANCO SOFISA S.A.;SOFISA - PRUDENCIAL; 639 ; 140.488.969 ; 614 ; 43.059.696 ; 62 ; 15.358.467 ; 484 ; 26.886.877 ; 1.799 ; 225.794.009 ; 20 ; 21.751.376 ; 26 ; 136.468.434 ; 46 ; 158.219.810 ; 1.845 ; 384.013.819 ;
62;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;ICBC DO BRASIL BM S.A. - PRUDENCIAL; 1 ; 12.000.000 ; 11 ; 830.829 ; 29 ; 7.834.769 ; 53 ; 53.273.411 ; 94 ; 73.939.009 ; 55 ; 172.103.449 ; 31 ; 137.449.254 ; 86 ; 309.552.703 ; 180 ; 383.491.712 ;
