Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Dez/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
62;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 20 ; 123.982 ; 9.639 ; 103.930.959 ; 34.958 ; 611.901.012 ; 44.617 ; 715.955.952 ; 26.158 ; 516.150.506 ; 626 ; 8.130.424 ; 26.784 ; 524.280.930 ; 71.401 ; 1.240.236.882 ;
63;60.889.128;BANCO SOFISA S.A.; 1.152 ; 296.939.553 ; 1.337 ; 75.198.833 ; 322 ; 270.202.960 ; 1.053 ; 73.460.948 ; 3.864 ; 715.802.293 ; 136 ; 40.352.962 ; 173 ; 464.615.112 ; 309 ; 504.968.074 ; 4.173 ; 1.220.770.367 ;
64;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 616 ; 68.558.668 ; 1.023 ; 141.193.855 ; 1.642 ; 214.767.189 ; 160 ; 512.449.825 ; 125 ; 445.641.347 ; 285 ; 958.091.172 ; 1.927 ; 1.172.858.361 ;
65;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 1.004 ; 18.311.180 ; 12.178 ; 268.381.470 ; 8.080 ; 123.239.097 ; 32.619 ; 282.033.566 ; 53.881 ; 691.965.312 ; 12.253 ; 433.821.414 ; 202 ; 25.075.042 ; 12.455 ; 458.896.456 ; 66.336 ; 1.150.861.768 ;
66;03.532.415;BANCO ABN AMRO S.A.; 155 ; 399.751.910 ; 19 ; 12.104.093 ; 87 ; 100.189.514 ; 209 ; 24.583.788 ; 470 ; 536.629.305 ; 45 ; 46.483.975 ; 187 ; 506.617.041 ; 232 ; 553.101.016 ; 702 ; 1.089.730.321 ;
67;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 270 ; 9.399.384 ; 3.826 ; 71.495.602 ; 10.390 ; 49.199.986 ; 37.290 ; 202.816.206 ; 51.776 ; 332.911.178 ; 21.291 ; 446.148.513 ; 4.491 ; 230.538.955 ; 25.782 ; 676.687.467 ; 77.558 ; 1.009.598.646 ;
68;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 309 ; 6.917.988 ; 11.232 ; 297.816.165 ; 4.335 ; 48.701.325 ; 13.964 ; 138.239.052 ; 29.840 ; 491.674.530 ; 16.369 ; 447.990.384 ; 1.830 ; 67.606.993 ; 18.199 ; 515.597.378 ; 48.039 ; 1.007.271.908 ;
69;15.114.366;BANCO BBM S/A; 353 ; 265.815.908 ; 19 ; 36.457.215 ; 132 ; 187.068.215 ; 443 ; 106.754.187 ; 947 ; 596.095.525 ; 67 ; 63.154.144 ; 140 ; 345.868.538 ; 207 ; 409.022.681 ; 1.154 ; 1.005.118.206 ;
70;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 7.747 ; 242.062.400 ; 3.142 ; 102.220.543 ; 809 ; 13.175.104 ; 2.967 ; 22.806.001 ; 14.665 ; 380.264.049 ; 329 ; 239.375.334 ; 652 ; 357.819.427 ; 981 ; 597.194.761 ; 15.646 ; 977.458.810 ;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.570 ; 61.221.156 ; 8.672 ; 282.074.387 ; 3.778 ; 97.956.776 ; 9.182 ; 103.482.424 ; 23.202 ; 544.734.743 ; 3.663 ; 311.969.823 ; 405 ; 85.666.755 ; 4.068 ; 397.636.578 ; 27.270 ; 942.371.321 ;
72;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 10 ; 894.899.343 ; 2 ; 2 ; 12 ; 894.899.345 ; 12 ; 894.899.345 ;
73;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 5.233 ; 253.719.790 ; 3.970 ; 115.287.362 ; 1.952 ; 100.088.670 ; 2.491 ; 144.844.851 ; 13.646 ; 613.940.673 ; 238 ; 90.685.359 ; 178 ; 181.541.468 ; 416 ; 272.226.827 ; 14.062 ; 886.167.500 ;
74;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;;;;; 26 ; 271.402.775 ; 22 ; 300.179.645 ; 48 ; 571.582.421 ; 5 ; 166.050.000 ; 7 ; 135.500.000 ; 12 ; 301.550.000 ; 60 ; 873.132.421 ;
75;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 236 ; 60.242.852 ; 16 ; 2.367.094 ; 50 ; 2.035.528 ; 87 ; 5.957.511 ; 389 ; 70.602.984 ; 295 ; 375.862.838 ; 337 ; 417.035.000 ; 632 ; 792.897.838 ; 1.021 ; 863.500.823 ;
76;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 787 ; 965.673 ; 6.097 ; 24.335.876 ; 6.884 ; 25.301.549 ; 3.272 ; 426.644.967 ; 1.050 ; 403.319.808 ; 4.322 ; 829.964.775 ; 11.206 ; 855.266.324 ;
77;62.144.175;BANCO PINE S.A.; 222 ; 160.098.912 ; 87 ; 97.854.343 ; 55 ; 81.809.175 ; 473 ; 187.910.021 ; 837 ; 527.672.452 ; 31 ; 234.231.499 ; 18 ; 58.732.721 ; 49 ; 292.964.220 ; 886 ; 820.636.672 ;
78;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 61 ; 1.676.492 ; 1.477 ; 38.467.583 ; 1.697 ; 7.826.125 ; 11.304 ; 186.440.163 ; 14.539 ; 234.410.363 ; 16.927 ; 383.277.745 ; 666 ; 167.734.202 ; 17.593 ; 551.011.947 ; 32.132 ; 785.422.310 ;
79;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 8 ; 207.132 ; 419 ; 14.884.368 ; 13.223 ; 40.881.126 ; 24.882 ; 163.967.778 ; 38.532 ; 219.940.403 ; 17.790 ; 344.908.744 ; 744 ; 207.303.774 ; 18.534 ; 552.212.518 ; 57.066 ; 772.152.921 ;
80;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 487 ; 162.455.688 ; 518 ; 56.389.540 ; 234 ; 41.412.977 ; 530 ; 41.668.401 ; 1.769 ; 301.926.606 ; 224 ; 174.423.829 ; 305 ; 270.799.774 ; 529 ; 445.223.603 ; 2.298 ; 747.150.209 ;
81;61.024.352;BANCO INDUSVAL S.A.; 484 ; 129.252.192 ; 402 ; 25.051.780 ; 405 ; 93.890.051 ; 791 ; 65.385.757 ; 2.082 ; 313.579.780 ; 215 ; 126.389.201 ; 285 ; 259.805.315 ; 500 ; 386.194.516 ; 2.582 ; 699.774.296 ;
82;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 14 ; 134.518 ; 107 ; 1.961.391 ; 623 ; 7.885.444 ; 2.539 ; 337.766.935 ; 3.283 ; 347.748.288 ; 19.003 ; 335.680.061 ; 64 ; 3.561.372 ; 19.067 ; 339.241.433 ; 22.350 ; 686.989.721 ;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 120 ; 62.159.504 ; 107 ; 15.036.867 ; 234 ; 229.349.737 ; 420 ; 71.684.077 ; 881 ; 378.230.184 ; 39 ; 49.616.810 ; 70 ; 254.023.886 ; 109 ; 303.640.696 ; 990 ; 681.870.880 ;
84;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 77 ; 1.019.374 ; 4.431 ; 194.994.945 ; 1.033 ; 9.278.605 ; 7.993 ; 97.997.609 ; 13.534 ; 303.290.533 ; 8.278 ; 296.749.778 ; 166 ; 14.034.946 ; 8.444 ; 310.784.724 ; 21.978 ; 614.075.257 ;
85;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 10 ; 2.906.948 ; 166 ; 50.581.844 ; 523 ; 193.496.654 ; 1.639 ; 113.087.874 ; 2.338 ; 360.073.320 ; 138 ; 95.205.968 ; 123 ; 127.946.653 ; 261 ; 223.152.621 ; 2.599 ; 583.225.940 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 265 ; 8.085.871 ; 6.365 ; 168.074.108 ; 3.666 ; 24.494.991 ; 10.812 ; 95.325.926 ; 21.108 ; 295.980.896 ; 7.380 ; 239.635.647 ; 490 ; 8.824.064 ; 7.870 ; 248.459.711 ; 28.978 ; 544.440.606 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 1.019 ; 155.226.637 ; 1.248 ; 73.439.398 ; 741 ; 4.492.344 ; 673 ; 26.212.803 ; 3.681 ; 259.371.183 ; 615 ; 102.188.410 ; 384 ; 155.307.737 ; 999 ; 257.496.147 ; 4.680 ; 516.867.330 ;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 575 ; 11.717.382 ; 8.613 ; 169.012.705 ; 2.277 ; 43.289.273 ; 8.409 ; 71.487.351 ; 19.874 ; 295.506.711 ; 4.986 ; 202.095.346 ; 238 ; 16.603.572 ; 5.224 ; 218.698.918 ; 25.098 ; 514.205.629 ;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 41 ; 1.953.430 ; 708 ; 16.506.737 ; 4.349 ; 26.834.499 ; 17.589 ; 166.801.670 ; 22.687 ; 212.096.335 ; 10.233 ; 207.546.035 ; 711 ; 53.236.052 ; 10.944 ; 260.782.087 ; 33.631 ; 472.878.422 ;
90;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 53 ; 1.057.546 ; 1.900 ; 93.138.954 ; 1.162 ; 4.212.475 ; 3.774 ; 25.776.143 ; 6.889 ; 124.185.119 ; 3.522 ; 219.795.486 ; 493 ; 105.980.969 ; 4.015 ; 325.776.455 ; 10.904 ; 449.961.574 ;
91;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 9 ; 180.965 ; 1.977 ; 50.188.815 ; 216 ; 543.598 ; 7.795 ; 161.278.477 ; 9.997 ; 212.191.855 ; 7.118 ; 220.148.831 ; 123 ; 9.408.335 ; 7.241 ; 229.557.166 ; 17.238 ; 441.749.021 ;
92;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 92 ; 67.001.631 ; 115 ; 13.390.545 ; 87 ; 55.464.080 ; 196 ; 55.041.105 ; 490 ; 190.897.362 ; 100 ; 64.198.501 ; 139 ; 128.624.676 ; 239 ; 192.823.177 ; 729 ; 383.720.539 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 40.424 ; 41 ; 902.353 ; 1.792 ; 15.467.372 ; 4.544 ; 118.030.951 ; 6.378 ; 134.441.100 ; 11.269 ; 161.372.057 ; 603 ; 57.881.785 ; 11.872 ; 219.253.842 ; 18.250 ; 353.694.943 ;
94;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 287 ; 3.755.927 ; 4.025 ; 79.596.915 ; 1.243 ; 15.247.783 ; 6.516 ; 88.912.253 ; 12.071 ; 187.512.878 ; 16.124 ; 157.754.144 ; 402 ; 8.238.722 ; 16.526 ; 165.992.866 ; 28.597 ; 353.505.744 ;
95;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 253 ; 4.990.609 ; 3.275 ; 73.523.755 ; 2.445 ; 24.469.389 ; 12.921 ; 97.067.322 ; 18.894 ; 200.051.076 ; 12.535 ; 143.458.542 ; 82 ; 1.936.323 ; 12.617 ; 145.394.864 ; 31.511 ; 345.445.940 ;
96;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 203 ; 4.459.471 ; 5.091 ; 20.594.198 ; 11.030 ; 157.996.528 ; 16.324 ; 183.050.197 ; 7.942 ; 143.743.181 ; 45 ; 1.749.480 ; 7.987 ; 145.492.660 ; 24.311 ; 328.542.857 ;
97;59.285.411;BANCO PAN S.A.; 62 ; 47.678.691 ;;; 175 ; 25.510.965 ; 451 ; 91.668.979 ; 688 ; 164.858.635 ; 11 ; 82.895.123 ; 52 ; 67.450.029 ; 63 ; 150.345.152 ; 751 ; 315.203.786 ;
98;61.033.106;BANCO BPN BRASIL S.A.; 37 ; 1.872.550 ; 19 ; 532.506 ; 321 ; 120.759.047 ; 190 ; 83.744.907 ; 567 ; 206.909.009 ; 69 ; 27.184.859 ; 120 ; 76.040.865 ; 189 ; 103.225.724 ; 756 ; 310.134.733 ;
99;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 292 ; 42.326.959 ; 174 ; 4.037.396 ; 43 ; 14.884.973 ; 220 ; 49.831.470 ; 729 ; 111.080.797 ; 51 ; 95.245.180 ; 125 ; 95.715.394 ; 176 ; 190.960.574 ; 905 ; 302.041.372 ;
100;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 74 ; 57.991.483 ; 13 ; 5.786.453 ; 42 ; 58.535.336 ; 391 ; 13.974.505 ; 520 ; 136.287.777 ; 72 ; 19.610.446 ; 86 ; 118.199.824 ; 158 ; 137.810.269 ; 678 ; 274.098.046 ;
101;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.101 ; 5.292.958 ; 4.391 ; 129.098.740 ; 5.492 ; 134.391.697 ; 4.787 ; 124.833.168 ; 176 ; 2.867.314 ; 4.963 ; 127.700.482 ; 10.455 ; 262.092.179 ;
102;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 37 ; 1.301.523 ; 94 ; 2.295.366 ; 1.669 ; 15.040.199 ; 4.014 ; 46.032.635 ; 5.814 ; 64.669.724 ; 2.608 ; 106.732.705 ; 604 ; 74.764.072 ; 3.212 ; 181.496.778 ; 9.026 ; 246.166.501 ;
103;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 32 ; 1.266.636 ; 20 ; 3.176.090 ; 530 ; 76.047.971 ; 884 ; 25.074.805 ; 1.466 ; 105.565.503 ; 227 ; 27.826.315 ; 65 ; 100.108.252 ; 292 ; 127.934.568 ; 1.758 ; 233.500.070 ;
104;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 357 ; 11.661.479 ; 2.186 ; 60.706.493 ; 1.683 ; 11.079.758 ; 5.522 ; 38.409.396 ; 9.748 ; 121.857.126 ; 4.510 ; 86.374.483 ; 356 ; 9.962.670 ; 4.866 ; 96.337.154 ; 14.614 ; 218.194.280 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 13 ; 104.252 ; 406 ; 6.851.201 ; 6.804 ; 13.674.859 ; 13.222 ; 73.408.520 ; 20.445 ; 94.038.831 ; 6.256 ; 92.452.807 ; 258 ; 25.831.906 ; 6.514 ; 118.284.712 ; 26.959 ; 212.323.544 ;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 50 ; 1.004.249 ; 968 ; 27.191.461 ; 2.546 ; 18.964.270 ; 5.053 ; 54.861.357 ; 8.617 ; 102.021.337 ; 5.052 ; 81.926.510 ; 551 ; 19.782.265 ; 5.603 ; 101.708.775 ; 14.220 ; 203.730.112 ;
107;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 199 ; 2.905.451 ; 1.700 ; 33.389.242 ; 1.904 ; 18.669.632 ; 5.961 ; 61.278.028 ; 9.764 ; 116.242.353 ; 5.278 ; 80.215.100 ; 125 ; 6.904.469 ; 5.403 ; 87.119.569 ; 15.167 ; 203.361.922 ;
108;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 19 ; 121.175 ; 1.505 ; 46.236.491 ; 1.444 ; 15.934.895 ; 12.257 ; 36.929.655 ; 15.225 ; 99.222.215 ; 4.335 ; 83.500.357 ; 643 ; 17.105.996 ; 4.978 ; 100.606.353 ; 20.203 ; 199.828.568 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 44 ; 1.423.422 ; 1.437 ; 34.487.213 ; 346 ; 6.878.554 ; 8.347 ; 55.583.668 ; 10.174 ; 98.372.857 ; 6.086 ; 90.938.525 ; 290 ; 9.190.563 ; 6.376 ; 100.129.089 ; 16.550 ; 198.501.946 ;
110;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 73 ; 4.575.533 ; 14 ; 1.005.612 ; 9.428 ; 84.942.294 ; 225 ; 704.734 ; 9.740 ; 91.228.174 ; 58 ; 1.397.584 ; 538 ; 89.205.383 ; 596 ; 90.602.967 ; 10.336 ; 181.831.141 ;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 127 ; 402.643 ; 503 ; 7.197.259 ; 5.275 ; 7.812.581 ; 26.725 ; 55.064.249 ; 32.630 ; 70.476.732 ; 3.728 ; 77.432.485 ; 273 ; 23.338.649 ; 4.001 ; 100.771.134 ; 36.631 ; 171.247.866 ;
112;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.562 ; 4.569.883 ; 4.059 ; 83.428.963 ; 5.621 ; 87.998.846 ; 4.363 ; 79.085.983 ; 31 ; 221.583 ; 4.394 ; 79.307.566 ; 10.015 ; 167.306.411 ;
113;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 914 ; 2.927.354 ; 3.057 ; 76.407.500 ; 3.971 ; 79.334.854 ; 3.787 ; 78.016.684 ; 337 ; 3.177.747 ; 4.124 ; 81.194.431 ; 8.095 ; 160.529.286 ;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 125 ; 4.063.595 ; 867 ; 33.245.036 ; 5.464 ; 57.956.680 ; 6.456 ; 95.265.310 ; 101 ; 45.152.634 ; 30 ; 19.059.108 ; 131 ; 64.211.743 ; 6.587 ; 159.477.053 ;
115;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 23 ; 802.789 ; 544 ; 10.792.314 ; 762 ; 37.267.422 ; 3.362 ; 50.463.464 ; 4.691 ; 99.325.989 ; 1.287 ; 38.142.311 ; 262 ; 14.947.666 ; 1.549 ; 53.089.976 ; 6.240 ; 152.415.965 ;
116;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 81 ; 1.749.601 ; 172 ; 3.639.306 ; 2.666 ; 7.550.082 ; 7.291 ; 65.218.675 ; 10.210 ; 78.157.664 ; 5.629 ; 61.652.969 ; 92 ; 2.035.140 ; 5.721 ; 63.688.109 ; 15.931 ; 141.845.774 ;
117;33.042.151;BANCO DE LA NACION ARGENTINA; 77 ; 19.608.864 ; 75 ; 9.436.226 ; 4.335 ; 6.839.447 ; 1.133 ; 1.853.184 ; 5.620 ; 37.737.721 ; 67 ; 41.834.221 ; 99 ; 58.026.378 ; 166 ; 99.860.599 ; 5.786 ; 137.598.320 ;
118;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 287 ; 5.531.153 ; 232 ; 2.130.261 ; 1.400 ; 55.934.600 ; 1.919 ; 63.596.014 ; 3.271 ; 60.986.151 ; 48 ; 1.620.405 ; 3.319 ; 62.606.556 ; 5.238 ; 126.202.570 ;
119;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 18 ; 355.373 ; 1.683 ; 5.697.408 ; 6.227 ; 61.048.023 ; 7.928 ; 67.100.804 ; 4.020 ; 55.820.743 ; 110 ; 300.009 ; 4.130 ; 56.120.752 ; 12.058 ; 123.221.556 ;
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 152 ; 7.373.652 ; 985 ; 43.398.790 ; 193 ; 3.444.549 ; 1.986 ; 5.145.450 ; 3.316 ; 59.362.442 ; 2.043 ; 49.651.401 ; 259 ; 11.924.943 ; 2.302 ; 61.576.344 ; 5.618 ; 120.938.786 ;
121;04.902.979;BANCO DA AMAZONIA S.A.; 489 ; 43.607.422 ; 331 ; 11.434.210 ; 216 ; 2.803.159 ; 711 ; 3.758.723 ; 1.747 ; 61.603.514 ; 96 ; 11.688.702 ; 253 ; 42.844.030 ; 349 ; 54.532.732 ; 2.096 ; 116.136.246 ;
122;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;; 10 ; 173.538 ; 35 ; 54.378.661 ; 45 ; 54.552.199 ; 2 ; 54.340.000 ; 3 ; 4.468.570 ; 5 ; 58.808.570 ; 50 ; 113.360.769 ;
123;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 86 ; 757.655 ; 556 ; 16.229.747 ; 1.550 ; 8.941.454 ; 4.493 ; 33.381.117 ; 6.685 ; 59.309.973 ; 3.749 ; 44.896.143 ; 390 ; 4.893.904 ; 4.139 ; 49.790.047 ; 10.824 ; 109.100.020 ;
124;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 430 ; 1.589.593 ; 3.712 ; 50.278.075 ; 4.142 ; 51.867.668 ; 6.859 ; 49.595.645 ; 89 ; 911.279 ; 6.948 ; 50.506.924 ; 11.090 ; 102.374.592 ;
125;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 10 ; 711.901 ; 416 ; 6.930.838 ; 466 ; 5.825.527 ; 6.278 ; 36.862.133 ; 7.170 ; 50.330.400 ; 2.144 ; 42.765.158 ; 137 ; 5.514.417 ; 2.281 ; 48.279.575 ; 9.451 ; 98.609.975 ;
126;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 87 ; 2.359.069 ; 142 ; 808.882 ; 442 ; 41.318.570 ; 671 ; 44.486.520 ; 1.831 ; 43.401.620 ; 9 ; 521.603 ; 1.840 ; 43.923.224 ; 2.511 ; 88.409.744 ;
127;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 10.018 ; 7.053.147 ; 19.079 ; 40.834.392 ; 29.097 ; 47.887.539 ; 1.052 ; 33.735.929 ; 3 ; 31.595 ; 1.055 ; 33.767.524 ; 30.152 ; 81.655.063 ;
128;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 95 ; 3.136.086 ; 1.100 ; 36.439.838 ; 1.195 ; 39.575.924 ; 1.063 ; 36.159.914 ; 84 ; 2.856.230 ; 1.147 ; 39.016.144 ; 2.342 ; 78.592.068 ;
129;07.679.404;BANCO TOPÁZIO S.A.; 16 ; 3.077.758 ; 82 ; 3.840.910 ; 682 ; 20.768.749 ; 819 ; 17.045.436 ; 1.599 ; 44.732.853 ; 68 ; 15.265.298 ; 115 ; 18.250.505 ; 183 ; 33.515.803 ; 1.782 ; 78.248.656 ;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 40 ; 931.572 ; 190 ; 2.995.298 ; 448 ; 6.278.574 ; 2.947 ; 31.842.710 ; 3.625 ; 42.048.154 ; 1.363 ; 29.356.961 ; 133 ; 1.736.003 ; 1.496 ; 31.092.963 ; 5.121 ; 73.141.117 ;
131;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 2.364 ; 18.594.525 ; 3.273 ; 31.062.472 ; 5.637 ; 49.656.997 ; 3.613 ; 14.326.825 ; 121 ; 1.752.383 ; 3.734 ; 16.079.208 ; 9.371 ; 65.736.205 ;
132;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 239 ; 16.888.604 ; 65 ; 2.850.578 ; 167 ; 3.288.409 ; 1.301 ; 9.628.830 ; 1.772 ; 32.656.420 ; 250 ; 11.952.804 ; 210 ; 19.574.637 ; 460 ; 31.527.441 ; 2.232 ; 64.183.861 ;
133;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 1 ; 8.371.200 ;;; 8 ; 1.975.572 ; 16 ; 12.114.576 ; 25 ; 22.461.349 ; 4 ; 20.505.566 ; 3 ; 18.591.200 ; 7 ; 39.096.766 ; 32 ; 61.558.114 ;
134;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 17 ; 120.496 ; 1.162 ; 4.205.214 ; 2.412 ; 29.553.484 ; 3.591 ; 33.879.194 ; 2.197 ; 26.250.218 ; 87 ; 740.760 ; 2.284 ; 26.990.978 ; 5.875 ; 60.870.172 ;
135;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 3.684 ; 5.507.793 ; 14.740 ; 30.621.287 ; 18.424 ; 36.129.079 ; 608 ; 24.204.750 ; 3 ; 13.639 ; 611 ; 24.218.389 ; 19.035 ; 60.347.469 ;
136;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 20 ; 311.909 ; 322 ; 6.050.879 ; 271 ; 13.074.343 ; 930 ; 18.195.860 ; 1.543 ; 37.632.990 ; 810 ; 15.106.353 ; 122 ; 4.251.847 ; 932 ; 19.358.200 ; 2.475 ; 56.991.190 ;
137;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 4 ; 22.000 ; 2.147 ; 15.934.483 ; 2.668 ; 26.154.323 ; 4.819 ; 42.110.806 ; 1.322 ; 11.882.891 ; 114 ; 1.828.685 ; 1.436 ; 13.711.576 ; 6.255 ; 55.822.382 ;
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 12 ; 99.376 ; 4.691 ; 2.403.558 ; 22.669 ; 22.635.213 ; 27.372 ; 25.138.148 ; 1.066 ; 21.732.672 ; 61 ; 1.295.858 ; 1.127 ; 23.028.530 ; 28.499 ; 48.166.678 ;
139;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 110 ; 1.342.510 ; 1.199 ; 731.339 ; 12.541 ; 22.059.803 ; 13.854 ; 24.230.615 ; 3.308 ; 22.505.621 ; 7 ; 39.804 ; 3.315 ; 22.545.425 ; 17.169 ; 46.776.040 ;
140;00.416.968;BANCO INTERMEDIUM S/A; 2 ; 3.941 ; 77 ; 4.001.530 ; 104 ; 2.666.587 ; 252 ; 15.400.946 ; 435 ; 22.073.003 ; 176 ; 21.040.190 ; 121 ; 3.649.889 ; 297 ; 24.690.079 ; 732 ; 46.763.082 ;
141;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 20.856 ; 17.910.215 ; 14.333 ; 16.658.658 ; 35.189 ; 34.568.873 ; 506 ; 2.525.098 ; 150 ; 3.577.769 ; 656 ; 6.102.867 ; 35.845 ; 40.671.740 ;
142;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.605 ; 5.763.856 ; 2.579 ; 18.154.890 ; 4.184 ; 23.918.746 ; 1.206 ; 12.817.044 ; 8 ; 345.000 ; 1.214 ; 13.162.044 ; 5.398 ; 37.080.790 ;
