Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Dez/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
62;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 1.140 ; 33.691.475 ; 13.460 ; 351.866.558 ; 11.218 ; 136.615.992 ; 31.859 ; 249.971.501 ; 57.677 ; 772.145.525 ; 7.439 ; 493.789.704 ; 1.376 ; 62.418.539 ; 8.815 ; 556.208.243 ; 66.492 ; 1.328.353.768 ;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 33 ; 402.767 ; 404 ; 3.882.850 ; 6.225 ; 184.395.309 ; 12.545 ; 564.884.836 ; 19.207 ; 753.565.761 ; 8.047 ; 422.084.086 ; 4.029 ; 40.212.224 ; 12.076 ; 462.296.310 ; 31.283 ; 1.215.862.071 ;
64;59.285.411;BANCO PAN S.A.; 102 ; 83.062.847 ;;; 68 ; 46.991.775 ; 314 ; 382.341.129 ; 484 ; 512.395.750 ; 17 ; 397.109.164 ; 118 ; 243.990.326 ; 135 ; 641.099.490 ; 619 ; 1.153.495.241 ;
65;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 8.082 ; 355.728.753 ; 2.778 ; 115.964.474 ; 1.189 ; 114.671.833 ; 3.226 ; 92.320.589 ; 15.275 ; 678.685.649 ; 228 ; 92.520.309 ; 919 ; 349.865.037 ; 1.147 ; 442.385.346 ; 16.422 ; 1.121.070.994 ;
66;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 234 ; 7.140.349 ; 7.829 ; 264.540.794 ; 3.701 ; 47.528.098 ; 11.306 ; 208.397.813 ; 23.070 ; 527.607.055 ; 13.891 ; 486.151.495 ; 1.902 ; 67.934.590 ; 15.793 ; 554.086.085 ; 38.863 ; 1.081.693.140 ;
67;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 604 ; 1.552.163 ; 1.627 ; 28.312.543 ; 2.231 ; 29.864.707 ; 4.051 ; 524.009.077 ; 1.978 ; 497.249.569 ; 6.029 ; 1.021.258.645 ; 8.260 ; 1.051.123.352 ;
68;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 785 ; 42.184.294 ; 17.024 ; 33.949.507 ; 30.484 ; 179.430.006 ; 48.293 ; 255.563.808 ; 17.533 ; 482.544.738 ; 1.009 ; 294.307.408 ; 18.542 ; 776.852.146 ; 66.835 ; 1.032.415.954 ;
69;60.889.128;BANCO SOFISA S.A.; 1.094 ; 268.893.470 ; 836 ; 60.073.768 ; 254 ; 54.218.640 ; 1.183 ; 75.022.325 ; 3.367 ; 458.208.203 ; 131 ; 187.304.020 ; 133 ; 378.028.123 ; 264 ; 565.332.143 ; 3.631 ; 1.023.540.345 ;
70;61.024.352;BANCO INDUSVAL S.A.; 636 ; 161.339.436 ; 570 ; 60.817.014 ; 202 ; 33.589.242 ; 1.002 ; 71.364.241 ; 2.410 ; 327.109.933 ; 364 ; 270.011.629 ; 473 ; 402.272.633 ; 837 ; 672.284.262 ; 3.247 ; 999.394.194 ;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 644 ; 19.431.097 ; 8.445 ; 321.834.803 ; 4.221 ; 94.935.052 ; 10.116 ; 107.992.107 ; 23.426 ; 544.193.060 ; 3.052 ; 372.670.885 ; 240 ; 57.123.842 ; 3.292 ; 429.794.727 ; 26.718 ; 973.987.787 ;
72;10.690.848;BANCO DA CHINA BRASIL S.A.; 127 ; 100.235.486 ; 193 ; 43.708.198 ; 155 ; 186.046.591 ; 563 ; 23.695.878 ; 1.038 ; 353.686.154 ; 163 ; 150.313.091 ; 209 ; 461.143.205 ; 372 ; 611.456.297 ; 1.410 ; 965.142.451 ;
73;61.186.680;BANCO BMG S.A.; 55 ; 87.611.751 ; 12 ; 14.960.855 ; 23 ; 17.285.090 ; 191 ; 334.701.616 ; 281 ; 454.559.312 ; 47 ; 371.172.854 ; 66 ; 133.549.392 ; 113 ; 504.722.246 ; 394 ; 959.281.558 ;
74;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 6 ; 43.181 ; 549 ; 317.607.143 ; 234 ; 56.787.737 ; 4.233 ; 126.423.338 ; 5.022 ; 500.861.400 ; 465 ; 420.967.064 ; 25 ; 33.882.649 ; 490 ; 454.849.713 ; 5.512 ; 955.711.112 ;
75;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 3 ; 1.486.697 ; 129 ; 37.322.517 ; 467 ; 351.839.697 ; 3.647 ; 343.373.972 ; 4.246 ; 734.022.882 ; 142 ; 120.785.943 ; 78 ; 93.412.738 ; 220 ; 214.198.681 ; 4.466 ; 948.221.563 ;
76;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 135 ; 6.781.695 ; 2.701 ; 61.052.220 ; 6.427 ; 35.484.217 ; 18.828 ; 186.203.953 ; 28.091 ; 289.522.085 ; 16.326 ; 393.790.470 ; 6.108 ; 189.801.525 ; 22.434 ; 583.591.995 ; 50.525 ; 873.114.080 ;
77;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 85 ; 30.819.755 ; 193 ; 46.554.686 ; 466 ; 314.167.613 ; 561 ; 208.309.744 ; 1.305 ; 599.851.798 ; 134 ; 90.204.858 ; 118 ; 178.331.295 ; 252 ; 268.536.153 ; 1.557 ; 868.387.951 ;
78;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 435 ; 201.940.968 ; 453 ; 233.309.453 ; 888 ; 435.250.421 ; 326 ; 223.795.801 ; 206 ; 192.337.968 ; 532 ; 416.133.769 ; 1.420 ; 851.384.190 ;
79;92.894.922;BANCO ORIGINAL S.A.; 124 ; 118.183.804 ; 1.369 ; 218.705.451 ; 168 ; 25.663.606 ; 1.527 ; 87.925.395 ; 3.188 ; 450.478.256 ; 150 ; 211.310.169 ; 55 ; 142.899.317 ; 205 ; 354.209.485 ; 3.393 ; 804.687.741 ;
80;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 63 ; 9.731.446 ; 665 ; 23.368.834 ; 443 ; 205.349.008 ; 3.002 ; 87.867.823 ; 4.173 ; 326.317.112 ; 1.591 ; 140.429.909 ; 2.637 ; 251.878.581 ; 4.228 ; 392.308.490 ; 8.401 ; 718.625.601 ;
81;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 64 ; 2.343.421 ; 185 ; 3.294.104 ; 300 ; 288.647.532 ; 890 ; 308.370.418 ; 1.439 ; 602.655.475 ; 55 ; 61.147.164 ; 39 ; 46.528.420 ; 94 ; 107.675.584 ; 1.533 ; 710.331.059 ;
82;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 4.000 ; 210.878.423 ; 3.300 ; 96.565.736 ; 1.698 ; 33.284.662 ; 3.126 ; 141.883.425 ; 12.124 ; 482.612.246 ; 286 ; 100.706.343 ; 171 ; 106.482.262 ; 457 ; 207.188.605 ; 12.581 ; 689.800.851 ;
83;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;; 8 ; 25.546 ; 1.618 ; 6.764.846 ; 12.666 ; 298.940.855 ; 14.292 ; 305.731.247 ; 5.724 ; 302.497.969 ; 150 ; 12.867.424 ; 5.874 ; 315.365.392 ; 20.166 ; 621.096.639 ;
84;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 132 ; 57.289.700 ; 139 ; 31.193.244 ; 154 ; 128.165.650 ; 504 ; 124.549.358 ; 929 ; 341.197.952 ; 79 ; 81.312.209 ; 56 ; 109.721.940 ; 135 ; 191.034.149 ; 1.064 ; 532.232.102 ;
85;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 57 ; 2.729.531 ; 83 ; 9.738.633 ; 350 ; 75.497.868 ; 611 ; 148.936.732 ; 1.101 ; 236.902.765 ; 315 ; 197.617.541 ; 116 ; 89.039.338 ; 431 ; 286.656.879 ; 1.532 ; 523.559.643 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 177 ; 4.143.104 ; 5.423 ; 136.192.970 ; 5.526 ; 24.594.954 ; 12.079 ; 100.829.370 ; 23.205 ; 265.760.399 ; 5.913 ; 225.702.038 ; 367 ; 17.423.297 ; 6.280 ; 243.125.335 ; 29.485 ; 508.885.733 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 688 ; 115.628.785 ; 1.484 ; 104.061.867 ; 248 ; 4.726.308 ; 610 ; 11.879.525 ; 3.030 ; 236.296.486 ; 613 ; 122.618.008 ; 273 ; 122.335.265 ; 886 ; 244.953.273 ; 3.916 ; 481.249.759 ;
88;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 129 ; 104.067.429 ; 14 ; 285.343 ; 50 ; 91.989.464 ; 135 ; 10.846.249 ; 328 ; 207.188.486 ; 30 ; 40.285.048 ; 83 ; 224.728.412 ; 113 ; 265.013.460 ; 441 ; 472.201.946 ;
89;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 18 ; 136.470 ; 1.431 ; 44.663.568 ; 1.736 ; 6.268.165 ; 5.961 ; 52.450.548 ; 9.146 ; 103.518.752 ; 5.341 ; 229.146.025 ; 669 ; 138.489.384 ; 6.010 ; 367.635.410 ; 15.156 ; 471.154.161 ;
90;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 404 ; 7.201.367 ; 7.030 ; 140.421.732 ; 2.116 ; 41.996.462 ; 7.950 ; 77.250.243 ; 17.500 ; 266.869.804 ; 4.335 ; 177.846.076 ; 136 ; 9.383.010 ; 4.471 ; 187.229.086 ; 21.971 ; 454.098.890 ;
91;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 364 ; 8.042.396 ; 5.278 ; 99.169.134 ; 2.075 ; 30.908.970 ; 17.241 ; 116.515.686 ; 24.958 ; 254.636.185 ; 5.380 ; 182.020.397 ; 91 ; 5.215.077 ; 5.471 ; 187.235.474 ; 30.429 ; 441.871.659 ;
92;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 185 ; 49.297.541 ; 11 ; 2.349.749 ; 41 ; 86.022 ; 75 ; 1.388.599 ; 312 ; 53.121.911 ; 214 ; 158.549.507 ; 347 ; 213.340.000 ; 561 ; 371.889.507 ; 873 ; 425.011.418 ;
93;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 15 ; 465.370 ; 558 ; 7.347.605 ; 4.970 ; 25.039.859 ; 16.785 ; 146.110.479 ; 22.328 ; 178.963.313 ; 8.349 ; 160.359.578 ; 525 ; 32.427.176 ; 8.874 ; 192.786.755 ; 31.202 ; 371.750.067 ;
94;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 3 ; 59.048 ; 1.729 ; 16.607.109 ; 4.181 ; 51.262.889 ; 5.913 ; 67.929.046 ; 2.093 ; 146.740.152 ; 545 ; 112.049.243 ; 2.638 ; 258.789.395 ; 8.551 ; 326.718.441 ;
95;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 79 ; 41.507.839 ; 64 ; 2.434.943 ; 528 ; 95.659.186 ; 225 ; 22.163.082 ; 896 ; 161.765.051 ; 76 ; 16.798.170 ; 189 ; 129.177.656 ; 265 ; 145.975.826 ; 1.161 ; 307.740.877 ;
96;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 105 ; 1.999.072 ; 4.653 ; 22.648.581 ; 7.887 ; 146.081.962 ; 12.645 ; 170.729.615 ; 6.277 ; 126.263.226 ; 54 ; 899.532 ; 6.331 ; 127.162.758 ; 18.976 ; 297.892.373 ;
97;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 71 ; 1.323.238 ; 989 ; 22.728.055 ; 793 ; 7.182.171 ; 8.515 ; 90.400.757 ; 10.368 ; 121.634.220 ; 6.838 ; 125.608.204 ; 270 ; 20.939.177 ; 7.108 ; 146.547.381 ; 17.476 ; 268.181.602 ;
98;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 174 ; 1.996.585 ; 3.095 ; 62.266.109 ; 961 ; 11.082.085 ; 5.418 ; 58.815.147 ; 9.648 ; 134.159.926 ; 10.543 ; 115.633.009 ; 348 ; 7.629.398 ; 10.891 ; 123.262.407 ; 20.539 ; 257.422.333 ;
99;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 145 ; 2.554.291 ; 2.235 ; 47.418.091 ; 953 ; 16.273.824 ; 5.063 ; 56.964.410 ; 8.396 ; 123.210.617 ; 5.047 ; 105.546.710 ; 754 ; 19.969.886 ; 5.801 ; 125.516.596 ; 14.197 ; 248.727.213 ;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 228 ; 5.108.600 ; 2.298 ; 55.215.870 ; 1.706 ; 10.210.755 ; 8.437 ; 65.648.729 ; 12.669 ; 136.183.954 ; 8.635 ; 106.297.597 ; 49 ; 634.795 ; 8.684 ; 106.932.392 ; 21.353 ; 243.116.346 ;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 10 ; 144.040 ; 407 ; 8.277.082 ; 5.719 ; 9.660.778 ; 15.129 ; 74.618.801 ; 21.265 ; 92.700.701 ; 4.634 ; 102.638.252 ; 300 ; 29.641.638 ; 4.934 ; 132.279.891 ; 26.199 ; 224.980.591 ;
102;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 21 ; 372.491 ; 1.870 ; 48.437.641 ; 207 ; 734.840 ; 7.189 ; 59.312.219 ; 9.287 ; 108.857.190 ; 4.765 ; 110.887.515 ; 115 ; 4.250.526 ; 4.880 ; 115.138.041 ; 14.167 ; 223.995.232 ;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 14 ; 125.780 ; 1.584 ; 47.152.002 ; 1.985 ; 12.167.788 ; 18.629 ; 47.381.907 ; 22.212 ; 106.827.477 ; 2.992 ; 91.014.009 ; 374 ; 8.618.486 ; 3.366 ; 99.632.494 ; 25.578 ; 206.459.971 ;
104;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 18 ; 194.062 ; 1.485 ; 9.751.586 ; 3.484 ; 59.425.777 ; 4.987 ; 69.371.426 ; 5.051 ; 93.245.449 ; 575 ; 43.446.053 ; 5.626 ; 136.691.502 ; 10.613 ; 206.062.927 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 195 ; 3.853.926 ; 1.832 ; 38.908.632 ; 2.405 ; 21.971.044 ; 5.766 ; 55.041.079 ; 10.198 ; 119.774.681 ; 3.360 ; 73.196.713 ; 55 ; 5.187.684 ; 3.415 ; 78.384.397 ; 13.613 ; 198.159.079 ;
106;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 4 ; 30.057 ; 1.726 ; 62.658.851 ; 136 ; 3.346.129 ; 1.188 ; 28.384.688 ; 3.054 ; 94.419.725 ; 1.596 ; 89.143.154 ; 27 ; 1.482.702 ; 1.623 ; 90.625.856 ; 4.677 ; 185.045.582 ;
107;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 56 ; 201.010 ; 344 ; 5.899.943 ; 4.106 ; 4.411.852 ; 20.905 ; 44.183.468 ; 25.411 ; 54.696.273 ; 2.888 ; 83.552.419 ; 463 ; 37.969.611 ; 3.351 ; 121.522.030 ; 28.762 ; 176.218.302 ;
108;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 52 ; 3.491.566 ; 329 ; 6.161.396 ; 628 ; 14.120.365 ; 7.942 ; 64.512.313 ; 8.951 ; 88.285.639 ; 1.753 ; 65.539.935 ; 180 ; 12.819.680 ; 1.933 ; 78.359.615 ; 10.884 ; 166.645.254 ;
109;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 1.409 ; 64.724.913 ; 7 ; 96.738 ; 692 ; 15.829.099 ; 2.108 ; 80.650.749 ; 1.858 ; 82.790.459 ; 46 ; 2.666.791 ; 1.904 ; 85.457.250 ; 4.012 ; 166.107.999 ;
110;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 4 ; 132.295 ; 455 ; 13.930.137 ; 90 ; 1.201.998 ; 1.645 ; 44.517.389 ; 2.194 ; 59.781.819 ; 2.011 ; 81.172.606 ; 150 ; 23.927.247 ; 2.161 ; 105.099.853 ; 4.355 ; 164.881.671 ;
111;33.042.151;BANCO DE LA NACION ARGENTINA; 55 ; 26.384.973 ; 95 ; 7.475.287 ; 3.963 ; 5.751.541 ; 1.262 ; 2.440.073 ; 5.375 ; 42.051.874 ; 100 ; 48.166.497 ; 102 ; 69.371.250 ; 202 ; 117.537.747 ; 5.577 ; 159.589.621 ;
112;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 221 ; 30.798.371 ; 180 ; 4.364.375 ; 46 ; 17.141.187 ; 235 ; 30.800.159 ; 682 ; 83.104.092 ; 33 ; 30.597.828 ; 64 ; 44.915.073 ; 97 ; 75.512.901 ; 779 ; 158.616.993 ;
113;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 156 ; 4.439.662 ; 633 ; 19.564.891 ; 5.302 ; 59.431.109 ; 6.091 ; 83.435.662 ; 106 ; 58.587.494 ; 20 ; 14.478.665 ; 126 ; 73.066.159 ; 6.217 ; 156.501.822 ;
114;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 48 ; 169.441 ; 910 ; 1.556.247 ; 39.206 ; 77.034.483 ; 40.164 ; 78.760.170 ; 3.565 ; 76.155.265 ; 16 ; 594.953 ; 3.581 ; 76.750.218 ; 43.745 ; 155.510.388 ;
115;04.902.979;BANCO DA AMAZONIA S.A.; 456 ; 46.647.219 ; 320 ; 19.655.117 ; 243 ; 4.099.832 ; 748 ; 9.851.668 ; 1.767 ; 80.253.836 ; 86 ; 25.303.242 ; 203 ; 46.404.054 ; 289 ; 71.707.295 ; 2.056 ; 151.961.131 ;
116;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 64 ; 3.111.872 ; 755 ; 1.511.191 ; 5.558 ; 65.713.532 ; 6.377 ; 70.336.595 ; 3.835 ; 73.144.953 ; 66 ; 5.850.953 ; 3.901 ; 78.995.907 ; 10.278 ; 149.332.502 ;
117;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 34 ; 38.601 ; 560 ; 70.507.946 ; 594 ; 70.546.547 ; 2.213 ; 70.579.260 ; 3 ; 109.842 ; 2.216 ; 70.689.101 ; 2.810 ; 141.235.649 ;
118;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 871 ; 48.290.870 ;;; 91 ; 16.397.756 ; 962 ; 64.688.626 ; 558 ; 64.681.464 ;;; 558 ; 64.681.464 ; 1.520 ; 129.370.090 ;
119;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 5 ; 37.749 ; 3.164 ; 6.827.058 ; 8.536 ; 59.863.903 ; 11.705 ; 66.728.709 ; 2.838 ; 52.582.471 ; 132 ; 345.337 ; 2.970 ; 52.927.808 ; 14.675 ; 119.656.518 ;
120;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 360 ; 7.013.919 ; 218 ; 1.749.832 ; 942 ; 50.656.240 ; 1.520 ; 59.419.991 ; 2.586 ; 57.382.779 ; 39 ; 1.500.961 ; 2.625 ; 58.883.740 ; 4.145 ; 118.303.731 ;
121;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 531 ; 1.972.248 ; 2.837 ; 57.514.954 ; 3.368 ; 59.487.202 ; 4.879 ; 56.519.929 ; 54 ; 969.166 ; 4.933 ; 57.489.095 ; 8.301 ; 116.976.297 ;
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 12 ; 285.566 ; 516 ; 13.660.256 ; 141 ; 2.637.548 ; 3.136 ; 40.029.063 ; 3.805 ; 56.612.432 ; 2.279 ; 53.405.630 ; 61 ; 2.608.606 ; 2.340 ; 56.014.237 ; 6.145 ; 112.626.669 ;
123;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 234.985 ; 429 ; 8.873.739 ; 681 ; 20.784.342 ; 4.813 ; 35.471.294 ; 5.928 ; 65.364.361 ; 1.197 ; 34.502.953 ; 213 ; 11.258.344 ; 1.410 ; 45.761.297 ; 7.338 ; 111.125.658 ;
124;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 241 ; 8.384.530 ; 875 ; 20.679.907 ; 1.985 ; 4.324.531 ; 12.397 ; 26.671.192 ; 15.498 ; 60.060.159 ; 2.853 ; 42.406.743 ; 244 ; 7.817.419 ; 3.097 ; 50.224.162 ; 18.595 ; 110.284.322 ;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;; 3 ; 118.076 ; 2.648 ; 10.583.354 ; 4.704 ; 38.154.872 ; 7.355 ; 48.856.302 ; 3.871 ; 44.037.526 ; 325 ; 16.377.411 ; 4.196 ; 60.414.936 ; 11.551 ; 109.271.238 ;
126;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 10 ; 90.794 ; 2.861 ; 6.685.263 ; 6.730 ; 49.128.480 ; 9.601 ; 55.904.537 ; 4.108 ; 42.585.946 ; 20 ; 141.665 ; 4.128 ; 42.727.612 ; 13.729 ; 98.632.148 ;
127;07.679.404;BANCO TOPÁZIO S.A.; 34 ; 3.635.393 ; 153 ; 8.676.601 ; 588 ; 6.478.057 ; 604 ; 29.828.977 ; 1.379 ; 48.619.027 ; 206 ; 37.042.714 ; 63 ; 8.621.104 ; 269 ; 45.663.818 ; 1.648 ; 94.282.845 ;
128;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 156 ; 21.673.065 ; 3 ; 336.317 ; 90 ; 20.961.367 ; 891 ; 2.752.416 ; 1.140 ; 45.723.165 ; 93 ; 1.964.853 ; 130 ; 41.651.760 ; 223 ; 43.616.613 ; 1.363 ; 89.339.778 ;
129;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 79 ; 849.424 ; 157 ; 3.675.277 ; 1.524 ; 8.204.419 ; 4.349 ; 34.515.820 ; 6.109 ; 47.244.939 ; 3.078 ; 31.988.255 ; 253 ; 2.859.260 ; 3.331 ; 34.847.515 ; 9.440 ; 82.092.455 ;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 17.967 ; 8 ; 593.484 ; 4.929 ; 35.506.773 ; 73 ; 408.659 ; 5.011 ; 36.526.882 ; 72 ; 1.257.166 ; 425 ; 35.779.342 ; 497 ; 37.036.508 ; 5.508 ; 73.563.390 ;
131;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 293 ; 734.475 ; 742 ; 35.166.766 ; 1.035 ; 35.901.241 ; 1.131 ; 34.364.589 ; 3 ; 52.119 ; 1.134 ; 34.416.708 ; 2.169 ; 70.317.949 ;
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 16 ; 335.717 ; 2.271 ; 17.473.354 ; 3.250 ; 33.291.774 ; 5.537 ; 51.100.844 ; 1.104 ; 16.724.279 ; 75 ; 895.257 ; 1.179 ; 17.619.536 ; 6.716 ; 68.720.380 ;
133;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 36 ; 536.766 ; 202 ; 2.062.396 ; 461 ; 5.081.087 ; 3.638 ; 29.414.358 ; 4.337 ; 37.094.607 ; 1.903 ; 27.251.305 ; 161 ; 1.422.265 ; 2.064 ; 28.673.570 ; 6.401 ; 65.768.177 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 101.698 ; 25 ; 113.100 ; 1.669 ; 1.408.514 ; 11.767 ; 23.072.409 ; 13.464 ; 24.695.720 ; 2.565 ; 29.876.605 ; 91 ; 8.095.520 ; 2.656 ; 37.972.125 ; 16.120 ; 62.667.845 ;
135;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 7 ; 43.794 ; 1.164 ; 2.434.610 ; 3.175 ; 30.520.352 ; 4.346 ; 32.998.757 ; 1.439 ; 28.641.276 ; 99 ; 457.971 ; 1.538 ; 29.099.248 ; 5.884 ; 62.098.004 ;
136;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 12 ; 663.766 ; 40 ; 295.298 ; 730 ; 29.421.128 ; 782 ; 30.380.192 ; 2.069 ; 29.857.633 ; 13 ; 68.074 ; 2.082 ; 29.925.708 ; 2.864 ; 60.305.899 ;
137;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.365 ; 3.979.878 ; 2.769 ; 29.733.246 ; 4.134 ; 33.713.124 ; 2.365 ; 25.842.602 ; 4 ; 73.203 ; 2.369 ; 25.915.805 ; 6.503 ; 59.628.928 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 13.473 ; 4.835.785 ; 30.992 ; 28.049.571 ; 44.465 ; 32.885.357 ; 717 ; 23.225.030 ; 1 ; 1.625 ; 718 ; 23.226.655 ; 45.183 ; 56.112.012 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 3.013 ; 3.155.465 ; 16.104 ; 27.233.054 ; 19.117 ; 30.388.518 ; 435 ; 25.209.824 ; 5 ; 23.041 ; 440 ; 25.232.865 ; 19.557 ; 55.621.383 ;
140;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 8 ; 17.486 ; 4.927 ; 2.719.838 ; 20.293 ; 23.265.496 ; 25.228 ; 26.002.820 ; 890 ; 22.164.947 ; 79 ; 1.732.813 ; 969 ; 23.897.760 ; 26.197 ; 49.900.580 ;
141;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 60 ; 1.517.107 ; 677 ; 15.887.186 ; 177 ; 1.938.905 ; 1.554 ; 4.395.142 ; 2.468 ; 23.738.339 ; 1.492 ; 20.297.245 ; 169 ; 3.471.886 ; 1.661 ; 23.769.131 ; 4.129 ; 47.507.470 ;
