Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em SETEMBRO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
66;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 28 ; 353.115 ; 903 ; 23.179.271 ; 718 ; 11.530.067 ; 3.077 ; 33.069.307 ; 4.726 ; 68.131.760 ; 373 ; 44.226.800 ;;; 373 ; 44.226.800 ; 5.099 ; 112.358.559 ;;;;
67;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 8 ; 507.694 ; 282 ; 6.978.583 ; 414 ; 1.720.511 ; 2.249 ; 27.480.654 ; 2.953 ; 36.687.442 ; 1.075 ; 53.661.894 ; 544 ; 21.468.759 ; 1.619 ; 75.130.653 ; 4.572 ; 111.818.095 ;;;;
68;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 19 ; 19.206.923 ; 21 ; 31.560.754 ; 179 ; 20.152.229 ; 219 ; 70.919.906 ; 27 ; 22.390.000 ; 11 ; 14.626.000 ; 38 ; 37.016.000 ; 257 ; 107.935.906 ;;;;
69;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 2 ; 33.908.020 ; 8 ; 12.967.000 ; 4 ; 78.894 ; 6 ; 628.447 ; 20 ; 47.582.362 ; 6 ; 13.775.800 ; 2 ; 33.900.000 ; 8 ; 47.675.800 ; 28 ; 95.258.162 ;;;;
70;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 30 ; 691.815 ; 39 ; 18.427.936 ; 32 ; 3.341.879 ; 101 ; 22.461.631 ; 23 ; 29.087.804 ; 24 ; 43.490.820 ; 47 ; 72.578.624 ; 148 ; 95.040.255 ;;;;
71;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 99 ; 34.577.950 ; 52 ; 346.107 ; 572 ; 9.572.620 ; 723 ; 44.496.677 ; 32 ; 45.965.000 ; 1 ; 2.000.000 ; 33 ; 47.965.000 ; 756 ; 92.461.677 ;;;;
72;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 688 ; 35.939.750 ; 281 ; 11.122.870 ; 132 ; 2.623.612 ; 428 ; 2.009.459 ; 1.529 ; 51.695.691 ; 24 ; 7.245.735 ; 106 ; 32.794.397 ; 130 ; 40.040.133 ; 1.659 ; 91.735.824 ;;;;
73;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 67 ; 17.157.551 ; 150 ; 11.003.979 ; 9 ; 15.162.034 ; 57 ; 16.550.775 ; 283 ; 59.874.339 ; 54 ; 12.791.887 ; 50 ; 17.519.078 ; 104 ; 30.310.965 ; 387 ; 90.185.304 ;;;;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 57 ; 2.523.879 ; 830 ; 30.407.559 ; 340 ; 6.812.911 ; 960 ; 11.310.310 ; 2.187 ; 51.054.659 ; 232 ; 33.592.023 ; 5 ; 1.241.259 ; 237 ; 34.833.282 ; 2.424 ; 85.887.941 ;;;;
75;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 595 ; 25.520.020 ; 336 ; 564.332 ; 57 ; 16.477.559 ; 988 ; 42.561.910 ; 118 ; 41.465.902 ;;; 118 ; 41.465.902 ; 1.106 ; 84.027.812 ;;;;
76;60.889.128;BANCO SOFISA S.A.; 151 ; 34.376.621 ; 87 ; 4.267.542 ; 22 ; 799.522 ; 127 ; 8.846.635 ; 387 ; 48.290.321 ; 16 ; 118.369 ; 7 ; 35.018.946 ; 23 ; 35.137.315 ; 410 ; 83.427.636 ;;;;
77;61.024.352;BANCO INDUSVAL S.A.; 61 ; 26.861.174 ; 38 ; 5.331.614 ; 9 ; 354.902 ; 73 ; 3.648.594 ; 181 ; 36.196.284 ; 29 ; 18.859.444 ; 46 ; 26.260.352 ; 75 ; 45.119.795 ; 256 ; 81.316.079 ;;;;
78;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 48 ; 22.748.216 ; 50 ; 4.177.593 ; 20 ; 350.517 ; 39 ; 8.330.433 ; 157 ; 35.606.759 ; 16 ; 12.522.465 ; 28 ; 23.069.149 ; 44 ; 35.591.614 ; 201 ; 71.198.373 ;;;;
79;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 339 ; 25.850.838 ; 265 ; 11.342.493 ; 119 ; 1.921.966 ; 208 ; 16.305.228 ; 931 ; 55.420.525 ; 27 ; 7.587.884 ; 11 ; 7.693.905 ; 38 ; 15.281.789 ; 969 ; 70.702.314 ;;;;
80;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 10 ; 3.651.605 ; 2 ; 334.684 ; 3 ; 15.946 ; 5 ; 996.643 ; 20 ; 4.998.877 ; 44 ; 30.010.000 ; 55 ; 34.630.000 ; 99 ; 64.640.000 ; 119 ; 69.638.877 ;;;;
81;58.616.418;BANCO FIBRA S.A.; 79 ; 12.623.534 ; 127 ; 6.872.801 ; 83 ; 5.253.205 ; 116 ; 6.611.470 ; 405 ; 31.361.009 ; 38 ; 14.507.895 ; 29 ; 17.623.803 ; 67 ; 32.131.698 ; 472 ; 63.492.707 ;;;;
82;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 1 ; 604 ; 162 ; 6.857.272 ; 168 ; 6.070.168 ; 331 ; 12.928.043 ; 88 ; 23.755.108 ; 108 ; 25.796.768 ; 196 ; 49.551.876 ; 527 ; 62.479.920 ;;;;
83;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 485 ; 26.509.843 ; 4 ; 38.705 ; 185 ; 4.229.367 ; 674 ; 30.777.914 ; 198 ; 31.174.403 ; 2 ; 2.135 ; 200 ; 31.176.538 ; 874 ; 61.954.452 ;;;;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 12 ; 136.236 ; 526 ; 11.794.801 ; 238 ; 6.205.907 ; 1.331 ; 14.676.448 ; 2.107 ; 32.813.392 ; 421 ; 22.114.505 ; 19 ; 1.975.422 ; 440 ; 24.089.927 ; 2.547 ; 56.903.319 ;;;;
85;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 376 ; 19.851.271 ; 9 ; 156.335 ; 116 ; 3.607.682 ; 501 ; 23.615.288 ; 246 ; 23.413.121 ; 2 ; 106.103 ; 248 ; 23.519.224 ; 749 ; 47.134.512 ;;;;
86;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 53 ; 58.105 ; 156 ; 2.431.974 ; 209 ; 2.490.079 ; 343 ; 21.033.052 ; 145 ; 18.653.671 ; 488 ; 39.686.723 ; 697 ; 42.176.802 ;;;;
87;59.285.411;BANCO PAN S.A.; 25 ; 29.362.363 ;;; 8 ; 642.264 ; 25 ; 952.098 ; 58 ; 30.956.725 ;;; 13 ; 10.990.000 ; 13 ; 10.990.000 ; 71 ; 41.946.725 ;;;;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 28 ; 353.051 ; 728 ; 14.257.604 ; 131 ; 3.349.996 ; 604 ; 6.383.808 ; 1.491 ; 24.344.460 ; 305 ; 17.072.406 ; 2 ; 151.824 ; 307 ; 17.224.230 ; 1.798 ; 41.568.690 ;;;;
89;04.902.979;BANCO DA AMAZONIA S.A.; 43 ; 13.485.872 ; 48 ; 5.955.356 ; 18 ; 202.931 ; 48 ; 265.254 ; 157 ; 19.909.413 ; 11 ; 7.244.535 ; 19 ; 12.889.765 ; 30 ; 20.134.300 ; 187 ; 40.043.713 ;;;;
90;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 8 ; 86.987 ; 437 ; 1.621.056 ; 1.164 ; 19.758.306 ; 1.609 ; 21.466.348 ; 617 ; 18.237.502 ; 8 ; 97.428 ; 625 ; 18.334.930 ; 2.234 ; 39.801.278 ;;;;
91;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 2 ; 18.589 ; 41 ; 401.235 ; 416 ; 1.904.351 ; 1.689 ; 16.716.992 ; 2.148 ; 19.041.168 ; 738 ; 17.963.886 ; 33 ; 2.789.450 ; 771 ; 20.753.336 ; 2.919 ; 39.794.505 ;;;;
92;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 9 ; 38.928.236 ;;; 9 ; 38.928.236 ;;;;; -   ; -   ; 9 ; 38.928.236 ;;;;
93;02.318.507;BANCO KEB DO BRASIL S.A.;;; 9 ; 3.285.686 ; 39 ; 13.377.795 ; 285 ; 4.412.117 ; 333 ; 21.075.599 ; 9 ; 6.030.000 ; 9 ; 11.700.000 ; 18 ; 17.730.000 ; 351 ; 38.805.599 ;;;;
94;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 3 ; 17.194 ; 29 ; 78.242 ; 6.819 ; 18.686.610 ; 6.851 ; 18.782.047 ; 335 ; 18.626.622 ;;; 335 ; 18.626.622 ; 7.186 ; 37.408.669 ;;;;
95;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 6 ; 101.398 ; 1 ; 1.968 ; 78 ; 18.125.911 ; 85 ; 18.229.277 ; 487 ; 18.265.858 ; 3 ; 52.568 ; 490 ; 18.318.426 ; 575 ; 36.547.703 ;;;;
96;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 129 ; 671.910 ; 443 ; 5.787.213 ; 572 ; 6.459.124 ; 192 ; 17.484.341 ; 48 ; 12.370.657 ; 240 ; 29.854.998 ; 812 ; 36.314.122 ;;;;
97;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 4 ; 369.770 ; 6 ; 165.666 ; 21 ; 160.105 ; 20 ; 202.991 ; 51 ; 898.532 ; 11 ; 17.042.970 ; 4 ; 17.000.000 ; 15 ; 34.042.970 ; 66 ; 34.941.502 ;;;;
98;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 24 ; 475.106 ; 227 ; 321.311 ; 1.801 ; 5.370.618 ; 2.052 ; 6.167.034 ; 280 ; 16.884.162 ; 58 ; 11.427.104 ; 338 ; 28.311.266 ; 2.390 ; 34.478.300 ;;;;
99;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 7 ; 144.198 ; 81 ; 1.443.440 ; 73 ; 403.005 ; 2.535 ; 13.989.777 ; 2.696 ; 15.980.421 ; 634 ; 15.384.185 ; 9 ; 658.000 ; 643 ; 16.042.185 ; 3.339 ; 32.022.606 ;;;;
100;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 11 ; 132.600 ; 306 ; 6.347.334 ; 103 ; 1.287.426 ; 704 ; 7.722.218 ; 1.124 ; 15.489.578 ; 586 ; 14.086.676 ; 69 ; 1.473.927 ; 655 ; 15.560.603 ; 1.779 ; 31.050.182 ;;;;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 56 ; 999.828 ; 306 ; 569.182 ; 1.471 ; 11.408.233 ; 1.833 ; 12.977.243 ; 273 ; 14.524.339 ; 17 ; 2.649.203 ; 290 ; 17.173.543 ; 2.123 ; 30.150.786 ;;;;
102;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 4 ; 155.707 ; 154 ; 5.619.544 ; 111 ; 354.736 ; 438 ; 5.031.550 ; 707 ; 11.161.537 ; 305 ; 14.080.177 ; 23 ; 3.964.652 ; 328 ; 18.044.829 ; 1.035 ; 29.206.366 ;;;;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 12 ; 117.474 ; 309 ; 6.041.599 ; 85 ; 1.185.948 ; 555 ; 7.798.587 ; 961 ; 15.143.607 ; 787 ; 12.864.027 ; 8 ; 328.776 ; 795 ; 13.192.803 ; 1.756 ; 28.336.410 ;;;;
104;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 23 ; 3.338.965 ; 14 ; 280.874 ; 9 ; 9.182.435 ; 10 ; 82.994 ; 56 ; 12.885.268 ; 1 ; 500.000 ; 9 ; 13.400.000 ; 10 ; 13.900.000 ; 66 ; 26.785.268 ;;;;
105;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 22 ; 779.781 ; 218 ; 5.433.535 ; 119 ; 506.979 ; 956 ; 7.062.316 ; 1.315 ; 13.782.611 ; 614 ; 11.225.112 ; 1 ; 9.511 ; 615 ; 11.234.623 ; 1.930 ; 25.017.234 ;;;;
106;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 130 ; 748.965 ; 416 ; 7.024.817 ; 546 ; 7.773.782 ; 408 ; 10.801.817 ; 46 ; 4.522.760 ; 454 ; 15.324.577 ; 1.000 ; 23.098.359 ;;;;
107;61.186.680;BANCO BMG S.A.; 2 ; 3.728.402 ;;;;; 8 ; 7.130.887 ; 10 ; 10.859.289 ; 1 ; 8.000.000 ; 2 ; 3.728.402 ; 3 ; 11.728.402 ; 13 ; 22.587.691 ;;;;
108;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 37 ; 827.760 ; 183 ; 2.954.423 ; 127 ; 1.707.517 ; 651 ; 7.137.268 ; 998 ; 12.626.967 ; 245 ; 7.965.427 ; 5 ; 375.000 ; 250 ; 8.340.427 ; 1.248 ; 20.967.395 ;;;;
109;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 225 ; 8.245.098 ; 17 ; 161.851 ; 395 ; 1.124.892 ; 637 ; 9.531.841 ; 266 ; 9.374.724 ; 10 ; 159.222 ; 276 ; 9.533.946 ; 913 ; 19.065.787 ;;;;
110;07.679.404;BANCO TOPµZIO S.A.; 17 ; 1.935.121 ; 8 ; 59.819 ; 8 ; 2.809.952 ; 57 ; 4.970.387 ; 90 ; 9.775.279 ; 28 ; 4.489.550 ; 13 ; 4.211.000 ; 41 ; 8.700.550 ; 131 ; 18.475.829 ;;;;
111;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 12.513 ; 438 ; 602.880 ; 1.266 ; 9.213.760 ; 1.705 ; 9.829.153 ; 234 ; 8.491.971 ; 28 ; 70.666 ; 262 ; 8.562.637 ; 1.967 ; 18.391.791 ;;;;
112;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 123 ; 2.650.338 ; 135 ; 1.319.175 ; 2.048 ; 5.542.738 ; 2.306 ; 9.512.252 ; 249 ; 7.704.010 ; 27 ; 873.624 ; 276 ; 8.577.634 ; 2.582 ; 18.089.885 ;;;;
113;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 5 ; 466.077 ; 7 ; 714.007 ; 12 ; 462.043 ; 58 ; 7.782.671 ; 82 ; 9.424.798 ; 10 ; 7.470.610 ; 6 ; 970.786 ; 16 ; 8.441.396 ; 98 ; 17.866.194 ;;;;
114;10.690.848;BANCO DA CHINA BRASIL S.A.; 3 ; 3.197.597 ; 12 ; 3.136.680 ; 15 ; 1.525.425 ; 23 ; 542.991 ; 53 ; 8.402.694 ; 4 ; 4.095.000 ; 4 ; 5.250.000 ; 8 ; 9.345.000 ; 61 ; 17.747.694 ;;;;
115;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 11 ; 560.505 ; 47 ; 82.342 ; 608 ; 7.417.343 ; 666 ; 8.060.190 ; 330 ; 7.942.669 ; 1 ; 80.000 ; 331 ; 8.022.669 ; 997 ; 16.082.859 ;;;;
116;33.042.151;BANCO DE LA NACION ARGENTINA; 8 ; 2.611.398 ; 5 ; 482.423 ; 296 ; 432.514 ; 108 ; 272.010 ; 417 ; 3.798.347 ; 4 ; 2.240.000 ; 14 ; 8.510.000 ; 18 ; 10.750.000 ; 435 ; 14.548.347 ;;;;
117;59.118.133;BANCO LUSO BRASILEIRO S.A.; 3 ; 700.000 ; 12 ; 810.803 ; 7 ; 54.029 ; 57 ; 3.029.623 ; 79 ; 4.594.455 ; 39 ; 6.103.842 ; 30 ; 3.579.215 ; 69 ; 9.683.057 ; 148 ; 14.277.512 ;;;;
118;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 230 ; 478.881 ; 845 ; 6.620.842 ; 1.075 ; 7.099.723 ; 447 ; 6.139.358 ;;; 447 ; 6.139.358 ; 1.522 ; 13.239.081 ;;;;
119;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;; 20 ; 372.385 ; 61 ; 856.747 ; 655 ; 5.340.715 ; 736 ; 6.569.847 ; 108 ; 5.709.464 ; 6 ; 329.144 ; 114 ; 6.038.608 ; 850 ; 12.608.456 ;;;;
120;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 11 ; 14.597 ; 66 ; 6.120.566 ; 77 ; 6.135.163 ; 205 ; 6.106.097 ;;; 205 ; 6.106.097 ; 282 ; 12.241.260 ;;;;
121;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 9 ; 31.367 ; 102 ; 62.084 ; 1.128 ; 2.865.252 ; 1.239 ; 2.958.702 ; 218 ; 5.630.119 ; 27 ; 2.805.341 ; 245 ; 8.435.460 ; 1.484 ; 11.394.162 ;;;;
122;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 252 ; 1.439.676 ; 524 ; 5.714.229 ; 776 ; 7.153.905 ; 149 ; 4.146.664 ;;; 149 ; 4.146.664 ; 925 ; 11.300.569 ;;;;
123;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 172 ; 383.141 ; 603 ; 5.288.973 ; 775 ; 5.672.114 ; 305 ; 5.177.718 ; 14 ; 274.629 ; 319 ; 5.452.346 ; 1.094 ; 11.124.460 ;;;;
124;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 63 ; 1.537.553 ; 98 ; 1.247.309 ; 604 ; 3.045.868 ; 765 ; 5.830.730 ; 105 ; 4.200.452 ; 12 ; 912.798 ; 117 ; 5.113.250 ; 882 ; 10.943.980 ;;;;
125;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 8 ; 257.007 ; 66 ; 1.073.760 ; 125 ; 256.866 ; 1.371 ; 3.883.711 ; 1.570 ; 5.471.343 ; 179 ; 4.493.143 ; 1 ; 50.000 ; 180 ; 4.543.143 ; 1.750 ; 10.014.486 ;;;;
126;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 9 ; 138.493 ; 98 ; 397.896 ; 444 ; 4.307.804 ; 551 ; 4.844.193 ; 274 ; 4.247.842 ; 13 ; 213.273 ; 287 ; 4.461.115 ; 838 ; 9.305.308 ;;;;
127;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 3 ; 798.953 ; 6 ; 175.382 ; 31 ; 2.843.215 ; 16 ; 641.231 ; 56 ; 4.458.781 ; 7 ; 1.297.247 ; 9 ; 3.147.061 ; 16 ; 4.444.308 ; 72 ; 8.903.089 ;;;;
128;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 2 ; 1.169 ; 243 ; 142.739 ; 2.335 ; 3.588.132 ; 2.580 ; 3.732.041 ; 99 ; 4.125.810 ; 12 ; 663.000 ; 111 ; 4.788.810 ; 2.691 ; 8.520.851 ;;;;
129;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 105 ; 219.952 ; 437 ; 4.175.814 ; 542 ; 4.395.767 ; 135 ; 4.010.952 ;;; 135 ; 4.010.952 ; 677 ; 8.406.719 ;;;;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 1.688 ; 27 ; 233.607 ; 48 ; 1.103.628 ; 438 ; 3.615.978 ; 514 ; 4.954.902 ; 200 ; 2.837.068 ; 11 ; 93.418 ; 211 ; 2.930.486 ; 725 ; 7.885.388 ;;;;
131;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 21 ; 15.814 ; 527 ; 3.896.493 ; 548 ; 3.912.307 ; 217 ; 3.860.772 ; 6 ; 8.536 ; 223 ; 3.869.307 ; 771 ; 7.781.614 ;;;;
132;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 34 ; 598.642 ; 15 ; 147.901 ; 376 ; 3.053.609 ; 425 ; 3.800.153 ; 145 ; 3.649.288 ; 3 ; 137.790 ; 148 ; 3.787.078 ; 573 ; 7.587.231 ;;;;
133;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 111 ; 244.430 ; 366 ; 3.535.727 ; 477 ; 3.780.157 ; 222 ; 3.301.807 ;;; 222 ; 3.301.807 ; 699 ; 7.081.965 ;;;;
134;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;;;; 74 ; 95.935 ; 390 ; 3.241.543 ; 464 ; 3.337.478 ; 90 ; 3.280.419 ; 6 ; 131.910 ; 96 ; 3.412.328 ; 560 ; 6.749.807 ;;;;
135;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 653 ; 250.607 ; 2.954 ; 3.000.775 ; 3.607 ; 3.251.381 ; 55 ; 2.627.549 ;;; 55 ; 2.627.549 ; 3.662 ; 5.878.930 ;;;;
136;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 8 ; 167.636 ; 63 ; 1.889.795 ; 10 ; 66.567 ; 175 ; 700.326 ; 256 ; 2.824.325 ; 127 ; 2.591.613 ; 7 ; 234.381 ; 134 ; 2.825.994 ; 390 ; 5.650.319 ;;;;
137;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 218 ; 281.060 ; 866 ; 2.735.103 ; 1.084 ; 3.016.162 ; 37 ; 2.548.838 ;;; 37 ; 2.548.838 ; 1.121 ; 5.565.001 ;;;;
138;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 16 ; 62.031 ; 195 ; 2.018.635 ; 211 ; 2.080.667 ; 112 ; 2.005.076 ; 2 ; 20.026 ; 114 ; 2.025.103 ; 325 ; 4.105.769 ;;;;
139;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 133 ; 426.242 ; 204 ; 2.047.815 ; 337 ; 2.474.057 ; 94 ; 1.602.734 ;;; 94 ; 1.602.734 ; 431 ; 4.076.791 ;;;;
140;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 29 ; 147.122 ; 7 ; 310.895 ; 104 ; 465.783 ; 596 ; 1.384.653 ; 736 ; 2.308.452 ; 89 ; 1.294.245 ; 4 ; 200.274 ; 93 ; 1.494.518 ; 829 ; 3.802.970 ;;;;
141;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 1 ; 17.119 ; 31 ; 68.771 ; 788 ; 1.601.789 ; 820 ; 1.687.679 ; 108 ; 1.491.968 ; 1 ; 307 ; 109 ; 1.492.275 ; 929 ; 3.179.954 ;;;;
142;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;; 5 ; 75.789 ; 221 ; 1.521.932 ; 226 ; 1.597.721 ; 199 ; 1.447.503 ;;; 199 ; 1.447.503 ; 425 ; 3.045.224 ;;;;
143;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 78 ; 120.994 ; 183 ; 1.463.479 ; 261 ; 1.584.473 ; 135 ; 1.351.268 ;;; 135 ; 1.351.268 ; 396 ; 2.935.740 ;;;;
144;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 22 ; 679.089 ; 7 ; 28.187 ; 67 ; 697.849 ; 96 ; 1.405.126 ; 44 ; 1.244.301 ; 2 ; 13.766 ; 46 ; 1.258.067 ; 142 ; 2.663.192 ;;;;
145;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 113 ; 534.492 ; 180 ; 1.325.452 ; 293 ; 1.859.944 ; 62 ; 795.324 ;;; 62 ; 795.324 ; 355 ; 2.655.268 ;;;;
146;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 6 ; 974.016 ;;; 21 ; 10.238 ; 63 ; 165.134 ; 90 ; 1.149.387 ; 1 ; 237.000 ; 3 ; 1.167.240 ; 4 ; 1.404.240 ; 94 ; 2.553.627 ;;;;
147;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 87 ; 77.327 ; 748 ; 1.183.093 ; 835 ; 1.260.420 ; 188 ; 1.106.353 ;;; 188 ; 1.106.353 ; 1.023 ; 2.366.773 ;;;;
148;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 53 ; 31.257 ; 374 ; 1.093.136 ; 427 ; 1.124.393 ; 71 ; 1.138.894 ; 1 ; 645 ; 72 ; 1.139.539 ; 499 ; 2.263.933 ;;;;
149;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 4 ; 39.337 ; 192 ; 284.963 ; 495 ; 1.068.531 ; 691 ; 1.392.831 ; 91 ; 825.463 ;;; 91 ; 825.463 ; 782 ; 2.218.294 ;;;;
150;14.388.334;PARANµ BANCO S.A.; 4 ; 1.116.439 ;;;;; 2 ; 890 ; 6 ; 1.117.329 ;;; 3 ; 1.100.000 ; 3 ; 1.100.000 ; 9 ; 2.217.329 ;;;;
151;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 8 ; 355.524 ;;; 34 ; 577.509 ; 42 ; 933.032 ; 57 ; 981.422 ; 8 ; 90.601 ; 65 ; 1.072.022 ; 107 ; 2.005.054 ;;;;
152;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 38 ; 42.341 ; 462 ; 998.528 ; 500 ; 1.040.869 ; 63 ; 947.712 ;;; 63 ; 947.712 ; 563 ; 1.988.581 ;;;;
153;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 100 ; 71.853 ; 906 ; 913.211 ; 1.006 ; 985.065 ; 34 ; 797.315 ;;; 34 ; 797.315 ; 1.040 ; 1.782.380 ;;;;
154;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 30 ; 15.780 ; 680 ; 816.854 ; 710 ; 832.634 ; 103 ; 817.008 ;;; 103 ; 817.008 ; 813 ; 1.649.642 ;;;;
