Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Novembro/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
35;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;CREDIT AGRICOLE - PRUDENCIAL; 12 ; 176.866.460 ; 11 ; 21.226.436 ; 19 ; 15.161.630 ; 34 ; 16.463.848 ; 76 ; 229.718.374 ; 39 ; 392.374.676 ; 45 ; 531.264.191 ; 84 ; 923.638.867 ; 160 ; 1.153.357.241 ;
36;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 84 ; 72.045.008 ; 555 ; 151.670.950 ; 40 ; 5.421.872 ; 114 ; 43.316.834 ; 793 ; 272.454.664 ; 96 ; 468.096.460 ; 82 ; 334.607.512 ; 178 ; 802.703.972 ; 971 ; 1.075.158.636 ;
37;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 176 ; 222.901.008 ; 666 ; 28.352.331 ; 9.082 ; 199.138.460 ; 23.890 ; 226.827.332 ; 33.814 ; 677.219.131 ; 163 ; 78.266.000 ; 204 ; 235.322.610 ; 367 ; 313.588.610 ; 34.181 ; 990.807.741 ;
38;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 163 ; 260.936.405 ; 117 ; 256.749.805 ; 280 ; 517.686.210 ; 26 ; 112.965.800 ; 46 ; 117.173.993 ; 72 ; 230.139.793 ; 352 ; 747.826.003 ;
39;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; -   ; -   ; 3 ; 33.942.880 ; 17 ; 323.533.581 ; 74 ; 193.158.162 ; 94 ; 550.634.623 ; -   ; -   ; 8 ; 165.000.000 ; 8 ; 165.000.000 ; 102 ; 715.634.623 ;
40;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 38 ; 31.946.159 ; 50 ; 16.236.141 ; 42 ; 32.745.096 ; 219 ; 61.766.795 ; 349 ; 142.694.191 ; 64 ; 266.565.983 ; 73 ; 298.426.342 ; 137 ; 564.992.325 ; 486 ; 707.686.516 ;
41;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 84 ; 149.890.501 ; 117 ; 226.900.218 ; 201 ; 376.790.719 ; 13 ; 152.465.609 ; 12 ; 77.459.318 ; 25 ; 229.924.927 ; 226 ; 606.715.646 ;
42;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 45 ; 139.786.583 ; 308 ; 74.889.892 ; 37 ; 3.770.623 ; 494 ; 29.295.013 ; 884 ; 247.742.111 ; 13 ; 162.535.267 ; 15 ; 185.334.300 ; 28 ; 347.869.567 ; 912 ; 595.611.678 ;
43;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 111 ; 11.533.141 ; 55 ; 3.812.316 ; 4.486 ; 208.277.333 ; 315 ; 16.427.372 ; 4.967 ; 240.050.162 ; 106 ; 16.714.094 ; 221 ; 216.284.297 ; 327 ; 232.998.391 ; 5.294 ; 473.048.553 ;
44;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 162 ; 44.120.094 ; 627 ; 56.336.315 ; 253 ; 38.352.418 ; 412 ; 26.024.880 ; 1.454 ; 164.833.707 ; 67 ; 177.141.475 ; 64 ; 127.530.918 ; 131 ; 304.672.393 ; 1.585 ; 469.506.100 ;
