Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Mai/2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
75;60.889.128;BANCO SOFISA S.A.; 549 ; 98.926.813 ; 529 ; 33.012.896 ; 70 ; 4.201.081 ; 494 ; 31.739.634 ; 1.642 ; 167.880.425 ; 61 ; 37.793.017 ; 52 ; 80.634.153 ; 113 ; 118.427.170 ; 1.755 ; 286.307.595 
76;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 100 ; 1.522.217 ; 1.657 ; 33.660.134 ; 1.812 ; 17.956.305 ; 19.670 ; 106.405.668 ; 23.239 ; 159.544.324 ; 9.398 ; 122.050.320 ; 55 ; 1.672.701 ; 9.453 ; 123.723.022 ; 32.692 ; 283.267.346 
77;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 59 ; 56.620.279 ; 79 ; 19.089.059 ; 96 ; 65.354.894 ; 217 ; 33.934.701 ; 451 ; 174.998.934 ; 22 ; 14.641.028 ; 36 ; 92.890.101 ; 58 ; 107.531.129 ; 509 ; 282.530.062 
78;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 6 ; 6.022.760 ; 74 ; 14.775.535 ; 192 ; 64.729.095 ; 231 ; 70.604.438 ; 503 ; 156.131.829 ; 63 ; 63.116.569 ; 53 ; 48.510.760 ; 116 ; 111.627.328 ; 619 ; 267.759.157 
79;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.233 ; 75.955.631 ; 1.232 ; 46.061.503 ; 397 ; 5.124.066 ; 2.135 ; 16.294.070 ; 5.997 ; 143.435.271 ; 161 ; 44.114.015 ; 198 ; 61.453.027 ; 359 ; 105.567.042 ; 6.356 ; 249.002.313 
80;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 215 ; 58.114.128 ; 191 ; 23.502.416 ; 105 ; 18.620.839 ; 203 ; 29.530.287 ; 714 ; 129.767.669 ; 97 ; 46.125.844 ; 122 ; 69.852.365 ; 219 ; 115.978.208 ; 933 ; 245.745.878 
81;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.950 ; 22.813.225 ; 2.337 ; 50.006.347 ; 4.287 ; 72.819.573 ; 3.062 ; 97.964.418 ; 310 ; 70.764.402 ; 3.372 ; 168.728.820 ; 7.659 ; 241.548.392 
82;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 13 ; 3.779.190 ; 6 ; 209.185 ; 4.880 ; 115.956.666 ; 509 ; 1.931.945 ; 5.408 ; 121.876.986 ; 20 ; 978.857 ; 166 ; 118.571.335 ; 186 ; 119.550.193 ; 5.594 ; 241.427.179 
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 98 ; 1.599.959 ; 3.469 ; 77.589.158 ; 909 ; 7.172.150 ; 4.341 ; 35.044.757 ; 8.817 ; 121.406.023 ; 2.428 ; 104.909.953 ; 31 ; 1.047.148 ; 2.459 ; 105.957.101 ; 11.276 ; 227.363.124 
84;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 34 ; 23.816.488 ; 57 ; 9.749.411 ; 25 ; 12.429.046 ; 45 ; 17.158.465 ; 161 ; 63.153.410 ; 56 ; 67.581.410 ; 58 ; 86.392.524 ; 114 ; 153.973.934 ; 275 ; 217.127.344 
85;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 817 ; 51.051.227 ; 1.064 ; 24.195.962 ; 1.908 ; 8.807.851 ; 5.338 ; 35.392.344 ; 9.127 ; 119.447.384 ; 2.491 ; 47.643.878 ; 417 ; 47.880.249 ; 2.908 ; 95.524.127 ; 12.035 ; 214.971.511 
86;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 91 ; 2.287.654 ; 318 ; 5.046.602 ; 1.609 ; 4.342.260 ; 6.990 ; 90.480.154 ; 9.008 ; 102.156.670 ; 5.089 ; 91.833.082 ; 94 ; 3.230.133 ; 5.183 ; 95.063.215 ; 14.191 ; 197.219.885 
87;62.144.175;BANCO PINE S.A.; 47 ; 31.784.845 ; 18 ; 13.166.033 ; 6 ; 29.295.058 ; 145 ; 34.788.865 ; 216 ; 109.034.802 ; 12 ; 29.494.530 ; 12 ; 47.873.809 ; 24 ; 77.368.340 ; 240 ; 186.403.142 
88;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 84 ; 1.061.088 ; 3.420 ; 13.751.116 ; 8.382 ; 78.554.402 ; 11.886 ; 93.366.607 ; 7.553 ; 75.809.293 ; 131 ; 10.061.083 ; 7.684 ; 85.870.376 ; 19.570 ; 179.236.983 
89;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 28 ; 650.478 ; 353 ; 8.422.471 ; 759 ; 4.902.136 ; 2.823 ; 65.944.273 ; 3.963 ; 79.919.358 ; 10.296 ; 83.238.900 ; 195 ; 14.302.622 ; 10.491 ; 97.541.522 ; 14.454 ; 177.460.880 
90;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 132 ; 1.396.462 ; 1.807 ; 37.186.273 ; 695 ; 9.174.062 ; 4.566 ; 48.077.481 ; 7.200 ; 95.834.278 ; 5.954 ; 77.301.075 ; 105 ; 2.605.510 ; 6.059 ; 79.906.585 ; 13.259 ; 175.740.864 
91;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 7 ; 342.358 ; 115 ; 1.640.395 ; 1.692 ; 8.684.248 ; 7.981 ; 70.953.514 ; 9.795 ; 81.620.515 ; 3.930 ; 74.696.330 ; 216 ; 10.805.088 ; 4.146 ; 85.501.418 ; 13.941 ; 167.121.933 
92;28.650.236;BONSUCESSO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 1.459 ; 7.028.973 ; 3.436 ; 80.686.576 ; 4.895 ; 87.715.549 ; 4.833 ; 74.897.502 ; 51 ; 465.791 ; 4.884 ; 75.363.293 ; 9.779 ; 163.078.843 
93;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 2 ; 64.611 ; 760 ; 14.773.961 ; 41 ; 133.554 ; 3.389 ; 62.956.699 ; 4.192 ; 77.928.824 ; 3.360 ; 77.879.692 ; 22 ; 362.842 ; 3.382 ; 78.242.534 ; 7.574 ; 156.171.358 
94;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 73 ; 1.829.772 ; 131 ; 4.305.727 ; 714 ; 5.672.042 ; 2.077 ; 28.097.702 ; 2.995 ; 39.905.243 ; 1.705 ; 69.603.094 ; 329 ; 44.692.098 ; 2.034 ; 114.295.193 ; 5.029 ; 154.200.436 
95;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 28 ; 285.581 ; 997 ; 7.590.357 ; 2.758 ; 42.468.193 ; 3.783 ; 50.344.131 ; 4.256 ; 67.943.364 ; 339 ; 32.779.327 ; 4.595 ; 100.722.692 ; 8.378 ; 151.066.823 
96;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 182 ; 3.687.615 ; 960 ; 18.062.562 ; 705 ; 5.876.403 ; 2.880 ; 24.985.644 ; 4.727 ; 52.612.224 ; 2.068 ; 65.172.496 ; 296 ; 31.750.317 ; 2.364 ; 96.922.813 ; 7.091 ; 149.535.037 
97;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 25 ; 3.415.547 ; 25 ; 4.779.076 ; 30 ; 1.424.939 ; 48 ; 1.240.409 ; 128 ; 10.859.970 ; 72 ; 64.300.000 ; 78 ; 63.050.000 ; 150 ; 127.350.000 ; 278 ; 138.209.970 
98;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 5 ; 5.011 ; 5 ; 5.011 ; 74 ; 68.690.119 ; 153 ; 68.653.769 ; 227 ; 137.343.889 ; 232 ; 137.348.900 
99;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 55.560 ; 260 ; 3.854.542 ; 869 ; 2.096.360 ; 3.047 ; 17.337.151 ; 4.179 ; 23.343.612 ; 1.345 ; 64.389.676 ; 233 ; 45.332.483 ; 1.578 ; 109.722.159 ; 5.757 ; 133.065.771 
100;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 54 ; 909.158 ; 312 ; 2.375.238 ; 1.603 ; 63.274.293 ; 1.969 ; 66.558.689 ; 3.865 ; 63.866.960 ; 80 ; 2.345.118 ; 3.945 ; 66.212.078 ; 5.914 ; 132.770.767 
101;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 165 ; 5.365.178 ; 2.234 ; 55.721.572 ; 2.399 ; 61.086.750 ; 2.225 ; 55.829.891 ; 168 ; 5.474.494 ; 2.393 ; 61.304.384 ; 4.792 ; 122.391.135 
102;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 39 ; 1.306.189 ; 1.869 ; 10.977.660 ; 3.477 ; 59.412.507 ; 5.385 ; 71.696.356 ; 2.736 ; 50.146.983 ; 10 ; 185.513 ; 2.746 ; 50.332.496 ; 8.131 ; 122.028.851 
103;61.024.352;BANCO INDUSVAL S.A.; 115 ; 21.711.368 ; 130 ; 4.314.902 ; 114 ; 21.782.178 ; 324 ; 16.570.769 ; 683 ; 64.379.217 ; 99 ; 14.054.194 ; 58 ; 33.444.175 ; 157 ; 47.498.368 ; 840 ; 111.877.585 
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 49.061 ; 121 ; 3.079.448 ; 5.566 ; 8.198.757 ; 10.418 ; 48.964.887 ; 16.110 ; 60.292.152 ; 3.216 ; 47.675.400 ; 64 ; 3.866.064 ; 3.280 ; 51.541.464 ; 19.390 ; 111.833.617 
105;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 25 ; 437.413 ; 145 ; 3.132.767 ; 2.346 ; 6.679.935 ; 5.459 ; 23.598.975 ; 7.975 ; 33.849.091 ; 2.050 ; 48.078.633 ; 463 ; 28.386.368 ; 2.513 ; 76.465.001 ; 10.488 ; 110.314.092 
106;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 131 ; 114.708 ; 388 ; 47.752.166 ; 519 ; 47.866.875 ; 2.059 ; 47.642.261 ; 2 ; 3.932 ; 2.061 ; 47.646.193 ; 2.580 ; 95.513.068 
107;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 8 ; 113.491 ; 848 ; 23.150.274 ; 453 ; 5.810.273 ; 1.817 ; 14.167.972 ; 3.126 ; 43.242.010 ; 1.885 ; 37.328.761 ; 324 ; 5.941.396 ; 2.209 ; 43.270.158 ; 5.335 ; 86.512.168 
108;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 36 ; 2.252.598 ; 8 ; 162.826 ; 3.779 ; 40.539.291 ; 88 ; 1.255.290 ; 3.911 ; 44.210.005 ; 11 ; 404.456 ; 189 ; 41.778.412 ; 200 ; 42.182.867 ; 4.111 ; 86.392.872 
109;00.416.968;BANCO INTER S.A.; 22 ; 255.067 ; 374 ; 10.424.029 ; 906 ; 6.941.007 ; 1.048 ; 22.905.915 ; 2.350 ; 40.526.018 ; 496 ; 33.551.725 ; 228 ; 8.133.781 ; 724 ; 41.685.507 ; 3.074 ; 82.211.525 
110;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 5 ; 28.569 ; 582 ; 1.590.099 ; 1.795 ; 40.396.194 ; 2.382 ; 42.014.863 ; 2.747 ; 39.020.351 ; 54 ; 196.740 ; 2.801 ; 39.217.091 ; 5.183 ; 81.231.954 
111;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 100 ; 1.267.572 ; 396 ; 11.864.994 ; 1.418 ; 7.844.852 ; 2.787 ; 24.673.021 ; 4.701 ; 45.650.438 ; 2.306 ; 31.337.205 ; 290 ; 3.901.923 ; 2.596 ; 35.239.128 ; 7.297 ; 80.889.566 
112;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;; 9 ; 294.745 ; 262 ; 1.034.054 ; 938 ; 21.325.609 ; 1.209 ; 22.654.408 ; 1.203 ; 39.009.715 ; 192 ; 18.420.437 ; 1.395 ; 57.430.153 ; 2.604 ; 80.084.561 
113;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 27 ; 96.127 ; 1.002 ; 3.585.102 ; 3.910 ; 33.897.299 ; 4.939 ; 37.578.528 ; 2.035 ; 30.614.850 ; 33 ; 733.794 ; 2.068 ; 31.348.644 ; 7.007 ; 68.927.172 
114;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 924 ; 1 ; 34.793 ; 213 ; 19.116.972 ; 289 ; 11.936.631 ; 504 ; 31.089.321 ; 74 ; 13.686.608 ; 37 ; 21.053.641 ; 111 ; 34.740.249 ; 615 ; 65.829.570 
115;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 14 ; 423.196 ; 315 ; 7.998.119 ; 704 ; 1.390.343 ; 9.200 ; 22.118.228 ; 10.233 ; 31.929.886 ; 5.162 ; 30.039.205 ; 72 ; 1.883.701 ; 5.234 ; 31.922.906 ; 15.467 ; 63.852.792 
116;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.869 ; 1.723.187 ; 11.891 ; 29.708.352 ; 13.760 ; 31.431.538 ; 572 ; 28.088.573 ;;; 572 ; 28.088.573 ; 14.332 ; 59.520.111 
117;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 32 ; 685.875 ; 66 ; 867.779 ; 229 ; 5.829.620 ; 1.716 ; 22.526.762 ; 2.043 ; 29.910.036 ; 661 ; 19.610.708 ; 97 ; 2.738.877 ; 758 ; 22.349.585 ; 2.801 ; 52.259.621 
118;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 3 ; 146.061 ; 69 ; 849.509 ; 185 ; 1.053.484 ; 2.772 ; 22.324.875 ; 3.029 ; 24.373.929 ; 1.696 ; 24.793.584 ; 110 ; 2.840.738 ; 1.806 ; 27.634.321 ; 4.835 ; 52.008.250 
119;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 1 ; 867 ; 1.265 ; 5.837.319 ; 2.754 ; 25.833.101 ; 4.020 ; 31.671.287 ; 708 ; 20.311.997 ; 3 ; 11.324 ; 711 ; 20.323.321 ; 4.731 ; 51.994.608 
120;59.285.411;BANCO PAN S.A.; 28 ; 3.100.856 ;;; 43 ; 265.928 ; 146 ; 21.943.341 ; 217 ; 25.310.124 ; 3 ; 19.713.660 ; 3 ; 4.000.000 ; 6 ; 23.713.660 ; 223 ; 49.023.784 
121;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 4.723 ; 35 ; 628.140 ; 88 ; 1.255.166 ; 2.987 ; 22.523.978 ; 3.111 ; 24.412.007 ; 2.604 ; 22.352.865 ; 16 ; 464.985 ; 2.620 ; 22.817.850 ; 5.731 ; 47.229.857 
122;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 3 ; 11.016 ; 370 ; 8.640.514 ; 158 ; 2.104.681 ; 3.287 ; 12.207.637 ; 3.818 ; 22.963.849 ; 2.607 ; 20.804.092 ; 97 ; 2.055.410 ; 2.704 ; 22.859.502 ; 6.522 ; 45.823.351 
123;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 13 ; 138.730 ; 215 ; 9.116.200 ; 2.038 ; 21.658.925 ; 2.266 ; 30.913.855 ; 45 ; 14.788.928 ; 8 ; 20.148 ; 53 ; 14.809.076 ; 2.319 ; 45.722.931 
124;33.042.151;BANCO DE LA NACION ARGENTINA; 16 ; 7.357.099 ; 13 ; 3.714.558 ; 1.822 ; 2.117.716 ; 363 ; 969.327 ; 2.214 ; 14.158.700 ; 16 ; 11.271.094 ; 32 ; 15.862.407 ; 48 ; 27.133.501 ; 2.262 ; 41.292.201 
125;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 27 ; 870.275 ; 553 ; 9.894.323 ; 207 ; 3.559.681 ; 1.040 ; 5.627.687 ; 1.827 ; 19.951.966 ; 1.984 ; 15.543.786 ; 150 ; 4.450.650 ; 2.134 ; 19.994.436 ; 3.961 ; 39.946.402 
126;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 6 ; 158.037 ; 3 ; 43.688 ; 4.512 ; 3.396.646 ; 5.267 ; 6.998.092 ; 9.788 ; 10.596.463 ; 435 ; 16.338.459 ; 266 ; 12.894.855 ; 701 ; 29.233.314 ; 10.489 ; 39.829.777 
127;04.902.979;BANCO DA AMAZONIA S.A.; 150 ; 10.999.011 ; 101 ; 4.294.004 ; 55 ; 616.272 ; 286 ; 5.676.920 ; 592 ; 21.586.207 ; 50 ; 8.322.588 ; 46 ; 8.714.094 ; 96 ; 17.036.682 ; 688 ; 38.622.889 
128;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 13 ; 362.466 ; 136 ; 2.436.876 ; 442 ; 8.769.544 ; 1.480 ; 10.294.434 ; 2.071 ; 21.863.320 ; 509 ; 10.020.478 ; 107 ; 6.446.054 ; 616 ; 16.466.532 ; 2.687 ; 38.329.852 
129;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 50 ; 123.094 ; 179 ; 2.290.852 ; 801 ; 2.237.829 ; 2.408 ; 16.223.469 ; 3.438 ; 20.875.245 ; 1.340 ; 16.251.253 ; 11 ; 115.578 ; 1.351 ; 16.366.831 ; 4.789 ; 37.242.076 
130;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 294 ; 11.333.027 ; 17 ; 434.600 ; 124 ; 3.927.625 ; 916 ; 2.712.925 ; 1.351 ; 18.408.177 ; 94 ; 2.639.266 ; 202 ; 14.658.376 ; 296 ; 17.297.642 ; 1.647 ; 35.705.819 
131;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 15 ; 58.369 ; 66 ; 1.119.367 ; 305 ; 7.083.379 ; 734 ; 8.012.332 ; 1.120 ; 16.273.448 ; 627 ; 8.149.660 ; 168 ; 6.068.394 ; 795 ; 14.218.054 ; 1.915 ; 30.491.502 
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 3 ; 14.662 ; 971 ; 7.877.804 ; 1.813 ; 14.847.227 ; 2.787 ; 22.739.693 ; 945 ; 7.116.799 ; 30 ; 250.430 ; 975 ; 7.367.229 ; 3.762 ; 30.106.923 
133;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 574 ; 2.166.889 ; 2.035 ; 14.969.397 ; 2.609 ; 17.136.287 ; 624 ; 12.873.934 ;;; 624 ; 12.873.934 ; 3.233 ; 30.010.221 
134;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 177 ; 720.825 ; 1.843 ; 13.768.975 ; 2.020 ; 14.489.800 ; 2.271 ; 13.306.234 ; 30 ; 281.694 ; 2.301 ; 13.587.927 ; 4.321 ; 28.077.728 
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 822 ; 2.652.147 ; 2.023 ; 13.684.873 ; 2.845 ; 16.337.020 ; 1.002 ; 11.047.201 ; 1 ; 15.000 ; 1.003 ; 11.062.201 ; 3.848 ; 27.399.222 
136;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 114 ; 3.534.200 ; 40 ; 142.622 ; 1.322 ; 9.407.721 ; 1.476 ; 13.084.543 ; 679 ; 12.924.293 ; 6 ; 123.571 ; 685 ; 13.047.864 ; 2.161 ; 26.132.407 
137;33.923.798;BANCO MÁXIMA S.A.;;; 12 ; 170.032 ; 26 ; 5.243.218 ; 72 ; 2.397.257 ; 110 ; 7.810.507 ; 10 ; 7.363.839 ; 8 ; 9.057.760 ; 18 ; 16.421.599 ; 128 ; 24.232.106 
138;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 7 ; 146.370 ; 139 ; 1.988.003 ; 149 ; 2.544.469 ; 1.068 ; 8.641.772 ; 1.363 ; 13.320.613 ; 545 ; 9.378.783 ; 22 ; 1.395.717 ; 567 ; 10.774.499 ; 1.930 ; 24.095.113 
139;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 95 ; 1.019.760 ; 62 ; 889.957 ; 554 ; 4.914.268 ; 3.260 ; 8.375.334 ; 3.971 ; 15.199.319 ; 551 ; 5.871.967 ; 60 ; 2.539.683 ; 611 ; 8.411.650 ; 4.582 ; 23.610.969 
140;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 563 ; 2.399.302 ; 1.470 ; 11.486.369 ; 2.033 ; 13.885.670 ; 1.172 ; 9.096.884 ; 4 ; 30.778 ; 1.176 ; 9.127.662 ; 3.209 ; 23.013.333 
141;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 617 ; 2.876.484 ; 1.364 ; 10.330.858 ; 1.981 ; 13.207.341 ; 624 ; 7.454.567 ; 1 ; 30.000 ; 625 ; 7.484.567 ; 2.606 ; 20.691.909 
142;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 17 ; 132.081 ; 412 ; 813.100 ; 5.137 ; 10.159.708 ; 5.566 ; 11.104.889 ; 1.863 ; 9.440.304 ; 2 ; 6.055 ; 1.865 ; 9.446.359 ; 7.431 ; 20.551.248 
143;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 17 ; 559.755 ; 202 ; 4.856.692 ; 183 ; 3.046.851 ; 344 ; 2.449.040 ; 746 ; 10.912.339 ; 318 ; 6.466.554 ; 104 ; 2.771.445 ; 422 ; 9.238.000 ; 1.168 ; 20.150.338 
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 1.539 ; 9.423.033 ; 1.449 ; 9.063.084 ; 2.988 ; 18.486.117 ; 71 ; 275.301 ; 13 ; 910.397 ; 84 ; 1.185.698 ; 3.072 ; 19.671.815 
145;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 6 ; 70.184 ; 2.208 ; 1.064.932 ; 9.084 ; 9.569.854 ; 11.298 ; 10.704.970 ; 738 ; 8.613.450 ; 10 ; 209.976 ; 748 ; 8.823.426 ; 12.046 ; 19.528.396 
146;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 3.195 ; 82 ; 1.896.568 ; 45 ; 764.012 ; 352 ; 3.477.547 ; 480 ; 6.141.322 ; 675 ; 5.333.936 ; 30 ; 720.378 ; 705 ; 6.054.314 ; 1.185 ; 12.195.636 
147;61.033.106;BANCO CREFISA S.A.;;; 83 ; 3.265.522 ; 86 ; 1.923.529 ; 42 ; 1.225.910 ; 211 ; 6.414.961 ; 21 ; 3.958.835 ; 9 ; 1.475.000 ; 30 ; 5.433.835 ; 241 ; 11.848.796 
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 138 ; 125.267 ; 1.080 ; 5.868.162 ; 1.218 ; 5.993.428 ; 1.091 ; 5.762.416 ; 25 ; 40.001 ; 1.116 ; 5.802.417 ; 2.334 ; 11.795.846 
149;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 1 ; 13.263 ; 512 ; 1.061.234 ; 1.230 ; 3.908.703 ; 1.743 ; 4.983.200 ; 741 ; 4.778.485 ; 154 ; 1.932.337 ; 895 ; 6.710.821 ; 2.638 ; 11.694.021 
150;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 362 ; 1.881.528 ; 796 ; 5.704.752 ; 1.158 ; 7.586.280 ; 221 ; 3.862.361 ;;; 221 ; 3.862.361 ; 1.379 ; 11.448.641 
151;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 45.000 ; 94 ; 2.997.835 ; 43 ; 363.136 ; 370 ; 2.601.847 ; 508 ; 6.007.818 ; 330 ; 5.075.439 ; 22 ; 293.796 ; 352 ; 5.369.235 ; 860 ; 11.377.053 
152;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; 2 ; 21.410 ; 5 ; 55.963 ; 277 ; 148.092 ; 3.470 ; 5.209.932 ; 3.754 ; 5.435.398 ; 568 ; 5.103.758 ; 8 ; 17.862 ; 576 ; 5.121.620 ; 4.330 ; 10.557.018 
153;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 273 ; 248.532 ; 2.215 ; 4.410.009 ; 2.488 ; 4.658.541 ; 453 ; 4.192.238 ; 1 ; 10.000 ; 454 ; 4.202.238 ; 2.942 ; 8.860.779 
154;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 1 ; 1.200 ; 3 ; 3.123.469 ; 4 ; 3.124.669 ; 1 ; 2.930.000 ; 1 ; 561.430 ; 2 ; 3.491.430 ; 6 ; 6.616.100 
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;; 1 ; 2.605 ; 34 ; 26.996 ; 604 ; 3.252.417 ; 639 ; 3.282.018 ; 532 ; 3.271.881 ; 3 ; 15.806 ; 535 ; 3.287.687 ; 1.174 ; 6.569.705 
156;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 435 ; 314.299 ; 1.694 ; 3.065.354 ; 2.129 ; 3.379.654 ; 395 ; 2.760.358 ;;; 395 ; 2.760.358 ; 2.524 ; 6.140.012 
157;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 10 ; 3.060.496 ; 9 ; 2.333.283 ; 19 ; 5.393.778 ;;;;; -   ; -   ; 19 ; 5.393.778 
158;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 31 ; 404.161 ; 77 ; 879.069 ; 11 ; 107.283 ; 188 ; 920.455 ; 307 ; 2.310.967 ; 121 ; 1.871.592 ; 41 ; 519.276 ; 162 ; 2.390.868 ; 469 ; 4.701.835 
159;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 142 ; 153.258 ; 771 ; 1.912.407 ; 913 ; 2.065.665 ; 314 ; 1.810.797 ; 3 ; 55.997 ; 317 ; 1.866.794 ; 1.230 ; 3.932.460 
