Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Mai/2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 1.113 ; 2.183.404.905 ; 7.239 ; 2.316.948.293 ; 8.434 ; 10.589.105.123 ; 11.743 ; 6.876.849.172 ; 28.529 ; 21.966.307.494 ; 4.290 ; 9.547.971.391 ; 4.410 ; 13.152.726.831 ; 8.700 ; 22.700.698.223 ; 37.229 ; 44.667.005.717 ;
11;60.498.557;BANCO MUFG BRASIL S.A.; 600 ; 410.498.851 ; 1.921 ; 313.871.227 ; 1.343 ; 1.405.421.215 ; 1.801 ; 903.228.042 ; 5.665 ; 3.033.019.335 ; 3.210 ; 11.218.766.296 ; 3.311 ; 11.689.561.053 ; 6.521 ; 22.908.327.349 ; 12.186 ; 25.941.346.684 ;
12;03.532.415;BANCO ABN AMRO S.A.;;;;; 1.236 ; 11.104.442.927 ; 1.404 ; 11.154.473.785 ; 2.640 ; 22.258.916.712 ; 69 ; 1.340.069.978 ; 56 ; 1.262.069.764 ; 125 ; 2.602.139.742 ; 2.765 ; 24.861.056.454 ;
13;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;; 6 ; 642.611.401 ; 1.407 ; 6.167.219.664 ; 1.168 ; 8.651.633.050 ; 2.581 ; 15.461.464.115 ; 152 ; 5.086.063.384 ; 98 ; 1.997.803.659 ; 250 ; 7.083.867.042 ; 2.831 ; 22.545.331.157 ;
14;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;;;;; 801 ; 7.574.322.002 ; 749 ; 5.021.259.169 ; 1.550 ; 12.595.581.171 ; 225 ; 2.867.603.631 ; 391 ; 5.420.671.259 ; 616 ; 8.288.274.890 ; 2.166 ; 20.883.856.061 ;
15;02.801.938;BANCO MORGAN STANLEY S.A.; 32 ; 385.200.000 ; 48 ; 14.949.965 ; 2.646 ; 5.073.103.908 ; 1.698 ; 3.024.185.883 ; 4.424 ; 8.497.439.756 ; 44 ; 1.410.302.159 ; 119 ; 3.868.286.831 ; 163 ; 5.278.588.989 ; 4.587 ; 13.776.028.746 ;
16;53.518.684;BANCO HSBC S.A.; 159 ; 1.563.914.816 ; 748 ; 1.677.007.153 ; 550 ; 1.467.527.009 ; 703 ; 895.266.358 ; 2.160 ; 5.603.715.336 ; 812 ; 3.743.642.542 ; 857 ; 4.175.022.006 ; 1.669 ; 7.918.664.547 ; 3.829 ; 13.522.379.884 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 1.265 ; 1.632.257.329 ; 4.221 ; 1.015.864.327 ; 1.226 ; 1.549.833.741 ; 3.478 ; 1.509.218.406 ; 10.190 ; 5.707.173.803 ; 1.543 ; 3.436.987.189 ; 2.905 ; 4.217.986.356 ; 4.448 ; 7.654.973.545 ; 14.638 ; 13.362.147.348 ;
18;28.195.667;BANCO ABC BRASIL S.A.; 773 ; 888.086.487 ; 2.021 ; 512.146.282 ; 412 ; 2.199.624.971 ; 2.467 ; 1.659.269.034 ; 5.673 ; 5.259.126.774 ; 609 ; 3.547.481.018 ; 842 ; 4.417.914.239 ; 1.451 ; 7.965.395.257 ; 7.124 ; 13.224.522.031 ;
19;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 39 ; 330.166.929 ; 14 ; 23.353.096 ; 98 ; 401.464.101 ; 270 ; 349.076.023 ; 421 ; 1.104.060.150 ; 380 ; 5.591.263.994 ; 407 ; 5.933.136.568 ; 787 ; 11.524.400.561 ; 1.208 ; 12.628.460.711 ;
20;33.264.668;BANCO XP S.A.; 1.462 ; 1.021.345.780 ; 10.579 ; 1.854.353.466 ; 6.871 ; 2.525.522.660 ; 20.169 ; 2.937.835.367 ; 39.081 ; 8.339.057.272 ; 297 ; 2.411.833.106 ; 228 ; 1.053.466.326 ; 525 ; 3.465.299.432 ; 39.606 ; 11.804.356.704 ;
21;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 4.546 ; 475.059.732 ; 11.950 ; 548.420.789 ; 14.717 ; 1.349.427.106 ; 38.517 ; 3.574.293.420 ; 69.730 ; 5.947.201.048 ; 8.829 ; 3.782.394.764 ; 30.347 ; 1.465.397.421 ; 39.176 ; 5.247.792.185 ; 108.906 ; 11.194.993.233 ;
22;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 396 ; 2.302.226.383 ; 73 ; 168.268.394 ; 496 ; 1.276.235.017 ; 1.096 ; 733.912.880 ; 2.061 ; 4.480.642.675 ; 390 ; 1.867.751.736 ; 493 ; 4.738.978.965 ; 883 ; 6.606.730.701 ; 2.944 ; 11.087.373.376 ;
23;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 541 ; 1.222.113.349 ; 942 ; 367.327.013 ; 1.530 ; 1.797.620.219 ; 1.795 ; 2.034.522.353 ; 4.808 ; 5.421.582.934 ; 885 ; 2.387.080.948 ; 984 ; 2.826.496.309 ; 1.869 ; 5.213.577.257 ; 6.677 ; 10.635.160.190 ;
24;31.872.495;BANCO C6 S.A.; 370 ; 431.810.808 ; 3.042 ; 375.559.023 ; 14.212 ; 1.251.284.597 ; 211.161 ; 1.506.056.818 ; 228.785 ; 3.564.711.246 ; 665 ; 2.891.416.970 ; 919 ; 2.617.076.233 ; 1.584 ; 5.508.493.203 ; 230.369 ; 9.073.204.449 ;
25;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 50 ; 352.149.418 ; 51 ; 188.079.446 ; 86 ; 2.001.607.648 ; 554 ; 956.330.352 ; 741 ; 3.498.166.864 ; 104 ; 1.506.777.359 ; 216 ; 3.428.336.632 ; 320 ; 4.935.113.991 ; 1.061 ; 8.433.280.855 ;
26;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;; 1 ; 72.779 ; 856 ; 2.186.185.238 ; 1.142 ; 1.828.253.586 ; 1.999 ; 4.014.511.603 ; 169 ; 2.352.022.014 ; 160 ; 1.897.998.454 ; 329 ; 4.250.020.468 ; 2.328 ; 8.264.532.071 ;
27;78.632.767;BANCO OURINVEST S.A.; 5.227 ; 567.689.222 ; 11.344 ; 908.439.417 ; 74.488 ; 785.160.906 ; 357.280 ; 1.443.314.471 ; 448.339 ; 3.704.604.017 ; 3.127 ; 2.491.161.448 ; 56.777 ; 1.508.222.028 ; 59.904 ; 3.999.383.476 ; 508.243 ; 7.703.987.492 ;
28;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 342 ; 668.185.881 ; 969 ; 293.843.054 ; 346 ; 243.231.062 ; 675 ; 496.940.622 ; 2.332 ; 1.702.200.619 ; 470 ; 2.366.247.758 ; 518 ; 2.489.575.565 ; 988 ; 4.855.823.323 ; 3.320 ; 6.558.023.942 ;
29;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 348 ; 14.454.978 ; 3.467 ; 158.165.250 ; 1.029 ; 69.866.675 ; 62.563 ; 129.800.617 ; 67.407 ; 372.287.520 ; 1.939 ; 3.138.974.363 ; 2.219 ; 2.931.977.618 ; 4.158 ; 6.070.951.981 ; 71.565 ; 6.443.239.501 ;
30;68.900.810;BANCO RENDIMENTO S.A.; 268 ; 33.946.057 ; 838 ; 320.183.781 ; 1.145.483 ; 1.945.776.364 ; 14.813 ; 596.719.434 ; 1.161.402 ; 2.896.625.635 ; 5.979 ; 1.146.399.346 ; 41.508 ; 2.234.128.302 ; 47.487 ; 3.380.527.648 ; 1.208.889 ; 6.277.153.283 ;
31;62.232.889;BANCO DAYCOVAL S.A.; 2.845 ; 623.845.468 ; 6.627 ; 768.154.325 ; 509.410 ; 779.202.594 ; 16.552 ; 821.656.465 ; 535.434 ; 2.992.858.852 ; 2.163 ; 1.657.044.875 ; 6.511 ; 1.473.955.433 ; 8.674 ; 3.131.000.308 ; 544.108 ; 6.123.859.159 ;
32;58.160.789;BANCO SAFRA S.A.; 1.149 ; 636.421.019 ; 4.358 ; 795.769.422 ; 4.580 ; 1.359.463.062 ; 9.959 ; 732.127.500 ; 20.046 ; 3.523.781.004 ; 1.292 ; 872.814.114 ; 1.291 ; 1.287.010.754 ; 2.583 ; 2.159.824.869 ; 22.629 ; 5.683.605.872 ;
33;07.679.404;BANCO TOPÁZIO S.A.; 291 ; 144.413.567 ; 233 ; 18.109.779 ; 1.095 ; 362.707.073 ; 4.202 ; 1.977.698.075 ; 5.821 ; 2.502.928.494 ; 2.868 ; 2.177.808.915 ; 8.585 ; 688.636.153 ; 11.453 ; 2.866.445.069 ; 17.274 ; 5.369.373.563 ;
34;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 691 ; 813.960.237 ; 3.492 ; 671.992.711 ; 1.487 ; 1.084.917.159 ; 2.304 ; 571.245.230 ; 7.974 ; 3.142.115.336 ; 305 ; 757.836.574 ; 364 ; 1.363.366.046 ; 669 ; 2.121.202.620 ; 8.643 ; 5.263.317.956 ;
35;58.616.418;BANCO FIBRA S.A.; 541 ; 817.085.474 ; 4.129 ; 764.810.892 ; 147 ; 98.441.970 ; 1.319 ; 105.413.353 ; 6.136 ; 1.785.751.689 ; 383 ; 1.283.447.187 ; 357 ; 1.283.750.967 ; 740 ; 2.567.198.154 ; 6.876 ; 4.352.949.843 ;
36;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 321 ; 483.890.239 ; 1.681 ; 314.850.291 ; 108 ; 443.872.852 ; 1.466 ; 626.574.378 ; 3.576 ; 1.869.187.761 ; 218 ; 925.480.563 ; 165 ; 993.845.707 ; 383 ; 1.919.326.271 ; 3.959 ; 3.788.514.032 ;
37;71.027.866;BANCO BS2 S.A.; 1.899 ; 566.950.053 ; 5.847 ; 329.217.601 ; 43.839 ; 772.697.479 ; 110.999 ; 656.629.329 ; 162.584 ; 2.325.494.462 ; 195 ; 358.387.214 ; 234 ; 711.757.831 ; 429 ; 1.070.145.045 ; 163.013 ; 3.395.639.506 ;
38;10.690.848;BANCO DA CHINA BRASIL S.A.; 134 ; 549.414.306 ; 90 ; 36.837.398 ; 112 ; 800.883.458 ; 445 ; 132.195.280 ; 781 ; 1.519.330.442 ; 202 ; 330.462.111 ; 364 ; 1.511.801.405 ; 566 ; 1.842.263.516 ; 1.347 ; 3.361.593.958 ;
39;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;;;;; 77.095 ; 491.234.587 ; 1.317.337 ; 921.241.368 ; 1.394.432 ; 1.412.475.955 ; 7.361 ; 1.159.215.218 ; 7.283 ; 729.231.885 ; 14.644 ; 1.888.447.103 ; 1.409.076 ; 3.300.923.058 ;
40;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 16 ; 144.641.738 ; 33 ; 13.718.337 ; 11 ; 43.806.041 ; 2.212 ; 1.178.956.669 ; 2.272 ; 1.381.122.785 ; 108 ; 1.271.583.820 ; 19 ; 259.789.907 ; 127 ; 1.531.373.727 ; 2.399 ; 2.912.496.512 ;
41;00.997.185;BANCO B3 S.A.;;;;; 934 ; 1.084.269.664 ; 851 ; 1.216.506.635 ; 1.785 ; 2.300.776.299 ; 187 ; 331.777.745 ; 202 ; 199.417.711 ; 389 ; 531.195.456 ; 2.174 ; 2.831.971.755 ;
42;15.114.366;BANCO BOCOM BBM S.A.; 51 ; 81.390.198 ; 508 ; 98.534.517 ; 168 ; 415.976.410 ; 1.150 ; 304.104.729 ; 1.877 ; 900.005.854 ; 71 ; 633.783.227 ; 90 ; 1.017.702.558 ; 161 ; 1.651.485.786 ; 2.038 ; 2.551.491.639 ;
43;33.923.798;BANCO MASTER S/A; 577 ; 257.110.288 ; 1.605 ; 73.432.168 ; 100.801 ; 459.829.379 ; 333.058 ; 761.139.155 ; 436.041 ; 1.551.510.989 ; 383 ; 522.966.220 ; 241 ; 377.343.116 ; 624 ; 900.309.336 ; 436.665 ; 2.451.820.325 ;
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 3.031 ; 273.624.992 ; 2.232 ; 148.283.450 ; 1.858 ; 115.593.603 ; 2.897 ; 620.203.547 ; 10.018 ; 1.157.705.592 ; 60 ; 606.284.973 ; 114 ; 225.225.686 ; 174 ; 831.510.659 ; 10.192 ; 1.989.216.250 ;
45;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 57 ; 7.507.685 ; 969 ; 88.386.402 ; 1.203 ; 273.747.158 ; 5.428 ; 622.021.557 ; 7.657 ; 991.662.801 ; 806 ; 606.719.142 ; 285 ; 177.466.226 ; 1.091 ; 784.185.367 ; 8.748 ; 1.775.848.169 ;
46;00.360.305;CAIXA ECONOMICA FEDERAL; 535 ; 188.846.146 ; 390 ; 38.614.099 ; 38.089 ; 219.885.141 ; 4.462 ; 314.787.390 ; 43.476 ; 762.132.776 ; 982 ; 358.380.166 ; 1.075 ; 482.904.251 ; 2.057 ; 841.284.416 ; 45.533 ; 1.603.417.192 ;
47;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 13 ; 26.199.814 ;;; 13 ; 26.199.814 ; 1 ; 500.550.694 ; 4 ; 1.071.000.000 ; 5 ; 1.571.550.694 ; 18 ; 1.597.750.509 ;
48;13.059.145;BEXS BANCO DE CÂMBIO S/A; 150 ; 219.468.038 ; 480 ; 28.701.321 ; 48.990 ; 127.392.217 ; 583.677 ; 478.550.128 ; 633.297 ; 854.111.704 ; 1.288 ; 425.873.407 ; 177 ; 277.112.923 ; 1.465 ; 702.986.331 ; 634.762 ; 1.557.098.034 ;
49;03.609.817;BANCO CARGILL S.A.; 75 ; 363.797.295 ; 1 ; 49.271 ; 31 ; 57.262.512 ; 326 ; 165.591.591 ; 433 ; 586.700.669 ; 12 ; 305.000.000 ; 13 ; 487.250.000 ; 25 ; 792.250.000 ; 458 ; 1.378.950.669 ;
50;61.024.352;BANCO VOITER S.A.; 283 ; 111.216.717 ; 1.124 ; 145.941.510 ; 680 ; 78.582.086 ; 4.294 ; 457.540.741 ; 6.381 ; 793.281.055 ; 252 ; 489.306.840 ; 189 ; 74.207.306 ; 441 ; 563.514.145 ; 6.822 ; 1.356.795.200 ;
51;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 4.049 ; 191.443.818 ; 4.484 ; 245.836.279 ; 3.078 ; 263.704.597 ; 1.932 ; 107.297.033 ; 13.543 ; 808.281.727 ; 62 ; 128.085.711 ; 21 ; 231.797.071 ; 83 ; 359.882.782 ; 13.626 ; 1.168.164.509 ;
52;07.656.500;BANCO KDB DO BRASIL S.A.; 1 ; 10.000.000 ; 29 ; 7.957.206 ; 447 ; 159.630.707 ; 1.606 ; 437.188.211 ; 2.083 ; 614.776.125 ; 322 ; 400.526.019 ; 54 ; 80.011.001 ; 376 ; 480.537.020 ; 2.459 ; 1.095.313.145 ;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 966 ; 35.625.859 ; 8.328 ; 188.562.586 ; 8.704 ; 152.900.504 ; 19.192 ; 275.377.857 ; 37.190 ; 652.466.805 ; 2.272 ; 356.303.528 ; 465 ; 80.902.097 ; 2.737 ; 437.205.625 ; 39.927 ; 1.089.672.430 ;
54;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 837 ; 21.238.250 ; 3.943 ; 151.054.747 ; 24.392 ; 134.575.443 ; 16.998 ; 298.882.890 ; 46.170 ; 605.751.331 ; 11.532 ; 382.682.059 ; 602 ; 88.327.176 ; 12.134 ; 471.009.235 ; 58.304 ; 1.076.760.565 ;
55;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 160 ; 31.578.373 ; 278 ; 8.528.148 ; 19.373 ; 455.497.188 ; 1.104 ; 36.075.803 ; 20.915 ; 531.679.512 ; 322 ; 21.270.069 ; 828 ; 463.734.056 ; 1.150 ; 485.004.125 ; 22.065 ; 1.016.683.637 ;
56;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 23 ; 108.380.746 ; 109 ; 17.409.711 ; 182 ; 249.496.391 ; 229 ; 85.853.472 ; 543 ; 461.140.320 ; 45 ; 18.667.171 ; 50 ; 348.438.960 ; 95 ; 367.106.131 ; 638 ; 828.246.451 ;
57;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 123 ; 252.750.488 ;;; 125 ; 47.496.089 ; 11 ; 71.069 ; 259 ; 300.317.645 ; 6 ; 450.034.323 ; 2 ; 2.181.777 ; 8 ; 452.216.100 ; 267 ; 752.533.745 ;
58;61.186.680;BANCO BMG S.A.; 11 ; 8.190.168 ; 6 ; 4.931.480 ; 93 ; 27.871.452 ; 196 ; 20.138.821 ; 306 ; 61.131.920 ; 16 ; 337.028.505 ; 18 ; 337.031.725 ; 34 ; 674.060.230 ; 340 ; 735.192.151 ;
59;45.246.410;BANCO GENIAL S.A.; 165 ; 12.957.791 ; 153 ; 40.480.680 ; 1.320 ; 154.416.861 ; 1.705 ; 250.588.696 ; 3.343 ; 458.444.029 ; 102 ; 188.682.137 ; 37 ; 62.562.167 ; 139 ; 251.244.304 ; 3.482 ; 709.688.332 ;
60;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 645 ; 15.114.424 ; 4.891 ; 148.957.883 ; 2.732 ; 64.868.956 ; 8.124 ; 122.210.316 ; 16.392 ; 351.151.579 ; 4.627 ; 269.422.298 ; 358 ; 78.340.428 ; 4.985 ; 347.762.725 ; 21.377 ; 698.914.304 ;
61;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 100 ; 157.138.195 ; 88 ; 28.140.693 ; 55 ; 22.272.831 ; 384 ; 42.242.457 ; 627 ; 249.794.176 ; 61 ; 140.813.038 ; 91 ; 287.273.687 ; 152 ; 428.086.725 ; 779 ; 677.880.901 ;
62;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 86 ; 24.299.475 ; 65 ; 4.282.419 ; 48 ; 214.301.776 ; 144 ; 62.492.927 ; 343 ; 305.376.597 ; 42 ; 103.227.701 ; 60 ; 261.019.667 ; 102 ; 364.247.369 ; 445 ; 669.623.966 ;
63;00.416.968;BANCO INTER S.A.; 98 ; 36.487.927 ; 52 ; 41.761.067 ; 65.081 ; 103.834.305 ; 59.748 ; 237.271.547 ; 124.979 ; 419.354.846 ; 106 ; 204.971.137 ; 68 ; 43.716.101 ; 174 ; 248.687.238 ; 125.153 ; 668.042.084 ;
64;30.723.886;BANCO MODAL S.A.; 49 ; 8.860.294 ; 176 ; 34.814.375 ; 618 ; 162.393.278 ; 843 ; 227.142.024 ; 1.686 ; 433.209.971 ; 17 ; 127.880.944 ; 8 ; 30.016.493 ; 25 ; 157.897.436 ; 1.711 ; 591.107.407 ;
65;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 90 ; 84.655.033 ; 115 ; 230.099.047 ; 205 ; 314.754.080 ; 22 ; 201.625.000 ; 19 ; 56.580.000 ; 41 ; 258.205.000 ; 246 ; 572.959.080 ;
66;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 40.701 ; 189.953.391 ; 66.059 ; 254.021.477 ; 106.760 ; 443.974.868 ; 436 ; 93.746.848 ; 1.588 ; 28.846.646 ; 2.024 ; 122.593.495 ; 108.784 ; 566.568.363 ;
67;60.889.128;BANCO SOFISA S.A.; 927 ; 239.283.263 ; 208 ; 28.242.215 ; 65 ; 17.859.402 ; 482 ; 30.912.281 ; 1.682 ; 316.297.160 ; 63 ; 15.367.721 ; 127 ; 213.747.990 ; 190 ; 229.115.711 ; 1.872 ; 545.412.871 ;
68;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 443 ; 10.543.073 ; 3.827 ; 84.782.377 ; 11.941 ; 59.685.399 ; 9.930 ; 133.142.186 ; 26.141 ; 288.153.036 ; 14.100 ; 199.488.125 ; 1.364 ; 51.733.056 ; 15.464 ; 251.221.180 ; 41.605 ; 539.374.216 ;
69;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 3.799 ; 39.907.476 ; 20.193 ; 246.715.212 ; 23.992 ; 286.622.688 ; 12.727 ; 223.089.406 ; 4.444 ; 15.928.473 ; 17.171 ; 239.017.879 ; 41.163 ; 525.640.567 ;
70;92.894.922;BANCO ORIGINAL S.A.; 7 ; 2.638.931 ; 24 ; 96.625.356 ; 399 ; 119.946.238 ; 823 ; 135.790.273 ; 1.253 ; 355.000.798 ; 45 ; 136.670.123 ; 24 ; 10.170.793 ; 69 ; 146.840.916 ; 1.322 ; 501.841.714 ;
71;33.042.953;CITIBANK N.A.;;;;; 7 ; 12.498 ; 18 ; 1.755.637 ; 25 ; 1.768.134 ;;; 1 ; 500.000.000 ; 1 ; 500.000.000 ; 26 ; 501.768.134 ;
72;62.144.175;BANCO PINE S.A.; 109 ; 114.144.098 ; 951 ; 140.502.377 ; 23 ; 9.031.233 ; 187 ; 30.071.865 ; 1.270 ; 293.749.573 ; 21 ; 104.771.358 ; 25 ; 103.011.075 ; 46 ; 207.782.433 ; 1.316 ; 501.532.006 ;
73;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 728 ; 16.348.298 ; 6.237 ; 166.081.921 ; 1.814 ; 30.826.691 ; 5.625 ; 63.721.430 ; 14.404 ; 276.978.340 ; 2.565 ; 195.975.966 ; 132 ; 13.355.276 ; 2.697 ; 209.331.241 ; 17.101 ; 486.309.581 ;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 799 ; 19.811.873 ; 4.359 ; 142.081.809 ; 2.596 ; 43.652.788 ; 3.279 ; 51.370.550 ; 11.033 ; 256.917.019 ; 2.345 ; 166.464.537 ; 372 ; 36.471.356 ; 2.717 ; 202.935.893 ; 13.750 ; 459.852.912 ;
75;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 32 ; 217.500.000 ; 14 ; 2.401.169 ; 14 ; 873.452 ; 62 ; 3.358.895 ; 122 ; 224.133.516 ; 32 ; 16.761.243 ; 86 ; 218.324.057 ; 118 ; 235.085.301 ; 240 ; 459.218.817 ;
76;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 147 ; 135.232.386 ; 195 ; 39.590.539 ; 256 ; 20.001.968 ; 498 ; 26.388.726 ; 1.096 ; 221.213.619 ; 230 ; 85.572.415 ; 156 ; 151.533.934 ; 386 ; 237.106.349 ; 1.482 ; 458.319.967 ;
77;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 226 ; 5.356.807 ; 1.367 ; 25.618.923 ; 10.143 ; 70.231.417 ; 17.464 ; 177.859.157 ; 29.200 ; 279.066.304 ; 4.652 ; 143.784.074 ; 316 ; 15.935.721 ; 4.968 ; 159.719.795 ; 34.168 ; 438.786.099 ;
