Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JANEIRO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
77;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 37 ; 616.055 ; 275 ; 8.028.745 ; 3.676 ; 6.934.937 ; 1.511 ; 4.273.231 ; 5.499 ; 19.852.968 ; 485 ; 12.387.519 ; 200 ; 7.640.293 ; 685 ; 20.027.812 ; 6.184 ; 39.880.780 ;
78;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 1 ; 7.031.200 ; 116 ; 13.697.482 ; 2 ; 104.652 ; 93 ; 2.017.167 ; 212 ; 22.850.501 ; 7 ; 12.389.000 ; 1 ; 4.000.000 ; 8 ; 16.389.000 ; 220 ; 39.239.501 ;
79;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 49 ; 1.228.584 ; 231 ; 3.383.230 ; 1.259 ; 9.696.811 ; 1.575 ; 11.825.250 ; 3.114 ; 26.133.875 ; 276 ; 7.031.961 ; 81 ; 2.741.764 ; 357 ; 9.773.726 ; 3.471 ; 35.907.601 ;
80;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 23 ; 1.104.261 ; 553 ; 12.046.844 ; 128 ; 1.886.464 ; 331 ; 2.431.606 ; 1.035 ; 17.469.175 ; 366 ; 13.233.209 ; 30 ; 1.737.203 ; 396 ; 14.970.412 ; 1.431 ; 32.439.587 ;
81;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 677 ; 8.050.370 ; 1.729 ; 11.087.385 ; 2.406 ; 19.137.755 ; 572 ; 6.272.200 ; 930 ; 3.398.022 ; 1.502 ; 9.670.222 ; 3.908 ; 28.807.977 ;
82;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 19 ; 2.736.288 ; 16 ; 5.793.118 ; 11 ; 208.510 ; 21 ; 758.772 ; 67 ; 9.496.688 ; 13 ; 11.289.378 ; 10 ; 7.621.686 ; 23 ; 18.911.064 ; 90 ; 28.407.752 ;
83;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 101.184 ; 9 ; 80.683 ; 289 ; 1.573.327 ; 325 ; 2.100.492 ; 626 ; 3.855.686 ; 359 ; 12.355.918 ; 93 ; 11.870.072 ; 452 ; 24.225.990 ; 1.078 ; 28.081.675 ;
84;92.894.922;BANCO ORIGINAL S.A.; 4 ; 618.470 ; 3 ; 59.207 ; 49 ; 1.522.598 ; 125 ; 15.665.788 ; 181 ; 17.866.064 ; 3 ; 10.007.935 ; 2 ; 7.965 ; 5 ; 10.015.900 ; 186 ; 27.881.964 ;
85;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 4.600.000 ; 12 ; 7.940.620 ; 5 ; 281.218 ; 15 ; 800.379 ; 33 ; 13.622.218 ;;; 1 ; 10.000.000 ; 1 ; 10.000.000 ; 34 ; 23.622.218 ;
86;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 54 ; 2.913.384 ; 2 ; 118.679 ; 28 ; 7.931.101 ; 24 ; 448.028 ; 108 ; 11.411.193 ; 4 ; 467.881 ; 24 ; 10.821.241 ; 28 ; 11.289.121 ; 136 ; 22.700.314 ;
87;61.024.352;BANCO INDUSVAL S.A.; 41 ; 6.305.714 ; 61 ; 3.784.657 ; 23 ; 2.339.412 ; 136 ; 3.964.400 ; 261 ; 16.394.182 ; 18 ; 1.498.021 ; 3 ; 2.512.270 ; 21 ; 4.010.291 ; 282 ; 20.404.473 ;
88;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 65 ; 6.413.751 ; 81 ; 2.746.627 ; 33 ; 3.110.743 ; 34 ; 6.599.479 ; 213 ; 18.870.600 ; 1 ; 1.000.000 ; 1 ; 485.960 ; 2 ; 1.485.960 ; 215 ; 20.356.560 ;
89;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 150.768 ; 237 ; 8.361.268 ; 21 ; 354.227 ; 42 ; 265.070 ; 304 ; 9.131.332 ; 149 ; 8.759.996 ; 28 ; 638.652 ; 177 ; 9.398.648 ; 481 ; 18.529.980 ;
90;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 33.045 ; 90 ; 5.497.022 ; 146 ; 365.582 ; 169 ; 1.544.974 ; 406 ; 7.440.623 ; 181 ; 8.637.316 ; 37 ; 2.004.897 ; 218 ; 10.642.213 ; 624 ; 18.082.836 ;
91;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 182 ; 5.012.740 ; 68 ; 2.992.374 ; 49 ; 2.229.376 ; 23 ; 464.324 ; 322 ; 10.698.814 ; 4 ; 1.591.789 ; 25 ; 5.504.417 ; 29 ; 7.096.207 ; 351 ; 17.795.020 ;
92;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 9 ; 257.571 ; 128 ; 7.100.442 ; 66 ; 804.695 ; 96 ; 506.908 ; 299 ; 8.669.616 ; 177 ; 7.546.687 ; 59 ; 991.059 ; 236 ; 8.537.745 ; 535 ; 17.207.361 ;
93;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;; 1 ; 18.000 ; 729 ; 229.726 ; 333 ; 168.449 ; 1.063 ; 416.175 ; 48 ; 6.596.979 ; 50 ; 6.657.304 ; 98 ; 13.254.283 ; 1.161 ; 13.670.458 ;
94;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 18 ; 782.940 ; 152 ; 4.823.879 ; 47 ; 356.859 ; 36 ; 450.517 ; 253 ; 6.414.195 ; 136 ; 5.267.158 ; 46 ; 1.132.560 ; 182 ; 6.399.718 ; 435 ; 12.813.913 ;
95;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 4 ; 90.344 ; 74 ; 841.372 ; 85 ; 1.869.836 ; 352 ; 2.246.310 ; 515 ; 5.047.862 ; 313 ; 3.876.764 ; 56 ; 2.662.731 ; 369 ; 6.539.495 ; 884 ; 11.587.356 ;
96;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 11 ; 345.566 ; 4 ; 25.200 ; 1 ; 25.530 ; 14 ; 8.167.542 ; 30 ; 8.563.837 ; 1 ; 2.750.000 ;;; 1 ; 2.750.000 ; 31 ; 11.313.837 ;
97;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 42 ; 89.803 ; 50 ; 119.681 ; 92 ; 209.483 ; 18 ; 5.490.327 ; 22 ; 5.455.390 ; 40 ; 10.945.716 ; 132 ; 11.155.200 ;
98;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 6 ; 112.924 ; 153 ; 3.876.410 ; 82 ; 908.988 ; 188 ; 1.019.288 ; 429 ; 5.917.609 ; 82 ; 4.472.786 ; 19 ; 597.969 ; 101 ; 5.070.755 ; 530 ; 10.988.364 ;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 137.340 ; 71 ; 2.345.298 ; 266 ; 1.300.032 ; 394 ; 1.271.429 ; 734 ; 5.054.098 ; 260 ; 3.865.387 ; 146 ; 1.740.305 ; 406 ; 5.605.692 ; 1.140 ; 10.659.789 ;
100;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 14.243 ; 81 ; 2.333.410 ; 115 ; 530.778 ; 73 ; 485.168 ; 271 ; 3.363.599 ; 120 ; 4.057.189 ; 46 ; 1.793.216 ; 166 ; 5.850.405 ; 437 ; 9.214.004 ;
101;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 5 ; 94.675 ; 75 ; 2.373.892 ; 204 ; 1.357.683 ; 244 ; 1.145.963 ; 528 ; 4.972.213 ; 186 ; 3.080.341 ; 91 ; 1.056.291 ; 277 ; 4.136.631 ; 805 ; 9.108.844 ;
102;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;;; 10 ; 5.405.300 ; 9 ; 303.155 ; 51 ; 226.667 ; 70 ; 5.935.122 ; 1 ; 1.458.480 ; 2 ; 1.711.600 ; 3 ; 3.170.080 ; 73 ; 9.105.202 ;
103;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 18 ; 339.169 ; 77 ; 1.183.643 ; 245 ; 900.689 ; 539 ; 2.553.703 ; 879 ; 4.977.205 ; 378 ; 3.253.746 ; 58 ; 719.584 ; 436 ; 3.973.330 ; 1.315 ; 8.950.535 ;
104;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 6 ; 547.803 ; 38 ; 753.954 ; 37 ; 1.316.321 ; 155 ; 1.388.788 ; 236 ; 4.006.866 ; 171 ; 2.076.076 ; 76 ; 1.794.246 ; 247 ; 3.870.322 ; 483 ; 7.877.188 ;
105;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 159 ; 1.008.134 ; 163 ; 1.442.581 ; 322 ; 2.450.715 ; 80 ; 2.361.765 ; 24 ; 1.929.248 ; 104 ; 4.291.013 ; 426 ; 6.741.728 ;
106;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 10 ; 501.932 ; 27 ; 459.666 ; 81 ; 1.719.504 ; 61 ; 496.399 ; 179 ; 3.177.500 ; 56 ; 922.232 ; 46 ; 2.195.756 ; 102 ; 3.117.987 ; 281 ; 6.295.487 ;
107;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 1 ; 28.838 ; 4 ; 1.926.032 ; 16 ; 2.219.663 ; 21 ; 4.174.533 ;;; 1 ; 2.000.000 ; 1 ; 2.000.000 ; 22 ; 6.174.533 ;
108;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 15 ; 458.122 ; 29 ; 721.989 ; 231 ; 1.026.523 ; 214 ; 1.299.082 ; 489 ; 3.505.717 ; 97 ; 1.388.674 ; 46 ; 953.899 ; 143 ; 2.342.574 ; 632 ; 5.848.290 ;
109;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 43 ; 2.156.656 ; 16 ; 259.174 ; 28 ; 499.890 ; 87 ; 2.915.720 ; 44 ; 2.587.334 ; 14 ; 189.987 ; 58 ; 2.777.321 ; 145 ; 5.693.042 ;
110;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 2 ; 17.947 ; 103 ; 264.183 ; 179 ; 727.240 ; 284 ; 1.009.371 ; 152 ; 2.501.218 ; 56 ; 2.018.991 ; 208 ; 4.520.208 ; 492 ; 5.529.579 ;
111;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 49 ; 1.718.668 ; 58 ; 498.082 ; 99 ; 456.160 ; 206 ; 2.672.910 ; 92 ; 2.099.483 ; 14 ; 421.525 ; 106 ; 2.521.008 ; 312 ; 5.193.917 ;
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 8 ; 59.759 ; 21 ; 194.963 ; 236 ; 2.295.166 ; 118 ; 627.605 ; 383 ; 3.177.492 ; 14 ; 127.316 ; 40 ; 1.663.410 ; 54 ; 1.790.727 ; 437 ; 4.968.218 ;
113;04.902.979;BANCO DA AMAZONIA S.A.; 38 ; 1.749.888 ; 16 ; 544.014 ; 12 ; 253.806 ; 30 ; 125.184 ; 96 ; 2.672.892 ; 2 ; 210.000 ; 12 ; 1.566.350 ; 14 ; 1.776.350 ; 110 ; 4.449.242 ;
114;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 17.876 ; 35 ; 384.535 ; 71 ; 995.687 ; 163 ; 874.716 ; 271 ; 2.272.814 ; 124 ; 1.201.603 ; 34 ; 954.243 ; 158 ; 2.155.846 ; 429 ; 4.428.660 ;
115;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 6 ; 143.883 ; 17 ; 340.584 ; 97 ; 1.170.870 ; 169 ; 950.655 ; 289 ; 2.605.992 ; 64 ; 812.281 ; 30 ; 838.260 ; 94 ; 1.650.541 ; 383 ; 4.256.533 ;
116;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 1 ; 4.775 ; 29 ; 299.555 ; 70 ; 1.469.040 ; 112 ; 404.267 ; 212 ; 2.177.637 ; 121 ; 648.882 ; 30 ; 1.409.833 ; 151 ; 2.058.715 ; 363 ; 4.236.352 ;
117;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 290 ; 1.036.225 ; 278 ; 1.440.267 ; 568 ; 2.476.492 ; 82 ; 1.151.150 ; 34 ; 396.746 ; 116 ; 1.547.895 ; 684 ; 4.024.387 ;
118;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 34 ; 1.024.098 ; 17 ; 361.682 ; 16 ; 410.951 ; 27 ; 195.559 ; 94 ; 1.992.289 ; 39 ; 557.242 ; 51 ; 1.435.049 ; 90 ; 1.992.291 ; 184 ; 3.984.581 ;
119;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 17 ; 461.153 ; 5 ; 26.032 ; 17 ; 1.396.236 ; 39 ; 1.883.420 ; 30 ; 1.848.232 ; 5 ; 26.032 ; 35 ; 1.874.263 ; 74 ; 3.757.684 ;
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 12 ; 87.577 ; 57 ; 832.446 ; 146 ; 373.072 ; 191 ; 764.066 ; 406 ; 2.057.160 ; 109 ; 1.362.048 ; 48 ; 219.602 ; 157 ; 1.581.651 ; 563 ; 3.638.811 ;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 2 ; 14.969 ; 8 ; 140.534 ; 273 ; 1.245.561 ; 197 ; 712.730 ; 480 ; 2.113.795 ; 38 ; 345.126 ; 22 ; 756.661 ; 60 ; 1.101.787 ; 540 ; 3.215.581 ;
122;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 12 ; 85.373 ; 209 ; 1.255.079 ; 269 ; 1.458.405 ; 490 ; 2.798.857 ; 128 ; 300.212 ; 25 ; 43.180 ; 153 ; 343.392 ; 643 ; 3.142.248 ;
123;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 4 ; 141.796 ; 30 ; 417.625 ; 64 ; 235.995 ; 160 ; 933.920 ; 258 ; 1.729.335 ; 92 ; 1.185.273 ; 6 ; 208.788 ; 98 ; 1.394.062 ; 356 ; 3.123.397 ;
124;00.000.208;BRB - BANCO DE BRASILIA S.A.;;;;; 33 ; 312.003 ; 92 ; 1.284.550 ; 125 ; 1.596.553 ; 3 ; 1.206.797 ; 3 ; 250.753 ; 6 ; 1.457.550 ; 131 ; 3.054.102 ;
125;00.795.423;BANCO SEMEAR S.A.;;; 27 ; 876.462 ; 4 ; 220.560 ; 8 ; 69.990 ; 39 ; 1.167.012 ; 24 ; 949.530 ; 5 ; 228.045 ; 29 ; 1.177.575 ; 68 ; 2.344.587 ;
126;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 123 ; 1.036.923 ;;; 123 ; 1.036.923 ; 1 ; 26.283 ; 105 ; 1.063.206 ; 106 ; 1.089.489 ; 229 ; 2.126.412 ;
127;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 80.365 ; 35 ; 429.263 ; 30 ; 165.908 ; 41 ; 239.092 ; 109 ; 914.628 ; 68 ; 662.646 ; 28 ; 244.603 ; 96 ; 907.249 ; 205 ; 1.821.877 ;
128;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 71.552 ; 1 ; 7.158 ; 79 ; 462.979 ; 89 ; 483.751 ; 174 ; 1.025.440 ; 33 ; 357.254 ; 26 ; 407.025 ; 59 ; 764.279 ; 233 ; 1.789.719 ;
129;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 3 ; 239.046 ; 17 ; 192.990 ; 66 ; 347.348 ; 86 ; 779.385 ; 71 ; 665.451 ; 16 ; 272.047 ; 87 ; 937.498 ; 173 ; 1.716.882 ;
130;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 2 ; 3.290 ; 24 ; 359.716 ; 117 ; 432.505 ; 143 ; 795.511 ; 102 ; 369.804 ; 11 ; 302.900 ; 113 ; 672.704 ; 256 ; 1.468.215 ;
131;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 1 ; 171 ; 2 ; 23.365 ; 84 ; 240.329 ; 153 ; 549.138 ; 240 ; 813.003 ; 76 ; 405.260 ; 4 ; 95.411 ; 80 ; 500.672 ; 320 ; 1.313.674 ;
132;59.285.411;BANCO PAN S.A.;;;;; 5 ; 49.237 ; 19 ; 678.368 ; 24 ; 727.606 ; 3 ; 570.000 ;;; 3 ; 570.000 ; 27 ; 1.297.606 ;
133;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 102 ; 457.198 ; 115 ; 279.142 ; 217 ; 736.340 ; 45 ; 131.307 ; 43 ; 327.400 ; 88 ; 458.706 ; 305 ; 1.195.046 ;
134;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;;;; 8 ; 226.530 ; 9 ; 300.317 ; 17 ; 526.847 ; 9 ; 300.317 ; 8 ; 226.530 ; 17 ; 526.847 ; 34 ; 1.053.694 ;
135;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 39.302 ; 265 ; 132.729 ; 320 ; 453.573 ; 586 ; 625.604 ; 48 ; 384.224 ; 3 ; 35.000 ; 51 ; 419.224 ; 637 ; 1.044.828 ;
136;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 236 ; 307.166 ; 177 ; 440.222 ; 413 ; 747.388 ; 47 ; 188.330 ; 6 ; 24.850 ; 53 ; 213.180 ; 466 ; 960.569 ;
137;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;;;; 39 ; 88.058 ; 46 ; 337.660 ; 85 ; 425.718 ; 26 ; 309.298 ; 23 ; 70.606 ; 49 ; 379.904 ; 134 ; 805.622 ;
138;33.042.151;BANCO DE LA NACION ARGENTINA; 3 ; 137.385 ;;; 371 ; 222.785 ; 13 ; 98.443 ; 387 ; 458.613 ;;; 4 ; 340.000 ; 4 ; 340.000 ; 391 ; 798.613 ;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 96 ; 191.590 ; 96 ; 238.935 ; 192 ; 430.525 ; 20 ; 59.533 ;;; 20 ; 59.533 ; 212 ; 490.058 ;
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 109 ; 276.084 ; 86 ; 132.629 ; 195 ; 408.713 ;;; 8 ; 77.969 ; 8 ; 77.969 ; 203 ; 486.682 ;
141;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 193 ; 167.942 ; 155 ; 213.307 ; 348 ; 381.249 ; 11 ; 51.000 ; 2 ; 19.792 ; 13 ; 70.792 ; 361 ; 452.041 ;
142;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 61 ; 45.611 ; 64 ; 202.909 ; 125 ; 248.520 ; 15 ; 178.560 ; 1 ; 12.000 ; 16 ; 190.560 ; 141 ; 439.080 ;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 3 ; 5.381 ; 23 ; 131.252 ; 26 ; 136.633 ; 11 ; 120.163 ; 2 ; 3.381 ; 13 ; 123.544 ; 39 ; 260.177 ;
144;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 44 ; 28.926 ; 56 ; 126.989 ; 100 ; 155.915 ; 9 ; 97.210 ;;; 9 ; 97.210 ; 109 ; 253.125 ;
145;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 12 ; 20.592 ; 40 ; 90.272 ; 52 ; 110.864 ; 31 ; 83.389 ; 1 ; 10.880 ; 32 ; 94.269 ; 84 ; 205.133 ;
146;61.033.106;BANCO CREFISA S.A.;;;;; 8 ; 104.783 ; 6 ; 36.445 ; 14 ; 141.228 ;;;;; -   ; -   ; 14 ; 141.228 ;
147;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;;;; 40 ; 28.108 ; 35 ; 72.131 ; 75 ; 100.239 ; 16 ; 38.862 ;;; 16 ; 38.862 ; 91 ; 139.101 ;
148;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 37 ; 41.069 ; 36 ; 44.318 ; 73 ; 85.387 ;;;;; -   ; -   ; 73 ; 85.387 ;
149;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 37 ; 22.886 ; 49 ; 53.202 ; 86 ; 76.088 ; 7 ; 787 ;;; 7 ; 787 ; 93 ; 76.875 ;
150;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 2 ; 12.688 ; 10 ; 33.093 ; 12 ; 45.781 ; 8 ; 27.950 ;;; 8 ; 27.950 ; 20 ; 73.731 ;
151;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 5 ; 25.509 ; 5 ; 25.509 ;;;;; -   ; -   ; 5 ; 25.509 ;
152;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 4 ; 17.973 ; 5 ; 2.364 ; 9 ; 20.337 ; 5 ; 1.640 ;;; 5 ; 1.640 ; 14 ; 21.976 ;
153;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
154;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.050 ; 1 ; 1.050 ; 1 ; 10.000 ;;; 1 ; 10.000 ; 2 ; 11.050 ;
155;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 8.500 ; 3 ; 2.536 ; 4 ; 11.036 ;;;;; -   ; -   ; 4 ; 11.036 ;
156;54.403.563;BANCO ARBI S.A.;;;;;;;;; -   ; -   ; 1 ; 5.000 ;;; 1 ; 5.000 ; 1 ; 5.000 ;
157;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 5 ; 1.244 ; 5 ; 1.244 ;;;;; -   ; -   ; 5 ; 1.244 ;
158;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 84 ; 1 ; 84 ;;;;; -   ; -   ; 1 ; 84 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 37.226 ; 12.262.011.033 ; 105.823 ; 12.398.158.193 ; 374.664 ; 42.215.710.054 ; 293.361 ; 39.285.360.266 ; 811.074 ; 106.161.239.546 ; 22.853 ; 48.334.834.940 ; 22.853 ; 48.348.979.924 ; 45.706 ; 96.683.814.864 ; 856.780 ; 202.845.054.410 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.02.2021.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
