Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Mar/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
73;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1.826 ; 63.855.863 ; 825 ; 32.276.760 ; 185 ; 2.218.207 ; 612 ; 3.958.504 ; 3.448 ; 102.309.335 ; 74 ; 20.652.639 ; 155 ; 50.228.129 ; 229 ; 70.880.768 ; 3.677 ; 173.190.103 ;
74;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 51 ; 50.173.760 ; 18 ; 48.964.878 ; 52 ; 18.535.104 ; 121 ; 117.673.742 ; 39 ; 34.738.510 ; 6 ; 15.373.000 ; 45 ; 50.111.510 ; 166 ; 167.785.252 ;
75;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 52 ; 21.895.324 ; 2 ; 103.374 ; 12 ; 285.893 ; 28 ; 397.698 ; 94 ; 22.682.289 ; 50 ; 59.870.000 ; 75 ; 80.800.000 ; 125 ; 140.670.000 ; 219 ; 163.352.289 ;
76;03.532.415;BANCO ABN AMRO S.A.; 41 ; 71.387.268 ;;; 6 ; 2.544.112 ; 47 ; 3.252.763 ; 94 ; 77.184.143 ; 8 ; 7.461.000 ; 43 ; 77.530.000 ; 51 ; 84.991.000 ; 145 ; 162.175.143 ;
77;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 20 ; 317.522 ; 229 ; 5.795.174 ; 341 ; 1.169.756 ; 1.274 ; 8.658.943 ; 1.864 ; 15.941.395 ; 1.305 ; 73.621.969 ; 248 ; 60.674.349 ; 1.553 ; 134.296.318 ; 3.417 ; 150.237.714 ;
78;92.894.922;BANCO ORIGINAL S.A.; 37 ; 61.685.080 ; 204 ; 29.411.927 ; 73 ; 331.727 ; 606 ; 9.081.853 ; 920 ; 100.510.587 ; 32 ; 9.671.500 ; 20 ; 33.898.435 ; 52 ; 43.569.936 ; 972 ; 144.080.523 ;
79;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;; 1 ; 7.258 ; 297 ; 31.437.490 ; 195 ; 14.862.883 ; 493 ; 46.307.631 ; 35 ; 36.487.457 ; 38 ; 53.857.797 ; 73 ; 90.345.254 ; 566 ; 136.652.885 ;
80;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 22 ; 204.229 ; 884 ; 42.188.857 ; 213 ; 1.492.335 ; 1.919 ; 22.048.340 ; 3.038 ; 65.933.762 ; 1.772 ; 66.393.639 ; 39 ; 3.779.371 ; 1.811 ; 70.173.010 ; 4.849 ; 136.106.772 ;
81;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 15.972 ; 346 ; 9.655.533 ; 95 ; 812.734 ; 1.532 ; 21.632.145 ; 1.975 ; 32.116.385 ; 2.003 ; 66.039.872 ; 111 ; 35.520.876 ; 2.114 ; 101.560.748 ; 4.089 ; 133.677.133 ;
82;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 57 ; 2.678.270 ; 1.460 ; 38.943.869 ; 846 ; 6.953.891 ; 2.636 ; 21.903.357 ; 4.999 ; 70.479.388 ; 1.432 ; 54.807.768 ; 150 ; 3.597.603 ; 1.582 ; 58.405.372 ; 6.581 ; 128.884.759 ;
83;61.024.352;BANCO INDUSVAL S.A.; 141 ; 26.059.027 ; 218 ; 15.006.759 ; 50 ; 1.797.883 ; 236 ; 14.961.511 ; 645 ; 57.825.180 ; 56 ; 27.775.931 ; 49 ; 38.915.223 ; 105 ; 66.691.154 ; 750 ; 124.516.334 ;
84;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 27 ; 9.028.600 ; 15 ; 1.913.372 ; 33 ; 48.535.496 ; 110 ; 10.977.014 ; 185 ; 70.454.481 ; 5 ; 4.164.421 ; 12 ; 49.165.759 ; 17 ; 53.330.179 ; 202 ; 123.784.661 ;
85;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 7 ; 1.788.662 ; 31 ; 12.436.124 ; 126 ; 46.206.061 ; 760 ; 35.093.164 ; 924 ; 95.524.011 ; 29 ; 13.169.259 ; 20 ; 13.569.050 ; 49 ; 26.738.309 ; 973 ; 122.262.320 ;
86;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 120 ; 2.400.278 ; 1.781 ; 32.568.992 ; 473 ; 8.667.587 ; 1.965 ; 18.076.366 ; 4.339 ; 61.713.223 ; 1.133 ; 44.448.219 ; 70 ; 4.865.802 ; 1.203 ; 49.314.021 ; 5.542 ; 111.027.244 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 183 ; 20.786.652 ; 294 ; 19.745.954 ; 212 ; 1.799.841 ; 168 ; 12.665.787 ; 857 ; 54.998.235 ; 157 ; 32.371.003 ; 73 ; 22.349.380 ; 230 ; 54.720.383 ; 1.087 ; 109.718.618 ;
88;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 4 ; 50.168 ; 101 ; 2.469.177 ; 1.120 ; 5.405.321 ; 3.795 ; 35.848.490 ; 5.020 ; 43.773.156 ; 2.269 ; 46.187.898 ; 182 ; 13.323.575 ; 2.451 ; 59.511.474 ; 7.471 ; 103.284.629 ;
89;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 4 ; 122.960 ; 17 ; 489.202 ; 120 ; 38.066.374 ; 73 ; 13.751.352 ; 214 ; 52.429.888 ; 29 ; 10.845.502 ; 49 ; 34.851.844 ; 78 ; 45.697.347 ; 292 ; 98.127.234 ;
90;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 24 ; 18.757.384 ; 6 ; 5.031.894 ; 11 ; 14.305.722 ; 85 ; 2.318.539 ; 126 ; 40.413.539 ; 15 ; 9.175.774 ; 20 ; 36.629.059 ; 35 ; 45.804.833 ; 161 ; 86.218.372 ;
91;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 11 ; 100.852 ; 425 ; 3.635.893 ; 960 ; 24.615.296 ; 1.396 ; 28.352.041 ; 2.272 ; 38.472.982 ; 177 ; 17.396.721 ; 2.449 ; 55.869.704 ; 3.845 ; 84.221.745 ;
92;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 411 ; 2.253.273 ; 1.471 ; 41.496.688 ; 1.882 ; 43.749.961 ; 1.674 ; 39.328.861 ; 13 ; 59.016 ; 1.687 ; 39.387.877 ; 3.569 ; 83.137.838 ;
93;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 42 ; 4.765.400 ; 44 ; 933.355 ; 12 ; 5.338.059 ; 56 ; 12.004.482 ; 154 ; 23.041.295 ; 16 ; 26.722.659 ; 18 ; 23.085.253 ; 34 ; 49.807.912 ; 188 ; 72.849.207 ;
94;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 54 ; 931.198 ; 657 ; 16.954.338 ; 453 ; 4.286.620 ; 2.177 ; 19.070.580 ; 3.341 ; 41.242.736 ; 2.439 ; 31.336.258 ; 16 ; 164.465 ; 2.455 ; 31.500.723 ; 5.796 ; 72.743.459 ;
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 69 ; 1.027.336 ; 820 ; 16.575.286 ; 282 ; 2.627.702 ; 1.463 ; 16.736.947 ; 2.634 ; 36.967.272 ; 3.396 ; 31.787.503 ; 132 ; 2.130.389 ; 3.528 ; 33.917.892 ; 6.162 ; 70.885.164 ;
96;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 20.090 ; 97 ; 1.562.995 ; 1.646 ; 3.821.562 ; 2.835 ; 16.357.284 ; 4.580 ; 21.761.930 ; 1.329 ; 30.677.009 ; 128 ; 16.567.125 ; 1.457 ; 47.244.134 ; 6.037 ; 69.006.064 ;
97;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 27.284 ; 9 ; 55.888 ; 449 ; 6.239.956 ; 935 ; 11.095.000 ; 1.396 ; 17.418.128 ; 499 ; 27.777.472 ; 174 ; 22.904.996 ; 673 ; 50.682.468 ; 2.069 ; 68.100.596 ;
98;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 67.403 ; 445 ; 11.045.223 ; 48 ; 69.735 ; 1.606 ; 17.906.633 ; 2.102 ; 29.088.993 ; 1.329 ; 33.640.284 ; 38 ; 4.828.653 ; 1.367 ; 38.468.937 ; 3.469 ; 67.557.930 ;
99;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 6 ; 114.271 ; 131 ; 1.215.249 ; 378 ; 33.185.928 ; 515 ; 34.515.447 ; 2.116 ; 32.378.070 ; 7 ; 215.682 ; 2.123 ; 32.593.752 ; 2.638 ; 67.109.199 ;
100;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 37 ; 967.339 ; 1.419 ; 4.981.063 ; 2.811 ; 31.277.579 ; 4.267 ; 37.225.980 ; 1.666 ; 27.542.421 ; 10 ; 238.573 ; 1.676 ; 27.780.994 ; 5.943 ; 65.006.974 ;
101;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 4 ; 7.950 ; 369 ; 12.622.328 ; 439 ; 3.856.824 ; 4.070 ; 10.803.225 ; 4.882 ; 27.290.326 ; 876 ; 23.511.460 ; 111 ; 4.533.721 ; 987 ; 28.045.181 ; 5.869 ; 55.335.507 ;
102;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 21 ; 442.637 ; 91 ; 316.211 ; 228 ; 26.021.599 ; 340 ; 26.780.448 ; 962 ; 26.283.283 ; 6 ; 132.193 ; 968 ; 26.415.476 ; 1.308 ; 53.195.923 ;
103;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 5 ; 1.762.555 ; 16 ; 6.088.282 ; 8 ; 9.796.922 ; 20 ; 11.837.195 ; 49 ; 29.484.953 ; 15 ; 13.642.061 ; 12 ; 7.177.419 ; 27 ; 20.819.480 ; 76 ; 50.304.433 ;
104;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 15 ; 758.358 ; 8 ; 863.385 ; 65 ; 2.557.522 ; 115 ; 10.230.549 ; 203 ; 14.409.814 ; 59 ; 11.035.328 ; 17 ; 24.409.798 ; 76 ; 35.445.127 ; 279 ; 49.854.941 ;
105;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 54 ; 787.457 ; 375 ; 8.094.089 ; 453 ; 4.546.490 ; 1.337 ; 13.451.614 ; 2.219 ; 26.879.649 ; 1.065 ; 17.180.065 ; 15 ; 1.005.693 ; 1.080 ; 18.185.759 ; 3.299 ; 45.065.408 ;
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 2 ; 62.848 ; 160 ; 4.139.353 ; 616 ; 3.912.822 ; 1.050 ; 10.035.750 ; 1.828 ; 18.150.774 ; 858 ; 18.173.660 ; 151 ; 7.894.894 ; 1.009 ; 26.068.554 ; 2.837 ; 44.219.328 ;
107;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 59 ; 2.250.405 ; 402 ; 11.320.427 ; 299 ; 1.892.107 ; 992 ; 6.760.682 ; 1.752 ; 22.223.622 ; 918 ; 16.364.094 ; 85 ; 2.379.441 ; 1.003 ; 18.743.535 ; 2.755 ; 40.967.157 ;
108;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 115 ; 2.030.703 ; 186 ; 8.802.718 ; 928 ; 14.164.861 ; 1.229 ; 24.998.282 ; 335 ; 10.623.664 ; 69 ; 3.229.327 ; 404 ; 13.852.991 ; 1.633 ; 38.851.272 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 7 ; 254.072 ; 256 ; 5.792.320 ; 89 ; 1.173.067 ; 1.876 ; 9.559.314 ; 2.228 ; 16.778.773 ; 1.228 ; 15.647.513 ; 57 ; 1.708.976 ; 1.285 ; 17.356.490 ; 3.513 ; 34.135.262 ;
110;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 132 ; 348.204 ; 930 ; 16.472.599 ; 1.062 ; 16.820.802 ; 1.783 ; 16.297.138 ; 21 ; 201.619 ; 1.804 ; 16.498.758 ; 2.866 ; 33.319.560 ;
111;04.902.979;BANCO DA AMAZONIA S.A.; 149 ; 12.858.517 ; 42 ; 1.806.585 ; 63 ; 739.931 ; 158 ; 1.158.525 ; 412 ; 16.563.557 ; 12 ; 2.806.823 ; 79 ; 13.431.613 ; 91 ; 16.238.436 ; 503 ; 32.801.993 ;
112;59.285.411;BANCO PAN S.A.; 9 ; 2.079.645 ;;; 22 ; 1.512.100 ; 87 ; 1.961.809 ; 118 ; 5.553.554 ; 2 ; 871.434 ; 13 ; 26.350.000 ; 15 ; 27.221.434 ; 133 ; 32.774.989 ;
113;33.042.151;BANCO DE LA NACION ARGENTINA; 16 ; 4.707.689 ; 15 ; 470.480 ; 1.042 ; 1.101.237 ; 249 ; 453.249 ; 1.322 ; 6.732.655 ; 17 ; 10.401.417 ; 26 ; 15.221.435 ; 43 ; 25.622.852 ; 1.365 ; 32.355.507 ;
114;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 42 ; 108.744 ; 124 ; 1.847.140 ; 1.513 ; 2.019.394 ; 5.469 ; 10.906.894 ; 7.148 ; 14.882.172 ; 823 ; 13.046.143 ; 45 ; 2.404.910 ; 868 ; 15.451.053 ; 8.016 ; 30.333.225 ;
115;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 84 ; 1.766.597 ; 118 ; 528.180 ; 364 ; 12.593.600 ; 566 ; 14.888.377 ; 669 ; 14.265.120 ; 12 ; 373.592 ; 681 ; 14.638.712 ; 1.247 ; 29.527.089 ;
116;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 2 ; 200.000 ; 95 ; 1.440.536 ; 124 ; 2.155.829 ; 1.672 ; 10.599.730 ; 1.893 ; 14.396.094 ; 491 ; 11.584.427 ; 36 ; 1.858.629 ; 527 ; 13.443.056 ; 2.420 ; 27.839.150 ;
117;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 387 ; 1.944.716 ; 881 ; 12.873.306 ; 1.268 ; 14.818.021 ; 679 ; 10.961.719 ; 9 ; 73.373 ; 688 ; 11.035.092 ; 1.956 ; 25.853.113 ;
118;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 13 ; 117.971 ; 695 ; 2.089.651 ; 1.521 ; 12.404.229 ; 2.229 ; 14.611.851 ; 923 ; 10.539.570 ; 6 ; 90.862 ; 929 ; 10.630.431 ; 3.158 ; 25.242.283 ;
119;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 4 ; 75.947 ; 393 ; 1.703.452 ; 1.302 ; 12.247.316 ; 1.699 ; 14.026.715 ; 673 ; 10.612.519 ; 44 ; 130.267 ; 717 ; 10.742.786 ; 2.416 ; 24.769.501 ;
120;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 43 ; 1.570.507 ; 218 ; 3.796.072 ; 1.216 ; 8.683.396 ; 1.477 ; 14.049.975 ; 17 ; 6.850.986 ; 4 ; 3.813.879 ; 21 ; 10.664.865 ; 1.498 ; 24.714.841 ;
121;07.679.404;BANCO TOPÁZIO S.A.; 5 ; 2.693.652 ; 53 ; 3.664.502 ; 104 ; 2.172.855 ; 209 ; 4.107.789 ; 371 ; 12.638.798 ; 32 ; 6.708.388 ; 13 ; 3.853.510 ; 45 ; 10.561.898 ; 416 ; 23.200.696 ;
122;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 13 ; 342.037 ; 273 ; 11.401.545 ; 286 ; 11.743.581 ; 239 ; 11.224.857 ; 7 ; 156.291 ; 246 ; 11.381.148 ; 532 ; 23.124.729 ;
123;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 24 ; 638.830 ; 234 ; 9.646.704 ; 40 ; 417.073 ; 408 ; 858.607 ; 706 ; 11.561.214 ; 370 ; 10.454.209 ; 50 ; 1.004.950 ; 420 ; 11.459.159 ; 1.126 ; 23.020.373 ;
124;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 137.224 ; 1.980 ; 11.168.726 ; 59 ; 53.793 ; 2.041 ; 11.359.743 ; 9 ; 36.268 ; 110 ; 11.014.078 ; 119 ; 11.050.346 ; 2.160 ; 22.410.088 ;
125;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 7 ; 56.427 ; 92 ; 2.430.426 ; 394 ; 2.483.278 ; 998 ; 6.876.971 ; 1.491 ; 11.847.102 ; 778 ; 7.648.153 ; 93 ; 860.872 ; 871 ; 8.509.025 ; 2.362 ; 20.356.127 ;
126;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 7.300 ; 291 ; 852.626 ; 587 ; 7.988.297 ; 879 ; 8.848.222 ; 481 ; 7.192.673 ; 18 ; 60.081 ; 499 ; 7.252.754 ; 1.378 ; 16.100.976 ;
127;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 5.694 ; 2.074.030 ; 9.114 ; 7.703.713 ; 14.808 ; 9.777.743 ; 164 ; 5.540.721 ; 1 ; 31.004 ; 165 ; 5.571.725 ; 14.973 ; 15.349.468 ;
128;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 558 ; 5.404.804 ; 713 ; 6.772.640 ; 1.271 ; 12.177.444 ; 736 ; 2.239.105 ; 48 ; 877.751 ; 784 ; 3.116.856 ; 2.055 ; 15.294.300 ;
129;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 5 ; 47.090 ; 20 ; 518.533 ; 92 ; 1.108.628 ; 640 ; 6.880.184 ; 757 ; 8.554.435 ; 331 ; 6.446.348 ; 34 ; 175.586 ; 365 ; 6.621.934 ; 1.122 ; 15.176.369 ;
130;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 944 ; 1.381.071 ; 4.114 ; 8.256.706 ; 5.058 ; 9.637.777 ; 117 ; 5.418.611 ;;; 117 ; 5.418.611 ; 5.175 ; 15.056.389 ;
131;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 106 ; 153.052 ; 807 ; 6.761.992 ; 913 ; 6.915.044 ; 1.002 ; 7.031.010 ; 10 ; 422.483 ; 1.012 ; 7.453.493 ; 1.925 ; 14.368.537 ;
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 489 ; 4.898.763 ; 590 ; 5.707.109 ; 1.079 ; 10.605.873 ; 230 ; 2.047.410 ; 67 ; 1.286.656 ; 297 ; 3.334.067 ; 1.376 ; 13.939.939 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 2 ; 4.520 ; 1.559 ; 784.427 ; 4.750 ; 4.671.057 ; 6.311 ; 5.460.004 ; 223 ; 4.102.791 ; 10 ; 192.636 ; 233 ; 4.295.427 ; 6.544 ; 9.755.431 ;
134;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 78.512 ; 11 ; 141.392 ; 388 ; 279.957 ; 2.609 ; 4.674.125 ; 3.010 ; 5.173.987 ; 656 ; 4.405.553 ; 4 ; 33.512 ; 660 ; 4.439.064 ; 3.670 ; 9.613.051 ;
135;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 458 ; 2.029.337 ; 603 ; 3.793.718 ; 1.061 ; 5.823.055 ; 173 ; 2.088.452 ; 6 ; 255.000 ; 179 ; 2.343.452 ; 1.240 ; 8.166.507 ;
136;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 54 ; 399.022 ; 19 ; 306.280 ; 288 ; 1.381.034 ; 1.245 ; 2.899.564 ; 1.606 ; 4.985.900 ; 226 ; 2.147.011 ; 38 ; 736.020 ; 264 ; 2.883.031 ; 1.870 ; 7.868.930 ;
137;14.388.334;PARANÁ BANCO S.A.; 9 ; 1.549.953 ; 2 ; 840.930 ;;; 15 ; 89.010 ; 26 ; 2.479.893 ; 1 ; 2.500.000 ; 3 ; 2.300.000 ; 4 ; 4.800.000 ; 30 ; 7.279.893 ;
138;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 370 ; 1.415.720 ; 666 ; 3.466.868 ; 1.036 ; 4.882.587 ; 228 ; 2.067.697 ;;; 228 ; 2.067.697 ; 1.264 ; 6.950.285 ;
139;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 16 ; 373.654 ; 37 ; 790.512 ; 5 ; 8.374 ; 110 ; 2.252.420 ; 168 ; 3.424.961 ; 76 ; 3.015.670 ; 14 ; 357.300 ; 90 ; 3.372.970 ; 258 ; 6.797.931 ;
140;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 347 ; 1.131.183 ; 492 ; 3.169.949 ; 839 ; 4.301.131 ; 238 ; 2.107.214 ; 1 ; 20.000 ; 239 ; 2.127.214 ; 1.078 ; 6.428.346 ;
141;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 39 ; 2.321.041 ; 4 ; 74.747 ; 29 ; 98.252 ; 224 ; 687.171 ; 296 ; 3.181.211 ; 35 ; 656.467 ; 23 ; 1.947.578 ; 58 ; 2.604.045 ; 354 ; 5.785.256 ;
142;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 44 ; 1.605.178 ; 27 ; 301.079 ; 206 ; 971.644 ; 278 ; 2.879.533 ; 212 ; 2.612.337 ; 20 ; 290.764 ; 232 ; 2.903.101 ; 510 ; 5.782.634 ;
143;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 318 ; 155.870 ; 368 ; 1.069.224 ; 686 ; 1.225.094 ; 98 ; 2.698.070 ; 42 ; 1.779.000 ; 140 ; 4.477.070 ; 826 ; 5.702.165 ;
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 717 ; 2.363.774 ; 690 ; 2.332.208 ; 1.407 ; 4.695.983 ; 61 ; 203.941 ; 24 ; 351.124 ; 85 ; 555.064 ; 1.492 ; 5.251.047 ;
145;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 278 ; 1.737.633 ; 350 ; 2.302.285 ; 628 ; 4.039.918 ; 98 ; 726.144 ; 17 ; 160.150 ; 115 ; 886.294 ; 743 ; 4.926.212 ;
146;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 2.652 ; 1.141.503 ; 2.689 ; 2.015.324 ; 5.341 ; 3.156.827 ; 139 ; 1.096.782 ; 13 ; 215.184 ; 152 ; 1.311.966 ; 5.493 ; 4.468.793 ;
147;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 3 ; 535.081 ; 112 ; 378.984 ; 18 ; 854.228 ; 133 ; 1.768.294 ; 4 ; 2.220.000 ; 1 ; 200.000 ; 5 ; 2.420.000 ; 138 ; 4.188.294 ;
148;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 277 ; 208 ; 181.463 ; 1.443 ; 2.073.870 ; 1.652 ; 2.255.610 ; 232 ; 1.910.564 ; 3 ; 10.147 ; 235 ; 1.920.711 ; 1.887 ; 4.176.321 ;
149;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 3.165 ; 1.137.891 ; 2.572 ; 2.052.003 ; 5.737 ; 3.189.893 ; 68 ; 921.528 ;;; 68 ; 921.528 ; 5.805 ; 4.111.421 ;
150;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 53 ; 105.642 ; 289 ; 1.985.398 ; 342 ; 2.091.040 ; 312 ; 1.898.601 ; 6 ; 4.664 ; 318 ; 1.903.265 ; 660 ; 3.994.305 ;
151;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 7 ; 77.802 ; 15 ; 270.288 ; 21 ; 1.030.000 ; 57 ; 1.064.243 ; 100 ; 2.442.333 ; 1 ; 1.000.000 ; 1 ; 500.000 ; 2 ; 1.500.000 ; 102 ; 3.942.333 ;
152;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 355 ; 983.945 ; 492 ; 1.730.548 ; 847 ; 2.714.493 ; 159 ; 747.817 ; 1 ; 6.442 ; 160 ; 754.259 ; 1.007 ; 3.468.752 ;
153;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 4 ; 218.644 ; 92 ; 950.810 ; 363 ; 544.288 ; 459 ; 1.713.741 ; 145 ; 607.412 ; 41 ; 801.813 ; 186 ; 1.409.225 ; 645 ; 3.122.966 ;
154;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 171 ; 143.731 ; 1.052 ; 1.557.150 ; 1.223 ; 1.700.881 ; 167 ; 1.408.547 ;;; 167 ; 1.408.547 ; 1.390 ; 3.109.428 ;
155;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 250 ; 112.118 ; 665 ; 1.493.622 ; 915 ; 1.605.740 ; 116 ; 1.356.616 ;;; 116 ; 1.356.616 ; 1.031 ; 2.962.355 ;
156;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 34.786 ; 65 ; 523.090 ; 36 ; 387.497 ; 130 ; 472.550 ; 234 ; 1.417.923 ; 42 ; 953.957 ; 70 ; 569.881 ; 112 ; 1.523.838 ; 346 ; 2.941.761 ;
157;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 1 ; 14.910 ; 20 ; 144.983 ; 19 ; 154.356 ; 111 ; 1.062.169 ; 151 ; 1.376.418 ; 108 ; 1.138.121 ; 8 ; 102.399 ; 116 ; 1.240.520 ; 267 ; 2.616.938 ;
158;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S/A;;;;; 8 ; 170.668 ; 23 ; 22.508 ; 31 ; 193.176 ;;; 2 ; 2.368.570 ; 2 ; 2.368.570 ; 33 ; 2.561.746 ;
