Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JANEIRO / 2016;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
43;58.616.418;BANCO FIBRA S.A.; 119 ; 32.067.621 ; 225 ; 21.494.091 ; 29 ; 37.226.220 ; 125 ; 49.025.150 ; 498 ; 139.813.081 ; 34 ; 33.409.232 ; 32 ; 24.387.962 ; 66 ; 57.797.194 ; 564 ; 197.610.275 ;;;;
44;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 44 ; 44.494.659 ; 29 ; 49.557.807 ; 420 ; 6.031.168 ; 493 ; 100.083.634 ; 35 ; 39.637.454 ; 4 ; 38.653.519 ; 39 ; 78.290.973 ; 532 ; 178.374.608 ;;;;
45;33.923.798;BANCO MÁXIMA S.A.; 26 ; 399.404 ; 151 ; 4.677.979 ; 49 ; 2.436.565 ; 104 ; 1.696.120 ; 330 ; 9.210.068 ; 76 ; 79.433.268 ; 287 ; 75.906.405 ; 363 ; 155.339.673 ; 693 ; 164.549.740 ;;;;
46;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 68 ; 1.837.987 ; 425 ; 11.205.876 ; 993 ; 13.153.818 ; 1.658 ; 27.539.645 ; 3.144 ; 53.737.325 ; 1.580 ; 57.800.411 ; 260 ; 33.900.503 ; 1.840 ; 91.700.914 ; 4.984 ; 145.438.239 ;;;;
47;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 47 ; 12.696.521 ; 43 ; 2.698.093 ; 17 ; 19.425.765 ; 41 ; 915.824 ; 148 ; 35.736.203 ; 6 ; 21.954.250 ; 27 ; 49.378.970 ; 33 ; 71.333.220 ; 181 ; 107.069.423 ;;;;
48;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 13 ; 8.511.176 ; 25 ; 17.184.627 ; 43 ; 20.703.808 ; 59 ; 9.842.278 ; 140 ; 56.241.888 ; 15 ; 19.453.445 ; 11 ; 23.661.998 ; 26 ; 43.115.443 ; 166 ; 99.357.331 ;;;;
49;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 10 ; 143.716 ; 80 ; 1.181.793 ; 337 ; 3.890.286 ; 902 ; 9.439.560 ; 1.329 ; 14.655.355 ; 1.273 ; 38.701.097 ; 297 ; 31.874.397 ; 1.570 ; 70.575.494 ; 2.899 ; 85.230.849 ;;;;
50;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 8 ; 35.443.117 ; 8 ; 39.760.088 ; 20 ; 422.975 ; 36 ; 75.626.180 ; 9 ; 2.517.812 ; 3 ; 6.373.000 ; 12 ; 8.890.812 ; 48 ; 84.516.992 ;;;;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 99 ; 2.321.205 ; 968 ; 19.849.655 ; 989 ; 8.487.477 ; 2.243 ; 16.429.886 ; 4.299 ; 47.088.223 ; 431 ; 30.307.788 ; 146 ; 4.867.519 ; 577 ; 35.175.306 ; 4.876 ; 82.263.530 ;;;;
52;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 55 ; 15.344.049 ; 37 ; 28.543.138 ; 92 ; 43.887.186 ; 20 ; 25.200.000 ; 23 ; 12.063.991 ; 43 ; 37.263.991 ; 135 ; 81.151.177 ;;;;
53;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 48 ; 504.679 ; 100 ; 393.449 ; 148 ; 898.128 ; 208 ; 39.719.316 ; 118 ; 39.831.637 ; 326 ; 79.550.953 ; 474 ; 80.449.081 ;;;;
54;60.889.128;BANCO SOFISA S.A.; 105 ; 30.358.488 ; 61 ; 5.148.098 ; 16 ; 1.852.017 ; 81 ; 1.993.837 ; 263 ; 39.352.440 ; 9 ; 4.265.602 ; 15 ; 36.240.223 ; 24 ; 40.505.825 ; 287 ; 79.858.265 ;;;;
55;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 39 ; 761.166 ; 107 ; 1.282.154 ; 1.322 ; 11.826.863 ; 3.321 ; 35.082.011 ; 4.789 ; 48.952.195 ; 495 ; 24.374.735 ; 10 ; 578.149 ; 505 ; 24.952.884 ; 5.294 ; 73.905.079 ;;;;
56;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 66 ; 1.270.180 ; 765 ; 18.612.873 ; 581 ; 9.469.059 ; 1.449 ; 14.482.100 ; 2.861 ; 43.834.212 ; 462 ; 24.896.460 ; 33 ; 2.522.119 ; 495 ; 27.418.579 ; 3.356 ; 71.252.791 ;;;;
57;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 2 ; 31.954 ; 133 ; 3.578.080 ; 35 ; 31.253.707 ; 291 ; 6.637.023 ; 461 ; 41.500.764 ; 134 ; 5.920.236 ; 255 ; 23.163.296 ; 389 ; 29.083.532 ; 850 ; 70.584.296 ;;;;
58;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 1 ; 1.908 ; 23 ; 180.551 ; 457 ; 18.064.556 ; 787 ; 33.439.248 ; 1.268 ; 51.686.264 ; 433 ; 16.790.348 ; 152 ; 1.624.237 ; 585 ; 18.414.585 ; 1.853 ; 70.100.849 ;;;;
59;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.;;; 4 ; 93.309 ; 40 ; 26.160.521 ; 24 ; 11.575.288 ; 68 ; 37.829.118 ; 11 ; 8.542.576 ; 19 ; 23.169.442 ; 30 ; 31.712.018 ; 98 ; 69.541.136 ;;;;
60;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 25 ; 554.473 ; 143 ; 2.776.552 ; 712 ; 5.809.713 ; 2.012 ; 9.004.434 ; 2.892 ; 18.145.172 ; 1.105 ; 27.130.849 ; 414 ; 21.410.490 ; 1.519 ; 48.541.339 ; 4.411 ; 66.686.511 ;;;;
61;59.118.133;BANCO LUSO BRASILEIRO S.A.; 26 ; 5.825.922 ; 86 ; 18.078.038 ; 28 ; 1.098.070 ; 269 ; 7.706.696 ; 409 ; 32.708.726 ; 158 ; 25.761.197 ; 48 ; 6.901.883 ; 206 ; 32.663.080 ; 615 ; 65.371.806 ;;;;
62;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 2 ; 6.554 ; 669 ; 14.814.508 ; 1.679 ; 31.475.659 ; 2.350 ; 46.296.721 ; 1.278 ; 17.121.858 ; 43 ; 1.235.415 ; 1.321 ; 18.357.274 ; 3.671 ; 64.653.994 ;;;;
63;03.532.415;BANCO ABN AMRO S.A.; 22 ; 28.845.055 ;;; 2 ; 401.888 ; 12 ; 1.259.254 ; 36 ; 30.506.197 ; 3 ; 3.170.000 ; 20 ; 30.760.000 ; 23 ; 33.930.000 ; 59 ; 64.436.197 ;;;;
64;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 23 ; 582.125 ; 667 ; 19.283.720 ; 368 ; 4.073.806 ; 992 ; 9.243.659 ; 2.050 ; 33.183.311 ; 944 ; 26.801.162 ; 121 ; 2.912.176 ; 1.065 ; 29.713.338 ; 3.115 ; 62.896.648 ;;;;
65;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 589 ; 21.476.699 ; 291 ; 12.412.602 ; 69 ; 711.621 ; 169 ; 1.261.447 ; 1.118 ; 35.862.368 ; 27 ; 7.730.000 ; 51 ; 16.300.000 ; 78 ; 24.030.000 ; 1.196 ; 59.892.368 ;;;;
66;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 80 ; 2.698.193 ; 527 ; 16.838.244 ; 295 ; 5.579.263 ; 609 ; 6.316.751 ; 1.511 ; 31.432.451 ; 205 ; 19.940.755 ; 37 ; 5.101.392 ; 242 ; 25.042.148 ; 1.753 ; 56.474.599 ;;;;
67;03.609.817;BANCO CARGILL S.A.; 23 ; 17.975.643 ; 2 ; 30.011 ; 7 ; 7.807.150 ; 10 ; 10.501.346 ; 42 ; 36.314.151 ; 1 ; 1.000.000 ; 3 ; 16.250.000 ; 4 ; 17.250.000 ; 46 ; 53.564.151 ;;;;
68;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 87 ; 15.225.778 ; 81 ; 8.919.020 ; 40 ; 998.702 ; 147 ; 6.913.197 ; 355 ; 32.056.697 ; 15 ; 9.188.848 ; 12 ; 9.339.818 ; 27 ; 18.528.665 ; 382 ; 50.585.363 ;;;;
69;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 363 ; 16.075.046 ; 249 ; 6.902.556 ; 115 ; 1.329.735 ; 168 ; 9.808.827 ; 895 ; 34.116.165 ; 23 ; 7.716.990 ; 13 ; 8.341.320 ; 36 ; 16.058.310 ; 931 ; 50.174.475 ;;;;
70;61.024.352;BANCO INDUSVAL S.A.; 59 ; 8.096.802 ; 174 ; 12.417.606 ; 19 ; 612.790 ; 72 ; 3.150.944 ; 324 ; 24.278.142 ; 23 ; 11.353.574 ; 14 ; 13.003.078 ; 37 ; 24.356.653 ; 361 ; 48.634.794 ;;;;
71;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 6 ; 38.840 ; 329 ; 16.804.367 ; 68 ; 617.825 ; 401 ; 3.341.472 ; 804 ; 20.802.504 ; 472 ; 21.845.366 ; 21 ; 2.336.787 ; 493 ; 24.182.153 ; 1.297 ; 44.984.657 ;;;;
72;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 5 ; 159.472 ; 819 ; 4.487.060 ; 1.176 ; 9.276.142 ; 2.000 ; 13.922.674 ; 981 ; 16.349.226 ; 60 ; 11.576.636 ; 1.041 ; 27.925.862 ; 3.041 ; 41.848.536 ;;;;
73;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 6 ; 444.739 ; 4 ; 379.891 ; 21 ; 544.764 ; 34 ; 8.601.779 ; 65 ; 9.971.173 ; 19 ; 8.771.879 ; 11 ; 22.965.794 ; 30 ; 31.737.674 ; 95 ; 41.708.846 ;;;;
