Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas - Acumulado Janeiro-Julho/2025;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
37;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 630 ; 453.571.737 ; 2.617 ; 855.671.103 ; 268 ; 159.508.309 ; 765 ; 136.241.789 ; 4.280 ; 1.604.992.938 ; 527 ; 3.913.832.376 ; 546 ; 3.486.689.489 ; 1.073 ; 7.400.521.865 ; 5.353 ; 9.005.514.803 ;
38;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE C MBIO - PRUDENCIAL; 1.223 ; 2.182.271.172 ; 5.096 ; 262.313.257 ; 240.659 ; 419.008.067 ; 252.932 ; 1.535.847.926 ; 499.910 ; 4.399.440.422 ; 7.794 ; 1.298.239.931 ; 8.016 ; 2.105.918.073 ; 15.810 ; 3.404.158.004 ; 515.720 ; 7.803.598.426 ;
39;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;JP MORGAN CHASE - PRUDENCIAL; -   ; -   ; -   ; -   ; 158 ; 3.464.360.884 ; 188 ; 120.863.091 ; 346 ; 3.585.223.975 ; 63 ; 232.882.153 ; 52 ; 3.577.784.660 ; 115 ; 3.810.666.813 ; 461 ; 7.395.890.788 ;
40;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 655 ; 29.898.895 ; 4.620 ; 182.017.535 ; 1.082.353 ; 2.256.611.432 ; 36.140 ; 755.585.156 ; 1.123.768 ; 3.224.113.018 ; 9.086 ; 1.387.479.186 ; 35.675 ; 2.744.803.918 ; 44.761 ; 4.132.283.104 ; 1.168.529 ; 7.356.396.122 ;
41;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 4 ; 127.935.000 ; 1 ; 21.709 ; 109 ; 1.120.207.076 ; 600 ; 2.309.782.293 ; 714 ; 3.557.946.078 ; 60 ; 1.803.768.592 ; 62 ; 1.818.511.633 ; 122 ; 3.622.280.225 ; 836 ; 7.180.226.303 ;
42;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 4 ; 55.000.000 ; 20 ; 12.365.369 ; 1.182 ; 1.248.092.332 ; 1.885 ; 881.931.952 ; 3.091 ; 2.197.389.653 ; 342 ; 1.831.693.942 ; 532 ; 2.220.756.000 ; 874 ; 4.052.449.942 ; 3.965 ; 6.249.839.595 ;
43;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 66 ; 5.286.096 ; 383 ; 144.721.619 ; 2.727 ; 428.187.758 ; 4.596 ; 2.148.752.569 ; 7.772 ; 2.726.948.042 ; 558 ; 2.419.709.711 ; 131 ; 571.661.419 ; 689 ; 2.991.371.130 ; 8.461 ; 5.718.319.172 ;
44;33.987.793;BANCO DE INVESTIMENTOS UBS (BRASIL) S.A.;UBS (BRASIL) - PRUDENCIAL; -   ; -   ; -   ; -   ; 345 ; 1.406.580.303 ; 1.061 ; 2.033.513.409 ; 1.406 ; 3.440.093.712 ; 100 ; 1.381.711.906 ; 85 ; 744.415.895 ; 185 ; 2.126.127.801 ; 1.591 ; 5.566.221.513 ;
45;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 4.092 ; 1.340.908.104 ; 6.521 ; 414.911.542 ; 2.505 ; 305.538.808 ; 3.176 ; 145.409.212 ; 16.294 ; 2.206.767.666 ; 264 ; 395.898.287 ; 727 ; 1.479.913.096 ; 991 ; 1.875.811.383 ; 17.285 ; 4.082.579.049 ;
46;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 1.050 ; 1.116.399.129 ; 814 ; 1.176.899.325 ; 1.864 ; 2.293.298.454 ; 296 ; 773.090.755 ; 392 ; 712.597.698 ; 688 ; 1.485.688.453 ; 2.552 ; 3.778.986.907 ;
47;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 299 ; 633.692.100 ; 3.738 ; 650.412.988 ; 246 ; 107.302.009 ; 2.937 ; 344.903.265 ; 7.220 ; 1.736.310.362 ; 199 ; 1.091.172.083 ; 199 ; 803.780.880 ; 398 ; 1.894.952.963 ; 7.618 ; 3.631.263.325 ;
48;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 589 ; 63.124.005 ; 681 ; 46.668.838 ; 37.169 ; 1.387.832.242 ; 2.114 ; 121.703.591 ; 40.553 ; 1.619.328.676 ; 951 ; 290.287.823 ; 1.887 ; 1.572.938.923 ; 2.838 ; 1.863.226.746 ; 43.391 ; 3.482.555.422 ;
49;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECON MICA FEDERAL - PRUDENCIAL; 683 ; 294.772.879 ; 559 ; 27.382.018 ; 49.263 ; 1.054.802.262 ; 13.607 ; 324.076.133 ; 64.112 ; 1.701.033.292 ; 910 ; 299.613.655 ; 973 ; 1.256.583.376 ; 1.883 ; 1.556.197.031 ; 65.995 ; 3.257.230.323 ;
50;10.690.848;BANCO DA CHINA BRASIL S.A.;BANK OF CHINA (BRASIL) - PRUDENCIAL; 211 ; 469.064.122 ; 104 ; 46.915.944 ; 797 ; 238.027.515 ; 576 ; 237.107.805 ; 1.688 ; 991.115.386 ; 534 ; 700.173.570 ; 632 ; 1.123.158.179 ; 1.166 ; 1.823.331.749 ; 2.854 ; 2.814.447.135 ;
51;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 91.500 ; 191.163.268 ; 686.804 ; 1.374.009.080 ; 778.304 ; 1.565.172.348 ; 1.659 ; 1.183.801.017 ; 5 ; 1.329.780 ; 1.664 ; 1.185.130.797 ; 779.968 ; 2.750.303.145 ;
52;07.450.604;BANK OF CHINA (BRASIL) BANCO MÚLTIPLO S/A;BANK OF CHINA (BRASIL) - PRUDENCIAL; 221 ; 466.345.051 ; 479 ; 203.978.195 ; 157 ; 220.353.072 ; 718 ; 193.295.352 ; 1.575 ; 1.083.971.670 ; 292 ; 541.905.190 ; 276 ; 869.909.061 ; 568 ; 1.411.814.251 ; 2.143 ; 2.495.785.921 ;
53;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 105 ; 526.692.276 ; 6 ; 39.000 ; 64 ; 50.003.566 ; 409 ; 274.414.628 ; 584 ; 851.149.470 ; 23 ; 484.504.970 ; 86 ; 1.012.662.276 ; 109 ; 1.497.167.246 ; 693 ; 2.348.316.716 ;
54;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 320 ; 477.090.082 ; -   ; -   ; 361 ; 105.288.447 ; 17 ; 512.142 ; 698 ; 582.890.671 ; 1 ; 2.234.800 ; 39 ; 1.738.863.560 ; 40 ; 1.741.098.360 ; 738 ; 2.323.989.031 ;
55;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 447 ; 31.905.155 ; 1.910 ; 6.978.426 ; 623.457 ; 749.425.767 ; 1.774.393 ; 646.466.337 ; 2.400.207 ; 1.434.775.685 ; 53 ; 135.897.730 ; 57 ; 244.784.175 ; 110 ; 380.681.905 ; 2.400.317 ; 1.815.457.590 ;
56;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 7.049 ; 406.243.978 ; 10.978 ; 443.812.720 ; 7.629 ; 158.677.165 ; 3.327 ; 288.983.749 ; 28.983 ; 1.297.717.612 ; 125 ; 299.548.332 ; 63 ; 148.309.210 ; 188 ; 447.857.542 ; 29.171 ; 1.745.575.154 ;
57;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 1.209 ; 34.128.128 ; 18.824 ; 341.614.858 ; 11.963 ; 213.253.350 ; 19.896 ; 320.537.679 ; 51.892 ; 909.534.015 ; 2.573 ; 572.859.301 ; 431 ; 162.880.082 ; 3.004 ; 735.739.383 ; 54.896 ; 1.645.273.398 ;
58;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 8 ; 80.917.228 ; 160 ; 8.768.920 ; 110 ; 477.467.281 ; 205 ; 330.358.025 ; 483 ; 897.511.454 ; 67 ; 135.691.757 ; 33 ; 355.083.706 ; 100 ; 490.775.463 ; 583 ; 1.388.286.917 ;
59;60.889.128;BANCO SOFISA S.A.;SOFISA - PRUDENCIAL; 1.601 ; 368.806.688 ; 1.274 ; 94.924.563 ; 133 ; 34.542.403 ; 1.142 ; 118.207.921 ; 4.150 ; 616.481.575 ; 65 ; 202.534.600 ; 73 ; 408.940.189 ; 138 ; 611.474.789 ; 4.288 ; 1.227.956.364 ;
60;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 185 ; 11.911.813 ; 5.374 ; 240.660.864 ; 1.748 ; 164.142.533 ; 3.646 ; 190.877.773 ; 10.953 ; 607.592.983 ; 2.043 ; 413.742.481 ; 485 ; 158.241.949 ; 2.528 ; 571.984.430 ; 13.481 ; 1.179.577.413 ;
61;92.894.922;BANCO ORIGINAL S.A.;ORIGINAL - PRUDENCIAL; 22 ; 54.461.854 ; 443 ; 248.534.671 ; 158 ; 118.505.821 ; 534 ; 171.869.135 ; 1.157 ; 593.371.481 ; 58 ; 399.418.222 ; 34 ; 152.415.021 ; 92 ; 551.833.243 ; 1.249 ; 1.145.204.724 ;
62;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;ICBC DO BRASIL BM S.A. - PRUDENCIAL; 20 ; 100.000.000 ; 30 ; 57.675.996 ; 68 ; 10.445.359 ; 113 ; 99.668.762 ; 231 ; 267.790.117 ; 129 ; 451.192.560 ; 98 ; 394.547.126 ; 227 ; 845.739.686 ; 458 ; 1.113.529.803 ;
