Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Set/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
64;92.856.905;ADVANCED CORRETORA DE C∂MBIO LTDA; 636 ; 17.205.734 ; 10.553 ; 328.299.253 ; 6.173 ; 84.336.003 ; 22.238 ; 211.291.131 ; 39.600 ; 641.132.121 ; 4.666 ; 466.252.121 ; 493 ; 27.338.065 ; 5.159,0 ; 493.590.186 ; 44.759 ; 1.134.722.307 ;
65;61.024.352;BANCO INDUSVAL S.A.; 577 ; 281.680.938 ; 328 ; 45.305.640 ; 140 ; 5.949.930 ; 715 ; 64.081.033 ; 1.760 ; 397.017.541 ; 270 ; 269.956.157 ; 429 ; 337.403.204 ; 699,0 ; 607.359.361 ; 2.459 ; 1.004.376.902 ;
66;61.186.680;BANCO BMG S.A.; 11 ; 33.308.063 ;;; 4 ; 8.285.507 ; 90 ; 441.303.740 ; 105 ; 482.897.310 ; 27 ; 455.658.215 ; 12 ; 58.308.063 ; 39,0 ; 513.966.278 ; 144 ; 996.863.588 ;
67;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 27 ; 1.116.979 ; 541 ; 12.941.126 ; 2.692 ; 14.101.375 ; 13.123 ; 123.074.318 ; 16.383 ; 151.233.798 ; 6.976 ; 468.762.094 ; 640 ; 348.000.225 ; 7.616,0 ; 816.762.320 ; 23.999 ; 967.996.118 ;
68;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 359 ; 7.118.621 ; 7.851 ; 212.458.790 ; 5.529 ; 87.132.242 ; 22.818 ; 267.002.744 ; 36.557 ; 573.712.397 ; 3.320 ; 388.061.679 ; 28 ; 2.750.513 ; 3.348,0 ; 390.812.192 ; 39.905 ; 964.524.589 ;
69;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 88 ; 5.880.161 ; 2.072 ; 49.009.680 ; 3.416 ; 16.204.411 ; 16.535 ; 214.083.592 ; 22.111 ; 285.177.843 ; 9.425 ; 458.160.345 ; 5.075 ; 216.496.260 ; 14.500,0 ; 674.656.605 ; 36.611 ; 959.834.448 ;
70;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 8 ; 158.491 ; 277 ; 3.303.446 ; 3.763 ; 114.249.185 ; 10.589 ; 428.389.121 ; 14.637 ; 546.100.242 ; 5.546 ; 370.707.951 ; 2.048 ; 37.580.760 ; 7.594,0 ; 408.288.711 ; 22.231 ; 954.388.954 ;
71;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 21 ; 660.550 ; 71 ; 1.182.007 ; 1.105 ; 13.761.059 ; 3.682 ; 74.767.240 ; 4.879 ; 90.370.856 ; 6.735 ; 456.691.197 ; 1.544 ; 396.041.672 ; 8.279,0 ; 852.732.870 ; 13.158 ; 943.103.726 ;
72;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.085 ; 4.420.360 ; 21.799 ; 464.209.854 ; 22.884 ; 468.630.214 ; 3.588 ; 465.311.949 ; 44 ; 1.180.032 ; 3.632,0 ; 466.491.981 ; 26.516 ; 935.122.195 ;
73;92.894.922;BANCO ORIGINAL S.A.; 76 ; 291.112.169 ; 124 ; 56.024.374 ; 2 ; 5.001.000 ; 331 ; 34.094.852 ; 533 ; 386.232.395 ; 51 ; 204.469.766 ; 52 ; 290.668.632 ; 103,0 ; 495.138.399 ; 636 ; 881.370.793 ;
74;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 589.368 ; 206 ; 223.275.916 ; 124 ; 139.851.153 ; 1.413 ; 87.488.771 ; 1.748 ; 451.205.207 ; 216 ; 291.630.000 ; 48 ; 121.576.684 ; 264,0 ; 413.206.684 ; 2.012 ; 864.411.892 ;
75;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 409 ; 22.263.471 ; 8.431 ; 19.662.873 ; 21.062 ; 198.746.759 ; 29.902 ; 240.673.103 ; 8.769 ; 389.452.720 ; 897 ; 189.143.728 ; 9.666,0 ; 578.596.448 ; 39.568 ; 819.269.551 ;
76;03.532.415;BANCO ABN AMRO S.A.; 76 ; 396.878.160 ;;; 12 ; 8.498.588 ; 32 ; 5.134.556 ; 120 ; 410.511.304 ; 4 ; 2.102.000 ; 95 ; 402.246.000 ; 99,0 ; 404.348.000 ; 219 ; 814.859.304 ;
77;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 415 ; 16.086.892 ; 7.939 ; 276.324.450 ; 2.985 ; 71.709.506 ; 9.979 ; 98.194.134 ; 21.318 ; 462.314.982 ; 2.398 ; 309.330.922 ; 54 ; 22.453.702 ; 2.452,0 ; 331.784.624 ; 23.770 ; 794.099.605 ;
78;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 5.517 ; 296.488.392 ; 2.460 ; 107.371.726 ; 1.090 ; 23.787.932 ; 3.201 ; 19.725.450 ; 12.268 ; 447.373.499 ; 169 ; 73.802.706 ; 693 ; 266.283.542 ; 862,0 ; 340.086.249 ; 13.130 ; 787.459.747 ;
79;60.889.128;BANCO SOFISA S.A.; 1.272 ; 270.021.292 ; 794 ; 47.492.568 ; 180 ; 17.791.669 ; 994 ; 61.634.872 ; 3.240 ; 396.940.402 ; 128 ; 23.746.830 ; 70 ; 201.699.826 ; 198,0 ; 225.446.657 ; 3.438 ; 622.387.058 ;
80;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.511 ; 159.669.559 ; 2.560 ; 94.129.993 ; 1.032 ; 38.579.078 ; 1.918 ; 120.565.460 ; 8.021 ; 412.944.091 ; 185 ; 110.219.870 ; 117 ; 93.084.647 ; 302,0 ; 203.304.517 ; 8.323 ; 616.248.608 ;
81;59.285.411;BANCO PAN S.A.; 139 ; 172.312.621 ;;; 49 ; 1.981.712 ; 235 ; 96.810.098 ; 423 ; 271.104.430 ; 5 ; 131.687.545 ; 91 ; 168.440.000 ; 96,0 ; 300.127.545 ; 519 ; 571.231.975 ;
82;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 535 ; 216.548.055 ; 724 ; 9.134.804 ; 5.187 ; 57.508.893 ; 6.446 ; 283.191.753 ; 220 ; 274.999.961 ; 5 ; 11.049.538 ; 225,0 ; 286.049.499 ; 6.671 ; 569.241.251 ;
83;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 55 ; 1.003.219 ; 2.521 ; 109.351.913 ; 824 ; 5.085.088 ; 33.240 ; 168.459.768 ; 36.640 ; 283.899.987 ; 6.130 ; 276.806.326 ; 37 ; 5.115.522 ; 6.167,0 ; 281.921.848 ; 42.807 ; 565.821.835 ;
84;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 968 ; 41.228.173 ; 649 ; 771.598 ; 6.721 ; 241.009.653 ; 8.338 ; 283.009.423 ; 955 ; 281.563.376 ; 2 ; 168.304 ; 957,0 ; 281.731.680 ; 9.295 ; 564.741.104 ;
85;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 4.127 ; 218.918.822 ; 23 ; 804.666 ; 2.308 ; 60.074.961 ; 6.458 ; 279.798.450 ; 2.037 ; 279.785.909 ; 12 ; 1.346.829 ; 2.049,0 ; 281.132.737 ; 8.507 ; 560.931.187 ;
86;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 658 ; 158.706.609 ; 1.055 ; 80.543.839 ; 73 ; 31.073.896 ; 481 ; 26.111.388 ; 2.267 ; 296.435.732 ; 388 ; 86.454.065 ; 292 ; 169.250.973 ; 680,0 ; 255.705.039 ; 2.947 ; 552.140.770 ;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 238 ; 172.917.772 ; 323 ; 39.696.688 ; 161 ; 2.828.733 ; 365 ; 42.520.750 ; 1.087 ; 257.963.944 ; 146 ; 102.356.571 ; 171 ; 190.012.989 ; 317,0 ; 292.369.560 ; 1.404 ; 550.333.504 ;
88;10.690.848;BANCO DA CHINA BRASIL S.A.; 49 ; 100.802.276 ; 120 ; 24.681.254 ; 120 ; 134.866.734 ; 235 ; 6.555.564 ; 524 ; 266.905.828 ; 55 ; 29.753.067 ; 96 ; 234.312.335 ; 151,0 ; 264.065.402 ; 675 ; 530.971.231 ;
89;02.318.507;BANCO KEB DO BRASIL S.A.; 5 ; 1.300.189 ; 145 ; 74.099.799 ; 327 ; 121.589.707 ; 2.254 ; 91.931.230 ; 2.731 ; 288.920.924 ; 140 ; 131.193.755 ; 61 ; 88.254.665 ; 201,0 ; 219.448.420 ; 2.932 ; 508.369.344 ;
90;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 171 ; 24.953.405 ; 382 ; 161.579.069 ; 364 ; 44.378.521 ; 920 ; 237.794.295 ; 213 ; 84.345.935 ; 179 ; 183.534.341 ; 392,0 ; 267.880.276 ; 1.312 ; 505.674.571 ;
91;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 35 ; 19.133.395 ; 141 ; 33.889.483 ; 126 ; 71.053.730 ; 580 ; 140.549.384 ; 882 ; 264.625.992 ; 185 ; 159.416.222 ; 84 ; 76.465.659 ; 269,0 ; 235.881.881 ; 1.151 ; 500.507.873 ;
92;07.679.404;BANCO TOPµZIO S.A.; 122 ; 12.030.527 ; 37 ; 409.042 ; 41 ; 3.955.713 ; 822 ; 234.279.867 ; 1.022 ; 250.675.149 ; 406 ; 230.052.175 ; 52 ; 11.407.377 ; 458,0 ; 241.459.552 ; 1.480 ; 492.134.701 ;
93;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 107 ; 1.663.510 ; 4.388 ; 113.541.956 ; 1.963 ; 29.027.632 ; 11.362 ; 116.147.313 ; 17.820 ; 260.380.411 ; 3.609 ; 215.294.102 ; 159 ; 16.275.200 ; 3.768,0 ; 231.569.302 ; 21.588 ; 491.949.713 ;
94;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 57 ; 37.892.731 ; 137 ; 25.735.205 ; 53 ; 14.773.449 ; 547 ; 7.917.248 ; 794 ; 86.318.632 ; 70 ; 187.022.531 ; 43 ; 206.264.270 ; 113,0 ; 393.286.801 ; 907 ; 479.605.434 ;
95;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 262 ; 5.635.674 ; 6.448 ; 145.399.382 ; 1.147 ; 25.519.942 ; 5.821 ; 58.106.195 ; 13.678 ; 234.661.193 ; 2.685 ; 174.388.928 ; 27 ; 2.034.693 ; 2.712,0 ; 176.423.621 ; 16.390 ; 411.084.814 ;
96;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 54 ; 1.058.570 ; 3.673 ; 16.746.970 ; 8.783 ; 192.311.584 ; 12.510 ; 210.117.123 ; 5.301 ; 177.736.059 ; 56 ; 1.113.392 ; 5.357,0 ; 178.849.451 ; 17.867 ; 388.966.575 ;
97;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 5 ; 65.369 ; 410 ; 5.953.971 ; 3.415 ; 12.974.020 ; 13.668 ; 149.473.753 ; 17.498 ; 168.467.113 ; 6.384 ; 174.760.163 ; 330 ; 32.245.814 ; 6.714,0 ; 207.005.977 ; 24.212 ; 375.473.090 ;
98;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 58 ; 320.644 ; 210 ; 562.660 ; 49.850 ; 144.286.317 ; 50.120 ; 145.260.726 ; 2.241 ; 144.689.749 ; 9 ; 698.242 ; 2.250,0 ; 145.387.991 ; 52.370 ; 290.648.717 ;
99;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 153 ; 2.643.043 ; 2.480 ; 55.799.646 ; 844 ; 12.160.696 ; 5.880 ; 74.838.331 ; 9.357 ; 145.441.716 ; 4.940 ; 130.451.840 ; 532 ; 14.654.119 ; 5.472,0 ; 145.105.959 ; 14.829 ; 290.547.675 ;
100;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 391 ; 644.976 ; 1.948 ; 57.102.101 ; 2.339 ; 57.747.077 ; 2.475 ; 141.185.623 ; 587 ; 84.727.946 ; 3.062,0 ; 225.913.570 ; 5.401 ; 283.660.647 ;
101;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 1.141 ; 9.312.265 ; 3.528 ; 47.802.004 ; 4.670 ; 57.176.730 ; 1.465 ; 132.258.227 ; 367 ; 93.643.005 ; 1.832,0 ; 225.901.232 ; 6.502 ; 283.077.962 ;
102;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 302 ; 4.786.735 ; 2.063 ; 2.644.822 ; 15.840 ; 40.611.795 ; 18.208 ; 48.251.718 ; 2.243 ; 137.639.922 ; 439 ; 95.152.024 ; 2.682,0 ; 232.791.946 ; 20.890 ; 281.043.664 ;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 103 ; 978.905 ; 2.783 ; 58.972.104 ; 630 ; 10.207.172 ; 4.306 ; 70.614.544 ; 7.822 ; 140.772.725 ; 7.095 ; 122.328.021 ; 97 ; 3.945.288 ; 7.192,0 ; 126.273.309 ; 15.014 ; 267.046.034 ;
104;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 1.917 ; 93.794.275 ; 53 ; 927.985 ; 830 ; 28.416.852 ; 2.807 ; 123.310.361 ; 1.481 ; 121.800.684 ; 12 ; 675.376 ; 1.493,0 ; 122.476.060 ; 4.300 ; 245.786.421 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 222 ; 4.611.815 ; 3.215 ; 7.893.945 ; 12.744 ; 87.328.098 ; 16.181 ; 99.833.857 ; 2.774 ; 108.882.088 ; 266 ; 24.895.393 ; 3.040,0 ; 133.777.482 ; 19.221 ; 233.611.339 ;
106;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 3 ; 30.704 ; 593 ; 44.199.884 ; 581 ; 20.710.508 ; 1.177 ; 64.941.096 ; 300 ; 71.918.995 ; 626 ; 93.013.491 ; 926,0 ; 164.932.486 ; 2.103 ; 229.873.582 ;
107;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 264 ; 5.316.469 ; 1.474 ; 28.994.250 ; 861 ; 12.025.686 ; 5.897 ; 78.142.257 ; 8.496 ; 124.478.661 ; 2.652 ; 95.145.939 ; 125 ; 5.356.438 ; 2.777,0 ; 100.502.377 ; 11.273 ; 224.981.038 ;
108;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 47 ; 1.945.694 ; 764 ; 1.545.834 ; 6.851 ; 97.955.063 ; 7.662 ; 101.446.590 ; 2.803 ; 101.019.603 ; 37 ; 2.613.887 ; 2.840,0 ; 103.633.490 ; 10.502 ; 205.080.080 ;
109;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 77 ; 2.652.884 ; 13 ; 327.721 ; 855 ; 86.653.154 ; 945 ; 89.633.759 ; 2.941 ; 89.641.031 ; 24 ; 651.602 ; 2.965,0 ; 90.292.633 ; 3.910 ; 179.926.392 ;
110;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 27 ; 411.436 ; 1.033 ; 31.366.200 ; 757 ; 2.399.425 ; 3.433 ; 31.167.597 ; 5.250 ; 65.344.657 ; 2.411 ; 79.586.985 ; 279 ; 19.747.134 ; 2.690,0 ; 99.334.119 ; 7.940 ; 164.678.776 ;
111;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 141 ; 5.394.328 ; 1.760 ; 45.897.715 ; 823 ; 3.951.913 ; 5.277 ; 33.878.816 ; 8.001 ; 89.122.772 ; 3.747 ; 71.119.973 ; 31 ; 811.217 ; 3.778,0 ; 71.931.190 ; 11.779 ; 161.053.962 ;
112;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 4 ; 40.413 ; 4.744 ; 7.162.677 ; 10.367 ; 78.021.935 ; 15.119 ; 85.533.420 ; 2.055 ; 71.505.303 ; 188 ; 738.029 ; 2.243,0 ; 72.243.332 ; 17.362 ; 157.776.752 ;
113;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 875 ; 23.742.110 ; 1.299 ; 10.640.842 ; 17.598 ; 45.671.335 ; 19.778 ; 80.238.998 ; 2.024 ; 66.093.473 ; 275 ; 7.442.957 ; 2.299,0 ; 73.536.430 ; 22.077 ; 153.775.428 ;
114;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 16 ; 454.962 ; 691 ; 18.482.141 ; 619 ; 21.058.803 ; 5.532 ; 50.880.615 ; 6.858 ; 90.876.521 ; 1.241 ; 54.157.473 ; 96 ; 6.375.196 ; 1.337,0 ; 60.532.669 ; 8.195 ; 151.409.190 ;
115;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 2 ; 32.542 ; 1.857 ; 58.347.347 ; 87 ; 832.098 ; 4.223 ; 14.761.558 ; 6.169 ; 73.973.545 ; 2.297 ; 73.212.155 ; 61 ; 949.410 ; 2.358,0 ; 74.161.565 ; 8.527 ; 148.135.110 ;
116;04.902.979;BANCO DA AMAZONIA S.A.; 300 ; 45.891.430 ; 260 ; 19.995.771 ; 181 ; 3.999.326 ; 449 ; 3.794.642 ; 1.190 ; 73.681.169 ; 59 ; 21.597.480 ; 117 ; 45.915.400 ; 176,0 ; 67.512.880 ; 1.366 ; 141.194.049 ;
117;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 569 ; 28.389.389 ; 49 ; 137.365 ; 1.019 ; 24.677.224 ; 1.637 ; 53.203.978 ; 1.810 ; 62.174.732 ; 84 ; 9.265.947 ; 1.894,0 ; 71.440.679 ; 3.531 ; 124.644.657 ;
118;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 1.016 ; 5.446.912 ; 3.283 ; 49.837.484 ; 4.299 ; 55.284.396 ; 2.616 ; 56.954.462 ; 158 ; 12.395.324 ; 2.774,0 ; 69.349.786 ; 7.073 ; 124.634.182 ;
119;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 151 ; 30.848.231 ; 185 ; 6.029.931 ; 47 ; 17.208.142 ; 102 ; 6.421.333 ; 485 ; 60.507.637 ; 17 ; 8.228.508 ; 48 ; 44.645.748 ; 65,0 ; 52.874.256 ; 550 ; 113.381.893 ;
120;33.042.151;BANCO DE LA NACION ARGENTINA; 49 ; 23.690.108 ; 63 ; 3.045.275 ; 2.831 ; 4.043.509 ; 786 ; 1.163.437 ; 3.729 ; 31.942.329 ; 43 ; 27.068.265 ; 77 ; 54.311.375 ; 120,0 ; 81.379.639 ; 3.849 ; 113.321.968 ;
121;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.747 ; 4.126.264 ; 6.280 ; 55.822.441 ; 8.027 ; 59.948.705 ; 3.471 ; 51.929.071 ; 19 ; 99.151 ; 3.490,0 ; 52.028.222 ; 11.517 ; 111.976.927 ;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 12 ; 334.466 ; 221 ; 5.198.226 ; 516 ; 3.963.486 ; 6.404 ; 47.243.352 ; 7.153 ; 56.739.530 ; 905 ; 49.821.420 ; 15 ; 942.432 ; 920,0 ; 50.763.852 ; 8.073 ; 107.503.383 ;
123;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 58 ; 16.602.007 ; 37 ; 1.315.992 ; 181 ; 21.951.338 ; 103 ; 1.800.247 ; 379 ; 41.669.584 ; 27 ; 17.053.120 ; 67 ; 48.571.754 ; 94,0 ; 65.624.874 ; 473 ; 107.294.458 ;
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 44 ; 322.879 ; 1.055 ; 689.380 ; 10.235 ; 28.539.207 ; 11.334 ; 29.551.466 ; 1.963 ; 45.938.172 ; 163 ; 17.693.095 ; 2.126,0 ; 63.631.267 ; 13.460 ; 93.182.732 ;
125;59.118.133;BANCO LUSO BRASILEIRO S.A.; 13 ; 3.274.265 ; 92 ; 6.787.404 ; 81 ; 20.995.966 ; 221 ; 13.275.829 ; 407 ; 44.333.464 ; 134 ; 22.238.204 ; 80 ; 26.558.422 ; 214,0 ; 48.796.626 ; 621 ; 93.130.090 ;
126;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 2.193 ; 17.691.451 ; 4.157 ; 44.840.918 ; 6.351 ; 62.539.769 ; 1.199 ; 28.721.285 ; 32 ; 1.587.018 ; 1.231,0 ; 30.308.303 ; 7.582 ; 92.848.072 ;
127;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
128;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 102 ; 2.914.530 ; 504 ; 10.628.895 ; 845 ; 2.089.556 ; 10.044 ; 25.719.743 ; 11.495 ; 41.352.722 ; 1.357 ; 32.983.858 ; 33 ; 1.476.479 ; 1.390,0 ; 34.460.336 ; 12.885 ; 75.813.058 ;
129;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 1.337 ; 3.371.330 ; 4.193 ; 35.049.398 ; 5.530 ; 38.420.728 ; 2.228 ; 33.546.151 ; 85 ; 1.782.516 ; 2.313,0 ; 35.328.667 ; 7.843 ; 73.749.395 ;
130;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 1 ; 4.650 ; 54 ; 845.283 ; 1.053 ; 3.499.277 ; 4.619 ; 29.548.710 ; 5.727 ; 33.897.920 ; 2.009 ; 27.668.471 ; 47 ; 606.750 ; 2.056,0 ; 28.275.221 ; 7.783 ; 62.173.141 ;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 21 ; 34.061 ; 2.364 ; 1.494.639 ; 19.600 ; 28.687.499 ; 21.985 ; 30.216.198 ; 835 ; 28.661.570 ; 37 ; 1.284.947 ; 872,0 ; 29.946.517 ; 22.857 ; 60.162.715 ;
132;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 1.019 ; 2.402.030 ; 3.075 ; 28.565.036 ; 4.094 ; 30.967.066 ; 1.857 ; 26.244.816 ; 2 ; 50.000 ; 1.859,0 ; 26.294.816 ; 5.953 ; 57.261.882 ;
133;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 261.414 ; 253 ; 2.807.322 ; 343 ; 4.861.733 ; 3.219 ; 23.041.202 ; 3.823 ; 30.971.670 ; 1.743 ; 21.961.906 ; 96 ; 1.218.825 ; 1.839,0 ; 23.180.731 ; 5.662 ; 54.152.401 ;
134;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 20 ; 14.310.000 ; 5 ; 95.192 ; 3 ; 35.252 ; 71 ; 14.191.493 ; 99 ; 28.631.938 ; 6 ; 12.743.944 ; 9 ; 12.742.830 ; 15,0 ; 25.486.774 ; 114 ; 54.118.711 ;
135;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 670 ; 1.137.092 ; 3.916 ; 25.950.978 ; 4.594 ; 27.301.629 ; 727 ; 25.310.815 ; 15 ; 246.221 ; 742,0 ; 25.557.035 ; 5.336 ; 52.858.664 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 170 ; 163.699 ; 3.297 ; 24.465.909 ; 3.467 ; 24.629.609 ; 1.403 ; 24.747.957 ; 30 ; 422.322 ; 1.433,0 ; 25.170.279 ; 4.900 ; 49.799.887 ;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 7.114 ; 2.839.286 ; 20.653 ; 22.644.236 ; 27.767 ; 25.483.522 ; 469 ; 20.236.777 ; 3 ; 187.867 ; 472,0 ; 20.424.644 ; 28.239 ; 45.908.166 ;
138;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 38 ; 679.041 ; 566 ; 15.030.048 ; 63 ; 428.411 ; 1.597 ; 6.732.115 ; 2.264 ; 22.869.614 ; 1.243 ; 21.456.907 ; 45 ; 807.501 ; 1.288,0 ; 22.264.408 ; 3.552 ; 45.134.022 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 4.147 ; 2.894.266 ; 11.781 ; 21.700.402 ; 15.934 ; 24.607.830 ; 327 ; 19.577.546 ;;; 327,0 ; 19.577.546 ; 16.261 ; 44.185.376 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 830 ; 2.357.433 ; 2.689 ; 21.381.911 ; 3.519 ; 23.739.344 ; 867 ; 19.094.766 ; 2 ; 2.598 ; 869,0 ; 19.097.364 ; 4.388 ; 42.836.708 ;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 3.043 ; 3.334.521 ; 2.488 ; 17.443.617 ; 5.531 ; 20.778.138 ; 758 ; 14.127.689 ;;; 758,0 ; 14.127.689 ; 6.289 ; 34.905.827 ;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 178 ; 1.185.669 ; 52 ; 1.790.126 ; 840 ; 3.524.156 ; 5.407 ; 14.121.213 ; 6.477 ; 20.621.165 ; 867 ; 12.187.844 ; 24 ; 979.612 ; 891,0 ; 13.167.456 ; 7.368 ; 33.788.621 ;
143;14.388.334;PARANµ BANCO S.A.; 13 ; 10.621.439 ;;; 1 ; 665 ; 16 ; 4.414.241 ; 30 ; 15.036.345 ; 4 ; 4.750.000 ; 12 ; 10.620.000 ; 16,0 ; 15.370.000 ; 46 ; 30.406.345 ;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 6 ; 36.928 ; 112 ; 211.787 ; 6.098 ; 12.903.834 ; 6.216 ; 13.152.549 ; 950 ; 12.815.489 ; 13 ; 112.413 ; 963,0 ; 12.927.902 ; 7.179 ; 26.080.451 ;
