Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em FEVEREIRO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
76;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 20 ; 7.577.032 ; 29 ; 19.949.129 ; 49 ; 27.526.160 ; 24 ; 19.960.000 ; 11 ; 7.555.000 ; 35 ; 27.515.000 ; 84 ; 55.041.160 ;;;;
77;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 4 ; 18.750.000 ; 7 ; 637.518 ; 7 ; 123.793 ; 12 ; 1.195.531 ; 30 ; 20.706.841 ; 11 ; 6.716.489 ; 15 ; 26.217.194 ; 26 ; 32.933.684 ; 56 ; 53.640.525 ;;;;
78;02.318.507;BANCO KEB DO BRASIL S.A.;;; 18 ; 8.513.736 ; 32 ; 12.067.669 ; 230 ; 10.047.689 ; 280 ; 30.629.095 ; 20 ; 13.290.000 ; 6 ; 6.850.000 ; 26 ; 20.140.000 ; 306 ; 50.769.095 ;;;;
79;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 1 ; 20.000.000 ; 1 ; 19.457 ; 4 ; 5.070.975 ; 5 ; 4.616 ; 11 ; 25.095.048 ;;; 3 ; 25.070.000 ; 3 ; 25.070.000 ; 14 ; 50.165.048 ;;;;
80;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 18 ; 492.877 ; 713 ; 16.878.381 ; 119 ; 2.451.671 ; 633 ; 7.309.514 ; 1.483 ; 27.132.443 ; 312 ; 21.683.749 ; 7 ; 460.061 ; 319 ; 22.143.809 ; 1.802 ; 49.276.252 ;;;;
81;59.285.411;BANCO PANAMERICANO S.A.; 17 ; 19.535.427 ;;; 10 ; 78.951 ; 29 ; 998.210 ; 56 ; 20.612.587 ;;; 16 ; 27.800.000 ; 16 ; 27.800.000 ; 72 ; 48.412.587 ;;;;
82;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 9 ; 86.801 ; 390 ; 9.994.204 ; 202 ; 2.193.935 ; 1.096 ; 12.415.935 ; 1.697 ; 24.690.874 ; 461 ; 20.903.238 ; 17 ; 780.405 ; 478 ; 21.683.643 ; 2.175 ; 46.374.517 ;;;;
83;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 204 ; 11.053.082 ; 216 ; 7.646.720 ; 95 ; 2.444.876 ; 217 ; 11.848.409 ; 732 ; 32.993.088 ; 16 ; 8.570.678 ; 9 ; 2.492.232 ; 25 ; 11.062.910 ; 757 ; 44.055.998 ;;;;
84;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 79 ; 10.061.383 ; 117 ; 11.144.829 ; 11 ; 107.436 ; 56 ; 593.673 ; 263 ; 21.907.319 ; 47 ; 11.846.408 ; 28 ; 10.257.008 ; 75 ; 22.103.416 ; 338 ; 44.010.736 ;;;;
85;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 7 ; 32.923 ; 33 ; 70.596 ; 7.640 ; 21.036.343 ; 7.680 ; 21.139.862 ; 265 ; 21.031.091 ; 1 ; 150.000 ; 266 ; 21.181.091 ; 7.946 ; 42.320.954 ;;;;
86;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 7 ; 345.821 ; 378 ; 1.471.828 ; 760 ; 20.495.812 ; 1.145 ; 22.313.461 ; 533 ; 19.451.599 ; 9 ; 146.614 ; 542 ; 19.598.213 ; 1.687 ; 41.911.674 ;;;;
87;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.;;;;; 210 ; 8.383.548 ; 122 ; 17.886.753 ; 332 ; 26.270.301 ; 106 ; 12.903.270 ; 3 ; 230.000 ; 109 ; 13.133.270 ; 441 ; 39.403.571 ;;;;
88;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 4 ; 1.272.222 ; 17 ; 2.381.219 ; 12 ; 2.354.911 ; 66 ; 12.375.399 ; 99 ; 18.383.750 ; 38 ; 15.653.483 ; 14 ; 5.155.271 ; 52 ; 20.808.753 ; 151 ; 39.192.504 ;;;;
89;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 22 ; 13.205.127 ; 8 ; 857.383 ; 121 ; 5.791.816 ; 151 ; 19.854.326 ; 22 ; 18.770.000 ; 1 ; 500.000 ; 23 ; 19.270.000 ; 174 ; 39.124.326 ;;;;
90;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 181 ; 594.083 ; 312 ; 18.351.414 ; 493 ; 18.945.496 ; 257 ; 17.856.770 ; 4 ; 206.268 ; 261 ; 18.063.037 ; 754 ; 37.008.534 ;;;;
91;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 35 ; 478.747 ; 328 ; 956.466 ; 1.379 ; 15.034.161 ; 1.742 ; 16.469.374 ; 653 ; 17.283.028 ; 25 ; 2.721.070 ; 678 ; 20.004.098 ; 2.420 ; 36.473.472 ;;;;
92;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 13 ; 503.463 ; 41 ; 12.737.694 ; 48 ; 4.749.890 ; 102 ; 17.991.047 ; 25 ; 5.146.012 ; 17 ; 12.647.552 ; 42 ; 17.793.564 ; 144 ; 35.784.612 ;;;;
93;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 226 ; 11.172.970 ; 4 ; 584 ; 121 ; 3.187.696 ; 351 ; 14.361.250 ; 405 ; 17.419.158 ; 15 ; 3.044.264 ; 420 ; 20.463.421 ; 771 ; 34.824.671 ;;;;
94;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 8 ; 9.066.657 ; 23 ; 7.388.492 ; 2 ; 70.803 ; 99 ; 504.841 ; 132 ; 17.030.792 ; 8 ; 7.843.608 ; 4 ; 9.003.986 ; 12 ; 16.847.594 ; 144 ; 33.878.386 ;;;;
95;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 12 ; 262.186 ; 241 ; 5.930.805 ; 93 ; 1.386.832 ; 660 ; 8.848.095 ; 1.006 ; 16.427.919 ; 549 ; 14.743.139 ; 56 ; 1.566.523 ; 605 ; 16.309.661 ; 1.611 ; 32.737.580 ;;;;
96;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 22 ; 7.312.506 ; 32 ; 3.716.057 ; 18 ; 123.752 ; 31 ; 2.224.091 ; 103 ; 13.376.406 ; 11 ; 9.004.490 ; 14 ; 9.701.325 ; 25 ; 18.705.815 ; 128 ; 32.082.221 ;;;;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 10 ; 73.460 ; 290 ; 7.112.259 ; 74 ; 1.026.266 ; 423 ; 7.365.176 ; 797 ; 15.577.161 ; 823 ; 13.741.737 ; 11 ; 361.198 ; 834 ; 14.102.935 ; 1.631 ; 29.680.095 ;;;;
98;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 18 ; 546.733 ; 168 ; 4.155.505 ; 95 ; 1.554.028 ; 686 ; 9.472.197 ; 967 ; 15.728.463 ; 337 ; 12.710.644 ; 17 ; 1.017.105 ; 354 ; 13.727.749 ; 1.321 ; 29.456.212 ;;;;
99;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 182 ; 9.784.009 ; 2 ; 2.148 ; 178 ; 3.898.541 ; 362 ; 13.684.698 ; 157 ; 13.889.380 ; 2 ; 212.782 ; 159 ; 14.102.162 ; 521 ; 27.786.860 ;;;;
100;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 59.722 ; 40 ; 668.307 ; 191 ; 241.333 ; 1.549 ; 3.536.334 ; 1.781 ; 4.505.695 ; 241 ; 13.345.293 ; 39 ; 9.445.713 ; 280 ; 22.791.006 ; 2.061 ; 27.296.701 ;;;;
101;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 12 ; 130.411 ; 291 ; 984.639 ; 1.318 ; 9.018.538 ; 1.621 ; 10.133.588 ; 381 ; 10.366.184 ; 23 ; 2.189.195 ; 404 ; 12.555.379 ; 2.025 ; 22.688.967 ;;;;
102;07.679.404;BANCO TOPµZIO S.A.; 10 ; 1.050.654 ; 3 ; 20.087 ; 5 ; 305.062 ; 115 ; 11.026.811 ; 133 ; 12.402.614 ; 43 ; 9.927.000 ; 1 ; 190.000 ; 44 ; 10.117.000 ; 177 ; 22.519.614 ;;;;
103;10.690.848;BANCO DA CHINA BRASIL S.A.; 2 ; 346.542 ; 3 ; 68.510 ; 9 ; 10.255.542 ; 26 ; 230.278 ; 40 ; 10.900.873 ; 1 ; 150.000 ; 2 ; 10.310.000 ; 3 ; 10.460.000 ; 43 ; 21.360.873 ;;;;
104;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 143 ; 1.153.287 ; 369 ; 4.653.289 ; 512 ; 5.806.576 ; 143 ; 9.425.977 ; 37 ; 5.936.991 ; 180 ; 15.362.967 ; 692 ; 21.169.544 ;;;;
105;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 54 ; 162.899 ; 206 ; 5.369.631 ; 260 ; 5.532.530 ; 212 ; 10.297.800 ; 27 ; 5.099.703 ; 239 ; 15.397.503 ; 499 ; 20.930.033 ;;;;
106;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 74 ; 227.332 ; 370 ; 8.662.510 ; 444 ; 8.889.843 ; 200 ; 8.821.696 ; 4 ; 395.914 ; 204 ; 9.217.610 ; 648 ; 18.107.453 ;;;;
107;59.118.133;BANCO LUSO BRASILEIRO S.A.; 4 ; 139.547 ;;; 3 ; 8.474.675 ; 10 ; 420.917 ; 17 ; 9.035.138 ; 4 ; 423.700 ; 6 ; 8.551.144 ; 10 ; 8.974.844 ; 27 ; 18.009.982 ;;;;
108;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 71 ; 1.839.365 ; 76 ; 2.991.595 ; 552 ; 5.471.940 ; 699 ; 10.302.900 ; 137 ; 5.816.774 ; 14 ; 1.569.376 ; 151 ; 7.386.150 ; 850 ; 17.689.050 ;;;;
109;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 101 ; 3.278.518 ; 150 ; 863.635 ; 1.705 ; 4.120.970 ; 1.956 ; 8.263.123 ; 206 ; 7.216.152 ; 42 ; 531.753 ; 248 ; 7.747.905 ; 2.204 ; 16.011.029 ;;;;
110;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 9 ; 467.314 ; 164 ; 4.930.007 ; 48 ; 318.180 ; 336 ; 2.131.828 ; 557 ; 7.847.329 ; 282 ; 6.625.386 ; 4 ; 84.898 ; 286 ; 6.710.285 ; 843 ; 14.557.614 ;;;;
111;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 365 ; 564.596 ; 1.070 ; 6.746.415 ; 1.435 ; 7.311.011 ; 185 ; 6.182.565 ; 21 ; 70.979 ; 206 ; 6.253.545 ; 1.641 ; 13.564.556 ;;;;
112;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 50.000 ; 22 ; 328.986 ; 66 ; 144.636 ; 716 ; 5.371.172 ; 805 ; 5.894.793 ; 109 ; 5.454.253 ;;; 109 ; 5.454.253 ; 914 ; 11.349.046 ;;;;
113;04.902.979;BANCO DA AMAZONIA S.A.; 27 ; 3.564.385 ; 12 ; 330.721 ; 32 ; 959.764 ; 51 ; 696.487 ; 122 ; 5.551.358 ; 2 ; 942.012 ; 15 ; 4.300.930 ; 17 ; 5.242.942 ; 139 ; 10.794.300 ;;;;
114;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 165 ; 381.661 ; 523 ; 4.914.795 ; 688 ; 5.296.456 ; 323 ; 4.516.996 ; 1 ; 4.021 ; 324 ; 4.521.017 ; 1.012 ; 9.817.473 ;;;;
115;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 10.860 ; 78 ; 2.064.662 ; 71 ; 226.124 ; 318 ; 2.439.440 ; 468 ; 4.741.085 ; 209 ; 4.462.794 ; 28 ; 199.262 ; 237 ; 4.662.056 ; 705 ; 9.403.141 ;;;;
116;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 217 ; 1.952.181 ; 455 ; 4.409.080 ; 673 ; 6.368.661 ; 104 ; 2.324.844 ; 2 ; 11.179 ; 106 ; 2.336.023 ; 779 ; 8.704.684 ;;;;
117;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 106 ; 320.534 ; 330 ; 3.986.946 ; 436 ; 4.307.480 ; 257 ; 3.972.884 ; 11 ; 200.351 ; 268 ; 4.173.235 ; 704 ; 8.480.715 ;;;;
118;33.042.151;BANCO DE LA NACION ARGENTINA; 6 ; 2.114.830 ; 9 ; 1.223.520 ; 281 ; 434.400 ; 75 ; 105.940 ; 371 ; 3.878.690 ; 3 ; 1.470.000 ; 4 ; 2.550.000 ; 7 ; 4.020.000 ; 378 ; 7.898.690 ;;;;
119;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 4 ; 77.536 ; 2 ; 84.060 ; 7 ; 1.757.253 ; 8 ; 14.619 ; 21 ; 1.933.468 ; 2 ; 2.053.185 ; 3 ; 3.803.863 ; 5 ; 5.857.048 ; 26 ; 7.790.516 ;;;;
120;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 131 ; 2.857.752 ; 6 ; 51.947 ; 198 ; 680.848 ; 335 ; 3.590.546 ; 210 ; 3.554.233 ; 3 ; 50.173 ; 213 ; 3.604.406 ; 548 ; 7.194.952 ;;;;
121;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 5 ; 18.204 ; 113 ; 164.187 ; 994 ; 2.566.688 ; 1.112 ; 2.749.080 ; 216 ; 3.382.709 ; 14 ; 997.000 ; 230 ; 4.379.709 ; 1.342 ; 7.128.789 ;;;;
122;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 9 ; 333.694 ; 28 ; 719.612 ; 82 ; 123.674 ; 1.011 ; 2.296.406 ; 1.130 ; 3.473.386 ; 108 ; 2.618.626 ; 4 ; 274.721 ; 112 ; 2.893.347 ; 1.242 ; 6.366.733 ;;;;
123;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 9 ; 243.081 ; 2 ; 150.000 ; 124 ; 2.466.497 ; 135 ; 2.859.578 ; 124 ; 2.780.384 ; 5 ; 221.019 ; 129 ; 3.001.404 ; 264 ; 5.860.982 ;;;;
124;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 651 ; 294.569 ; 2.098 ; 2.858.917 ; 2.749 ; 3.153.486 ; 70 ; 2.569.642 ;;; 70 ; 2.569.642 ; 2.819 ; 5.723.128 ;;;;
125;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 140 ; 398.636 ; 347 ; 2.671.194 ; 487 ; 3.069.830 ; 199 ; 2.420.044 ; 8 ; 154.668 ; 207 ; 2.574.712 ; 694 ; 5.644.543 ;;;;
126;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 6 ; 2.350.000 ; 1 ; 69.115 ;;; 8 ; 270.727 ; 15 ; 2.689.842 ; 1 ; 74.294 ; 3 ; 2.574.828 ; 4 ; 2.649.122 ; 19 ; 5.338.963 ;;;;
127;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 2 ; 46.664 ; 26 ; 619.539 ;;; 70 ; 2.041.795 ; 98 ; 2.707.998 ; 67 ; 2.615.598 ;;; 67 ; 2.615.598 ; 165 ; 5.323.595 ;;;;
128;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 2 ; 10.707 ; 52 ; 1.854.517 ; 8 ; 4.952 ; 187 ; 705.780 ; 249 ; 2.575.956 ; 151 ; 2.544.659 ; 1 ; 10.000 ; 152 ; 2.554.659 ; 401 ; 5.130.615 ;;;;
129;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 257 ; 133.147 ; 1.798 ; 2.510.008 ; 2.055 ; 2.643.155 ; 90 ; 2.395.909 ;;; 90 ; 2.395.909 ; 2.145 ; 5.039.064 ;;;;
130;92.894.922;BANCO ORIGINAL S.A.; 3 ; 1.911.521 ;;;;; 8 ; 1.896.462 ; 11 ; 3.807.983 ; 2 ; 503.986 ; 2 ; 650.000 ; 4 ; 1.153.986 ; 15 ; 4.961.969 ;;;;
131;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 2 ; 60.213 ; 53 ; 69.083 ; 425 ; 2.466.211 ; 480 ; 2.595.507 ; 71 ; 2.344.570 ;;; 71 ; 2.344.570 ; 551 ; 4.940.078 ;;;;
132;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 25 ; 15.063 ; 329 ; 2.416.237 ; 354 ; 2.431.299 ; 124 ; 2.412.865 ;;; 124 ; 2.412.865 ; 478 ; 4.844.165 ;;;;
133;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;;;; 169 ; 542.495 ; 693 ; 2.371.817 ; 862 ; 2.914.312 ; 182 ; 1.876.034 ; 2 ; 23.108 ; 184 ; 1.899.141 ; 1.046 ; 4.813.453 ;;;;
134;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 237.793 ; 269 ; 2.237.454 ; 387 ; 2.475.246 ; 171 ; 2.000.978 ;;; 171 ; 2.000.978 ; 558 ; 4.476.224 ;;;;
135;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 11.334 ; 26 ; 414.010 ; 34 ; 355.086 ; 266 ; 1.493.893 ; 327 ; 2.274.322 ; 169 ; 1.752.604 ; 9 ; 212.464 ; 178 ; 1.965.068 ; 505 ; 4.239.391 ;;;;
136;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 10 ; 2.267.000 ;;; 10 ; 2.267.000 ;;; 7 ; 1.667.000 ; 7 ; 1.667.000 ; 17 ; 3.934.000 ;;;;
137;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 465 ; 307.845 ; 1.364 ; 2.137.973 ; 1.829 ; 2.445.817 ; 30 ; 1.330.819 ;;; 30 ; 1.330.819 ; 1.859 ; 3.776.636 ;;;;
138;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 10 ; 1.722.160 ; 21 ; 620.271 ; 4 ; 109.914 ; 9 ; 69.952 ; 44 ; 2.522.297 ;;; 3 ; 1.250.000 ; 3 ; 1.250.000 ; 47 ; 3.772.297 ;;;;
139;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 18 ; 111.475 ; 3 ; 10.778 ; 82 ; 358.212 ; 524 ; 1.548.502 ; 627 ; 2.028.967 ; 92 ; 1.220.815 ; 3 ; 75.479 ; 95 ; 1.296.294 ; 722 ; 3.325.261 ;;;;
140;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 426 ; 471.758 ; 415 ; 1.647.547 ; 841 ; 2.119.305 ; 71 ; 1.165.954 ;;; 71 ; 1.165.954 ; 912 ; 3.285.259 ;;;;
141;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 14 ; 15.753 ; 526 ; 1.146.439 ; 540 ; 1.162.192 ; 83 ; 1.155.530 ; 1 ; 3.000 ; 84 ; 1.158.530 ; 624 ; 2.320.722 ;;;;
142;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 83 ; 280.899 ; 213 ; 1.126.134 ; 296 ; 1.407.033 ; 52 ; 816.653 ;;; 52 ; 816.653 ; 348 ; 2.223.685 ;;;;
143;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 2 ; 3.971 ; 126 ; 1.090.728 ; 129 ; 1.104.755 ; 114 ; 1.097.605 ;;; 114 ; 1.097.605 ; 243 ; 2.202.360 ;;;;
144;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 514 ; 405.846 ; 751 ; 1.025.490 ; 1.265 ; 1.431.337 ; 40 ; 615.343 ;;; 40 ; 615.343 ; 1.305 ; 2.046.679 ;;;;
145;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 7 ; 259.492 ; 1 ; 47.884 ; 33 ; 677.164 ; 41 ; 984.539 ; 32 ; 945.633 ; 3 ; 61.513 ; 35 ; 1.007.146 ; 76 ; 1.991.684 ;;;;
146;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 48 ; 715.639 ; 2 ; 118.930 ; 23 ; 143.401 ; 74 ; 992.915 ; 51 ; 844.096 ; 2 ; 118.930 ; 53 ; 963.026 ; 127 ; 1.955.941 ;;;;
147;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 120 ; 87.020 ; 636 ; 949.756 ; 756 ; 1.036.776 ; 153 ; 895.374 ;;; 153 ; 895.374 ; 909 ; 1.932.149 ;;;;
148;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 71 ; 93.272 ; 161 ; 889.536 ; 232 ; 982.808 ; 89 ; 811.695 ;;; 89 ; 811.695 ; 321 ; 1.794.503 ;;;;
149;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 40 ; 22.627 ; 269 ; 750.362 ; 309 ; 772.989 ; 54 ; 709.870 ; 1 ; 41 ; 55 ; 709.910 ; 364 ; 1.482.899 ;;;;
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 30 ; 67.267 ; 363 ; 739.989 ; 393 ; 807.256 ; 60 ; 669.253 ;;; 60 ; 669.253 ; 453 ; 1.476.509 ;;;;
151;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 13 ; 10.423 ; 292 ; 674.844 ; 305 ; 685.268 ; 68 ; 678.517 ; 3 ; 1.332 ; 71 ; 679.849 ; 376 ; 1.365.117 ;;;;
152;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO;;;;; 2 ; 1.218.941 ; 3 ; 18.673 ; 5 ; 1.237.613 ;;;;; -   ; -   ; 5 ; 1.237.613 ;;;;
153;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 255 ; 192.811 ; 680 ; 606.115 ; 935 ; 798.926 ; 17 ; 388.446 ;;; 17 ; 388.446 ; 952 ; 1.187.371 ;;;;
154;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 60 ; 18.804 ; 696 ; 571.648 ; 756 ; 590.452 ; 95 ; 552.610 ;;; 95 ; 552.610 ; 851 ; 1.143.062 ;;;;
155;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 38 ; 567.279 ; 38 ; 567.279 ; 23 ; 567.279 ;;; 23 ; 567.279 ; 61 ; 1.134.558 ;;;;
156;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 3 ; 4.114 ;;; 11 ; 6.465 ; 38 ; 222.188 ; 52 ; 232.766 ; 2 ; 500.000 ;;; 2 ; 500.000 ; 54 ; 732.766 ;;;;
157;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.;;; 1 ; 19.755 ; 32 ; 70.191 ; 182 ; 305.530 ; 215 ; 395.475 ; 61 ; 261.119 ; 2 ; 11.201 ; 63 ; 272.320 ; 278 ; 667.795 ;;;;
158;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 15 ; 19.358 ; 129 ; 294.264 ; 144 ; 313.622 ; 41 ; 276.459 ;;; 41 ; 276.459 ; 185 ; 590.082 ;;;;
159;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 10 ; 105.751 ; 1 ; 21.000 ; 42 ; 178.599 ; 53 ; 305.351 ; 41 ; 265.117 ;;; 41 ; 265.117 ; 94 ; 570.468 ;;;;
160;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 29 ; 18.134 ; 65 ; 284.760 ; 94 ; 302.894 ; 44 ; 264.128 ; 1 ; 152 ; 45 ; 264.280 ; 139 ; 567.174 ;;;;
161;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 258 ; 143.267 ; 277 ; 253.958 ; 535 ; 397.225 ; 8 ; 90.517 ;;; 8 ; 90.517 ; 543 ; 487.742 ;;;;
162;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 1 ; 5 ; 3 ; 619 ; 4 ; 624 ;;; 1 ; 446.966 ; 1 ; 446.966 ; 5 ; 447.590 ;;;;
163;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 11 ; 24.846 ; 49 ; 172.111 ; 60 ; 196.957 ; 11 ; 112.037 ;;; 11 ; 112.037 ; 71 ; 308.994 ;;;;
164;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 5 ; 4.578 ; 22 ; 46.783 ; 27 ; 51.361 ; 5 ; 46.930 ;;; 5 ; 46.930 ; 32 ; 98.290 ;;;;
165;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 43 ; 64.334 ; 2 ; 10.467 ; 45 ; 74.801 ;;;;; -   ; -   ; 45 ; 74.801 ;;;;
166;14.388.334;PARANµ BANCO S.A.;;;;;;;;; -   ; -   ; 1 ; 50.000 ;;; 1 ; 50.000 ; 1 ; 50.000 ;;;;
167;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;;;; 6 ; 10.700 ; 6 ; 10.700 ; 6 ; 18.921 ;;; 6 ; 18.921 ; 12 ; 29.621 ;;;;
168;40.161.713;NSG POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 3 ; 13.400 ; 3 ; 13.400 ; 1 ; 13.400 ;;; 1 ; 13.400 ; 4 ; 26.800 ;;;;
