Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em OUTUBRO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
72;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 9 ; 159.326 ; 601 ; 39.148.051 ; 57 ; 450.541 ; 69 ; 1.083.267 ; 736 ; 40.841.185 ; 681 ; 42.386.383 ; 92 ; 2.765.012 ; 773 ; 45.151.395 ; 1.509 ; 85.992.580 ;;
73;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 42 ; 795.676 ; 477 ; 11.094.623 ; 362 ; 8.108.193 ; 367 ; 19.990.782 ; 1.248 ; 39.989.274 ; 715 ; 33.865.424 ; 300 ; 11.694.524 ; 1.015 ; 45.559.948 ; 2.263 ; 85.549.222 ;;
74;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 1 ; 95 ; 112 ; 92.293 ; 29.355 ; 11.555.765 ; 46.906 ; 33.734.869 ; 76.374 ; 45.383.022 ; 2.422 ; 24.384.657 ; 1.159 ; 2.590.219 ; 3.581 ; 26.974.876 ; 79.955 ; 72.357.898 ;;
75;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 8 ; 9.735.415 ; 11 ; 14.046.105 ; 4 ; 17.319.899 ; 30 ; 784.906 ; 53 ; 41.886.325 ; 1 ; 10.000.000 ; 2 ; 20.000.000 ; 3 ; 30.000.000 ; 56 ; 71.886.325 ;;
76;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 48 ; 1.125.056 ; 804 ; 23.773.599 ; 225 ; 2.816.899 ; 704 ; 8.031.528 ; 1.781 ; 35.747.082 ; 1.069 ; 31.516.047 ; 163 ; 3.671.329 ; 1.232 ; 35.187.376 ; 3.013 ; 70.934.458 ;;
77;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 2 ; 29.330 ; 184 ; 4.344.594 ; 31 ; 777.648 ; 299 ; 29.723.283 ; 516 ; 34.874.855 ; 332 ; 34.044.656 ; 13 ; 784.285 ; 345 ; 34.828.941 ; 861 ; 69.703.796 ;;
78;30.723.886;BANCO MODAL S.A.; 13 ; 13.258.875 ; 6 ; 42.529 ; 96 ; 13.056.661 ; 47 ; 13.187.170 ; 162 ; 39.545.235 ; 1 ; 10.000.000 ; 4 ; 17.053.000 ; 5 ; 27.053.000 ; 167 ; 66.598.235 ;;
79;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 19.015 ; 27 ; 12.503.043 ; 55 ; 2.202.936 ; 103 ; 19.162.288 ; 187 ; 33.887.282 ; 39 ; 30.546.055 ; 9 ; 1.092.143 ; 48 ; 31.638.198 ; 235 ; 65.525.480 ;;
80;03.609.817;BANCO CARGILL S.A.; 5 ; 7.813.579 ; -   ; -   ; 12 ; 21.858.633 ; 48 ; 10.685.758 ; 65 ; 40.357.970 ; -   ; -   ; 2 ; 25.000.000 ; 2 ; 25.000.000 ; 67 ; 65.357.970 ;;
81;59.118.133;BANCO LUSO BRASILEIRO S.A.; 41 ; 9.850.026 ; 105 ; 9.510.669 ; 27 ; 719.048 ; 163 ; 7.755.908 ; 336 ; 27.835.651 ; 156 ; 21.878.752 ; 59 ; 15.241.735 ; 215 ; 37.120.487 ; 551 ; 64.956.138 ;;
82;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 3 ; 214.396 ; 23 ; 12.777.911 ; 26 ; 12.992.307 ; 1 ; 50.000.000 ; -   ; -   ; 1 ; 50.000.000 ; 27 ; 62.992.307 ;;
83;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 180 ; 8.309.624 ; 360 ; 11.255.299 ; 142 ; 3.523.224 ; 64 ; 16.160.847 ; 746 ; 39.248.994 ; 9 ; 21.012.710 ; 1 ; 1.049.700 ; 10 ; 22.062.410 ; 756 ; 61.311.404 ;;
84;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 16 ; 13.867.651 ; 51 ; 3.999.794 ; 35 ; 317.064 ; 105 ; 3.257.509 ; 207 ; 21.442.018 ; 50 ; 11.928.444 ; 21 ; 19.381.407 ; 71 ; 31.309.851 ; 278 ; 52.751.869 ;;
85;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 9 ; 18.747.849 ; 8 ; 9.759.688 ; 9 ; 110.567 ; 67 ; 1.328.950 ; 93 ; 29.947.054 ; 6 ; 11.246.381 ; 6 ; 11.253.417 ; 12 ; 22.499.798 ; 105 ; 52.446.852 ;;
86;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 13 ; 1.907.950 ; 12 ; 114.268 ; -   ; -   ; 66 ; 23.895.277 ; 91 ; 25.917.495 ; 3 ; 18.000.000 ; 1 ; 2.500.000 ; 4 ; 20.500.000 ; 95 ; 46.417.495 ;;
87;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 93 ; 7.432.745 ; 310 ; 9.257.719 ; 593 ; 2.031.389 ; 2.020 ; 6.627.335 ; 3.016 ; 25.349.188 ; 620 ; 11.852.522 ; 83 ; 5.419.560 ; 703 ; 17.272.082 ; 3.719 ; 42.621.270 ;;
88;92.894.922;BANCO ORIGINAL S.A.; -   ; -   ; 3 ; 51.381 ; 54 ; 2.093.481 ; 98 ; 19.441.655 ; 155 ; 21.586.517 ; 5 ; 14.022.548 ; 3 ; 22.783 ; 8 ; 14.045.331 ; 163 ; 35.631.848 ;;
89;61.186.680;BANCO BMG S.A.; 5 ; 7.244.414 ; -   ; -   ; 8 ; 3.244.755 ; 54 ; 6.235.891 ; 67 ; 16.725.060 ; 1 ; 18.000.000 ; 2 ; 223.860 ; 3 ; 18.223.860 ; 70 ; 34.948.920 ;;
90;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 2 ; 135.162 ; 44 ; 1.051.066 ; 291 ; 15.411.107 ; 337 ; 16.597.335 ; 9 ; 15.437.259 ; 3 ; 836.065 ; 12 ; 16.273.324 ; 349 ; 32.870.659 ;;
91;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION; -   ; -   ; -   ; -   ; 13 ; 7.206.249 ; 24 ; 14.651.481 ; 37 ; 21.857.730 ; 6 ; 8.569.726 ; 1 ; 1.500.000 ; 7 ; 10.069.726 ; 44 ; 31.927.456 ;;
92;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 14 ; 3.308.182 ; 230 ; 6.326.895 ; 201 ; 968.416 ; 691 ; 8.749.178 ; 1.136 ; 19.352.671 ; 282 ; 11.515.580 ; 13 ; 726.583 ; 295 ; 12.242.163 ; 1.431 ; 31.594.834 ;;
93;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 3 ; 160.675 ; 52 ; 7.125.707 ; 70 ; 3.952.424 ; 153 ; 7.531.270 ; 278 ; 18.770.076 ; 63 ; 11.679.122 ; 16 ; 1.127.000 ; 79 ; 12.806.122 ; 357 ; 31.576.198 ;;
94;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 33 ; 1.188.177 ; 380 ; 10.564.420 ; 150 ; 1.211.353 ; 695 ; 3.541.561 ; 1.258 ; 16.505.511 ; 826 ; 13.231.852 ; 153 ; 1.525.461 ; 979 ; 14.757.313 ; 2.237 ; 31.262.824 ;;
95;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 10 ; 52.443 ; 13 ; 451.887 ; 1.695 ; 1.323.580 ; 2.404 ; 3.070.512 ; 4.122 ; 4.898.422 ; 836 ; 12.148.189 ; 116 ; 10.010.977 ; 952 ; 22.159.166 ; 5.074 ; 27.057.588 ;;
96;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 62 ; 11.925.879 ; 3 ; 48.417 ; 33 ; 609.065 ; 92 ; 289.787 ; 190 ; 12.873.148 ; -   ; -   ; 28 ; 12.885.648 ; 28 ; 12.885.648 ; 218 ; 25.758.796 ;;
97;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 35 ; 350.945 ; 447 ; 10.131.970 ; 43 ; 704.095 ; 42 ; 406.768 ; 567 ; 11.593.778 ; 398 ; 10.745.679 ; 88 ; 1.255.938 ; 486 ; 12.001.617 ; 1.053 ; 23.595.395 ;;
98;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 12 ; 6.327.114 ; 15 ; 3.421.523 ; 12 ; 46.250 ; 37 ; 647.052 ; 76 ; 10.441.939 ; 11 ; 4.789.542 ; 11 ; 7.184.538 ; 22 ; 11.974.080 ; 98 ; 22.416.019 ;;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 9.000 ; 152 ; 3.615.090 ; 2.088 ; 1.330.131 ; 2.796 ; 4.420.182 ; 5.037 ; 9.374.403 ; 787 ; 9.774.974 ; 29 ; 3.061.080 ; 816 ; 12.836.054 ; 5.853 ; 22.210.457 ;;
100;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 9.191 ; 1.071 ; 1.399.894 ; 2.166 ; 1.817.750 ; 3.239 ; 3.226.835 ; 348 ; 8.398.210 ; 73 ; 7.976.614 ; 421 ; 16.374.824 ; 3.660 ; 19.601.659 ;;
101;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 5 ; 35.402 ; 157 ; 7.323.487 ; 58 ; 645.115 ; 333 ; 1.313.730 ; 553 ; 9.317.734 ; 297 ; 8.721.047 ; 50 ; 756.229 ; 347 ; 9.477.276 ; 900 ; 18.795.010 ;;
102;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 1.010 ; 2 ; 1.010 ; 9 ; 8.883.231 ; 16 ; 8.882.477 ; 25 ; 17.765.708 ; 27 ; 17.766.718 ;;
103;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.083 ; 484.052 ; 821 ; 787.121 ; 1.904 ; 1.271.173 ; 66 ; 8.133.769 ; 43 ; 7.831.524 ; 109 ; 15.965.293 ; 2.013 ; 17.236.466 ;;
104;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 12 ; 254.669 ; 86 ; 1.658.820 ; 213 ; 2.305.362 ; 576 ; 4.566.180 ; 887 ; 8.785.031 ; 286 ; 5.450.811 ; 90 ; 1.786.377 ; 376 ; 7.237.188 ; 1.263 ; 16.022.219 ;;
105;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 9 ; 1.996.786 ; 40 ; 1.681.966 ; 47 ; 1.779.428 ; 56 ; 2.463.330 ; 152 ; 7.921.510 ; 77 ; 4.141.305 ; 49 ; 3.772.096 ; 126 ; 7.913.401 ; 278 ; 15.834.911 ;;
106;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 13.987 ; 3.419.827 ; 13.021 ; 7.055.956 ; 27.008 ; 10.475.783 ; 410 ; 4.066.613 ; 7 ; 1.190.895 ; 417 ; 5.257.508 ; 27.425 ; 15.733.291 ;;
107;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 50 ; 592.043 ; 139 ; 1.808.427 ; 3.438 ; 2.435.931 ; 4.925 ; 4.151.607 ; 8.552 ; 8.988.008 ; 677 ; 4.596.770 ; 159 ; 1.683.314 ; 836 ; 6.280.084 ; 9.388 ; 15.268.092 ;;
108;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 2 ; 5.939.026 ; 1 ; 722.470 ; 5 ; 1.989 ; 8 ; 6.663.485 ; 2 ; 5.945.893 ; 1 ; 722.470 ; 3 ; 6.668.363 ; 11 ; 13.331.848 ;;
109;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 4 ; 105.873 ; 7.354 ; 3.422.766 ; 8.081 ; 5.621.480 ; 15.439 ; 9.150.119 ; 1.081 ; 2.260.616 ; 5 ; 3.445 ; 1.086 ; 2.264.061 ; 16.525 ; 11.414.180 ;;
110;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 3 ; 306.633 ; 20 ; 382.231 ; 83 ; 2.569.108 ; 182 ; 2.420.782 ; 288 ; 5.678.754 ; 118 ; 2.737.115 ; 76 ; 2.816.391 ; 194 ; 5.553.506 ; 482 ; 11.232.260 ;;
111;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 2 ; 133.670 ; 57 ; 2.249.113 ; 65 ; 1.173.522 ; 322 ; 1.468.292 ; 446 ; 5.024.597 ; 130 ; 4.038.212 ; 109 ; 1.631.399 ; 239 ; 5.669.611 ; 685 ; 10.694.208 ;;
112;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 28 ; 500.769 ; 83 ; 1.775.538 ; 3.387 ; 1.506.468 ; 3.520 ; 2.718.521 ; 7.018 ; 6.501.296 ; 230 ; 3.208.886 ; 56 ; 828.226 ; 286 ; 4.037.112 ; 7.304 ; 10.538.408 ;;
113;00.795.423;BANCO SEMEAR S.A.; 1 ; 414.239 ; 36 ; 1.191.655 ; 17 ; 780.717 ; 51 ; 3.452.663 ; 105 ; 5.839.274 ; 19 ; 4.087.419 ; 3 ; 421.107 ; 22 ; 4.508.526 ; 127 ; 10.347.800 ;;
114;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 101 ; 418.903 ; 30 ; 733.720 ; 290 ; 4.098.801 ; 285 ; 1.003.643 ; 706 ; 6.255.067 ; 40 ; 371.568 ; 42 ; 3.118.701 ; 82 ; 3.490.269 ; 788 ; 9.745.336 ;;
115;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 20 ; 432.054 ; 44 ; 325.791 ; 1.742 ; 1.002.868 ; 3.831 ; 3.912.500 ; 5.637 ; 5.673.213 ; 713 ; 3.399.470 ; 74 ; 598.068 ; 787 ; 3.997.538 ; 6.424 ; 9.670.751 ;;
116;54.403.563;BANCO ARBI S.A.; -   ; -   ; 19 ; 3.555.456 ; 1 ; 240 ; 7 ; 208.174 ; 27 ; 3.763.870 ; 5 ; 3.700.000 ; -   ; -   ; 5 ; 3.700.000 ; 32 ; 7.463.870 ;;
117;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 2 ; 56.471 ; 17 ; 485.410 ; 219 ; 346.492 ; 641 ; 1.795.898 ; 879 ; 2.684.271 ; 190 ; 2.373.482 ; 18 ; 508.217 ; 208 ; 2.881.699 ; 1.087 ; 5.565.970 ;;
118;33.042.151;BANCO DE LA NACION ARGENTINA; 1 ; 1.000.000 ; 2 ; 239.021 ; 484 ; 376.330 ; 23 ; 137.080 ; 510 ; 1.752.431 ; 2 ; 1.330.525 ; 3 ; 2.480.708 ; 5 ; 3.811.233 ; 515 ; 5.563.664 ;;
119;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 10 ; 106.905 ; 21 ; 528.544 ; 28 ; 814.260 ; 35 ; 862.717 ; 94 ; 2.312.426 ; 66 ; 1.700.290 ; 47 ; 1.230.194 ; 113 ; 2.930.484 ; 207 ; 5.242.910 ;;
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 1 ; 35.779 ; 67 ; 1.596.766 ; 215 ; 367.289 ; 564 ; 685.736 ; 847 ; 2.685.570 ; 182 ; 2.208.085 ; 20 ; 338.686 ; 202 ; 2.546.771 ; 1.049 ; 5.232.341 ;;
121;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 27.440 ; 30 ; 766.459 ; 177 ; 467.621 ; 680 ; 1.695.098 ; 888 ; 2.956.618 ; 120 ; 1.982.599 ; -   ; -   ; 120 ; 1.982.599 ; 1.008 ; 4.939.217 ;;
122;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 17 ; 571.096 ; 2.577 ; 1.419.800 ; 3.191 ; 1.714.977 ; 5.785 ; 3.705.873 ; 112 ; 874.617 ; 16 ; 41.624 ; 128 ; 916.241 ; 5.913 ; 4.622.114 ;;
123;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; -   ; -   ; 56 ; 1.155.912 ; 235 ; 194.743 ; 526 ; 1.023.510 ; 817 ; 2.374.165 ; 214 ; 2.099.968 ; 9 ; 112.925 ; 223 ; 2.212.893 ; 1.040 ; 4.587.058 ;;
124;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 15 ; 81.271 ; 24 ; 412.833 ; 1.057 ; 497.894 ; 1.424 ; 1.825.207 ; 2.520 ; 2.817.205 ; 183 ; 1.701.864 ; 9 ; 53.652 ; 192 ; 1.755.516 ; 2.712 ; 4.572.721 ;;
125;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 31 ; 221.836 ; 525 ; 2.030.245 ; 556 ; 2.252.081 ; 329 ; 1.948.144 ; 6 ; 146.381 ; 335 ; 2.094.525 ; 891 ; 4.346.606 ;;
126;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 19.025 ; 18 ; 75.070 ; 254 ; 1.942.999 ; 273 ; 2.037.094 ; 232 ; 2.053.198 ; 5 ; 166.246 ; 237 ; 2.219.444 ; 510 ; 4.256.538 ;;
127;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 11.910 ; 29 ; 1.247.978 ; 17 ; 184.936 ; 28 ; 738.963 ; 76 ; 2.183.787 ; 35 ; 1.915.776 ; 10 ; 125.278 ; 45 ; 2.041.054 ; 121 ; 4.224.841 ;;
128;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 476.386 ; 7 ; 54.152 ; 697 ; 447.671 ; 624 ; 1.762.316 ; 1.330 ; 2.740.525 ; 77 ; 738.844 ; 8 ; 654.824 ; 85 ; 1.393.668 ; 1.415 ; 4.134.193 ;;
129;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 53 ; 9.405 ; 67 ; 1.846.327 ; 120 ; 1.855.732 ; 9 ; 1.877.005 ; 1 ; 30.000 ; 10 ; 1.907.005 ; 130 ; 3.762.737 ;;
130;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 43 ; 1.261.752 ; 21 ; 207.756 ; 9 ; 175.898 ; 21 ; 68.054 ; 94 ; 1.713.460 ; 29 ; 277.616 ; 50 ; 1.431.350 ; 79 ; 1.708.966 ; 173 ; 3.422.426 ;;
131;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 537 ; 400.959 ; 1.685 ; 1.598.037 ; 2.222 ; 1.998.996 ; 163 ; 1.273.268 ; 3 ; 82.005 ; 166 ; 1.355.273 ; 2.388 ; 3.354.269 ;;
132;04.902.979;BANCO DA AMAZONIA S.A.; 15 ; 1.182.540 ; 1 ; 200.000 ; 26 ; 400.685 ; 27 ; 34.680 ; 69 ; 1.817.905 ; 1 ; 95.000 ; 7 ; 1.367.000 ; 8 ; 1.462.000 ; 77 ; 3.279.905 ;;
133;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 11 ; 167.771 ; 36 ; 530.327 ; 25 ; 180.921 ; 102 ; 734.717 ; 174 ; 1.613.736 ; 125 ; 1.258.401 ; 15 ; 342.920 ; 140 ; 1.601.321 ; 314 ; 3.215.057 ;;
134;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.510 ; 588.190 ; 1.904 ; 1.290.918 ; 3.414 ; 1.879.108 ; 110 ; 768.365 ; -   ; -   ; 110 ; 768.365 ; 3.524 ; 2.647.473 ;;
135;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 4.762 ; 1.294.619 ; 2.886 ; 896.995 ; 7.648 ; 2.191.614 ; 2 ; 3.275 ; 25 ; 416.389 ; 27 ; 419.664 ; 7.675 ; 2.611.278 ;;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 25.225 ; -   ; -   ; 186 ; 248.002 ; 785 ; 975.384 ; 974 ; 1.248.611 ; 119 ; 861.883 ; 6 ; 150.967 ; 125 ; 1.012.850 ; 1.099 ; 2.261.461 ;;
137;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; -   ; -   ; 14 ; 196.991 ; 17 ; 366.922 ; 30 ; 520.173 ; 61 ; 1.084.086 ; 40 ; 709.195 ; 15 ; 358.920 ; 55 ; 1.068.115 ; 116 ; 2.152.201 ;;
138;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 5 ; 420.260 ; -   ; -   ; 14 ; 12.129 ; 12 ; 58.535 ; 31 ; 490.924 ; 1 ; 500.000 ; 1 ; 1.000.000 ; 2 ; 1.500.000 ; 33 ; 1.990.924 ;;
139;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 132 ; 115.326 ; 549 ; 870.208 ; 681 ; 985.534 ; 156 ; 780.776 ; 5 ; 40.671 ; 161 ; 821.447 ; 842 ; 1.806.981 ;;
140;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 520 ; 298.213 ; 1.019 ; 862.280 ; 1.539 ; 1.160.493 ; 96 ; 570.929 ; 11 ; 37.486 ; 107 ; 608.415 ; 1.646 ; 1.768.908 ;;
141;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 13.158 ; 830 ; 464.247 ; 598 ; 662.287 ; 1.429 ; 1.139.692 ; 78 ; 405.912 ; 6 ; 202.097 ; 84 ; 608.009 ; 1.513 ; 1.747.701 ;;
142;61.033.106;BANCO CREFISA S.A.; -   ; -   ; -   ; -   ; 3 ; 190.384 ; 14 ; 770.159 ; 17 ; 960.543 ; 4 ; 650.000 ; -   ; -   ; 4 ; 650.000 ; 21 ; 1.610.543 ;;
143;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; 5 ; 126.231 ; 7 ; 147.884 ; 27 ; 323.027 ; 39 ; 597.142 ; 24 ; 594.909 ; 15 ; 294.733 ; 39 ; 889.642 ; 78 ; 1.486.784 ;;
144;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; 2 ; 77.378 ; 181 ; 576.897 ; 314 ; 554.692 ; 497 ; 1.208.967 ; 34 ; 259.325 ; -   ; -   ; 34 ; 259.325 ; 531 ; 1.468.292 ;;
145;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 23 ; 25.435 ; 100 ; 575.867 ; 123 ; 601.302 ; 3 ; 570.000 ; -   ; -   ; 3 ; 570.000 ; 126 ; 1.171.302 ;;
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; 1 ; 3.831 ; 7 ; 126.794 ; 98 ; 377.576 ; 106 ; 508.201 ; 87 ; 431.587 ; 5 ; 124.294 ; 92 ; 555.881 ; 198 ; 1.064.082 ;;
147;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 54 ; 57.906 ; 188 ; 471.795 ; 242 ; 529.701 ; 45 ; 420.666 ; -   ; -   ; 45 ; 420.666 ; 287 ; 950.367 ;;
148;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 1.584 ; 349 ; 94.254 ; 554 ; 443.050 ; 904 ; 538.888 ; 89 ; 343.608 ; -   ; -   ; 89 ; 343.608 ; 993 ; 882.496 ;;
149;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 134 ; 55.884 ; 218 ; 440.633 ; 352 ; 496.517 ; 86 ; 385.528 ; -   ; -   ; 86 ; 385.528 ; 438 ; 882.045 ;;
150;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 437 ; 205.957 ; 259 ; 299.862 ; 696 ; 505.819 ; 24 ; 69.219 ; -   ; -   ; 24 ; 69.219 ; 720 ; 575.038 ;;
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 9 ; 4.914 ; 219 ; 219.668 ; 228 ; 224.582 ; 77 ; 219.861 ; 1 ; 1.208 ; 78 ; 221.069 ; 306 ; 445.651 ;;
152;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 51 ; 12.632 ; 162 ; 188.578 ; 213 ; 201.210 ; 9 ; 75.435 ; -   ; -   ; 9 ; 75.435 ; 222 ; 276.645 ;;
153;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA; -   ; -   ; -   ; -   ; 7 ; 20.138 ; 11 ; 37.459 ; 18 ; 57.597 ; 11 ; 37.459 ; 7 ; 20.138 ; 18 ; 57.597 ; 36 ; 115.194 ;;
154;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 9.680 ; 4 ; 9.680 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 9.680 ;;
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 3.503 ; 5 ; 3.503 ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 3.503 ;;
156;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 2.677 ; 10 ; 2.677 ; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 2.677 ;;
157;31.880.826;BANCO GUANABARA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 750 ; 1 ; 750 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 750 ;;
158;04.866.275;BANCO INBURSA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 543 ; 1 ; 543 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 543 ;;
159;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 300 ; 1 ; 300 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 300 ;;
