Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Ago/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
143;14.388.334;PARANµ BANCO S.A.; 9 ; 9.505.000 ;;; 1 ; 665 ; 14 ; 4.413.351 ; 24 ; 13.919.016 ; 4 ; 4.750.000 ; 9 ; 9.520.000 ; 13,0 ; 14.270.000 ; 37 ; 28.189.016 ;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 5 ; 19.810 ; 81 ; 143.015 ; 5.310 ; 11.302.045 ; 5.396 ; 11.464.870 ; 842 ; 11.323.521 ; 12 ; 112.105 ; 854,0 ; 11.435.627 ; 6.250 ; 22.900.496 ;
145;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 10 ; 16.494 ; 1.198 ; 9.475.794 ; 1.209 ; 9.502.343 ; 1.098 ; 9.558.705 ; 3 ; 92.042 ; 1.101,0 ; 9.650.747 ; 2.310 ; 19.153.090 ;
146;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 932 ; 710.617 ; 5.938 ; 9.436.477 ; 6.870 ; 10.147.095 ; 1.310 ; 8.737.284 ; 1 ; 4.808 ; 1.311,0 ; 8.742.092 ; 8.181 ; 18.889.186 ;
147;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 409 ; 248.200 ; 2.927 ; 8.153.194 ; 3.336 ; 8.401.393 ; 489 ; 8.004.077 ; 3 ; 370 ; 492,0 ; 8.004.447 ; 3.828 ; 16.405.841 ;
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 306 ; 502.976 ; 3.548 ; 8.191.894 ; 3.854 ; 8.694.871 ; 536 ; 7.705.915 ; 1 ; 2.755 ; 537,0 ; 7.708.670 ; 4.391 ; 16.403.540 ;
149;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 118 ; 250.246 ; 2.346 ; 7.999.799 ; 2.464 ; 8.250.046 ; 558 ; 7.931.532 ; 15 ; 151.993 ; 573,0 ; 8.083.525 ; 3.037 ; 16.333.571 ;
150;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 4 ; 16.071 ; 2.790 ; 2.583.740 ; 5.530 ; 7.996.329 ; 8.324 ; 10.596.140 ; 480 ; 5.416.896 ;;; 480,0 ; 5.416.896 ; 8.804 ; 16.013.036 ;
151;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 14.945 ; 381 ; 5.550.350 ; 29 ; 927.884 ; 438 ; 1.468.581 ; 849 ; 7.961.760 ; 469 ; 6.800.976 ; 17 ; 724.130 ; 486,0 ; 7.525.106 ; 1.335 ; 15.486.866 ;
152;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 569 ; 863.427 ; 1.171 ; 7.568.855 ; 1.740 ; 8.432.282 ; 665 ; 6.694.961 ;;; 665,0 ; 6.694.961 ; 2.405 ; 15.127.242 ;
153;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 107 ; 3.101.351 ; 15 ; 206.460 ; 425 ; 3.928.246 ; 547 ; 7.236.057 ; 289 ; 7.250.108 ; 10 ; 177.717 ; 299,0 ; 7.427.825 ; 846 ; 14.663.882 ;
154;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 295 ; 147.969 ; 6.585 ; 5.983.513 ; 6.880 ; 6.131.482 ; 731 ; 5.951.022 ; 1 ; 20.000 ; 732,0 ; 5.971.022 ; 7.612 ; 12.102.504 ;
155;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 1.830 ; 280 ; 5.453.933 ; 281 ; 5.455.763 ; 176 ; 5.529.428 ; 2 ; 77.325 ; 178,0 ; 5.606.753 ; 459 ; 11.062.515 ;
156;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 9 ; 193.613 ; 10 ; 193.764 ; 1 ; 9.000.000 ; 2 ; 1.250.000 ; 3,0 ; 10.250.000 ; 13 ; 10.443.764 ;
157;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 1.800 ; 1.180.155 ; 5.501 ; 5.075.192 ; 7.301 ; 6.255.347 ; 201 ; 3.973.775 ;;; 201,0 ; 3.973.775 ; 7.502 ; 10.229.122 ;
158;09.274.232;NATIXIS BRASIL S.A. BANCO MÈLTIPLO; 2 ; 1.340.539 ;;; 11 ; 4.572.965 ; 17 ; 126.013 ; 30 ; 6.039.517 ;;; 5 ; 3.600.000 ; 5,0 ; 3.600.000 ; 35 ; 9.639.517 ;
159;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 10 ; 3.045.931 ; 31 ; 2.644.238 ; 41 ; 5.690.169 ; 1 ; 500.000 ; 2 ; 3.044.065 ; 3,0 ; 3.544.065 ; 44 ; 9.234.234 ;
160;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 40.990 ; 68 ; 864.157 ; 17 ; 288.030 ; 365 ; 3.379.433 ; 452 ; 4.572.609 ; 351 ; 4.094.525 ; 4 ; 171.654 ; 355,0 ; 4.266.178 ; 807 ; 8.838.788 ;
161;33.124.959;BANCO RURAL S.A.;;;;; 7 ; 196.160 ; 28 ; 6.991.637 ; 35 ; 7.187.797 ; 21 ; 457.460 ; 22 ; 477.966 ; 43,0 ; 935.426 ; 78 ; 8.123.223 ;
162;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;;;; 50 ; 3.816.198 ; 50 ; 3.816.198 ; 140 ; 3.816.312 ;;; 140,0 ; 3.816.312 ; 190 ; 7.632.510 ;
163;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 268 ; 1.390.952 ; 470 ; 3.258.947 ; 738 ; 4.649.899 ; 133 ; 1.945.076 ;;; 133,0 ; 1.945.076 ; 871 ; 6.594.975 ;
164;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 138 ; 173.735 ; 1.235 ; 3.172.474 ; 1.373 ; 3.346.210 ; 387 ; 2.993.059 ; 5 ; 1.226 ; 392,0 ; 2.994.284 ; 1.765 ; 6.340.494 ;
165;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.; 2 ; 18.952 ; 9 ; 99.160 ; 214 ; 543.829 ; 1.422 ; 2.439.311 ; 1.647 ; 3.101.252 ; 614 ; 2.258.431 ; 49 ; 282.511 ; 663,0 ; 2.540.942 ; 2.310 ; 5.642.194 ;
166;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 264 ; 290.283 ; 630 ; 2.766.782 ; 894 ; 3.057.066 ; 378 ; 2.492.148 ; 5 ; 2.799 ; 383,0 ; 2.494.947 ; 1.277 ; 5.552.013 ;
167;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;; 1 ; 7.639 ; 340 ; 688.052 ; 41 ; 2.165.008 ; 382 ; 2.860.699 ; 3 ; 2.000.000 ; 2 ; 500.000 ; 5,0 ; 2.500.000 ; 387 ; 5.360.699 ;
168;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 26 ; 410.831 ;;; 117 ; 136.518 ; 460 ; 1.630.734 ; 603 ; 2.178.083 ; 12 ; 1.607.643 ; 3 ; 400.553 ; 15,0 ; 2.008.196 ; 618 ; 4.186.280 ;
169;34.266.668;KRAUS - SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 119 ; 269.173 ; 354 ; 1.870.540 ; 473 ; 2.139.712 ; 99 ; 1.612.462 ;;; 99,0 ; 1.612.462 ; 572 ; 3.752.174 ;
170;14.652.687;CAMBIALL CASH CORRETORA DE C∂MBIO LTDA.;;;;; 2.267 ; 1.269.744 ; 2.321 ; 1.742.892 ; 4.588 ; 3.012.636 ; 37 ; 455.035 ; 2 ; 21.922 ; 39,0 ; 476.957 ; 4.627 ; 3.489.592 ;
171;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA;;; 10 ; 552.053 ; 5 ; 431.109 ; 108 ; 551.236 ; 123 ; 1.534.398 ; 33 ; 1.228.853 ; 5 ; 431.109 ; 38,0 ; 1.659.962 ; 161 ; 3.194.360 ;
172;34.666.362;MONOP‡LIO CORRETORA DE C∂MBIO LTDA.;;;;; 330 ; 291.471 ; 546 ; 1.192.223 ; 876 ; 1.483.694 ; 68 ; 967.573 ; 1 ; 4.517 ; 69,0 ; 972.089 ; 945 ; 2.455.783 ;
173;62.280.490;DIBRAN DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 3 ; 30.128 ; 1 ; 402 ; 165 ; 826.901 ; 169 ; 857.430 ; 129 ; 862.807 ;;; 129,0 ; 862.807 ; 298 ; 1.720.237 ;
174;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA.;;;;; 62 ; 53.795 ; 228 ; 435.340 ; 290 ; 489.136 ; 32 ; 358.215 ;;; 32,0 ; 358.215 ; 322 ; 847.351 ;
175;09.512.542;CODEPE - CORRETORA DE VALORES S.A.;;;;; 1 ; 530 ; 23 ; 68.617 ; 24 ; 69.146 ; 30 ; 310.987 ; 1 ; 100.000 ; 31,0 ; 410.987 ; 55 ; 480.133 ;
176;04.866.275;BANCO STANDARD DE INVESTIMENTOS S.A.;;;;; 2 ; 10 ; 5 ; 991 ; 7 ; 1.001 ;;; 1 ; 446.966 ; 1,0 ; 446.966 ; 8 ; 447.967 ;
177;09.391.857;BANCO AZTECA DO BRASIL S.A.;;;;; 13 ; 7.241 ; 31 ; 51.302 ; 44 ; 58.543 ; 2 ; 100.000 ;;; 2,0 ; 100.000 ; 46 ; 158.543 ;
178;40.161.713;POSITIVA CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;;;; 16 ; 34.868 ; 16 ; 34.868 ; 9 ; 34.968 ;;; 9,0 ; 34.968 ; 25 ; 69.835 ;
179;18.520.834;UBS BRASIL BANCO DE INVESTIMENTO S.A.;;;;;;; 1 ; 34.908 ; 1 ; 34.908 ; 1 ; 34.908 ;;; 1,0 ; 34.908 ; 2 ; 69.815 ;
180;33.042.953;CITIBANK N.A.;;;;; 8 ; 2.975 ; 24 ; 31.615 ; 32 ; 34.590 ;;;;; -   ; -   ; 32 ; 34.590 ;
181;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 16 ; 18.412 ; 16 ; 18.412 ;;;;; -   ; -   ; 16 ; 18.412 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 277.300 ; 152.747.850.924 ; 887.895 ; 148.330.385.599 ; 1.233.688 ; 330.848.994.969 ; 2.133.138 ; 337.017.731.233 ; 4.532.021 ; 968.944.962.725 ; 316.420 ; 506.898.803.356 ; 316.420 ; 506.939.023.352 ; 632.840 ; 1.013.837.826.708 ; 5.164.861 ; 1.982.782.789.433 ;
"Fonte: Sistema CÉmbio; Dados extra°dos em: 10.09.2014";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbanc†rio incluem os registros de contratos de Arbitragens no Pa°s (conta-fato 80), no Exterior (conta-fato 83) e Operaá‰es com o BC ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
