Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Ago/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
62;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 61 ; 18.118.856 ; 208 ; 13.257.454 ; 261 ; 7.978.498 ; 889 ; 59.007.599 ; 1.419 ; 98.362.407 ; 578 ; 467.537.700 ; 316 ; 413.901.770 ; 894,0 ; 881.439.470 ; 2.313 ; 979.801.877 ;
63;61.186.680;BANCO BMG S.A.; 9 ; 29.579.661 ;;; 4 ; 8.285.507 ; 82 ; 434.172.853 ; 95 ; 472.038.021 ; 26 ; 447.658.215 ; 10 ; 54.579.661 ; 36,0 ; 502.237.876 ; 131 ; 974.275.897 ;
64;03.512.293;FITTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.; 21 ; 660.550 ; 71 ; 1.182.007 ; 1.105 ; 13.761.059 ; 3.682 ; 74.767.240 ; 4.879 ; 90.370.856 ; 6.735 ; 456.691.197 ; 1.544 ; 396.041.672 ; 8.279,0 ; 852.732.870 ; 13.158 ; 943.103.726 ;
65;61.024.352;BANCO INDUSVAL S.A.; 516 ; 254.819.764 ; 290 ; 39.974.026 ; 131 ; 5.595.028 ; 642 ; 60.432.439 ; 1.579 ; 360.821.257 ; 241 ; 251.096.713 ; 383 ; 311.142.852 ; 624,0 ; 562.239.565 ; 2.203 ; 923.060.823 ;
66;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 86 ; 201.929.134 ; 56 ; 14.763.446 ; 88 ; 83.234.927 ; 146 ; 22.311.243 ; 376 ; 322.238.750 ; 173 ; 163.727.317 ; 206 ; 385.009.762 ; 379,0 ; 548.737.079 ; 755 ; 870.975.829 ;
67;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 292 ; 202.514.472 ; 213 ; 219.590.595 ; 505 ; 422.105.067 ; 167 ; 224.343.300 ; 172 ; 207.220.000 ; 339,0 ; 431.563.300 ; 844 ; 853.668.367 ;
68;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 331 ; 6.765.506 ; 6.949 ; 189.379.469 ; 4.811 ; 75.602.176 ; 19.741 ; 233.933.437 ; 31.832 ; 505.680.587 ; 2.947 ; 343.834.879 ; 28 ; 2.750.513 ; 2.975,0 ; 346.585.392 ; 34.807 ; 852.265.979 ;
69;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 80 ; 5.372.467 ; 1.790 ; 42.031.097 ; 3.002 ; 14.483.899 ; 14.286 ; 186.602.938 ; 19.158 ; 248.490.401 ; 8.350 ; 404.498.451 ; 4.531 ; 195.027.502 ; 12.881,0 ; 599.525.953 ; 32.039 ; 848.016.354 ;
70;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 21 ; 897.019 ; 467 ; 10.785.988 ; 2.450 ; 12.557.642 ; 11.838 ; 110.067.317 ; 14.776 ; 134.307.965 ; 6.144 ; 401.288.282 ; 551 ; 293.970.462 ; 6.695,0 ; 695.258.744 ; 21.471 ; 829.566.709 ;
71;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 950 ; 3.964.924 ; 18.961 ; 403.606.636 ; 19.911 ; 407.571.560 ; 3.114 ; 404.070.825 ; 34 ; 1.085.188 ; 3.148,0 ; 405.156.013 ; 23.059 ; 812.727.573 ;
72;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 5 ; 146.941 ; 233 ; 2.717.582 ; 3.239 ; 100.073.503 ; 8.754 ; 362.519.531 ; 12.231 ; 465.457.557 ; 4.838 ; 313.743.005 ; 1.522 ; 29.734.733 ; 6.360,0 ; 343.477.739 ; 18.591 ; 808.935.295 ;
73;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 589.368 ; 187 ; 204.068.993 ; 103 ; 108.290.444 ; 1.234 ; 67.336.541 ; 1.529 ; 380.285.346 ; 189 ; 269.240.000 ; 37 ; 106.950.684 ; 226,0 ; 376.190.684 ; 1.755 ; 756.476.031 ;
74;92.894.922;BANCO ORIGINAL S.A.; 68 ; 283.981.020 ; 85 ; 37.012.219 ; 2 ; 5.001.000 ; 259 ; 33.651.723 ; 414 ; 359.645.961 ; 41 ; 89.988.980 ; 44 ; 285.625.662 ; 85,0 ; 375.614.642 ; 499 ; 735.260.604 ;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 358 ; 13.563.013 ; 7.109 ; 245.916.891 ; 2.645 ; 64.896.595 ; 9.019 ; 86.883.824 ; 19.131 ; 411.260.323 ; 2.166 ; 275.738.898 ; 49 ; 21.212.443 ; 2.215,0 ; 296.951.341 ; 21.346 ; 708.211.664 ;
76;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 339 ; 18.295.084 ; 6.650 ; 17.561.506 ; 17.141 ; 174.640.468 ; 24.130 ; 210.497.059 ; 7.573 ; 330.103.627 ; 787 ; 155.717.538 ; 8.360,0 ; 485.821.165 ; 32.490 ; 696.318.224 ;
77;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 4.829 ; 260.550.641 ; 2.179 ; 96.248.856 ; 958 ; 21.164.319 ; 2.773 ; 17.715.991 ; 10.739 ; 395.679.808 ; 145 ; 66.556.971 ; 587 ; 233.489.145 ; 732,0 ; 300.046.116 ; 11.471 ; 695.725.924 ;
78;03.532.415;BANCO ABN AMRO S.A.; 53 ; 320.265.000 ;;; 10 ; 6.538.830 ; 26 ; 5.042.515 ; 89 ; 331.846.345 ; 3 ; 2.002.000 ; 62 ; 323.736.000 ; 65,0 ; 325.738.000 ; 154 ; 657.584.345 ;
79;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.172 ; 133.818.721 ; 2.295 ; 82.787.500 ; 913 ; 36.657.113 ; 1.710 ; 104.260.232 ; 7.090 ; 357.523.566 ; 158 ; 102.631.986 ; 106 ; 85.390.743 ; 264,0 ; 188.022.728 ; 7.354 ; 545.546.294 ;
80;60.889.128;BANCO SOFISA S.A.; 1.121 ; 235.653.660 ; 707 ; 43.225.026 ; 158 ; 16.992.147 ; 867 ; 52.788.237 ; 2.853 ; 348.659.070 ; 112 ; 23.628.461 ; 63 ; 166.680.881 ; 175,0 ; 190.309.342 ; 3.028 ; 538.968.411 ;
81;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 48 ; 859.021 ; 2.440 ; 107.908.473 ; 751 ; 4.682.083 ; 30.705 ; 154.469.990 ; 33.944 ; 267.919.567 ; 5.496 ; 261.422.141 ; 28 ; 4.457.522 ; 5.524,0 ; 265.879.662 ; 39.468 ; 533.799.229 ;
82;59.285.411;BANCO PAN S.A.; 114 ; 142.950.258 ;;; 41 ; 1.339.448 ; 210 ; 95.858.000 ; 365 ; 240.147.706 ; 5 ; 131.687.545 ; 78 ; 157.450.000 ; 83,0 ; 289.137.545 ; 448 ; 529.285.251 ;
83;10.690.848;BANCO DA CHINA BRASIL S.A.; 46 ; 97.604.679 ; 108 ; 21.544.574 ; 105 ; 133.341.309 ; 212 ; 6.012.573 ; 471 ; 258.503.135 ; 51 ; 25.658.067 ; 92 ; 229.062.335 ; 143,0 ; 254.720.402 ; 614 ; 513.223.537 ;
84;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 3.625 ; 191.674.024 ; 21 ; 816.758 ; 2.139 ; 56.367.868 ; 5.785 ; 248.858.649 ; 1.839 ; 248.611.505 ; 10 ; 1.344.694 ; 1.849,0 ; 249.956.199 ; 7.634 ; 498.814.848 ;
85;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 30 ; 18.667.318 ; 134 ; 33.175.476 ; 114 ; 70.591.688 ; 522 ; 132.766.713 ; 800 ; 255.201.194 ; 175 ; 151.945.612 ; 78 ; 75.494.873 ; 253,0 ; 227.440.485 ; 1.053 ; 482.641.679 ;
86;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 373 ; 15.708.153 ; 313 ; 207.266 ; 6.664 ; 224.532.094 ; 7.350 ; 240.447.513 ; 837 ; 240.097.474 ; 2 ; 168.304 ; 839,0 ; 240.265.778 ; 8.189 ; 480.713.291 ;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 190 ; 150.169.555 ; 273 ; 35.519.096 ; 141 ; 2.478.217 ; 326 ; 34.190.317 ; 930 ; 222.357.185 ; 130 ; 89.834.106 ; 143 ; 166.943.841 ; 273,0 ; 256.777.947 ; 1.203 ; 479.135.131 ;
88;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 436 ; 181.970.105 ; 672 ; 8.788.698 ; 4.615 ; 47.936.273 ; 5.723 ; 238.695.075 ; 188 ; 229.034.961 ; 4 ; 9.049.538 ; 192,0 ; 238.084.499 ; 5.915 ; 476.779.574 ;
89;07.679.404;BANCO TOPµZIO S.A.; 105 ; 10.095.405 ; 29 ; 349.224 ; 33 ; 1.145.761 ; 765 ; 229.309.480 ; 932 ; 240.899.870 ; 378 ; 225.562.625 ; 39 ; 7.196.377 ; 417,0 ; 232.759.003 ; 1.349 ; 473.658.873 ;
90;02.318.507;BANCO KEB DO BRASIL S.A.; 5 ; 1.300.189 ; 136 ; 70.814.113 ; 288 ; 108.211.911 ; 1.969 ; 87.519.112 ; 2.398 ; 267.845.326 ; 131 ; 125.163.755 ; 52 ; 76.554.665 ; 183,0 ; 201.718.420 ; 2.581 ; 469.563.745 ;
91;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 591 ; 141.549.058 ; 905 ; 69.539.860 ; 64 ; 15.911.862 ; 424 ; 9.560.613 ; 1.984 ; 236.561.393 ; 334 ; 73.662.178 ; 242 ; 151.731.895 ; 576,0 ; 225.394.073 ; 2.560 ; 461.955.467 ;
92;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 53 ; 37.522.961 ; 131 ; 25.569.539 ; 32 ; 14.613.344 ; 527 ; 7.714.257 ; 743 ; 85.420.101 ; 59 ; 169.979.561 ; 39 ; 189.264.270 ; 98,0 ; 359.243.831 ; 841 ; 444.663.932 ;
93;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 95 ; 1.527.274 ; 3.863 ; 101.764.186 ; 1.725 ; 22.821.725 ; 10.030 ; 101.453.834 ; 15.713 ; 227.567.019 ; 3.188 ; 193.179.597 ; 140 ; 14.299.778 ; 3.328,0 ; 207.479.376 ; 19.041 ; 435.046.394 ;
94;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 141 ; 24.261.590 ; 343 ; 143.151.133 ; 332 ; 41.036.642 ; 819 ; 215.332.665 ; 190 ; 55.258.130 ; 155 ; 140.043.521 ; 345,0 ; 195.301.651 ; 1.164 ; 410.634.316 ;
95;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 234 ; 5.282.623 ; 5.720 ; 131.141.778 ; 1.016 ; 22.169.946 ; 5.217 ; 51.722.387 ; 12.187 ; 210.316.734 ; 2.380 ; 157.316.522 ; 25 ; 1.882.869 ; 2.405,0 ; 159.199.391 ; 14.592 ; 369.516.125 ;
96;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 46 ; 971.583 ; 3.236 ; 15.125.914 ; 7.619 ; 172.553.278 ; 10.901 ; 188.650.775 ; 4.684 ; 159.498.557 ; 48 ; 1.015.964 ; 4.732,0 ; 160.514.521 ; 15.633 ; 349.165.297 ;
97;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 3 ; 46.780 ; 369 ; 5.552.735 ; 2.999 ; 11.069.669 ; 11.979 ; 132.756.760 ; 15.350 ; 149.425.945 ; 5.646 ; 156.796.277 ; 297 ; 29.456.363 ; 5.943,0 ; 186.252.640 ; 21.293 ; 335.678.585 ;
98;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 142 ; 2.510.444 ; 2.174 ; 49.452.312 ; 741 ; 10.873.269 ; 5.176 ; 67.116.113 ; 8.233 ; 129.952.137 ; 4.354 ; 116.365.164 ; 463 ; 13.180.191 ; 4.817,0 ; 129.545.355 ; 13.050 ; 259.497.493 ;
99;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 55 ; 303.450 ; 181 ; 484.418 ; 43.033 ; 125.659.652 ; 43.271 ; 126.538.624 ; 1.906 ; 126.063.126 ; 9 ; 698.242 ; 1.915,0 ; 126.761.368 ; 45.186 ; 253.299.993 ;
100;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 1.012 ; 8.640.354 ; 3.085 ; 42.014.790 ; 4.098 ; 50.717.606 ; 1.273 ; 114.773.887 ; 319 ; 81.272.348 ; 1.592,0 ; 196.046.235 ; 5.690 ; 246.763.840 ;
101;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 278 ; 4.311.630 ; 1.836 ; 2.323.512 ; 14.039 ; 35.241.177 ; 16.156 ; 42.084.684 ; 1.963 ; 120.755.760 ; 381 ; 83.724.920 ; 2.344,0 ; 204.480.680 ; 18.500 ; 246.565.364 ;
102;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 338 ; 586.871 ; 1.792 ; 54.670.127 ; 2.130 ; 55.256.998 ; 2.132 ; 120.152.572 ; 442 ; 66.074.275 ; 2.574,0 ; 186.226.847 ; 4.704 ; 241.483.845 ;
103;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 91 ; 861.431 ; 2.474 ; 52.930.505 ; 545 ; 9.021.225 ; 3.751 ; 62.815.957 ; 6.861 ; 125.629.117 ; 6.308 ; 109.463.994 ; 89 ; 3.616.512 ; 6.397,0 ; 113.080.506 ; 13.258 ; 238.709.624 ;
104;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 227 ; 4.488.709 ; 1.291 ; 26.039.827 ; 734 ; 10.318.169 ; 5.246 ; 71.004.989 ; 7.498 ; 111.851.694 ; 2.407 ; 87.180.512 ; 120 ; 4.981.438 ; 2.527,0 ; 92.161.950 ; 10.025 ; 204.013.644 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 166 ; 3.611.987 ; 2.909 ; 7.324.763 ; 11.273 ; 75.919.865 ; 14.348 ; 86.856.615 ; 2.501 ; 94.357.749 ; 249 ; 22.246.190 ; 2.750,0 ; 116.603.939 ; 17.098 ; 203.460.553 ;
106;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 1.541 ; 73.943.004 ; 44 ; 771.649 ; 714 ; 24.809.171 ; 2.306 ; 99.695.073 ; 1.235 ; 98.387.563 ; 10 ; 569.273 ; 1.245,0 ; 98.956.836 ; 3.551 ; 198.651.909 ;
107;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 36 ; 1.385.189 ; 717 ; 1.463.492 ; 6.243 ; 90.537.719 ; 6.996 ; 93.386.400 ; 2.473 ; 93.076.934 ; 36 ; 2.533.887 ; 2.509,0 ; 95.610.821 ; 9.505 ; 188.997.222 ;
108;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 2 ; 30.100 ; 431 ; 37.342.613 ; 413 ; 14.640.340 ; 846 ; 52.013.053 ; 212 ; 48.163.887 ; 518 ; 67.216.723 ; 730,0 ; 115.380.610 ; 1.576 ; 167.393.663 ;
109;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 71 ; 2.551.486 ; 12 ; 325.753 ; 777 ; 68.527.243 ; 860 ; 71.404.483 ; 2.454 ; 71.375.174 ; 21 ; 599.034 ; 2.475,0 ; 71.974.207 ; 3.335 ; 143.378.690 ;
110;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 16 ; 454.962 ; 628 ; 16.944.588 ; 521 ; 19.811.494 ; 4.928 ; 47.834.748 ; 6.093 ; 85.045.792 ; 1.136 ; 49.957.021 ; 84 ; 5.462.398 ; 1.220,0 ; 55.419.419 ; 7.313 ; 140.465.210 ;
111;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 4.306 ; 6.559.797 ; 9.101 ; 68.808.175 ; 13.414 ; 75.704.267 ; 1.821 ; 63.013.332 ; 160 ; 667.363 ; 1.981,0 ; 63.680.695 ; 15.395 ; 139.384.962 ;
112;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 119 ; 4.614.546 ; 1.542 ; 40.464.180 ; 704 ; 3.445.450 ; 4.328 ; 26.852.327 ; 6.693 ; 75.376.504 ; 3.133 ; 59.894.861 ; 30 ; 801.706 ; 3.163,0 ; 60.696.567 ; 9.856 ; 136.073.071 ;
113;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 752 ; 21.091.771 ; 1.164 ; 9.321.667 ; 15.550 ; 40.128.597 ; 17.472 ; 70.726.747 ; 1.775 ; 58.389.463 ; 248 ; 6.569.333 ; 2.023,0 ; 64.958.796 ; 19.495 ; 135.685.543 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 23 ; 255.729 ; 879 ; 25.746.656 ; 646 ; 2.044.688 ; 2.995 ; 26.136.463 ; 4.543 ; 54.183.537 ; 2.106 ; 65.506.808 ; 256 ; 15.782.482 ; 2.362,0 ; 81.289.290 ; 6.905 ; 135.472.826 ;
115;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 2 ; 32.542 ; 1.632 ; 50.102.250 ; 70 ; 670.247 ; 3.828 ; 13.636.666 ; 5.532 ; 64.441.704 ; 2.031 ; 63.837.431 ; 51 ; 790.189 ; 2.082,0 ; 64.627.619 ; 7.614 ; 129.069.323 ;
116;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 561 ; 28.033.865 ; 49 ; 137.365 ; 985 ; 24.099.716 ; 1.595 ; 52.270.946 ; 1.753 ; 61.193.311 ; 76 ; 9.175.346 ; 1.829,0 ; 70.368.656 ; 3.424 ; 122.639.602 ;
117;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 886 ; 4.697.947 ; 2.867 ; 42.812.666 ; 3.753 ; 47.510.613 ; 2.208 ; 46.152.645 ; 112 ; 7.872.564 ; 2.320,0 ; 54.025.209 ; 6.073 ; 101.535.823 ;
118;04.902.979;BANCO DA AMAZONIA S.A.; 257 ; 32.405.558 ; 212 ; 14.040.415 ; 163 ; 3.796.395 ; 401 ; 3.529.388 ; 1.033 ; 53.771.756 ; 48 ; 14.352.945 ; 98 ; 33.025.635 ; 146,0 ; 47.378.580 ; 1.179 ; 101.150.336 ;
119;33.042.151;BANCO DE LA NACION ARGENTINA; 41 ; 21.078.710 ; 58 ; 2.562.852 ; 2.535 ; 3.610.994 ; 678 ; 891.427 ; 3.312 ; 28.143.982 ; 39 ; 24.828.265 ; 63 ; 45.801.375 ; 102,0 ; 70.629.639 ; 3.414 ; 98.773.622 ;
120;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.517 ; 3.647.383 ; 5.435 ; 49.201.599 ; 6.952 ; 52.848.982 ; 3.024 ; 45.789.713 ; 19 ; 99.151 ; 3.043,0 ; 45.888.863 ; 9.995 ; 98.737.846 ;
121;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 55 ; 15.803.054 ; 31 ; 1.140.611 ; 150 ; 19.108.123 ; 87 ; 1.159.015 ; 323 ; 37.210.803 ; 20 ; 15.755.873 ; 58 ; 45.424.694 ; 78,0 ; 61.180.567 ; 401 ; 98.391.369 ;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 12 ; 334.466 ; 201 ; 4.825.841 ; 455 ; 3.106.739 ; 5.749 ; 41.902.637 ; 6.417 ; 50.169.683 ; 797 ; 44.111.956 ; 9 ; 613.288 ; 806,0 ; 44.725.244 ; 7.223 ; 94.894.927 ;
123;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
124;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 128 ; 27.509.266 ; 171 ; 5.749.057 ; 38 ; 8.025.707 ; 92 ; 6.338.339 ; 429 ; 47.622.369 ; 16 ; 7.728.508 ; 39 ; 31.245.748 ; 55,0 ; 38.974.256 ; 484 ; 86.596.625 ;
125;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 35 ; 291.513 ; 953 ; 627.296 ; 9.107 ; 25.673.954 ; 10.095 ; 26.592.763 ; 1.745 ; 40.308.053 ; 136 ; 14.887.753 ; 1.881,0 ; 55.195.807 ; 11.976 ; 81.788.570 ;
126;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 1.941 ; 16.251.775 ; 3.633 ; 39.126.689 ; 5.575 ; 55.385.864 ; 1.050 ; 24.574.621 ; 32 ; 1.587.018 ; 1.082,0 ; 26.161.639 ; 6.657 ; 81.547.502 ;
127;59.118.133;BANCO LUSO BRASILEIRO S.A.; 10 ; 2.574.265 ; 80 ; 5.976.601 ; 74 ; 20.941.937 ; 164 ; 10.246.205 ; 328 ; 39.739.009 ; 95 ; 16.134.362 ; 50 ; 22.979.207 ; 145,0 ; 39.113.569 ; 473 ; 78.852.578 ;
128;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 94 ; 2.657.523 ; 438 ; 9.555.135 ; 720 ; 1.832.689 ; 8.672 ; 21.834.032 ; 9.924 ; 35.879.379 ; 1.178 ; 28.490.715 ; 32 ; 1.426.479 ; 1.210,0 ; 29.917.193 ; 11.134 ; 65.796.572 ;
129;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 1.165 ; 2.988.189 ; 3.590 ; 29.760.425 ; 4.755 ; 32.748.614 ; 1.923 ; 28.368.434 ; 71 ; 1.507.888 ; 1.994,0 ; 29.876.321 ; 6.749 ; 62.624.935 ;
130;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 20 ; 14.310.000 ; 3 ; 76.917 ; 3 ; 35.252 ; 66 ; 14.075.865 ; 92 ; 28.498.035 ; 6 ; 12.743.944 ; 9 ; 12.742.830 ; 15,0 ; 25.486.774 ; 107 ; 53.984.808 ;
131;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 1 ; 4.650 ; 45 ; 706.790 ; 955 ; 3.101.380 ; 4.175 ; 25.240.906 ; 5.176 ; 29.053.727 ; 1.735 ; 23.420.629 ; 34 ; 393.477 ; 1.769,0 ; 23.814.106 ; 6.945 ; 52.867.833 ;
132;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 19 ; 32.892 ; 2.121 ; 1.351.899 ; 17.265 ; 25.099.367 ; 19.405 ; 26.484.158 ; 736 ; 24.535.759 ; 25 ; 621.947 ; 761,0 ; 25.157.707 ; 20.166 ; 51.641.864 ;
133;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 908 ; 2.157.600 ; 2.709 ; 25.029.310 ; 3.617 ; 27.186.909 ; 1.635 ; 22.943.009 ; 2 ; 50.000 ; 1.637,0 ; 22.993.009 ; 5.254 ; 50.179.918 ;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 7 ; 259.725 ; 226 ; 2.573.715 ; 295 ; 3.758.105 ; 2.781 ; 19.425.224 ; 3.309 ; 26.016.769 ; 1.543 ; 19.124.838 ; 85 ; 1.125.406 ; 1.628,0 ; 20.250.245 ; 4.937 ; 46.267.013 ;
135;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 596 ; 1.041.157 ; 3.526 ; 22.709.434 ; 4.130 ; 23.964.150 ; 637 ; 22.030.396 ; 9 ; 114.311 ; 646,0 ; 22.144.707 ; 4.776 ; 46.108.857 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 149 ; 147.885 ; 2.770 ; 20.569.417 ; 2.919 ; 20.717.302 ; 1.186 ; 20.887.186 ; 24 ; 413.786 ; 1.210,0 ; 21.300.972 ; 4.129 ; 42.018.273 ;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 6.461 ; 2.588.679 ; 17.699 ; 19.643.462 ; 24.160 ; 22.232.141 ; 414 ; 17.609.228 ; 3 ; 187.867 ; 417,0 ; 17.797.095 ; 24.577 ; 40.029.236 ;
138;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 30 ; 511.404 ; 503 ; 13.140.253 ; 53 ; 361.844 ; 1.422 ; 6.031.788 ; 2.008 ; 20.045.289 ; 1.116 ; 18.865.293 ; 38 ; 573.120 ; 1.154,0 ; 19.438.414 ; 3.162 ; 39.483.703 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 3.929 ; 2.613.206 ; 10.915 ; 18.965.299 ; 14.850 ; 21.591.667 ; 290 ; 17.028.708 ;;; 290,0 ; 17.028.708 ; 15.140 ; 38.620.375 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 725 ; 2.137.480 ; 2.252 ; 17.206.097 ; 2.977 ; 19.343.577 ; 732 ; 15.083.814 ; 2 ; 2.598 ; 734,0 ; 15.086.412 ; 3.711 ; 34.429.989 ;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 2.910 ; 2.908.279 ; 2.284 ; 15.395.802 ; 5.194 ; 18.304.081 ; 664 ; 12.524.955 ;;; 664,0 ; 12.524.955 ; 5.858 ; 30.829.036 ;
142;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 149 ; 1.038.548 ; 45 ; 1.479.231 ; 736 ; 3.058.373 ; 4.811 ; 12.736.561 ; 5.741 ; 18.312.713 ; 778 ; 10.893.600 ; 20 ; 779.338 ; 798,0 ; 11.672.938 ; 6.539 ; 29.985.651 ;
