Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em FEVEREIRO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
75;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 75 ; 1.299.964 ; 539 ; 13.646.352 ; 395 ; 5.202.785 ; 963 ; 8.671.990 ; 1.972 ; 28.821.090 ; 828 ; 20.651.530 ; 165 ; 4.861.788 ; 993 ; 25.513.318 ; 2.965 ; 54.334.408 ;
76;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 36 ; 645.977 ; 456 ; 16.391.724 ; 183 ; 1.578.900 ; 427 ; 4.659.930 ; 1.102 ; 23.276.531 ; 641 ; 20.873.982 ; 114 ; 1.983.196 ; 755 ; 22.857.179 ; 1.857 ; 46.133.710 ;
77;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 8 ; 14.417.161 ; 8 ; 2.466.204 ; 6 ; 1.945.888 ; 42 ; 8.479.163 ; 64 ; 27.308.417 ; 3 ; 7.231.373 ; 4 ; 10.230.108 ; 7 ; 17.461.481 ; 71 ; 44.769.898 ;
78;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 56 ; 19.088.405 ; 54 ; 1.193.515 ; 125 ; 2.395.829 ; 235 ; 22.677.749 ; 56 ; 21.150.289 ; 11 ; 869.000 ; 67 ; 22.019.289 ; 302 ; 44.697.039 ;
79;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 94 ; 6.898.570 ; 315 ; 10.010.103 ; 412 ; 3.273.905 ; 543 ; 2.787.990 ; 1.364 ; 22.970.567 ; 286 ; 8.312.990 ; 126 ; 5.664.964 ; 412 ; 13.977.954 ; 1.776 ; 36.948.521 ;
80;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 49 ; 1.259.842 ; 170 ; 2.550.020 ; 1.121 ; 8.713.966 ; 1.586 ; 10.880.657 ; 2.926 ; 23.404.486 ; 258 ; 6.760.229 ; 76 ; 3.212.377 ; 334 ; 9.972.606 ; 3.260 ; 33.377.093 ;
81;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 52 ; 759.982 ; 278 ; 5.801.354 ; 6.346 ; 5.432.658 ; 1.674 ; 4.853.715 ; 8.350 ; 16.847.709 ; 501 ; 10.044.816 ; 186 ; 5.587.212 ; 687 ; 15.632.028 ; 9.037 ; 32.479.737 ;
82;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 23 ; 1.010.231 ; 397 ; 10.369.005 ; 139 ; 1.120.801 ; 316 ; 2.136.262 ; 875 ; 14.636.299 ; 282 ; 11.126.364 ; 29 ; 745.771 ; 311 ; 11.872.134 ; 1.186 ; 26.508.434 ;
83;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 22 ; 439.033 ; 275 ; 1.500.615 ; 275 ; 1.622.944 ; 572 ; 3.562.591 ; 282 ; 11.482.722 ; 70 ; 10.928.450 ; 352 ; 22.411.172 ; 924 ; 25.973.764 ;
84;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 630 ; 7.271.185 ; 1.671 ; 10.099.488 ; 2.301 ; 17.370.674 ; 473 ; 5.637.202 ; 783 ; 2.915.859 ; 1.256 ; 8.553.061 ; 3.557 ; 25.923.734 ;
85;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 2 ; 29.500 ; 89 ; 6.995.529 ; 100 ; 298.454 ; 147 ; 2.490.175 ; 338 ; 9.813.659 ; 181 ; 12.088.902 ; 39 ; 2.934.768 ; 220 ; 15.023.670 ; 558 ; 24.837.329 ;
86;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 1 ; 7.529 ; 37 ; 61.416 ; 46 ; 158.985 ; 84 ; 227.930 ; 30 ; 11.870.254 ; 24 ; 11.790.113 ; 54 ; 23.660.367 ; 138 ; 23.888.296 ;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 13 ; 5.806.785 ; 23 ; 4.545.026 ; 7 ; 1.041.043 ; 19 ; 196.760 ; 62 ; 11.589.613 ; 5 ; 4.360.000 ; 10 ; 6.540.000 ; 15 ; 10.900.000 ; 77 ; 22.489.613 ;
88;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 82 ; 9.720.823 ; 58 ; 1.436.716 ; 26 ; 1.637.841 ; 34 ; 5.452.757 ; 200 ; 18.248.136 ;;; 2 ; 3.500.000 ; 2 ; 3.500.000 ; 202 ; 21.748.136 ;
89;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 3 ; 69.277 ; 207 ; 10.242.494 ; 16 ; 226.874 ; 40 ; 283.026 ; 266 ; 10.821.672 ; 136 ; 10.464.134 ; 18 ; 234.814 ; 154 ; 10.698.948 ; 420 ; 21.520.619 ;
90;61.024.352;BANCO INDUSVAL S.A.; 31 ; 4.510.770 ; 62 ; 4.915.305 ; 21 ; 1.765.418 ; 159 ; 4.377.411 ; 273 ; 15.568.904 ; 24 ; 4.870.550 ; 3 ; 48.449 ; 27 ; 4.918.999 ; 300 ; 20.487.904 ;
91;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 5 ; 418.661 ; 13 ; 256.385 ; 1 ; 1.300.000 ; 15 ; 8.233.948 ; 34 ; 10.208.995 ; 3 ; 9.250.000 ;;; 3 ; 9.250.000 ; 37 ; 19.458.995 ;
92;00.416.968;BANCO INTER S.A.; 6 ; 69.760 ; 10 ; 195.128 ; 4.740 ; 5.360.095 ; 605 ; 8.173.291 ; 5.361 ; 13.798.274 ; 54 ; 4.404.063 ; 50 ; 633.875 ; 104 ; 5.037.939 ; 5.465 ; 18.836.213 ;
93;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 4 ; 306.929 ; 10 ; 333.823 ; 9 ; 7.016.802 ; 47 ; 204.338 ; 70 ; 7.861.892 ; 1 ; 144.444 ; 2 ; 6.803.450 ; 3 ; 6.947.894 ; 73 ; 14.809.786 ;
94;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 6 ; 169.178 ; 118 ; 5.424.979 ; 60 ; 918.737 ; 108 ; 990.450 ; 292 ; 7.503.343 ; 163 ; 6.096.790 ; 44 ; 779.514 ; 207 ; 6.876.304 ; 499 ; 14.379.647 ;
95;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 701 ; 230.475 ; 317 ; 229.963 ; 1.018 ; 460.438 ; 54 ; 6.556.596 ; 47 ; 6.574.767 ; 101 ; 13.131.363 ; 1.119 ; 13.591.801 ;
96;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 51 ; 1.874.306 ; 1 ; 4.758 ; 18 ; 4.378.343 ; 27 ; 315.763 ; 97 ; 6.573.171 ; 2 ; 160.415 ; 19 ; 5.740.000 ; 21 ; 5.900.415 ; 118 ; 12.473.586 ;
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 7 ; 144.540 ; 110 ; 3.863.372 ; 72 ; 983.295 ; 169 ; 1.117.886 ; 358 ; 6.109.092 ; 68 ; 4.696.007 ; 20 ; 842.569 ; 88 ; 5.538.576 ; 446 ; 11.647.668 ;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 45.026 ; 68 ; 2.019.940 ; 249 ; 1.188.108 ; 406 ; 1.595.312 ; 725 ; 4.848.386 ; 285 ; 4.460.670 ; 126 ; 2.070.942 ; 411 ; 6.531.612 ; 1.136 ; 11.379.998 ;
99;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 5 ; 226.034 ; 41 ; 440.446 ; 71 ; 1.773.060 ; 314 ; 1.737.104 ; 431 ; 4.176.644 ; 412 ; 2.997.336 ; 56 ; 2.807.207 ; 468 ; 5.804.543 ; 899 ; 9.981.187 ;
100;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 20 ; 253.206 ; 74 ; 1.730.464 ; 223 ; 2.026.970 ; 227 ; 1.062.611 ; 544 ; 5.073.252 ; 177 ; 2.435.639 ; 116 ; 1.865.475 ; 293 ; 4.301.114 ; 837 ; 9.374.366 ;
101;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 10 ; 189.966 ; 50 ; 1.197.631 ; 193 ; 674.246 ; 452 ; 2.542.084 ; 705 ; 4.603.927 ; 298 ; 3.399.014 ; 47 ; 490.936 ; 345 ; 3.889.950 ; 1.050 ; 8.493.877 ;
102;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 115.773 ; 89 ; 3.043.633 ; 41 ; 249.804 ; 44 ; 529.842 ; 178 ; 3.939.052 ; 102 ; 3.577.534 ; 40 ; 369.716 ; 142 ; 3.947.250 ; 320 ; 7.886.302 ;
103;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 15 ; 1.339.379 ; 22 ; 538.003 ; 50 ; 912.191 ; 137 ; 761.316 ; 224 ; 3.550.888 ; 115 ; 1.535.965 ; 81 ; 2.490.944 ; 196 ; 4.026.909 ; 420 ; 7.577.798 ;
104;00.795.423;BANCO SEMEAR S.A.;;; 33 ; 1.075.786 ; 10 ; 2.180.192 ; 18 ; 2.414.270 ; 61 ; 5.670.248 ; 37 ; 1.551.778 ; 9 ; 242.688 ; 46 ; 1.794.466 ; 107 ; 7.464.713 ;
105;33.042.151;BANCO DE LA NACION ARGENTINA; 5 ; 2.894.708 ;;; 362 ; 254.142 ; 12 ; 545.717 ; 379 ; 3.694.567 ; 1 ; 34.820 ; 9 ; 3.174.867 ; 10 ; 3.209.687 ; 389 ; 6.904.254 ;
106;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 167.250 ; 61 ; 1.554.874 ; 104 ; 442.576 ; 61 ; 424.103 ; 228 ; 2.588.802 ; 99 ; 2.824.943 ; 40 ; 1.450.292 ; 139 ; 4.275.235 ; 367 ; 6.864.037 ;
107;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 2 ; 152.418 ; 47 ; 1.975.565 ; 14 ; 258.041 ; 32 ; 1.091.956 ; 95 ; 3.477.980 ; 47 ; 2.833.939 ; 11 ; 176.882 ; 58 ; 3.010.822 ; 153 ; 6.488.802 ;
108;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 6 ; 135.497 ; 30 ; 759.093 ; 77 ; 1.111.523 ; 77 ; 1.572.184 ; 190 ; 3.578.297 ; 67 ; 1.836.491 ; 34 ; 749.926 ; 101 ; 2.586.417 ; 291 ; 6.164.713 ;
109;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 175 ; 904.211 ; 163 ; 1.609.264 ; 338 ; 2.513.474 ; 70 ; 2.014.664 ; 28 ; 1.280.532 ; 98 ; 3.295.195 ; 436 ; 5.808.670 ;
110;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 34 ; 956.721 ; 49 ; 327.823 ; 129 ; 1.679.014 ; 212 ; 2.963.558 ; 98 ; 2.498.463 ; 11 ; 190.662 ; 109 ; 2.689.126 ; 321 ; 5.652.683 ;
111;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 33.319 ;;; 81 ; 228.182 ; 161 ; 733.398 ; 244 ; 994.898 ; 143 ; 2.344.755 ; 53 ; 1.872.069 ; 196 ; 4.216.824 ; 440 ; 5.211.723 ;
112;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 10 ; 395.197 ; 21 ; 338.245 ; 93 ; 1.217.108 ; 158 ; 1.127.849 ; 282 ; 3.078.398 ; 70 ; 974.978 ; 38 ; 1.131.924 ; 108 ; 2.106.902 ; 390 ; 5.185.300 ;
113;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 13 ; 69.633 ; 28 ; 628.072 ; 207 ; 2.047.293 ; 117 ; 458.437 ; 365 ; 3.203.434 ; 19 ; 361.190 ; 40 ; 1.384.352 ; 59 ; 1.745.543 ; 424 ; 4.948.977 ;
114;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 11 ; 396.205 ; 26 ; 636.187 ; 179 ; 843.532 ; 222 ; 1.069.848 ; 438 ; 2.945.771 ; 94 ; 1.099.796 ; 32 ; 789.164 ; 126 ; 1.888.961 ; 564 ; 4.834.732 ;
115;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 4 ; 183.832 ; 43 ; 1.024.539 ; 63 ; 391.081 ; 145 ; 767.408 ; 255 ; 2.366.861 ; 83 ; 1.630.134 ; 8 ; 441.016 ; 91 ; 2.071.150 ; 346 ; 4.438.010 ;
116;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 89.388 ; 34 ; 513.339 ; 73 ; 765.931 ; 137 ; 794.205 ; 252 ; 2.162.863 ; 102 ; 1.227.733 ; 37 ; 777.638 ; 139 ; 2.005.371 ; 391 ; 4.168.234 ;
117;04.902.979;BANCO DA AMAZONIA S.A.; 33 ; 1.093.570 ; 7 ; 158.331 ; 7 ; 408.759 ; 33 ; 446.408 ; 80 ; 2.107.068 ; 2 ; 467.000 ; 11 ; 1.370.000 ; 13 ; 1.837.000 ; 93 ; 3.944.068 ;
118;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 49 ; 1.331.156 ; 7 ; 108.869 ; 10 ; 274.999 ; 16 ; 255.955 ; 82 ; 1.970.979 ; 21 ; 362.998 ; 54 ; 1.604.325 ; 75 ; 1.967.324 ; 157 ; 3.938.303 ;
119;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 11 ; 289.877 ; 201 ; 1.620.871 ; 223 ; 1.288.865 ; 435 ; 3.199.613 ; 78 ; 294.308 ; 9 ; 333.995 ; 87 ; 628.303 ; 522 ; 3.827.916 ;
120;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 253 ; 867.901 ; 253 ; 1.112.118 ; 506 ; 1.980.019 ; 58 ; 678.154 ; 81 ; 539.621 ; 139 ; 1.217.774 ; 645 ; 3.197.793 ;
121;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 13 ; 446.932 ; 2 ; 103.986 ; 10 ; 853.178 ; 25 ; 1.404.096 ; 21 ; 1.299.838 ; 2 ; 103.986 ; 23 ; 1.403.824 ; 48 ; 2.807.920 ;
122;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 20.471 ; 26 ; 478.606 ; 70 ; 406.714 ; 107 ; 446.158 ; 205 ; 1.351.948 ; 111 ; 881.463 ; 45 ; 400.480 ; 156 ; 1.281.943 ; 361 ; 2.633.891 ;
123;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 9 ; 64.225 ; 44 ; 369.291 ; 151 ; 374.320 ; 194 ; 676.499 ; 398 ; 1.484.334 ; 95 ; 781.753 ; 44 ; 184.849 ; 139 ; 966.602 ; 537 ; 2.450.937 ;
124;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 3 ; 15.313 ; 14 ; 287.249 ; 164 ; 668.622 ; 198 ; 527.239 ; 379 ; 1.498.423 ; 53 ; 522.023 ; 34 ; 382.752 ; 87 ; 904.775 ; 466 ; 2.403.198 ;
125;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 6 ; 91.399 ; 28 ; 518.718 ; 22 ; 119.955 ; 39 ; 370.834 ; 95 ; 1.100.906 ; 59 ; 889.105 ; 26 ; 210.460 ; 85 ; 1.099.565 ; 180 ; 2.200.471 ;
126;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 1 ; 9.175 ; 1 ; 3.047 ; 13 ; 572.946 ; 7 ; 342.071 ; 22 ; 927.238 ; 7 ; 345.477 ; 15 ; 582.481 ; 22 ; 927.958 ; 44 ; 1.855.196 ;
127;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 27.835 ; 7 ; 247.063 ; 15 ; 184.864 ; 83 ; 459.821 ; 106 ; 919.583 ; 86 ; 706.792 ; 14 ; 212.607 ; 100 ; 919.399 ; 206 ; 1.838.982 ;
128;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.951 ; 16 ; 69.839 ; 134 ; 776.013 ; 151 ; 850.802 ; 122 ; 722.371 ; 1 ; 9.676 ; 123 ; 732.047 ; 274 ; 1.582.850 ;
129;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 1 ; 39.989 ; 28 ; 217.978 ; 89 ; 538.795 ; 118 ; 796.763 ; 3 ; 332.468 ; 3 ; 132.528 ; 6 ; 464.996 ; 124 ; 1.261.759 ;
130;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 7.349 ; 92 ; 152.463 ; 142 ; 552.924 ; 235 ; 712.736 ; 59 ; 414.809 ; 6 ; 11.170 ; 65 ; 425.979 ; 300 ; 1.138.715 ;
131;59.285.411;BANCO PAN S.A.;;;;; 6 ; 84.375 ; 22 ; 592.207 ; 28 ; 676.582 ; 4 ; 450.000 ;;; 4 ; 450.000 ; 32 ; 1.126.582 ;
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 98.290 ; 97 ; 289.196 ; 97 ; 256.214 ; 195 ; 643.700 ; 40 ; 273.000 ; 39 ; 188.986 ; 79 ; 461.986 ; 274 ; 1.105.686 ;
133;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 7 ; 122.175 ; 3 ; 102.874 ; 49 ; 79.167 ; 51 ; 205.356 ; 110 ; 509.571 ; 22 ; 251.317 ; 19 ; 179.383 ; 41 ; 430.699 ; 151 ; 940.271 ;
134;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 195 ; 184.798 ; 134 ; 405.049 ; 329 ; 589.847 ; 19 ; 135.308 ; 3 ; 12.900 ; 22 ; 148.208 ; 351 ; 738.055 ;
135;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;;; 148 ; 72.380 ; 250 ; 301.181 ; 398 ; 373.561 ; 45 ; 258.072 ; 4 ; 44.252 ; 49 ; 302.324 ; 447 ; 675.884 ;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 75 ; 197.527 ; 74 ; 227.312 ; 149 ; 424.839 ; 8 ; 51.493 ;;; 8 ; 51.493 ; 157 ; 476.332 ;
137;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 133 ; 76.552 ; 109 ; 215.787 ; 242 ; 292.339 ; 7 ; 134.931 ;;; 7 ; 134.931 ; 249 ; 427.270 ;
138;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 1.848 ; 40 ; 48.616 ; 39 ; 138.642 ; 80 ; 189.106 ; 25 ; 139.919 ; 19 ; 36.122 ; 44 ; 176.041 ; 124 ; 365.148 ;
139;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 92 ; 133.624 ; 67 ; 62.099 ; 159 ; 195.723 ;;; 17 ; 138.379 ; 17 ; 138.379 ; 176 ; 334.102 ;
140;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 36.923 ; 38 ; 21.510 ; 35 ; 89.198 ; 74 ; 147.631 ; 24 ; 111.129 ;;; 24 ; 111.129 ; 98 ; 258.760 ;
141;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 29 ; 106.752 ; 1 ; 1.978 ; 30 ; 108.730 ; 1 ; 1.978 ; 29 ; 109.752 ; 30 ; 111.730 ; 60 ; 220.459 ;
142;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 56 ; 102.324 ; 28 ; 30.126 ; 84 ; 132.450 ; 5 ; 9.555 ; 2 ; 69.572 ; 7 ; 79.127 ; 91 ; 211.577 ;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 1 ; 1.495 ; 11 ; 74.017 ; 12 ; 75.512 ; 9 ; 110.439 ; 3 ; 24.719 ; 12 ; 135.158 ; 24 ; 210.670 ;
144;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 36 ; 15.311 ; 49 ; 103.915 ; 85 ; 119.226 ; 12 ; 87.963 ;;; 12 ; 87.963 ; 97 ; 207.189 ;
145;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 16 ; 26.502 ; 44 ; 73.255 ; 60 ; 99.756 ; 31 ; 54.157 ; 2 ; 11.841 ; 33 ; 65.999 ; 93 ; 165.755 ;
146;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 28 ; 29.599 ; 32 ; 62.076 ; 60 ; 91.675 ; 5 ; 41.445 ;;; 5 ; 41.445 ; 65 ; 133.120 ;
147;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 5.500 ; 3 ; 5.252 ; 4 ; 10.752 ;;; 1 ; 100.000 ; 1 ; 100.000 ; 5 ; 110.752 ;
148;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 29 ; 35.401 ; 28 ; 46.089 ; 57 ; 81.490 ; 2 ; 6.959 ;;; 2 ; 6.959 ; 59 ; 88.449 ;
149;61.033.106;BANCO CREFISA S.A.;;;;; 1 ; 33.948 ; 5 ; 24.554 ; 6 ; 58.502 ;;;;; -   ; -   ; 6 ; 58.502 ;
150;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 2 ; 2.018 ; 10 ; 16.011 ; 12 ; 18.028 ; 7 ; 14.948 ; 1 ; 10.841 ; 8 ; 25.789 ; 20 ; 43.817 ;
151;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 1 ; 2.406 ; 3 ; 10.250 ; 4 ; 12.656 ; 2 ; 10.250 ; 1 ; 2.406 ; 3 ; 12.656 ; 7 ; 25.311 ;
152;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 4 ; 10 ; 7 ; 14 ; 11 ; 24 ; 6 ; 11.107 ; 5 ; 11.103 ; 11 ; 22.210 ; 22 ; 22.234 ;
153;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 4 ; 14.770 ; 4 ; 14.770 ;;;;; -   ; -   ; 4 ; 14.770 ;
154;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
155;54.403.563;BANCO ARBI S.A.;;;;;;; 2 ; 2.320 ; 2 ; 2.320 ; 1 ; 5.000 ;;; 1 ; 5.000 ; 3 ; 7.320 ;
156;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;;;;; 23 ; 6.054 ; 1 ; 500 ; 24 ; 6.554 ;;;;; -   ; -   ; 24 ; 6.554 ;
157;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;;;; 2 ; 4.488 ; 2 ; 4.488 ;;;;; -   ; -   ; 2 ; 4.488 ;
158;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 3 ; 1.233 ; 3 ; 1.233 ;;;;; -   ; -   ; 3 ; 1.233 ;
159;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.051 ; 1 ; 1.051 ;;;;; -   ; -   ; 1 ; 1.051 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 35.533 ; 22.587.236.174 ; 95.284 ; 20.643.232.505 ; 394.391 ; 38.422.954.999 ; 270.857 ; 35.990.681.713 ; 796.065 ; 117.644.105.392 ; 20.794 ; 38.868.681.360 ; 20.794 ; 38.886.946.202 ; 41.588 ; 77.755.627.561 ; 837.653 ; 195.399.732.953 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.03.2021.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
;;;;;;;;;;;;;;;;;;;;;
