Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Out/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
68;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 226 ; 261.281.306 ; 246 ; 129.559.433 ; 105 ; 10.226.165 ; 738 ; 111.165.106 ; 1.315 ; 512.232.010 ; 120 ; 275.779.672 ; 121 ; 290.254.170 ; 241 ; 566.033.842 ; 1.556 ; 1.078.265.852 ;;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 414 ; 16.346.865 ; 3.941 ; 246.064.744 ; 4.923 ; 80.261.593 ; 19.656 ; 234.769.589 ; 28.934 ; 577.442.791 ; 4.371 ; 410.642.197 ; 272 ; 26.364.947 ; 4.643 ; 437.007.144 ; 33.577 ; 1.014.449.935 ;;
70;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 4 ; 557.189 ; 261 ; 214.197.588 ; 601 ; 103.207.014 ; 1.321 ; 247.768.754 ; 2.187 ; 565.730.545 ; 497 ; 391.119.786 ; 85 ; 32.895.275 ; 582 ; 424.015.061 ; 2.769 ; 989.745.606 ;;
71;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 74 ; 3.511.055 ; 917 ; 31.154.163 ; 64.088 ; 36.150.040 ; 98.436 ; 222.393.276 ; 163.515 ; 293.208.534 ; 18.983 ; 440.063.291 ; 1.478 ; 226.448.653 ; 20.461 ; 666.511.944 ; 183.976 ; 959.720.478 ;;
72;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 121 ; 4.790.298 ; 908 ; 30.751.693 ; 150.440 ; 170.656.853 ; 527.704 ; 403.876.751 ; 679.173 ; 610.075.595 ; 10.788 ; 302.674.691 ; 636 ; 43.524.838 ; 11.424 ; 346.199.529 ; 690.597 ; 956.275.124 ;;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.320 ; 38.492.894 ; 8.883 ; 289.329.201 ; 5.474 ; 82.855.939 ; 12.205 ; 106.984.978 ; 27.882 ; 517.663.012 ; 4.202 ; 342.437.163 ; 691 ; 67.472.690 ; 4.893 ; 409.909.853 ; 32.775 ; 927.572.865 ;;
74;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 26 ; 223.730.046 ; 109 ; 65.176.205 ; 44 ; 68.933.754 ; 434 ; 97.571.488 ; 613 ; 455.411.493 ; 21 ; 164.772.500 ; 13 ; 293.000.000 ; 34 ; 457.772.500 ; 647 ; 913.183.993 ;;
75;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 8 ; 460.127 ; 194 ; 403.256 ; 273.868 ; 111.192.544 ; 537.549 ; 427.794.063 ; 811.619 ; 539.849.990 ; 26.038 ; 342.546.962 ; 10.086 ; 27.067.376 ; 36.124 ; 369.614.338 ; 847.743 ; 909.464.328 ;;
76;30.723.886;BANCO MODAL S.A.; 44 ; 39.081.075 ; 20 ; 732.611 ; 1.327 ; 344.154.138 ; 1.147 ; 173.140.159 ; 2.538 ; 557.107.983 ; 20 ; 57.549.051 ; 45 ; 271.632.029 ; 65 ; 329.181.080 ; 2.603 ; 886.289.063 ;;
77;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; 9 ; 2.218.906 ; 693 ; 12.050.736 ; 1.251 ; 146.231.369 ; 1.955 ; 161.380.164 ; 56 ; 402.587.252 ; 26 ; 279.087.718 ; 82 ; 681.674.970 ; 2.037 ; 843.055.134 ;;
78;59.118.133;BANCO LUSO BRASILEIRO S.A.; 427 ; 76.739.513 ; 1.235 ; 199.002.490 ; 262 ; 23.283.623 ; 1.336 ; 45.874.868 ; 3.260 ; 344.900.494 ; 1.695 ; 274.973.915 ; 643 ; 130.114.717 ; 2.338 ; 405.088.632 ; 5.598 ; 749.989.126 ;;
79;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 231 ; 156.235.985 ; 598 ; 69.305.187 ; 457 ; 37.351.163 ; 1.130 ; 77.692.248 ; 2.416 ; 340.584.583 ; 502 ; 161.337.210 ; 231 ; 234.845.170 ; 733 ; 396.182.380 ; 3.149 ; 736.766.963 ;;
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 167 ; 14.821.218 ; 2.496 ; 153.655.567 ; 2.482 ; 32.466.322 ; 11.821 ; 144.234.794 ; 16.966 ; 345.177.901 ; 10.188 ; 291.098.024 ; 1.622 ; 40.490.988 ; 11.810 ; 331.589.012 ; 28.776 ; 676.766.913 ;;
81;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 10 ; 120.145 ; 10 ; 120.145 ; 20 ; 423.324.022 ; 6 ; 211.225.927 ; 26 ; 634.549.949 ; 36 ; 634.670.094 ;;
82;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 34 ; 1.983.767 ; 2.651 ; 245.489.878 ; 474 ; 4.751.589 ; 2.633 ; 46.607.316 ; 5.792 ; 298.832.550 ; 5.198 ; 306.236.928 ; 674 ; 20.877.032 ; 5.872 ; 327.113.960 ; 11.664 ; 625.946.510 ;;
83;61.186.680;BANCO BMG S.A.; 23 ; 58.276.362 ; -   ; -   ; 96 ; 42.091.715 ; 553 ; 40.112.649 ; 672 ; 140.480.726 ; 35 ; 274.173.480 ; 31 ; 200.598.343 ; 66 ; 474.771.823 ; 738 ; 615.252.549 ;;
84;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 128 ; 20.012.327 ; 112 ; 2.729.794 ; 18 ; 20.956.469 ; 455 ; 207.726.182 ; 713 ; 251.424.772 ; 41 ; 205.887.898 ; 20 ; 45.760.706 ; 61 ; 251.648.604 ; 774 ; 503.073.376 ;;
85;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 120 ; 3.656.832 ; 1.324 ; 72.492.871 ; 4.221 ; 49.815.276 ; 5.470 ; 117.456.756 ; 11.135 ; 243.421.735 ; 5.675 ; 197.033.059 ; 1.872 ; 60.553.597 ; 7.547 ; 257.586.656 ; 18.682 ; 501.008.391 ;;
86;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 671 ; 77.779.226 ; 819 ; 54.124.989 ; 2.185 ; 43.607.657 ; 2.636 ; 180.161.137 ; 6.311 ; 355.673.009 ; 75 ; 135.296.780 ; 7 ; 4.952.710 ; 82 ; 140.249.490 ; 6.393 ; 495.922.499 ;;
87;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 219 ; 81.400.792 ; 183 ; 62.605.925 ; 116 ; 23.324.090 ; 349 ; 36.337.898 ; 867 ; 203.668.705 ; 110 ; 134.410.405 ; 136 ; 138.355.084 ; 246 ; 272.765.489 ; 1.113 ; 476.434.194 ;;
88;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 515 ; 56.069.839 ; 1.095 ; 63.563.865 ; 6.531 ; 28.300.294 ; 31.587 ; 100.533.247 ; 39.728 ; 248.467.245 ; 8.116 ; 138.039.305 ; 937 ; 58.276.945 ; 9.053 ; 196.316.250 ; 48.781 ; 444.783.495 ;;
89;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 23 ; 1.756.978 ; 1.412 ; 26.100.949 ; 6.770 ; 13.646.164 ; 2.639 ; 159.406.020 ; 10.844 ; 200.910.111 ; 2.400 ; 180.845.609 ; 438 ; 10.743.952 ; 2.838 ; 191.589.561 ; 13.682 ; 392.499.672 ;;
90;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 107 ; 5.900.645 ; 1.416 ; 74.464.863 ; 1.647 ; 23.977.360 ; 11.136 ; 91.246.102 ; 14.306 ; 195.588.970 ; 8.343 ; 152.963.195 ; 1.777 ; 17.132.667 ; 10.120 ; 170.095.862 ; 24.426 ; 365.684.832 ;;
91;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 51 ; 75.747.999 ; 40 ; 23.479.554 ; 114 ; 18.172.635 ; 675 ; 31.610.558 ; 880 ; 149.010.746 ; 25 ; 56.653.346 ; 35 ; 145.928.620 ; 60 ; 202.581.966 ; 940 ; 351.592.712 ;;
92;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 40 ; 5.276.969 ; 493 ; 58.927.983 ; 933 ; 49.256.208 ; 1.857 ; 71.649.448 ; 3.323 ; 185.110.608 ; 784 ; 112.388.025 ; 237 ; 36.362.600 ; 1.021 ; 148.750.625 ; 4.344 ; 333.861.233 ;;
93;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 14 ; 75.895 ; 32 ; 2.104.652 ; 19.434 ; 12.585.284 ; 31.699 ; 41.771.242 ; 51.179 ; 56.537.073 ; 9.704 ; 150.259.265 ; 901 ; 119.022.019 ; 10.605 ; 269.281.284 ; 61.784 ; 325.818.357 ;;
94;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 41 ; 5.880.132 ; 1.843 ; 63.462.460 ; 1.851 ; 13.868.167 ; 9.208 ; 79.718.023 ; 12.943 ; 162.928.782 ; 2.906 ; 133.316.102 ; 156 ; 9.881.060 ; 3.062 ; 143.197.162 ; 16.005 ; 306.125.944 ;;
95;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 96 ; 1.453.033 ; 1.266 ; 53.957.605 ; 792 ; 7.489.528 ; 3.626 ; 61.822.441 ; 5.780 ; 124.722.607 ; 4.320 ; 117.479.778 ; 967 ; 10.640.821 ; 5.287 ; 128.120.599 ; 11.067 ; 252.843.206 ;;
96;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 32.398 ; 972 ; 26.003.312 ; 19.899 ; 16.564.409 ; 32.061 ; 57.027.569 ; 52.935 ; 99.627.688 ; 8.285 ; 95.217.949 ; 438 ; 28.686.720 ; 8.723 ; 123.904.669 ; 61.658 ; 223.532.357 ;;
97;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 16 ; 297.437 ; 11.493 ; 8.215.968 ; 26.995 ; 29.741.412 ; 38.506 ; 38.453.112 ; 4.539 ; 100.050.447 ; 789 ; 78.411.604 ; 5.328 ; 178.462.051 ; 43.834 ; 216.915.163 ;;
98;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 45 ; 916.597 ; 1.538 ; 72.892.051 ; 643 ; 13.060.968 ; 4.333 ; 19.356.548 ; 6.559 ; 106.226.164 ; 3.217 ; 91.231.883 ; 484 ; 12.965.230 ; 3.701 ; 104.197.113 ; 10.260 ; 210.423.277 ;;
99;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 154.737 ; 36.914.205 ; 162.665 ; 84.143.710 ; 317.402 ; 121.057.915 ; 5.042 ; 62.576.648 ; 94 ; 15.276.443 ; 5.136 ; 77.853.091 ; 322.538 ; 198.911.006 ;;
100;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 68 ; 975.508 ; 253 ; 7.452.966 ; 33.375 ; 29.082.873 ; 58.389 ; 73.197.893 ; 92.085 ; 110.709.240 ; 7.771 ; 69.127.613 ; 1.391 ; 18.636.012 ; 9.162 ; 87.763.625 ; 101.247 ; 198.472.865 ;;
101;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 605 ; 67.940.466 ; 42 ; 2.511.014 ; 284 ; 5.571.634 ; 1.164 ; 13.729.491 ; 2.095 ; 89.752.605 ; 43 ; 19.789.186 ; 228 ; 77.627.246 ; 271 ; 97.416.432 ; 2.366 ; 187.169.037 ;;
102;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 19 ; 45.888.200 ; 5 ; 2.222.472 ; 73 ; 30.759.557 ; 97 ; 78.870.229 ; 46 ; 80.687.875 ; 6 ; 6.241.170 ; 52 ; 86.929.045 ; 149 ; 165.799.274 ;;
103;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 12.903 ; 19.741.182 ; 68.384 ; 82.604.884 ; 81.287 ; 102.346.066 ; 212 ; 63.117.500 ; 3 ; 150.150 ; 215 ; 63.267.650 ; 81.502 ; 165.613.716 ;;
104;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 11.551 ; 5.814.491 ; 8.561 ; 8.449.925 ; 20.112 ; 14.264.416 ; 620 ; 76.348.081 ; 392 ; 73.692.117 ; 1.012 ; 150.040.198 ; 21.124 ; 164.304.614 ;;
105;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 92 ; 19.034.181 ; 459 ; 20.580.456 ; 369 ; 12.266.745 ; 573 ; 21.702.089 ; 1.493 ; 73.583.471 ; 896 ; 41.921.891 ; 387 ; 30.938.145 ; 1.283 ; 72.860.036 ; 2.776 ; 146.443.507 ;;
106;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 18 ; 739.290 ; 64.124 ; 30.758.287 ; 88.152 ; 69.339.096 ; 152.294 ; 100.836.673 ; 10.690 ; 40.010.460 ; 45 ; 510.491 ; 10.735 ; 40.520.951 ; 163.029 ; 141.357.624 ;;
107;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 27 ; 3.648.475 ; 66 ; 3.650.391 ; 1.468 ; 27.819.934 ; 2.706 ; 48.120.150 ; 4.267 ; 83.238.950 ; 1.242 ; 38.853.503 ; 613 ; 18.556.400 ; 1.855 ; 57.409.903 ; 6.122 ; 140.648.853 ;;
108;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 91 ; 1.735.380 ; 603 ; 12.043.924 ; 1.797 ; 21.786.272 ; 8.301 ; 41.881.476 ; 10.792 ; 77.447.052 ; 2.652 ; 46.165.601 ; 867 ; 15.760.713 ; 3.519 ; 61.926.314 ; 14.311 ; 139.373.366 ;;
109;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 35 ; 740.529 ; 210 ; 2.805.039 ; 16.143 ; 12.550.696 ; 47.720 ; 54.370.053 ; 64.108 ; 70.466.317 ; 8.030 ; 49.970.994 ; 723 ; 6.128.256 ; 8.753 ; 56.099.250 ; 72.861 ; 126.565.567 ;;
110;54.403.563;BANCO ARBI S.A.; 5 ; 32.771 ; 217 ; 40.203.495 ; 28 ; 21.544.668 ; 160 ; 7.780.881 ; 410 ; 69.561.815 ; 75 ; 41.188.866 ; 17 ; 14.727.293 ; 92 ; 55.916.159 ; 502 ; 125.477.974 ;;
111;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 7 ; 756.533 ; 386 ; 4.484.993 ; 2.973 ; 57.573.520 ; 3.366 ; 62.815.046 ; 63 ; 56.466.987 ; 9 ; 2.654.047 ; 72 ; 59.121.034 ; 3.438 ; 121.936.080 ;;
112;00.795.423;BANCO SEMEAR S.A.; 9 ; 1.151.512 ; 406 ; 15.633.485 ; 125 ; 17.807.706 ; 728 ; 22.516.542 ; 1.268 ; 57.109.245 ; 169 ; 40.704.437 ; 36 ; 21.449.575 ; 205 ; 62.154.012 ; 1.473 ; 119.263.257 ;;
113;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 248 ; 6.413.913 ; 706 ; 17.794.636 ; 34.900 ; 17.152.504 ; 38.579 ; 29.628.532 ; 74.433 ; 70.989.585 ; 2.371 ; 34.405.690 ; 417 ; 10.488.272 ; 2.788 ; 44.893.962 ; 77.221 ; 115.883.547 ;;
114;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 29 ; 718.495 ; 113 ; 64.703.226 ; 142 ; 65.421.721 ; 1 ; 50.000.000 ; -   ; -   ; 1 ; 50.000.000 ; 143 ; 115.421.721 ;;
115;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 812 ; 3.277.205 ; 356 ; 6.858.054 ; 2.985 ; 39.025.992 ; 3.928 ; 18.351.414 ; 8.081 ; 67.512.665 ; 643 ; 9.794.566 ; 388 ; 26.854.360 ; 1.031 ; 36.648.926 ; 9.112 ; 104.161.591 ;;
116;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 26 ; 1.896.515 ; 167 ; 8.771.224 ; 915 ; 19.427.714 ; 5.938 ; 23.944.200 ; 7.046 ; 54.039.653 ; 1.381 ; 29.217.800 ; 1.285 ; 17.827.392 ; 2.666 ; 47.045.192 ; 9.712 ; 101.084.845 ;;
117;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 10.044 ; 11 ; 10.044 ; 41 ; 43.026.486 ; 70 ; 43.016.763 ; 111 ; 86.043.249 ; 122 ; 86.053.293 ;;
118;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 15 ; 441.274 ; 63 ; 3.538.074 ; 2.626 ; 7.780.278 ; 8.875 ; 24.595.505 ; 11.579 ; 36.355.131 ; 2.800 ; 27.499.740 ; 239 ; 7.602.771 ; 3.039 ; 35.102.511 ; 14.618 ; 71.457.642 ;;
119;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 443 ; 8.764.666 ; 2.451 ; 2.244.924 ; 7.652 ; 18.529.947 ; 10.549 ; 29.580.975 ; 2.341 ; 28.634.750 ; 141 ; 3.656.330 ; 2.482 ; 32.291.080 ; 13.031 ; 61.872.055 ;;
120;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 27.440 ; 81 ; 4.869.765 ; 2.106 ; 7.563.491 ; 7.948 ; 23.768.605 ; 10.136 ; 36.229.301 ; 1.576 ; 22.980.960 ; 15 ; 1.838.965 ; 1.591 ; 24.819.925 ; 11.727 ; 61.049.226 ;;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 18 ; 227.777 ; 169 ; 4.523.771 ; 27.153 ; 14.963.535 ; 35.918 ; 22.933.455 ; 63.258 ; 42.648.538 ; 1.478 ; 14.334.591 ; 123 ; 2.072.171 ; 1.601 ; 16.406.762 ; 64.859 ; 59.055.300 ;;
122;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 117 ; 356.764 ; 273 ; 4.333.074 ; 10.145 ; 5.663.526 ; 16.989 ; 23.113.579 ; 27.524 ; 33.466.943 ; 2.021 ; 22.390.892 ; 113 ; 936.863 ; 2.134 ; 23.327.755 ; 29.658 ; 56.794.698 ;;
123;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 32 ; 1.711.987 ; 508 ; 10.952.882 ; 1.773 ; 5.592.511 ; 5.903 ; 7.100.524 ; 8.216 ; 25.357.904 ; 1.781 ; 17.538.437 ; 293 ; 6.763.666 ; 2.074 ; 24.302.103 ; 10.290 ; 49.660.007 ;;
124;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 23 ; 1.445.242 ; 80 ; 6.479.478 ; 351 ; 7.456.459 ; 465 ; 7.444.149 ; 919 ; 22.825.328 ; 722 ; 15.026.731 ; 532 ; 10.005.211 ; 1.254 ; 25.031.942 ; 2.173 ; 47.857.270 ;;
125;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 27 ; 374.167 ; 122 ; 325.282 ; 3.202 ; 22.603.478 ; 3.351 ; 23.302.927 ; 2.798 ; 22.937.634 ; 28 ; 284.960 ; 2.826 ; 23.222.594 ; 6.177 ; 46.525.521 ;;
126;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 20 ; 857.768 ; 269 ; 12.732.170 ; 142 ; 1.947.806 ; 349 ; 8.406.569 ; 780 ; 23.944.313 ; 387 ; 20.150.450 ; 81 ; 1.816.780 ; 468 ; 21.967.230 ; 1.248 ; 45.911.543 ;;
127;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 216 ; 11.749.096 ; 40 ; 820.104 ; 433 ; 6.385.774 ; 448 ; 3.744.671 ; 1.137 ; 22.699.645 ; 309 ; 4.569.147 ; 625 ; 18.129.069 ; 934 ; 22.698.216 ; 2.071 ; 45.397.861 ;;
128;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 4.669 ; 3.511.170 ; 20.065 ; 21.243.422 ; 24.734 ; 24.754.592 ; 1.998 ; 18.494.402 ; 27 ; 785.012 ; 2.025 ; 19.279.414 ; 26.759 ; 44.034.006 ;;
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 11 ; 84.481 ; 304 ; 2.287.422 ; 7.232 ; 19.012.172 ; 7.547 ; 21.384.075 ; 4.098 ; 18.398.648 ; 58 ; 1.593.272 ; 4.156 ; 19.991.920 ; 11.703 ; 41.375.995 ;;
130;33.042.151;BANCO DE LA NACION ARGENTINA; 13 ; 12.681.027 ; 24 ; 2.692.481 ; 4.791 ; 3.565.168 ; 338 ; 877.752 ; 5.166 ; 19.816.428 ; 8 ; 2.911.058 ; 22 ; 15.451.411 ; 30 ; 18.362.469 ; 5.196 ; 38.178.897 ;;
131;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 17.491 ; 6.460.053 ; 22.403 ; 16.821.758 ; 39.894 ; 23.281.811 ; 1.246 ; 10.835.604 ; 11 ; 65.832 ; 1.257 ; 10.901.436 ; 41.151 ; 34.183.247 ;;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 14 ; 385.358 ; 109 ; 4.366.404 ; 280 ; 1.297.486 ; 1.651 ; 10.203.526 ; 2.054 ; 16.252.774 ; 1.600 ; 14.562.499 ; 122 ; 1.662.050 ; 1.722 ; 16.224.549 ; 3.776 ; 32.477.323 ;;
133;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 97 ; 15.891.253 ; -   ; -   ; 95 ; 114.905 ; 92 ; 172.230 ; 284 ; 16.178.388 ; 3 ; 810.000 ; 32 ; 14.600.000 ; 35 ; 15.410.000 ; 319 ; 31.588.388 ;;
134;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 30 ; 1.268.270 ; 7 ; 138.911 ; 2.036 ; 1.452.118 ; 11.022 ; 14.149.792 ; 13.095 ; 17.009.091 ; 1.641 ; 13.069.805 ; 41 ; 1.471.041 ; 1.682 ; 14.540.846 ; 14.777 ; 31.549.937 ;;
135;04.902.979;BANCO DA AMAZONIA S.A.; 50 ; 7.392.672 ; 8 ; 1.194.606 ; 329 ; 6.470.858 ; 303 ; 1.141.556 ; 690 ; 16.199.692 ; 13 ; 1.300.727 ; 119 ; 12.770.291 ; 132 ; 14.071.018 ; 822 ; 30.270.710 ;;
136;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 137 ; 1.187.541 ; 596 ; 14.172.738 ; 733 ; 15.360.279 ; 46 ; 13.741.830 ; 2 ; 793.000 ; 48 ; 14.534.830 ; 781 ; 29.895.109 ;;
137;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 482.236 ; 50 ; 1.360.870 ; 5.952 ; 4.948.765 ; 6.948 ; 9.670.672 ; 12.953 ; 16.462.543 ; 445 ; 8.259.378 ; 65 ; 2.854.787 ; 510 ; 11.114.165 ; 13.463 ; 27.576.708 ;;
138;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 46.398 ; 12.570.926 ; 24.916 ; 7.770.134 ; 71.314 ; 20.341.060 ; 56 ; 315.574 ; 372 ; 5.113.557 ; 428 ; 5.429.131 ; 71.742 ; 25.770.191 ;;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 4.952 ; 3.264.872 ; 12.232 ; 11.905.925 ; 17.184 ; 15.170.797 ; 1.072 ; 9.117.418 ; 50 ; 531.533 ; 1.122 ; 9.648.951 ; 18.306 ; 24.819.748 ;;
140;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 519 ; 2.787.117 ; 600 ; 4.877.312 ; 1.119 ; 7.664.429 ; 70 ; 9.182.945 ; 33 ; 7.230.800 ; 103 ; 16.413.745 ; 1.222 ; 24.078.174 ;;
141;61.033.106;BANCO CREFISA S.A.; -   ; -   ; 1 ; 3.680.000 ; 40 ; 1.342.567 ; 104 ; 7.538.914 ; 145 ; 12.561.481 ; 51 ; 9.960.267 ; -   ; -   ; 51 ; 9.960.267 ; 196 ; 22.521.748 ;;
142;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 55 ; 1.621.419 ; 140 ; 3.526.078 ; 466 ; 4.887.771 ; 664 ; 10.709.922 ; 474 ; 6.518.751 ; 132 ; 4.204.105 ; 606 ; 10.722.856 ; 1.270 ; 21.432.778 ;;
143;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 4 ; 38.218 ; 12.429 ; 5.216.622 ; 9.182 ; 9.031.172 ; 21.615 ; 14.286.012 ; 782 ; 5.401.760 ; 57 ; 1.542.881 ; 839 ; 6.944.641 ; 22.454 ; 21.230.653 ;;
144;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; 4 ; 26.313 ; 1.079 ; 898.538 ; 6.066 ; 10.465.552 ; 7.149 ; 11.390.403 ; 1.692 ; 9.712.955 ; 57 ; 109.798 ; 1.749 ; 9.822.753 ; 8.898 ; 21.213.156 ;;
145;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 1.584 ; 3.783 ; 1.147.828 ; 7.649 ; 7.577.070 ; 11.433 ; 8.726.482 ; 1.265 ; 6.430.056 ; 2 ; 20.483 ; 1.267 ; 6.450.539 ; 12.700 ; 15.177.021 ;;
146;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 470 ; 320.172 ; 2.300 ; 5.376.143 ; 2.770 ; 5.696.315 ; 601 ; 5.067.556 ; 1 ; 3.696 ; 602 ; 5.071.252 ; 3.372 ; 10.767.567 ;;
147;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; 6 ; 129.631 ; 42 ; 1.491.838 ; 251 ; 3.501.001 ; 299 ; 5.122.470 ; 133 ; 3.753.547 ; 52 ; 1.494.751 ; 185 ; 5.248.298 ; 484 ; 10.370.768 ;;
