Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
34;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 144 ; 106.047.217 ; 625 ; 87.214.761 ; 265 ; 113.158.269 ; 389 ; 40.537.438 ; 1.423 ; 346.957.684 ; 67 ; 140.422.715 ; 75 ; 225.458.605 ; 142 ; 365.881.320 ; 1.565 ; 712.839.005 ;
35;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 51 ; 43.020.175 ; 492 ; 65.404.959 ; 29 ; 193.501.843 ; 281 ; 145.906.504 ; 853 ; 447.833.481 ; 40 ; 99.162.110 ; 26 ; 84.812.396 ; 66 ; 183.974.506 ; 919 ; 631.807.987 ;
36;58.616.418;BANCO FIBRA S.A.; 107 ; 73.571.233 ; 829 ; 202.383.177 ; 27 ; 6.048.741 ; 227 ; 19.462.492 ; 1.190 ; 301.465.644 ; 64 ; 204.087.511 ; 51 ; 105.570.025 ; 115 ; 309.657.536 ; 1.305 ; 611.123.180 ;
37;45.246.410;BANCO GENIAL S.A.; 24 ; 1.000.000 ; 25 ; 5.156.918 ; 238 ; 6.866.874 ; 330 ; 211.529.430 ; 617 ; 224.553.222 ; 30 ; 207.827.820 ; 4 ; 140.408 ; 34 ; 207.968.228 ; 651 ; 432.521.450 ;
38;71.027.866;BANCO BS2 S.A.; 348 ; 36.071.799 ; 1.434 ; 77.502.853 ; 8.512 ; 103.095.669 ; 18.939 ; 120.334.901 ; 29.233 ; 337.005.222 ; 36 ; 50.563.212 ; 23 ; 8.388.940 ; 59 ; 58.952.152 ; 29.292 ; 395.957.374 ;
39;36.588.217;WISE BRASIL CORRETORA DE CâMBIO LTDA;;;;; 19.310 ; 8.210.176 ; 126.558 ; 107.709.563 ; 145.868 ; 115.919.738 ; 1.318 ; 183.523.157 ; 1.298 ; 84.023.474 ; 2.616 ; 267.546.631 ; 148.484 ; 383.466.370 ;
40;33.923.798;BANCO MASTER S/A; 121 ; 27.297.612 ; 349 ; 9.093.060 ; 19.095 ; 83.549.568 ; 56.548 ; 114.541.818 ; 76.113 ; 234.482.058 ; 71 ; 91.440.976 ; 37 ; 56.390.854 ; 108 ; 147.831.830 ; 76.221 ; 382.313.888 ;
41;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 25 ; 22.526.584 ; 197 ; 34.776.086 ; 64 ; 26.766.260 ; 90 ; 19.898.607 ; 376 ; 103.967.537 ; 59 ; 80.104.397 ; 69 ; 174.099.311 ; 128 ; 254.203.708 ; 504 ; 358.171.245 ;
42;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 6 ; 31.898.254 ; 6 ; 640.769 ; 2 ; 2.001.256 ; 251 ; 91.808.915 ; 265 ; 126.349.195 ; 10 ; 160.466.591 ; 6 ; 70.563.337 ; 16 ; 231.029.928 ; 281 ; 357.379.122 ;
43;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 16 ; 2.998.395 ; 226 ; 26.531.203 ; 224 ; 65.631.040 ; 974 ; 95.728.485 ; 1.440 ; 190.889.124 ; 175 ; 107.747.039 ; 57 ; 54.104.551 ; 232 ; 161.851.590 ; 1.672 ; 352.740.714 ;
44;00.997.185;BANCO B3 S.A.;;;;; 131 ; 116.233.831 ; 123 ; 143.630.024 ; 254 ; 259.863.855 ; 41 ; 43.316.227 ; 34 ; 15.964.834 ; 75 ; 59.281.062 ; 329 ; 319.144.917 ;
45;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 843 ; 37.300.371 ; 791 ; 56.442.993 ; 620 ; 89.738.721 ; 343 ; 13.642.900 ; 2.597 ; 197.124.985 ; 14 ; 29.598.266 ; 4 ; 84.810.031 ; 18 ; 114.408.296 ; 2.615 ; 311.533.281 ;
46;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 17 ; 3.251.911 ; 76 ; 3.033.557 ; 3.112 ; 124.710.626 ; 179 ; 6.387.307 ; 3.384 ; 137.383.401 ; 53 ; 5.712.277 ; 173 ; 124.254.424 ; 226 ; 129.966.701 ; 3.610 ; 267.350.101 ;
47;00.360.305;CAIXA ECONOMICA FEDERAL; 131 ; 34.922.242 ; 90 ; 6.272.032 ; 8.054 ; 50.228.231 ; 714 ; 45.487.904 ; 8.989 ; 136.910.409 ; 176 ; 40.663.205 ; 196 ; 73.789.666 ; 372 ; 114.452.871 ; 9.361 ; 251.363.280 ;
48;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 15 ; 12.240.459 ; 26 ; 19.825.582 ; 27 ; 79.655.136 ; 59 ; 991.710 ; 127 ; 112.712.887 ; 12 ; 29.302.085 ; 19 ; 105.372.250 ; 31 ; 134.674.335 ; 158 ; 247.387.222 ;
49;15.114.366;BANCO BOCOM BBM S.A.; 13 ; 9.690.224 ; 104 ; 11.758.946 ; 35 ; 43.743.620 ; 180 ; 32.981.784 ; 332 ; 98.174.573 ; 9 ; 58.130.269 ; 11 ; 87.866.471 ; 20 ; 145.996.740 ; 352 ; 244.171.313 ;
50;61.186.680;BANCO BMG S.A.; 1 ; 1.000.599 ; 3 ; 1.633.824 ; 18 ; 638.098 ; 36 ; 6.733.580 ; 58 ; 10.006.100 ; 4 ; 90.225.240 ; 3 ; 110.000.000 ; 7 ; 200.225.240 ; 65 ; 210.231.340 ;
51;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 182 ; 4.990.989 ; 1.020 ; 35.566.398 ; 3.739 ; 26.010.049 ; 3.376 ; 49.799.537 ; 8.317 ; 116.366.973 ; 1.821 ; 71.534.196 ; 138 ; 16.955.681 ; 1.959 ; 88.489.877 ; 10.276 ; 204.856.850 ;
52;49.336.860;ING BANK N.V.;;;;; 3 ; 578.492 ; 8 ; 1.924.365 ; 11 ; 2.502.857 ; 14 ; 174.316.528 ; 8 ; 23.990.996 ; 22 ; 198.307.524 ; 33 ; 200.810.382 ;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 249 ; 7.979.535 ; 1.626 ; 34.516.810 ; 1.870 ; 24.292.556 ; 3.650 ; 43.408.413 ; 7.395 ; 110.197.314 ; 569 ; 65.188.379 ; 214 ; 19.110.264 ; 783 ; 84.298.643 ; 8.178 ; 194.495.957 ;
54;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 765 ; 58.020.709 ; 460 ; 29.630.601 ; 579 ; 10.585.690 ; 471 ; 17.165.586 ; 2.275 ; 115.402.587 ; 7 ; 14.617.648 ; 13 ; 35.567.864 ; 20 ; 50.185.513 ; 2.295 ; 165.588.099 ;
55;13.059.145;BEXS BANCO DE CÂMBIO S/A; 15 ; 482.680 ; 74 ; 9.389.031 ; 10.594 ; 19.150.468 ; 72.047 ; 64.971.773 ; 82.730 ; 93.993.953 ; 136 ; 60.845.077 ; 28 ; 8.614.038 ; 164 ; 69.459.115 ; 82.894 ; 163.453.067 ;
56;10.690.848;BANCO DA CHINA BRASIL S.A.; 9 ; 40.058.484 ; 12 ; 1.474.109 ; 21 ; 4.730.061 ; 42 ; 24.118.137 ; 84 ; 70.380.791 ; 21 ; 29.958.863 ; 17 ; 49.160.000 ; 38 ; 79.118.863 ; 122 ; 149.499.655 ;
57;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 30.000.000 ; 4 ; 423.396 ; 2 ; 50.077.980 ; 18 ; 483.918 ; 25 ; 80.985.294 ; 6 ; 1.703.000 ; 3 ; 50.080.000 ; 9 ; 51.783.000 ; 34 ; 132.768.294 ;
58;03.609.817;BANCO CARGILL S.A.; 27 ; 26.999.406 ;;; 9 ; 7.188.601 ; 31 ; 3.431.409 ; 67 ; 37.619.416 ;;; 3 ; 87.000.000 ; 3 ; 87.000.000 ; 70 ; 124.619.416 ;
59;61.024.352;BANCO VOITER S.A.; 37 ; 6.591.669 ; 75 ; 6.706.643 ; 80 ; 10.805.166 ; 509 ; 41.070.829 ; 701 ; 65.174.308 ; 39 ; 49.382.234 ; 28 ; 8.711.377 ; 67 ; 58.093.611 ; 768 ; 123.267.918 ;
60;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 47 ; 51.104.006 ; 40 ; 39.616.850 ; 86 ; 7.044.807 ; 173 ; 97.765.663 ; 58 ; 19.340.308 ; 3 ; 792.000 ; 61 ; 20.132.308 ; 234 ; 117.897.971 ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 156 ; 2.692.378 ; 1.065 ; 31.322.569 ; 557 ; 10.623.529 ; 1.319 ; 14.287.920 ; 3.097 ; 58.926.396 ; 790 ; 43.696.975 ; 68 ; 11.321.157 ; 858 ; 55.018.132 ; 3.955 ; 113.944.528 ;
62;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 1 ; 16.927 ; 73 ; 46.382.988 ; 79 ; 15.411.029 ; 129 ; 3.184.800 ; 282 ; 64.995.744 ; 87 ; 38.789.000 ; 21 ; 4.662.000 ; 108 ; 43.451.000 ; 390 ; 108.446.744 ;
63;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 140 ; 3.123.208 ; 1.321 ; 35.300.890 ; 340 ; 5.695.193 ; 1.149 ; 14.131.714 ; 2.950 ; 58.251.005 ; 533 ; 43.148.750 ; 32 ; 2.489.537 ; 565 ; 45.638.287 ; 3.515 ; 103.889.293 ;
64;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 179 ; 4.665.818 ; 902 ; 30.896.309 ; 443 ; 9.941.587 ; 621 ; 10.128.565 ; 2.145 ; 55.632.279 ; 449 ; 35.517.845 ; 73 ; 9.079.699 ; 522 ; 44.597.545 ; 2.667 ; 100.229.823 ;
65;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 7.171 ; 40.226.441 ; 10.587 ; 40.656.294 ; 17.758 ; 80.882.735 ; 47 ; 10.691.792 ; 184 ; 7.817.073 ; 231 ; 18.508.866 ; 17.989 ; 99.391.601 ;
66;62.144.175;BANCO PINE S.A.; 16 ; 8.431.900 ; 189 ; 24.824.906 ; 4 ; 742.135 ; 26 ; 6.594.000 ; 235 ; 40.592.941 ; 11 ; 51.263.070 ; 5 ; 4.700.000 ; 16 ; 55.963.070 ; 251 ; 96.556.011 ;
67;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 61 ; 10.210.083 ; 316 ; 20.017.202 ; 377 ; 30.227.285 ; 54 ; 34.449.056 ; 10 ; 24.785.000 ; 64 ; 59.234.056 ; 441 ; 89.461.340 ;
68;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 102 ; 2.145.123 ; 703 ; 14.282.916 ; 1.919 ; 9.849.423 ; 1.586 ; 17.095.028 ; 4.310 ; 43.372.490 ; 2.178 ; 29.822.891 ; 341 ; 10.456.376 ; 2.519 ; 40.279.266 ; 6.829 ; 83.651.757 ;
69;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 771 ; 8.365.353 ; 3.024 ; 32.092.927 ; 3.795 ; 40.458.280 ; 2.308 ; 29.081.013 ; 917 ; 4.929.475 ; 3.225 ; 34.010.488 ; 7.020 ; 74.468.769 ;
70;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 24 ; 24.932.652 ; 33 ; 3.584.538 ; 32 ; 238.443 ; 79 ; 3.680.399 ; 168 ; 32.436.032 ; 42 ; 8.456.610 ; 28 ; 33.185.268 ; 70 ; 41.641.877 ; 238 ; 74.077.909 ;
71;59.118.133;BANCO LUSO BRASILEIRO S.A.; 86 ; 11.053.806 ; 183 ; 18.765.977 ; 19 ; 314.379 ; 159 ; 2.522.033 ; 447 ; 32.656.195 ; 186 ; 22.971.503 ; 89 ; 13.041.565 ; 275 ; 36.013.068 ; 722 ; 68.669.264 ;
72;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 27 ; 555.697 ; 696 ; 23.505.144 ; 222 ; 3.741.755 ; 534 ; 7.740.675 ; 1.479 ; 35.543.270 ; 898 ; 29.856.002 ; 152 ; 2.977.285 ; 1.050 ; 32.833.288 ; 2.529 ; 68.376.558 ;
73;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 32 ; 30.784.496 ; 14 ; 639.599 ; 13 ; 1.229.630 ; 32 ; 158.934 ; 91 ; 32.812.658 ; 4 ; 1.956.380 ; 21 ; 33.212.020 ; 25 ; 35.168.400 ; 116 ; 67.981.058 ;
74;60.889.128;BANCO SOFISA S.A.; 88 ; 15.383.511 ; 39 ; 8.179.241 ; 14 ; 1.697.069 ; 68 ; 3.493.281 ; 209 ; 28.753.102 ; 8 ; 21.596.173 ; 15 ; 15.289.178 ; 23 ; 36.885.350 ; 232 ; 65.638.453 ;
75;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 46 ; 1.672.951 ; 242 ; 4.031.082 ; 1.333 ; 10.902.308 ; 2.715 ; 24.667.617 ; 4.336 ; 41.273.958 ; 928 ; 19.787.447 ; 62 ; 3.632.661 ; 990 ; 23.420.108 ; 5.326 ; 64.694.067 ;
76;92.894.922;BANCO ORIGINAL S.A.;;; 7 ; 3.962.683 ; 60 ; 487.513 ; 142 ; 23.000.255 ; 209 ; 27.450.451 ; 12 ; 27.039.317 ; 7 ; 39.315 ; 19 ; 27.078.633 ; 228 ; 54.529.084 ;
77;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 51 ; 668.368 ; 54 ; 205.972 ; 105 ; 874.340 ; 23 ; 26.057.439 ; 19 ; 26.550.010 ; 42 ; 52.607.449 ; 147 ; 53.481.789 ;
78;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 8 ; 1.196.137 ; 21 ; 2.456.267 ; 17 ; 22.105.044 ; 43 ; 20.916.822 ; 89 ; 46.674.270 ; 8 ; 2.678.526 ; 7 ; 2.625.500 ; 15 ; 5.304.026 ; 104 ; 51.978.296 ;
79;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 94 ; 5.701.537 ; 228 ; 9.417.243 ; 518 ; 2.903.897 ; 1.163 ; 6.003.353 ; 2.003 ; 24.026.029 ; 675 ; 11.214.211 ; 99 ; 4.424.383 ; 774 ; 15.638.595 ; 2.777 ; 39.664.624 ;
80;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 49 ; 787.361 ; 299 ; 9.457.744 ; 2.954 ; 5.095.736 ; 250 ; 3.871.415 ; 3.552 ; 19.212.256 ; 468 ; 12.902.937 ; 220 ; 5.443.839 ; 688 ; 18.346.775 ; 4.240 ; 37.559.031 ;
81;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 117.137 ; 15 ; 376.649 ; 454 ; 2.519.672 ; 807 ; 5.765.398 ; 1.279 ; 8.778.857 ; 881 ; 15.988.048 ; 75 ; 12.474.070 ; 956 ; 28.462.118 ; 2.235 ; 37.240.975 ;
82;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 28 ; 1.451.275 ; 448 ; 12.141.787 ; 156 ; 1.547.147 ; 484 ; 3.785.414 ; 1.116 ; 18.925.623 ; 417 ; 14.324.270 ; 85 ; 1.391.862 ; 502 ; 15.716.132 ; 1.618 ; 34.641.755 ;
