Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Departamento de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de operações de câmbio contratadas em Maio/2024.;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Conglomerado ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
34;61.186.680;BANCO BMG S.A.;BMG - PRUDENCIAL; 6 ; 37.942.669 ; -   ; -   ; 6 ; 749.657 ; 64 ; 100.745.487 ; 76 ; 139.437.813 ; 5 ; 449.984.160 ; 8 ; 387.141.455 ; 13 ; 837.125.615 ; 89 ; 976.563.428 ;
35;13.059.145;EBURY BANCO DE CÂMBIO S.A.;EBURY BANCO DE CÂMBIO - PRUDENCIAL; 130 ; 246.729.658 ; 540 ; 28.286.491 ; 7.487 ; 180.836.593 ; 19.949 ; 216.993.362 ; 28.106 ; 672.846.104 ; 125 ; 59.558.245 ; 200 ; 240.965.293 ; 325 ; 300.523.538 ; 28.431 ; 973.369.642 ;
36;15.114.366;BANCO BOCOM BBM S.A.;BBM - PRUDENCIAL; 56 ; 36.087.228 ; 71 ; 37.305.062 ; 37 ; 124.924.797 ; 232 ; 95.854.308 ; 396 ; 294.171.395 ; 51 ; 294.333.353 ; 65 ; 332.769.618 ; 116 ; 627.102.971 ; 512 ; 921.274.366 ;
37;68.900.810;BANCO RENDIMENTO S.A.;RENDIMENTO - PRUDENCIAL; 14 ; 2.198.965 ; 344 ; 25.911.394 ; 183.690 ; 265.384.108 ; 3.856 ; 69.856.700 ; 187.904 ; 363.351.167 ; 1.416 ; 182.250.233 ; 5.048 ; 353.709.635 ; 6.464 ; 535.959.868 ; 194.368 ; 899.311.035 ;
38;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL; 155 ; 95.486.590 ; 567 ; 37.673.319 ; 299 ; 281.881.426 ; 458 ; 33.522.920 ; 1.479 ; 448.564.255 ; 52 ; 59.443.414 ; 62 ; 379.133.316 ; 114 ; 438.576.730 ; 1.593 ; 887.140.985 ;
39;58.616.418;BANCO FIBRA S.A.;BCO FIBRA S.A. - PRUDENCIAL; 129 ; 88.708.117 ; 590 ; 172.450.748 ; 51 ; 25.070.349 ; 172 ; 81.705.908 ; 942 ; 367.935.122 ; 60 ; 232.974.175 ; 49 ; 162.118.572 ; 109 ; 395.092.747 ; 1.051 ; 763.027.869 ;
40;10.690.848;BANCO DA CHINA BRASIL S.A.;BCO DA CHINA BRASIL S.A. - PRUDENCIAL; 38 ; 114.144.794 ; 20 ; 3.071.131 ; 127 ; 38.256.922 ; 75 ; 11.719.792 ; 260 ; 167.192.639 ; 50 ; 153.722.828 ; 76 ; 291.529.652 ; 126 ; 445.252.480 ; 386 ; 612.445.119 ;
41;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;SCOTIABANK BRASIL - PRUDENCIAL; 2 ; 732.722 ; 1 ; 10.356.406 ; 30 ; 12.786.441 ; 88 ; 65.173.873 ; 121 ; 89.049.442 ; 9 ; 203.800.300 ; 7 ; 203.815.596 ; 16 ; 407.615.896 ; 137 ; 496.665.338 ;
42;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;CREDIT SUISSE - PRUDENCIAL; -   ; -   ; -   ; -   ; 70 ; 177.994.276 ; 112 ; 260.036.259 ; 182 ; 438.030.535 ; 5 ; 25.318.704 ; 5 ; 25.318.175 ; 10 ; 50.636.879 ; 192 ; 488.667.414 ;
43;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;BMG - PRUDENCIAL; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 15.209 ; 2 ; 15.209 ; 5 ; 261.975.548 ; 3 ; 223.712.682 ; 8 ; 485.688.230 ; 10 ; 485.703.439 ;
44;07.656.500;BANCO KDB DO BRASIL S.A.;BCO KDB BRASIL S.A. - PRUDENCIAL; 1 ; 10.000.000 ; -   ; -   ; 160 ; 178.637.477 ; 216 ; 15.268.835 ; 377 ; 203.906.312 ; 11 ; 39.847.269 ; 106 ; 212.200.000 ; 117 ; 252.047.269 ; 494 ; 455.953.581 ;
45;00.997.185;BANCO B3 S.A.;BANCO B3 - PRUDENCIAL; -   ; -   ; -   ; -   ; 190 ; 144.737.104 ; 147 ; 175.150.376 ; 337 ; 319.887.480 ; 28 ; 69.238.984 ; 39 ; 38.825.610 ; 67 ; 108.064.594 ; 404 ; 427.952.074 ;
46;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;CREDIT AGRICOLE - PRUDENCIAL; 5 ; 12.359.031 ; 10 ; 609.055 ; 11 ; 2.110.273 ; 28 ; 402.305 ; 54 ; 15.480.664 ; 11 ; 170.537.540 ; 18 ; 193.800.672 ; 29 ; 364.338.212 ; 83 ; 379.818.876 ;
47;28.811.341;STONEX BANCO DE CÂMBIO S.A.;STONEX DTVM - PRUDENCIAL; 70 ; 8.159.125 ; 103 ; 4.583.858 ; 4.727 ; 142.720.833 ; 232 ; 35.802.796 ; 5.132 ; 191.266.612 ; 77 ; 36.117.448 ; 217 ; 146.617.193 ; 294 ; 182.734.641 ; 5.426 ; 374.001.253 ;
48;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;ADVANCED CC LTDA - PRUDENCIAL; 216 ; 7.285.867 ; 2.460 ; 41.382.630 ; 2.011 ; 73.924.303 ; 3.500 ; 86.710.635 ; 8.187 ; 209.303.435 ; 337 ; 86.428.414 ; 88 ; 40.211.740 ; 425 ; 126.640.154 ; 8.612 ; 335.943.589 ;
49;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;MONEYCORP - PRUDENCIAL; 15 ; 469.773 ; 309 ; 10.436.455 ; 368 ; 95.813.754 ; 980 ; 135.607.054 ; 1.672 ; 242.327.036 ; 256 ; 61.843.720 ; 44 ; 12.052.334 ; 300 ; 73.896.054 ; 1.972 ; 316.223.090 ;
50;02.318.507;BANCO KEB HANA DO BRASIL S.A.;BCO KEB DO BRASIL SA - PRUDENCIAL; -   ; -   ; 29 ; 7.909.894 ; 52 ; 135.460.702 ; 95 ; 4.897.036 ; 176 ; 148.267.632 ; 30 ; 13.262.422 ; 27 ; 135.911.035 ; 57 ; 149.173.457 ; 233 ; 297.441.089 ;
51;62.144.175;BANCO PINE S.A.;PINE - PRUDENCIAL; 51 ; 66.043.412 ; 218 ; 23.143.599 ; 22 ; 4.582.531 ; 419 ; 69.735.232 ; 710 ; 163.504.774 ; 25 ; 78.790.782 ; 30 ; 50.590.490 ; 55 ; 129.381.272 ; 765 ; 292.886.046 ;
52;61.024.352;BANCO VOITER S.A.;BANCO MASTER - PRUDENCIAL; 16 ; 26.160.493 ; 487 ; 47.111.583 ; 212 ; 98.666.357 ; 1.013 ; 46.898.205 ; 1.728 ; 218.836.638 ; 63 ; 13.856.858 ; 76 ; 40.972.606 ; 139 ; 54.829.464 ; 1.867 ; 273.666.102 ;
53;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;BANRISUL - PRUDENCIAL; 452 ; 118.445.779 ; 627 ; 40.213.792 ; 265 ; 5.876.888 ; 288 ; 11.358.313 ; 1.632 ; 175.894.772 ; 8 ; 11.500.633 ; 42 ; 85.001.630 ; 50 ; 96.502.263 ; 1.682 ; 272.397.035 ;
54;71.677.850;FRENTE CORRETORA DE CÂMBIO S.A.;FRENTE CC - PRUDENCIAL; 7 ; 329.590 ; 208 ; 3.299.591 ; 601 ; 80.134.839 ; 4.985 ; 91.323.056 ; 5.801 ; 175.087.076 ; 511 ; 55.673.365 ; 125 ; 40.129.771 ; 636 ; 95.803.136 ; 6.437 ; 270.890.212 ;
55;01.181.521;BANCO COOPERATIVO SICREDI S.A.;BCO COOPERATIVO SICREDI - PRUDENCIAL; 977 ; 60.066.928 ; 1.430 ; 56.768.582 ; 1.003 ; 17.994.181 ; 457 ; 52.923.251 ; 3.867 ; 187.752.942 ; 16 ; 42.162.785 ; 8 ; 17.452.421 ; 24 ; 59.615.206 ; 3.891 ; 247.368.148 ;
56;00.360.305;CAIXA ECONOMICA FEDERAL;CAIXA ECONÔMICA FEDERAL - PRUDENCIAL; 91 ; 35.315.468 ; 92 ; 3.301.166 ; 7.112 ; 53.063.218 ; 2.055 ; 46.146.173 ; 9.350 ; 137.826.025 ; 135 ; 42.473.173 ; 143 ; 66.620.425 ; 278 ; 109.093.598 ; 9.628 ; 246.919.623 ;
57;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;BNDES - PRUDENCIAL; 38 ; 32.176.341 ; -   ; -   ; 41 ; 6.360.146 ; 1 ; 8.249 ; 80 ; 38.544.736 ; 1 ; 76.006 ; 11 ; 200.000.000 ; 12 ; 200.076.006 ; 92 ; 238.620.742 ;
58;00.416.968;BANCO INTER S.A.;INTER - PRUDENCIAL; 47 ; 1.453.028 ; 310 ; 921.697 ; 73.587 ; 78.538.392 ; 181.058 ; 82.407.843 ; 255.002 ; 163.320.960 ; 2 ; 40.000.000 ; 4 ; 31.618.950 ; 6 ; 71.618.950 ; 255.008 ; 234.939.910 ;
59;03.609.817;BANCO CARGILL S.A.;BCO CARGILL S.A. - PRUDENCIAL; 16 ; 70.316.161 ; -   ; -   ; 16 ; 19.465.983 ; 35 ; 14.245.028 ; 67 ; 104.027.172 ; 1 ; 50.000.000 ; 3 ; 80.000.000 ; 4 ; 130.000.000 ; 71 ; 234.027.172 ;
60;45.246.410;BANCO GENIAL S.A.;GENIAL - PRUDENCIAL; 10 ; 850.519 ; 111 ; 9.842.221 ; 255 ; 87.726.021 ; 403 ; 89.136.881 ; 779 ; 187.555.642 ; 10 ; 20.426.163 ; 5 ; 7.751.393 ; 15 ; 28.177.556 ; 794 ; 215.733.198 ;
61;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;CCB - PRUDENCIAL; 37 ; 19.483.694 ; 129 ; 14.956.531 ; 21 ; 27.262.423 ; 120 ; 88.689.126 ; 307 ; 150.391.774 ; 32 ; 34.878.879 ; 28 ; 24.531.589 ; 60 ; 59.410.468 ; 367 ; 209.802.242 ;
62;60.889.128;BANCO SOFISA S.A.;SOFISA - PRUDENCIAL; 234 ; 49.486.359 ; 242 ; 19.708.806 ; 24 ; 6.056.835 ; 101 ; 49.750.750 ; 601 ; 125.002.750 ; 10 ; 55.948.227 ; 19 ; 23.835.406 ; 29 ; 79.783.633 ; 630 ; 204.786.383 ;
63;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;AVENUE SECURITIES DTVM - PRUDENCIAL; -   ; -   ; -   ; -   ; 11.253 ; 22.527.982 ; 65.360 ; 85.731.791 ; 76.613 ; 108.259.773 ; 152 ; 63.555.000 ; -   ; -   ; 152 ; 63.555.000 ; 76.765 ; 171.814.773 ;
64;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;HAITONG - PRUDENCIAL; -   ; -   ; 10 ; 535.544 ; 3 ; 7.361.280 ; 8 ; 62.404 ; 21 ; 7.959.228 ; 26 ; 72.508.286 ; 33 ; 82.453.079 ; 59 ; 154.961.365 ; 80 ; 162.920.593 ;
65;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;FAIR CC S.A. - PRUDENCIAL; 112 ; 1.863.966 ; 1.063 ; 26.953.641 ; 1.204 ; 13.441.361 ; 2.599 ; 20.365.141 ; 4.978 ; 62.624.109 ; 554 ; 57.315.788 ; 124 ; 25.339.539 ; 678 ; 82.655.327 ; 5.656 ; 145.279.436 ;
