Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em OUTUBRO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
71;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 7 ; 496.560 ; 243 ; 4.962.293 ; 381 ; 2.190.177 ; 1.638 ; 18.070.191 ; 2.269 ; 25.719.220 ; 1.044 ; 38.758.048 ; 464 ; 18.304.883 ; 1.508 ; 57.062.931 ; 3.777 ; 82.782.151 ;;;;
72;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 141 ; 421.120 ; 1.767 ; 38.690.997 ; 1.908 ; 39.112.117 ; 410 ; 40.090.290 ; 18 ; 2.471.367 ; 428 ; 42.561.657 ; 2.336 ; 81.673.774 ;;;;
73;16.944.141;BROKER BRASIL CORRETORA DE C∂MBIO LTDA.; 10 ; 398.282 ; 420 ; 10.033.571 ; 152 ; 1.268.373 ; 648 ; 21.674.560 ; 1.230 ; 33.374.786 ; 1.015 ; 38.303.107 ; 118 ; 8.290.260 ; 1.133 ; 46.593.368 ; 2.363 ; 79.968.154 ;;;;
74;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 73 ; 12.217.859 ; 152 ; 10.294.009 ; 11 ; 13.725.939 ; 68 ; 669.079 ; 304 ; 36.906.885 ; 59 ; 10.267.877 ; 40 ; 27.348.066 ; 99 ; 37.615.943 ; 403 ; 74.522.829 ;;;;
75;59.285.411;BANCO PAN S.A.; 12 ; 12.779.892 ;;; 6 ; 57.554 ; 24 ; 22.109.589 ; 42 ; 34.947.035 ; 1 ; 21.250.000 ; 6 ; 9.050.000 ; 7 ; 30.300.000 ; 49 ; 65.247.035 ;;;;
76;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 383 ; 17.265.927 ; 796 ; 1.031.944 ; 41 ; 14.370.609 ; 1.220 ; 32.668.480 ; 109 ; 30.552.692 ;;; 109 ; 30.552.692 ; 1.329 ; 63.221.172 ;;;;
77;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 31 ; 15.021.196 ; 39 ; 5.365.544 ; 19 ; 412.782 ; 46 ; 7.194.736 ; 135 ; 27.994.258 ; 20 ; 15.623.300 ; 22 ; 18.668.853 ; 42 ; 34.292.153 ; 177 ; 62.286.411 ;;;;
78;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 49 ; 54.772 ; 151 ; 3.099.838 ; 200 ; 3.154.610 ; 336 ; 30.183.709 ; 140 ; 27.120.565 ; 476 ; 57.304.274 ; 676 ; 60.458.883 ;;;;
79;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 10 ; 87.014 ; 599 ; 14.465.499 ; 251 ; 4.823.867 ; 1.235 ; 12.477.969 ; 2.095 ; 31.854.349 ; 475 ; 25.085.640 ; 29 ; 3.059.862 ; 504 ; 28.145.501 ; 2.599 ; 59.999.850 ;;;;
80;60.889.128;BANCO SOFISA S.A.; 148 ; 31.295.229 ; 96 ; 5.383.085 ; 21 ; 1.370.281 ; 106 ; 3.232.298 ; 371 ; 41.280.893 ; 6 ; 40.004 ; 3 ; 10.013.840 ; 9 ; 10.053.843 ; 380 ; 51.334.737 ;;;;
81;92.894.922;BANCO ORIGINAL S.A.; 12 ; 7.229.159 ; 45 ; 22.375.743 ; 4 ; 600.722 ; 86 ; 1.600.150 ; 147 ; 31.805.774 ; 9 ; 17.839.629 ; 5 ; 8.681 ; 14 ; 17.848.310 ; 161 ; 49.654.084 ;;;;
82;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 3 ; 42.294 ; 1 ; 1.500 ; 82 ; 23.843.349 ; 86 ; 23.887.143 ; 629 ; 23.949.706 ; 3 ; 239.363 ; 632 ; 24.189.069 ; 718 ; 48.076.212 ;;;;
83;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 39 ; 731.676 ; 745 ; 15.448.432 ; 149 ; 3.531.214 ; 685 ; 6.143.392 ; 1.618 ; 25.854.715 ; 321 ; 17.837.545 ; 6 ; 524.317 ; 327 ; 18.361.862 ; 1.945 ; 44.216.577 ;;;;
84;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 2 ; 45.927 ; 52 ; 598.626 ; 392 ; 1.639.304 ; 1.561 ; 16.387.095 ; 2.007 ; 18.670.952 ; 785 ; 19.240.731 ; 33 ; 3.914.127 ; 818 ; 23.154.858 ; 2.825 ; 41.825.810 ;;;;
85;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 22 ; 700.115 ; 41 ; 11.353.362 ; 49 ; 4.722.474 ; 112 ; 16.775.951 ; 57 ; 8.046.855 ; 32 ; 13.978.068 ; 89 ; 22.024.923 ; 201 ; 38.800.873 ;;;;
86;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 28 ; 6.514.668 ; 176 ; 4.621.081 ; 204 ; 11.135.749 ; 99 ; 13.010.710 ; 99 ; 13.210.292 ; 198 ; 26.221.003 ; 402 ; 37.356.752 ;;;;
87;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 116 ; 978.906 ; 473 ; 4.927.603 ; 589 ; 5.906.509 ; 181 ; 15.492.642 ; 47 ; 11.547.348 ; 228 ; 27.039.990 ; 817 ; 32.946.498 ;;;;
88;61.186.680;BANCO BMG S.A.; 4 ; 4.500.000 ;;;;; 13 ; 11.618.445 ; 17 ; 16.118.445 ; 3 ; 11.261.116 ; 4 ; 4.500.000 ; 7 ; 15.761.116 ; 24 ; 31.879.561 ;;;;
89;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 8 ; 31.752.812 ;;; 8 ; 31.752.812 ;;;;; -   ; -   ; 8 ; 31.752.812 ;;;;
90;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 10 ; 1.218.990 ; 2 ; 70.074 ; 4 ; 8.876 ; 6 ; 11.242 ; 22 ; 1.309.182 ; 32 ; 15.000.000 ; 36 ; 15.300.000 ; 68 ; 30.300.000 ; 90 ; 31.609.182 ;;;;
91;59.118.133;BANCO LUSO BRASILEIRO S.A.; 7 ; 3.497.867 ; 60 ; 3.064.886 ; 3 ; 13.416 ; 63 ; 4.267.450 ; 133 ; 10.843.618 ; 71 ; 11.458.821 ; 40 ; 7.945.000 ; 111 ; 19.403.821 ; 244 ; 30.247.439 ;;;;
92;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 4 ; 78.456 ; 356 ; 7.490.137 ; 114 ; 1.717.624 ; 618 ; 5.724.718 ; 1.092 ; 15.010.935 ; 613 ; 13.248.477 ; 77 ; 1.804.349 ; 690 ; 15.052.826 ; 1.782 ; 30.063.760 ;;;;
93;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 11 ; 191.313 ; 121 ; 2.641.828 ; 81 ; 650.458 ; 2.178 ; 11.698.261 ; 2.391 ; 15.181.860 ; 635 ; 14.035.524 ; 10 ; 537.981 ; 645 ; 14.573.505 ; 3.036 ; 29.755.365 ;;;;
94;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 48 ; 1.088.897 ; 382 ; 1.036.818 ; 1.528 ; 8.488.022 ; 1.958 ; 10.613.737 ; 324 ; 13.786.577 ; 34 ; 5.301.182 ; 358 ; 19.087.760 ; 2.316 ; 29.701.496 ;;;;
95;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 27 ; 803.587 ; 296 ; 8.987.251 ; 110 ; 535.119 ; 833 ; 5.422.238 ; 1.266 ; 15.748.194 ; 671 ; 13.287.923 ; 7 ; 253.755 ; 678 ; 13.541.678 ; 1.944 ; 29.289.872 ;;;;
96;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.;;; 6 ; 12.619.651 ; 3 ; 240.507 ; 6 ; 1.480.841 ; 15 ; 14.340.999 ; 4 ; 14.462.000 ;;; 4 ; 14.462.000 ; 19 ; 28.802.999 ;;;;
97;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 2 ; 2.933 ; 19 ; 35.439 ; 4.952 ; 12.997.372 ; 4.973 ; 13.035.744 ; 378 ; 12.872.964 ;;; 378 ; 12.872.964 ; 5.351 ; 25.908.707 ;;;;
98;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 34 ; 587.077 ; 277 ; 229.344 ; 1.545 ; 3.927.359 ; 1.856 ; 4.743.780 ; 243 ; 12.549.576 ; 61 ; 8.245.253 ; 304 ; 20.794.829 ; 2.160 ; 25.538.609 ;;;;
99;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 17 ; 1.964.955 ; 42 ; 2.092.329 ; 466 ; 8.826.697 ; 525 ; 12.883.981 ; 12 ; 10.792.840 ; 1 ; 1.800.000 ; 13 ; 12.592.840 ; 538 ; 25.476.821 ;;;;
100;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 1 ; 2.130 ; 474 ; 1.665.217 ; 1.098 ; 12.211.652 ; 1.573 ; 13.878.999 ; 460 ; 10.660.998 ; 5 ; 135.671 ; 465 ; 10.796.668 ; 2.038 ; 24.675.667 ;;;;
101;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 4.521 ; 151 ; 5.373.359 ; 131 ; 366.210 ; 434 ; 3.888.507 ; 717 ; 9.632.597 ; 313 ; 11.424.439 ; 26 ; 2.562.374 ; 339 ; 13.986.814 ; 1.056 ; 23.619.411 ;;;;
102;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 14 ; 208.829 ; 355 ; 6.594.180 ; 85 ; 1.447.153 ; 524 ; 4.437.070 ; 978 ; 12.687.232 ; 746 ; 10.147.883 ; 27 ; 772.867 ; 773 ; 10.920.750 ; 1.751 ; 23.607.982 ;;;;
103;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 129 ; 5.337.232 ; 11 ; 395.755 ; 142 ; 6.024.644 ; 282 ; 11.757.631 ; 178 ; 11.200.801 ; 2 ; 247.871 ; 180 ; 11.448.672 ; 462 ; 23.206.303 ;;;;
104;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 57 ; 1.094.303 ; 99 ; 2.840.358 ; 599 ; 8.362.957 ; 755 ; 12.297.618 ; 104 ; 7.158.038 ; 13 ; 485.933 ; 117 ; 7.643.971 ; 872 ; 19.941.589 ;;;;
105;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 124 ; 971.517 ; 324 ; 4.797.423 ; 448 ; 5.768.940 ; 341 ; 8.818.045 ; 48 ; 5.000.465 ; 389 ; 13.818.510 ; 837 ; 19.587.450 ;;;;
106;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 112.366 ; 5 ; 555.148 ; 45 ; 7.194.384 ; 293 ; 6.508.409 ; 344 ; 14.370.306 ; 8 ; 2.260.000 ; 5 ; 2.580.000 ; 13 ; 4.840.000 ; 357 ; 19.210.306 ;;;;
107;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 22 ; 1.179.397 ; 49 ; 237.382 ; 607 ; 7.536.966 ; 678 ; 8.953.745 ; 318 ; 9.337.314 ; 10 ; 845.000 ; 328 ; 10.182.314 ; 1.006 ; 19.136.059 ;;;;
108;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 120 ; 3.476.706 ; 168 ; 1.531.658 ; 1.899 ; 4.484.093 ; 2.187 ; 9.492.457 ; 259 ; 7.682.634 ; 30 ; 1.264.115 ; 289 ; 8.946.749 ; 2.476 ; 18.439.206 ;;;;
109;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 2 ; 32.005 ; 15 ; 1.964.073 ; 19 ; 3.573.857 ; 68 ; 4.695.131 ; 104 ; 10.265.066 ; 14 ; 6.882.153 ; 10 ; 882.572 ; 24 ; 7.764.725 ; 128 ; 18.029.791 ;;;;
110;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 28 ; 385.109 ; 184 ; 3.533.098 ; 123 ; 1.269.737 ; 553 ; 4.274.460 ; 888 ; 9.462.404 ; 232 ; 6.637.706 ; 6 ; 515.000 ; 238 ; 7.152.706 ; 1.126 ; 16.615.110 ;;;;
111;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 100.000 ; 30 ; 595.088 ; 78 ; 2.346.092 ; 643 ; 6.008.480 ; 752 ; 9.049.661 ; 80 ; 4.938.607 ; 15 ; 1.422.427 ; 95 ; 6.361.034 ; 847 ; 15.410.695 ;;;;
112;10.690.848;BANCO DA CHINA BRASIL S.A.; 3 ; 390.887 ; 6 ; 933.838 ; 15 ; 6.119.841 ; 19 ; 571.694 ; 43 ; 8.016.260 ; 5 ; 1.123.909 ; 5 ; 6.018.933 ; 10 ; 7.142.842 ; 53 ; 15.159.102 ;;;;
113;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 2 ; 19.681 ; 326 ; 642.820 ; 1.087 ; 7.237.908 ; 1.415 ; 7.900.408 ; 235 ; 6.382.554 ; 17 ; 62.457 ; 252 ; 6.445.011 ; 1.667 ; 14.345.419 ;;;;
114;07.679.404;BANCO TOPµZIO S.A.; 13 ; 1.246.887 ; 5 ; 124.165 ; 6 ; 1.456.810 ; 52 ; 4.644.778 ; 76 ; 7.472.639 ; 33 ; 4.440.800 ; 10 ; 2.374.000 ; 43 ; 6.814.800 ; 119 ; 14.287.439 ;;;;
115;33.042.151;BANCO DE LA NACION ARGENTINA; 4 ; 840.040 ; 4 ; 47.055 ; 282 ; 421.205 ; 115 ; 113.072 ; 405 ; 1.421.373 ; 6 ; 6.910.000 ; 8 ; 4.500.000 ; 14 ; 11.410.000 ; 419 ; 12.831.373 ;;;;
116;04.902.979;BANCO DA AMAZONIA S.A.; 37 ; 4.066.155 ; 37 ; 1.506.184 ; 19 ; 121.164 ; 60 ; 345.706 ; 153 ; 6.039.209 ; 10 ; 1.568.052 ; 18 ; 3.937.181 ; 28 ; 5.505.233 ; 181 ; 11.544.442 ;;;;
117;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 143 ; 3.385.971 ; 9 ; 39.931 ; 355 ; 1.746.290 ; 507 ; 5.172.192 ; 270 ; 5.176.942 ; 6 ; 87.162 ; 276 ; 5.264.105 ; 783 ; 10.436.297 ;;;;
118;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 13 ; 343.016 ; 86 ; 1.569.547 ; 161 ; 580.143 ; 1.104 ; 3.029.969 ; 1.364 ; 5.522.675 ; 204 ; 4.031.758 ; 11 ; 415.108 ; 215 ; 4.446.866 ; 1.579 ; 9.969.540 ;;;;
119;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 207 ; 384.922 ; 661 ; 4.699.962 ; 868 ; 5.084.884 ; 387 ; 4.336.426 ; 2 ; 2.361 ; 389 ; 4.338.788 ; 1.257 ; 9.423.672 ;;;;
120;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 5 ; 53.145 ; 156 ; 117.581 ; 1.011 ; 2.321.632 ; 1.172 ; 2.492.358 ; 204 ; 4.524.390 ; 23 ; 2.253.647 ; 227 ; 6.778.037 ; 1.399 ; 9.270.396 ;;;;
121;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 264 ; 1.816.085 ; 428 ; 4.561.472 ; 692 ; 6.377.557 ; 134 ; 2.873.742 ; 1 ; 7.656 ; 135 ; 2.881.398 ; 827 ; 9.258.955 ;;;;
122;19.878.228;TITUR CORRETORA DE C∂MBIO LTDA.;;;;; 5 ; 3.811 ; 60 ; 4.453.446 ; 65 ; 4.457.257 ; 168 ; 4.449.614 ;;; 168 ; 4.449.614 ; 233 ; 8.906.871 ;;;;
123;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 185 ; 548.950 ; 491 ; 3.593.165 ; 676 ; 4.142.116 ; 238 ; 3.372.400 ; 15 ; 314.139 ; 253 ; 3.686.539 ; 929 ; 7.828.655 ;;;;
124;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.; 4 ; 34.339 ; 6 ; 80.857 ; 120 ; 461.093 ; 364 ; 3.503.665 ; 494 ; 4.079.954 ; 204 ; 3.095.750 ; 7 ; 47.083 ; 211 ; 3.142.833 ; 705 ; 7.222.787 ;;;;
125;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 43 ; 881.620 ; 38 ; 53.489 ; 83 ; 2.592.779 ; 164 ; 3.527.888 ; 163 ; 3.417.879 ; 1 ; 2.724 ; 164 ; 3.420.603 ; 328 ; 6.948.490 ;;;;
126;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 1 ; 2.103 ; 362 ; 257.347 ; 2.006 ; 2.624.936 ; 2.369 ; 2.884.385 ; 84 ; 2.975.096 ; 13 ; 555.000 ; 97 ; 3.530.096 ; 2.466 ; 6.414.481 ;;;;
127;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 25 ; 2.846.080 ; 24 ; 657.634 ; 5 ; 384.117 ; 15 ; 123.418 ; 69 ; 4.011.249 ; 1 ; 190.035 ; 6 ; 2.059.222 ; 7 ; 2.249.257 ; 76 ; 6.260.506 ;;;;
128;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;;;; 88 ; 153.846 ; 427 ; 3.040.052 ; 515 ; 3.193.898 ; 72 ; 2.945.711 ; 6 ; 46.061 ; 78 ; 2.991.772 ; 593 ; 6.185.671 ;;;;
129;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 9 ; 276.422 ; 91 ; 2.205.049 ; 5 ; 2.751 ; 125 ; 509.967 ; 230 ; 2.994.188 ; 116 ; 2.667.844 ; 8 ; 232.586 ; 124 ; 2.900.430 ; 354 ; 5.894.618 ;;;;
130;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 120 ; 386.134 ; 339 ; 2.848.674 ; 459 ; 3.234.808 ; 82 ; 2.470.554 ;;; 82 ; 2.470.554 ; 541 ; 5.705.362 ;;;;
131;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 17 ; 90.534 ; 184 ; 2.724.443 ; 201 ; 2.814.977 ; 135 ; 2.695.140 ; 4 ; 75.179 ; 139 ; 2.770.319 ; 340 ; 5.585.297 ;;;;
132;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;;;; 244 ; 234.496 ; 908 ; 2.594.718 ; 1.152 ; 2.829.214 ; 44 ; 2.608.119 ;;; 44 ; 2.608.119 ; 1.196 ; 5.437.333 ;;;;
133;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 626 ; 234.258 ; 2.489 ; 2.579.282 ; 3.115 ; 2.813.540 ; 64 ; 2.467.685 ;;; 64 ; 2.467.685 ; 3.179 ; 5.281.225 ;;;;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 18.980 ; 22 ; 291.969 ; 37 ; 498.834 ; 339 ; 2.264.510 ; 400 ; 3.074.293 ; 185 ; 2.118.032 ; 11 ; 76.353 ; 196 ; 2.194.385 ; 596 ; 5.268.678 ;;;;
135;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 115 ; 234.427 ; 309 ; 2.537.822 ; 424 ; 2.772.250 ; 203 ; 2.308.078 ;;; 203 ; 2.308.078 ; 627 ; 5.080.327 ;;;;
136;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.;;; 1 ; 35.145 ; 15 ; 105.743 ; 15 ; 126.918 ; 31 ; 267.806 ; 7 ; 2.275.581 ; 2 ; 2.266.900 ; 9 ; 4.542.481 ; 40 ; 4.810.287 ;;;;
137;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 21 ; 22.230 ; 337 ; 2.240.857 ; 358 ; 2.263.087 ; 181 ; 2.268.725 ; 10 ; 11.724 ; 191 ; 2.280.449 ; 549 ; 4.543.537 ;;;;
138;04.913.711;BANCO DO ESTADO DO PARµ S.A.; 8 ; 1.449.696 ; 2 ; 113.702 ; 13 ; 4.819 ; 82 ; 191.585 ; 105 ; 1.759.801 ; 5 ; 210.000 ; 10 ; 1.504.440 ; 15 ; 1.714.440 ; 120 ; 3.474.241 ;;;;
139;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 18 ; 98.705 ; 2 ; 42.435 ; 120 ; 594.380 ; 587 ; 1.314.467 ; 727 ; 2.049.987 ; 82 ; 906.362 ; 5 ; 227.000 ; 87 ; 1.133.362 ; 814 ; 3.183.349 ;;;;
140;51.938.876;BANCO DE LA REPUBLICA ORIENTAL DEL URUGUAY;;;;; 48 ; 169.696 ; 12 ; 1.530.062 ; 60 ; 1.699.758 ; 2 ; 1.400.000 ;;; 2 ; 1.400.000 ; 62 ; 3.099.758 ;;;;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 130 ; 528.638 ; 211 ; 1.517.825 ; 341 ; 2.046.463 ; 72 ; 951.175 ;;; 72 ; 951.175 ; 413 ; 2.997.638 ;;;;
142;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 48 ; 21.623 ; 287 ; 1.482.578 ; 335 ; 1.504.201 ; 57 ; 1.418.723 ;;; 57 ; 1.418.723 ; 392 ; 2.922.924 ;;;;
143;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 21 ; 733.702 ; 9 ; 275.917 ; 52 ; 334.340 ; 82 ; 1.343.959 ; 42 ; 1.143.385 ; 11 ; 393.517 ; 53 ; 1.536.903 ; 135 ; 2.880.861 ;;;;
144;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 38 ; 55.484 ; 713 ; 1.323.445 ; 751 ; 1.378.930 ; 111 ; 1.293.770 ; 1 ; 6.500 ; 112 ; 1.300.270 ; 863 ; 2.679.200 ;;;;
145;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;; 9 ; 77.156 ; 209 ; 1.322.248 ; 218 ; 1.399.405 ; 187 ; 1.246.138 ; 2 ; 380 ; 189 ; 1.246.517 ; 407 ; 2.645.922 ;;;;
146;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 8 ; 324.674 ; 6 ; 52.625 ; 109 ; 882.658 ; 123 ; 1.259.957 ; 53 ; 1.023.336 ; 3 ; 226.809 ; 56 ; 1.250.145 ; 179 ; 2.510.102 ;;;;
147;71.677.850;FRENTE CORRETORA DE C∂MBIO LTDA.;;;;; 123 ; 522.371 ; 177 ; 1.133.411 ; 300 ; 1.655.781 ; 49 ; 586.881 ;;; 49 ; 586.881 ; 349 ; 2.242.662 ;;;;
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 40 ; 33.100 ; 444 ; 965.768 ; 484 ; 998.868 ; 83 ; 912.526 ;;; 83 ; 912.526 ; 567 ; 1.911.394 ;;;;
149;20.283.069;JN-MAXI CORRETORA DE C∂MBIO LTDA.;;;;; 463 ; 250.069 ; 1.049 ; 908.380 ; 1.512 ; 1.158.448 ; 82 ; 737.245 ;;; 82 ; 737.245 ; 1.594 ; 1.895.693 ;;;;
150;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;; 2 ; 2.894 ; 99 ; 237.187 ; 240 ; 944.218 ; 341 ; 1.184.298 ; 85 ; 706.797 ;;; 85 ; 706.797 ; 426 ; 1.891.095 ;;;;
151;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 66 ; 164.744 ; 161 ; 923.423 ; 227 ; 1.088.167 ; 108 ; 756.584 ;;; 108 ; 756.584 ; 335 ; 1.844.751 ;;;;
152;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 107 ; 77.462 ; 559 ; 815.432 ; 666 ; 892.894 ; 139 ; 741.177 ;;; 139 ; 741.177 ; 805 ; 1.634.071 ;;;;
153;62.090.873;INTL FCSTONE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 1 ; 75.000 ; 42 ; 709.096 ; 2 ; 31.268 ; 45 ; 815.364 ; 3 ; 62.270 ; 13 ; 665.200 ; 16 ; 727.470 ; 61 ; 1.542.834 ;;;;
154;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;; 1 ; 7.259 ;;; 9 ; 912.437 ; 10 ; 919.696 ; 1 ; 500.000 ;;; 1 ; 500.000 ; 11 ; 1.419.696 ;;;;
155;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 208 ; 128.229 ; 630 ; 557.645 ; 838 ; 685.874 ; 22 ; 456.047 ;;; 22 ; 456.047 ; 860 ; 1.141.921 ;;;;
156;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 34 ; 16.733 ; 622 ; 590.764 ; 656 ; 607.497 ; 94 ; 508.816 ;;; 94 ; 508.816 ; 750 ; 1.116.313 ;;;;
157;07.333.726;ONNIX CORRETORA DE C∂MBIO LTDA.;;; 1 ; 18.700 ; 28 ; 74.562 ; 143 ; 425.869 ; 172 ; 519.131 ; 93 ; 433.787 ; 8 ; 60.148 ; 101 ; 493.935 ; 273 ; 1.013.066 ;;;;
158;14.388.334;PARANµ BANCO S.A.;;;;; 1 ; 2.221 ; 3 ; 6.024 ; 4 ; 8.245 ; 1 ; 500.000 ; 1 ; 500.000 ; 2 ; 1.000.000 ; 6 ; 1.008.245 ;;;;
159;17.312.661;AMARIL FRANKLIN CORRETORA DE T÷TULOS E VALORES LTDA; 3 ; 245.495 ; 6 ; 65.145 ; 2 ; 48.671 ; 36 ; 115.172 ; 47 ; 474.483 ; 14 ; 187.823 ; 5 ; 294.105 ; 19 ; 481.929 ; 66 ; 956.412 ;;;;
160;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 22 ; 29.339 ; 171 ; 437.679 ; 193 ; 467.018 ; 54 ; 409.396 ;;; 54 ; 409.396 ; 247 ; 876.414 ;;;;
