Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em SETEMBRO / 2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
71;30.723.886;BANCO MODAL S.A.; 7 ; 454.447 ; 6 ; 24.024 ; 109 ; 22.930.855 ; 71 ; 22.197.384 ; 193 ; 45.606.710 ; 3 ; 14.792.700 ; 3 ; 19.830.000 ; 6 ; 34.622.700 ; 199 ; 80.229.410 ;;
72;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 141 ; 3.920.175 ; 917 ; 26.444.834 ; 516 ; 6.761.920 ; 1.029 ; 8.050.308 ; 2.603 ; 45.177.237 ; 330 ; 28.935.503 ; 50 ; 5.131.870 ; 380 ; 34.067.373 ; 2.983 ; 79.244.610 ;;
73;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 2 ; 550 ; 76 ; 202.401 ; 26.157 ; 10.583.651 ; 48.311 ; 36.820.804 ; 74.546 ; 47.607.406 ; 2.570 ; 28.793.135 ; 951 ; 2.054.613 ; 3.521 ; 30.847.748 ; 78.067 ; 78.455.154 ;;
74;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 1 ; 74.729 ; 170 ; 2.589.334 ; 20 ; 565.848 ; 277 ; 35.782.197 ; 468 ; 39.012.108 ; 284 ; 38.053.958 ; 16 ; 327.678 ; 300 ; 38.381.636 ; 768 ; 77.393.744 ;;
75;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 3 ; 24.811 ; 399 ; 31.691.377 ; 48 ; 367.916 ; 245 ; 4.476.323 ; 695 ; 36.560.427 ; 598 ; 37.520.464 ; 59 ; 1.745.493 ; 657 ; 39.265.957 ; 1.352 ; 75.826.384 ;;
76;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 31 ; 3.054.912 ; 473 ; 18.970.136 ; 236 ; 3.341.713 ; 993 ; 12.670.542 ; 1.733 ; 38.037.303 ; 1.030 ; 31.026.268 ; 161 ; 5.759.149 ; 1.191 ; 36.785.417 ; 2.924 ; 74.822.720 ;;
77;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 107 ; 11.558.647 ; 196 ; 9.097.942 ; 187 ; 2.794.383 ; 188 ; 20.122.502 ; 678 ; 43.573.474 ; 6 ; 15.000.000 ; -   ; -   ; 6 ; 15.000.000 ; 684 ; 58.573.474 ;;
78;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 21 ; 12.691.320 ; 20 ; 8.401.046 ; 7 ; 519.157 ; 80 ; 5.471.595 ; 128 ; 27.083.118 ; 6 ; 12.120.905 ; 6 ; 12.117.252 ; 12 ; 24.238.157 ; 140 ; 51.321.275 ;;
79;02.318.507;BANCO KEB HANA DO BRASIL S.A.; -   ; -   ; 36 ; 17.109.340 ; 52 ; 5.652.135 ; 115 ; 6.404.172 ; 203 ; 29.165.647 ; 48 ; 19.663.096 ; 8 ; 1.838.361 ; 56 ; 21.501.457 ; 259 ; 50.667.104 ;;
80;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 32 ; 578.748 ; 251 ; 7.960.839 ; 302 ; 6.312.546 ; 427 ; 7.650.683 ; 1.012 ; 22.502.816 ; 553 ; 15.901.554 ; 213 ; 7.191.751 ; 766 ; 23.093.305 ; 1.778 ; 45.596.121 ;;
81;59.118.133;BANCO LUSO BRASILEIRO S.A.; 50 ; 2.980.442 ; 151 ; 12.664.350 ; 42 ; 1.964.809 ; 141 ; 1.454.302 ; 384 ; 19.063.903 ; 176 ; 16.458.330 ; 74 ; 7.211.658 ; 250 ; 23.669.988 ; 634 ; 42.733.891 ;;
82;61.186.680;BANCO BMG S.A.; 1 ; 711.029 ; -   ; -   ; 15 ; 5.696.290 ; 54 ; 1.257.058 ; 70 ; 7.664.377 ; 5 ; 13.228.450 ; 4 ; 20.370.418 ; 9 ; 33.598.868 ; 79 ; 41.263.245 ;;
83;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 32 ; 8.891.800 ; 23 ; 2.268.753 ; 11 ; 81.348 ; 32 ; 8.969.959 ; 98 ; 20.211.860 ; 12 ; 11.578.590 ; 20 ; 9.199.144 ; 32 ; 20.777.734 ; 130 ; 40.989.594 ;;
84;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 91 ; 15.452.467 ; 7 ; 128.529 ; 26 ; 123.351 ; 90 ; 4.631.263 ; 214 ; 20.335.610 ; 5 ; 4.210.000 ; 38 ; 15.781.036 ; 43 ; 19.991.036 ; 257 ; 40.326.646 ;;
85;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 22 ; 5.080.635 ; 238 ; 6.683.925 ; 167 ; 1.541.298 ; 790 ; 11.204.380 ; 1.217 ; 24.510.238 ; 301 ; 13.080.290 ; 18 ; 1.807.684 ; 319 ; 14.887.974 ; 1.536 ; 39.398.212 ;;
86;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 58 ; 3.548.152 ; 177 ; 8.152.776 ; 496 ; 1.952.904 ; 2.396 ; 7.313.996 ; 3.127 ; 20.967.828 ; 589 ; 12.196.880 ; 63 ; 2.264.729 ; 652 ; 14.461.609 ; 3.779 ; 35.429.437 ;;
87;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 9 ; 2.256.333 ; 15 ; 452.092 ; 1 ; 241.500 ; 69 ; 14.993.450 ; 94 ; 17.943.375 ; 3 ; 15.750.000 ; 2 ; 1.676.360 ; 5 ; 17.426.360 ; 99 ; 35.369.735 ;;
88;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 4 ; 23.452 ; 8 ; 46.522 ; 1.760 ; 1.086.735 ; 3.050 ; 3.825.416 ; 4.822 ; 4.982.125 ; 927 ; 15.001.349 ; 89 ; 12.237.800 ; 1.016 ; 27.239.149 ; 5.838 ; 32.221.274 ;;
89;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 5 ; 66.627 ; 49 ; 7.711.246 ; 99 ; 2.888.364 ; 141 ; 5.548.419 ; 294 ; 16.214.656 ; 62 ; 11.391.743 ; 24 ; 1.085.000 ; 86 ; 12.476.743 ; 380 ; 28.691.399 ;;
90;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 22 ; 501.457 ; 283 ; 7.145.559 ; 166 ; 2.913.746 ; 773 ; 5.039.297 ; 1.244 ; 15.600.059 ; 751 ; 10.490.730 ; 194 ; 1.720.299 ; 945 ; 12.211.029 ; 2.189 ; 27.811.088 ;;
91;92.894.922;BANCO ORIGINAL S.A.; -   ; -   ; 1 ; 6.247 ; 52 ; 272.078 ; 86 ; 11.265.572 ; 139 ; 11.543.897 ; 3 ; 11.000.000 ; 1 ; 4.000.000 ; 4 ; 15.000.000 ; 143 ; 26.543.897 ;;
92;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 3.056.344 ; 1 ; 1.040.000 ; 16 ; 1.061.491 ; 70 ; 10.030.276 ; 89 ; 15.188.111 ; 1 ; 534.600 ; 3 ; 10.534.750 ; 4 ; 11.069.350 ; 93 ; 26.257.461 ;;
93;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 28 ; 353.185 ; 286 ; 8.986.847 ; 64 ; 609.277 ; 138 ; 1.542.862 ; 516 ; 11.492.171 ; 380 ; 10.574.204 ; 94 ; 1.041.299 ; 474 ; 11.615.503 ; 990 ; 23.107.674 ;;
94;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 7.768 ; -   ; -   ; 12 ; 10.861.820 ; 8 ; 213.055 ; 21 ; 11.082.643 ; -   ; -   ; 6 ; 11.535.000 ; 6 ; 11.535.000 ; 27 ; 22.617.643 ;;
95;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 122 ; 2.543.761 ; 2.055 ; 1.405.099 ; 2.880 ; 4.809.075 ; 5.057 ; 8.757.935 ; 728 ; 9.026.252 ; 48 ; 3.091.865 ; 776 ; 12.118.117 ; 5.833 ; 20.876.052 ;;
96;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 4 ; 78.723 ; 158 ; 7.281.224 ; 51 ; 1.163.858 ; 352 ; 1.306.373 ; 565 ; 9.830.178 ; 282 ; 8.527.159 ; 43 ; 1.180.893 ; 325 ; 9.708.052 ; 890 ; 19.538.230 ;;
97;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 4 ; 25.430 ; 1.167 ; 1.306.044 ; 2.403 ; 2.232.980 ; 3.574 ; 3.564.454 ; 409 ; 8.261.271 ; 76 ; 7.298.968 ; 485 ; 15.560.239 ; 4.059 ; 19.124.693 ;;
98;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.193 ; 608.589 ; 782 ; 750.140 ; 1.975 ; 1.358.729 ; 67 ; 8.910.898 ; 41 ; 8.777.623 ; 108 ; 17.688.521 ; 2.083 ; 19.047.250 ;;
99;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 22 ; 1.006.923 ; 102 ; 1.094.370 ; 278 ; 7.308.203 ; 402 ; 9.409.496 ; 139 ; 8.264.678 ; 48 ; 1.049.853 ; 187 ; 9.314.531 ; 589 ; 18.724.027 ;;
100;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 5 ; 9.215.602 ; 1 ; 1 ; 3 ; 1.814 ; 9 ; 9.217.417 ; 4 ; 9.225.372 ; -   ; -   ; 4 ; 9.225.372 ; 13 ; 18.442.789 ;;
101;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 15 ; 177.481 ; 53 ; 571.418 ; 3.028 ; 2.787.387 ; 5.038 ; 5.475.571 ; 8.134 ; 9.011.857 ; 694 ; 5.055.345 ; 143 ; 1.875.947 ; 837 ; 6.931.292 ; 8.971 ; 15.943.149 ;;
102;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 13.188 ; 3.369.314 ; 14.408 ; 6.978.764 ; 27.596 ; 10.348.078 ; 465 ; 4.800.640 ; 6 ; 386.305 ; 471 ; 5.186.945 ; 28.067 ; 15.535.023 ;;
103;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1.001 ; 1 ; 1.001 ; 8 ; 7.253.503 ; 14 ; 7.248.564 ; 22 ; 14.502.067 ; 23 ; 14.503.068 ;;
104;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 13 ; 213.508 ; 25 ; 319.677 ; 1.468 ; 1.178.098 ; 4.040 ; 5.535.624 ; 5.546 ; 7.246.907 ; 746 ; 5.151.100 ; 80 ; 675.758 ; 826 ; 5.826.858 ; 6.372 ; 13.073.765 ;;
105;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 265.401 ; 70 ; 1.350.361 ; 209 ; 2.394.228 ; 595 ; 3.047.494 ; 882 ; 7.057.484 ; 249 ; 3.758.352 ; 85 ; 2.021.131 ; 334 ; 5.779.483 ; 1.216 ; 12.836.967 ;;
106;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 870 ; 1.463.677 ; 4.781 ; 6.290.940 ; 5.651 ; 7.754.617 ; 89 ; 4.842.300 ; -   ; -   ; 89 ; 4.842.300 ; 5.740 ; 12.596.917 ;;
107;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 3 ; 16.203 ; 6.284 ; 3.110.463 ; 8.264 ; 5.902.354 ; 14.551 ; 9.029.020 ; 1.091 ; 2.897.415 ; 4 ; 5.253 ; 1.095 ; 2.902.668 ; 15.646 ; 11.931.688 ;;
108;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 58 ; 299.836 ; 43 ; 906.313 ; 292 ; 4.793.860 ; 317 ; 943.145 ; 710 ; 6.943.154 ; 55 ; 413.525 ; 51 ; 3.661.361 ; 106 ; 4.074.886 ; 816 ; 11.018.040 ;;
109;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 9 ; 1.735.356 ; 30 ; 904.468 ; 34 ; 932.302 ; 41 ; 1.236.366 ; 114 ; 4.808.492 ; 60 ; 2.127.122 ; 36 ; 2.652.547 ; 96 ; 4.779.669 ; 210 ; 9.588.161 ;;
110;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 21 ; 543.599 ; 74 ; 1.488.690 ; 3.141 ; 1.336.667 ; 3.558 ; 2.415.005 ; 6.794 ; 5.783.961 ; 228 ; 2.788.180 ; 45 ; 787.403 ; 273 ; 3.575.583 ; 7.067 ; 9.359.544 ;;
111;61.033.106;BANCO CREFISA S.A.; -   ; -   ; 1 ; 3.680.000 ; 2 ; 161.124 ; 12 ; 753.238 ; 15 ; 4.594.362 ; 10 ; 4.300.000 ; -   ; -   ; 10 ; 4.300.000 ; 25 ; 8.894.362 ;;
112;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 5 ; 167.185 ; 34 ; 1.220.568 ; 68 ; 1.282.333 ; 341 ; 1.522.791 ; 448 ; 4.192.877 ; 143 ; 2.694.093 ; 117 ; 1.407.809 ; 260 ; 4.101.902 ; 708 ; 8.294.779 ;;
113;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 56 ; 2.735.671 ; 11 ; 129.318 ; 20 ; 698.015 ; 34 ; 482.284 ; 121 ; 4.045.288 ; 27 ; 605.294 ; 70 ; 3.433.686 ; 97 ; 4.038.980 ; 218 ; 8.084.268 ;;
114;54.403.563;BANCO ARBI S.A.; -   ; -   ; 13 ; 2.606.551 ; 1 ; 124 ; 9 ; 810.312 ; 23 ; 3.416.987 ; 6 ; 3.529.641 ; 1 ; 125.946 ; 7 ; 3.655.587 ; 30 ; 7.072.574 ;;
115;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 15.584 ; 16 ; 931.135 ; 46 ; 1.254.513 ; 41 ; 829.334 ; 105 ; 3.030.566 ; 53 ; 1.767.181 ; 43 ; 1.276.840 ; 96 ; 3.044.021 ; 201 ; 6.074.587 ;;
116;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 2 ; 88.311 ; 40 ; 374.320 ; 265 ; 2.923.314 ; 307 ; 3.385.945 ; 3 ; 2.650.000 ; -   ; -   ; 3 ; 2.650.000 ; 310 ; 6.035.945 ;;
117;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; -   ; -   ; 36 ; 648.646 ; 188 ; 165.689 ; 707 ; 2.213.142 ; 931 ; 3.027.477 ; 257 ; 2.762.487 ; 7 ; 70.957 ; 264 ; 2.833.444 ; 1.195 ; 5.860.921 ;;
118;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 13 ; 21.545 ; 34 ; 552.334 ; 918 ; 471.507 ; 1.483 ; 2.176.651 ; 2.448 ; 3.222.037 ; 167 ; 2.322.736 ; 12 ; 57.807 ; 179 ; 2.380.543 ; 2.627 ; 5.602.580 ;;
119;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 15 ; 23.304 ; 374 ; 2.510.950 ; 389 ; 2.534.254 ; 310 ; 2.496.179 ; 1 ; 8.900 ; 311 ; 2.505.079 ; 700 ; 5.039.333 ;;
120;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 9 ; 291.331 ; 2.171 ; 1.122.887 ; 3.242 ; 1.999.843 ; 5.422 ; 3.414.061 ; 161 ; 1.324.022 ; 13 ; 170.431 ; 174 ; 1.494.453 ; 5.596 ; 4.908.514 ;;
121;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 9 ; 160.815 ; 9 ; 170.650 ; 255 ; 481.744 ; 642 ; 1.490.529 ; 915 ; 2.303.738 ; 198 ; 1.534.015 ; 15 ; 509.678 ; 213 ; 2.043.693 ; 1.128 ; 4.347.431 ;;
122;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 1 ; 14.158 ; 47 ; 894.694 ; 164 ; 420.379 ; 502 ; 631.719 ; 714 ; 1.960.950 ; 148 ; 1.537.372 ; 26 ; 445.382 ; 174 ; 1.982.754 ; 888 ; 3.943.704 ;;
123;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 473 ; 264.208 ; 1.764 ; 1.905.071 ; 2.237 ; 2.169.279 ; 171 ; 1.700.318 ; 4 ; 41.266 ; 175 ; 1.741.584 ; 2.412 ; 3.910.863 ;;
124;00.795.423;BANCO SEMEAR S.A.; -   ; -   ; 28 ; 798.349 ; 10 ; 506.146 ; 46 ; 982.836 ; 84 ; 2.287.331 ; 8 ; 1.443.055 ; 2 ; 153.619 ; 10 ; 1.596.674 ; 94 ; 3.884.005 ;;
125;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 16 ; 305.738 ; 172 ; 396.544 ; 708 ; 1.473.846 ; 896 ; 2.176.128 ; 138 ; 1.475.510 ; 1 ; 80.000 ; 139 ; 1.555.510 ; 1.035 ; 3.731.638 ;;
126;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 157.604 ; 29 ; 655.758 ; 31 ; 79.099 ; 126 ; 962.386 ; 188 ; 1.854.847 ; 130 ; 1.612.649 ; 10 ; 230.336 ; 140 ; 1.842.985 ; 328 ; 3.697.832 ;;
127;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 1 ; 5.140 ; 25 ; 309.255 ; 625 ; 1.515.762 ; 651 ; 1.830.157 ; 378 ; 1.457.007 ; 5 ; 251.000 ; 383 ; 1.708.007 ; 1.034 ; 3.538.164 ;;
128;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 4 ; 230.762 ; 24 ; 761.846 ; 13 ; 106.734 ; 30 ; 845.399 ; 71 ; 1.944.741 ; 35 ; 1.404.145 ; 5 ; 134.387 ; 40 ; 1.538.532 ; 111 ; 3.483.273 ;;
129;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 2 ; 15.728 ; 7 ; 3.449.921 ; 9 ; 3.465.649 ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 3.465.649 ;;
130;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 8 ; 192.330 ; 656 ; 471.656 ; 587 ; 1.089.761 ; 1.251 ; 1.753.747 ; 54 ; 1.476.127 ; 3 ; 7.131 ; 57 ; 1.483.258 ; 1.308 ; 3.237.005 ;;
131;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 1.361 ; 542.378 ; 2.055 ; 1.436.139 ; 3.416 ; 1.978.517 ; 138 ; 1.022.444 ; 1 ; 8.000 ; 139 ; 1.030.444 ; 3.555 ; 3.008.961 ;;
132;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 6 ; 1.213.455 ; -   ; -   ; 11 ; 10.535 ; 8 ; 8.711 ; 25 ; 1.232.701 ; -   ; -   ; 4 ; 1.500.000 ; 4 ; 1.500.000 ; 29 ; 2.732.701 ;;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 6 ; 293.234 ; -   ; -   ; 180 ; 76.832 ; 884 ; 1.015.333 ; 1.070 ; 1.385.399 ; 155 ; 938.599 ; 6 ; 293.234 ; 161 ; 1.231.833 ; 1.231 ; 2.617.232 ;;
134;04.902.979;BANCO DA AMAZONIA S.A.; 11 ; 232.627 ; 1 ; 150.000 ; 27 ; 562.852 ; 33 ; 162.368 ; 72 ; 1.107.847 ; 3 ; 267.197 ; 14 ; 796.424 ; 17 ; 1.063.621 ; 89 ; 2.171.468 ;;
135;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 4.067 ; 1.059.522 ; 2.224 ; 703.271 ; 6.291 ; 1.762.793 ; 7 ; 30.545 ; 31 ; 355.494 ; 38 ; 386.039 ; 6.329 ; 2.148.832 ;;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 404 ; 267.919 ; 1.051 ; 858.809 ; 1.455 ; 1.126.728 ; 80 ; 594.164 ; 6 ; 47.773 ; 86 ; 641.937 ; 1.541 ; 1.768.665 ;;
137;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; -   ; -   ; 12 ; 132.978 ; 20 ; 499.807 ; 28 ; 198.952 ; 60 ; 831.737 ; 36 ; 331.952 ; 20 ; 499.807 ; 56 ; 831.759 ; 116 ; 1.663.496 ;;
138;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 895 ; 262.225 ; 718 ; 694.172 ; 1.613 ; 956.397 ; 57 ; 448.176 ; 4 ; 12.096 ; 61 ; 460.272 ; 1.674 ; 1.416.669 ;;
139;33.775.974;ATIVA INVESTIMENTOS S.A. CORRETORA DE TÍTULOS, CÂMBIO E VALORES; -   ; -   ; -   ; -   ; 7 ; 75.260 ; 34 ; 413.057 ; 41 ; 488.317 ; 25 ; 520.168 ; 16 ; 195.374 ; 41 ; 715.542 ; 82 ; 1.203.859 ;;
140;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 28 ; 39.791 ; 111 ; 638.650 ; 139 ; 678.441 ; 3 ; 520.000 ; -   ; -   ; 3 ; 520.000 ; 142 ; 1.198.441 ;;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 84 ; 54.402 ; 524 ; 579.123 ; 608 ; 633.525 ; 154 ; 547.527 ; 5 ; 7.362 ; 159 ; 554.889 ; 767 ; 1.188.414 ;;
142;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 345 ; 103.600 ; 599 ; 523.225 ; 944 ; 626.825 ; 83 ; 405.850 ; -   ; -   ; 83 ; 405.850 ; 1.027 ; 1.032.675 ;;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 3 ; 826 ; 117 ; 406.750 ; 120 ; 407.576 ; 102 ; 485.633 ; 1 ; 80.000 ; 103 ; 565.633 ; 223 ; 973.209 ;;
144;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.; -   ; -   ; -   ; -   ; 3 ; 3.492 ; 342 ; 407.673 ; 345 ; 411.165 ; 101 ; 401.303 ; 1 ; 1.208 ; 102 ; 402.511 ; 447 ; 813.676 ;;
145;45.056.494;MARMARIS CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 350 ; 271.059 ; 319 ; 307.251 ; 669 ; 578.310 ; 45 ; 133.819 ; 1 ; 94.990 ; 46 ; 228.809 ; 715 ; 807.119 ;;
146;41.560.568;PRONANCE SOCIEDADE CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 118 ; 72.796 ; 247 ; 371.485 ; 365 ; 444.281 ; 79 ; 299.732 ; -   ; -   ; 79 ; 299.732 ; 444 ; 744.013 ;;
147;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 41 ; 23.538 ; 175 ; 320.661 ; 216 ; 344.199 ; 45 ; 299.924 ; -   ; -   ; 45 ; 299.924 ; 261 ; 644.123 ;;
148;33.042.151;BANCO DE LA NACION ARGENTINA; -   ; -   ; 2 ; 60.844 ; 508 ; 319.944 ; 38 ; 208.385 ; 548 ; 589.173 ; 1 ; 7.994 ; 1 ; 8.000 ; 2 ; 15.994 ; 550 ; 605.167 ;;
149;31.880.826;BANCO GUANABARA S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 300.000 ; 1 ; 300.000 ; 1 ; 300.000 ; -   ; -   ; 1 ; 300.000 ; 2 ; 600.000 ;;
150;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS; -   ; -   ; 2 ; 36.005 ; 226 ; 104.475 ; 307 ; 257.918 ; 535 ; 398.398 ; 24 ; 181.466 ; -   ; -   ; 24 ; 181.466 ; 559 ; 579.864 ;;
151;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 43 ; 159.231 ; 47 ; 128.910 ; 90 ; 288.141 ; 4 ; 86.352 ; 3 ; 180.000 ; 7 ; 266.352 ; 97 ; 554.493 ;;
152;20.155.248;UNIDA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 59 ; 37.680 ; 156 ; 188.605 ; 215 ; 226.285 ; 8 ; 119.173 ; -   ; -   ; 8 ; 119.173 ; 223 ; 345.458 ;;
153;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA; -   ; -   ; -   ; -   ; 6 ; 5.660 ; 7 ; 42.667 ; 13 ; 48.327 ; 7 ; 42.550 ; 6 ; 5.660 ; 13 ; 48.210 ; 26 ; 96.537 ;;
154;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 12.004 ; 1 ; 12.004 ; 2 ; 24.000 ; -   ; -   ; 2 ; 24.000 ; 3 ; 36.004 ;;
155;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 18.547 ; 6 ; 18.547 ; 1 ; 14.500 ; -   ; -   ; 1 ; 14.500 ; 7 ; 33.047 ;;
156;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 32.128 ; 4 ; 32.128 ; -   ; -   ; -   ; -   ; -   ; -   ; 4 ; 32.128 ;;
157;33.886.862;MASTER S/A CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;;
158;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 4.017 ; 2 ; 4.017 ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 4.017 ;;
