Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Ago/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
57;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 20 ; 570.021 ; 574 ; 12.240.246 ; 1.757 ; 13.897.147 ; 8.232 ; 85.460.184 ; 10.583 ; 112.167.597 ; 7.277 ; 481.159.397 ; 814 ; 397.931.473 ; 8.091 ; 879.090.870 ; 18.674 ; 991.258.467 ;;;;
58;59.285.411;BANCO PAN S.A.; 81 ; 72.204.201 ;;; 48 ; 21.243.961 ; 213 ; 356.687.591 ; 342 ; 450.135.753 ; 12 ; 353.909.164 ; 81 ; 155.440.326 ; 93 ; 509.349.490 ; 435 ; 959.485.243 ;;;;
59;62.144.175;BANCO PINE S.A.; 61 ; 101.613.865 ; 85 ; 55.339.162 ; 46 ; 86.294.925 ; 454 ; 162.320.416 ; 646 ; 405.568.367 ; 21 ; 267.154.831 ; 18 ; 267.156.288 ; 39 ; 534.311.119 ; 685 ; 939.879.486 ;;;;
60;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 704 ; 22.669.413 ; 8.844 ; 241.520.051 ; 7.184 ; 93.449.094 ; 21.562 ; 171.348.197 ; 38.294 ; 528.986.755 ; 5.292 ; 331.790.710 ; 811 ; 35.218.464 ; 6.103 ; 367.009.174 ; 44.397 ; 895.995.930 ;;;;
61;30.723.886;BANCO MODAL S.A.; 117 ; 23.895.889 ; 421 ; 50.278.246 ; 171 ; 201.823.769 ; 450 ; 88.569.195 ; 1.159 ; 364.567.099 ; 138 ; 226.295.745 ; 140 ; 305.116.386 ; 278 ; 531.412.131 ; 1.437 ; 895.979.230 ;;;;
62;59.118.133;BANCO LUSO BRASILEIRO S.A.; 121 ; 33.395.524 ; 4.511 ; 355.242.371 ; 117 ; 8.219.466 ; 919 ; 41.275.989 ; 5.668 ; 438.133.351 ; 2.217 ; 402.186.986 ; 204 ; 46.958.630 ; 2.421 ; 449.145.616 ; 8.089 ; 887.278.967 ;;;;
63;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 17 ; 134.139 ; 258 ; 2.489.855 ; 3.656 ; 109.279.927 ; 8.632 ; 406.722.395 ; 12.563 ; 518.626.317 ; 5.692 ; 330.665.510 ; 3.212 ; 32.939.439 ; 8.904 ; 363.604.949 ; 21.467 ; 882.231.265 ;;;;
64;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 755 ; 41.418.925 ; 13.917 ; 19.961.652 ; 25.119 ; 133.895.170 ; 39.791 ; 195.275.748 ; 12.199 ; 370.452.545 ; 697 ; 215.129.997 ; 12.896 ; 585.582.542 ; 52.687 ; 780.858.289 ;;;;
65;61.024.352;BANCO INDUSVAL S.A.; 387 ; 118.945.023 ; 295 ; 39.718.649 ; 131 ; 17.388.002 ; 614 ; 41.517.261 ; 1.427 ; 217.568.935 ; 259 ; 222.613.144 ; 343 ; 328.617.807 ; 602 ; 551.230.951 ; 2.029 ; 768.799.886 ;;;;
66;02.318.507;BANCO KEB DO BRASIL S.A.; 3 ; 1.486.697 ; 103 ; 21.823.899 ; 293 ; 284.879.437 ; 2.581 ; 304.287.567 ; 2.980 ; 612.477.601 ; 99 ; 94.168.531 ; 48 ; 54.382.990 ; 147 ; 148.551.521 ; 3.127 ; 761.029.121 ;;;;
67;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 399 ; 13.857.293 ; 6.431 ; 252.663.653 ; 3.088 ; 72.241.133 ; 7.435 ; 79.852.296 ; 17.353 ; 418.614.374 ; 2.101 ; 292.913.402 ; 148 ; 46.446.387 ; 2.249 ; 339.359.790 ; 19.602 ; 757.974.164 ;;;;
68;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 127 ; 3.091.363 ; 4.567 ; 159.203.598 ; 1.881 ; 22.621.269 ; 6.350 ; 153.009.685 ; 12.925 ; 337.925.915 ; 8.917 ; 333.210.072 ; 1.243 ; 46.713.499 ; 10.160 ; 379.923.572 ; 23.085 ; 717.849.487 ;;;;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 5.282 ; 238.511.495 ; 1.923 ; 81.714.696 ; 906 ; 41.558.256 ; 2.353 ; 23.262.147 ; 10.464 ; 385.046.593 ; 167 ; 64.400.554 ; 627 ; 235.473.594 ; 794 ; 299.874.148 ; 11.258 ; 684.920.741 ;;;;
70;60.889.128;BANCO SOFISA S.A.; 700 ; 148.980.222 ; 601 ; 46.271.613 ; 190 ; 46.650.503 ; 810 ; 66.627.753 ; 2.301 ; 308.530.091 ; 89 ; 102.772.210 ; 74 ; 271.287.955 ; 163 ; 374.060.165 ; 2.464 ; 682.590.256 ;;;;
71;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 6 ; 43.181 ; 354 ; 223.436.353 ; 143 ; 26.392.139 ; 2.391 ; 80.742.391 ; 2.894 ; 330.614.064 ; 287 ; 291.610.000 ; 15 ; 13.860.000 ; 302 ; 305.470.000 ; 3.196 ; 636.084.064 ;;;;
72;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 400 ; 769.007 ; 1.127 ; 23.352.153 ; 1.527 ; 24.121.161 ; 2.929 ; 311.743.081 ; 1.374 ; 289.158.568 ; 4.303 ; 600.901.648 ; 5.830 ; 625.022.809 ;;;;
73;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 67 ; 3.654.941 ; 2.020 ; 49.794.974 ; 3.977 ; 19.692.768 ; 13.356 ; 137.048.116 ; 19.420 ; 210.190.799 ; 10.413 ; 276.794.596 ; 3.982 ; 114.406.469 ; 14.395 ; 391.201.065 ; 33.815 ; 601.391.864 ;;;;
74;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 269 ; 138.741.890 ; 273 ; 145.506.726 ; 542 ; 284.248.616 ; 202 ; 135.053.775 ; 128 ; 128.220.913 ; 330 ; 263.274.688 ; 872 ; 547.523.304 ;;;;
75;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 50 ; 1.854.991 ; 161 ; 2.812.739 ; 221 ; 205.516.454 ; 783 ; 230.117.854 ; 1.215 ; 440.302.038 ; 49 ; 59.198.744 ; 29 ; 38.976.242 ; 78 ; 98.174.986 ; 1.293 ; 538.477.023 ;;;;
76;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 341 ; 166.737.603 ; 314 ; 45.954.928 ; 134 ; 12.065.653 ; 344 ; 29.941.225 ; 1.133 ; 254.699.409 ; 103 ; 89.862.011 ; 150 ; 190.932.933 ; 253 ; 280.794.943 ; 1.386 ; 535.494.353 ;;;;
77;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 1.068 ; 3.765.630 ; 10.778 ; 236.505.838 ; 11.846 ; 240.271.468 ; 3.476 ; 244.090.171 ; 121 ; 12.684.918 ; 3.597 ; 256.775.089 ; 15.443 ; 497.046.557 ;;;;
78;10.690.848;BANCO DA CHINA BRASIL S.A.; 85 ; 60.792.850 ; 140 ; 29.620.138 ; 109 ; 94.172.882 ; 284 ; 10.053.199 ; 618 ; 194.639.069 ; 88 ; 51.199.842 ; 142 ; 225.083.138 ; 230 ; 276.282.979 ; 848 ; 470.922.048 ;;;;
79;92.894.922;BANCO ORIGINAL S.A.; 57 ; 75.731.747 ; 722 ; 136.031.288 ; 112 ; 19.431.212 ; 984 ; 56.089.309 ; 1.875 ; 287.283.556 ; 97 ; 94.677.749 ; 20 ; 83.015.697 ; 117 ; 177.693.446 ; 1.992 ; 464.977.002 ;;;;
80;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.533 ; 134.864.898 ; 2.248 ; 66.999.766 ; 1.018 ; 18.079.692 ; 2.127 ; 99.764.430 ; 7.926 ; 319.708.786 ; 202 ; 68.764.474 ; 99 ; 59.590.428 ; 301 ; 128.354.902 ; 8.227 ; 448.063.688 ;;;;
81;61.186.680;BANCO BMG S.A.; 14 ; 24.077.900 ; 4 ; 5.505.590 ; 7 ; 5.149.524 ; 113 ; 158.107.148 ; 138 ; 192.840.162 ; 25 ; 188.571.426 ; 21 ; 39.722.083 ; 46 ; 228.293.509 ; 184 ; 421.133.671 ;;;;
82;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 39 ; 1.887.600 ; 57 ; 7.357.420 ; 246 ; 51.481.695 ; 421 ; 99.776.259 ; 763 ; 160.502.974 ; 207 ; 147.276.237 ; 89 ; 87.514.489 ; 296 ; 234.790.726 ; 1.059 ; 395.293.700 ;;;;
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 76 ; 36.879.368 ; 117 ; 27.728.911 ; 103 ; 84.552.922 ; 362 ; 80.698.988 ; 658 ; 229.860.189 ; 66 ; 71.448.326 ; 46 ; 83.854.020 ; 112 ; 155.302.346 ; 770 ; 385.162.536 ;;;;
84;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 12 ; 3.515.543 ; 106 ; 3.205.804 ; 265 ; 91.002.922 ; 1.721 ; 55.099.844 ; 2.104 ; 152.824.113 ; 965 ; 86.323.479 ; 1.461 ; 124.389.411 ; 2.426 ; 210.712.890 ; 4.530 ; 363.537.003 ;;;;
85;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 101 ; 32.952.267 ; 288 ; 136.370.317 ; 354 ; 74.225.597 ; 743 ; 243.548.181 ; 97 ; 45.111.472 ; 80 ; 73.982.397 ; 177 ; 119.093.869 ; 920 ; 362.642.050 ;;;;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 102 ; 1.840.738 ; 3.706 ; 92.635.281 ; 3.650 ; 17.203.406 ; 8.705 ; 73.766.971 ; 16.163 ; 185.446.396 ; 3.955 ; 159.781.771 ; 213 ; 12.417.865 ; 4.168 ; 172.199.637 ; 20.331 ; 357.646.033 ;;;;
87;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 93 ; 79.524.834 ; 10 ; 221.520 ; 35 ; 64.709.244 ; 88 ; 6.992.454 ; 226 ; 151.448.051 ; 17 ; 24.029.668 ; 59 ; 160.759.846 ; 76 ; 184.789.514 ; 302 ; 336.237.565 ;;;;
88;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 508 ; 79.335.389 ; 1.052 ; 80.942.224 ; 61 ; 1.625.601 ; 404 ; 9.800.570 ; 2.025 ; 171.703.783 ; 425 ; 88.756.061 ; 199 ; 75.034.477 ; 624 ; 163.790.538 ; 2.649 ; 335.494.321 ;;;;
89;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 247 ; 4.279.511 ; 4.580 ; 95.641.562 ; 1.357 ; 26.772.180 ; 5.286 ; 55.605.651 ; 11.470 ; 182.298.903 ; 2.799 ; 125.269.163 ; 73 ; 5.054.751 ; 2.872 ; 130.323.914 ; 14.342 ; 312.622.818 ;;;;
90;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 112 ; 34.104.398 ; 7 ; 1.661.217 ; 26 ; 53.066 ; 53 ; 1.230.308 ; 198 ; 37.048.989 ; 158 ; 113.384.507 ; 272 ; 155.150.000 ; 430 ; 268.534.507 ; 628 ; 305.583.495 ;;;;
91;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 180 ; 3.887.580 ; 3.401 ; 65.560.105 ; 1.330 ; 18.757.227 ; 11.705 ; 84.433.624 ; 16.616 ; 172.638.536 ; 3.595 ; 129.493.330 ; 51 ; 2.226.636 ; 3.646 ; 131.719.965 ; 20.262 ; 304.358.501 ;;;;
92;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 14 ; 111.552 ; 1.167 ; 36.825.061 ; 1.240 ; 4.618.425 ; 3.921 ; 34.984.644 ; 6.342 ; 76.539.682 ; 3.433 ; 133.930.502 ; 379 ; 66.895.554 ; 3.812 ; 200.826.056 ; 10.154 ; 277.365.737 ;;;;
93;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 13 ; 453.380 ; 396 ; 5.652.434 ; 3.220 ; 16.787.624 ; 12.222 ; 107.100.539 ; 15.851 ; 129.993.977 ; 5.757 ; 116.172.195 ; 309 ; 20.712.389 ; 6.066 ; 136.884.584 ; 21.917 ; 266.878.561 ;;;;
94;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;; 3 ; 59.048 ; 1.093 ; 8.910.749 ; 2.929 ; 36.620.721 ; 4.025 ; 45.590.518 ; 1.399 ; 105.421.511 ; 326 ; 77.685.594 ; 1.725 ; 183.107.105 ; 5.750 ; 228.697.623 ;;;;
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 79 ; 1.735.547 ; 3.301 ; 14.613.576 ; 5.937 ; 108.940.404 ; 9.317 ; 125.289.527 ; 4.351 ; 96.384.825 ; 36 ; 422.065 ; 4.387 ; 96.806.890 ; 13.704 ; 222.096.416 ;;;;
96;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 131 ; 2.144.425 ; 1.916 ; 40.635.401 ; 827 ; 14.152.486 ; 4.391 ; 49.776.230 ; 7.265 ; 106.708.542 ; 4.322 ; 91.132.767 ; 648 ; 16.969.261 ; 4.970 ; 108.102.028 ; 12.235 ; 214.810.570 ;;;;
97;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 46 ; 32.691.796 ; 26 ; 990.331 ; 332 ; 58.548.342 ; 144 ; 9.544.540 ; 548 ; 101.775.008 ; 48 ; 8.005.764 ; 124 ; 88.715.729 ; 172 ; 96.721.493 ; 720 ; 198.496.501 ;;;;
98;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 111 ; 1.271.007 ; 2.065 ; 41.299.658 ; 644 ; 7.742.286 ; 3.746 ; 40.972.556 ; 6.566 ; 91.285.507 ; 6.764 ; 77.948.565 ; 214 ; 4.688.590 ; 6.978 ; 82.637.154 ; 13.544 ; 173.922.661 ;;;;
99;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 49 ; 714.022 ; 588 ; 11.558.989 ; 524 ; 3.335.596 ; 6.903 ; 68.702.740 ; 8.064 ; 84.311.346 ; 4.600 ; 82.203.383 ; 129 ; 5.862.030 ; 4.729 ; 88.065.413 ; 12.793 ; 172.376.759 ;;;;
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 146 ; 3.337.298 ; 1.504 ; 36.103.979 ; 1.053 ; 5.666.692 ; 5.820 ; 46.918.813 ; 8.523 ; 92.026.782 ; 5.881 ; 74.244.604 ; 29 ; 181.084 ; 5.910 ; 74.425.689 ; 14.433 ; 166.452.470 ;;;;
101;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 1.406 ; 64.707.103 ; 7 ; 96.738 ; 641 ; 15.619.719 ; 2.054 ; 80.423.559 ; 1.800 ; 82.562.584 ; 44 ; 2.662.876 ; 1.844 ; 85.225.459 ; 3.898 ; 165.649.019 ;;;;
102;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 75.979 ; 299 ; 6.476.929 ; 3.992 ; 6.121.759 ; 11.611 ; 57.174.168 ; 15.907 ; 69.848.835 ; 3.057 ; 71.939.769 ; 165 ; 14.589.310 ; 3.222 ; 86.529.078 ; 19.129 ; 156.377.913 ;;;;
103;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 19.861 ; 1.486 ; 57.534.651 ; 89 ; 2.316.637 ; 754 ; 18.725.114 ; 2.330 ; 78.596.264 ; 1.191 ; 75.095.023 ; 18 ; 1.179.122 ; 1.209 ; 76.274.145 ; 3.539 ; 154.870.408 ;;;;
104;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 43 ; 147.905 ; 743 ; 1.276.447 ; 35.270 ; 70.417.632 ; 36.056 ; 71.841.984 ; 3.085 ; 69.691.837 ; 4 ; 400.160 ; 3.089 ; 70.091.997 ; 39.145 ; 141.933.981 ;;;;
105;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 3 ; 49.882 ; 992 ; 29.393.936 ; 1.242 ; 7.785.325 ; 13.639 ; 35.648.017 ; 15.876 ; 72.877.161 ; 2.075 ; 62.909.829 ; 254 ; 5.806.980 ; 2.329 ; 68.716.809 ; 18.205 ; 141.593.970 ;;;;
106;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 131 ; 2.536.794 ; 1.238 ; 27.018.805 ; 1.691 ; 16.272.464 ; 4.124 ; 38.526.931 ; 7.184 ; 84.354.994 ; 2.148 ; 50.582.450 ; 37 ; 3.826.886 ; 2.185 ; 54.409.336 ; 9.369 ; 138.764.330 ;;;;
107;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 17 ; 313.476 ; 1.224 ; 31.557.467 ; 128 ; 490.805 ; 5.215 ; 35.371.308 ; 6.584 ; 67.733.055 ; 3.040 ; 67.039.195 ; 73 ; 849.344 ; 3.113 ; 67.888.540 ; 9.697 ; 135.621.595 ;;;;
108;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 6 ; 17.342 ; 239 ; 4.414.747 ; 2.465 ; 2.880.702 ; 14.001 ; 30.841.619 ; 16.711 ; 38.154.410 ; 1.917 ; 64.916.022 ; 395 ; 32.451.747 ; 2.312 ; 97.367.769 ; 19.023 ; 135.522.180 ;;;;
109;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 30 ; 36.657 ; 489 ; 67.350.659 ; 519 ; 67.387.316 ; 1.985 ; 67.413.868 ; 1 ; 100.000 ; 1.986 ; 67.513.868 ; 2.505 ; 134.901.184 ;;;;
110;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 16 ; 181.827 ; 942 ; 5.614.993 ; 2.292 ; 36.082.966 ; 3.250 ; 41.879.787 ; 2.847 ; 56.671.540 ; 322 ; 26.063.401 ; 3.169 ; 82.734.941 ; 6.419 ; 124.614.728 ;;;;
111;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 52 ; 2.546.660 ; 539 ; 913.361 ; 4.258 ; 53.879.826 ; 4.849 ; 57.339.847 ; 2.301 ; 60.454.771 ; 51 ; 4.956.253 ; 2.352 ; 65.411.024 ; 7.201 ; 122.750.871 ;;;;
112;33.042.151;BANCO DE LA NACION ARGENTINA; 46 ; 19.857.401 ; 64 ; 5.436.244 ; 2.496 ; 3.215.535 ; 838 ; 1.454.106 ; 3.444 ; 29.963.286 ; 73 ; 36.110.189 ; 83 ; 55.789.629 ; 156 ; 91.899.818 ; 3.600 ; 121.863.104 ;;;;
113;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 44 ; 2.841.236 ; 192 ; 3.532.755 ; 424 ; 9.899.054 ; 5.505 ; 47.408.170 ; 6.165 ; 63.681.215 ; 1.155 ; 46.759.714 ; 116 ; 8.840.110 ; 1.271 ; 55.599.824 ; 7.436 ; 119.281.039 ;;;;
114;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 744 ; 41.306.226 ;;; 84 ; 16.382.802 ; 828 ; 57.689.028 ; 496 ; 57.681.778 ;;; 496 ; 57.681.778 ; 1.324 ; 115.370.806 ;;;;
115;04.902.979;BANCO DA AMAZONIA S.A.; 269 ; 29.721.213 ; 238 ; 15.742.810 ; 139 ; 2.077.026 ; 487 ; 8.242.106 ; 1.133 ; 55.783.154 ; 58 ; 19.559.354 ; 110 ; 27.382.378 ; 168 ; 46.941.731 ; 1.301 ; 102.724.886 ;;;;
116;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 263 ; 4.909.899 ; 135 ; 992.669 ; 744 ; 42.111.038 ; 1.142 ; 48.013.606 ; 2.080 ; 46.815.739 ; 23 ; 824.849 ; 2.103 ; 47.640.588 ; 3.245 ; 95.654.193 ;;;;
117;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 118 ; 3.760.674 ; 408 ; 6.980.742 ; 3.628 ; 37.606.083 ; 4.154 ; 48.347.499 ; 78 ; 40.339.591 ; 15 ; 6.069.569 ; 93 ; 46.409.161 ; 4.247 ; 94.756.659 ;;;;
118;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 136 ; 18.212.768 ; 121 ; 3.375.415 ; 36 ; 12.415.269 ; 151 ; 26.149.097 ; 444 ; 60.152.549 ; 16 ; 15.719.234 ; 34 ; 18.017.374 ; 50 ; 33.736.608 ; 494 ; 93.889.158 ;;;;
119;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 4 ; 15.474 ; 2.282 ; 4.362.273 ; 6.022 ; 44.005.794 ; 8.308 ; 48.383.540 ; 1.922 ; 39.173.990 ; 75 ; 225.914 ; 1.997 ; 39.399.904 ; 10.305 ; 87.783.444 ;;;;
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 5 ; 234.985 ; 301 ; 6.556.381 ; 460 ; 14.579.491 ; 3.650 ; 26.586.625 ; 4.416 ; 47.957.482 ; 737 ; 24.924.600 ; 104 ; 6.651.059 ; 841 ; 31.575.659 ; 5.257 ; 79.533.141 ;;;;
121;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 2 ; 115.730 ; 266 ; 8.224.645 ; 50 ; 1.487.424 ; 1.583 ; 28.139.787 ; 1.901 ; 37.967.586 ; 1.183 ; 36.021.289 ; 7 ; 1.241.633 ; 1.190 ; 37.262.922 ; 3.091 ; 75.230.508 ;;;;
122;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;; 2 ; 31.295 ; 1.882 ; 3.928.350 ; 4.852 ; 35.981.656 ; 6.736 ; 39.941.301 ; 2.881 ; 32.013.664 ; 13 ; 63.561 ; 2.894 ; 32.077.226 ; 9.630 ; 72.018.526 ;;;;
123;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 334 ; 1.454.512 ; 1.893 ; 34.753.674 ; 2.227 ; 36.208.186 ; 2.735 ; 34.111.842 ; 38 ; 838.706 ; 2.773 ; 34.950.548 ; 5.000 ; 71.158.734 ;;;;
124;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 164 ; 5.989.770 ; 489 ; 10.583.430 ; 1.178 ; 1.996.359 ; 8.861 ; 18.670.630 ; 10.692 ; 37.240.189 ; 1.805 ; 26.208.850 ; 129 ; 4.933.087 ; 1.934 ; 31.141.937 ; 12.626 ; 68.382.126 ;;;;
125;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 1.705 ; 5.361.135 ; 3.271 ; 27.627.472 ; 4.976 ; 32.988.608 ; 2.629 ; 27.017.434 ; 168 ; 4.741.540 ; 2.797 ; 31.758.974 ; 7.773 ; 64.747.582 ;;;;
126;07.679.404;BANCO TOPÁZIO S.A.; 26 ; 2.385.831 ; 41 ; 1.092.054 ; 410 ; 3.293.856 ; 402 ; 26.928.700 ; 879 ; 33.700.441 ; 175 ; 26.527.125 ; 38 ; 4.201.088 ; 213 ; 30.728.213 ; 1.092 ; 64.428.654 ;;;;
127;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 53 ; 706.525 ; 83 ; 2.035.354 ; 1.045 ; 5.330.578 ; 3.077 ; 25.924.825 ; 4.258 ; 33.997.282 ; 2.135 ; 23.259.377 ; 124 ; 1.302.038 ; 2.259 ; 24.561.415 ; 6.517 ; 58.558.697 ;;;;
128;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 16 ; 335.717 ; 1.606 ; 11.446.361 ; 2.452 ; 25.549.161 ; 4.074 ; 37.331.240 ; 840 ; 14.137.236 ; 15 ; 37.738 ; 855 ; 14.174.974 ; 4.929 ; 51.506.214 ;;;;
129;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 52.918 ; 14 ; 45.157 ; 1.189 ; 1.132.776 ; 8.516 ; 17.263.224 ; 9.721 ; 18.494.076 ; 1.755 ; 24.284.449 ; 91 ; 8.095.520 ; 1.846 ; 32.379.969 ; 11.567 ; 50.874.045 ;;;;
130;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 17.967 ;;; 3.184 ; 23.307.817 ; 44 ; 283.484 ; 3.229 ; 23.609.268 ; 40 ; 352.316 ; 273 ; 23.394.602 ; 313 ; 23.746.918 ; 3.542 ; 47.356.186 ;;;;
131;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 118.766 ; 213 ; 7.009.168 ; 7 ; 83.221 ; 435 ; 14.749.248 ; 657 ; 21.960.403 ; 567 ; 21.979.184 ; 13 ; 352.415 ; 580 ; 22.331.600 ; 1.237 ; 44.292.002 ;;;;
132;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 23 ; 330.555 ; 155 ; 1.539.223 ; 296 ; 3.087.511 ; 2.671 ; 18.780.135 ; 3.145 ; 23.737.424 ; 1.415 ; 17.679.901 ; 115 ; 800.263 ; 1.530 ; 18.480.164 ; 4.675 ; 42.217.588 ;;;;
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 83 ; 14.573.848 ; 1 ; 292.375 ; 55 ; 4.171.937 ; 633 ; 2.010.511 ; 772 ; 21.048.672 ; 55 ; 1.457.145 ; 83 ; 18.039.180 ; 138 ; 19.496.324 ; 910 ; 40.544.996 ;;;;
134;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 6 ; 42.769 ; 750 ; 1.622.076 ; 2.447 ; 19.734.240 ; 3.203 ; 21.399.085 ; 827 ; 18.524.572 ; 68 ; 330.765 ; 895 ; 18.855.337 ; 4.098 ; 40.254.423 ;;;;
135;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.709 ; 1.556.491 ; 9.613 ; 19.124.956 ; 11.322 ; 20.681.447 ; 315 ; 19.146.654 ; 5 ; 23.041 ; 320 ; 19.169.695 ; 11.642 ; 39.851.142 ;;;;
136;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 7.926 ; 2.632.789 ; 20.305 ; 19.500.178 ; 28.231 ; 22.132.967 ; 522 ; 16.669.041 ; 1 ; 1.625 ; 523 ; 16.670.666 ; 28.754 ; 38.803.633 ;;;;
