Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Jun/2019;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 32.851 ; 10.633.029.119 ; 112.143 ; 12.573.031.806 ; 119.072 ; 38.527.990.801 ; 194.793 ; 31.767.463.231 ; 458.859 ; 93.501.514.957 ; 4.958 ; 71.866.455.081 ; 5.163 ; 74.745.553.824 ; 10.121 ; 146.612.008.905 ; 468.980 ; 240.113.523.862 ;;;;
2;33.479.023;BANCO CITIBANK S.A.; 6.820 ; 8.167.979.792 ; 42.747 ; 10.062.197.810 ; 38.624 ; 45.865.731.225 ; 57.971 ; 51.577.180.825 ; 146.162 ; 115.673.089.652 ; 1.328 ; 27.655.675.655 ; 1.247 ; 20.865.121.793 ; 2.575 ; 48.520.797.447 ; 148.737 ; 164.193.887.099 ;;;;
3;60.701.190;ITAÚ UNIBANCO S.A.; 41.504 ; 9.892.972.962 ; 102.492 ; 9.396.566.165 ; 189.687 ; 22.444.699.429 ; 193.349 ; 28.954.269.147 ; 527.032 ; 70.688.507.704 ; 2.135 ; 41.298.903.765 ; 2.289 ; 40.421.761.396 ; 4.424 ; 81.720.665.161 ; 531.456 ; 152.409.172.865 ;;;;
4;33.172.537;BANCO J.P. MORGAN S.A.; 1.402 ; 4.379.803.282 ; 12.087 ; 3.302.753.711 ; 6.444 ; 35.077.386.327 ; 11.837 ; 39.991.411.147 ; 31.770 ; 82.751.354.468 ; 1.684 ; 27.116.977.091 ; 1.519 ; 26.742.923.184 ; 3.203 ; 53.859.900.275 ; 34.973 ; 136.611.254.743 ;;;;
5;60.746.948;BANCO BRADESCO S.A.; 40.066 ; 19.727.482.324 ; 119.341 ; 17.968.499.775 ; 257.286 ; 18.666.454.532 ; 173.671 ; 21.490.150.037 ; 590.364 ; 77.852.586.667 ; 3.418 ; 23.225.825.198 ; 3.403 ; 20.877.257.482 ; 6.821 ; 44.103.082.680 ; 597.185 ; 121.955.669.347 ;;;;
6;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 385 ; 486.301.987 ; 2.270 ; 756.570.726 ; 1.273 ; 13.481.220.911 ; 2.808 ; 14.342.390.293 ; 6.736 ; 29.066.483.917 ; 1.140 ; 28.305.466.413 ; 1.048 ; 25.535.399.214 ; 2.188 ; 53.840.865.627 ; 8.924 ; 82.907.349.544 ;;;;
7;00.000.000;BANCO DO BRASIL S.A.; 41.717 ; 17.363.271.011 ; 65.368 ; 12.749.187.114 ; 93.300 ; 11.140.272.423 ; 107.715 ; 15.204.086.449 ; 308.100 ; 56.456.816.997 ; 1.801 ; 9.999.382.195 ; 1.844 ; 12.280.663.764 ; 3.645 ; 22.280.045.959 ; 311.745 ; 78.736.862.957 ;;;;
8;30.306.294;BANCO BTG PACTUAL S.A.; 103 ; 364.464.624 ; 497 ; 137.002.490 ; 2.199 ; 2.597.057.267 ; 3.849 ; 2.861.117.930 ; 6.648 ; 5.959.642.312 ; 591 ; 24.796.046.193 ; 625 ; 26.023.665.279 ; 1.216 ; 50.819.711.472 ; 7.864 ; 56.779.353.784 ;;;;
9;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 613 ; 2.806.144.860 ; 4.024 ; 1.845.516.326 ; 2.178 ; 13.171.529.862 ; 8.741 ; 12.591.092.756 ; 15.556 ; 30.414.283.804 ; 1.129 ; 9.570.460.692 ; 850 ; 11.215.949.208 ; 1.979 ; 20.786.409.900 ; 17.535 ; 51.200.693.704 ;;;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 811 ; 1.763.662.119 ; 6.266 ; 1.197.763.112 ; 4.950 ; 13.451.871.928 ; 8.825 ; 7.299.403.663 ; 20.852 ; 23.712.700.823 ; 2.779 ; 9.702.044.703 ; 2.954 ; 16.250.566.495 ; 5.733 ; 25.952.611.198 ; 26.585 ; 49.665.312.020 ;;;;
11;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 35 ; 134.428.792 ;;; 35 ; 134.428.792 ; 44 ; 21.815.542.892 ; 44 ; 21.675.000.000 ; 88 ; 43.490.542.892 ; 123 ; 43.624.971.684 ;;;;
12;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 1.741 ; 12.392.764.677 ; 1.370 ; 10.521.722.548 ; 3.111 ; 22.914.487.224 ; 223 ; 8.253.458.873 ; 251 ; 9.610.887.630 ; 474 ; 17.864.346.503 ; 3.585 ; 40.778.833.727 ;;;;
