Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em OUTUBRO / 2020;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
68;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 5 ; 1.118.277 ; 13 ; 1.178.420 ; 10 ; 2.255.543 ; 60 ; 48.825.673 ; 88 ; 53.377.914 ; 7 ; 17.281.840 ; 5 ; 986.614 ; 12 ; 18.268.453 ; 100 ; 71.646.367 ;
69;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 34 ; 9.926.819 ; 11 ; 1.803.428 ; 18 ; 20.811.193 ; 30 ; 863.255 ; 93 ; 33.404.694 ; 15 ; 3.930.349 ; 31 ; 31.971.218 ; 46 ; 35.901.568 ; 139 ; 69.306.262 ;
70;61.186.680;BANCO BMG S.A.; 1 ; 3.000.720 ; 1 ; 1.025.059 ; 5 ; 1.263.450 ; 44 ; 2.889.470 ; 51 ; 8.178.699 ; 1 ; 26.000.000 ; 1 ; 20.000.000 ; 2 ; 46.000.000 ; 53 ; 54.178.699 ;
71;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 129 ; 14.007.687 ; 289 ; 21.445.688 ; 418 ; 35.453.375 ; 26 ; 12.350.000 ; 11 ; 4.900.000 ; 37 ; 17.250.000 ; 455 ; 52.703.375 ;
72;00.000.208;BRB - BANCO DE BRASILIA S.A.;;;;; 42 ; 18.388.796 ; 101 ; 8.003.837 ; 143 ; 26.392.633 ; 7 ; 7.308.195 ; 7 ; 17.672.351 ; 14 ; 24.980.546 ; 157 ; 51.373.179 ;
73;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 31 ; 492.780 ; 590 ; 17.539.033 ; 216 ; 2.649.094 ; 544 ; 5.300.162 ; 1.381 ; 25.981.068 ; 757 ; 22.020.378 ; 127 ; 2.323.349 ; 884 ; 24.343.727 ; 2.265 ; 50.324.795 ;
74;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 104 ; 6.757.960 ; 516 ; 15.000.571 ; 512 ; 4.105.459 ; 667 ; 3.770.473 ; 1.799 ; 29.634.464 ; 393 ; 13.595.155 ; 145 ; 5.683.616 ; 538 ; 19.278.771 ; 2.337 ; 48.913.235 ;
75;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 60 ; 1.186.505 ; 608 ; 14.051.405 ; 340 ; 3.445.910 ; 706 ; 6.207.169 ; 1.714 ; 24.890.989 ; 650 ; 17.774.791 ; 82 ; 2.133.676 ; 732 ; 19.908.467 ; 2.446 ; 44.799.457 ;
76;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 9 ; 132.889 ; 36 ; 1.230.342 ; 171 ; 844.925 ; 591 ; 19.347.348 ; 807 ; 21.555.504 ; 447 ; 20.231.377 ; 21 ; 442.273 ; 468 ; 20.673.650 ; 1.275 ; 42.229.154 ;
77;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 33 ; 1.464.165 ; 714 ; 16.484.455 ; 164 ; 1.662.324 ; 489 ; 3.205.753 ; 1.400 ; 22.816.697 ; 444 ; 17.479.524 ; 10 ; 908.850 ; 454 ; 18.388.374 ; 1.854 ; 41.205.071 ;
78;60.889.128;BANCO SOFISA S.A.; 102 ; 16.881.554 ; 77 ; 4.239.057 ; 9 ; 1.723.363 ; 69 ; 4.120.126 ; 257 ; 26.964.100 ; 7 ; 6.022.097 ; 7 ; 6.522.545 ; 14 ; 12.544.642 ; 271 ; 39.508.742 ;
79;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 50 ; 1.676.874 ; 261 ; 4.254.563 ; 1.272 ; 8.901.614 ; 1.637 ; 11.932.487 ; 3.220 ; 26.765.538 ; 346 ; 8.936.661 ; 75 ; 3.206.858 ; 421 ; 12.143.519 ; 3.641 ; 38.909.056 ;
80;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 2 ; 32.539 ; 79 ; 12.257.855 ; 100 ; 6.302.064 ; 132 ; 6.367.152 ; 313 ; 24.959.609 ; 45 ; 12.576.556 ; 5 ; 360.000 ; 50 ; 12.936.556 ; 363 ; 37.896.165 ;
81;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 2 ; 65.314 ; 12 ; 46.893 ; 308 ; 1.661.121 ; 345 ; 2.381.097 ; 667 ; 4.154.426 ; 443 ; 16.074.551 ; 249 ; 15.374.818 ; 692 ; 31.449.370 ; 1.359 ; 35.603.795 ;
82;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 48 ; 657.614 ; 352 ; 8.627.913 ; 586 ; 2.545.623 ; 1.328 ; 3.643.988 ; 2.314 ; 15.475.138 ; 587 ; 11.971.237 ; 172 ; 2.948.729 ; 759 ; 14.919.966 ; 3.073 ; 30.395.104 ;
83;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 728 ; 7.890.622 ; 1.921 ; 12.281.008 ; 2.649 ; 20.171.630 ; 586 ; 6.308.982 ; 411 ; 1.976.258 ; 997 ; 8.285.240 ; 3.646 ; 28.456.869 ;
84;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 22 ; 4.839.382 ; 50 ; 3.582.606 ; 73 ; 7.883.918 ; 145 ; 16.305.905 ; 26 ; 10.489.678 ; 5 ; 1.339.623 ; 31 ; 11.829.301 ; 176 ; 28.135.206 ;
85;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 1 ; 2.584.440 ; 58 ; 12.352.917 ; 1 ; 62.716 ; 72 ; 1.749.878 ; 132 ; 16.749.950 ; 5 ; 11.000.000 ;;; 5 ; 11.000.000 ; 137 ; 27.749.950 ;
86;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 1 ; 1.167.458 ; 6 ; 1.493.682 ; 2 ; 20.017 ; 44 ; 363.017 ; 53 ; 3.044.174 ; 2 ; 1.525.190 ; 3 ; 21.528.970 ; 5 ; 23.054.160 ; 58 ; 26.098.334 ;
87;00.416.968;BANCO INTER S.A.; 9 ; 130.325 ; 16 ; 163.903 ; 4.036 ; 4.332.778 ; 648 ; 9.815.741 ; 4.709 ; 14.442.747 ; 111 ; 7.757.509 ; 121 ; 2.217.165 ; 232 ; 9.974.673 ; 4.941 ; 24.417.421 ;
88;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 46 ; 18.460.835 ; 51 ; 589.807 ; 97 ; 19.050.642 ; 14 ; 626.371 ; 12 ; 2.796.371 ; 26 ; 3.422.742 ; 123 ; 22.473.385 ;
89;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 2.000 ; 129 ; 4.516.474 ; 136 ; 155.011 ; 190 ; 2.244.892 ; 456 ; 6.918.377 ; 215 ; 10.447.065 ; 48 ; 3.842.619 ; 263 ; 14.289.684 ; 719 ; 21.208.060 ;
90;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 106 ; 3.037.169 ; 370 ; 7.255.531 ; 476 ; 10.292.700 ; 336 ; 7.300.944 ; 106 ; 3.118.317 ; 442 ; 10.419.261 ; 918 ; 20.711.961 ;
91;02.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB; 67 ; 6.407.068 ; 99 ; 2.266.955 ; 21 ; 1.676.445 ; 25 ; 7.639.840 ; 212 ; 17.990.307 ; 1 ; 1.000.000 ;;; 1 ; 1.000.000 ; 213 ; 18.990.307 ;
92;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 19 ; 371.178 ; 124 ; 2.421.402 ; 184 ; 2.115.958 ; 331 ; 2.530.559 ; 658 ; 7.439.096 ; 291 ; 5.302.787 ; 140 ; 2.869.390 ; 431 ; 8.172.176 ; 1.089 ; 15.611.273 ;
93;61.024.352;BANCO INDUSVAL S.A.; 26 ; 4.435.110 ; 62 ; 2.451.433 ; 18 ; 702.906 ; 84 ; 4.645.847 ; 190 ; 12.235.296 ; 11 ; 617.995 ; 5 ; 2.523.440 ; 16 ; 3.141.435 ; 206 ; 15.376.731 ;
94;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 8 ; 115.239 ; 239 ; 6.955.999 ; 14 ; 163.930 ; 52 ; 428.550 ; 313 ; 7.663.718 ; 153 ; 7.400.942 ; 24 ; 306.830 ; 177 ; 7.707.772 ; 490 ; 15.371.491 ;
95;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 9 ; 296.424 ; 130 ; 5.588.547 ; 61 ; 806.841 ; 141 ; 976.619 ; 341 ; 7.668.430 ; 220 ; 6.449.515 ; 55 ; 998.143 ; 275 ; 7.447.658 ; 616 ; 15.116.089 ;
96;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 6 ; 76.484 ; 128 ; 1.361.323 ; 66 ; 734.540 ; 331 ; 2.464.794 ; 531 ; 4.637.142 ; 373 ; 6.117.936 ; 83 ; 3.108.740 ; 456 ; 9.226.675 ; 987 ; 13.863.817 ;
97;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 246 ; 5.856.752 ; 88 ; 3.237.367 ; 61 ; 876.361 ; 47 ; 367.451 ; 442 ; 10.337.932 ; 3 ; 892.250 ; 14 ; 2.590.600 ; 17 ; 3.482.850 ; 459 ; 13.820.782 ;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 5 ; 143.029 ; 75 ; 1.841.506 ; 273 ; 825.886 ; 482 ; 2.237.415 ; 835 ; 5.047.836 ; 329 ; 4.842.796 ; 75 ; 1.666.538 ; 404 ; 6.509.335 ; 1.239 ; 11.557.171 ;
99;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 6 ; 73.969 ; 164 ; 3.898.492 ; 63 ; 1.034.183 ; 142 ; 1.349.346 ; 375 ; 6.355.991 ; 83 ; 4.528.696 ; 17 ; 390.490 ; 100 ; 4.919.186 ; 475 ; 11.275.176 ;
100;00.795.423;BANCO SEMEAR S.A.; 1 ; 48.922 ; 44 ; 3.659.572 ; 3 ; 747.844 ; 1 ; 1.628 ; 49 ; 4.457.965 ; 31 ; 4.569.160 ; 7 ; 1.704.077 ; 38 ; 6.273.237 ; 87 ; 10.731.202 ;
101;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 6.216 ; 64 ; 1.181.791 ; 70 ; 249.656 ; 179 ; 3.196.718 ; 314 ; 4.634.381 ; 257 ; 4.443.560 ; 13 ; 321.166 ; 270 ; 4.764.727 ; 584 ; 9.399.108 ;
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;; 85 ; 2.120.103 ; 173 ; 891.812 ; 73 ; 395.714 ; 331 ; 3.407.629 ; 128 ; 3.675.162 ; 67 ; 2.031.983 ; 195 ; 5.707.145 ; 526 ; 9.114.775 ;
103;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 23 ; 233.926 ; 118 ; 2.886.158 ; 35 ; 257.107 ; 39 ; 906.083 ; 215 ; 4.283.274 ; 104 ; 3.889.736 ; 47 ; 578.131 ; 151 ; 4.467.867 ; 366 ; 8.751.141 ;
104;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 23 ; 442.655 ; 90 ; 1.670.214 ; 232 ; 1.191.861 ; 290 ; 1.288.533 ; 635 ; 4.593.264 ; 223 ; 2.523.942 ; 115 ; 1.188.883 ; 338 ; 3.712.825 ; 973 ; 8.306.088 ;
105;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 36 ; 572.986 ; 72 ; 927.502 ; 233 ; 963.541 ; 547 ; 2.111.610 ; 888 ; 4.575.640 ; 385 ; 2.480.618 ; 59 ; 919.856 ; 444 ; 3.400.474 ; 1.332 ; 7.976.113 ;
106;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 18 ; 776.236 ; 42 ; 892.866 ; 45 ; 609.502 ; 158 ; 1.141.642 ; 263 ; 3.420.246 ; 182 ; 2.069.745 ; 94 ; 1.420.168 ; 276 ; 3.489.914 ; 539 ; 6.910.160 ;
107;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 1 ; 6.394 ; 56 ; 2.436.904 ; 21 ; 341.690 ; 32 ; 526.046 ; 110 ; 3.311.034 ; 47 ; 2.850.580 ; 17 ; 235.713 ; 64 ; 3.086.293 ; 174 ; 6.397.326 ;
108;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 685 ; 296.634 ; 292 ; 269.823 ; 977 ; 566.457 ; 46 ; 2.846.707 ; 37 ; 2.862.780 ; 83 ; 5.709.486 ; 1.060 ; 6.275.943 ;
109;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 7 ; 104.858 ; 35 ; 974.180 ; 79 ; 921.991 ; 86 ; 1.075.523 ; 207 ; 3.076.552 ; 80 ; 1.980.493 ; 40 ; 965.024 ; 120 ; 2.945.517 ; 327 ; 6.022.069 ;
110;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 3 ; 39.296 ; 3 ; 30.404 ; 130 ; 501.058 ; 198 ; 686.375 ; 334 ; 1.257.133 ; 170 ; 2.469.131 ; 67 ; 2.294.080 ; 237 ; 4.763.210 ; 571 ; 6.020.344 ;
111;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 20 ; 148.412 ; 39 ; 438.067 ; 231 ; 2.618.226 ; 128 ; 461.429 ; 418 ; 3.666.134 ; 17 ; 92.087 ; 60 ; 1.959.718 ; 77 ; 2.051.805 ; 495 ; 5.717.939 ;
112;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 56 ; 1.999.624 ; 6 ; 927.534 ; 22 ; 92.448 ; 34 ; 188.932 ; 118 ; 3.208.537 ; 4 ; 649.840 ; 17 ; 1.593.558 ; 21 ; 2.243.398 ; 139 ; 5.451.935 ;
113;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 24 ; 110.147 ; 81 ; 962.547 ; 155 ; 374.244 ; 249 ; 1.072.011 ; 509 ; 2.518.949 ; 159 ; 1.777.367 ; 52 ; 228.536 ; 211 ; 2.005.902 ; 720 ; 4.524.851 ;
114;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 14.357 ; 34 ; 415.986 ; 63 ; 814.196 ; 119 ; 1.233.390 ; 218 ; 2.477.928 ; 129 ; 1.378.938 ; 26 ; 564.457 ; 155 ; 1.943.394 ; 373 ; 4.421.323 ;
115;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 131 ; 785.657 ; 125 ; 983.575 ; 256 ; 1.769.232 ; 41 ; 1.175.385 ; 36 ; 984.137 ; 77 ; 2.159.523 ; 333 ; 3.928.755 ;
116;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 9.927 ; 46 ; 473.676 ; 104 ; 591.865 ; 198 ; 790.307 ; 350 ; 1.865.775 ; 154 ; 1.199.332 ; 44 ; 531.185 ; 198 ; 1.730.517 ; 548 ; 3.596.292 ;
117;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 283 ; 1.095.951 ; 272 ; 1.190.594 ; 555 ; 2.286.545 ; 89 ; 823.729 ; 35 ; 421.407 ; 124 ; 1.245.135 ; 679 ; 3.531.681 ;
118;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 4.858 ; 29 ; 623.093 ; 97 ; 248.341 ; 190 ; 799.412 ; 317 ; 1.675.704 ; 95 ; 1.218.034 ; 3 ; 44.506 ; 98 ; 1.262.540 ; 415 ; 2.938.244 ;
119;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 9 ; 159.342 ; 206 ; 1.120.239 ; 274 ; 1.143.319 ; 489 ; 2.422.900 ; 137 ; 303.545 ; 15 ; 85.750 ; 152 ; 389.295 ; 641 ; 2.812.195 ;
120;04.902.979;BANCO DA AMAZONIA S.A.; 22 ; 529.779 ; 6 ; 163.881 ; 13 ; 517.675 ; 41 ; 159.258 ; 82 ; 1.370.592 ; 1 ; 700.000 ; 6 ; 650.000 ; 7 ; 1.350.000 ; 89 ; 2.720.592 ;
121;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 67.289 ; 32 ; 743.823 ; 37 ; 233.621 ; 68 ; 173.986 ; 141 ; 1.218.718 ; 86 ; 915.389 ; 33 ; 299.107 ; 119 ; 1.214.496 ; 260 ; 2.433.214 ;
122;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 1 ; 7.341 ; 15 ; 250.033 ; 246 ; 834.656 ; 191 ; 438.146 ; 453 ; 1.530.176 ; 56 ; 338.707 ; 52 ; 440.211 ; 108 ; 778.918 ; 561 ; 2.309.094 ;
123;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 41 ; 663.603 ; 14 ; 118.643 ; 7 ; 77.104 ; 22 ; 142.207 ; 84 ; 1.001.557 ; 35 ; 260.904 ; 46 ; 740.707 ; 81 ; 1.001.611 ; 165 ; 2.003.169 ;
124;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 6.650 ; 22 ; 113.090 ; 153 ; 803.040 ; 176 ; 922.780 ; 125 ; 725.222 ; 4 ; 50.280 ; 129 ; 775.502 ; 305 ; 1.698.282 ;
125;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 7 ; 83.774 ; 11 ; 293.498 ; 70 ; 431.704 ; 88 ; 808.977 ; 79 ; 518.917 ; 12 ; 296.937 ; 91 ; 815.854 ; 179 ; 1.624.831 ;
126;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 8 ; 234.671 ; 10 ; 331.409 ; 17 ; 195.374 ; 35 ; 761.453 ; 21 ; 429.286 ; 8 ; 331.061 ; 29 ; 760.348 ; 64 ; 1.521.801 ;
127;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 8 ; 322.793 ; 64 ; 135.769 ; 77 ; 357.962 ; 149 ; 816.524 ; 39 ; 607.024 ; 10 ; 56.770 ; 49 ; 663.794 ; 198 ; 1.480.317 ;
128;59.285.411;BANCO PAN S.A.;;;;; 7 ; 100.216 ; 23 ; 800.694 ; 30 ; 900.910 ; 4 ; 550.000 ;;; 4 ; 550.000 ; 34 ; 1.450.910 ;
129;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;;;;;; 5 ; 662.000 ; 5 ; 662.000 ; 9 ; 662.000 ;;; 9 ; 662.000 ; 14 ; 1.324.000 ;
130;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 3 ; 29.958 ; 132 ; 304.531 ; 194 ; 549.835 ; 329 ; 884.324 ; 80 ; 297.582 ; 1 ; 44.000 ; 81 ; 341.582 ; 410 ; 1.225.907 ;
131;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 271.765 ; 1 ; 2.657 ; 409 ; 330.400 ; 8 ; 122.781 ; 420 ; 727.603 ; 1 ; 21.204 ; 5 ; 401.314 ; 6 ; 422.518 ; 426 ; 1.150.121 ;
132;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 34.503 ; 80 ; 371.005 ; 111 ; 248.678 ; 192 ; 654.186 ; 34 ; 182.632 ; 26 ; 275.001 ; 60 ; 457.633 ; 252 ; 1.111.819 ;
133;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 221 ; 456.287 ; 169 ; 388.161 ; 390 ; 844.448 ; 26 ; 54.048 ; 9 ; 118.157 ; 35 ; 172.205 ; 425 ; 1.016.653 ;
134;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 7 ; 781.336 ; 12 ; 111.164 ; 1 ; 17.670 ; 3 ; 2.481 ; 23 ; 912.651 ;;;;; -   ; -   ; 23 ; 912.651 ;
135;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 2 ; 2.915 ; 2 ; 6.969 ; 213 ; 130.916 ; 282 ; 396.148 ; 499 ; 536.948 ; 55 ; 283.722 ; 6 ; 37.683 ; 61 ; 321.405 ; 560 ; 858.352 ;
136;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 105 ; 209.744 ; 92 ; 212.334 ; 197 ; 422.078 ; 9 ; 30.332 ; 2 ; 50.000 ; 11 ; 80.332 ; 208 ; 502.410 ;
137;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 47 ; 34.613 ; 72 ; 228.806 ; 119 ; 263.419 ; 19 ; 201.310 ;;; 19 ; 201.310 ; 138 ; 464.729 ;
138;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 23.709 ; 34 ; 93.539 ; 47 ; 144.617 ; 83 ; 261.866 ; 29 ; 119.472 ; 10 ; 45.372 ; 39 ; 164.844 ; 122 ; 426.710 ;
139;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 47.276 ; 50 ; 61.942 ; 66 ; 145.166 ; 117 ; 254.385 ; 32 ; 129.610 ;;; 32 ; 129.610 ; 149 ; 383.995 ;
140;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 3 ; 77.806 ; 3 ; 104.959 ; 1 ; 200 ; 19 ; 190.379 ; 26 ; 373.344 ;;;;; -   ; -   ; 26 ; 373.344 ;
141;33.042.953;CITIBANK N.A.;;;;; 1 ; 190 ; 12 ; 360.030 ; 13 ; 360.220 ;;;;; -   ; -   ; 13 ; 360.220 ;
142;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 164 ; 124.288 ; 153 ; 173.134 ; 317 ; 297.422 ; 9 ; 46.775 ;;; 9 ; 46.775 ; 326 ; 344.198 ;
143;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 12.878 ; 2 ; 3.523 ; 34 ; 118.091 ; 37 ; 134.492 ; 20 ; 154.984 ; 10 ; 10.868 ; 30 ; 165.852 ; 67 ; 300.344 ;
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 65 ; 106.891 ; 43 ; 61.912 ; 108 ; 168.804 ;;; 11 ; 30.872 ; 11 ; 30.872 ; 119 ; 199.675 ;
145;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 57 ; 60.919 ; 65 ; 59.681 ; 122 ; 120.600 ; 13 ; 61.426 ;;; 13 ; 61.426 ; 135 ; 182.025 ;
146;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 59 ; 37.552 ; 62 ; 78.856 ; 121 ; 116.408 ; 8 ; 41.745 ; 1 ; 7.000 ; 9 ; 48.745 ; 130 ; 165.153 ;
147;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 8 ; 18.437 ; 30 ; 68.535 ; 38 ; 86.972 ; 13 ; 37.799 ; 2 ; 3.286 ; 15 ; 41.085 ; 53 ; 128.056 ;
148;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 29 ; 27.674 ; 30 ; 52.516 ; 59 ; 80.189 ; 3 ; 33.190 ;;; 3 ; 33.190 ; 62 ; 113.379 ;
149;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1 ; 500 ; 21 ; 55.892 ; 22 ; 56.392 ; 12 ; 46.770 ;;; 12 ; 46.770 ; 34 ; 103.162 ;
150;61.033.106;BANCO CREFISA S.A.;;;;; 1 ; 13.126 ; 6 ; 32.617 ; 7 ; 45.743 ; 1 ; 5.888 ;;; 1 ; 5.888 ; 8 ; 51.631 ;
151;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 15 ; 4.840 ; 17 ; 17.615 ; 32 ; 22.455 ;;; 13 ; 19.019 ; 13 ; 19.019 ; 45 ; 41.474 ;
152;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
153;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 5 ; 9.665 ; 5 ; 9.665 ;;;;; -   ; -   ; 5 ; 9.665 ;
154;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 5.000 ; 2 ; 2.038 ; 3 ; 7.038 ;;;;; -   ; -   ; 3 ; 7.038 ;
155;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;;;; 6 ; 3.965 ; 6 ; 3.965 ; 3 ; 1.734 ;;; 3 ; 1.734 ; 9 ; 5.700 ;
156;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 2 ; 1.081 ; 2 ; 1.081 ;;;;; -   ; -   ; 2 ; 1.081 ;
157;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.051 ; 1 ; 1.051 ;;;;; -   ; -   ; 1 ; 1.051 ;
158;09.274.232;STATE STREET BRASIL S.A. – BANCO COMERCIAL;;;;;;; 2 ; 439 ; 2 ; 439 ;;;;; -   ; -   ; 2 ; 439 ;
159;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 83 ; 1 ; 83 ;;;;; -   ; -   ; 1 ; 83 ;
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   ;
Total;;; 38.946 ; 13.717.053.260 ; 112.600 ; 13.857.180.748 ; 315.648 ; 31.755.747.983 ; 299.599 ; 32.878.060.605 ; 766.793 ; 92.208.042.597 ; 24.226 ; 43.183.862.973 ; 24.226 ; 43.198.577.478 ; 48.452 ; 86.382.440.451 ; 815.245 ; 178.590.483.048 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.11.2020.";;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;; ; ;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;; ; ;
