Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado em MAIO / 2014;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;;;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;;;;
69;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 12 ; 23.797.438 ; 3 ; 1.064.453 ; 6 ; 4.239.486 ; 15 ; 3.071.642 ; 36 ; 32.173.019 ; 33 ; 19.950.573 ; 37 ; 41.962.391 ; 70 ; 61.912.964 ; 106 ; 94.085.982 ;;;;
70;61.024.352;BANCO INDUSVAL S.A.; 52 ; 28.870.309 ; 28 ; 2.349.303 ; 17 ; 597.179 ; 101 ; 10.855.612 ; 198 ; 42.672.403 ; 34 ; 18.998.185 ; 41 ; 29.898.432 ; 75 ; 48.896.617 ; 273 ; 91.569.020 ;;;;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 49 ; 2.217.049 ; 961 ; 32.338.167 ; 374 ; 8.517.770 ; 2.038 ; 11.212.564 ; 3.422 ; 54.285.550 ; 282 ; 34.788.238 ; 4 ; 1.948.859 ; 286 ; 36.737.097 ; 3.708 ; 91.022.647 ;;;;
72;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO;;; 52 ; 1.493.831 ; 328 ; 1.596.780 ; 1.506 ; 13.508.665 ; 1.886 ; 16.599.276 ; 670 ; 43.823.258 ; 39 ; 30.336.254 ; 709 ; 74.159.512 ; 2.595 ; 90.758.788 ;;;;
73;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 21 ; 29.000.000 ; 1 ; 24.750 ; 4 ; 5.300.676 ; 3 ; 131 ; 29 ; 34.325.558 ; 1 ; 2.000.000 ; 26 ; 52.300.000 ; 27 ; 54.300.000 ; 56 ; 88.625.558 ;;;;
74;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO;;; 18 ; 14.071.351 ; 48 ; 34.339.763 ; 39 ; 1.996.127 ; 105 ; 50.407.242 ; 28 ; 8.266.759 ; 25 ; 26.515.963 ; 53 ; 34.782.722 ; 158 ; 85.189.964 ;;;;
75;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 614 ; 30.820.779 ; 278 ; 11.412.819 ; 132 ; 823.340 ; 339 ; 1.958.003 ; 1.363 ; 45.014.941 ; 18 ; 8.347.556 ; 71 ; 26.701.441 ; 89 ; 35.048.997 ; 1.452 ; 80.063.938 ;;;;
76;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 8 ; 120.480 ; 468 ; 21.899.276 ; 98 ; 484.045 ; 3.452 ; 15.945.195 ; 4.026 ; 38.448.996 ; 717 ; 37.170.650 ;;; 717 ; 37.170.650 ; 4.743 ; 75.619.646 ;;;;
77;03.532.415;BANCO ABN AMRO S.A.; 6 ; 34.625.000 ;;; 1 ; 1.897.543 ; 3 ; 795.273 ; 10 ; 37.317.816 ;;; 6 ; 35.728.000 ; 6 ; 35.728.000 ; 16 ; 73.045.816 ;;;;
78;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 6 ; 12.812 ;;; 1.202 ; 36.010.339 ; 1.208 ; 36.023.151 ; 118 ; 36.148.115 ; 1 ; 118.304 ; 119 ; 36.266.419 ; 1.327 ; 72.289.570 ;;;;
79;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 11 ; 179.083 ; 497 ; 1.905.471 ; 1.327 ; 20.985.001 ; 1.835 ; 23.069.554 ; 957 ; 33.226.678 ; 58 ; 14.063.282 ; 1.015 ; 47.289.960 ; 2.850 ; 70.359.514 ;;;;
80;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 10.224 ; 17 ; 13.239.603 ; 38 ; 12.954.219 ; 248 ; 12.556.503 ; 304 ; 38.760.549 ; 23 ; 21.720.000 ; 6 ; 8.900.000 ; 29 ; 30.620.000 ; 333 ; 69.380.549 ;;;;
81;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 5 ; 127.950 ; 519 ; 15.389.213 ; 257 ; 3.935.539 ; 1.219 ; 13.938.508 ; 2.000 ; 33.391.209 ; 317 ; 27.499.637 ; 21 ; 2.224.164 ; 338 ; 29.723.802 ; 2.338 ; 63.115.011 ;;;;
82;10.690.848;BANCO DA CHINA BRASIL S.A.; 10 ; 17.828.364 ; 10 ; 1.650.066 ; 19 ; 10.794.377 ; 24 ; 1.135.702 ; 63 ; 31.408.509 ; 7 ; 2.290.000 ; 20 ; 28.121.000 ; 27 ; 30.411.000 ; 90 ; 61.819.509 ;;;;
83;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 81 ; 22.780.061 ; 120 ; 6.743.980 ; 5 ; 29.295 ; 42 ; 1.275.624 ; 248 ; 30.828.960 ; 38 ; 7.168.287 ; 36 ; 21.768.296 ; 74 ; 28.936.583 ; 322 ; 59.765.543 ;;;;
84;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 374 ; 19.139.883 ; 2 ; 43.006 ; 367 ; 10.703.462 ; 743 ; 29.886.351 ; 268 ; 28.736.571 ; 2 ; 43.437 ; 270 ; 28.780.008 ; 1.013 ; 58.666.359 ;;;;
85;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 1 ; 200.000 ; 24 ; 6.366.181 ; 15 ; 19.349.395 ; 53 ; 6.760.708 ; 93 ; 32.676.284 ; 17 ; 9.289.667 ; 8 ; 14.438.945 ; 25 ; 23.728.612 ; 118 ; 56.404.895 ;;;;
86;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 2 ; 24.278 ; 334 ; 1.552.741 ; 941 ; 22.148.667 ; 1.277 ; 23.725.686 ; 595 ; 20.716.481 ; 4 ; 119.072 ; 599 ; 20.835.552 ; 1.876 ; 44.561.238 ;;;;
87;92.894.922;BANCO ORIGINAL S.A.; 11 ; 14.196.068 ; 18 ; 11.271.204 ; 2 ; 5.001.000 ; 29 ; 498.860 ; 60 ; 30.967.133 ; 8 ; 5.745.095 ; 12 ; 5.755.755 ; 20 ; 11.500.850 ; 80 ; 42.467.983 ;;;;
88;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 21 ; 575.430 ; 708 ; 14.313.835 ; 132 ; 2.447.870 ; 726 ; 6.596.138 ; 1.587 ; 23.933.273 ; 283 ; 18.021.854 ; 1 ; 100.000 ; 284 ; 18.121.854 ; 1.871 ; 42.055.127 ;;;;
89;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 65 ; 730.361 ; 368 ; 1.473.337 ; 1.492 ; 17.675.147 ; 1.925 ; 19.878.845 ; 674 ; 19.405.909 ; 31 ; 2.499.206 ; 705 ; 21.905.115 ; 2.630 ; 41.783.960 ;;;;
90;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 109 ; 683.495 ; 372 ; 5.632.347 ; 481 ; 6.315.842 ; 185 ; 19.136.567 ; 45 ; 14.180.503 ; 230 ; 33.317.071 ; 711 ; 39.632.913 ;;;;
91;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 21 ; 7.638.025 ; 47 ; 5.364.784 ; 19 ; 291.667 ; 36 ; 5.877.116 ; 123 ; 19.171.591 ; 21 ; 12.126.400 ; 14 ; 8.275.888 ; 35 ; 20.402.287 ; 158 ; 39.573.878 ;;;;
92;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 300 ; 14.662.019 ; 6 ; 19.092 ; 99 ; 3.764.247 ; 405 ; 18.445.357 ; 226 ; 18.404.124 ;;; 226 ; 18.404.124 ; 631 ; 36.849.481 ;;;;
93;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 46 ; 641.733 ; 222 ; 304.089 ; 1.827 ; 5.424.404 ; 2.095 ; 6.370.226 ; 259 ; 16.715.864 ; 47 ; 10.934.286 ; 306 ; 27.650.150 ; 2.401 ; 34.020.375 ;;;;
94;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 34 ; 23.856 ; 282 ; 9.927.267 ; 316 ; 9.951.123 ; 321 ; 16.817.874 ; 54 ; 6.909.020 ; 375 ; 23.726.894 ; 691 ; 33.678.017 ;;;;
95;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 28 ; 442.926 ; 268 ; 6.240.434 ; 133 ; 1.942.127 ; 621 ; 8.207.667 ; 1.050 ; 16.833.154 ; 511 ; 14.314.359 ; 69 ; 2.277.603 ; 580 ; 16.591.962 ; 1.630 ; 33.425.116 ;;;;
96;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 1.428 ; 85 ; 135.657 ; 1.044 ; 14.725.536 ; 1.130 ; 14.862.620 ; 374 ; 15.316.950 ; 8 ; 700.000 ; 382 ; 16.016.950 ; 1.512 ; 30.879.570 ;;;;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 8 ; 67.243 ; 307 ; 6.970.568 ; 63 ; 762.086 ; 464 ; 7.320.907 ; 842 ; 15.120.804 ; 795 ; 13.650.978 ; 10 ; 188.823 ; 805 ; 13.839.801 ; 1.647 ; 28.960.605 ;;;;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 24 ; 435.072 ; 244 ; 739.593 ; 1.504 ; 9.087.638 ; 1.772 ; 10.262.303 ; 318 ; 13.432.579 ; 41 ; 4.622.300 ; 359 ; 18.054.879 ; 2.131 ; 28.317.183 ;;;;
99;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.;;; 11 ; 31.981 ; 22 ; 35.988 ; 5.007 ; 14.071.817 ; 5.040 ; 14.139.786 ; 151 ; 14.105.010 ; 1 ; 1.511 ; 152 ; 14.106.521 ; 5.192 ; 28.246.307 ;;;;
100;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 19 ; 314.358 ; 149 ; 2.614.619 ; 87 ; 1.235.008 ; 640 ; 9.726.136 ; 895 ; 13.890.122 ; 348 ; 11.154.725 ; 6 ; 376.831 ; 354 ; 11.531.556 ; 1.249 ; 25.421.678 ;;;;
101;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;;;;;; 11 ; 12.970.513 ; 11 ; 12.970.513 ; 3 ; 11.419.650 ; 1 ; 418.003 ; 4 ; 11.837.652 ; 15 ; 24.808.165 ;;;;
102;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 9 ; 24.698.280 ;;; 9 ; 24.698.280 ;;;;; -   ; -   ; 9 ; 24.698.280 ;;;;
103;07.679.404;BANCO TOPµZIO S.A.; 17 ; 1.483.168 ; 4 ; 77.294 ; 3 ; 4.380 ; 93 ; 11.135.767 ; 117 ; 12.700.609 ; 50 ; 10.680.606 ; 8 ; 1.105.000 ; 58 ; 11.785.606 ; 175 ; 24.486.215 ;;;;
104;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 94 ; 6.150.787 ; 49 ; 1.997.877 ; 143 ; 8.148.663 ; 20 ; 5.712.535 ; 78 ; 9.423.073 ; 98 ; 15.135.608 ; 241 ; 23.284.271 ;;;;
105;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA;;; 281 ; 9.043.278 ; 12 ; 37.967 ; 460 ; 1.794.774 ; 753 ; 10.876.018 ; 274 ; 10.821.715 ; 9 ; 45.063 ; 283 ; 10.866.778 ; 1.036 ; 21.742.797 ;;;;
106;61.186.680;BANCO BMG S.A.; 3 ; 2.500.000 ;;;;; 8 ; 15.324.050 ; 11 ; 17.824.050 ; 1 ; 1.044.065 ; 3 ; 2.500.000 ; 4 ; 3.544.065 ; 15 ; 21.368.115 ;;;;
107;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 78 ; 1.831.529 ; 79 ; 4.572.944 ; 558 ; 7.812.947 ; 715 ; 14.217.420 ; 110 ; 5.377.353 ; 7 ; 313.177 ; 117 ; 5.690.530 ; 832 ; 19.907.951 ;;;;
108;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 395 ; 619.840 ; 1.012 ; 8.448.926 ; 1.407 ; 9.068.766 ; 207 ; 7.900.224 ; 17 ; 49.137 ; 224 ; 7.949.360 ; 1.631 ; 17.018.126 ;;;;
109;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 4 ; 38.413 ; 108 ; 2.635.637 ; 87 ; 283.785 ; 365 ; 3.448.321 ; 564 ; 6.406.156 ; 268 ; 8.102.263 ; 30 ; 2.300.922 ; 298 ; 10.403.186 ; 862 ; 16.809.341 ;;;;
110;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.;;; 99 ; 2.306.347 ; 167 ; 1.158.284 ; 1.986 ; 5.077.907 ; 2.252 ; 8.542.538 ; 222 ; 6.985.852 ; 30 ; 705.843 ; 252 ; 7.691.696 ; 2.504 ; 16.234.234 ;;;;
111;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 21 ; 5.339.428 ; 25 ; 663.321 ; 6 ; 518.031 ; 10 ; 108.426 ; 62 ; 6.629.206 ; 4 ; 1.013.558 ; 9 ; 6.832.542 ; 13 ; 7.846.100 ; 75 ; 14.475.306 ;;;;
112;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 12 ; 372.014 ;;; 274 ; 6.833.056 ; 286 ; 7.205.070 ; 308 ; 7.180.524 ;;; 308 ; 7.180.524 ; 594 ; 14.385.594 ;;;;
113;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 20 ; 749.750 ; 193 ; 4.518.748 ; 60 ; 149.325 ; 327 ; 2.134.735 ; 600 ; 7.552.558 ; 290 ; 5.905.343 ; 10 ; 230.752 ; 300 ; 6.136.095 ; 900 ; 13.688.654 ;;;;
114;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 114 ; 530.296 ; 370 ; 5.691.306 ; 484 ; 6.221.602 ; 316 ; 6.106.942 ; 15 ; 938.325 ; 331 ; 7.045.267 ; 815 ; 13.266.869 ;;;;
115;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 4 ; 744.260 ; 5 ; 145.165 ; 3 ; 2.435.420 ; 56 ; 714.946 ; 68 ; 4.039.791 ; 11 ; 3.460.025 ; 4 ; 4.516.387 ; 15 ; 7.976.412 ; 83 ; 12.016.203 ;;;;
116;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 185 ; 367.982 ; 648 ; 5.695.711 ; 833 ; 6.063.693 ; 351 ; 5.312.434 ; 1 ; 3.125 ; 352 ; 5.315.559 ; 1.185 ; 11.379.252 ;;;;
117;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 5 ; 51.598 ; 116 ; 68.227 ; 1.094 ; 3.221.361 ; 1.215 ; 3.341.186 ; 213 ; 5.513.647 ; 19 ; 2.305.974 ; 232 ; 7.819.622 ; 1.447 ; 11.160.808 ;;;;
118;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 1 ; 71.505 ; 23 ; 819.139 ; 58 ; 527.552 ; 615 ; 4.345.711 ; 697 ; 5.763.907 ; 88 ; 4.449.696 ; 1 ; 40.000 ; 89 ; 4.489.696 ; 786 ; 10.253.604 ;;;;
119;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;;;; 230 ; 1.445.512 ; 456 ; 5.017.463 ; 686 ; 6.462.975 ; 137 ; 3.575.426 ;;; 137 ; 3.575.426 ; 823 ; 10.038.401 ;;;;
120;04.902.979;BANCO DA AMAZONIA S.A.; 37 ; 2.893.231 ; 21 ; 1.224.863 ; 15 ; 171.929 ; 51 ; 279.785 ; 124 ; 4.569.809 ; 6 ; 1.331.516 ; 15 ; 3.011.746 ; 21 ; 4.343.262 ; 145 ; 8.913.071 ;;;;
121;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 13 ; 341.929 ; 58 ; 1.610.166 ; 106 ; 158.088 ; 1.027 ; 2.446.304 ; 1.204 ; 4.556.487 ; 139 ; 3.630.972 ; 3 ; 92.961 ; 142 ; 3.723.933 ; 1.346 ; 8.280.420 ;;;;
122;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 145 ; 330.387 ; 489 ; 3.969.382 ; 634 ; 4.299.768 ; 247 ; 3.757.355 ; 8 ; 106.647 ; 255 ; 3.864.001 ; 889 ; 8.163.770 ;;;;
123;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 19.640 ; 32 ; 347.148 ; 46 ; 851.270 ; 374 ; 3.541.702 ; 453 ; 4.759.760 ; 210 ; 3.214.876 ; 9 ; 84.672 ; 219 ; 3.299.549 ; 672 ; 8.059.308 ;;;;
124;59.118.133;BANCO LUSO BRASILEIRO S.A.; 1 ; 300.000 ; 18 ; 1.539.899 ; 23 ; 1.536.902 ; 12 ; 631.089 ; 54 ; 4.007.891 ; 12 ; 2.163.645 ; 9 ; 1.800.000 ; 21 ; 3.963.645 ; 75 ; 7.971.536 ;;;;
125;33.042.151;BANCO DE LA NACION ARGENTINA; 7 ; 3.297.528 ; 12 ; 353.744 ; 276 ; 479.084 ; 70 ; 136.487 ; 365 ; 4.266.843 ; 2 ; 223.098 ; 5 ; 3.323.059 ; 7 ; 3.546.157 ; 372 ; 7.813.000 ;;;;
126;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 14 ; 147.483 ; 49 ; 539.908 ; 610 ; 3.689.844 ; 673 ; 4.377.235 ; 5 ; 3.200.000 ;;; 5 ; 3.200.000 ; 678 ; 7.577.235 ;;;;
127;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 7 ; 154.157 ; 85 ; 205.245 ; 327 ; 3.272.878 ; 419 ; 3.632.280 ; 218 ; 3.231.159 ; 3 ; 24.616 ; 221 ; 3.255.774 ; 640 ; 6.888.054 ;;;;
128;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 104 ; 236.192 ; 341 ; 3.343.336 ; 445 ; 3.579.527 ; 198 ; 3.108.723 ;;; 198 ; 3.108.723 ; 643 ; 6.688.250 ;;;;
129;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 6 ; 2.418.231 ; 4 ; 158.440 ; 15 ; 502.369 ; 10 ; 210.361 ; 35 ; 3.289.401 ; 2 ; 204.000 ; 4 ; 2.903.937 ; 6 ; 3.107.937 ; 41 ; 6.397.339 ;;;;
130;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 73 ; 217.047 ; 293 ; 3.190.129 ; 366 ; 3.407.175 ; 103 ; 2.946.917 ;;; 103 ; 2.946.917 ; 469 ; 6.354.093 ;;;;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 5 ; 5.111 ; 224 ; 160.308 ; 2.008 ; 2.831.138 ; 2.237 ; 2.996.557 ; 82 ; 2.797.234 ; 8 ; 125.408 ; 90 ; 2.922.642 ; 2.327 ; 5.919.199 ;;;;
132;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 2 ; 2.026 ; 324 ; 227.142 ; 1.299 ; 2.641.664 ; 1.625 ; 2.870.832 ; 51 ; 2.432.293 ;;; 51 ; 2.432.293 ; 1.676 ; 5.303.125 ;;;;
133;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 29.920 ; 65 ; 88.926 ; 411 ; 2.574.584 ; 477 ; 2.693.430 ; 76 ; 2.507.313 ;;; 76 ; 2.507.313 ; 553 ; 5.200.742 ;;;;
134;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 14 ; 3.563 ; 328 ; 2.590.986 ; 342 ; 2.594.549 ; 164 ; 2.588.071 ;;; 164 ; 2.588.071 ; 506 ; 5.182.620 ;;;;
135;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 14 ; 61.650 ; 29 ; 1.271.363 ; 95 ; 463.799 ; 540 ; 993.229 ; 678 ; 2.790.041 ; 93 ; 1.986.923 ; 3 ; 260.646 ; 96 ; 2.247.569 ; 774 ; 5.037.610 ;;;;
136;50.585.090;BCV - BANCO DE CRêDITO E VAREJO S/A;;;;; 5 ; 1.044.819 ; 5 ; 2.172.428 ; 10 ; 3.217.247 ; 1 ; 500.000 ; 1 ; 1.044.065 ; 2 ; 1.544.065 ; 12 ; 4.761.311 ;;;;
137;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 680 ; 278.318 ; 2.122 ; 2.139.710 ; 2.802 ; 2.418.028 ; 41 ; 2.052.237 ; 3 ; 187.867 ; 44 ; 2.240.103 ; 2.846 ; 4.658.131 ;;;;
138;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;;;; 20 ; 9.847 ; 141 ; 2.173.110 ; 161 ; 2.182.957 ; 174 ; 2.278.039 ; 9 ; 142.201 ; 183 ; 2.420.239 ; 344 ; 4.603.196 ;;;;
139;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 50.787 ; 66 ; 1.490.985 ; 7 ; 3.866 ; 190 ; 678.233 ; 267 ; 2.223.871 ; 148 ; 2.155.523 ; 3 ; 55.894 ; 151 ; 2.211.418 ; 418 ; 4.435.288 ;;;;
140;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 2 ; 8.534 ; 9 ; 61.642 ; 764 ; 1.762.348 ; 775 ; 1.832.525 ; 114 ; 1.764.802 ; 4 ; 54.502 ; 118 ; 1.819.304 ; 893 ; 3.651.829 ;;;;
141;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 189 ; 139.033 ; 223 ; 1.715.532 ; 412 ; 1.854.565 ; 82 ; 1.560.313 ;;; 82 ; 1.560.313 ; 494 ; 3.414.878 ;;;;
142;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 25 ; 17.291 ; 73 ; 1.557.993 ; 98 ; 1.575.284 ; 40 ; 1.331.276 ;;; 40 ; 1.331.276 ; 138 ; 2.906.560 ;;;;
143;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;;;; 1 ; 930 ; 152 ; 1.309.735 ; 153 ; 1.310.665 ; 135 ; 1.397.759 ; 1 ; 88.952 ; 136 ; 1.486.710 ; 289 ; 2.797.375 ;;;;
144;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 36 ; 91.065 ; 453 ; 1.156.682 ; 489 ; 1.247.748 ; 62 ; 1.062.176 ;;; 62 ; 1.062.176 ; 551 ; 2.309.924 ;;;;
145;14.388.334;PARANµ BANCO S.A.; 1 ; 1.000.000 ;;;;;;; 1 ; 1.000.000 ; 1 ; 300.000 ; 1 ; 1.000.000 ; 2 ; 1.300.000 ; 3 ; 2.300.000 ;;;;
146;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 101 ; 61.316 ; 688 ; 1.114.989 ; 789 ; 1.176.305 ; 157 ; 1.061.581 ;;; 157 ; 1.061.581 ; 946 ; 2.237.886 ;;;;
147;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 54 ; 935.996 ; 4 ; 59.103 ; 35 ; 117.801 ; 93 ; 1.112.900 ; 73 ; 1.008.700 ; 1 ; 14.055 ; 74 ; 1.022.755 ; 167 ; 2.135.655 ;;;;
148;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 38 ; 11.485 ; 381 ; 956.320 ; 419 ; 967.804 ; 58 ; 986.078 ; 2 ; 329 ; 60 ; 986.408 ; 479 ; 1.954.212 ;;;;
149;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 9 ; 160.445 ; 2 ; 76.000 ; 60 ; 747.918 ; 71 ; 984.363 ; 41 ; 880.182 ; 1 ; 75.438 ; 42 ; 955.620 ; 113 ; 1.939.983 ;;;;
150;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 238 ; 287.247 ; 686 ; 964.458 ; 924 ; 1.251.705 ; 60 ; 682.486 ;;; 60 ; 682.486 ; 984 ; 1.934.191 ;;;;
151;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 64 ; 103.843 ; 126 ; 920.629 ; 190 ; 1.024.472 ; 85 ; 869.304 ;;; 85 ; 869.304 ; 275 ; 1.893.776 ;;;;
152;12.392.983;MIRAE ASSET SECURITIES (BRASIL) CORRETORA DE C∂MBIO, T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 1 ; 1.830 ; 46 ; 903.659 ; 47 ; 905.489 ; 24 ; 903.659 ; 1 ; 1.830 ; 25 ; 905.489 ; 72 ; 1.810.978 ;;;;
153;15.122.605;LÈMINA CORRETORA DE C∂MBIO LTDA.;;;;; 85 ; 72.562 ; 899 ; 880.472 ; 984 ; 953.034 ; 33 ; 795.219 ;;; 33 ; 795.219 ; 1.017 ; 1.748.253 ;;;;
154;17.635.177;CONEXION CORRETORA DE C∂MBIO LTDA.;;;;; 18 ; 66.453 ; 282 ; 804.398 ; 300 ; 870.851 ; 54 ; 765.313 ; 2 ; 53.450 ; 56 ; 818.763 ; 356 ; 1.689.615 ;;;;
155;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 16 ; 22.605 ; 166 ; 795.208 ; 182 ; 817.813 ; 51 ; 762.193 ; 1 ; 33 ; 52 ; 762.226 ; 234 ; 1.580.039 ;;;;
156;16.657.210;CHLOE DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 17 ; 14.592 ; 607 ; 575.416 ; 624 ; 590.008 ; 77 ; 558.387 ;;; 77 ; 558.387 ; 701 ; 1.148.395 ;;;;
157;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;;; 12 ; 201.944 ; 3 ; 28.929 ; 49 ; 338.590 ; 64 ; 569.464 ; 44 ; 515.296 ; 1 ; 7.840 ; 45 ; 523.135 ; 109 ; 1.092.599 ;;;;
158;15.077.393;MEGA CORRETORA DE C∂MBIO LTDA.;;;;; 42 ; 56.467 ; 78 ; 356.801 ; 120 ; 413.268 ; 48 ; 319.891 ; 1 ; 73 ; 49 ; 319.964 ; 169 ; 733.232 ;;;;
