Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MAIO / 2016;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
14;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 1 ; 3.000.000 ;;; 217 ; 593.868.566 ; 207 ; 433.785.431 ; 425 ; 1.030.653.997 ; 151 ; 1.901.054.518 ; 204 ; 2.076.804.247 ; 355 ; 3.977.858.766 ; 780 ; 5.008.512.763 ;;;;
15;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 175 ; 50.764.847 ; 434 ; 85.611.447 ; 507 ; 159.394.075 ; 529 ; 173.554.518 ; 1.645 ; 469.324.887 ; 544 ; 1.683.137.404 ; 488 ; 1.741.482.700 ; 1.032 ; 3.424.620.104 ; 2.677 ; 3.893.944.991 ;;;;
16;59.588.111;BANCO VOTORANTIM S.A.; 155 ; 304.281.313 ; 758 ; 110.125.151 ; 268 ; 397.365.928 ; 1.036 ; 628.926.284 ; 2.217 ; 1.440.698.675 ; 332 ; 995.942.620 ; 603 ; 987.273.293 ; 935 ; 1.983.215.913 ; 3.152 ; 3.423.914.588 ;;;;
17;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 177 ; 567.192.458 ; 165 ; 1.096.519.857 ; 342 ; 1.663.712.315 ; 35 ; 1.059.892.493 ; 10 ; 382.646.438 ; 45 ; 1.442.538.932 ; 387 ; 3.106.251.246 ;;;;
18;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 418 ; 270.161.099 ; 403 ; 978.942.823 ; 821 ; 1.249.103.922 ; 29 ; 560.763.928 ; 13 ; 162.265.650 ; 42 ; 723.029.578 ; 863 ; 1.972.133.500 ;;;;
19;58.160.789;BANCO SAFRA S.A.; 158 ; 49.920.951 ; 687 ; 46.144.415 ; 850 ; 260.425.326 ; 1.894 ; 175.592.715 ; 3.589 ; 532.083.408 ; 99 ; 353.744.367 ; 97 ; 443.168.231 ; 196 ; 796.912.597 ; 3.785 ; 1.328.996.005 ;;;;
20;49.336.860;ING BANK N.V.; 54 ; 430.105.985 ; 6 ; 10.049.343 ; 10 ; 22.767.202 ; 112 ; 20.779.282 ; 182 ; 483.701.812 ; 5 ; 58.838.508 ; 26 ; 773.366.625 ; 31 ; 832.205.132 ; 213 ; 1.315.906.945 ;;;;
21;61.820.817;BANCO PAULISTA S.A.; 107 ; 43.504.461 ; 307 ; 21.945.476 ; 680 ; 85.969.875 ; 995 ; 74.728.498 ; 2.089 ; 226.148.310 ; 1.353 ; 524.852.202 ; 8.882 ; 551.480.445 ; 10.235 ; 1.076.332.647 ; 12.324 ; 1.302.480.957 ;;;;
22;00.360.305;CAIXA ECONOMICA FEDERAL; 286 ; 379.344.261 ; 196 ; 3.756.252 ; 4.303 ; 97.031.241 ; 1.256 ; 113.268.808 ; 6.041 ; 593.400.563 ; 93 ; 138.195.777 ; 157 ; 507.706.830 ; 250 ; 645.902.607 ; 6.291 ; 1.239.303.170 ;;;;
23;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 10 ; 32.875.512 ; 22 ; 14.177.847 ; 82 ; 78.236.559 ; 62 ; 88.899.711 ; 176 ; 214.189.630 ; 131 ; 466.957.441 ; 118 ; 518.613.134 ; 249 ; 985.570.575 ; 425 ; 1.199.760.205 ;;;;
24;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 173 ; 73.505.772 ; 491 ; 42.942.620 ; 327 ; 360.464.180 ; 495 ; 154.987.733 ; 1.486 ; 631.900.305 ; 47 ; 150.606.017 ; 91 ; 387.456.375 ; 138 ; 538.062.392 ; 1.624 ; 1.169.962.697 ;;;;
25;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 82 ; 40.735.879 ; 41 ; 4.978.184 ; 43 ; 308.069.214 ; 158 ; 119.539.751 ; 324 ; 473.323.028 ; 30 ; 217.578.626 ; 51 ; 439.920.393 ; 81 ; 657.499.019 ; 405 ; 1.130.822.047 ;;;;
26;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 73 ; 287.844.220 ; 14 ; 2.316.209 ; 72 ; 203.676.041 ; 258 ; 139.922.803 ; 417 ; 633.759.272 ; 13 ; 102.822.389 ; 22 ; 347.816.777 ; 35 ; 450.639.166 ; 452 ; 1.084.398.439 ;;;;
27;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;;;; 20 ; 529.500.000 ; 20 ; 529.500.000 ; 20 ; 529.500.000 ;;; 20 ; 529.500.000 ; 40 ; 1.059.000.000 ;;;;
28;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 7 ; 90.500.000 ; 1 ; 5.117.063 ; 23 ; 21.053.528 ; 41 ; 4.102.211 ; 72 ; 120.772.802 ; 64 ; 363.902.066 ; 69 ; 464.091.560 ; 133 ; 827.993.626 ; 205 ; 948.766.427 ;;;;
29;71.027.866;BANCO BONSUCESSO S.A.; 3 ; 122.127 ; 1 ; 1.950 ; 33 ; 3.652.123 ; 161 ; 7.181.619 ; 198 ; 10.957.820 ; 259 ; 455.598.994 ; 506 ; 448.266.487 ; 765 ; 903.865.481 ; 963 ; 914.823.301 ;;;;
30;13.059.145;BEXS BANCO DE CÂMBIO S/A; 34 ; 208.474.752 ; 60 ; 2.273.813 ; 184 ; 50.965.023 ; 394 ; 82.912.020 ; 672 ; 344.625.609 ; 149 ; 60.658.774 ; 245 ; 235.240.140 ; 394 ; 295.898.914 ; 1.066 ; 640.524.523 ;;;;
31;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 73 ; 3.177.173 ; 730 ; 34.951.840 ; 491 ; 33.500.762 ; 1.454 ; 44.979.176 ; 2.748 ; 116.608.951 ; 1.222 ; 270.645.834 ; 7.827 ; 223.906.209 ; 9.049 ; 494.552.043 ; 11.797 ; 611.160.994 ;;;;
32;68.900.810;BANCO RENDIMENTO S.A.; 10 ; 939.243 ; 52 ; 4.954.027 ; 19.396 ; 86.685.434 ; 1.301 ; 65.015.233 ; 20.759 ; 157.593.936 ; 422 ; 174.216.502 ; 7.716 ; 189.078.152 ; 8.138 ; 363.294.654 ; 28.897 ; 520.888.590 ;;;;
33;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 54 ; 75.860.335 ;;; 98 ; 42.096.733 ; 65 ; 49.526.032 ; 217 ; 167.483.100 ; 10 ; 212.393.264 ; 4 ; 115.572.000 ; 14 ; 327.965.264 ; 231 ; 495.448.363 ;;;;
34;61.146.577;BANCO BARCLAYS S.A.;;;;; 14 ; 32.685.286 ; 29 ; 196.703.653 ; 43 ; 229.388.938 ; 15 ; 182.065.921 ; 11 ; 22.065.062 ; 26 ; 204.130.984 ; 69 ; 433.519.922 ;;;;
35;62.232.889;BANCO DAYCOVAL S.A.; 274 ; 29.035.333 ; 309 ; 14.713.187 ; 446 ; 20.178.792 ; 1.545 ; 58.918.424 ; 2.574 ; 122.845.736 ; 411 ; 155.556.887 ; 1.223 ; 135.580.925 ; 1.634 ; 291.137.812 ; 4.208 ; 413.983.548 ;;;;
36;78.632.767;BANCO OURINVEST S.A.; 63 ; 18.214.524 ; 375 ; 13.302.349 ; 344 ; 38.068.971 ; 851 ; 61.661.096 ; 1.633 ; 131.246.940 ; 269 ; 138.451.929 ; 6.844 ; 143.586.086 ; 7.113 ; 282.038.015 ; 8.746 ; 413.284.955 ;;;;
37;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 40 ; 59.547.077 ; 10 ; 11.588.241 ; 10 ; 103.445.581 ; 94 ; 42.108.790 ; 154 ; 216.689.689 ; 4 ; 15.829.560 ; 8 ; 80.833.176 ; 12 ; 96.662.736 ; 166 ; 313.352.425 ;;;;
38;28.195.667;BANCO ABC BRASIL S.A.; 66 ; 19.335.640 ; 116 ; 7.121.763 ; 24 ; 28.584.027 ; 247 ; 57.664.068 ; 453 ; 112.705.499 ; 40 ; 55.847.413 ; 58 ; 81.792.906 ; 98 ; 137.640.319 ; 551 ; 250.345.817 ;;;;
39;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 894 ; 99.501.430 ; 1.026 ; 38.865.008 ; 356 ; 10.284.605 ; 1.136 ; 25.453.630 ; 3.412 ; 174.104.673 ; 20 ; 13.519.183 ; 44 ; 59.274.004 ; 64 ; 72.793.187 ; 3.476 ; 246.897.860 ;;;;
40;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 60 ; 64.155.593 ; 82 ; 8.603.670 ; 66 ; 9.031.775 ; 60 ; 19.037.379 ; 268 ; 100.828.416 ; 70 ; 45.660.709 ; 77 ; 84.624.522 ; 147 ; 130.285.232 ; 415 ; 231.113.648 ;;;;
41;03.532.415;BANCO ABN AMRO S.A.; 13 ; 54.258.785 ;;; 12 ; 48.743.396 ; 10 ; 44.097 ; 35 ; 103.046.279 ;;; 20 ; 102.740.000 ; 20 ; 102.740.000 ; 55 ; 205.786.279 ;;;;
42;07.656.500;BANCO KDB DO BRASIL S.A.;;; 1 ; 334.848 ; 90 ; 55.161.136 ; 206 ; 22.733.227 ; 297 ; 78.229.211 ; 22 ; 47.500.000 ; 28 ; 79.500.000 ; 50 ; 127.000.000 ; 347 ; 205.229.211 ;;;;
43;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 73 ; 1.182.458 ; 441 ; 10.222.741 ; 1.071 ; 12.254.033 ; 1.990 ; 39.083.678 ; 3.575 ; 62.742.911 ; 2.511 ; 74.377.452 ; 243 ; 38.443.273 ; 2.754 ; 112.820.725 ; 6.329 ; 175.563.636 ;;;;
44;10.690.848;BANCO DA CHINA BRASIL S.A.; 9 ; 25.620.781 ; 7 ; 554.399 ; 15 ; 36.713.678 ; 30 ; 1.358.009 ; 61 ; 64.246.868 ; 13 ; 26.805.010 ; 14 ; 79.228.940 ; 27 ; 106.033.950 ; 88 ; 170.280.818 ;;;;
45;33.923.798;BANCO MÁXIMA S.A.; 24 ; 359.458 ; 89 ; 1.755.266 ; 36 ; 1.420.934 ; 68 ; 646.607 ; 217 ; 4.182.266 ; 40 ; 80.470.593 ; 168 ; 81.936.708 ; 208 ; 162.407.301 ; 425 ; 166.589.567 ;;;;
46;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 51 ; 30.103.628 ; 41 ; 41.806.260 ; 216 ; 8.661.312 ; 308 ; 80.571.200 ; 45 ; 32.726.243 ; 16 ; 35.773.000 ; 61 ; 68.499.243 ; 369 ; 149.070.443 ;;;;
47;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 787 ; 24.270.228 ; 213 ; 6.650.328 ; 67 ; 1.210.112 ; 211 ; 1.809.493 ; 1.278 ; 33.940.160 ; 37 ; 44.290.246 ; 82 ; 61.058.421 ; 119 ; 105.348.668 ; 1.397 ; 139.288.827 ;;;;
48;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 27 ; 4.551.343 ;;; 3 ; 8.947 ; 5 ; 32.532 ; 35 ; 4.592.821 ; 38 ; 56.300.000 ; 43 ; 57.135.000 ; 81 ; 113.435.000 ; 116 ; 118.027.821 ;;;;
49;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 70 ; 316.369 ; 141 ; 1.207.529 ; 211 ; 1.523.898 ; 256 ; 58.485.452 ; 141 ; 57.603.344 ; 397 ; 116.088.796 ; 608 ; 117.612.694 ;;;;
50;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 169 ; 4.220.410 ; 1.258 ; 25.357.299 ; 1.209 ; 15.804.962 ; 2.671 ; 19.442.817 ; 5.307 ; 64.825.488 ; 573 ; 35.915.732 ; 210 ; 11.225.855 ; 783 ; 47.141.587 ; 6.090 ; 111.967.075 ;;;;
51;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 101 ; 34.060.999 ; 95 ; 36.678.992 ; 196 ; 70.739.991 ; 24 ; 20.973.000 ; 22 ; 18.420.690 ; 46 ; 39.393.690 ; 242 ; 110.133.681 ;;;;
52;58.616.418;BANCO FIBRA S.A.; 85 ; 12.065.886 ; 312 ; 16.561.164 ; 25 ; 32.726.317 ; 150 ; 22.783.037 ; 572 ; 84.136.405 ; 2 ; 25.000.000 ;;; 2 ; 25.000.000 ; 574 ; 109.136.405 ;;;;
53;03.609.817;BANCO CARGILL S.A.; 13 ; 40.793.428 ; 1 ; 4.538.490 ; 3 ; 820.386 ; 21 ; 16.223.669 ; 38 ; 62.375.974 ; 2 ; 7.250.000 ; 3 ; 39.000.000 ; 5 ; 46.250.000 ; 43 ; 108.625.974 ;;;;
54;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;;;;; 67 ; 5.052.317 ; 54 ; 13.649.185 ; 121 ; 18.701.502 ; 12 ; 50.472.051 ; 11 ; 38.498.495 ; 23 ; 88.970.546 ; 144 ; 107.672.048 ;;;;
55;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 13 ; 123.641 ; 127 ; 1.439.278 ; 360 ; 3.496.764 ; 1.104 ; 13.372.080 ; 1.604 ; 18.431.762 ; 1.750 ; 49.364.587 ; 294 ; 38.271.400 ; 2.044 ; 87.635.987 ; 3.648 ; 106.067.749 ;;;;
56;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 44 ; 814.668 ; 147 ; 1.652.976 ; 1.328 ; 8.530.941 ; 4.704 ; 50.200.155 ; 6.223 ; 61.198.740 ; 700 ; 42.792.596 ; 4 ; 101.999 ; 704 ; 42.894.595 ; 6.927 ; 104.093.335 ;;;;
57;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 38 ; 48.799.891 ; 45 ; 5.920.957 ; 21 ; 1.005.494 ; 42 ; 758.640 ; 146 ; 56.484.982 ; 25 ; 12.510.590 ; 28 ; 34.132.749 ; 53 ; 46.643.339 ; 199 ; 103.128.321 ;;;;
58;59.118.133;BANCO LUSO BRASILEIRO S.A.; 73 ; 17.297.939 ; 116 ; 11.777.439 ; 18 ; 12.636.402 ; 274 ; 7.981.769 ; 481 ; 49.693.549 ; 186 ; 20.203.599 ; 83 ; 30.382.874 ; 269 ; 50.586.473 ; 750 ; 100.280.022 ;;;;
59;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 7 ; 87.817 ; 36 ; 248.584 ; 539 ; 20.934.544 ; 919 ; 44.262.924 ; 1.501 ; 65.533.868 ; 580 ; 24.817.100 ; 257 ; 2.391.295 ; 837 ; 27.208.395 ; 2.338 ; 92.742.263 ;;;;
60;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 3 ; 21.202 ; 816 ; 8.215.795 ; 2.230 ; 45.744.627 ; 3.049 ; 53.981.625 ; 2.321 ; 35.871.923 ; 26 ; 115.068 ; 2.347 ; 35.986.991 ; 5.396 ; 89.968.615 ;;;;
61;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 100 ; 94.564 ; 733 ; 2.795.949 ; 833 ; 2.890.513 ; 374 ; 43.427.975 ; 85 ; 40.739.622 ; 459 ; 84.167.597 ; 1.292 ; 87.058.110 ;;;;
62;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 13 ; 303.984 ; 135 ; 4.210.650 ; 58 ; 22.302.108 ; 370 ; 13.686.593 ; 576 ; 40.503.335 ; 164 ; 20.026.758 ; 258 ; 18.973.147 ; 422 ; 38.999.906 ; 998 ; 79.503.241 ;;;;
63;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 17 ; 665.726 ; 294 ; 4.890.243 ; 815 ; 5.147.872 ; 2.786 ; 12.849.077 ; 3.912 ; 23.552.918 ; 1.867 ; 32.236.284 ; 453 ; 20.304.455 ; 2.320 ; 52.540.739 ; 6.232 ; 76.093.657 ;;;;
64;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 126 ; 3.816.036 ; 687 ; 21.777.416 ; 313 ; 9.491.679 ; 683 ; 7.238.910 ; 1.809 ; 42.324.041 ; 302 ; 24.481.956 ; 45 ; 8.830.893 ; 347 ; 33.312.849 ; 2.156 ; 75.636.890 ;;;;
65;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 77 ; 1.671.897 ; 813 ; 16.729.426 ; 831 ; 9.138.301 ; 3.010 ; 17.643.811 ; 4.731 ; 45.183.434 ; 782 ; 26.496.802 ; 23 ; 3.241.871 ; 805 ; 29.738.673 ; 5.536 ; 74.922.106 ;;;;
66;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 3 ; 77.696 ; 161 ; 3.407.432 ; 81 ; 841.128 ; 1.009 ; 13.399.419 ; 1.254 ; 17.725.675 ; 1.253 ; 36.247.231 ; 83 ; 20.387.604 ; 1.336 ; 56.634.835 ; 2.590 ; 74.360.510 ;;;;
67;61.186.680;BANCO BMG S.A.; 11 ; 21.708.869 ;;;;; 11 ; 12.928.442 ; 22 ; 34.637.311 ; 4 ; 8.918.754 ; 7 ; 30.475.428 ; 11 ; 39.394.182 ; 33 ; 74.031.493 ;;;;
68;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 1 ; 3.000.000 ; 293 ; 26.334.997 ; 10 ; 2.964.092 ; 7 ; 500.427 ; 311 ; 32.799.516 ; 65 ; 25.845.000 ; 10 ; 14.807.000 ; 75 ; 40.652.000 ; 386 ; 73.451.516 ;;;;
69;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 10 ; 4.021.570 ; 23 ; 7.675.444 ; 59 ; 21.230.466 ; 62 ; 4.884.205 ; 154 ; 37.811.685 ; 33 ; 10.952.115 ; 26 ; 23.731.136 ; 59 ; 34.683.250 ; 213 ; 72.494.935 ;;;;
70;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 24 ; 375.828 ; 788 ; 18.673.982 ; 318 ; 2.622.605 ; 1.082 ; 9.673.040 ; 2.212 ; 31.345.456 ; 1.256 ; 32.930.840 ; 167 ; 7.597.254 ; 1.423 ; 40.528.094 ; 3.635 ; 71.873.550 ;;;;
71;60.889.128;BANCO SOFISA S.A.; 112 ; 29.761.344 ; 82 ; 2.970.158 ; 8 ; 1.758.894 ; 97 ; 1.716.006 ; 299 ; 36.206.402 ; 5 ; 10.013.216 ; 6 ; 24.500.000 ; 11 ; 34.513.216 ; 310 ; 70.719.618 ;;;;
72;92.894.922;BANCO ORIGINAL S.A.; 14 ; 35.053.739 ; 98 ; 19.174.515 ; 30 ; 726.187 ; 149 ; 2.146.549 ; 291 ; 57.100.990 ; 9 ; 9.114.438 ; 2 ; 226 ; 11 ; 9.114.664 ; 302 ; 66.215.654 ;;;;
73;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 472 ; 27.460.623 ; 347 ; 9.710.422 ; 162 ; 2.990.640 ; 229 ; 10.497.521 ; 1.210 ; 50.659.206 ; 16 ; 2.252.021 ; 17 ; 12.914.315 ; 33 ; 15.166.336 ; 1.243 ; 65.825.542 ;;;;
74;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 7 ; 473.308 ; 40 ; 25.593.368 ; 133 ; 6.880.317 ; 180 ; 32.946.993 ; 6 ; 6.204.694 ; 7 ; 24.380.000 ; 13 ; 30.584.694 ; 193 ; 63.531.688 ;;;;
75;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 1 ; 9.779 ; 18 ; 201.105 ; 996 ; 3.627.709 ; 1.678 ; 11.000.793 ; 2.693 ; 14.839.386 ; 1.304 ; 26.769.277 ; 73 ; 19.169.586 ; 1.377 ; 45.938.863 ; 4.070 ; 60.778.249 ;;;;
76;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 1.995.764 ; 6 ; 1.273.350 ; 15 ; 628.760 ; 76 ; 3.714.047 ; 99 ; 7.611.922 ; 8 ; 4.774.805 ; 13 ; 44.778.420 ; 21 ; 49.553.225 ; 120 ; 57.165.147 ;;;;
77;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 95 ; 17.197.279 ; 126 ; 8.111.250 ; 56 ; 104.052 ; 49 ; 625.653 ; 326 ; 26.038.235 ; 57 ; 8.063.997 ; 39 ; 16.954.435 ; 96 ; 25.018.432 ; 422 ; 51.056.666 ;;;;
78;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 4 ; 59.784 ; 36 ; 1.156.422 ; 126 ; 594.127 ; 319 ; 1.745.085 ; 485 ; 3.555.418 ; 333 ; 24.138.956 ; 79 ; 21.571.582 ; 412 ; 45.710.538 ; 897 ; 49.265.956 ;;;;
79;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 11 ; 7.734.502 ; 11 ; 471.143 ; 13 ; 4.439.284 ; 12 ; 9.393.204 ; 47 ; 22.038.132 ; 6 ; 9.785.098 ; 17 ; 12.163.203 ; 23 ; 21.948.301 ; 70 ; 43.986.433 ;;;;
80;15.114.366;BANCO BBM S/A; 33 ; 32.213.852 ;;; 8 ; 118.149 ; 25 ; 522.667 ; 66 ; 32.854.667 ; 8 ; 456.277 ; 10 ; 7.456.597 ; 18 ; 7.912.875 ; 84 ; 40.767.541 ;;;;
