Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MAIO / 2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 277 ; 411.491.884 ; 1.630 ; 502.666.647 ; 1.773 ; 1.915.179.628 ; 2.800 ; 1.172.132.498 ; 6.480 ; 4.001.470.657 ; 942 ; 1.982.289.558 ; 953 ; 2.386.092.472 ; 1.895 ; 4.368.382.030 ; 8.375 ; 8.369.852.687 ;
11;09.274.232;STATE STREET BRASIL S.A. - BANCO COMERCIAL;;;;; 140 ; 1.242.443.351 ; 241 ; 1.832.683.297 ; 381 ; 3.075.126.647 ; 78 ; 1.176.310.470 ; 57 ; 586.317.120 ; 135 ; 1.762.627.589 ; 516 ; 4.837.754.237 ;
12;03.532.415;BANCO ABN AMRO S.A.;;;;; 275 ; 2.131.593.260 ; 312 ; 2.173.810.633 ; 587 ; 4.305.403.893 ; 14 ; 310.000.000 ; 8 ; 140.000.000 ; 22 ; 450.000.000 ; 609 ; 4.755.403.893 ;
13;60.498.557;BANCO MUFG BRASIL S.A.; 130 ; 67.457.020 ; 355 ; 61.769.224 ; 300 ; 214.988.689 ; 379 ; 148.293.130 ; 1.164 ; 492.508.062 ; 677 ; 1.939.001.786 ; 701 ; 2.063.330.667 ; 1.378 ; 4.002.332.452 ; 2.542 ; 4.494.840.515 ;
14;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;; 1 ; 92.311.712 ; 272 ; 1.561.146.147 ; 175 ; 1.002.547.838 ; 448 ; 2.656.005.697 ; 13 ; 320.573.917 ; 33 ; 830.491.721 ; 46 ; 1.151.065.638 ; 494 ; 3.807.071.335 ;
15;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 92 ; 587.415.701 ; 23 ; 131.491.515 ; 110 ; 389.644.483 ; 263 ; 128.631.677 ; 488 ; 1.237.183.376 ; 104 ; 841.888.691 ; 112 ; 1.328.664.813 ; 216 ; 2.170.553.504 ; 704 ; 3.407.736.881 ;
16;53.518.684;BANCO HSBC S.A.; 42 ; 597.901.398 ; 145 ; 356.617.567 ; 227 ; 225.898.324 ; 192 ; 258.147.346 ; 606 ; 1.438.564.635 ; 181 ; 748.119.133 ; 194 ; 995.567.564 ; 375 ; 1.743.686.697 ; 981 ; 3.182.251.332 ;
17;33.264.668;BANCO XP S.A.; 384 ; 279.356.844 ; 2.733 ; 635.672.448 ; 1.624 ; 800.040.556 ; 4.062 ; 684.240.257 ; 8.803 ; 2.399.310.105 ; 60 ; 496.547.671 ; 48 ; 279.712.534 ; 108 ; 776.260.205 ; 8.911 ; 3.175.570.309 ;
18;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 6 ; 37.771.104 ;;; 26 ; 228.630.178 ; 45 ; 50.477.154 ; 77 ; 316.878.435 ; 77 ; 1.316.479.085 ; 95 ; 1.537.280.107 ; 172 ; 2.853.759.192 ; 249 ; 3.170.637.628 ;
19;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 788 ; 74.367.361 ; 2.725 ; 142.071.523 ; 3.659 ; 251.840.818 ; 8.764 ; 771.113.006 ; 15.936 ; 1.239.392.708 ; 1.722 ; 1.000.885.788 ; 6.757 ; 403.923.133 ; 8.479 ; 1.404.808.921 ; 24.415 ; 2.644.201.629 ;
20;02.801.938;BANCO MORGAN STANLEY S.A.; 5 ; 56.000.000 ;;; 410 ; 1.053.380.542 ; 382 ; 375.879.402 ; 797 ; 1.485.259.944 ; 6 ; 124.315.972 ; 26 ; 859.306.894 ; 32 ; 983.622.866 ; 829 ; 2.468.882.810 ;
21;59.588.111;BANCO VOTORANTIM S.A.; 268 ; 321.198.529 ; 704 ; 150.858.763 ; 212 ; 227.167.340 ; 807 ; 336.140.381 ; 1.991 ; 1.035.365.013 ; 389 ; 683.787.199 ; 679 ; 639.721.105 ; 1.068 ; 1.323.508.304 ; 3.059 ; 2.358.873.317 ;
22;31.872.495;BANCO C6 S.A.; 105 ; 108.310.359 ; 614 ; 89.692.746 ; 4.302 ; 272.803.307 ; 50.850 ; 324.320.908 ; 55.871 ; 795.127.320 ; 118 ; 571.563.893 ; 210 ; 577.792.397 ; 328 ; 1.149.356.290 ; 56.199 ; 1.944.483.610 ;
23;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 10 ; 166.832.214 ; 10 ; 90.159.673 ; 11 ; 319.203.449 ; 124 ; 224.181.243 ; 155 ; 800.376.579 ; 25 ; 312.731.462 ; 51 ; 784.482.336 ; 76 ; 1.097.213.798 ; 231 ; 1.897.590.377 ;
24;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 121 ; 199.659.602 ; 194 ; 66.704.727 ; 323 ; 460.973.526 ; 350 ; 426.586.039 ; 988 ; 1.153.923.893 ; 189 ; 216.365.846 ; 227 ; 523.087.386 ; 416 ; 739.453.232 ; 1.404 ; 1.893.377.125 ;
25;28.195.667;BANCO ABC BRASIL S.A.; 186 ; 237.110.210 ; 374 ; 84.733.100 ; 59 ; 157.633.566 ; 456 ; 132.581.345 ; 1.075 ; 612.058.221 ; 118 ; 558.685.290 ; 151 ; 611.770.632 ; 269 ; 1.170.455.922 ; 1.344 ; 1.782.514.143 ;
26;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 56 ; 61.612.841 ; 204 ; 94.982.988 ; 115 ; 42.145.554 ; 185 ; 196.656.630 ; 560 ; 395.398.013 ; 124 ; 697.974.369 ; 123 ; 544.056.965 ; 247 ; 1.242.031.334 ; 807 ; 1.637.429.347 ;
27;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 69 ; 1.623.093 ; 794 ; 32.413.279 ; 240 ; 18.273.542 ; 12.064 ; 28.427.131 ; 13.167 ; 80.737.044 ; 429 ; 794.201.116 ; 479 ; 758.182.380 ; 908 ; 1.552.383.497 ; 14.075 ; 1.633.120.541 ;
28;78.632.767;BANCO OURINVEST S.A.; 1.260 ; 120.070.089 ; 2.680 ; 218.317.151 ; 17.215 ; 151.408.897 ; 85.590 ; 317.583.844 ; 106.745 ; 807.379.981 ; 638 ; 492.498.965 ; 13.585 ; 231.747.678 ; 14.223 ; 724.246.643 ; 120.968 ; 1.531.626.624 ;
29;07.679.404;BANCO TOPÁZIO S.A.; 72 ; 27.416.771 ; 69 ; 3.024.473 ; 317 ; 30.638.051 ; 1.504 ; 533.785.404 ; 1.962 ; 594.864.699 ; 740 ; 625.107.689 ; 2.085 ; 145.688.773 ; 2.825 ; 770.796.462 ; 4.787 ; 1.365.661.161 ;
30;68.900.810;BANCO RENDIMENTO S.A.; 44 ; 9.713.582 ; 161 ; 38.470.327 ; 146.361 ; 374.967.874 ; 2.440 ; 137.346.490 ; 149.006 ; 560.498.272 ; 1.379 ; 265.010.611 ; 8.625 ; 473.153.671 ; 10.004 ; 738.164.281 ; 159.010 ; 1.298.662.553 ;
31;58.616.418;BANCO FIBRA S.A.; 133 ; 269.133.715 ; 907 ; 198.000.995 ; 27 ; 16.280.366 ; 416 ; 26.717.367 ; 1.483 ; 510.132.443 ; 101 ; 365.332.842 ; 103 ; 417.596.902 ; 204 ; 782.929.744 ; 1.687 ; 1.293.062.186 ;
32;62.232.889;BANCO DAYCOVAL S.A.; 613 ; 128.487.372 ; 1.491 ; 165.177.503 ; 115.626 ; 158.868.675 ; 3.631 ; 135.461.290 ; 121.361 ; 587.994.840 ; 476 ; 307.671.796 ; 1.680 ; 308.353.401 ; 2.156 ; 616.025.197 ; 123.517 ; 1.204.020.037 ;
33;58.160.789;BANCO SAFRA S.A.; 231 ; 225.446.465 ; 934 ; 171.324.267 ; 1.004 ; 246.953.447 ; 1.919 ; 166.999.981 ; 4.088 ; 810.724.160 ; 196 ; 149.579.180 ; 198 ; 229.344.787 ; 394 ; 378.923.967 ; 4.482 ; 1.189.648.128 ;
34;10.690.848;BANCO DA CHINA BRASIL S.A.; 21 ; 98.545.017 ; 23 ; 7.754.281 ; 27 ; 401.990.709 ; 96 ; 21.678.472 ; 167 ; 529.968.479 ; 37 ; 31.477.545 ; 46 ; 502.618.123 ; 83 ; 534.095.668 ; 250 ; 1.064.064.146 ;
35;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 80 ; 114.851.259 ; 359 ; 82.160.249 ; 23 ; 113.782.126 ; 269 ; 144.224.834 ; 731 ; 455.018.468 ; 61 ; 285.791.142 ; 49 ; 293.239.830 ; 110 ; 579.030.972 ; 841 ; 1.034.049.441 ;
36;71.027.866;BANCO BS2 S.A.; 412 ; 236.818.090 ; 1.338 ; 86.055.272 ; 9.059 ; 141.531.997 ; 17.683 ; 134.549.754 ; 28.492 ; 598.955.112 ; 32 ; 109.633.025 ; 49 ; 247.756.677 ; 81 ; 357.389.702 ; 28.573 ; 956.344.815 ;
37;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 157 ; 197.659.667 ; 885 ; 156.495.440 ; 284 ; 101.921.091 ; 493 ; 79.716.692 ; 1.819 ; 535.792.890 ; 63 ; 159.438.008 ; 67 ; 202.463.381 ; 130 ; 361.901.390 ; 1.949 ; 897.694.280 ;
38;00.997.185;BANCO B3 S.A.;;;;; 203 ; 287.531.062 ; 186 ; 380.866.063 ; 389 ; 668.397.126 ; 49 ; 119.407.870 ; 45 ; 25.997.983 ; 94 ; 145.405.852 ; 483 ; 813.802.978 ;
39;36.588.217;WISE BRASIL CORRETORA DE CÂMBIO LTDA;;;;; 29.223 ; 179.893.701 ; 348.537 ; 209.493.892 ; 377.760 ; 389.387.593 ; 1.337 ; 225.138.480 ; 1.328 ; 195.549.630 ; 2.665 ; 420.688.110 ; 380.425 ; 810.075.703 ;
40;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 184.012 ; 3 ; 974.400 ; 1 ; 282 ; 554 ; 361.693.240 ; 559 ; 362.851.933 ; 43 ; 395.000.000 ; 1 ; 25.000.000 ; 44 ; 420.000.000 ; 603 ; 782.851.933 ;
41;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;; 137 ; 130.866.676 ; 228 ; 177.924.307 ; 365 ; 308.790.983 ; 20 ; 52.684.978 ; 28 ; 352.693.354 ; 48 ; 405.378.332 ; 413 ; 714.169.315 ;
42;15.114.366;BANCO BOCOM BBM S.A.; 9 ; 11.167.139 ; 81 ; 29.252.631 ; 41 ; 28.940.654 ; 224 ; 40.544.265 ; 355 ; 109.904.689 ; 23 ; 279.896.712 ; 24 ; 290.269.569 ; 47 ; 570.166.280 ; 402 ; 680.070.969 ;
43;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 16 ; 4.340.772 ; 14 ; 1.721.861 ; 12 ; 210.957.614 ; 34 ; 2.740.799 ; 76 ; 219.761.046 ; 13 ; 34.318.866 ; 15 ; 231.914.326 ; 28 ; 266.233.193 ; 104 ; 485.994.239 ;
44;13.059.145;BEXS BANCO DE CÂMBIO S/A; 63 ; 118.571.515 ; 120 ; 14.704.621 ; 11.282 ; 32.032.557 ; 101.407 ; 79.575.704 ; 112.872 ; 244.884.397 ; 233 ; 65.652.005 ; 63 ; 133.720.717 ; 296 ; 199.372.722 ; 113.168 ; 444.257.119 ;
45;33.923.798;BANCO MASTER S/A; 121 ; 24.151.712 ; 330 ; 11.873.216 ; 21.719 ; 101.272.193 ; 63.509 ; 137.801.832 ; 85.679 ; 275.098.953 ; 71 ; 69.976.340 ; 45 ; 52.622.444 ; 116 ; 122.598.784 ; 85.795 ; 397.697.738 ;
46;92.894.922;BANCO ORIGINAL S.A.;;; 3 ; 37.759.622 ; 82 ; 114.433.496 ; 163 ; 98.465.212 ; 248 ; 250.658.329 ; 12 ; 52.276.985 ; 6 ; 27.177 ; 18 ; 52.304.162 ; 266 ; 302.962.491 ;
47;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 10 ; 911.342 ; 208 ; 19.554.027 ; 210 ; 63.214.107 ; 750 ; 98.713.349 ; 1.178 ; 182.392.826 ; 140 ; 85.579.138 ; 47 ; 31.324.583 ; 187 ; 116.903.721 ; 1.365 ; 299.296.546 ;
48;00.360.305;CAIXA ECONOMICA FEDERAL; 95 ; 35.911.623 ; 80 ; 2.689.679 ; 7.395 ; 34.430.677 ; 1.011 ; 57.255.000 ; 8.581 ; 130.286.980 ; 195 ; 67.749.579 ; 218 ; 96.079.132 ; 413 ; 163.828.710 ; 8.994 ; 294.115.690 ;
49;03.609.817;BANCO CARGILL S.A.; 20 ; 5.224.313 ;;; 13 ; 20.889.388 ; 35 ; 23.256.987 ; 68 ; 49.370.689 ; 4 ; 165.000.000 ; 2 ; 75.000.000 ; 6 ; 240.000.000 ; 74 ; 289.370.689 ;
50;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 628 ; 56.355.013 ; 491 ; 38.610.490 ; 388 ; 59.831.914 ; 610 ; 11.984.513 ; 2.117 ; 166.781.931 ; 20 ; 17.818.271 ; 31 ; 83.734.080 ; 51 ; 101.552.351 ; 2.168 ; 268.334.282 ;
51;61.024.352;BANCO VOITER S.A.; 37 ; 29.321.884 ; 248 ; 26.597.883 ; 216 ; 41.657.085 ; 1.065 ; 90.524.918 ; 1.566 ; 188.101.770 ; 63 ; 48.621.645 ; 57 ; 2.621.995 ; 120 ; 51.243.639 ; 1.686 ; 239.345.409 ;
52;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 226 ; 7.407.679 ; 1.783 ; 37.409.176 ; 1.794 ; 28.047.158 ; 4.001 ; 57.880.582 ; 7.804 ; 130.744.595 ; 566 ; 77.347.392 ; 118 ; 17.356.784 ; 684 ; 94.704.175 ; 8.488 ; 225.448.770 ;
53;36.658.769;BANCO XCMG BRASIL S.A.;;; 1 ; 1.004.218 ; 5 ; 105.000.000 ; 18 ; 109.290.209 ; 24 ; 215.294.427 ; 4 ; 4.290.227 ; 2 ; 2.000.000 ; 6 ; 6.290.227 ; 30 ; 221.584.654 ;
54;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 811 ; 42.121.053 ; 1.064 ; 77.868.288 ; 654 ; 14.603.167 ; 394 ; 20.466.271 ; 2.923 ; 155.058.778 ; 18 ; 51.379.455 ; 3 ; 12.869.915 ; 21 ; 64.249.370 ; 2.944 ; 219.308.148 ;
55;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 175 ; 4.381.696 ; 887 ; 27.551.181 ; 5.537 ; 29.899.833 ; 3.456 ; 60.237.108 ; 10.055 ; 122.069.819 ; 2.375 ; 72.553.440 ; 141 ; 18.795.814 ; 2.516 ; 91.349.254 ; 12.571 ; 213.419.073 ;
56;28.811.341;STONEX BANCO DE CÂMBIO S.A.; 43 ; 10.336.706 ; 68 ; 1.904.967 ; 4.146 ; 80.482.704 ; 189 ; 4.055.133 ; 4.446 ; 96.779.511 ; 55 ; 3.462.567 ; 165 ; 88.323.147 ; 220 ; 91.785.714 ; 4.666 ; 188.565.224 ;
57;00.416.968;BANCO INTER S.A.; 21 ; 7.004.301 ; 9 ; 40.003.973 ; 19.851 ; 21.612.527 ; 12.598 ; 36.357.561 ; 32.479 ; 104.978.362 ; 14 ; 52.250.860 ; 6 ; 240.191 ; 20 ; 52.491.051 ; 32.499 ; 157.469.413 ;
58;07.656.500;BANCO KDB DO BRASIL S.A.;;; 9 ; 3.594.916 ; 99 ; 45.209.882 ; 301 ; 49.505.746 ; 409 ; 98.310.544 ; 59 ; 28.623.399 ; 12 ; 20.680.000 ; 71 ; 49.303.399 ; 480 ; 147.613.944 ;
59;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 132 ; 3.281.987 ; 1.064 ; 32.092.048 ; 576 ; 13.954.299 ; 1.613 ; 22.791.149 ; 3.385 ; 72.119.482 ; 865 ; 56.412.471 ; 94 ; 18.925.628 ; 959 ; 75.338.099 ; 4.344 ; 147.457.581 ;
60;61.186.680;BANCO BMG S.A.; 6 ; 2.644.686 ; 2 ; 2.079.991 ; 19 ; 9.329.450 ; 44 ; 1.086.567 ; 71 ; 15.140.693 ; 4 ; 66.215.580 ; 4 ; 65.487.210 ; 8 ; 131.702.790 ; 79 ; 146.843.483 ;
61;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 3.963.883 ; 6 ; 4.035.572 ; 16 ; 34.364.128 ; 42 ; 452.307 ; 66 ; 42.815.891 ; 3 ; 9.881.145 ; 6 ; 79.867.275 ; 9 ; 89.748.420 ; 75 ; 132.564.311 ;
62;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 9.572 ; 39.955.635 ; 16.616 ; 60.392.135 ; 26.188 ; 100.347.769 ; 88 ; 25.171.324 ; 457 ; 6.213.693 ; 545 ; 31.385.017 ; 26.733 ; 131.732.786 ;
63;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 11 ; 58.000.000 ; 1 ; 142.907 ; 3 ; 88.267 ; 10 ; 1.540.253 ; 25 ; 59.771.428 ; 4 ; 1.670.000 ; 21 ; 58.000.000 ; 25 ; 59.670.000 ; 50 ; 119.441.428 ;
64;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 4 ; 10.403.095 ; 24 ; 4.911.905 ; 35 ; 28.589.200 ; 46 ; 16.251.816 ; 109 ; 60.156.016 ; 9 ; 4.808.015 ; 10 ; 52.639.610 ; 19 ; 57.447.625 ; 128 ; 117.603.641 ;
65;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 99 ; 2.413.368 ; 874 ; 17.175.874 ; 2.776 ; 15.252.261 ; 2.046 ; 28.987.663 ; 5.795 ; 63.829.166 ; 3.599 ; 39.835.957 ; 274 ; 11.297.889 ; 3.873 ; 51.133.846 ; 9.668 ; 114.963.012 ;
66;45.246.410;BANCO GENIAL S.A.; 42 ; 1.771.265 ; 51 ; 18.249.588 ; 271 ; 25.397.023 ; 325 ; 34.638.614 ; 689 ; 80.056.491 ; 27 ; 28.372.353 ; 10 ; 1.219.571 ; 37 ; 29.591.924 ; 726 ; 109.648.415 ;
67;60.889.128;BANCO SOFISA S.A.; 196 ; 46.423.079 ; 56 ; 6.177.859 ; 13 ; 3.301.712 ; 102 ; 4.229.572 ; 367 ; 60.132.221 ; 14 ; 869.062 ; 26 ; 45.045.028 ; 40 ; 45.914.090 ; 407 ; 106.046.311 ;
68;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 164 ; 3.384.597 ; 1.055 ; 33.803.020 ; 581 ; 11.918.558 ; 689 ; 10.776.219 ; 2.489 ; 59.882.393 ; 549 ; 37.563.668 ; 85 ; 8.296.869 ; 634 ; 45.860.537 ; 3.123 ; 105.742.931 ;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 137 ; 3.244.244 ; 1.319 ; 34.389.950 ; 410 ; 7.910.950 ; 1.120 ; 12.627.535 ; 2.986 ; 58.172.679 ; 529 ; 39.910.982 ; 43 ; 4.008.575 ; 572 ; 43.919.557 ; 3.558 ; 102.092.236 ;
70;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 785 ; 7.954.613 ; 4.084 ; 49.310.394 ; 4.869 ; 57.265.007 ; 2.996 ; 42.995.443 ; 758 ; 1.699.091 ; 3.754 ; 44.694.534 ; 8.623 ; 101.959.541 ;
71;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 54 ; 1.291.302 ; 303 ; 5.328.556 ; 2.157 ; 14.974.190 ; 3.760 ; 39.303.673 ; 6.274 ; 60.897.721 ; 999 ; 31.632.995 ; 58 ; 3.390.718 ; 1.057 ; 35.023.714 ; 7.331 ; 95.921.435 ;
72;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 31 ; 27.885.741 ; 18 ; 3.593.506 ; 11 ; 1.177.887 ; 70 ; 2.989.945 ; 130 ; 35.647.079 ; 8 ; 7.379.474 ; 16 ; 47.364.115 ; 24 ; 54.743.588 ; 154 ; 90.390.667 ;
73;59.118.133;BANCO LUSO BRASILEIRO S.A.; 77 ; 10.199.269 ; 134 ; 9.917.921 ; 43 ; 12.993.407 ; 173 ; 9.730.861 ; 427 ; 42.841.458 ; 179 ; 19.331.143 ; 108 ; 23.979.605 ; 287 ; 43.310.748 ; 714 ; 86.152.207 ;
74;30.723.886;BANCO MODAL S.A.; 9 ; 3.751.703 ; 3 ; 221.879 ; 141 ; 36.069.528 ; 132 ; 20.322.731 ; 285 ; 60.365.841 ; 1 ; 5.000.000 ; 3 ; 20.000.000 ; 4 ; 25.000.000 ; 289 ; 85.365.841 ;
75;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 22 ; 10.720.338 ; 52 ; 9.650.460 ; 58 ; 10.483.486 ; 114 ; 6.759.966 ; 246 ; 37.614.249 ; 62 ; 20.319.075 ; 31 ; 22.807.539 ; 93 ; 43.126.614 ; 339 ; 80.740.863 ;
76;62.144.175;BANCO PINE S.A.; 26 ; 19.959.007 ; 234 ; 33.947.748 ; 8 ; 2.805.441 ; 65 ; 5.960.579 ; 333 ; 62.672.775 ; 2 ; 10.000.000 ; 2 ; 7.500.000 ; 4 ; 17.500.000 ; 337 ; 80.172.775 ;
77;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 44 ; 970.911 ; 664 ; 2.955.664 ; 1.481 ; 13.099.998 ; 2.189 ; 17.026.573 ; 2.185 ; 33.154.954 ; 97 ; 22.681.674 ; 2.282 ; 55.836.628 ; 4.471 ; 72.863.202 ;
78;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 27 ; 14.923.907 ; 47 ; 2.034.520 ; 129 ; 13.749.621 ; 203 ; 30.708.048 ; 51 ; 28.012.933 ; 6 ; 1.420.000 ; 57 ; 29.432.933 ; 260 ; 60.140.981 ;
79;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 25 ; 356.439 ; 689 ; 19.752.123 ; 222 ; 2.578.757 ; 626 ; 6.169.100 ; 1.562 ; 28.856.419 ; 1.118 ; 25.827.620 ; 169 ; 2.774.276 ; 1.287 ; 28.601.896 ; 2.849 ; 57.458.315 ;
80;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 16 ; 2.032.442 ; 13 ; 288.776 ; 2 ; 34.840 ; 38 ; 28.416.062 ; 69 ; 30.772.120 ; 5 ; 24.776.325 ; 1 ; 26.450 ; 6 ; 24.802.775 ; 75 ; 55.574.895 ;
81;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 87 ; 9.367.771 ; 272 ; 7.717.087 ; 469 ; 2.360.795 ; 1.642 ; 8.859.841 ; 2.470 ; 28.305.495 ; 978 ; 14.513.076 ; 123 ; 9.699.769 ; 1.101 ; 24.212.845 ; 3.571 ; 52.518.340 ;
