Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em NOVEMBRO / 2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
81;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 6 ; 108.601 ; 80 ; 1.624.195 ; 262 ; 1.643.972 ; 1.305 ; 15.710.924 ; 1.653 ; 19.087.692 ; 636 ; 18.605.768 ; 35 ; 3.001.817 ; 671 ; 21.607.585 ; 2.324 ; 40.695.276 
82;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 2 ; 36.493 ; 53 ; 1.014.192 ; 124 ; 1.295.994 ; 455 ; 17.346.825 ; 634 ; 19.693.504 ; 1.754 ; 18.312.629 ; 31 ; 1.233.156 ; 1.785 ; 19.545.784 ; 2.419 ; 39.239.288 
83;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 4 ; 27.784 ; 43 ; 76.488 ; 87 ; 19.361.961 ; 134 ; 19.466.232 ; 559 ; 19.501.809 ; 6 ; 192.600 ; 565 ; 19.694.409 ; 699 ; 39.160.642 
84;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 119 ; 5.704.934 ; 284 ; 6.717.589 ; 555 ; 1.852.913 ; 1.415 ; 6.283.452 ; 2.373 ; 20.558.888 ; 673 ; 11.281.013 ; 99 ; 5.789.842 ; 772 ; 17.070.855 ; 3.145 ; 37.629.743 
85;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 359 ; 3.390.113 ; 417 ; 6.264.649 ; 776 ; 9.654.762 ; 490 ; 15.058.563 ; 71 ; 12.184.862 ; 561 ; 27.243.424 ; 1.337 ; 36.898.186 
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 18 ; 183.687 ; 680 ; 13.873.104 ; 135 ; 920.659 ; 675 ; 4.318.409 ; 1.508 ; 19.295.859 ; 446 ; 17.186.071 ; 9 ; 98.659 ; 455 ; 17.284.730 ; 1.963 ; 36.580.589 
87;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 6 ; 736.239 ; 9 ; 2.154.278 ; 24 ; 16.528.363 ; 43 ; 13.931.181 ; 82 ; 33.350.060 ; 6 ; 810.940 ; 6 ; 2.061.131 ; 12 ; 2.872.071 ; 94 ; 36.222.131 
88;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 1 ; 86.138 ; 4 ; 8.553.741 ; 31 ; 6.826.354 ; 32 ; 4.099.249 ; 68 ; 19.565.482 ; 8 ; 10.299.514 ; 7 ; 4.509.138 ; 15 ; 14.808.652 ; 83 ; 34.374.134 
89;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 2 ; 50.940 ; 56 ; 600.745 ; 78 ; 607.269 ; 584 ; 7.184.592 ; 720 ; 8.443.546 ; 810 ; 16.383.508 ; 258 ; 9.255.920 ; 1.068 ; 25.639.428 ; 1.788 ; 34.082.974 
90;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO; 3 ; 586.169 ; 9 ; 5.261.343 ; 10 ; 1.705.023 ; 15 ; 3.959.492 ; 37 ; 11.512.027 ; 15 ; 9.724.647 ; 12 ; 10.735.546 ; 27 ; 20.460.193 ; 64 ; 31.972.220 
91;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 378 ; 1.798.987 ; 862 ; 15.501.213 ; 1.240 ; 17.300.200 ; 1.069 ; 13.461.890 ; 10 ; 18.763 ; 1.079 ; 13.480.653 ; 2.319 ; 30.780.853 
92;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 13 ; 334.911 ; 56 ; 442.750 ; 432 ; 1.560.815 ; 1.150 ; 13.857.908 ; 1.651 ; 16.196.384 ; 1.041 ; 12.761.897 ; 12 ; 349.728 ; 1.053 ; 13.111.625 ; 2.704 ; 29.308.009 
93;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 32 ; 500.392 ; 370 ; 7.082.783 ; 159 ; 2.352.095 ; 689 ; 6.596.747 ; 1.250 ; 16.532.017 ; 941 ; 11.391.660 ; 25 ; 567.098 ; 966 ; 11.958.758 ; 2.216 ; 28.490.775 
94;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 12 ; 205.730 ; 591 ; 2.772.866 ; 1.396 ; 12.065.043 ; 1.999 ; 15.043.639 ; 1.285 ; 10.244.211 ; 66 ; 640.251 ; 1.351 ; 10.884.462 ; 3.350 ; 25.928.100 
95;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 3 ; 13.492 ; 10 ; 407.768 ; 347 ; 1.917.149 ; 707 ; 11.959.639 ; 1.067 ; 14.298.048 ; 506 ; 10.498.664 ; 1 ; 90.000 ; 507 ; 10.588.664 ; 1.574 ; 24.886.712 
96;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 61 ; 1.112.180 ; 171 ; 876.313 ; 557 ; 2.225.142 ; 789 ; 4.213.635 ; 241 ; 11.176.363 ; 51 ; 8.728.503 ; 292 ; 19.904.865 ; 1.081 ; 24.118.500 
97;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 17 ; 251.629 ; 15 ; 314.411 ; 132 ; 1.052.745 ; 336 ; 3.693.481 ; 500 ; 5.312.265 ; 277 ; 9.796.933 ; 56 ; 7.092.555 ; 333 ; 16.889.488 ; 833 ; 22.201.753 
98;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 4 ; 39.634 ; 6 ; 53.435 ; 398 ; 1.399.729 ; 723 ; 3.321.908 ; 1.131 ; 4.814.705 ; 382 ; 9.586.783 ; 88 ; 7.632.991 ; 470 ; 17.219.774 ; 1.601 ; 22.034.479 
99;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 60 ; 1.277.540 ; 505 ; 9.547.126 ; 565 ; 10.824.666 ; 474 ; 9.545.835 ; 56 ; 1.307.714 ; 530 ; 10.853.549 ; 1.095 ; 21.678.215 
100;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 33 ; 561.605 ; 222 ; 4.070.133 ; 274 ; 2.693.795 ; 793 ; 5.840.464 ; 1.322 ; 13.165.996 ; 627 ; 7.126.658 ; 14 ; 911.140 ; 641 ; 8.037.798 ; 1.963 ; 21.203.794 
101;61.024.352;BANCO INDUSVAL S.A.; 13 ; 1.755.635 ; 10 ; 258.713 ; 32 ; 2.017.945 ; 68 ; 5.668.320 ; 123 ; 9.700.614 ; 15 ; 6.353.042 ; 10 ; 4.278.382 ; 25 ; 10.631.423 ; 148 ; 20.332.037 
102;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 3 ; 6.516 ; 34 ; 7.264.314 ; 352 ; 3.405.087 ; 389 ; 10.675.918 ; 11 ; 2.433.091 ; 4 ; 6.005.717 ; 15 ; 8.438.809 ; 404 ; 19.114.726 
103;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA;;; 83 ; 1.565.494 ; 7 ; 12.787 ; 217 ; 7.949.223 ; 307 ; 9.527.504 ; 343 ; 9.513.301 ; 3 ; 11.422 ; 346 ; 9.524.723 ; 653 ; 19.052.227 
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 32.263 ; 17 ; 232.224 ; 1.116 ; 1.521.661 ; 2.147 ; 7.466.931 ; 3.282 ; 9.253.079 ; 681 ; 7.536.363 ; 18 ; 1.427.403 ; 699 ; 8.963.766 ; 3.981 ; 18.216.845 
105;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 3 ; 37.500 ;;; 1.044 ; 376.309 ; 1.123 ; 1.490.104 ; 2.170 ; 1.903.913 ; 89 ; 8.347.128 ; 58 ; 7.275.348 ; 147 ; 15.622.475 ; 2.317 ; 17.526.388 
106;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 3 ; 26.616 ; 180 ; 1.110.414 ; 446 ; 4.474.759 ; 629 ; 5.611.789 ; 544 ; 7.250.962 ; 52 ; 3.850.166 ; 596 ; 11.101.128 ; 1.225 ; 16.712.917 
107;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;;; 11 ; 728.671 ; 1 ; 107.113 ; 13 ; 2.085.766 ; 25 ; 2.921.550 ; 6 ; 7.421.861 ; 5 ; 6.169.039 ; 11 ; 13.590.901 ; 36 ; 16.512.450 
108;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 2 ; 22.180 ; 148 ; 3.631.554 ; 67 ; 278.618 ; 155 ; 1.819.100 ; 372 ; 5.751.452 ; 236 ; 7.840.201 ; 45 ; 2.692.192 ; 281 ; 10.532.392 ; 653 ; 16.283.844 
109;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 31 ; 611.199 ; 187 ; 3.082.917 ; 119 ; 979.284 ; 464 ; 2.872.944 ; 801 ; 7.546.344 ; 246 ; 6.410.124 ; 45 ; 2.063.767 ; 291 ; 8.473.891 ; 1.092 ; 16.020.235 
110;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 37 ; 584.610 ; 88 ; 2.309.468 ; 292 ; 1.371.671 ; 529 ; 4.078.116 ; 946 ; 8.343.865 ; 426 ; 5.431.223 ; 86 ; 998.287 ; 512 ; 6.429.510 ; 1.458 ; 14.773.375 
111;00.416.968;BANCO INTER S.A.; 3 ; 4.532 ; 79 ; 970.198 ; 329 ; 1.792.621 ; 346 ; 4.268.850 ; 757 ; 7.036.201 ; 120 ; 5.254.233 ; 87 ; 1.804.271 ; 207 ; 7.058.504 ; 964 ; 14.094.705 
112;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 2 ; 71.081 ; 108 ; 3.588.985 ; 60 ; 790.359 ; 303 ; 1.924.526 ; 473 ; 6.374.951 ; 327 ; 5.461.964 ; 41 ; 836.862 ; 368 ; 6.298.826 ; 841 ; 12.673.777 
113;04.902.979;BANCO DA AMAZONIA S.A.; 41 ; 2.792.915 ; 12 ; 1.040.030 ; 13 ; 217.658 ; 94 ; 3.451.053 ; 160 ; 7.501.655 ; 15 ; 3.270.325 ; 10 ; 1.681.168 ; 25 ; 4.951.493 ; 185 ; 12.453.148 
114;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 2 ; 311 ; 75 ; 251.292 ; 266 ; 5.459.185 ; 343 ; 5.710.788 ; 488 ; 5.286.785 ; 11 ; 48.909 ; 499 ; 5.335.695 ; 842 ; 11.046.482 
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 5 ; 80.726 ; 158 ; 516.583 ; 657 ; 5.041.120 ; 820 ; 5.638.430 ; 416 ; 4.483.445 ; 4 ; 4.629 ; 420 ; 4.488.074 ; 1.240 ; 10.126.503 
116;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 2 ; 9.963 ; 284 ; 1.710.230 ; 536 ; 4.570.725 ; 822 ; 6.290.919 ; 133 ; 3.263.612 ;;; 133 ; 3.263.612 ; 955 ; 9.554.531 
117;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 9 ; 23.920 ; 60 ; 1.039.232 ; 186 ; 941.031 ; 480 ; 3.131.758 ; 735 ; 5.135.940 ; 334 ; 3.668.638 ; 3 ; 446.161 ; 337 ; 4.114.799 ; 1.072 ; 9.250.740 
118;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 13.895 ; 48 ; 770.684 ; 55 ; 209.482 ; 499 ; 3.368.668 ; 606 ; 4.362.729 ; 1.130 ; 4.161.578 ; 19 ; 280.321 ; 1.149 ; 4.441.899 ; 1.755 ; 8.804.628 
119;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 245.503 ; 13 ; 158.074 ; 57 ; 748.102 ; 349 ; 2.947.386 ; 427 ; 4.099.064 ; 172 ; 2.503.174 ; 23 ; 394.137 ; 195 ; 2.897.312 ; 622 ; 6.996.376 
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 4 ; 164.695 ; 31 ; 916.855 ; 83 ; 1.095.225 ; 188 ; 1.379.972 ; 306 ; 3.556.746 ; 90 ; 2.173.315 ; 25 ; 1.135.115 ; 115 ; 3.308.429 ; 421 ; 6.865.176 
121;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 6 ; 15.838 ; 8 ; 160.360 ; 219 ; 659.914 ; 405 ; 3.120.812 ; 638 ; 3.956.924 ; 502 ; 2.547.955 ; 13 ; 41.393 ; 515 ; 2.589.348 ; 1.153 ; 6.546.272 
122;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 56 ; 2.371.391 ; 1 ; 25.000 ; 19 ; 225.067 ; 135 ; 479.764 ; 211 ; 3.101.222 ; 14 ; 324.655 ; 36 ; 2.666.409 ; 50 ; 2.991.064 ; 261 ; 6.092.286 
123;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 1 ; 1.234 ; 62 ; 1.651.604 ; 17 ; 43.913 ; 369 ; 1.173.213 ; 449 ; 2.869.965 ; 397 ; 2.827.391 ; 9 ; 40.468 ; 406 ; 2.867.859 ; 855 ; 5.737.824 
124;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 6 ; 45.529 ; 172 ; 1.574.008 ; 307 ; 2.399.744 ; 485 ; 4.019.282 ; 151 ; 1.178.507 ; 7 ; 299.304 ; 158 ; 1.477.811 ; 643 ; 5.497.093 
125;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;; 1 ; 21.700 ; 107 ; 457.051 ; 356 ; 2.730.616 ; 464 ; 3.209.367 ; 135 ; 2.262.064 ;;; 135 ; 2.262.064 ; 599 ; 5.471.431 
126;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 16 ; 222.938 ; 6 ; 117.908 ; 89 ; 2.389.778 ; 111 ; 2.730.625 ; 252 ; 2.520.600 ; 2 ; 24.466 ; 254 ; 2.545.066 ; 365 ; 5.275.691 
127;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 4 ; 26.047 ; 17 ; 252.626 ; 57 ; 1.018.102 ; 155 ; 1.154.558 ; 233 ; 2.451.333 ; 182 ; 1.406.956 ; 57 ; 1.082.244 ; 239 ; 2.489.200 ; 472 ; 4.940.533 
128;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 472 ; 369.684 ; 847 ; 2.288.333 ; 1.319 ; 2.658.017 ; 141 ; 1.975.181 ;;; 141 ; 1.975.181 ; 1.460 ; 4.633.198 
129;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 11 ; 101.060 ; 19 ; 197.699 ; 135 ; 1.539.030 ; 492 ; 976.196 ; 657 ; 2.813.985 ; 84 ; 635.290 ; 18 ; 1.076.186 ; 102 ; 1.711.476 ; 759 ; 4.525.462 
130;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 6 ; 172.534 ; 102 ; 1.371.873 ; 6 ; 107.451 ; 89 ; 424.250 ; 203 ; 2.076.109 ; 165 ; 1.896.493 ; 10 ; 379.504 ; 175 ; 2.275.998 ; 378 ; 4.352.106 
131;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 5.717 ; 132 ; 73.643 ; 1.229 ; 2.104.567 ; 1.364 ; 2.183.927 ; 459 ; 1.987.553 ;;; 459 ; 1.987.553 ; 1.823 ; 4.171.480 
132;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 325 ; 1.931.549 ; 287 ; 1.707.338 ; 612 ; 3.638.887 ; 11 ; 25.776 ; 3 ; 163.985 ; 14 ; 189.761 ; 626 ; 3.828.648 
133;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 82 ; 520.535 ; 202 ; 1.870.074 ; 284 ; 2.390.609 ; 68 ; 1.389.002 ; 1 ; 45.392 ; 69 ; 1.434.394 ; 353 ; 3.825.003 
134;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 2 ; 11.846 ; 72 ; 139.065 ; 204 ; 857.369 ; 278 ; 1.008.280 ; 142 ; 1.712.809 ; 41 ; 981.153 ; 183 ; 2.693.962 ; 461 ; 3.702.243 
135;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 118 ; 490.635 ; 274 ; 1.777.557 ; 392 ; 2.268.191 ; 113 ; 1.289.331 ;;; 113 ; 1.289.331 ; 505 ; 3.557.523 
136;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 103 ; 243.791 ; 290 ; 1.740.002 ; 393 ; 1.983.793 ; 213 ; 1.523.791 ;;; 213 ; 1.523.791 ; 606 ; 3.507.584 
137;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 50 ; 126.932 ; 290 ; 1.671.781 ; 340 ; 1.798.713 ; 416 ; 1.597.012 ; 5 ; 54.203 ; 421 ; 1.651.215 ; 761 ; 3.449.928 
138;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 4 ; 79.037 ; 55 ; 991.748 ; 33 ; 518.047 ; 46 ; 214.234 ; 138 ; 1.803.065 ; 53 ; 1.124.076 ; 22 ; 515.003 ; 75 ; 1.639.079 ; 213 ; 3.442.144 
139;33.042.151;BANCO DE LA NACION ARGENTINA; 3 ; 1.346.100 ;;; 377 ; 312.642 ; 63 ; 115.656 ; 443 ; 1.774.398 ; 2 ; 35.880 ; 7 ; 1.591.900 ; 9 ; 1.627.780 ; 452 ; 3.402.178 
140;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 9.690 ; 5 ; 100.439 ; 24 ; 334.132 ; 328 ; 1.332.274 ; 358 ; 1.776.535 ; 274 ; 1.309.308 ; 10 ; 227.195 ; 284 ; 1.536.503 ; 642 ; 3.313.038 
141;61.033.106;BANCO CREFISA S.A.;;; 1 ; 764 ; 11 ; 182.074 ; 9 ; 1.429.268 ; 21 ; 1.612.106 ; 2 ; 1.390.000 ; 1 ; 180.000 ; 3 ; 1.570.000 ; 24 ; 3.182.106 
142;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 49.970 ; 1 ; 3 ; 341 ; 164.683 ; 1.291 ; 1.306.258 ; 1.634 ; 1.520.914 ; 117 ; 1.181.923 ; 1 ; 49.970 ; 118 ; 1.231.893 ; 1.752 ; 2.752.807 
143;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 146 ; 376.058 ; 249 ; 1.396.030 ; 395 ; 1.772.087 ; 110 ; 964.028 ;;; 110 ; 964.028 ; 505 ; 2.736.115 
144;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 23 ; 578.499 ; 20 ; 653.332 ; 61 ; 192.168 ; 104 ; 1.424.000 ; 78 ; 706.463 ; 14 ; 578.123 ; 92 ; 1.284.586 ; 196 ; 2.708.586 
145;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 24.650 ; 5 ; 231.251 ; 72 ; 1.028.944 ; 78 ; 1.284.845 ; 74 ; 905.313 ; 4 ; 82.321 ; 78 ; 987.634 ; 156 ; 2.272.479 
146;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 22 ; 424.192 ; 19 ; 141.254 ; 2 ; 40.072 ; 39 ; 379.781 ; 82 ; 985.299 ; 32 ; 473.377 ; 23 ; 464.213 ; 55 ; 937.589 ; 137 ; 1.922.889 
147;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 24 ; 443.998 ; 10 ; 8.696 ; 218 ; 421.363 ; 252 ; 874.058 ; 114 ; 861.414 ; 3 ; 13.810 ; 117 ; 875.225 ; 369 ; 1.749.282 
148;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 28 ; 15.921 ; 176 ; 694.978 ; 204 ; 710.899 ; 192 ; 702.200 ; 3 ; 12.457 ; 195 ; 714.657 ; 399 ; 1.425.556 
149;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 12.722 ; 37 ; 43.068 ; 140 ; 636.903 ; 178 ; 692.693 ; 122 ; 599.764 ;;; 122 ; 599.764 ; 300 ; 1.292.457 
150;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 94.476 ; 52 ; 45.337 ; 335 ; 505.592 ; 388 ; 645.406 ; 61 ; 548.837 ; 1 ; 400 ; 62 ; 549.237 ; 450 ; 1.194.643 
151;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 52 ; 265.375 ; 278 ; 537.986 ; 330 ; 803.361 ; 53 ; 329.095 ;;; 53 ; 329.095 ; 383 ; 1.132.455 
152;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 4 ; 1.677 ; 113 ; 343.802 ; 117 ; 345.478 ; 138 ; 340.412 ;;; 138 ; 340.412 ; 255 ; 685.891 
153;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.071 ; 41 ; 58.904 ; 155 ; 328.920 ; 197 ; 391.895 ; 36 ; 279.603 ;;; 36 ; 279.603 ; 233 ; 671.498 
154;59.285.411;BANCO PAN S.A.;;;;; 7 ; 44.468 ; 23 ; 521.053 ; 30 ; 565.521 ;;;;; -   ; -   ; 30 ; 565.521 
155;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 75 ; 87.309 ; 160 ; 242.758 ; 235 ; 330.067 ; 15 ; 154.458 ;;; 15 ; 154.458 ; 250 ; 484.525 
156;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 6 ; 15.027 ; 74 ; 236.114 ; 80 ; 251.141 ; 80 ; 222.152 ;;; 80 ; 222.152 ; 160 ; 473.293 
157;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 25.678 ; 1 ; 43.807 ; 25 ; 148.816 ; 27 ; 218.301 ; 21 ; 174.494 ; 1 ; 43.807 ; 22 ; 218.301 ; 49 ; 436.602 
158;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 20 ; 12.561 ; 79 ; 184.741 ; 99 ; 197.301 ; 37 ; 163.345 ;;; 37 ; 163.345 ; 136 ; 360.647 
159;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;;;; 1 ; 227 ; 58 ; 129.402 ; 59 ; 129.629 ; 42 ; 148.260 ; 2 ; 9.700 ; 44 ; 157.961 ; 103 ; 287.590 
160;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 7 ; 7.835 ; 51 ; 124.701 ; 58 ; 132.536 ; 13 ; 133.297 ; 1 ; 51 ; 14 ; 133.348 ; 72 ; 265.884 
161;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 1 ; 38.142 ;;; 7 ; 36.131 ; 3 ; 1.600 ; 11 ; 75.872 ;;; 1 ; 100.000 ; 1 ; 100.000 ; 12 ; 175.872 
162;30.183.111;TURMA CORRETORA DE CÂMBIO LTDA;;;;; 211 ; 73.428 ; 135 ; 72.351 ; 346 ; 145.779 ;;;;; -   ; -   ; 346 ; 145.779 
163;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 40 ; 24.343 ; 72 ; 71.394 ; 112 ; 95.737 ; 7 ; 49.938 ;;; 7 ; 49.938 ; 119 ; 145.675 
164;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 4 ; 6.372 ; 5 ; 23.930 ; 9 ; 30.302 ; 3 ; 23.200 ; 4 ; 6.372 ; 7 ; 29.572 ; 16 ; 59.874 
165;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 1 ; 41.127 ; 1 ; 65 ; 2 ; 41.191 ;;;;; -   ; -   ; 2 ; 41.191 
166;33.042.953;CITIBANK N.A.;;;;; 1 ; 7.997 ; 2 ; 693 ; 3 ; 8.690 ;;;;; -   ; -   ; 3 ; 8.690 
167;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 4 ; 5.116 ; 4 ; 5.116 ;;;;; -   ; -   ; 4 ; 5.116 
168;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 1.000 ; 1 ; 1.000 ; 2 ; 2.000 ; 2 ; 2.000 
169;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 3 ; 1.054 ; 3 ; 1.054 ;;;;; -   ; -   ; 3 ; 1.054 
;;;;;;;;;;; -   ; -   ;;;;; -   ; -   ; -   ; -   
Total;;; 36.365 ; 21.605.676.733 ; 96.907 ; 14.862.352.281 ; 278.477 ; 45.440.614.408 ; 268.804 ; 58.200.120.877 ; 680.553 ; 140.108.764.299 ; 46.231 ; 67.140.339.695 ; 46.231 ; 67.167.838.152 ; 92.462 ; 134.308.177.847 ; 773.015 ; 274.416.942.146 
"Fonte: Sistema Câmbio; Dados extraídos em: 10.12.2018";;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
