Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Nov/2023;;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;
55;61.024.352;BANCO VOITER S.A.; 179 ; 148.964.503 ; 1.458 ; 584.368.542 ; 1.754 ; 421.809.831 ; 9.017 ; 477.998.215 ; 12.408 ; 1.633.141.091 ; 673 ; 671.970.818 ; 627 ; 169.221.968 ; 1.300 ; 841.192.786 ; 13.708 ; 2.474.333.877 ;;
56;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 53 ; 495.902.051 ; 81 ; 11.150.464 ; 173 ; 411.038.197 ; 297 ; 443.126.473 ; 604 ; 1.361.217.185 ; 60 ; 312.936.019 ; 100 ; 766.181.421 ; 160 ; 1.079.117.440 ; 764 ; 2.440.334.625 ;;
57;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 9.428 ; 487.511.589 ; 11.919 ; 495.030.925 ; 9.142 ; 336.411.831 ; 4.979 ; 373.286.353 ; 35.468 ; 1.692.240.698 ; 204 ; 383.363.283 ; 92 ; 342.100.577 ; 296 ; 725.463.860 ; 35.764 ; 2.417.704.558 ;;
58;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 51 ; 297.027.716 ; 63 ; 94.151.519 ; 80 ; 65.453.551 ; 209 ; 151.419.776 ; 403 ; 608.052.562 ; 113 ; 755.581.251 ; 164 ; 884.976.824 ; 277 ; 1.640.558.075 ; 680 ; 2.248.610.637 ;;
59;45.246.410;BANCO GENIAL S.A.; 110 ; 7.304.631 ; 351 ; 39.946.645 ; 3.168 ; 533.344.509 ; 4.076 ; 789.721.003 ; 7.705 ; 1.370.316.788 ; 176 ; 404.533.562 ; 59 ; 115.227.197 ; 235 ; 519.760.759 ; 7.940 ; 1.890.077.547 ;;
60;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 1.967 ; 48.587.315 ; 7.733 ; 242.570.253 ; 131.698 ; 276.876.654 ; 381.176 ; 469.350.793 ; 522.574 ; 1.037.385.015 ; 16.504 ; 569.024.903 ; 1.214 ; 182.194.428 ; 17.718 ; 751.219.331 ; 540.292 ; 1.788.604.346 ;;
61;00.416.968;BANCO INTER S.A.; 262 ; 19.059.202 ; 1.227 ; 6.724.995 ; 303.210 ; 776.380.965 ; 769.807 ; 642.383.692 ; 1.074.506 ; 1.444.548.854 ; 83 ; 58.805.192 ; 105 ; 195.160.307 ; 188 ; 253.965.499 ; 1.074.694 ; 1.698.514.353 ;;
62;03.609.817;BANCO CARGILL S.A.; 60 ; 329.609.629 ; 3 ; 253.503 ; 88 ; 122.550.684 ; 614 ; 263.636.178 ; 765 ; 716.049.994 ; 22 ; 395.000.000 ; 17 ; 580.000.000 ; 39 ; 975.000.000 ; 804 ; 1.691.049.994 ;;
63;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 1.295 ; 33.007.983 ; 9.511 ; 307.737.528 ; 15.500 ; 151.383.890 ; 39.162 ; 268.185.506 ; 65.468 ; 760.314.907 ; 7.401 ; 632.907.181 ; 907 ; 241.189.586 ; 8.308 ; 874.096.767 ; 73.776 ; 1.634.411.674 ;;
64;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 1.725 ; 742.091 ; 64.333 ; 18.513.981 ; 1.503.131 ; 514.499.506 ; 2.526.986 ; 712.879.953 ; 4.096.175 ; 1.246.635.531 ; 1.063 ; 280.259.631 ; 1.805 ; 63.268.667 ; 2.868 ; 343.528.298 ; 4.099.043 ; 1.590.163.829 ;;
65;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 157 ; 15.762.257 ; 601 ; 52.840.984 ; 2.292 ; 453.241.491 ; 6.291 ; 464.657.088 ; 9.341 ; 986.501.820 ; 1.478 ; 246.596.205 ; 772 ; 198.091.111 ; 2.250 ; 444.687.316 ; 11.591 ; 1.431.189.136 ;;
66;60.889.128;BANCO SOFISA S.A.; 2.323 ; 495.536.074 ; 976 ; 89.936.608 ; 188 ; 31.501.270 ; 1.251 ; 150.785.678 ; 4.738 ; 767.759.630 ; 116 ; 121.846.967 ; 183 ; 419.746.602 ; 299 ; 541.593.569 ; 5.037 ; 1.309.353.199 ;;
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 361 ; 14.183.547 ; 2.880 ; 119.174.993 ; 77.594 ; 145.489.285 ; 169.389 ; 360.378.964 ; 250.224 ; 639.226.789 ; 40.253 ; 468.603.873 ; 3.329 ; 148.400.616 ; 43.582 ; 617.004.489 ; 293.806 ; 1.256.231.278 ;;
68;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 241 ; 269.277.946 ; 273 ; 136.232.441 ; 133 ; 18.080.964 ; 805 ; 128.469.049 ; 1.452 ; 552.060.400 ; 126 ; 306.102.826 ; 126 ; 311.577.749 ; 252 ; 617.680.575 ; 1.704 ; 1.169.740.975 ;;
69;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 557 ; 20.169.708 ; 5.475 ; 293.655.592 ; 5.246 ; 88.041.753 ; 20.555 ; 245.688.148 ; 31.833 ; 647.555.201 ; 4.776 ; 459.512.312 ; 288 ; 28.302.715 ; 5.064 ; 487.815.027 ; 36.897 ; 1.135.370.228 ;;
70;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 92 ; 3.949.223 ; 1.122 ; 34.543.068 ; 70.254 ; 40.076.847 ; 106.564 ; 245.504.125 ; 178.032 ; 324.073.263 ; 20.898 ; 495.128.542 ; 1.677 ; 259.560.546 ; 22.575 ; 754.689.088 ; 200.607 ; 1.078.762.351 ;;
71;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 182 ; 5.959.152 ; 1.378 ; 36.533.169 ; 164.717 ; 187.602.329 ; 573.486 ; 436.655.471 ; 739.763 ; 666.750.121 ; 11.756 ; 329.093.097 ; 707 ; 49.141.087 ; 12.463 ; 378.234.184 ; 752.226 ; 1.044.984.305 ;;
72;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 6 ; 636.603 ; 297 ; 223.895.546 ; 661 ; 107.535.165 ; 1.446 ; 260.472.838 ; 2.410 ; 592.540.152 ; 543 ; 412.225.478 ; 96 ; 35.959.071 ; 639 ; 448.184.549 ; 3.049 ; 1.040.724.701 ;;
73;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.447 ; 42.146.537 ; 9.858 ; 319.818.176 ; 5.951 ; 89.370.032 ; 13.105 ; 113.766.641 ; 30.361 ; 565.101.386 ; 4.616 ; 375.716.601 ; 752 ; 73.652.282 ; 5.368 ; 449.368.883 ; 35.729 ; 1.014.470.269 ;;
74;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 12 ; 462.533 ; 320 ; 881.864 ; 301.572 ; 121.943.761 ; 582.342 ; 463.432.560 ; 884.246 ; 586.720.718 ; 28.259 ; 370.946.108 ; 10.957 ; 29.509.609 ; 39.216 ; 400.455.717 ; 923.462 ; 987.176.435 ;;
75;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 30 ; 225.332.876 ; 113 ; 66.260.046 ; 49 ; 69.279.953 ; 464 ; 100.301.614 ; 656 ; 461.174.489 ; 21 ; 164.772.500 ; 13 ; 293.000.000 ; 34 ; 457.772.500 ; 690 ; 918.946.989 ;;
76;30.723.886;BANCO MODAL S.A.; 55 ; 40.387.867 ; 20 ; 732.611 ; 1.383 ; 350.098.130 ; 1.190 ; 175.647.408 ; 2.648 ; 566.866.016 ; 20 ; 57.549.051 ; 45 ; 271.632.029 ; 65 ; 329.181.080 ; 2.713 ; 896.047.096 ;;
77;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; 14 ; 2.585.217 ; 764 ; 12.092.895 ; 1.371 ; 172.021.647 ; 2.151 ; 187.578.912 ; 64 ; 428.587.937 ; 27 ; 279.088.407 ; 91 ; 707.676.344 ; 2.242 ; 895.255.256 ;;
78;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 243 ; 158.411.525 ; 661 ; 75.410.246 ; 512 ; 49.454.092 ; 1.253 ; 91.764.518 ; 2.669 ; 375.040.381 ; 556 ; 187.074.810 ; 255 ; 250.162.700 ; 811 ; 437.237.510 ; 3.480 ; 812.277.891 ;;
79;59.118.133;BANCO LUSO BRASILEIRO S.A.; 469 ; 86.038.747 ; 1.337 ; 206.419.328 ; 289 ; 23.596.671 ; 1.435 ; 47.047.347 ; 3.530 ; 363.102.093 ; 1.849 ; 293.767.040 ; 721 ; 149.945.428 ; 2.570 ; 443.712.468 ; 6.100 ; 806.814.561 ;;
80;12.392.983;MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.; 47 ; 2.266.674 ; 3.351 ; 306.429.709 ; 525 ; 5.467.827 ; 2.777 ; 50.639.150 ; 6.700 ; 364.803.360 ; 6.052 ; 373.575.731 ; 774 ; 24.243.317 ; 6.826 ; 397.819.048 ; 13.526 ; 762.622.408 ;;
81;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 214 ; 16.464.374 ; 3.291 ; 178.427.656 ; 2.682 ; 34.940.258 ; 12.401 ; 153.169.670 ; 18.588 ; 383.001.958 ; 11.227 ; 324.579.756 ; 1.774 ; 44.382.791 ; 13.001 ; 368.962.547 ; 31.589 ; 751.964.505 ;;
82;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 251 ; 107.523.955 ; 202 ; 64.572.719 ; 127 ; 87.758.674 ; 398 ; 41.225.404 ; 978 ; 301.080.752 ; 122 ; 141.800.467 ; 160 ; 229.229.814 ; 282 ; 371.030.281 ; 1.260 ; 672.111.033 ;;
83;61.186.680;BANCO BMG S.A.; 26 ; 63.770.134 ; -   ; -   ; 103 ; 43.336.160 ; 614 ; 41.156.406 ; 743 ; 148.262.700 ; 35 ; 274.173.480 ; 33 ; 216.610.343 ; 68 ; 490.783.823 ; 811 ; 639.046.523 ;;
84;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 132.145 ; 11 ; 132.145 ; 21 ; 423.336.022 ; 6 ; 211.225.927 ; 27 ; 634.561.949 ; 38 ; 634.694.094 ;;
85;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 31 ; 1.062.858 ; 117 ; 68.373.511 ; 148 ; 69.436.369 ; 1 ; 50.000.000 ; 2 ; 500.000.000 ; 3 ; 550.000.000 ; 151 ; 619.436.369 ;;
86;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 164 ; 4.489.160 ; 1.814 ; 83.269.786 ; 4.555 ; 56.182.248 ; 5.884 ; 148.159.024 ; 12.417 ; 292.100.218 ; 6.465 ; 243.140.762 ; 2.115 ; 72.375.462 ; 8.580 ; 315.516.224 ; 20.997 ; 607.616.442 ;;
87;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 826 ; 93.561.366 ; 1.226 ; 69.681.170 ; 2.326 ; 47.141.357 ; 2.708 ; 194.308.361 ; 7.086 ; 404.692.254 ; 83 ; 150.942.280 ; 7 ; 4.952.710 ; 90 ; 155.894.990 ; 7.176 ; 560.587.244 ;;
88;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 141 ; 20.940.706 ; 129 ; 3.088.541 ; 19 ; 20.958.615 ; 512 ; 227.417.279 ; 801 ; 272.405.141 ; 46 ; 228.137.302 ; 24 ; 52.009.362 ; 70 ; 280.146.664 ; 871 ; 552.551.805 ;;
89;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 596 ; 62.780.044 ; 1.421 ; 74.398.328 ; 7.097 ; 30.896.597 ; 33.471 ; 106.664.442 ; 42.585 ; 274.739.411 ; 8.654 ; 150.817.945 ; 1.026 ; 63.392.429 ; 9.680 ; 214.210.374 ; 52.265 ; 488.949.785 ;;
90;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 25 ; 2.022.397 ; 1.529 ; 28.243.888 ; 6.787 ; 14.278.333 ; 2.892 ; 182.767.459 ; 11.233 ; 227.312.077 ; 2.669 ; 205.878.001 ; 447 ; 11.162.464 ; 3.116 ; 217.040.465 ; 14.349 ; 444.352.542 ;;
91;61.384.004;AVENUE SECURITIES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; -   ; -   ; -   ; -   ; 22.709 ; 36.578.180 ; 157.641 ; 206.227.308 ; 180.350 ; 242.805.488 ; 313 ; 170.142.500 ; 3 ; 150.150 ; 316 ; 170.292.650 ; 180.666 ; 413.098.138 ;;
92;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 137 ; 7.001.913 ; 1.779 ; 83.923.381 ; 1.802 ; 25.008.926 ; 11.785 ; 95.395.249 ; 15.503 ; 211.329.469 ; 9.117 ; 165.703.173 ; 1.924 ; 18.394.854 ; 11.041 ; 184.098.027 ; 26.544 ; 395.427.496 ;;
93;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 51 ; 75.747.999 ; 44 ; 24.562.551 ; 127 ; 18.549.420 ; 756 ; 33.201.788 ; 978 ; 152.061.758 ; 25 ; 56.653.346 ; 35 ; 145.928.620 ; 60 ; 202.581.966 ; 1.038 ; 354.643.724 ;;
94;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 46 ; 5.593.077 ; 544 ; 63.299.820 ; 1.000 ; 51.712.063 ; 1.999 ; 74.971.026 ; 3.589 ; 195.575.986 ; 843 ; 118.921.523 ; 257 ; 37.931.600 ; 1.100 ; 156.853.123 ; 4.689 ; 352.429.109 ;;
95;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; 16 ; 78.523 ; 57 ; 2.374.385 ; 20.723 ; 13.541.333 ; 33.735 ; 44.938.766 ; 54.531 ; 60.933.007 ; 10.528 ; 161.382.914 ; 1.012 ; 127.659.303 ; 11.540 ; 289.042.217 ; 66.071 ; 349.975.224 ;;
96;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 43 ; 5.989.810 ; 2.099 ; 72.288.519 ; 2.033 ; 14.691.730 ; 9.897 ; 90.738.665 ; 14.072 ; 183.708.724 ; 3.112 ; 152.610.937 ; 168 ; 10.261.105 ; 3.280 ; 162.872.042 ; 17.352 ; 346.580.766 ;;
97;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 126 ; 1.752.648 ; 1.780 ; 67.560.725 ; 836 ; 7.898.513 ; 3.682 ; 62.377.266 ; 6.424 ; 139.589.152 ; 4.801 ; 131.907.891 ; 1.051 ; 11.625.399 ; 5.852 ; 143.533.290 ; 12.276 ; 283.122.442 ;;
98;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 32.398 ; 1.113 ; 30.353.095 ; 22.466 ; 18.772.137 ; 34.840 ; 62.362.646 ; 58.422 ; 111.520.276 ; 9.058 ; 107.373.877 ; 484 ; 33.363.143 ; 9.542 ; 140.737.020 ; 67.964 ; 252.257.296 ;;
99;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 25 ; 426.047 ; 12.458 ; 9.087.629 ; 28.930 ; 31.824.681 ; 41.415 ; 41.536.652 ; 4.930 ; 108.576.559 ; 857 ; 85.573.525 ; 5.787 ; 194.150.084 ; 47.202 ; 235.686.736 ;;
100;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 48 ; 955.651 ; 1.707 ; 80.092.431 ; 697 ; 13.872.590 ; 4.604 ; 20.551.052 ; 7.056 ; 115.471.724 ; 3.487 ; 99.576.244 ; 520 ; 13.764.657 ; 4.007 ; 113.340.901 ; 11.063 ; 228.812.625 ;;
101;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 676 ; 75.606.040 ; 47 ; 2.741.217 ; 326 ; 11.274.156 ; 1.268 ; 14.414.804 ; 2.317 ; 104.036.217 ; 47 ; 20.197.742 ; 262 ; 90.337.386 ; 309 ; 110.535.128 ; 2.626 ; 214.571.345 ;;
102;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 167.103 ; 39.750.172 ; 174.648 ; 90.706.770 ; 341.751 ; 130.456.942 ; 5.410 ; 67.524.002 ; 97 ; 16.122.870 ; 5.507 ; 83.646.872 ; 347.258 ; 214.103.814 ;;
103;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 110 ; 1.338.069 ; 381 ; 9.434.830 ; 36.392 ; 30.980.283 ; 62.797 ; 77.361.503 ; 99.680 ; 119.114.685 ; 8.356 ; 74.177.283 ; 1.524 ; 19.875.150 ; 9.880 ; 94.052.433 ; 109.560 ; 213.167.118 ;;
104;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 12.670 ; 6.430.567 ; 9.351 ; 9.289.425 ; 22.021 ; 15.719.992 ; 674 ; 83.536.607 ; 433 ; 80.659.521 ; 1.107 ; 164.196.128 ; 23.128 ; 179.916.120 ;;
105;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 19 ; 45.888.200 ; 5 ; 2.222.472 ; 80 ; 32.766.834 ; 104 ; 80.877.506 ; 47 ; 82.687.875 ; 6 ; 6.241.170 ; 53 ; 88.929.045 ; 157 ; 169.806.551 ;;
106;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 101 ; 20.940.322 ; 488 ; 21.749.643 ; 413 ; 13.896.700 ; 617 ; 23.769.247 ; 1.619 ; 80.355.912 ; 950 ; 45.158.231 ; 429 ; 34.474.241 ; 1.379 ; 79.632.472 ; 2.998 ; 159.988.384 ;;
107;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 28 ; 3.698.672 ; 95 ; 5.862.767 ; 1.548 ; 30.322.209 ; 2.921 ; 50.793.219 ; 4.592 ; 90.676.867 ; 1.354 ; 43.433.731 ; 689 ; 20.795.448 ; 2.043 ; 64.229.179 ; 6.635 ; 154.906.046 ;;
108;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 108 ; 2.015.316 ; 815 ; 13.844.007 ; 2.007 ; 24.007.528 ; 8.732 ; 45.533.476 ; 11.662 ; 85.400.327 ; 2.905 ; 50.841.846 ; 950 ; 17.484.764 ; 3.855 ; 68.326.610 ; 15.517 ; 153.726.937 ;;
109;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 22 ; 882.479 ; 71.364 ; 33.843.827 ; 95.616 ; 74.729.400 ; 167.002 ; 109.455.706 ; 11.561 ; 42.435.705 ; 49 ; 514.391 ; 11.610 ; 42.950.096 ; 178.612 ; 152.405.802 ;;
110;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 61 ; 1.211.121 ; 266 ; 3.438.860 ; 17.610 ; 13.453.306 ; 51.339 ; 59.016.977 ; 69.276 ; 77.120.264 ; 8.799 ; 54.714.346 ; 810 ; 6.953.204 ; 9.609 ; 61.667.550 ; 78.885 ; 138.787.814 ;;
111;54.403.563;BANCO ARBI S.A.; 5 ; 32.771 ; 241 ; 44.154.442 ; 29 ; 21.544.874 ; 172 ; 7.811.867 ; 447 ; 73.543.954 ; 80 ; 45.158.866 ; 17 ; 14.727.293 ; 97 ; 59.886.159 ; 544 ; 133.430.113 ;;
112;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 277 ; 7.217.108 ; 815 ; 20.682.930 ; 38.255 ; 19.229.892 ; 41.906 ; 32.037.538 ; 81.253 ; 79.167.468 ; 2.605 ; 38.534.892 ; 474 ; 12.069.340 ; 3.079 ; 50.604.232 ; 84.332 ; 129.771.700 ;;
113;00.000.208;BRB - BANCO DE BRASILIA S.A.; 1 ; 3.170 ; 14 ; 822.901 ; 419 ; 4.755.058 ; 3.227 ; 61.127.204 ; 3.661 ; 66.708.333 ; 68 ; 60.037.487 ; 10 ; 2.854.047 ; 78 ; 62.891.534 ; 3.739 ; 129.599.867 ;;
114;00.795.423;BANCO SEMEAR S.A.; 9 ; 1.151.512 ; 442 ; 16.485.428 ; 133 ; 18.080.195 ; 804 ; 24.524.838 ; 1.388 ; 60.241.973 ; 181 ; 43.750.298 ; 36 ; 21.449.575 ; 217 ; 65.199.873 ; 1.605 ; 125.441.846 ;;
115;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 34 ; 2.130.778 ; 249 ; 12.323.873 ; 986 ; 24.738.949 ; 6.258 ; 29.662.313 ; 7.527 ; 68.855.913 ; 1.552 ; 34.419.945 ; 1.386 ; 19.300.160 ; 2.938 ; 53.720.105 ; 10.465 ; 122.576.018 ;;
116;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 906 ; 3.585.278 ; 383 ; 7.200.457 ; 3.300 ; 43.621.986 ; 4.219 ; 19.733.112 ; 8.808 ; 74.140.833 ; 679 ; 10.189.046 ; 444 ; 30.422.286 ; 1.123 ; 40.611.332 ; 9.931 ; 114.752.165 ;;
117;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 11.054 ; 12 ; 11.054 ; 50 ; 51.580.496 ; 84 ; 51.557.411 ; 134 ; 103.137.907 ; 146 ; 103.148.961 ;;
118;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 18 ; 542.664 ; 77 ; 3.980.160 ; 2.720 ; 8.109.275 ; 9.323 ; 26.991.634 ; 12.138 ; 39.623.733 ; 2.959 ; 30.313.003 ; 256 ; 8.009.380 ; 3.215 ; 38.322.383 ; 15.353 ; 77.946.116 ;;
119;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 504 ; 9.876.480 ; 2.684 ; 2.358.312 ; 8.198 ; 21.063.574 ; 11.389 ; 33.339.804 ; 2.554 ; 32.242.162 ; 148 ; 3.735.427 ; 2.702 ; 35.977.589 ; 14.091 ; 69.317.393 ;;
120;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 2 ; 29.917 ; 108 ; 5.807.650 ; 2.254 ; 8.008.781 ; 8.544 ; 25.247.349 ; 10.908 ; 39.093.697 ; 1.702 ; 25.075.761 ; 17 ; 2.038.965 ; 1.719 ; 27.114.726 ; 12.627 ; 66.208.423 ;;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 19 ; 269.101 ; 193 ; 4.902.201 ; 29.735 ; 16.332.487 ; 39.007 ; 24.571.959 ; 68.954 ; 46.075.748 ; 1.601 ; 15.147.080 ; 139 ; 2.232.161 ; 1.740 ; 17.379.241 ; 70.694 ; 63.454.989 ;;
122;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 125 ; 405.813 ; 303 ; 4.860.156 ; 11.115 ; 6.134.898 ; 18.302 ; 25.279.046 ; 29.845 ; 36.679.913 ; 2.220 ; 24.661.034 ; 124 ; 1.034.680 ; 2.344 ; 25.695.714 ; 32.189 ; 62.375.627 ;;
123;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 36 ; 1.744.341 ; 580 ; 12.800.377 ; 1.952 ; 6.106.026 ; 6.366 ; 7.693.925 ; 8.934 ; 28.344.669 ; 1.938 ; 19.920.365 ; 315 ; 7.259.168 ; 2.253 ; 27.179.533 ; 11.187 ; 55.524.202 ;;
124;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 30 ; 1.486.856 ; 96 ; 6.860.812 ; 386 ; 8.354.604 ; 502 ; 8.177.667 ; 1.014 ; 24.879.939 ; 775 ; 15.924.522 ; 567 ; 10.727.476 ; 1.342 ; 26.651.998 ; 2.356 ; 51.531.937 ;;
125;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 26 ; 1.074.057 ; 299 ; 13.856.156 ; 158 ; 2.114.246 ; 371 ; 9.017.240 ; 854 ; 26.061.699 ; 419 ; 21.807.949 ; 88 ; 2.122.820 ; 507 ; 23.930.769 ; 1.361 ; 49.992.468 ;;
126;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 27 ; 374.167 ; 140 ; 479.381 ; 3.429 ; 23.807.894 ; 3.596 ; 24.661.442 ; 2.989 ; 24.143.540 ; 35 ; 440.550 ; 3.024 ; 24.584.090 ; 6.620 ; 49.245.532 ;;
127;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 274 ; 12.941.658 ; 73 ; 1.074.053 ; 439 ; 6.488.955 ; 473 ; 3.888.048 ; 1.259 ; 24.392.714 ; 346 ; 4.965.597 ; 685 ; 19.425.885 ; 1.031 ; 24.391.482 ; 2.290 ; 48.784.196 ;;
128;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 5.099 ; 3.783.176 ; 21.382 ; 22.594.124 ; 26.481 ; 26.377.300 ; 2.142 ; 19.611.031 ; 30 ; 802.451 ; 2.172 ; 20.413.482 ; 28.653 ; 46.790.782 ;;
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 13 ; 98.971 ; 326 ; 2.479.147 ; 7.697 ; 20.786.763 ; 8.036 ; 23.364.881 ; 4.406 ; 20.080.292 ; 65 ; 1.671.272 ; 4.471 ; 21.751.564 ; 12.507 ; 45.116.445 ;;
130;33.042.151;BANCO DE LA NACION ARGENTINA; 13 ; 12.681.027 ; 29 ; 3.191.429 ; 5.300 ; 4.040.715 ; 370 ; 930.148 ; 5.712 ; 20.843.319 ; 11 ; 3.420.650 ; 24 ; 15.595.303 ; 35 ; 19.015.953 ; 5.747 ; 39.859.272 ;;
131;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 19.267 ; 7.075.355 ; 24.268 ; 18.167.177 ; 43.535 ; 25.242.532 ; 1.348 ; 11.617.786 ; 13 ; 71.826 ; 1.361 ; 11.689.612 ; 44.896 ; 36.932.144 ;;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 15 ; 388.158 ; 156 ; 5.424.933 ; 301 ; 1.412.745 ; 1.733 ; 10.487.476 ; 2.205 ; 17.713.312 ; 1.707 ; 15.901.646 ; 131 ; 1.776.576 ; 1.838 ; 17.678.222 ; 4.043 ; 35.391.534 ;;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 35 ; 1.354.725 ; 15 ; 309.250 ; 2.180 ; 1.567.055 ; 11.820 ; 15.374.853 ; 14.050 ; 18.605.883 ; 1.773 ; 14.335.669 ; 46 ; 1.557.669 ; 1.819 ; 15.893.338 ; 15.869 ; 34.499.221 ;;
