Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em ABRIL / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
73;19.307.785;MSB BANK S.A. BANCO DE CÂMBIO;;; 8 ; 346.655 ; 70 ; 26.891.532 ; 239 ; 23.070.986 ; 317 ; 50.309.174 ; 112 ; 9.642.806 ; 167 ; 12.307.235 ; 279 ; 21.950.041 ; 596 ; 72.259.215 ;;;;
74;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 308 ; 15.306.614 ; 316 ; 8.245.512 ; 131 ; 1.619.447 ; 319 ; 12.148.975 ; 1.074 ; 37.320.549 ; 27 ; 11.624.395 ; 10 ; 7.754.305 ; 37 ; 19.378.700 ; 1.111 ; 56.699.248 ;;;;
75;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 44 ; 133.945 ; 161 ; 3.076.767 ; 205 ; 3.210.712 ; 397 ; 28.008.920 ; 137 ; 25.058.572 ; 534 ; 53.067.492 ; 739 ; 56.278.204 ;;;;
76;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 13 ; 124.410 ; 535 ; 13.104.679 ; 288 ; 4.020.780 ; 1.353 ; 12.164.566 ; 2.189 ; 29.414.436 ; 533 ; 22.718.323 ; 26 ; 1.569.214 ; 559 ; 24.287.537 ; 2.748 ; 53.701.972 ;;;;
77;92.894.922;BANCO ORIGINAL S.A.; 5 ; 18.091.466 ; 98 ; 16.288.587 ; 20 ; 94.196 ; 145 ; 3.305.921 ; 268 ; 37.780.171 ; 17 ; 14.775.929 ; 2 ; 311 ; 19 ; 14.776.240 ; 287 ; 52.556.411 ;;;;
78;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO;;; 20 ; 15.200.487 ; 50 ; 12.898.312 ; 58 ; 3.553.222 ; 128 ; 31.652.020 ; 10 ; 13.005.271 ; 7 ; 7.821.133 ; 17 ; 20.826.405 ; 145 ; 52.478.425 ;;;;
79;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 123 ; 413.618 ; 1.441 ; 25.703.707 ; 1.564 ; 26.117.325 ; 429 ; 25.728.461 ; 9 ; 139.288 ; 438 ; 25.867.749 ; 2.002 ; 51.985.074 ;;;;
80;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 15 ; 22.285.181 ; 1 ; 11.705 ; 2 ; 900.250 ; 15 ; 1.137.860 ; 33 ; 24.334.996 ; 1 ; 1.000.000 ; 12 ; 23.450.250 ; 13 ; 24.450.250 ; 46 ; 48.785.246 ;;;;
81;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 75 ; 9.490.277 ; 145 ; 12.340.985 ; 6 ; 119.577 ; 53 ; 1.415.782 ; 279 ; 23.366.622 ; 58 ; 15.826.154 ; 27 ; 8.806.704 ; 85 ; 24.632.858 ; 364 ; 47.999.480 ;;;;
82;61.186.680;BANCO BMG S.A.; 3 ; 3.370.000 ; 1 ; 1.630.000 ; 1 ; 4.821 ; 11 ; 11.760.124 ; 16 ; 16.764.945 ; 5 ; 27.792.701 ; 3 ; 3.370.000 ; 8 ; 31.162.701 ; 24 ; 47.927.646 ;;;;
83;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 3 ; 13.201 ; 22 ; 338.907 ; 23 ; 19.300.430 ; 60 ; 20.306.599 ; 108 ; 39.959.137 ; 7 ; 3.027.361 ; 4 ; 1.778.580 ; 11 ; 4.805.942 ; 119 ; 44.765.079 ;;;;
84;74.451.022;TOV CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA; 24 ; 417.692 ; 436 ; 8.107.735 ; 166 ; 1.409.220 ; 1.558 ; 12.553.459 ; 2.184 ; 22.488.105 ; 452 ; 18.224.299 ; 6 ; 152.354 ; 458 ; 18.376.653 ; 2.642 ; 40.864.759 ;;;;
85;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 29 ; 519.050 ; 558 ; 11.715.893 ; 153 ; 2.348.527 ; 673 ; 7.117.876 ; 1.413 ; 21.701.345 ; 374 ; 16.575.275 ; 13 ; 634.446 ; 387 ; 17.209.721 ; 1.800 ; 38.911.066 ;;;;
86;61.033.106;BPN BRASIL BANCO MÚLTIPLO S.A.; 6 ; 2.208.911 ; 3 ; 109.623 ; 33 ; 16.637.680 ; 17 ; 2.684.777 ; 59 ; 21.640.990 ; 7 ; 301.458 ; 20 ; 16.450.149 ; 27 ; 16.751.607 ; 86 ; 38.392.597 ;;;;
87;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 3 ; 96.745 ; 50 ; 814.236 ; 411 ; 2.623.407 ; 1.538 ; 15.502.500 ; 2.002 ; 19.036.888 ; 743 ; 15.440.032 ; 24 ; 1.807.741 ; 767 ; 17.247.773 ; 2.769 ; 36.284.661 ;;;;
88;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 4.589 ; 15 ; 3.201.226 ; 33 ; 7.814.699 ; 354 ; 7.348.476 ; 403 ; 18.368.991 ; 13 ; 8.633.731 ; 6 ; 5.952.250 ; 19 ; 14.585.981 ; 422 ; 32.954.972 ;;;;
89;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;;;;; 106 ; 625.256 ; 366 ; 4.630.261 ; 472 ; 5.255.517 ; 164 ; 15.581.180 ; 40 ; 11.583.879 ; 204 ; 27.165.059 ; 676 ; 32.420.575 ;;;;
90;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 7 ; 42.317 ; 357 ; 1.573.081 ; 757 ; 15.948.394 ; 1.121 ; 17.563.792 ; 630 ; 14.450.463 ; 4 ; 12.206 ; 634 ; 14.462.668 ; 1.755 ; 32.026.460 ;;;;
91;65.982.589;GRACO CORRETORA DE CAMBIO S.A.;;; 155 ; 5.132.663 ; 142 ; 573.858 ; 548 ; 5.618.892 ; 845 ; 11.325.413 ; 472 ; 15.258.808 ; 33 ; 5.113.612 ; 505 ; 20.372.420 ; 1.350 ; 31.697.833 ;;;;
92;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 19 ; 205.412 ; 237 ; 4.900.752 ; 99 ; 1.492.952 ; 628 ; 7.452.138 ; 983 ; 14.051.254 ; 618 ; 12.328.636 ; 85 ; 1.769.477 ; 703 ; 14.098.113 ; 1.686 ; 28.149.367 ;;;;
93;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 13 ; 2.251.335 ;;; 4 ; 6.361 ; 8 ; 942.176 ; 25 ; 3.199.872 ; 22 ; 10.800.000 ; 24 ; 12.100.000 ; 46 ; 22.900.000 ; 71 ; 26.099.872 ;;;;
94;15.114.366;BANCO BBM S/A; 25 ; 5.030.133 ; 1 ; 3.670.035 ; 5 ; 636.724 ; 46 ; 3.773.446 ; 77 ; 13.110.338 ; 11 ; 6.272.818 ; 11 ; 6.271.513 ; 22 ; 12.544.331 ; 99 ; 25.654.669 ;;;;
95;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 9 ; 24.977.312 ;;; 9 ; 24.977.312 ;;;;; -   ; -   ; 9 ; 24.977.312 ;;;;
96;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 17 ; 318.619 ; 203 ; 5.306.091 ; 116 ; 758.630 ; 806 ; 6.760.156 ; 1.142 ; 13.143.496 ; 856 ; 11.028.763 ; 4 ; 28.723 ; 860 ; 11.057.486 ; 2.002 ; 24.200.983 ;;;;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 14 ; 218.719 ; 287 ; 5.210.957 ; 71 ; 555.082 ; 512 ; 6.228.821 ; 884 ; 12.213.579 ; 939 ; 11.252.366 ; 28 ; 585.591 ; 967 ; 11.837.957 ; 1.851 ; 24.051.536 ;;;;
98;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 15 ; 704.049 ; 41 ; 3.734.735 ; 563 ; 8.065.384 ; 619 ; 12.504.167 ; 12 ; 7.511.406 ; 4 ; 3.402.691 ; 16 ; 10.914.097 ; 635 ; 23.418.264 ;;;;
99;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 6 ; 41.588 ; 92 ; 2.214.862 ; 41 ; 256.761 ; 657 ; 8.438.084 ; 796 ; 10.951.295 ; 641 ; 10.965.143 ; 13 ; 572.528 ; 654 ; 11.537.671 ; 1.450 ; 22.488.967 ;;;;
100;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;;; 139 ; 3.934.021 ; 126 ; 1.054.031 ; 2.333 ; 5.878.982 ; 2.598 ; 10.867.034 ; 316 ; 9.337.473 ; 25 ; 578.241 ; 341 ; 9.915.714 ; 2.939 ; 20.782.748 ;;;;
101;43.653.450;MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 19.861 ; 213 ; 8.085.910 ; 19 ; 318.426 ; 118 ; 2.207.535 ; 351 ; 10.631.732 ; 200 ; 10.052.382 ; 2 ; 78.206 ; 202 ; 10.130.588 ; 553 ; 20.762.320 ;;;;
102;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 203 ; 9.387.936 ; 1 ; 21.798 ; 95 ; 444.264 ; 299 ; 9.853.998 ; 203 ; 10.080.707 ; 5 ; 489.931 ; 208 ; 10.570.638 ; 507 ; 20.424.636 ;;;;
103;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 19 ; 366.864 ; 121 ; 2.811.282 ; 209 ; 2.304.162 ; 603 ; 6.208.117 ; 952 ; 11.690.424 ; 311 ; 6.915.603 ; 4 ; 637.042 ; 315 ; 7.552.645 ; 1.267 ; 19.243.069 ;;;;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 36 ; 817.651 ; 489 ; 556.030 ; 1.536 ; 7.854.406 ; 2.061 ; 9.228.087 ; 393 ; 8.811.209 ; 12 ; 669.717 ; 405 ; 9.480.926 ; 2.466 ; 18.709.013 ;;;;
105;35.602.606;MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A.;;; 2 ; 2.999 ; 68 ; 94.731 ; 4.620 ; 8.302.269 ; 4.690 ; 8.400.000 ; 351 ; 8.207.426 ;;; 351 ; 8.207.426 ; 5.041 ; 16.607.426 ;;;;
106;19.878.228;TITUR CORRETORA DE CÂMBIO LTDA.;;;;; 2 ; 719 ; 54 ; 8.297.449 ; 56 ; 8.298.168 ; 264 ; 8.297.547 ;;; 264 ; 8.297.547 ; 320 ; 16.595.714 ;;;;
107;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 3 ; 57.594 ; 146 ; 3.297.350 ; 11 ; 12.318 ; 455 ; 4.759.861 ; 615 ; 8.127.123 ; 422 ; 8.153.801 ; 8 ; 73.314 ; 430 ; 8.227.114 ; 1.045 ; 16.354.237 ;;;;
108;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 8 ; 151.216 ; 102 ; 586.404 ; 291 ; 4.865.352 ; 401 ; 5.602.972 ; 372 ; 6.826.610 ; 32 ; 2.377.616 ; 404 ; 9.204.225 ; 805 ; 14.807.197 ;;;;
109;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 4 ; 298.748 ; 24 ; 382.497 ; 41 ; 572.037 ; 760 ; 6.116.366 ; 829 ; 7.369.648 ; 173 ; 6.095.744 ; 8 ; 385.450 ; 181 ; 6.481.194 ; 1.010 ; 13.850.841 ;;;;
110;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 1 ; 65.730 ; 47 ; 1.911.815 ; 4 ; 55.929 ; 216 ; 4.536.335 ; 268 ; 6.569.808 ; 174 ; 6.384.490 ; 1 ; 46.230 ; 175 ; 6.430.720 ; 443 ; 13.000.528 ;;;;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 26 ; 298.892 ; 295 ; 269.092 ; 2.161 ; 4.907.360 ; 2.482 ; 5.475.345 ; 233 ; 6.207.073 ; 27 ; 1.252.785 ; 260 ; 7.459.858 ; 2.742 ; 12.935.202 ;;;;
112;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 7 ; 411.512 ; 72 ; 58.401 ; 524 ; 5.541.391 ; 603 ; 6.011.304 ; 270 ; 6.309.851 ; 6 ; 456.599 ; 276 ; 6.766.450 ; 879 ; 12.777.754 ;;;;
113;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 44 ; 759.601 ; 8 ; 14.433 ; 107 ; 5.495.485 ; 159 ; 6.269.519 ; 315 ; 6.257.050 ; 1 ; 11.225 ; 316 ; 6.268.275 ; 475 ; 12.537.794 ;;;;
114;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 6 ; 245.482 ; 6 ; 583.458 ; 32 ; 871.803 ; 62 ; 2.076.983 ; 106 ; 3.777.727 ; 25 ; 4.046.023 ; 10 ; 3.610.000 ; 35 ; 7.656.023 ; 141 ; 11.433.749 ;;;;
115;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 19 ; 656.151 ; 76 ; 1.769.189 ; 150 ; 237.779 ; 1.391 ; 2.879.681 ; 1.636 ; 5.542.800 ; 272 ; 4.317.079 ; 16 ; 554.897 ; 288 ; 4.871.976 ; 1.924 ; 10.414.776 ;;;;
116;04.902.979;BANCO DA AMAZONIA S.A.; 26 ; 2.795.696 ; 50 ; 2.261.080 ; 17 ; 183.378 ; 51 ; 321.149 ; 144 ; 5.561.303 ; 9 ; 1.926.403 ; 8 ; 2.474.098 ; 17 ; 4.400.500 ; 161 ; 9.961.803 ;;;;
117;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 1 ; 4.474 ; 266 ; 507.553 ; 705 ; 5.241.583 ; 972 ; 5.753.610 ; 213 ; 4.154.440 ; 8 ; 13.086 ; 221 ; 4.167.526 ; 1.193 ; 9.921.136 ;;;;
118;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 3 ; 255 ; 3 ; 255 ; 10 ; 4.560.421 ; 8 ; 4.560.110 ; 18 ; 9.120.531 ; 21 ; 9.120.786 ;;;;
119;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;;;;; 191 ; 388.952 ; 541 ; 4.250.981 ; 732 ; 4.639.934 ; 369 ; 3.898.879 ; 3 ; 3.822 ; 372 ; 3.902.701 ; 1.104 ; 8.542.635 ;;;;
120;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;;; 51 ; 674.032 ; 27 ; 791.003 ; 529 ; 2.650.468 ; 607 ; 4.115.503 ; 107 ; 3.207.430 ; 14 ; 661.609 ; 121 ; 3.869.039 ; 728 ; 7.984.542 ;;;;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;;;;; 164 ; 473.561 ; 386 ; 3.558.100 ; 550 ; 4.031.661 ; 311 ; 3.396.066 ; 10 ; 323.419 ; 321 ; 3.719.485 ; 871 ; 7.751.146 ;;;;
122;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 8 ; 125.899 ; 14 ; 411.251 ; 98 ; 286.253 ; 386 ; 3.212.867 ; 506 ; 4.036.271 ; 284 ; 3.429.395 ; 17 ; 183.007 ; 301 ; 3.612.402 ; 807 ; 7.648.672 ;;;;
123;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 42 ; 164.102 ; 287 ; 3.626.219 ; 329 ; 3.790.321 ; 288 ; 3.527.968 ; 3 ; 33.593 ; 291 ; 3.561.561 ; 620 ; 7.351.882 ;;;;
124;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 30.223 ; 8 ; 277.547 ; 295 ; 379.323 ; 129 ; 246.580 ; 434 ; 933.673 ; 20 ; 5.423.385 ; 3 ; 303.403 ; 23 ; 5.726.787 ; 457 ; 6.660.460 ;;;;
125;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 14 ; 1.604.259 ; 21 ; 457.828 ; 2 ; 36.928 ; 16 ; 56.858 ; 53 ; 2.155.873 ; 1 ; 107.400 ; 6 ; 4.107.504 ; 7 ; 4.214.904 ; 60 ; 6.370.777 ;;;;
126;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 184 ; 1.177.791 ; 296 ; 2.999.379 ; 480 ; 4.177.171 ; 108 ; 1.820.034 ;;; 108 ; 1.820.034 ; 588 ; 5.997.205 ;;;;
127;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 4.834 ; 322 ; 164.835 ; 2.245 ; 2.599.238 ; 2.570 ; 2.768.907 ; 92 ; 2.650.562 ; 5 ; 104.350 ; 97 ; 2.754.912 ; 2.667 ; 5.523.818 ;;;;
128;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 599 ; 2.653.836 ; 5 ; 48.989 ; 604 ; 2.702.825 ; 4 ; 48.991 ; 29 ; 2.653.526 ; 33 ; 2.702.517 ; 637 ; 5.405.342 ;;;;
129;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 192 ; 150.036 ; 1.202 ; 2.763.781 ; 1.394 ; 2.913.816 ; 44 ; 2.435.600 ;;; 44 ; 2.435.600 ; 1.438 ; 5.349.416 ;;;;
130;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 2 ; 3.605 ; 116 ; 83.672 ; 1.276 ; 2.607.776 ; 1.394 ; 2.695.053 ; 212 ; 2.501.219 ;;; 212 ; 2.501.219 ; 1.606 ; 5.196.272 ;;;;
131;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 7.580 ; 15 ; 183.207 ; 41 ; 369.393 ; 319 ; 2.122.852 ; 376 ; 2.683.032 ; 164 ; 2.042.538 ; 15 ; 114.152 ; 179 ; 2.156.690 ; 555 ; 4.839.721 ;;;;
132;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 22 ; 138.958 ; 5 ; 30.592 ; 86 ; 981.454 ; 547 ; 1.644.858 ; 660 ; 2.795.862 ; 88 ; 1.224.026 ; 14 ; 673.343 ; 102 ; 1.897.369 ; 762 ; 4.693.231 ;;;;
133;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 844 ; 273.969 ; 2.486 ; 2.346.567 ; 3.330 ; 2.620.536 ; 63 ; 2.063.075 ; 1 ; 1.625 ; 64 ; 2.064.700 ; 3.394 ; 4.685.236 ;;;;
134;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 100 ; 211.704 ; 230 ; 2.273.931 ; 330 ; 2.485.635 ; 181 ; 2.070.952 ;;; 181 ; 2.070.952 ; 511 ; 4.556.587 ;;;;
135;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 10 ; 1.673.310 ; 1 ; 292.375 ; 5 ; 971 ; 64 ; 182.729 ; 80 ; 2.149.385 ; 4 ; 367.728 ; 9 ; 1.725.901 ; 13 ; 2.093.630 ; 93 ; 4.243.015 ;;;;
136;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 4.046 ; 98 ; 253.317 ; 266 ; 2.054.925 ; 365 ; 2.312.288 ; 86 ; 1.838.029 ; 8 ; 33.664 ; 94 ; 1.871.693 ; 459 ; 4.183.981 ;;;;
137;15.230.501;CATEDRAL CORRETORA DE CÂMBIO E TÍTULOS MOBILIÁRIOS LTDA.;;; 36 ; 1.981.773 ;;; 5 ; 8.032 ; 41 ; 1.989.805 ; 32 ; 1.989.805 ;;; 32 ; 1.989.805 ; 73 ; 3.979.610 ;;;;
138;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 6 ; 169.980 ; 71 ; 1.472.545 ; 11 ; 25.524 ; 143 ; 258.936 ; 231 ; 1.926.984 ; 144 ; 1.787.066 ; 11 ; 250.875 ; 155 ; 2.037.941 ; 386 ; 3.964.925 ;;;;
139;07.679.404;BANCO TOPÁZIO S.A.; 6 ; 468.662 ; 7 ; 377.372 ; 41 ; 200.961 ; 45 ; 884.041 ; 99 ; 1.931.035 ; 25 ; 1.201.341 ; 11 ; 589.037 ; 36 ; 1.790.378 ; 135 ; 3.721.414 ;;;;
140;61.973.863;ESCRITORIO LEROSA S.A. CORRETORES DE VALORES;;; 19 ; 852.011 ; 6 ; 377.080 ; 91 ; 341.186 ; 116 ; 1.570.277 ; 89 ; 1.230.838 ; 6 ; 404.443 ; 95 ; 1.635.281 ; 211 ; 3.205.558 ;;;;
141;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 70 ; 341.729 ; 152 ; 1.486.157 ; 222 ; 1.827.886 ; 181 ; 1.153.990 ;;; 181 ; 1.153.990 ; 403 ; 2.981.877 ;;;;
142;14.388.334;PARANÁ BANCO S.A.; 3 ; 508.716 ; 2 ; 1.284.865 ;;; 6 ; 21.358 ; 11 ; 1.814.939 ; 3 ; 850.000 ;;; 3 ; 850.000 ; 14 ; 2.664.939 ;;;;
143;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 135 ; 629.044 ; 181 ; 1.191.770 ; 316 ; 1.820.814 ; 75 ; 589.984 ;;; 75 ; 589.984 ; 391 ; 2.410.799 ;;;;
144;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 102 ; 298.242 ; 322 ; 1.184.317 ; 424 ; 1.482.559 ; 67 ; 868.542 ;;; 67 ; 868.542 ; 491 ; 2.351.101 ;;;;
145;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 3 ; 1.375.408 ; 3 ; 50.039 ; 6 ; 1.425.447 ; 1 ; 106.700 ; 1 ; 818.934 ; 2 ; 925.634 ; 8 ; 2.351.081 ;;;;
146;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 16 ; 17.163 ; 165 ; 976.718 ; 181 ; 993.881 ; 121 ; 982.122 ; 5 ; 34.429 ; 126 ; 1.016.551 ; 307 ; 2.010.432 ;;;;
147;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 2.191 ; 19 ; 23.824 ; 674 ; 1.030.751 ; 695 ; 1.056.766 ; 104 ; 936.198 ;;; 104 ; 936.198 ; 799 ; 1.992.964 ;;;;
148;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 106 ; 461.421 ; 162 ; 932.258 ; 268 ; 1.393.679 ; 53 ; 493.515 ; 3 ; 50.000 ; 56 ; 543.515 ; 324 ; 1.937.195 ;;;;
149;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 121 ; 86.313 ; 708 ; 953.166 ; 829 ; 1.039.479 ; 163 ; 873.927 ;;; 163 ; 873.927 ; 992 ; 1.913.405 ;;;;
150;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 390 ; 172.661 ; 1.001 ; 850.897 ; 1.391 ; 1.023.558 ; 75 ; 702.952 ;;; 75 ; 702.952 ; 1.466 ; 1.726.510 ;;;;
151;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 58 ; 91.294 ; 455 ; 810.936 ; 513 ; 902.231 ; 75 ; 754.588 ; 1 ; 25.000 ; 76 ; 779.588 ; 589 ; 1.681.819 ;;;;
152;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 469 ; 242.584 ; 905 ; 716.090 ; 1.374 ; 958.674 ; 27 ; 444.169 ;;; 27 ; 444.169 ; 1.401 ; 1.402.844 ;;;;
153;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;;;; 9 ; 15.885 ; 186 ; 621.777 ; 195 ; 637.661 ; 162 ; 606.249 ;;; 162 ; 606.249 ; 357 ; 1.243.910 ;;;;
154;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 14 ; 8.396 ; 201 ; 595.488 ; 215 ; 603.885 ; 60 ; 580.031 ;;; 60 ; 580.031 ; 275 ; 1.183.916 ;;;;
155;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 202 ; 366.742 ; 187 ; 526.846 ; 389 ; 893.588 ; 19 ; 145.667 ;;; 19 ; 145.667 ; 408 ; 1.039.255 ;;;;
156;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 57 ; 25.615 ; 316 ; 519.313 ; 373 ; 544.928 ; 40 ; 465.882 ;;; 40 ; 465.882 ; 413 ; 1.010.810 ;;;;
157;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 55 ; 34.008 ; 140 ; 499.384 ; 195 ; 533.391 ; 27 ; 462.146 ;;; 27 ; 462.146 ; 222 ; 995.537 ;;;;
158;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 2 ; 24.940 ; 5 ; 27.508 ; 3 ; 69.375 ; 36 ; 346.680 ; 46 ; 468.503 ; 29 ; 355.591 ; 3 ; 69.375 ; 32 ; 424.966 ; 78 ; 893.469 ;;;;
159;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 73 ; 193.710 ; 108 ; 434.552 ; 181 ; 628.263 ; 55 ; 256.070 ;;; 55 ; 256.070 ; 236 ; 884.333 ;;;;
160;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 1 ; 9.000 ; 17 ; 168.327 ; 193 ; 239.466 ; 211 ; 416.793 ; 97 ; 243.793 ; 7 ; 162.471 ; 104 ; 406.264 ; 315 ; 823.057 ;;;;
161;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 3 ; 1.010 ; 288 ; 368.539 ; 291 ; 369.549 ; 14 ; 379.549 ;;; 14 ; 379.549 ; 305 ; 749.098 ;;;;
162;16.657.210;CHLOE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 35 ; 19.085 ; 436 ; 359.498 ; 471 ; 378.583 ; 85 ; 331.962 ;;; 85 ; 331.962 ; 556 ; 710.545 ;;;;
