Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em DEZEMBRO / 2017;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 5.664 ; 2.598.007.284 ; 19.438 ; 2.442.160.827 ; 20.156 ; 9.019.926.740 ; 29.707 ; 11.432.652.080 ; 74.965 ; 25.492.746.931 ; 583 ; 15.707.956.316 ; 671 ; 19.712.797.101 ; 1.254 ; 35.420.753.417 ; 76.219 ; 60.913.500.349 ;;;;
2;60.746.948;BANCO BRADESCO S.A.; 7.355 ; 5.642.418.625 ; 18.482 ; 2.540.004.417 ; 37.284 ; 7.631.161.008 ; 28.540 ; 12.011.030.905 ; 91.661 ; 27.824.614.955 ; 822 ; 4.893.950.524 ; 807 ; 4.467.784.354 ; 1.629 ; 9.361.734.878 ; 93.290 ; 37.186.349.833 ;;;;
3;33.479.023;BANCO CITIBANK S.A.; 1.477 ; 1.964.955.484 ; 6.294 ; 1.821.225.815 ; 7.975 ; 8.232.317.817 ; 10.925 ; 8.906.540.577 ; 26.671 ; 20.925.039.693 ; 292 ; 4.691.550.409 ; 292 ; 4.351.691.034 ; 584 ; 9.043.241.443 ; 27.255 ; 29.968.281.135 ;;;;
4;60.701.190;ITAÚ UNIBANCO S.A.; 7.819 ; 1.717.399.079 ; 15.982 ; 2.285.392.480 ; 34.141 ; 5.909.887.918 ; 32.374 ; 6.059.016.824 ; 90.316 ; 15.971.696.301 ; 310 ; 3.711.531.324 ; 306 ; 3.468.126.666 ; 616 ; 7.179.657.990 ; 90.932 ; 23.151.354.291 ;;;;
5;33.172.537;BANCO J.P. MORGAN S.A.; 248 ; 510.838.115 ; 2.039 ; 479.560.585 ; 895 ; 3.670.739.298 ; 2.058 ; 6.586.927.977 ; 5.240 ; 11.248.065.975 ; 280 ; 5.991.015.870 ; 185 ; 3.004.785.138 ; 465 ; 8.995.801.009 ; 5.705 ; 20.243.866.983 ;;;;
6;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 11 ; 20.191.959 ;;; 11 ; 20.191.959 ; 12 ; 8.000.000.000 ; 12 ; 8.000.000.000 ; 24 ; 16.000.000.000 ; 35 ; 16.020.191.959 ;;;;
7;00.000.000;BANCO DO BRASIL S.A.; 8.252 ; 3.976.510.883 ; 8.686 ; 1.818.015.337 ; 19.089 ; 1.571.190.672 ; 43.695 ; 3.580.588.035 ; 79.722 ; 10.946.304.927 ; 387 ; 1.680.036.200 ; 399 ; 1.958.357.196 ; 786 ; 3.638.393.397 ; 80.508 ; 14.584.698.324 ;;;;
8;30.306.294;BANCO BTG PACTUAL S.A.; 15 ; 94.443.318 ; 30 ; 5.243.957 ; 268 ; 1.317.685.844 ; 498 ; 1.015.322.498 ; 811 ; 2.432.695.616 ; 50 ; 3.887.424.022 ; 108 ; 6.995.193.063 ; 158 ; 10.882.617.085 ; 969 ; 13.315.312.701 ;;;;
9;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 104 ; 729.987.430 ; 354 ; 318.710.887 ; 395 ; 3.000.211.522 ; 2.702 ; 4.015.104.322 ; 3.555 ; 8.064.014.161 ; 64 ; 1.959.278.546 ; 85 ; 1.287.985.528 ; 149 ; 3.247.264.074 ; 3.704 ; 11.311.278.235 ;;;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 183 ; 193.279.035 ; 1.061 ; 250.158.835 ; 826 ; 1.598.732.372 ; 1.802 ; 2.068.649.271 ; 3.872 ; 4.110.819.514 ; 472 ; 3.879.040.261 ; 498 ; 3.228.288.065 ; 970 ; 7.107.328.326 ; 4.842 ; 11.218.147.840 ;;;;
11;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 6 ; 12.445.574 ;;; 196 ; 1.499.732.226 ; 280 ; 3.301.293.272 ; 482 ; 4.813.471.072 ; 110 ; 3.216.915.982 ; 73 ; 1.508.177.295 ; 183 ; 4.725.093.277 ; 665 ; 9.538.564.349 ;;;;
12;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 12 ; 22.810.576 ; 210 ; 27.961.868 ; 183 ; 1.228.310.826 ; 324 ; 1.519.062.473 ; 729 ; 2.798.145.744 ; 123 ; 3.182.343.348 ; 125 ; 2.933.382.777 ; 248 ; 6.115.726.125 ; 977 ; 8.913.871.868 ;;;;
13;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 135 ; 127.037.105 ; 489 ; 74.639.146 ; 519 ; 756.986.628 ; 576 ; 403.732.658 ; 1.719 ; 1.362.395.538 ; 534 ; 2.020.565.950 ; 472 ; 2.436.969.762 ; 1.006 ; 4.457.535.713 ; 2.725 ; 5.819.931.250 ;;;;
14;49.336.860;ING BANK N.V.; 25 ; 42.239.800 ; 13 ; 41.303 ; 14 ; 63.139.510 ; 37 ; 1.217.872 ; 89 ; 106.638.485 ; 33 ; 2.260.373.089 ; 24 ; 1.862.138.105 ; 57 ; 4.122.511.194 ; 146 ; 4.229.149.679 ;;;;
15;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 131 ; 324.159.516 ; 545 ; 124.060.502 ; 362 ; 449.635.075 ; 926 ; 962.566.530 ; 1.964 ; 1.860.421.622 ; 69 ; 1.081.437.278 ; 71 ; 1.111.033.017 ; 140 ; 2.192.470.295 ; 2.104 ; 4.052.891.917 ;;;;
16;59.588.111;BANCO VOTORANTIM S.A.; 72 ; 219.488.078 ; 530 ; 77.198.118 ; 303 ; 729.580.618 ; 744 ; 464.205.607 ; 1.649 ; 1.490.472.422 ; 305 ; 1.000.511.698 ; 892 ; 1.345.859.824 ; 1.197 ; 2.346.371.522 ; 2.846 ; 3.836.843.944 ;;;;
17;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO; 32 ; 440.712.757 ; 240 ; 169.208.631 ; 110 ; 427.174.130 ; 215 ; 359.608.453 ; 597 ; 1.396.703.972 ; 194 ; 992.360.176 ; 331 ; 1.426.928.254 ; 525 ; 2.419.288.430 ; 1.122 ; 3.815.992.402 ;;;;
18;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 231 ; 1.432.217.265 ; 175 ; 909.675.829 ; 406 ; 2.341.893.093 ; 22 ; 788.745.228 ; 17 ; 525.000.000 ; 39 ; 1.313.745.228 ; 445 ; 3.655.638.321 ;;;;
19;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 558 ; 1.044.765.304 ; 506 ; 1.218.011.880 ; 1.064 ; 2.262.777.184 ; 30 ; 721.815.921 ; 27 ; 571.822.623 ; 57 ; 1.293.638.544 ; 1.121 ; 3.556.415.728 ;;;;
20;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 15 ; 120.699.361 ; 1 ; 4.872.149 ; 38 ; 141.035.828 ; 47 ; 7.831.283 ; 101 ; 274.438.621 ; 93 ; 1.336.038.041 ; 102 ; 1.594.154.057 ; 195 ; 2.930.192.099 ; 296 ; 3.204.630.720 ;;;;
21;61.820.817;BANCO PAULISTA S.A.; 155 ; 94.118.395 ; 457 ; 34.168.788 ; 778 ; 148.775.988 ; 1.430 ; 223.933.734 ; 2.820 ; 500.996.905 ; 1.493 ; 644.378.902 ; 11.896 ; 631.820.305 ; 13.389 ; 1.276.199.207 ; 16.209 ; 1.777.196.112 ;;;;
22;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 226 ; 18.658.491 ; 1.445 ; 68.130.639 ; 894 ; 49.673.191 ; 3.227 ; 240.968.838 ; 5.792 ; 377.431.159 ; 1.022 ; 733.535.728 ; 8.155 ; 490.974.862 ; 9.177 ; 1.224.510.590 ; 14.969 ; 1.601.941.749 ;;;;
23;78.632.767;BANCO OURINVEST S.A.; 132 ; 16.505.969 ; 550 ; 41.354.364 ; 432 ; 395.886.211 ; 956 ; 413.271.259 ; 2.070 ; 867.017.803 ; 439 ; 372.145.944 ; 10.650 ; 322.354.698 ; 11.089 ; 694.500.643 ; 13.159 ; 1.561.518.446 ;;;;
24;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 53 ; 45.702.682 ; 220 ; 27.814.567 ; 16 ; 151.894.025 ; 253 ; 486.983.126 ; 542 ; 712.394.400 ; 47 ; 603.785.023 ; 26 ; 224.448.545 ; 73 ; 828.233.568 ; 615 ; 1.540.627.968 ;;;;
25;28.195.667;BANCO ABC BRASIL S.A.; 79 ; 39.262.214 ; 117 ; 14.978.473 ; 47 ; 236.532.123 ; 209 ; 88.076.373 ; 452 ; 378.849.183 ; 75 ; 603.316.522 ; 69 ; 523.308.060 ; 144 ; 1.126.624.582 ; 596 ; 1.505.473.765 ;;;;
26;58.160.789;BANCO SAFRA S.A.; 212 ; 103.679.836 ; 932 ; 240.790.243 ; 988 ; 210.978.569 ; 2.399 ; 328.246.730 ; 4.531 ; 883.695.378 ; 194 ; 361.524.121 ; 178 ; 111.341.420 ; 372 ; 472.865.540 ; 4.903 ; 1.356.560.918 ;;;;
27;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 52 ; 77.451.282 ;;; 85 ; 597.918.085 ; 45 ; 176.109.739 ; 182 ; 851.479.106 ; 2 ; 25.011.795 ; 18 ; 465.740.310 ; 20 ; 490.752.105 ; 202 ; 1.342.231.211 ;;;;
28;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 142 ; 33.499.270 ; 632 ; 118.379.126 ; 336 ; 52.356.954 ; 594 ; 435.776.294 ; 1.704 ; 640.011.644 ; 66 ; 558.462.765 ; 44 ; 88.056.263 ; 110 ; 646.519.028 ; 1.814 ; 1.286.530.672 ;;;;
29;68.900.810;BANCO RENDIMENTO S.A.; 4 ; 2.933.747 ; 100 ; 99.731.042 ; 47.240 ; 152.314.924 ; 619 ; 169.344.695 ; 47.963 ; 424.324.408 ; 547 ; 398.665.494 ; 9.191 ; 294.580.855 ; 9.738 ; 693.246.350 ; 57.701 ; 1.117.570.758 ;;;;
30;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 71 ; 135.300.825 ; 38 ; 51.077.158 ; 86 ; 292.607.235 ; 300 ; 128.692.320 ; 495 ; 607.677.538 ; 14 ; 103.543.278 ; 21 ; 393.604.063 ; 35 ; 497.147.341 ; 530 ; 1.104.824.880 ;;;;
31;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 29 ; 76.014.668 ; 25 ; 366.830.409 ; 54 ; 442.845.077 ; 12 ; 409.921.984 ; 13 ; 118.898.500 ; 25 ; 528.820.484 ; 79 ; 971.665.561 ;;;;
32;00.360.305;CAIXA ECONOMICA FEDERAL; 228 ; 95.224.502 ; 212 ; 7.308.978 ; 5.932 ; 166.768.714 ; 1.842 ; 120.348.551 ; 8.214 ; 389.650.746 ; 177 ; 215.862.499 ; 209 ; 358.328.014 ; 386 ; 574.190.513 ; 8.600 ; 963.841.259 ;;;;
33;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 52 ; 3.161.558 ; 375 ; 20.521.894 ; 203 ; 94.961.840 ; 1.802 ; 158.334.428 ; 2.432 ; 276.979.719 ; 251 ; 261.526.299 ; 294 ; 183.326.340 ; 545 ; 444.852.640 ; 2.977 ; 721.832.359 ;;;;
34;03.532.415;BANCO ABN AMRO S.A.; 13 ; 67.400.000 ;;; 22 ; 255.331.343 ; 39 ; 253.448.643 ; 74 ; 576.179.986 ; 5 ; 22.838.206 ; 19 ; 92.180.036 ; 24 ; 115.018.242 ; 98 ; 691.198.228 ;;;;
35;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 27 ; 28.255.814 ; 24 ; 11.063.906 ; 24 ; 225.893.650 ; 94 ; 53.227.628 ; 169 ; 318.440.998 ; 8 ; 18.128.066 ; 22 ; 312.146.943 ; 30 ; 330.275.009 ; 199 ; 648.716.007 ;;;;
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 70 ; 28.870.586 ; 197 ; 31.093.574 ; 83 ; 96.904.775 ; 122 ; 80.916.311 ; 472 ; 237.785.247 ; 98 ; 195.990.942 ; 101 ; 214.425.473 ; 199 ; 410.416.415 ; 671 ; 648.201.661 ;;;;
37;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO; 1 ; 50.000.000 ;;; 7 ; 28.374.018 ; 11 ; 68.061.853 ; 19 ; 146.435.871 ; 10 ; 230.603.372 ; 10 ; 240.099.065 ; 20 ; 470.702.437 ; 39 ; 617.138.308 ;;;;
38;62.232.889;BANCO DAYCOVAL S.A.; 379 ; 52.410.611 ; 582 ; 37.417.369 ; 569 ; 13.764.417 ; 2.433 ; 63.865.947 ; 3.963 ; 167.458.344 ; 451 ; 249.947.121 ; 1.607 ; 186.556.434 ; 2.058 ; 436.503.556 ; 6.021 ; 603.961.900 ;;;;
39;30.723.886;BANCO MODAL S.A.; 7 ; 7.282.355 ; 37 ; 3.420.693 ; 120 ; 215.075.578 ; 144 ; 73.152.245 ; 308 ; 298.930.870 ; 9 ; 77.353.200 ; 19 ; 218.000.000 ; 28 ; 295.353.200 ; 336 ; 594.284.070 ;;;;
40;71.027.866;BANCO BONSUCESSO S.A.; 62 ; 6.678.001 ; 168 ; 11.332.865 ; 403 ; 49.144.987 ; 928 ; 122.858.250 ; 1.561 ; 190.014.104 ; 357 ; 234.200.755 ; 1.474 ; 155.029.007 ; 1.831 ; 389.229.762 ; 3.392 ; 579.243.866 ;;;;
41;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 151 ; 122.751.850 ; 176 ; 59.974.748 ; 327 ; 182.726.598 ; 17 ; 100.432.660 ; 76 ; 163.150.000 ; 93 ; 263.582.660 ; 420 ; 446.309.259 ;;;;
42;10.690.848;BANCO DA CHINA BRASIL S.A.; 18 ; 2.641.334 ; 16 ; 35.024.697 ; 15 ; 190.435.940 ; 44 ; 17.764.696 ; 93 ; 245.866.667 ; 22 ; 21.132.034 ; 12 ; 161.172.144 ; 34 ; 182.304.178 ; 127 ; 428.170.845 ;;;;
43;13.059.145;BEXS BANCO DE CÂMBIO S/A; 20 ; 15.698.879 ; 29 ; 805.967 ; 160 ; 41.214.693 ; 414 ; 121.927.631 ; 623 ; 179.647.171 ; 175 ; 125.003.513 ; 80 ; 57.796.140 ; 255 ; 182.799.653 ; 878 ; 362.446.824 ;;;;
44;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 58 ; 149.935.657 ; 48 ; 5.110.723 ; 16 ; 242.740 ; 44 ; 989.479 ; 166 ; 156.278.599 ; 17 ; 7.601.282 ; 38 ; 151.800.164 ; 55 ; 159.401.446 ; 221 ; 315.680.045 ;;;;
45;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 907 ; 60.806.110 ; 1.048 ; 51.430.169 ; 376 ; 62.842.272 ; 1.130 ; 31.920.257 ; 3.461 ; 206.998.808 ; 31 ; 30.313.563 ; 38 ; 71.053.104 ; 69 ; 101.366.667 ; 3.530 ; 308.365.475 ;;;;
46;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 3 ; 9.234.119 ; 3 ; 9.234.119 ;;; 3 ; 297.030.195 ; 3 ; 297.030.195 ; 6 ; 306.264.314 ;;;;
47;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 12 ; 7.684.194 ; 100 ; 3.934.681 ; 118 ; 77.512.749 ; 148 ; 24.963.701 ; 378 ; 114.095.326 ; 122 ; 29.339.581 ; 82 ; 85.649.421 ; 204 ; 114.989.002 ; 582 ; 229.084.328 ;;;;
