Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Fev/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
62;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 12 ; 30.240.471 ; 10 ; 4.755.201 ; 17 ; 21.832.248 ; 23 ; 2.689.298 ; 62 ; 59.517.219 ; 33 ; 47.062.488 ; 41 ; 99.545.510 ; 74,0 ; 146.607.998,8 ; 136 ; 206.125.217 ;
63;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 7 ; 282.700 ; 82 ; 1.656.067 ; 671 ; 3.229.465 ; 3.386 ; 29.272.975 ; 4.146 ; 34.441.208 ; 1.811 ; 95.459.816 ; 133 ; 68.083.916 ; 1.944,0 ; 163.543.731,7 ; 6.090 ; 197.984.940 ;
64;03.609.817;BANCO CARGILL S.A.; 10 ; 86.025.574 ; 2 ; 4.623.881 ; 4 ; 12.128.961 ; 17 ; 3.465.155 ; 33 ; 106.243.570 ; 3 ; 6.100.000 ; 7 ; 83.750.000 ; 10,0 ; 89.850.000,0 ; 43 ; 196.093.570 ;
65;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 234 ; 819.481 ; 4.842 ; 96.384.183 ; 5.076 ; 97.203.664 ; 732 ; 96.394.627 ; 8 ; 519.101 ; 740,0 ; 96.913.727,7 ; 5.816 ; 194.117.392 ;
66;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 27 ; 1.495.012 ; 457 ; 11.727.644 ; 683 ; 3.315.697 ; 2.785 ; 35.782.520 ; 3.952 ; 52.320.873 ; 2.081 ; 90.227.464 ; 1.085 ; 47.185.410 ; 3.166,0 ; 137.412.874,4 ; 7.118 ; 189.733.747 ;
67;61.024.352;BANCO INDUSVAL S.A.; 162 ; 54.953.928 ; 67 ; 12.206.694 ; 34 ; 547.312 ; 158 ; 11.824.668 ; 421 ; 79.532.603 ; 48 ; 38.991.118 ; 105 ; 70.795.413 ; 153,0 ; 109.786.531,0 ; 574 ; 189.319.134 ;
68;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1.100 ; 64.597.026 ; 497 ; 23.201.945 ; 241 ; 7.216.498 ; 611 ; 3.670.624 ; 2.449 ; 98.686.092 ; 37 ; 22.382.310 ; 136 ; 67.680.201 ; 173,0 ; 90.062.510,7 ; 2.622 ; 188.748.603 ;
69;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 108 ; 2.324.639 ; 1.658 ; 42.957.881 ; 1.030 ; 14.605.416 ; 4.565 ; 50.996.678 ; 7.361 ; 110.884.615 ; 696 ; 77.442.383 ; 5 ; 407.051 ; 701,0 ; 77.849.434,5 ; 8.062 ; 188.734.049 ;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 4 ; 587.583 ; 42 ; 44.116.137 ; 16 ; 25.646.552 ; 223 ; 15.618.272 ; 285 ; 85.968.543 ; 41 ; 58.890.000 ; 5 ; 25.384.525 ; 46,0 ; 84.274.525,3 ; 331 ; 170.243.068 ;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 69 ; 2.281.780 ; 1.803 ; 56.648.228 ; 603 ; 19.908.296 ; 1.403 ; 16.188.541 ; 3.878 ; 95.026.846 ; 550 ; 61.048.793 ; 13 ; 10.405.531 ; 563,0 ; 71.454.324,0 ; 4.441 ; 166.481.170 ;
72;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 139 ; 65.081.825 ; 96 ; 5.589.195 ; 953 ; 10.472.226 ; 1.188 ; 81.143.246 ; 53 ; 75.543.051 ; 3 ; 6.049.538 ; 56,0 ; 81.592.588,7 ; 1.244 ; 162.735.835 ;
73;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 88 ; 5.623.944 ; 1.235 ; 4.642.737 ; 3.455 ; 40.214.030 ; 4.778 ; 50.480.710 ; 1.694 ; 76.287.440 ; 250 ; 35.875.693 ; 1.944,0 ; 112.163.132,9 ; 6.722 ; 162.643.843 ;
74;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 1 ; 3.750 ;;; 2.162 ; 71.940.999 ; 2.163 ; 71.944.749 ; 194 ; 71.973.240 ;;; 194,0 ; 71.973.240,4 ; 2.357 ; 143.917.989 ;
75;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 10 ; 133.486 ; 594 ; 27.559.227 ; 234 ; 864.090 ; 9.496 ; 42.660.097 ; 10.334 ; 71.216.900 ; 1.426 ; 69.486.962 ; 2 ; 70.229 ; 1.428,0 ; 69.557.191,1 ; 11.762 ; 140.774.091 ;
76;60.889.128;BANCO SOFISA S.A.; 232 ; 51.028.337 ; 177 ; 14.452.375 ; 42 ; 6.141.838 ; 209 ; 17.381.605 ; 660 ; 89.004.155 ; 23 ; 4.572.104 ; 11 ; 39.397.876 ; 34,0 ; 43.969.980,4 ; 694 ; 132.974.135 ;
77;02.318.507;BANCO KEB DO BRASIL S.A.; 1 ; 809.806 ; 36 ; 21.924.896 ; 74 ; 29.179.331 ; 444 ; 26.721.694 ; 555 ; 78.635.727 ; 33 ; 33.050.000 ; 11 ; 14.650.000 ; 44,0 ; 47.700.000,0 ; 599 ; 126.335.727 ;
78;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 56 ; 23.984.409 ; 50 ; 33.890.202 ; 106 ; 57.874.611 ; 40 ; 33.925.000 ; 31 ; 23.986.000 ; 71,0 ; 57.911.000,0 ; 177 ; 115.785.611 ;
79;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 45 ; 37.147.138 ; 79 ; 9.472.760 ; 33 ; 569.987 ; 73 ; 3.357.147 ; 230 ; 50.547.033 ; 40 ; 20.226.610 ; 40 ; 42.994.669 ; 80,0 ; 63.221.279,0 ; 310 ; 113.768.312 ;
80;30.723.886;BANCO MODAL S.A.; 29 ; 11.336.905 ; 160 ; 19.978.149 ; 18 ; 9.278.793 ; 76 ; 26.026.204 ; 283 ; 66.620.051 ; 26 ; 23.403.583 ; 22 ; 19.083.750 ; 48,0 ; 42.487.332,1 ; 331 ; 109.107.383 ;
81;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 507 ; 29.092.037 ; 407 ; 15.331.481 ; 217 ; 5.454.777 ; 384 ; 25.689.652 ; 1.515 ; 75.567.947 ; 28 ; 16.293.678 ; 24 ; 9.529.062 ; 52,0 ; 25.822.740,4 ; 1.567 ; 101.390.688 ;
82;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 26 ; 32.449.919 ; 57 ; 17.034.360 ; 7 ; 72.479 ; 172 ; 1.573.749 ; 262 ; 51.130.507 ; 12 ; 17.207.233 ; 12 ; 31.505.756 ; 24,0 ; 48.712.989,0 ; 286 ; 99.843.496 ;
83;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 92 ; 2.098.226 ; 1.439 ; 34.807.792 ; 206 ; 4.459.983 ; 1.199 ; 12.697.509 ; 2.936 ; 54.063.511 ; 607 ; 41.695.605 ; 11 ; 756.705 ; 618,0 ; 42.452.309,4 ; 3.554 ; 96.515.820 ;
84;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 159 ; 21.740.043 ; 252 ; 20.483.328 ; 20 ; 137.331 ; 120 ; 2.075.151 ; 551 ; 44.435.854 ; 91 ; 21.731.945 ; 58 ; 21.064.067 ; 149,0 ; 42.796.012,7 ; 700 ; 87.231.866 ;
85;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 1 ; 83.605 ; 11 ; 58.930 ; 73 ; 122.058 ; 15.644 ; 43.060.574 ; 15.729 ; 43.325.166 ; 554 ; 43.072.312 ; 3 ; 209.683 ; 557,0 ; 43.281.995,4 ; 16.286 ; 86.607.161 ;
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 35 ; 704.450 ; 760 ; 18.623.991 ; 401 ; 3.951.024 ; 2.131 ; 21.806.553 ; 3.327 ; 45.086.018 ; 856 ; 37.797.317 ; 38 ; 2.019.854 ; 894,0 ; 39.817.170,9 ; 4.221 ; 84.903.189 ;
87;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 7 ; 2.292.108 ; 37 ; 11.955.408 ; 25 ; 2.967.278 ; 114 ; 15.024.475 ; 183 ; 32.239.269 ; 71 ; 36.761.603 ; 29 ; 15.662.473 ; 100,0 ; 52.424.076,3 ; 283 ; 84.663.346 ;
88;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 12 ; 485.314 ; 779 ; 3.151.633 ; 1.505 ; 39.952.079 ; 2.296 ; 43.589.026 ; 1.096 ; 37.411.047 ; 19 ; 182.582 ; 1.115,0 ; 37.593.629,0 ; 3.411 ; 81.182.655 ;
89;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 35 ; 1.639.583 ; 93 ; 25.247.912 ; 89 ; 5.872.209 ; 220 ; 39.643.004 ; 43 ; 7.120.370 ; 40 ; 31.785.557 ; 83,0 ; 38.905.927,2 ; 303 ; 78.548.931 ;
90;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.;;;;; 384 ; 16.822.588 ; 169 ; 35.927.718 ; 553 ; 52.750.305 ; 134 ; 22.531.106 ; 5 ; 230.200 ; 139,0 ; 22.761.306,1 ; 692 ; 75.511.611 ;
91;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.;;; 70 ; 1.067.112 ; 721 ; 1.941.507 ; 2.709 ; 29.766.127 ; 3.500 ; 32.774.746 ; 1.325 ; 35.383.215 ; 73 ; 6.415.283 ; 1.398,0 ; 41.798.498,2 ; 4.898 ; 74.573.244 ;
92;59.285.411;BANCO PANAMERICANO S.A.; 21 ; 21.752.772 ;;; 10 ; 78.951 ; 47 ; 9.634.253 ; 78 ; 31.465.976 ; 1 ; 1.250.000 ; 22 ; 36.550.000 ; 23,0 ; 37.800.000,0 ; 101 ; 69.265.976 ;
93;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 396 ; 1.511.784 ; 635 ; 32.591.289 ; 1.031 ; 34.103.073 ; 509 ; 31.729.805 ; 14 ; 699.379 ; 523,0 ; 32.429.183,6 ; 1.554 ; 66.532.257 ;
94;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 36 ; 762.786 ; 502 ; 12.538.849 ; 174 ; 2.509.652 ; 1.289 ; 16.747.538 ; 2.001 ; 32.558.826 ; 1.084 ; 29.202.767 ; 109 ; 3.148.411 ; 1.193,0 ; 32.351.178,0 ; 3.194 ; 64.910.004 ;
95;17.453.575;ICBC DO BRASIL BANCO MÈLTIPLO S.A.; 2 ; 25.000.000 ; 1 ; 19.457 ; 7 ; 5.207.975 ; 9 ; 1.016.063 ; 19 ; 31.243.495 ; 2 ; 1.001.000 ; 5 ; 30.071.000 ; 7,0 ; 31.072.000,0 ; 26 ; 62.315.495 ;
96;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 379 ; 18.846.177 ; 10 ; 16.528 ; 296 ; 6.150.210 ; 685 ; 25.012.916 ; 692 ; 30.746.057 ; 22 ; 5.682.255 ; 714,0 ; 36.428.311,5 ; 1.399 ; 61.441.227 ;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 59.722 ; 63 ; 1.018.539 ; 467 ; 621.529 ; 3.126 ; 7.035.320 ; 3.657 ; 8.735.109 ; 478 ; 28.881.980 ; 87 ; 21.511.377 ; 565,0 ; 50.393.357,4 ; 4.222 ; 59.128.467 ;
98;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 75 ; 1.338.513 ; 327 ; 8.306.940 ; 166 ; 2.943.583 ; 1.325 ; 18.193.150 ; 1.893 ; 30.782.186 ; 645 ; 24.179.564 ; 44 ; 1.822.105 ; 689,0 ; 26.001.669,7 ; 2.582 ; 56.783.855 ;
99;10.690.848;BANCO DA CHINA BRASIL S.A.; 3 ; 491.839 ; 16 ; 1.046.909 ; 21 ; 25.355.846 ; 51 ; 559.566 ; 91 ; 27.454.160 ; 9 ; 1.469.533 ; 5 ; 25.613.764 ; 14,0 ; 27.083.296,4 ; 105 ; 54.537.456 ;
100;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 23 ; 220.598 ; 564 ; 12.911.196 ; 132 ; 2.010.587 ; 857 ; 13.030.470 ; 1.576 ; 28.172.850 ; 1.530 ; 24.800.308 ; 21 ; 1.093.476 ; 1.551,0 ; 25.893.783,6 ; 3.127 ; 54.066.634 ;
101;07.679.404;BANCO TOPµZIO S.A.; 28 ; 2.664.812 ; 7 ; 52.724 ; 14 ; 391.004 ; 221 ; 24.011.051 ; 270 ; 27.119.590 ; 76 ; 21.634.578 ; 7 ; 712.377 ; 83,0 ; 22.346.955,2 ; 353 ; 49.466.545 ;
102;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;;;; 343 ; 2.993.865 ; 682 ; 8.870.500 ; 1.025 ; 11.864.365 ; 302 ; 19.282.779 ; 86 ; 13.410.227 ; 388,0 ; 32.693.006,1 ; 1.413 ; 44.557.371 ;
103;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 184 ; 9.844.080 ; 5 ; 27.903 ; 453 ; 11.780.284 ; 642 ; 21.652.267 ; 224 ; 21.810.563 ; 2 ; 212.782 ; 226,0 ; 22.023.345,2 ; 868 ; 43.675.613 ;
104;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 109 ; 337.769 ; 408 ; 11.482.266 ; 517 ; 11.820.035 ; 412 ; 21.267.693 ; 63 ; 10.121.261 ; 475,0 ; 31.388.954,0 ; 992 ; 43.208.989 ;
105;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 26 ; 386.050 ; 812 ; 2.065.004 ; 2.583 ; 15.689.491 ; 3.421 ; 18.140.544 ; 742 ; 17.394.046 ; 53 ; 3.403.245 ; 795,0 ; 20.797.290,9 ; 4.216 ; 38.937.835 ;
106;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 1 ; 4.120 ; 195 ; 730.162 ; 888 ; 16.655.318 ; 1.084 ; 17.389.600 ; 374 ; 16.703.498 ; 11 ; 720.748 ; 385,0 ; 17.424.245,5 ; 1.469 ; 34.813.846 ;
107;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ;;; 676 ; 1.245.314 ; 2.210 ; 15.582.079 ; 2.890 ; 17.135.788 ; 435 ; 13.932.031 ; 45 ; 412.352 ; 480,0 ; 14.344.383,2 ; 3.370 ; 31.480.171 ;
108;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 341.054 ; 137 ; 3.800.228 ; 127 ; 3.855.897 ; 1.029 ; 9.466.758 ; 1.304 ; 17.463.937 ; 289 ; 11.359.900 ; 26 ; 2.376.064 ; 315,0 ; 13.735.964,4 ; 1.619 ; 31.199.901 ;
109;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 5 ; 124.711 ; 185 ; 6.238.251 ; 278 ; 1.733.455 ; 3.022 ; 7.285.348 ; 3.490 ; 15.381.766 ; 400 ; 12.927.993 ; 69 ; 1.177.652 ; 469,0 ; 14.105.644,8 ; 3.959 ; 29.487.411 ;
110;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 32 ; 1.514.215 ; 360 ; 10.104.957 ; 79 ; 832.358 ; 620 ; 3.309.166 ; 1.091 ; 15.760.696 ; 526 ; 11.449.488 ; 8 ; 223.736 ; 534,0 ; 11.673.223,7 ; 1.625 ; 27.433.920 ;
111;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 5 ; 156.680 ; 52 ; 1.120.291 ; 108 ; 573.908 ; 1.472 ; 11.282.153 ; 1.637 ; 13.133.032 ; 219 ; 11.839.952 ; 2 ; 144.738 ; 221,0 ; 11.984.690,3 ; 1.858 ; 25.117.722 ;
112;33.042.151;BANCO DE LA NACION ARGENTINA; 12 ; 6.385.094 ; 16 ; 1.501.905 ; 595 ; 922.453 ; 136 ; 144.560 ; 759 ; 8.954.012 ; 5 ; 4.980.000 ; 13 ; 10.250.000 ; 18,0 ; 15.230.000,0 ; 777 ; 24.184.012 ;
113;04.902.979;BANCO DA AMAZONIA S.A.; 57 ; 6.522.649 ; 41 ; 3.107.365 ; 55 ; 1.351.527 ; 99 ; 1.762.877 ; 252 ; 12.744.418 ; 7 ; 3.850.841 ; 26 ; 6.841.536 ; 33,0 ; 10.692.377,0 ; 285 ; 23.436.795 ;
114;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 350 ; 859.792 ; 1.132 ; 11.073.460 ; 1.482 ; 11.933.252 ; 712 ; 10.267.852 ; 2 ; 4.876 ; 714,0 ; 10.272.727,7 ; 2.196 ; 22.205.980 ;
115;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 2 ; 19.852 ; 193 ; 5.456.646 ; 151 ; 482.075 ; 699 ; 4.693.908 ; 1.045 ; 10.652.481 ; 473 ; 10.240.657 ; 93 ; 467.431 ; 566,0 ; 10.708.087,7 ; 1.611 ; 21.360.568 ;
116;92.894.922;BANCO ORIGINAL S.A.; 7 ; 9.637.032 ; 2 ; 2.418.549 ;;; 18 ; 1.930.283 ; 27 ; 13.985.864 ; 3 ; 505.756 ; 3 ; 5.650.000 ; 6,0 ; 6.155.756,0 ; 33 ; 20.141.620 ;
117;59.118.133;BANCO LUSO BRASILEIRO S.A.; 4 ; 139.547 ;;; 5 ; 8.527.926 ; 16 ; 526.571 ; 25 ; 9.194.044 ; 5 ; 523.700 ; 7 ; 8.605.816 ; 12,0 ; 9.129.516,0 ; 37 ; 18.323.560 ;
118;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 486 ; 4.390.613 ; 871 ; 8.476.719 ; 1.358 ; 12.874.732 ; 210 ; 4.182.224 ; 17 ; 251.144 ; 227,0 ; 4.433.367,6 ; 1.585 ; 17.308.099 ;
119;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 216 ; 629.742 ; 651 ; 7.849.948 ; 867 ; 8.479.690 ; 472 ; 7.577.438 ; 15 ; 257.351 ; 487,0 ; 7.834.789,1 ; 1.354 ; 16.314.479 ;
120;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 247 ; 5.388.084 ; 12 ; 83.178 ; 404 ; 1.505.050 ; 664 ; 6.978.962 ; 360 ; 6.911.838 ; 7 ; 81.046 ; 367,0 ; 6.992.883,9 ; 1.031 ; 13.971.846 ;
121;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 9 ; 86.162 ; 290 ; 273.606 ; 2.097 ; 5.270.175 ; 2.396 ; 5.629.944 ; 457 ; 6.487.261 ; 19 ; 1.362.002 ; 476,0 ; 7.849.263,7 ; 2.872 ; 13.479.207 ;
122;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 8 ; 497.519 ; 4 ; 117.061 ; 17 ; 3.064.438 ; 18 ; 100.314 ; 47 ; 3.779.333 ; 4 ; 2.764.153 ; 9 ; 6.164.223 ; 13,0 ; 8.928.376,0 ; 60 ; 12.707.709 ;
123;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 18 ; 2.336.819 ; 48 ; 2.099.128 ; 7 ; 361.033 ; 16 ; 185.473 ; 89 ; 4.982.453 ; 5 ; 3.953.415 ; 5 ; 3.453.163 ; 10,0 ; 7.406.578,0 ; 99 ; 12.389.031 ;
124;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 7 ; 72.346 ; 127 ; 4.325.341 ; 9 ; 4.967 ; 302 ; 1.279.214 ; 445 ; 5.681.868 ; 288 ; 5.537.360 ; 1 ; 10.000 ; 289,0 ; 5.547.360,2 ; 734 ; 11.229.229 ;
125;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 290 ; 896.042 ; 661 ; 5.242.403 ; 951 ; 6.138.445 ; 411 ; 4.701.285 ; 22 ; 331.318 ; 433,0 ; 5.032.602,8 ; 1.384 ; 11.171.048 ;
126;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 23 ; 707.820 ; 3 ; 182.000 ; 180 ; 4.583.102 ; 206 ; 5.472.922 ; 189 ; 5.398.093 ; 8 ; 289.169 ; 197,0 ; 5.687.262,4 ; 403 ; 11.160.184 ;
127;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 19 ; 550.892 ; 47 ; 1.015.907 ; 187 ; 421.142 ; 1.913 ; 4.068.697 ; 2.166 ; 6.056.638 ; 201 ; 4.543.528 ; 11 ; 461.480 ; 212,0 ; 5.005.007,4 ; 2.378 ; 11.061.645 ;
128;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 2 ; 60.213 ; 125 ; 158.482 ; 918 ; 5.327.940 ; 1.045 ; 5.546.635 ; 153 ; 5.195.624 ; 1 ; 5.584 ; 154,0 ; 5.201.208,3 ; 1.199 ; 10.747.843 ;
129;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 3 ; 7.511 ; 639 ; 486.703 ; 3.863 ; 5.261.321 ; 4.505 ; 5.755.535 ; 178 ; 4.755.840 ; 1 ; 13.000 ; 179,0 ; 4.768.840,0 ; 4.684 ; 10.524.375 ;
130;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 2 ; 108.354 ; 60 ; 767.063 ; 77 ; 921.170 ; 620 ; 3.834.194 ; 759 ; 5.630.781 ; 381 ; 3.978.267 ; 16 ; 396.321 ; 397,0 ; 4.374.588,2 ; 1.156 ; 10.005.370 ;
131;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 251 ; 584.509 ; 561 ; 4.937.230 ; 812 ; 5.521.739 ; 389 ; 4.407.433 ; 2 ; 50.000 ; 391,0 ; 4.457.433,0 ; 1.203 ; 9.979.172 ;
132;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 1.309 ; 572.157 ; 3.886 ; 4.914.262 ; 5.195 ; 5.486.419 ; 141 ; 4.418.040 ;;; 141,0 ; 4.418.040,1 ; 5.336 ; 9.904.459 ;
133;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 13 ; 4.810.000 ; 1 ; 69.115 ;;; 18 ; 429.112 ; 32 ; 5.308.227 ; 2 ; 824.294 ; 4 ; 3.324.828 ; 6,0 ; 4.149.121,5 ; 38 ; 9.457.349 ;
134;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 57 ; 55.669 ; 629 ; 4.652.375 ; 686 ; 4.708.044 ; 276 ; 4.644.442 ;;; 276,0 ; 4.644.442,2 ; 962 ; 9.352.486 ;
135;58.497.702;BANCO INTERCAP S.A.;;;;; 1 ; 151 ; 6 ; 112.676 ; 7 ; 112.827 ; 1 ; 9.000.000 ;;; 1,0 ; 9.000.000,0 ; 8 ; 9.112.827 ;
136;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 60 ; 1.390.397 ; 10 ; 328.828 ; 124 ; 2.831.627 ; 201 ; 4.722.100 ; 115 ; 4.000.750 ; 6 ; 279.469 ; 121,0 ; 4.280.219,8 ; 322 ; 9.002.320 ;
137;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 1 ; 2.200 ; 1.023 ; 704.761 ; 2.775 ; 4.204.838 ; 3.799 ; 4.911.799 ; 62 ; 3.984.063 ;;; 62,0 ; 3.984.063,0 ; 3.861 ; 8.895.862 ;
138;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;;;; 432 ; 1.141.849 ; 1.963 ; 4.193.664 ; 2.395 ; 5.335.513 ; 334 ; 3.138.044 ; 2 ; 23.108 ; 336,0 ; 3.161.151,8 ; 2.731 ; 8.496.665 ;
139;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 571 ; 902.992 ; 687 ; 3.819.610 ; 1.258 ; 4.722.602 ; 159 ; 2.909.552 ;;; 159,0 ; 2.909.551,7 ; 1.417 ; 7.632.153 ;
140;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 47 ; 358.494 ; 4 ; 13.678 ; 205 ; 586.338 ; 1.041 ; 3.178.345 ; 1.297 ; 4.136.855 ; 178 ; 2.432.565 ; 6 ; 143.931 ; 184,0 ; 2.576.496,5 ; 1.481 ; 6.713.351 ;
141;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;;;; 34 ; 30.223 ; 1.102 ; 2.442.944 ; 1.136 ; 2.473.167 ; 167 ; 2.426.814 ; 2 ; 3.068 ; 169,0 ; 2.429.881,9 ; 1.305 ; 4.903.049 ;
142;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 190 ; 586.821 ; 465 ; 2.306.662 ; 655 ; 2.893.483 ; 108 ; 1.727.403 ;;; 108,0 ; 1.727.403,2 ; 763 ; 4.620.886 ;
143;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 3 ; 8.432 ; 254 ; 2.233.548 ; 258 ; 2.252.037 ; 233 ; 2.233.344 ;;; 233,0 ; 2.233.344,3 ; 491 ; 4.485.381 ;
144;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 269 ; 225.048 ; 1.393 ; 2.141.836 ; 1.662 ; 2.366.884 ; 321 ; 1.969.102 ;;; 321,0 ; 1.969.101,6 ; 1.983 ; 4.335.985 ;
145;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 972 ; 774.403 ; 1.895 ; 2.076.155 ; 2.867 ; 2.850.558 ; 123 ; 1.296.463 ;;; 123,0 ; 1.296.462,8 ; 2.990 ; 4.147.021 ;
146;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;;;; 10 ; 2.267.000 ;;; 10 ; 2.267.000 ;;; 7 ; 1.667.000 ; 7,0 ; 1.667.000,0 ; 17 ; 3.934.000 ;
