Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em AGOSTO / 2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
80;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 6 ; 138.877 ; 59 ; 1.514.837 ; 430 ; 2.129.728 ; 1.646 ; 14.871.110 ; 2.141 ; 18.654.551 ; 811 ; 17.744.697 ; 51 ; 3.662.205 ; 862 ; 21.406.902 ; 3.003 ; 40.061.453 
81;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 7 ; 281.832 ; 70 ; 933.183 ; 159 ; 1.294.391 ; 569 ; 13.605.085 ; 805 ; 16.114.491 ; 1.816 ; 17.911.607 ; 67 ; 5.018.738 ; 1.883 ; 22.930.345 ; 2.688 ; 39.044.836 
82;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 25 ; 245.173 ; 264 ; 4.288.876 ; 440 ; 3.858.471 ; 2.475 ; 13.944.959 ; 3.204 ; 22.337.479 ; 1.106 ; 15.626.772 ; 17 ; 1.008.838 ; 1.123 ; 16.635.610 ; 4.327 ; 38.973.089 
83;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;; 145 ; 4.195.455 ; 66 ; 265.499 ; 300 ; 9.264.024 ; 511 ; 13.724.978 ; 315 ; 18.839.388 ; 60 ; 5.659.512 ; 375 ; 24.498.900 ; 886 ; 38.223.878 
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 22 ; 375.145 ; 624 ; 13.514.680 ; 277 ; 2.186.130 ; 784 ; 4.739.802 ; 1.707 ; 20.815.757 ; 448 ; 16.296.180 ; 16 ; 602.040 ; 464 ; 16.898.220 ; 2.171 ; 37.713.977 
85;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 1 ; 1.400.000 ; 6 ; 1.369.680 ; 8 ; 6.436.975 ; 70 ; 3.049.758 ; 85 ; 12.256.413 ; 9 ; 8.592.796 ; 10 ; 14.672.361 ; 19 ; 23.265.157 ; 104 ; 35.521.570 
86;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 8 ; 4.636.500 ; 5 ; 14.407.318 ; 1 ; 1.200.000 ; 65 ; 4.476.139 ; 79 ; 24.719.957 ; 6 ; 9.880.000 ;;; 6 ; 9.880.000 ; 85 ; 34.599.957 
87;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 7 ; 1.389.192 ; 18 ; 4.982.369 ; 20 ; 8.451.132 ; 44 ; 2.337.038 ; 89 ; 17.159.732 ; 11 ; 6.694.811 ; 10 ; 9.133.551 ; 21 ; 15.828.362 ; 110 ; 32.988.094 
88;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 56 ; 872.475 ; 227 ; 712.119 ; 609 ; 3.299.615 ; 892 ; 4.884.209 ; 288 ; 15.500.586 ; 51 ; 12.093.067 ; 339 ; 27.593.654 ; 1.231 ; 32.477.863 
89;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 26 ; 501.566 ; 39 ; 522.903 ; 470 ; 1.784.624 ; 1.398 ; 14.944.001 ; 1.933 ; 17.753.095 ; 1.032 ; 13.850.732 ; 24 ; 678.392 ; 1.056 ; 14.529.124 ; 2.989 ; 32.282.219 
90;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 3.239.783 ; 7 ; 885.227 ; 41 ; 10.292.009 ; 38 ; 2.637.740 ; 88 ; 17.054.759 ; 10 ; 1.468.921 ; 13 ; 11.524.783 ; 23 ; 12.993.704 ; 111 ; 30.048.464 
91;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 11 ; 1.915.802 ; 21 ; 5.550.701 ; 15 ; 6.992.250 ; 44 ; 3.350.007 ; 91 ; 17.808.760 ; 4 ; 5.306.751 ; 3 ; 6.305.932 ; 7 ; 11.612.683 ; 98 ; 29.421.443 
92;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 24 ; 270.943 ; 679 ; 3.705.514 ; 1.561 ; 12.554.950 ; 2.264 ; 16.531.407 ; 1.600 ; 10.914.542 ; 121 ; 1.877.769 ; 1.721 ; 12.792.311 ; 3.985 ; 29.323.718 
93;28.650.236;BONSUCESSO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 386 ; 1.472.702 ; 877 ; 14.571.913 ; 1.263 ; 16.044.615 ; 1.363 ; 13.123.450 ; 16 ; 40.570 ; 1.379 ; 13.164.019 ; 2.642 ; 29.208.634 
94;62.144.175;BANCO PINE S.A.; 8 ; 7.595.802 ; 1 ; 320.843 ; 5 ; 2.483.273 ; 36 ; 17.911.361 ; 50 ; 28.311.279 ;;;;; -   ; -   ; 50 ; 28.311.279 
95;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA;;; 149 ; 2.315.772 ; 10 ; 4.540 ; 573 ; 11.153.301 ; 732 ; 13.473.612 ; 563 ; 13.459.440 ; 2 ; 1.472 ; 565 ; 13.460.912 ; 1.297 ; 26.934.525 
96;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 30 ; 280.760 ; 384 ; 6.702.866 ; 158 ; 1.789.505 ; 813 ; 5.832.079 ; 1.385 ; 14.605.210 ; 1.219 ; 11.058.853 ; 22 ; 592.668 ; 1.241 ; 11.651.521 ; 2.626 ; 26.256.731 
97;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 6 ; 61.714 ; 42 ; 67.775 ; 109 ; 12.027.913 ; 157 ; 12.157.403 ; 502 ; 12.021.912 ; 1 ; 141 ; 503 ; 12.022.053 ; 660 ; 24.179.456 
98;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 17.493 ; 5 ; 37.828 ; 232 ; 1.543.678 ; 491 ; 5.770.892 ; 729 ; 7.369.891 ; 567 ; 10.488.249 ; 55 ; 6.206.441 ; 622 ; 16.694.690 ; 1.351 ; 24.064.580 
99;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 59 ; 1.281.989 ; 517 ; 9.864.206 ; 576 ; 11.146.195 ; 475 ; 9.870.787 ; 58 ; 1.281.989 ; 533 ; 11.152.776 ; 1.109 ; 22.298.970 
100;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 12 ; 165.499 ; 25 ; 288.090 ; 154 ; 1.447.963 ; 383 ; 4.652.202 ; 574 ; 6.553.754 ; 305 ; 9.365.954 ; 50 ; 6.049.965 ; 355 ; 15.415.919 ; 929 ; 21.969.673 
101;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 13 ; 170.758 ; 222 ; 3.611.918 ; 148 ; 1.145.816 ; 445 ; 2.329.574 ; 828 ; 7.258.066 ; 343 ; 9.129.655 ; 60 ; 4.510.265 ; 403 ; 13.639.919 ; 1.231 ; 20.897.985 
102;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 5 ; 56.085 ; 13 ; 137.110 ; 469 ; 1.302.506 ; 896 ; 4.054.588 ; 1.383 ; 5.550.289 ; 458 ; 9.070.885 ; 105 ; 6.234.001 ; 563 ; 15.304.886 ; 1.946 ; 20.855.175 
103;00.416.968;BANCO INTER S.A.; 7 ; 154.571 ; 88 ; 1.986.142 ; 256 ; 1.854.729 ; 226 ; 6.381.150 ; 577 ; 10.376.592 ; 86 ; 7.620.952 ; 42 ; 1.166.105 ; 128 ; 8.787.057 ; 705 ; 19.163.650 
104;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 1 ; 23.000 ;;; 1.324 ; 977.444 ; 995 ; 1.042.363 ; 2.320 ; 2.042.807 ; 92 ; 7.839.076 ; 69 ; 7.799.237 ; 161 ; 15.638.313 ; 2.481 ; 17.681.120 
105;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 3 ; 105.562 ; 49 ; 267.212 ; 104 ; 509.683 ; 653 ; 3.859.876 ; 809 ; 4.742.334 ; 744 ; 8.077.356 ; 248 ; 4.565.147 ; 992 ; 12.642.503 ; 1.801 ; 17.384.836 
106;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 7 ; 179.050 ; 409 ; 2.537.410 ; 741 ; 8.279.907 ; 1.157 ; 10.996.367 ; 508 ; 6.071.211 ; 19 ; 79.419 ; 527 ; 6.150.630 ; 1.684 ; 17.146.997 
107;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 12 ; 251.954 ; 1.260 ; 1.610.174 ; 2.433 ; 7.360.704 ; 3.705 ; 9.222.832 ; 712 ; 6.836.807 ; 18 ; 838.325 ; 730 ; 7.675.133 ; 4.435 ; 16.897.965 
108;61.024.352;BANCO INDUSVAL S.A.; 25 ; 2.784.931 ; 33 ; 889.221 ; 25 ; 4.373.475 ; 76 ; 1.814.703 ; 159 ; 9.862.330 ; 21 ; 1.106.444 ; 6 ; 5.519.899 ; 27 ; 6.626.342 ; 186 ; 16.488.672 
109;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 37 ; 371.719 ; 81 ; 2.385.328 ; 307 ; 1.934.182 ; 610 ; 4.353.214 ; 1.035 ; 9.044.443 ; 477 ; 5.625.887 ; 98 ; 1.224.144 ; 575 ; 6.850.032 ; 1.610 ; 15.894.475 
110;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.579 ; 112 ; 285.683 ; 310 ; 7.577.582 ; 423 ; 7.864.844 ; 569 ; 7.336.351 ; 7 ; 40.628 ; 576 ; 7.376.980 ; 999 ; 15.241.824 
111;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 6 ; 56.631 ; 121 ; 3.093.958 ; 91 ; 1.122.628 ; 354 ; 2.037.959 ; 572 ; 6.311.176 ; 331 ; 5.097.129 ; 76 ; 1.168.958 ; 407 ; 6.266.087 ; 979 ; 12.577.263 
112;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 6 ; 20.561 ; 17 ; 273.791 ; 145 ; 3.714.649 ; 262 ; 4.610.839 ; 430 ; 8.619.840 ; 229 ; 2.078.560 ; 45 ; 1.057.044 ; 274 ; 3.135.604 ; 704 ; 11.755.444 
113;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 3 ; 351.452 ;;; 5 ; 70.949 ; 6 ; 1.643 ; 14 ; 424.044 ; 1 ; 10.000.000 ; 4 ; 700.000 ; 5 ; 10.700.000 ; 19 ; 11.124.044 
114;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 9 ; 166.250 ; 79 ; 1.188.246 ; 259 ; 362.100 ; 1.744 ; 3.333.415 ; 2.091 ; 5.050.011 ; 1.187 ; 4.692.162 ; 35 ; 749.901 ; 1.222 ; 5.442.063 ; 3.313 ; 10.492.074 
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 8 ; 17.288 ; 216 ; 685.645 ; 783 ; 5.026.593 ; 1.007 ; 5.729.526 ; 411 ; 4.616.100 ; 5 ; 52.425 ; 416 ; 4.668.525 ; 1.423 ; 10.398.051 
116;04.902.979;BANCO DA AMAZONIA S.A.; 50 ; 3.412.158 ; 9 ; 152.248 ; 19 ; 212.959 ; 81 ; 2.643.786 ; 159 ; 6.421.151 ; 11 ; 1.369.400 ; 16 ; 2.260.423 ; 27 ; 3.629.823 ; 186 ; 10.050.974 
117;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 1 ; 30.480 ; 9 ; 175.902 ; 81 ; 1.500.887 ; 384 ; 3.846.668 ; 475 ; 5.553.937 ; 194 ; 3.324.388 ; 23 ; 836.815 ; 217 ; 4.161.203 ; 692 ; 9.715.140 
118;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 11 ; 52.187 ; 72 ; 680.367 ; 209 ; 1.132.075 ; 505 ; 3.211.625 ; 797 ; 5.076.254 ; 368 ; 3.203.074 ; 11 ; 509.226 ; 379 ; 3.712.300 ; 1.176 ; 8.788.554 
119;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 5 ; 25.819 ; 282 ; 1.598.931 ; 528 ; 3.785.088 ; 815 ; 5.409.838 ; 123 ; 2.446.938 ; 3 ; 39.638 ; 126 ; 2.486.576 ; 941 ; 7.896.414 
120;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 5 ; 12.403 ;;; 260 ; 874.430 ; 474 ; 3.646.661 ; 739 ; 4.533.494 ; 587 ; 2.828.553 ; 16 ; 278.052 ; 603 ; 3.106.605 ; 1.342 ; 7.640.099 
121;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 70 ; 2.913.153 ; 4 ; 111.237 ; 27 ; 69.795 ; 158 ; 424.271 ; 259 ; 3.518.456 ; 10 ; 210.866 ; 35 ; 2.855.405 ; 45 ; 3.066.271 ; 304 ; 6.584.727 
122;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 1 ; 25.937 ; 30 ; 1.095.027 ; 326 ; 2.869.904 ; 357 ; 3.990.868 ; 8 ; 1.869.724 ; 1 ; 14 ; 9 ; 1.869.737 ; 366 ; 5.860.605 
123;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 2 ; 63.077 ; 51 ; 1.231.444 ; 19 ; 125.355 ; 408 ; 1.444.753 ; 480 ; 2.864.629 ; 400 ; 2.643.374 ; 12 ; 184.423 ; 412 ; 2.827.798 ; 892 ; 5.692.427 
124;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 15 ; 458.666 ; 11 ; 230.388 ; 127 ; 2.131.587 ; 153 ; 2.820.640 ; 322 ; 2.582.445 ; 6 ; 228.388 ; 328 ; 2.810.833 ; 481 ; 5.631.473 
125;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 6 ; 145.979 ; 15 ; 130.914 ; 481 ; 2.588.466 ; 502 ; 2.865.359 ; 435 ; 2.646.456 ; 6 ; 42.428 ; 441 ; 2.688.884 ; 943 ; 5.554.243 
126;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 78.542 ; 107 ; 1.454.343 ; 40 ; 469.109 ; 187 ; 746.392 ; 338 ; 2.748.386 ; 325 ; 2.197.410 ; 19 ; 551.646 ; 344 ; 2.749.056 ; 682 ; 5.497.442 
127;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 7 ; 50.250 ; 146 ; 457.000 ; 1.419 ; 2.101.687 ; 1.572 ; 2.608.937 ; 471 ; 2.004.766 ; 10 ; 316.358 ; 481 ; 2.321.124 ; 2.053 ; 4.930.061 
128;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 16 ; 104.339 ; 15 ; 91.863 ; 175 ; 1.363.686 ; 598 ; 1.298.466 ; 804 ; 2.858.355 ; 116 ; 958.644 ; 30 ; 1.033.844 ; 146 ; 1.992.487 ; 950 ; 4.850.842 
129;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;; 1 ; 50.000 ; 147 ; 563.964 ; 366 ; 2.358.146 ; 514 ; 2.972.111 ; 123 ; 1.828.454 ;;; 123 ; 1.828.454 ; 637 ; 4.800.565 
130;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 35 ; 98.132 ; 412 ; 2.315.919 ; 447 ; 2.414.051 ; 505 ; 2.286.099 ; 2 ; 55.389 ; 507 ; 2.341.488 ; 954 ; 4.755.538 
131;33.042.151;BANCO DE LA NACION ARGENTINA; 4 ; 1.840.280 ; 3 ; 137.035 ; 436 ; 322.217 ; 85 ; 89.468 ; 528 ; 2.389.000 ; 2 ; 81.730 ; 12 ; 2.243.678 ; 14 ; 2.325.408 ; 542 ; 4.714.407 
132;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 527 ; 463.662 ; 1.260 ; 2.337.396 ; 1.787 ; 2.801.057 ; 135 ; 1.863.843 ;;; 135 ; 1.863.843 ; 1.922 ; 4.664.900 
133;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 4 ; 98.618 ; 35 ; 796.630 ; 92 ; 1.163.115 ; 180 ; 599.465 ; 311 ; 2.657.828 ; 99 ; 1.010.158 ; 36 ; 887.745 ; 135 ; 1.897.903 ; 446 ; 4.555.731 
134;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 1.165 ; 213 ; 1.380.832 ; 351 ; 2.079.936 ; 565 ; 3.461.932 ; 174 ; 839.523 ; 7 ; 100.967 ; 181 ; 940.490 ; 746 ; 4.402.422 
135;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 135 ; 302.491 ; 342 ; 2.163.534 ; 477 ; 2.466.025 ; 280 ; 1.901.026 ;;; 280 ; 1.901.026 ; 757 ; 4.367.051 
136;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 1 ; 1.022 ; 45 ; 148.617 ; 69 ; 1.187.378 ; 115 ; 1.337.017 ; 30 ; 1.926.493 ; 20 ; 854.617 ; 50 ; 2.781.109 ; 165 ; 4.118.126 
137;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 218 ; 599.368 ; 483 ; 2.052.293 ; 701 ; 2.651.661 ; 160 ; 1.443.240 ;;; 160 ; 1.443.240 ; 861 ; 4.094.902 
138;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 6 ; 248.290 ; 3 ; 31.931 ; 425 ; 206.307 ; 1.716 ; 1.677.844 ; 2.150 ; 2.164.372 ; 145 ; 1.539.858 ; 10 ; 309.607 ; 155 ; 1.849.466 ; 2.305 ; 4.013.838 
139;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 124 ; 590.759 ; 306 ; 1.965.385 ; 430 ; 2.556.144 ; 128 ; 1.265.280 ; 1 ; 15.000 ; 129 ; 1.280.280 ; 559 ; 3.836.425 
140;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 333 ; 1.798.415 ; 292 ; 1.676.749 ; 625 ; 3.475.164 ; 18 ; 38.308 ; 3 ; 135.000 ; 21 ; 173.308 ; 646 ; 3.648.472 
141;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 4 ; 59.638 ; 48 ; 965.247 ; 29 ; 415.944 ; 72 ; 375.492 ; 153 ; 1.816.321 ; 68 ; 1.136.680 ; 20 ; 271.227 ; 88 ; 1.407.907 ; 241 ; 3.224.229 
142;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 28 ; 654.639 ; 15 ; 550.856 ; 49 ; 429.599 ; 92 ; 1.635.094 ; 67 ; 1.049.638 ; 13 ; 508.129 ; 80 ; 1.557.767 ; 172 ; 3.192.861 
143;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 97 ; 712.491 ; 239 ; 1.470.678 ; 336 ; 2.183.169 ; 84 ; 773.952 ; 1 ; 45.744 ; 85 ; 819.696 ; 421 ; 3.002.865 
144;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 22 ; 562.037 ; 12 ; 16.281 ; 276 ; 901.345 ; 310 ; 1.479.663 ; 123 ; 1.416.317 ; 2 ; 4.541 ; 125 ; 1.420.858 ; 435 ; 2.900.521 
145;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 14.589 ;;; 15 ; 549.469 ; 50 ; 780.794 ; 66 ; 1.344.852 ; 49 ; 785.183 ; 13 ; 566.803 ; 62 ; 1.351.986 ; 128 ; 2.696.838 
146;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;;;; 77 ; 140.906 ; 170 ; 522.721 ; 247 ; 663.627 ; 135 ; 930.017 ; 41 ; 554.664 ; 176 ; 1.484.681 ; 423 ; 2.148.309 
147;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 31 ; 30.803 ; 238 ; 1.052.428 ; 269 ; 1.083.230 ; 239 ; 1.026.689 ; 3 ; 8.402 ; 242 ; 1.035.091 ; 511 ; 2.118.321 
148;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 3 ; 6.660 ; 72 ; 70.499 ; 445 ; 808.040 ; 520 ; 885.198 ; 82 ; 750.709 ; 1 ; 1.636 ; 83 ; 752.344 ; 603 ; 1.637.543 
149;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 29.760 ; 52 ; 31.590 ; 623 ; 781.535 ; 677 ; 842.884 ; 121 ; 767.875 ; 1 ; 600 ; 122 ; 768.475 ; 799 ; 1.611.359 
150;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 17 ; 459.987 ; 24 ; 138.099 ; 5 ; 51.500 ; 32 ; 131.199 ; 78 ; 780.786 ; 29 ; 236.009 ; 21 ; 511.457 ; 50 ; 747.466 ; 128 ; 1.528.252 
151;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 95 ; 43.897 ; 364 ; 603.435 ; 459 ; 647.332 ; 106 ; 563.765 ; 1 ; 5.000 ; 107 ; 568.765 ; 566 ; 1.216.097 
152;09.274.232;NATIXIS BRASIL S.A. BANCO MÚLTIPLO;;;;; 2 ; 477.308 ; 3 ; 19.760 ; 5 ; 497.068 ; 1 ; 46.656 ; 1 ; 600.000 ; 2 ; 646.656 ; 7 ; 1.143.724 
153;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 65 ; 44.742 ; 174 ; 382.074 ; 239 ; 426.815 ; 37 ; 353.097 ;;; 37 ; 353.097 ; 276 ; 779.913 
154;76.633.486;OLIVEIRA FRANCO SOCIEDADE CORRETORA DE VALORES E CAMBIO LTDA;;;;; 48 ; 54.809 ; 128 ; 374.540 ; 176 ; 429.349 ; 61 ; 322.051 ;;; 61 ; 322.051 ; 237 ; 751.401 
155;61.033.106;BANCO CREFISA S.A.;;;;; 20 ; 270.010 ; 8 ; 86.872 ; 28 ; 356.882 ; 1 ; 70.000 ; 2 ; 250.000 ; 3 ; 320.000 ; 31 ; 676.882 
156;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 9 ; 12.236 ; 92 ; 235.715 ; 101 ; 247.951 ; 25 ; 255.399 ; 1 ; 57.830 ; 26 ; 313.229 ; 127 ; 561.181 
157;21.148.439;SEALANDAIR CORRETORA DE CÂMBIO LTDA.;;;;; 23 ; 18.599 ; 181 ; 272.265 ; 204 ; 290.864 ; 21 ; 241.161 ;;; 21 ; 241.161 ; 225 ; 532.025 
158;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 6 ; 4.805 ; 113 ; 208.166 ; 119 ; 212.972 ; 120 ; 203.317 ; 1 ; 3.637 ; 121 ; 206.954 ; 240 ; 419.926 
159;59.285.411;BANCO PAN S.A.;;;;; 5 ; 28.217 ; 20 ; 367.135 ; 25 ; 395.353 ;;;;; -   ; -   ; 25 ; 395.353 
160;09.512.542;CODEPE CORRETORA DE VALORES E CÂMBIO S.A.;;;;; 8 ; 3.881 ; 83 ; 194.837 ; 91 ; 198.718 ; 80 ; 184.750 ;;; 80 ; 184.750 ; 171 ; 383.468 
161;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA;;;;; 5 ; 2.896 ; 126 ; 184.894 ; 131 ; 187.790 ; 70 ; 180.922 ;;; 70 ; 180.922 ; 201 ; 368.712 
162;30.183.111;TURMA CORRETORA DE CÂMBIO LTDA;;;;; 283 ; 121.788 ; 156 ; 98.323 ; 439 ; 220.111 ; 1 ; 6.862 ;;; 1 ; 6.862 ; 440 ; 226.973 
163;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 1 ; 7.676 ; 3 ; 24.650 ; 10 ; 38.008 ; 14 ; 70.335 ; 10 ; 45.684 ; 3 ; 24.650 ; 13 ; 70.335 ; 27 ; 140.669 
164;03.443.143;AVIPAM CORRETORA DE CAMBIO LTDA;;;;; 4 ; 32.146 ; 6 ; 9.910 ; 10 ; 42.056 ; 2 ; 28.104 ; 4 ; 55.463 ; 6 ; 83.567 ; 16 ; 125.623 
165;14.652.687;CAMBIALL CASH CORRETORA DE CÂMBIO LTDA.;;;;; 70 ; 18.981 ; 67 ; 65.012 ; 137 ; 83.993 ; 6 ; 29.225 ;;; 6 ; 29.225 ; 143 ; 113.218 
166;09.516.419;BANCO ORIGINAL DO AGRONEGÓCIO S.A.;;;;;;; 4 ; 343 ; 4 ; 343 ; 6 ; 25.461 ; 7 ; 25.434 ; 13 ; 50.895 ; 17 ; 51.238 
167;58.497.702;BANCO INTERCAP S.A.;;;;;;;;; -   ; -   ; 1 ; 6.667 ; 1 ; 7.138 ; 2 ; 13.804 ; 2 ; 13.804 
168;33.042.953;CITIBANK N.A.;;;;; 1 ; 6.972 ; 2 ; 715 ; 3 ; 7.687 ;;;;; -   ; -   ; 3 ; 7.687 
169;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 3 ; 3.086 ; 3 ; 3.086 ;;;;; -   ; -   ; 3 ; 3.086 
;;;;;;;;;;;;;;;;;;;;
Total;;; 43.861 ; 24.741.338.534 ; 101.383 ; 18.819.204.425 ; 279.882 ; 38.171.018.317 ; 261.617 ; 48.339.340.870 ; 686.743 ; 130.070.902.147 ; 52.715 ; 40.467.796.504 ; 52.715 ; 40.501.797.648 ; 105.430 ; 80.969.594.152 ; 792.173 ; 211.040.496.299 
"Fonte: Sistema Câmbio; Dados extraídos em: 10.09.2018";;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;; ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
