Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalizaá∆o - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de CÉmbio - Ranking Mensal das Instituiá‰es Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
CÉmbio Contratado - Acumulado Jan-Jun/2014;;;;;;;;;;;;;;;;;;;;;
Rank ;C¢digo Instit.; Nome da Instituiá∆o ; Exportaá∆o ;; Importaá∆o ;; Transferància do Exterior ;; Transferància p/ Exterior ;; Total do Mercado Prim†rio ;; Interbanc†rio - Compra ;; Interbanc†rio - Venda ;; Total do Mercado Interbanc†rio ;; Total ;;
;;; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ; Nß Oper. ; Valor (US$) ;
68;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 673 ; 2.634.754 ; 14.610 ; 302.378.576 ; 15.283 ; 305.013.330 ; 2.265 ; 301.872.791 ; 24 ; 887.777 ; 2.289,0 ; 302.760.569 ; 17.572 ; 607.773.898 ;
69;12.586.596;MULTIMONEY CORRETORA DE C∂MBIO LTDA; 68 ; 4.355.166 ; 1.272 ; 29.845.821 ; 2.140 ; 11.064.396 ; 9.665 ; 128.585.279 ; 13.145 ; 173.850.662 ; 6.015 ; 285.504.025 ; 3.149 ; 142.179.290 ; 9.164,0 ; 427.683.315 ; 22.309 ; 601.533.977 ;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 4 ; 587.583 ; 144 ; 151.643.367 ; 73 ; 104.865.147 ; 885 ; 35.800.241 ; 1.106 ; 292.896.337 ; 120 ; 176.960.000 ; 24 ; 95.250.684 ; 144,0 ; 272.210.684 ; 1.250 ; 565.107.022 ;
71;72.760.713;RENOVA S.A. CORRETORA DE C∂MBIO; 15 ; 742.091 ; 318 ; 7.448.068 ; 2.013 ; 9.242.037 ; 9.188 ; 82.163.862 ; 11.534 ; 99.596.057 ; 4.582 ; 269.378.978 ; 293 ; 189.740.551 ; 4.875,0 ; 459.119.530 ; 16.409 ; 558.715.587 ;
72;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 45 ; 121.106.440 ; 27 ; 7.739.609 ; 57 ; 40.431.445 ; 88 ; 19.608.845 ; 217 ; 188.886.339 ; 118 ; 103.149.851 ; 140 ; 238.631.437 ; 258,0 ; 341.781.288 ; 475 ; 530.667.627 ;
73;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 3.543 ; 195.120.795 ; 1.585 ; 70.892.352 ; 702 ; 15.500.625 ; 1.997 ; 13.417.953 ; 7.827 ; 294.931.725 ; 112 ; 52.520.673 ; 435 ; 178.754.990 ; 547,0 ; 231.275.663 ; 8.374 ; 526.207.388 ;
74;00.997.185;BANCO BM&FBOVESPA DE SERVIÄOS DE LIQUIDAÄ«O E CUST‡DIA S.A.;;;;; 209 ; 129.338.490 ; 152 ; 133.274.648 ; 361 ; 262.613.138 ; 119 ; 132.114.000 ; 124 ; 128.140.000 ; 243,0 ; 260.254.000 ; 604 ; 522.867.138 ;
75;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 257 ; 10.191.840 ; 5.444 ; 183.675.997 ; 1.958 ; 50.354.111 ; 6.902 ; 59.584.147 ; 14.561 ; 303.806.095 ; 1.713 ; 200.483.123 ; 32 ; 17.661.499 ; 1.745,0 ; 218.144.622 ; 16.306 ; 521.950.717 ;
76;13.728.156;WESTERN UNION CORRETORA DE C∂MBIO S.A.; 5 ; 146.941 ; 149 ; 1.878.868 ; 2.180 ; 71.063.996 ; 5.198 ; 234.931.564 ; 7.532 ; 308.021.368 ; 3.356 ; 195.237.013 ; 613 ; 12.697.487 ; 3.969,0 ; 207.934.500 ; 11.501 ; 515.955.869 ;
77;11.495.073;OM DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 192 ; 10.522.774 ; 3.201 ; 12.703.603 ; 9.200 ; 125.506.194 ; 12.593 ; 148.732.571 ; 5.308 ; 222.376.419 ; 573 ; 100.030.963 ; 5.881,0 ; 322.407.383 ; 18.474 ; 471.139.954 ;
78;67.391.821;S. HAYATA CORRETORA DE C∂MBIO S.A.; 33 ; 549.551 ; 2.247 ; 103.165.275 ; 582 ; 3.861.076 ; 24.917 ; 116.892.060 ; 27.779 ; 224.467.963 ; 4.172 ; 218.666.292 ; 11 ; 1.309.904 ; 4.183,0 ; 219.976.196 ; 31.962 ; 444.444.159 ;
79;09.516.419;BANCO ORIGINAL DO AGRONEG‡CIO S.A.; 41 ; 36.558.125 ; 116 ; 25.018.365 ; 24 ; 14.509.189 ; 473 ; 5.802.921 ; 654 ; 81.888.601 ; 47 ; 162.718.520 ; 34 ; 182.052.930 ; 81,0 ; 344.771.451 ; 735 ; 426.660.052 ;
80;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.570 ; 91.838.711 ; 1.639 ; 59.995.183 ; 695 ; 31.262.731 ; 1.243 ; 73.441.331 ; 5.147 ; 256.537.957 ; 111 ; 83.269.487 ; 81 ; 72.154.644 ; 192,0 ; 155.424.131 ; 5.339 ; 411.962.088 ;
81;10.690.848;BANCO DA CHINA BRASIL S.A.; 37 ; 64.266.404 ; 82 ; 14.171.617 ; 76 ; 125.421.793 ; 160 ; 3.484.611 ; 355 ; 207.344.425 ; 43 ; 15.800.067 ; 81 ; 187.922.335 ; 124,0 ; 203.722.402 ; 479 ; 411.066.827 ;
82;59.285.411;BANCO PAN S.A.; 73 ; 107.089.194 ;;; 29 ; 327.611 ; 152 ; 86.010.723 ; 254 ; 193.427.528 ; 3 ; 73.500.000 ; 52 ; 132.500.000 ; 55,0 ; 206.000.000 ; 309 ; 399.427.528 ;
83;15.230.501;CATEDRAL CORRETORA DE C∂MBIO E T÷TULOS MOBILIµRIOS LTDA.;;; 16 ; 75.898 ;;; 6.454 ; 193.594.247 ; 6.470 ; 193.670.146 ; 610 ; 193.844.243 ; 2 ; 168.304 ; 612,0 ; 194.012.547 ; 7.082 ; 387.682.692 ;
84;60.889.128;BANCO SOFISA S.A.; 771 ; 158.937.626 ; 523 ; 32.272.583 ; 130 ; 14.800.453 ; 624 ; 45.651.913 ; 2.048 ; 251.662.575 ; 76 ; 20.194.297 ; 44 ; 112.878.591 ; 120,0 ; 133.072.888 ; 2.168 ; 384.735.463 ;
85;02.318.507;BANCO KEB DO BRASIL S.A.; 3 ; 860.030 ; 101 ; 57.618.926 ; 212 ; 89.462.373 ; 1.423 ; 65.735.196 ; 1.739 ; 213.676.525 ; 101 ; 97.957.755 ; 40 ; 65.104.665 ; 141,0 ; 163.062.420 ; 1.880 ; 376.738.945 ;
86;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 20 ; 18.225.394 ; 101 ; 25.835.556 ; 80 ; 40.645.445 ; 385 ; 92.605.586 ; 586 ; 177.311.982 ; 151 ; 127.861.280 ; 65 ; 68.412.256 ; 216,0 ; 196.273.536 ; 802 ; 373.585.517 ;
87;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 456 ; 111.550.290 ; 665 ; 49.903.138 ; 49 ; 15.554.896 ; 318 ; 7.741.857 ; 1.488 ; 184.750.181 ; 250 ; 53.581.542 ; 181 ; 122.871.655 ; 431,0 ; 176.453.197 ; 1.919 ; 361.203.378 ;
88;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 301 ; 127.374.207 ; 506 ; 7.874.152 ; 3.280 ; 39.998.080 ; 4.087 ; 175.246.439 ; 132 ; 168.565.661 ; 4 ; 9.049.538 ; 136,0 ; 177.615.199 ; 4.223 ; 352.861.638 ;
89;45.246.410;BRASIL PLURAL S.A. BANCO MÈLTIPLO; 3 ; 6.883.300 ; 98 ; 22.726.290 ; 262 ; 114.201.937 ; 245 ; 32.030.648 ; 608 ; 175.842.175 ; 141 ; 44.698.921 ; 114 ; 111.094.004 ; 255,0 ; 155.792.925 ; 863 ; 331.635.100 ;
90;03.532.415;BANCO ABN AMRO S.A.; 28 ; 150.305.000 ;;; 7 ; 4.953.890 ; 18 ; 3.126.834 ; 53 ; 158.385.723 ; 2 ; 692.000 ; 33 ; 152.800.000 ; 35,0 ; 153.492.000 ; 88 ; 311.877.723 ;
91;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 67 ; 1.093.764 ; 2.744 ; 72.627.171 ; 1.293 ; 18.371.669 ; 7.101 ; 72.703.928 ; 11.205 ; 164.796.532 ; 2.296 ; 136.444.332 ; 103 ; 10.568.588 ; 2.399,0 ; 147.012.920 ; 13.604 ; 311.809.452 ;
92;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 133 ; 86.257.473 ; 197 ; 20.101.295 ; 101 ; 1.624.555 ; 233 ; 29.331.927 ; 664 ; 137.315.250 ; 95 ; 62.019.876 ; 97 ; 97.794.007 ; 192,0 ; 159.813.882 ; 856 ; 297.129.132 ;
93;50.657.675;SLW CORRETORA DE VALORES E C∂MBIO LTDA.;;; 1.845 ; 100.349.492 ; 11 ; 166.627 ; 1.536 ; 40.113.275 ; 3.392 ; 140.629.394 ; 1.224 ; 140.322.320 ; 9 ; 751.684 ; 1.233,0 ; 141.074.004 ; 4.625 ; 281.703.398 ;
94;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 195 ; 4.599.050 ; 4.313 ; 100.536.855 ; 729 ; 16.557.162 ; 3.923 ; 37.923.679 ; 9.160 ; 159.616.746 ; 1.785 ; 119.160.435 ; 24 ; 1.830.157 ; 1.809,0 ; 120.990.593 ; 10.969 ; 280.607.338 ;
95;10.853.017;TURMALINA CORRETORA DE C∂MBIO S.A.;;; 30 ; 724.073 ; 2.341 ; 11.220.707 ; 5.387 ; 126.942.190 ; 7.758 ; 138.886.969 ; 3.473 ; 117.398.129 ; 41 ; 875.719 ; 3.514,0 ; 118.273.849 ; 11.272 ; 257.160.818 ;
96;08.609.934;NOVO MUNDO CORRETORA DE C∂MBIO S.A.; 2 ; 36.780 ; 268 ; 3.831.308 ; 2.210 ; 7.335.746 ; 8.451 ; 94.987.170 ; 10.931 ; 106.191.004 ; 4.099 ; 113.281.956 ; 210 ; 21.774.180 ; 4.309,0 ; 135.056.136 ; 15.240 ; 241.247.140 ;
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 208.365 ; 211 ; 3.278.322 ; 1.369 ; 1.734.822 ; 10.199 ; 24.752.460 ; 11.782 ; 29.973.968 ; 1.439 ; 96.873.241 ; 274 ; 70.801.731 ; 1.713,0 ; 167.674.972 ; 13.495 ; 197.648.940 ;
98;69.251.239;PIONEER CORRETORA DE CAMBIO LTDA; 105 ; 1.940.473 ; 1.627 ; 37.978.035 ; 528 ; 7.638.055 ; 3.819 ; 49.716.632 ; 6.079 ; 97.273.195 ; 3.239 ; 87.526.012 ; 327 ; 9.364.539 ; 3.566,0 ; 96.890.551 ; 9.645 ; 194.163.746 ;
99;35.602.606;MIDAS SOCIEDADE CORRETORA DE C∂MBIO S.A.; 2 ; 91.105 ; 45 ; 241.627 ; 144 ; 368.341 ; 33.028 ; 94.605.800 ; 33.219 ; 95.306.873 ; 1.402 ; 94.975.251 ; 7 ; 539.198 ; 1.409,0 ; 95.514.449 ; 34.628 ; 190.821.322 ;
100;18.287.740;CONECTA CORRETORA DE C∂MBIO LTDA.;;; 1 ; 62.461 ; 764 ; 6.603.358 ; 2.185 ; 30.182.343 ; 2.950 ; 36.848.163 ; 918 ; 81.788.169 ; 235 ; 58.104.075 ; 1.153,0 ; 139.892.245 ; 4.103 ; 176.740.407 ;
101;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 67 ; 657.031 ; 1.822 ; 39.785.236 ; 393 ; 5.666.941 ; 2.708 ; 42.977.355 ; 4.990 ; 89.086.563 ; 4.650 ; 79.056.652 ; 72 ; 2.635.075 ; 4.722,0 ; 81.691.727 ; 9.712 ; 170.778.291 ;
102;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIµRIOS;;;;; 247 ; 488.664 ; 1.302 ; 40.226.659 ; 1.549 ; 40.715.323 ; 1.472 ; 75.725.053 ; 241 ; 35.957.199 ; 1.713,0 ; 111.682.252 ; 3.262 ; 152.397.575 ;
103;40.353.377;FOURTRADE CORRETORA DE C∂MBIO LTDA.; 171 ; 3.073.746 ; 917 ; 18.670.948 ; 506 ; 7.190.789 ; 3.833 ; 53.610.481 ; 5.427 ; 82.545.965 ; 1.839 ; 65.525.750 ; 99 ; 3.551.438 ; 1.938,0 ; 69.077.188 ; 7.365 ; 151.623.153 ;
104;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;; 105 ; 2.046.568 ; 2.133 ; 5.462.890 ; 8.031 ; 48.144.875 ; 10.269 ; 55.654.333 ; 1.972 ; 61.790.339 ; 206 ; 17.129.713 ; 2.178,0 ; 78.920.052 ; 12.447 ; 134.574.385 ;
105;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;; 15 ; 567.615 ; 537 ; 1.230.095 ; 4.319 ; 63.488.040 ; 4.871 ; 65.285.750 ; 1.660 ; 65.103.613 ; 32 ; 2.193.887 ; 1.692,0 ; 67.297.501 ; 6.563 ; 132.583.250 ;
106;07.679.404;BANCO TOPµZIO S.A.; 82 ; 7.805.401 ; 22 ; 270.425 ; 25 ; 797.822 ; 550 ; 59.340.935 ; 679 ; 68.214.583 ; 232 ; 56.395.341 ; 29 ; 5.447.377 ; 261,0 ; 61.842.718 ; 940 ; 130.057.301 ;
107;43.653.450;MOEDA SOCIEDADE CORRETORA DE C∂MBIO LTDA.; 7 ; 171.249 ; 976 ; 45.315.612 ; 37 ; 691.386 ; 461 ; 15.533.316 ; 1.481 ; 61.711.564 ; 830 ; 60.549.051 ; 8 ; 533.839 ; 838,0 ; 61.082.890 ; 2.319 ; 122.794.454 ;
108;17.312.786;CORVAL - CORRETORA DE VALORES MOBILIARIOS S/A;;; 544 ; 27.229.749 ; 45 ; 84.553 ; 786 ; 20.231.460 ; 1.375 ; 47.545.762 ; 1.477 ; 56.076.195 ; 59 ; 8.655.920 ; 1.536,0 ; 64.732.116 ; 2.911 ; 112.277.878 ;
109;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 14 ; 409.673 ; 458 ; 12.326.535 ; 366 ; 15.094.685 ; 3.555 ; 35.558.091 ; 4.393 ; 63.388.983 ; 889 ; 36.594.522 ; 65 ; 4.197.413 ; 954,0 ; 40.791.934 ; 5.347 ; 104.180.918 ;
110;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 4 ; 308.395 ; 3 ; 27.900 ; 3.019 ; 4.734.292 ; 6.692 ; 51.336.696 ; 9.718 ; 56.407.283 ; 1.322 ; 47.063.815 ; 122 ; 590.274 ; 1.444,0 ; 47.654.089 ; 11.162 ; 104.061.372 ;
111;19.307.785;MSB BANK S.A. BANCO DE C∂MBIO;;; 1 ; 100 ; 275 ; 25.319.961 ; 140 ; 6.905.971 ; 416 ; 32.226.032 ; 60 ; 24.305.579 ; 278 ; 43.223.884 ; 338,0 ; 67.529.463 ; 754 ; 99.755.495 ;
112;34.265.629;INTERCAM CORRETORA DE C∂MBIO LTDA.; 6 ; 184.711 ; 556 ; 15.566.772 ; 869 ; 7.083.415 ; 11.229 ; 28.419.577 ; 12.660 ; 51.254.475 ; 1.274 ; 41.930.355 ; 196 ; 5.259.284 ; 1.470,0 ; 47.189.639 ; 14.130 ; 98.444.115 ;
113;10.838.114;DISTRI-CASH  DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS S.A.;;;;; 518 ; 1.791.473 ; 890 ; 44.722.280 ; 1.408 ; 46.513.753 ; 641 ; 43.492.326 ; 14 ; 699.379 ; 655,0 ; 44.191.705 ; 2.063 ; 90.705.458 ;
114;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 20 ; 160.321 ; 627 ; 17.836.604 ; 469 ; 1.437.857 ; 2.109 ; 18.558.198 ; 3.225 ; 37.992.980 ; 1.476 ; 41.570.336 ; 181 ; 6.638.288 ; 1.657,0 ; 48.208.624 ; 4.882 ; 86.201.604 ;
115;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 92 ; 3.740.376 ; 1.082 ; 28.198.629 ; 411 ; 2.230.717 ; 2.367 ; 12.844.976 ; 3.952 ; 47.014.698 ; 1.845 ; 35.578.810 ; 23 ; 669.637 ; 1.868,0 ; 36.248.447 ; 5.820 ; 83.263.145 ;
116;57.582.264;TORRE CORRETORA DE C∂MBIO LTDA; 1 ; 2.649 ; 1.097 ; 31.180.184 ; 40 ; 282.447 ; 2.139 ; 8.058.849 ; 3.277 ; 39.524.129 ; 1.332 ; 39.242.274 ; 27 ; 284.305 ; 1.359,0 ; 39.526.580 ; 4.636 ; 79.050.709 ;
117;33.042.151;BANCO DE LA NACION ARGENTINA; 31 ; 16.350.442 ; 50 ; 2.286.573 ; 1.785 ; 2.559.091 ; 450 ; 700.332 ; 2.316 ; 21.896.439 ; 25 ; 19.365.472 ; 42 ; 34.675.422 ; 67,0 ; 54.040.894 ; 2.383 ; 75.937.333 ;
118;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 8 ; 261.281 ; 131 ; 3.123.647 ; 345 ; 2.033.786 ; 4.349 ; 32.010.110 ; 4.833 ; 37.428.823 ; 622 ; 33.491.419 ; 5 ; 329.738 ; 627,0 ; 33.821.157 ; 5.460 ; 71.249.980 ;
119;61.033.106;BPN BRASIL BANCO MÈLTIPLO S.A.; 39 ; 12.781.042 ; 21 ; 807.635 ; 88 ; 11.492.176 ; 63 ; 886.676 ; 211 ; 25.967.530 ; 14 ; 11.414.951 ; 35 ; 30.854.167 ; 49,0 ; 42.269.118 ; 260 ; 68.236.647 ;
120;17.904.906;BRX CORRETORA DE C∂MBIO LTDA.;;;;; 648 ; 3.113.391 ; 2.035 ; 29.998.073 ; 2.683 ; 33.111.464 ; 1.585 ; 30.905.337 ; 57 ; 3.840.942 ; 1.642,0 ; 34.746.279 ; 4.325 ; 67.857.744 ;
121;14.190.547;CAMBIONET CORRETORA DE C∂MBIO LTDA.;;;;; 1.100 ; 2.778.902 ; 3.636 ; 32.932.543 ; 4.736 ; 35.711.445 ; 2.045 ; 30.369.287 ; 12 ; 67.275 ; 2.057,0 ; 30.436.562 ; 6.793 ; 66.148.007 ;
122;04.902.979;BANCO DA AMAZONIA S.A.; 181 ; 17.393.762 ; 148 ; 10.013.054 ; 130 ; 2.957.366 ; 291 ; 3.176.175 ; 750 ; 33.540.357 ; 35 ; 10.883.771 ; 70 ; 18.255.436 ; 105,0 ; 29.139.208 ; 855 ; 62.679.565 ;
123;08.520.517;SOL CORRETORA DE C∂MBIO LTDA.;;; 1 ; 7.400 ; 1.436 ; 12.797.760 ; 2.656 ; 28.453.222 ; 4.093 ; 41.258.382 ; 756 ; 17.333.815 ; 29 ; 1.541.140 ; 785,0 ; 18.874.955 ; 4.878 ; 60.133.337 ;
124;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÈLTIPLO; 97 ; 22.284.566 ; 125 ; 4.140.527 ; 27 ; 1.904.750 ; 57 ; 741.922 ; 306 ; 29.071.765 ; 11 ; 5.424.123 ; 31 ; 24.231.633 ; 42,0 ; 29.655.756 ; 348 ; 58.727.520 ;
125;15.219.389;MACRO CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;;; 54 ; 1.963.202 ; 6 ; 284.470 ; 626 ; 26.428.492 ; 686 ; 28.676.164 ; 1.198 ; 28.665.080 ; 14 ; 557.853 ; 1.212,0 ; 29.222.934 ; 1.898 ; 57.899.098 ;
126;71.590.442;LASTRO RDV DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;; 26 ; 235.165 ; 710 ; 510.336 ; 6.768 ; 18.781.956 ; 7.504 ; 19.527.458 ; 1.303 ; 28.230.208 ; 88 ; 9.659.841 ; 1.391,0 ; 37.890.049 ; 8.895 ; 57.417.507 ;
127;59.118.133;BANCO LUSO BRASILEIRO S.A.; 9 ; 574.265 ; 41 ; 2.969.518 ; 61 ; 18.822.213 ; 66 ; 7.358.562 ; 177 ; 29.724.558 ; 41 ; 9.087.974 ; 34 ; 18.103.456 ; 75,0 ; 27.191.430 ; 252 ; 56.915.988 ;
128;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 18 ; 13.560.000 ; 3 ; 76.917 ; 2 ; 33.506 ; 53 ; 13.519.449 ; 76 ; 27.189.872 ; 5 ; 12.243.944 ; 8 ; 12.242.830 ; 13,0 ; 24.486.774 ; 89 ; 51.676.645 ;
129;76.641.497;DOURADA CORRETORA DE C∂MBIO LTDA.; 72 ; 2.085.229 ; 276 ; 6.406.926 ; 517 ; 1.051.332 ; 6.259 ; 14.744.104 ; 7.124 ; 24.287.590 ; 821 ; 19.205.373 ; 24 ; 1.053.943 ; 845,0 ; 20.259.316 ; 7.969 ; 44.546.906 ;
130;15.482.499;TURC∂MBIO - CORRETORA DE C∂MBIO LTDA.;;;;; 838 ; 2.236.945 ; 2.428 ; 19.962.357 ; 3.266 ; 22.199.302 ; 1.321 ; 18.740.807 ; 54 ; 928.976 ; 1.375,0 ; 19.669.783 ; 4.641 ; 41.869.085 ;
131;19.086.249;EXECUTIVE CORRETORA DE C∂MBIO LTDA.;;; 33 ; 505.704 ; 751 ; 2.279.620 ; 3.283 ; 16.950.032 ; 4.067 ; 19.735.356 ; 1.201 ; 15.504.759 ; 21 ; 233.629 ; 1.222,0 ; 15.738.388 ; 5.289 ; 35.473.744 ;
132;13.839.639;MELHOR - CORRETORA DE C∂MBIO LTDA.;;;;; 678 ; 1.684.198 ; 1.876 ; 17.522.144 ; 2.554 ; 19.206.342 ; 1.156 ; 15.824.183 ; 2 ; 50.000 ; 1.158,0 ; 15.874.183 ; 3.712 ; 35.080.525 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 11 ; 17.179 ; 1.537 ; 1.012.053 ; 11.977 ; 16.974.536 ; 13.525 ; 18.003.768 ; 533 ; 16.452.169 ; 18 ; 336.815 ; 551,0 ; 16.788.984 ; 14.076 ; 34.792.753 ;
134;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 6 ; 258.059 ; 164 ; 1.848.685 ; 224 ; 2.926.307 ; 2.032 ; 14.505.326 ; 2.426 ; 19.538.376 ; 1.140 ; 14.166.317 ; 56 ; 1.014.427 ; 1.196,0 ; 15.180.744 ; 3.622 ; 34.719.121 ;
135;16.927.221;AMAZ‚NIA CORRETORA DE C∂MBIO LTDA.;;; 8 ; 213.559 ; 438 ; 770.251 ; 2.562 ; 15.616.545 ; 3.008 ; 16.600.356 ; 461 ; 15.090.980 ; 1 ; 5.584 ; 462,0 ; 15.096.564 ; 3.470 ; 31.696.919 ;
136;15.761.217;CORRETORA DE C∂MBIO AÄORIANA LIMITADA.;;;;; 107 ; 85.401 ; 1.862 ; 14.101.542 ; 1.969 ; 14.186.942 ; 823 ; 14.423.705 ; 9 ; 385.766 ; 832,0 ; 14.809.471 ; 2.801 ; 28.996.414 ;
137;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 25 ; 458.620 ; 366 ; 10.007.418 ; 43 ; 338.200 ; 1.047 ; 3.718.559 ; 1.481 ; 14.522.798 ; 846 ; 13.389.589 ; 23 ; 468.440 ; 869,0 ; 13.858.029 ; 2.350 ; 28.380.827 ;
138;06.132.348;LABOR SOCIEDADE CORRETORA DE C∂MBIO LTDA.;;;;; 4.719 ; 1.990.455 ; 12.082 ; 13.838.583 ; 16.801 ; 15.829.038 ; 301 ; 12.201.023 ; 3 ; 187.867 ; 304,0 ; 12.388.889 ; 17.105 ; 28.217.927 ;
139;20.155.248;PARMETAL DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA;;; 6 ; 13.162 ; 3.112 ; 2.060.403 ; 7.871 ; 13.502.545 ; 10.989 ; 15.576.109 ; 193 ; 11.931.095 ;;; 193,0 ; 11.931.095 ; 11.182 ; 27.507.204 ;
140;17.772.370;VIP'S CORRETORA DE C∂MBIO LTDA.;;;;; 507 ; 1.445.695 ; 1.650 ; 13.685.380 ; 2.157 ; 15.131.075 ; 552 ; 12.254.834 ; 2 ; 2.598 ; 554,0 ; 12.257.432 ; 2.711 ; 27.388.508 ;
141;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 123 ; 856.279 ; 39 ; 1.329.508 ; 562 ; 2.234.801 ; 3.430 ; 9.596.351 ; 4.154 ; 14.016.940 ; 568 ; 8.382.422 ; 14 ; 511.723 ; 582,0 ; 8.894.145 ; 4.736 ; 22.911.085 ;
142;17.902.616;POLO CORRETORA DE C∂MBIO LTDA.;;;;; 2.203 ; 2.116.240 ; 1.675 ; 10.537.774 ; 3.878 ; 12.654.014 ; 457 ; 8.421.264 ;;; 457,0 ; 8.421.264 ; 4.335 ; 21.075.278 ;
143;16.854.999;SINGRATUR CORRETORA DE C∂MBIO LTDA;;; 5 ; 19.810 ; 69 ; 138.127 ; 3.851 ; 8.186.243 ; 3.925 ; 8.344.179 ; 585 ; 8.143.513 ; 10 ; 91.178 ; 595,0 ; 8.234.691 ; 4.520 ; 16.578.870 ;
144;15.168.152;CONSEGTUR CORRETORA DE C∂MBIO LTDA.;;; 1 ; 10.056 ; 6 ; 12.276 ; 831 ; 7.015.944 ; 838 ; 7.038.276 ; 752 ; 7.103.072 ; 3 ; 92.042 ; 755,0 ; 7.195.114 ; 1.593 ; 14.233.390 ;
145;59.615.005;PATAC«O DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 701 ; 506.958 ; 4.439 ; 7.005.328 ; 5.140 ; 7.512.286 ; 995 ; 6.504.011 ;;; 995,0 ; 6.504.011 ; 6.135 ; 14.016.297 ;
146;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE T÷TULOS E VALORES MOBILIµRIOS LTDA.;;;;; 217 ; 413.825 ; 2.518 ; 5.847.829 ; 2.735 ; 6.261.655 ; 377 ; 5.442.844 ;;; 377,0 ; 5.442.844 ; 3.112 ; 11.704.499 ;
147;16.789.470;TURISCAM CORRETORA DE C∂MBIO LTDA.;;;;; 2.129 ; 1.875.594 ; 4.350 ; 5.712.835 ; 6.479 ; 7.588.430 ; 339 ; 3.837.930 ;;; 339,0 ; 3.837.930 ; 6.818 ; 11.426.360 ;
148;18.145.784;NUMATUR CORRETORA DE C∂MBIO LTDA.;;;;; 293 ; 178.472 ; 1.992 ; 5.518.306 ; 2.285 ; 5.696.777 ; 340 ; 5.430.722 ; 3 ; 370 ; 343,0 ; 5.431.092 ; 2.628 ; 11.127.869 ;
149;17.508.380;UNI«O ALTERNATIVA CORRETORA DE C∂MBIO LTDA.;;;;; 424 ; 669.971 ; 857 ; 5.403.128 ; 1.281 ; 6.073.099 ; 478 ; 4.743.667 ;;; 478,0 ; 4.743.667 ; 1.759 ; 10.816.766 ;
