Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Jun/2023;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
61;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 699 ; 18.894.266 ; 4.928 ; 169.029.255 ; 9.190 ; 81.793.196 ; 23.417 ; 157.611.567 ; 38.234 ; 427.328.284 ; 4.183 ; 338.498.849 ; 416 ; 112.560.229 ; 4.599 ; 451.059.078 ; 42.833 ; 878.387.362 ;
62;00.416.968;BANCO INTER S.A.; 65 ; 11.662.062 ; 95 ; 2.714.399 ; 78.192 ; 398.203.565 ; 180.433 ; 324.546.946 ; 258.785 ; 737.126.972 ; 43 ; 19.031.722 ; 55 ; 108.281.737 ; 98 ; 127.313.459 ; 258.883 ; 864.440.431 ;
63;45.246.410;BANCO GENIAL S.A.; 71 ; 4.730.764 ; 224 ; 25.507.157 ; 1.709 ; 227.285.207 ; 2.107 ; 366.704.452 ; 4.111 ; 624.227.580 ; 96 ; 203.670.663 ; 28 ; 19.953.739 ; 124 ; 223.624.402 ; 4.235 ; 847.851.982 ;
64;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; -   ; -   ; -   ; -   ; 802.345 ; 267.225.883 ; 1.305.592 ; 377.262.258 ; 2.107.937 ; 644.488.141 ; 661 ; 149.262.334 ; 1.130 ; 38.214.683 ; 1.791 ; 187.477.017 ; 2.109.728 ; 831.965.158 ;
65;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 136 ; 183.543.216 ; 127 ; 83.830.402 ; 61 ; 4.155.820 ; 454 ; 97.575.688 ; 778 ; 369.105.126 ; 80 ; 204.994.044 ; 80 ; 201.480.559 ; 160 ; 406.474.603 ; 938 ; 775.579.729 ;
66;60.889.128;BANCO SOFISA S.A.; 1.046 ; 248.058.294 ; 443 ; 38.066.336 ; 105 ; 15.817.494 ; 634 ; 122.766.218 ; 2.228 ; 424.708.342 ; 53 ; 114.017.310 ; 99 ; 209.036.448 ; 152 ; 323.053.758 ; 2.380 ; 747.762.100 ;
67;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 66 ; 5.988.743 ; 521 ; 53.751.166 ; 44.083 ; 87.783.593 ; 89.466 ; 219.284.746 ; 134.136 ; 366.808.248 ; 22.605 ; 275.335.626 ; 2.169 ; 95.982.755 ; 24.774 ; 371.318.381 ; 158.910 ; 738.126.629 ;
68;92.894.922;BANCO ORIGINAL S.A.; 2 ; 879.153 ; 4 ; 796.574 ; 474 ; 7.428.539 ; 872 ; 87.842.043 ; 1.352 ; 96.946.309 ; 39 ; 347.562.907 ; 19 ; 275.063.131 ; 58 ; 622.626.038 ; 1.410 ; 719.572.347 ;
69;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 2 ; 538.174 ; 134 ; 149.910.202 ; 367 ; 52.056.564 ; 845 ; 163.329.492 ; 1.348 ; 365.834.432 ; 292 ; 273.066.313 ; 40 ; 12.407.501 ; 332 ; 285.473.814 ; 1.680 ; 651.308.246 ;
70;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 90 ; 8.455.957 ; 1.259 ; 131.094.359 ; 3.002 ; 50.402.186 ; 12.838 ; 153.740.673 ; 17.189 ; 343.693.175 ; 2.638 ; 244.601.398 ; 190 ; 18.430.996 ; 2.828 ; 263.032.394 ; 20.017 ; 606.725.569 ;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 738 ; 23.101.237 ; 5.235 ; 181.944.785 ; 3.227 ; 52.562.068 ; 7.642 ; 68.613.940 ; 16.842 ; 326.222.030 ; 2.659 ; 217.943.317 ; 448 ; 43.055.038 ; 3.107 ; 260.998.355 ; 19.949 ; 587.220.385 ;
72;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 26 ; 2.236.538 ; 154 ; 15.160.179 ; 91.906 ; 101.683.727 ; 320.999 ; 254.759.014 ; 413.085 ; 373.839.458 ; 6.397 ; 187.817.321 ; 341 ; 21.752.343 ; 6.738 ; 209.569.664 ; 419.823 ; 583.409.122 ;
73;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.; 3 ; 331.287 ; 5 ; 54.342 ; 162.886 ; 66.453.903 ; 330.618 ; 270.096.158 ; 493.512 ; 336.935.690 ; 15.456 ; 220.750.648 ; 6.018 ; 17.095.006 ; 21.474 ; 237.845.654 ; 514.986 ; 574.781.344 ;
74;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 43 ; 1.452.205 ; 564 ; 21.585.427 ; 39.246 ; 21.797.147 ; 62.220 ; 128.784.796 ; 102.073 ; 173.619.575 ; 11.106 ; 253.938.098 ; 820 ; 126.875.214 ; 11.926 ; 380.813.312 ; 113.999 ; 554.432.887 ;
75;59.118.133;BANCO LUSO BRASILEIRO S.A.; 263 ; 50.476.209 ; 632 ; 154.176.063 ; 144 ; 15.601.975 ; 804 ; 27.705.154 ; 1.843 ; 247.959.401 ; 972 ; 200.687.303 ; 384 ; 84.889.911 ; 1.356 ; 285.577.214 ; 3.199 ; 533.536.615 ;
76;30.723.886;BANCO MODAL S.A.; 12 ; 6.203.532 ; 6 ; 584.802 ; 856 ; 230.018.201 ; 828 ; 125.062.938 ; 1.702 ; 361.869.473 ; 12 ; 27.443.627 ; 24 ; 140.698.034 ; 36 ; 168.141.661 ; 1.738 ; 530.011.134 ;
77;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 76 ; 9.738.485 ; 159 ; 28.837.673 ; 1.238 ; 151.702.891 ; 3.538 ; 167.419.161 ; 5.011 ; 357.698.210 ; 726 ; 99.650.088 ; 384 ; 64.836.150 ; 1.110 ; 164.486.238 ; 6.121 ; 522.184.448 ;
78;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 6 ; 134.945.000 ; 35 ; 9.948.707 ; 25 ; 31.191.160 ; 273 ; 87.786.568 ; 339 ; 263.871.435 ; 12 ; 94.175.600 ; 6 ; 160.000.000 ; 18 ; 254.175.600 ; 357 ; 518.047.035 ;
79;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 152 ; 104.305.306 ; 352 ; 39.566.187 ; 305 ; 26.224.654 ; 696 ; 52.752.576 ; 1.505 ; 222.848.723 ; 304 ; 97.006.634 ; 145 ; 165.664.947 ; 449 ; 262.671.581 ; 1.954 ; 485.520.304 ;
80;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 50 ; 5.022.921 ; 963 ; 84.469.011 ; 1.460 ; 18.914.497 ; 7.364 ; 92.262.674 ; 9.837 ; 200.669.103 ; 5.964 ; 172.796.600 ; 942 ; 19.942.488 ; 6.906 ; 192.739.088 ; 16.743 ; 393.408.191 ;
81;61.186.680;BANCO BMG S.A.; 10 ; 15.453.643 ; -   ; -   ; 53 ; 23.866.604 ; 302 ; 15.883.301 ; 365 ; 55.203.548 ; 21 ; 188.889.700 ; 19 ; 123.872.000 ; 40 ; 312.761.700 ; 405 ; 367.965.248 ;
82;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 87 ; 11.603.438 ; 60 ; 1.570.913 ; 15 ; 20.676.669 ; 217 ; 147.217.693 ; 379 ; 181.068.713 ; 27 ; 146.403.087 ; 12 ; 36.904.412 ; 39 ; 183.307.499 ; 418 ; 364.376.212 ;
83;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 19 ; 1.697.699 ; 1.097 ; 116.199.066 ; 262 ; 2.968.516 ; 1.621 ; 28.903.118 ; 2.999 ; 149.768.399 ; 2.649 ; 149.626.990 ; 356 ; 9.187.480 ; 3.005 ; 158.814.470 ; 6.004 ; 308.582.869 ;
84;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 120 ; 50.285.931 ; 110 ; 51.069.603 ; 74 ; 14.684.719 ; 211 ; 16.615.910 ; 515 ; 132.656.163 ; 61 ; 87.027.693 ; 66 ; 68.202.330 ; 127 ; 155.230.023 ; 642 ; 287.886.186 ;
85;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 281 ; 36.626.859 ; 500 ; 36.092.361 ; 4.307 ; 17.443.072 ; 20.963 ; 65.292.550 ; 26.051 ; 155.454.842 ; 5.298 ; 89.316.468 ; 622 ; 41.986.351 ; 5.920 ; 131.302.819 ; 31.971 ; 286.757.661 ;
86;04.062.902;OZ CORRETORA DE CÂMBIO S.A.; 30 ; 1.757.945 ; 444 ; 37.352.085 ; 2.946 ; 23.901.618 ; 3.527 ; 71.578.813 ; 6.947 ; 134.590.461 ; 3.367 ; 111.217.805 ; 932 ; 27.947.405 ; 4.299 ; 139.165.210 ; 11.246 ; 273.755.671 ;
87;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 248 ; 35.957.858 ; 189 ; 23.693.333 ; 1.367 ; 27.989.116 ; 1.661 ; 104.777.559 ; 3.465 ; 192.417.866 ; 44 ; 64.747.810 ; 2 ; 2.212.480 ; 46 ; 66.960.290 ; 3.511 ; 259.378.156 ;
88;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 31 ; 2.905.445 ; 412 ; 42.986.294 ; 994 ; 16.393.493 ; 7.619 ; 67.599.399 ; 9.056 ; 129.884.631 ; 4.995 ; 101.845.631 ; 1.093 ; 10.561.893 ; 6.088 ; 112.407.524 ; 15.144 ; 242.292.155 ;
89;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 30 ; 36.667.899 ; 29 ; 12.319.140 ; 61 ; 16.783.216 ; 385 ; 14.404.190 ; 505 ; 80.174.445 ; 15 ; 34.886.115 ; 23 ; 109.173.853 ; 38 ; 144.059.968 ; 543 ; 224.234.413 ;
90;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 24 ; 4.840.182 ; 289 ; 33.533.565 ; 572 ; 33.317.019 ; 1.178 ; 48.387.126 ; 2.063 ; 120.077.892 ; 500 ; 70.040.646 ; 143 ; 26.295.600 ; 643 ; 96.336.246 ; 2.706 ; 216.414.138 ;
91;30.183.111;TROCKA CORRETORA DE CAMBIO LTDA.; -   ; -   ; 10 ; 1.407.890 ; 11.675 ; 7.256.853 ; 19.427 ; 26.738.937 ; 31.112 ; 35.403.680 ; 5.974 ; 92.162.690 ; 501 ; 71.259.294 ; 6.475 ; 163.421.984 ; 37.587 ; 198.825.664 ;
92;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 12 ; 723.357 ; 844 ; 34.901.692 ; 1.084 ; 8.955.872 ; 5.831 ; 49.843.281 ; 7.771 ; 94.424.202 ; 1.693 ; 80.769.281 ; 95 ; 5.700.206 ; 1.788 ; 86.469.487 ; 9.559 ; 180.893.689 ;
93;40.333.582;PROSEFTUR CORRETORA DE CAMBIO S.A; 23 ; 504.406 ; 326 ; 21.572.871 ; 528 ; 4.928.244 ; 2.594 ; 47.633.825 ; 3.471 ; 74.639.346 ; 2.624 ; 70.199.915 ; 613 ; 6.430.122 ; 3.237 ; 76.630.037 ; 6.708 ; 151.269.383 ;
94;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 198.295 ; 7 ; 220.031 ; 7.024 ; 4.159.786 ; 16.384 ; 18.594.592 ; 23.417 ; 23.172.704 ; 2.731 ; 62.415.181 ; 467 ; 47.955.166 ; 3.198 ; 110.370.347 ; 26.615 ; 133.543.051 ;
95;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 27 ; 670.816 ; 912 ; 44.703.738 ; 404 ; 8.603.188 ; 2.902 ; 13.452.351 ; 4.245 ; 67.430.093 ; 2.036 ; 57.369.049 ; 291 ; 8.497.384 ; 2.327 ; 65.866.433 ; 6.572 ; 133.296.526 ;
96;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 2 ; 23.398 ; 483 ; 13.963.428 ; 12.019 ; 10.293.410 ; 20.345 ; 34.581.450 ; 32.849 ; 58.861.686 ; 5.133 ; 54.450.850 ; 274 ; 16.137.926 ; 5.407 ; 70.588.776 ; 38.256 ; 129.450.462 ;
97;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 1 ; 50.000 ; 47 ; 4.119.052 ; 20.070 ; 17.183.833 ; 35.712 ; 48.761.063 ; 55.830 ; 70.113.948 ; 4.556 ; 46.222.087 ; 791 ; 10.686.317 ; 5.347 ; 56.908.404 ; 61.177 ; 127.022.352 ;
98;61.444.949;SAGITUR CORRETORA DE CÂMBIO S.A.; 18 ; 1.562.714 ; 719 ; 14.130.854 ; 6.638 ; 8.881.032 ; 1.472 ; 40.634.607 ; 8.847 ; 65.209.207 ; 1.131 ; 51.874.220 ; 349 ; 7.553.032 ; 1.480 ; 59.427.252 ; 10.327 ; 124.636.459 ;
99;36.658.769;BANCO XCMG BRASIL S.A.; -   ; -   ; 11 ; 29.910.627 ; 3 ; 1.500.001 ; 48 ; 26.240.319 ; 62 ; 57.650.947 ; 36 ; 60.192.293 ; 5 ; 5.518.700 ; 41 ; 65.710.993 ; 103 ; 123.361.940 ;
100;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 96.565 ; 22.135.989 ; 99.045 ; 51.578.147 ; 195.610 ; 73.714.136 ; 3.071 ; 39.252.013 ; 57 ; 9.826.210 ; 3.128 ; 49.078.223 ; 198.738 ; 122.792.359 ;
101;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 51 ; 10.372.963 ; 308 ; 14.848.281 ; 209 ; 6.653.509 ; 385 ; 16.136.635 ; 953 ; 48.011.388 ; 610 ; 30.829.655 ; 222 ; 16.871.374 ; 832 ; 47.701.029 ; 1.785 ; 95.712.417 ;
102;94.968.518;EFX CORRETORA DE CÂMBIO LTDA.; 21 ; 3.048.569 ; 19 ; 2.103.715 ; 1.024 ; 20.267.906 ; 1.732 ; 32.073.549 ; 2.796 ; 57.493.739 ; 741 ; 21.697.031 ; 365 ; 10.835.009 ; 1.106 ; 32.532.040 ; 3.902 ; 90.025.779 ;
103;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 6.712 ; 3.221.555 ; 5.182 ; 5.069.162 ; 11.894 ; 8.290.717 ; 353 ; 41.373.588 ; 219 ; 39.506.638 ; 572 ; 80.880.226 ; 12.466 ; 89.170.943 ;
104;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 305 ; 28.301.842 ; 20 ; 2.090.845 ; 133 ; 4.192.945 ; 773 ; 5.472.525 ; 1.231 ; 40.058.157 ; 31 ; 11.644.436 ; 111 ; 37.112.446 ; 142 ; 48.756.882 ; 1.373 ; 88.815.039 ;
105;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; -   ; -   ; 6 ; 305.534 ; 37.854 ; 18.133.366 ; 52.526 ; 42.889.188 ; 90.386 ; 61.328.088 ; 6.177 ; 25.784.298 ; 27 ; 486.477 ; 6.204 ; 26.270.775 ; 96.590 ; 87.598.863 ;
106;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 30 ; 636.622 ; 323 ; 7.240.456 ; 979 ; 13.450.312 ; 5.220 ; 26.681.078 ; 6.552 ; 48.008.468 ; 1.575 ; 28.848.470 ; 507 ; 9.010.605 ; 2.082 ; 37.859.075 ; 8.634 ; 85.867.543 ;
107;54.403.563;BANCO ARBI S.A.; 5 ; 32.771 ; 149 ; 23.343.315 ; 19 ; 16.412.073 ; 128 ; 6.706.919 ; 301 ; 46.495.078 ; 53 ; 24.796.664 ; 14 ; 11.201.347 ; 67 ; 35.998.011 ; 368 ; 82.493.089 ;
108;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 2 ; 94.967 ; 140 ; 2.093.640 ; 9.615 ; 7.655.372 ; 29.197 ; 33.314.771 ; 38.954 ; 43.158.750 ; 4.876 ; 31.202.629 ; 410 ; 3.573.735 ; 5.286 ; 34.776.364 ; 44.240 ; 77.935.114 ;
109;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 146 ; 4.347.868 ; 412 ; 11.465.427 ; 20.918 ; 9.454.702 ; 23.940 ; 18.944.525 ; 45.416 ; 44.212.522 ; 1.478 ; 22.507.708 ; 204 ; 5.823.218 ; 1.682 ; 28.330.926 ; 47.098 ; 72.543.448 ;
110;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 15 ; 1.361.039 ; 61 ; 4.057.065 ; 578 ; 14.192.577 ; 3.976 ; 15.673.459 ; 4.630 ; 35.284.140 ; 823 ; 16.610.991 ; 817 ; 12.428.130 ; 1.640 ; 29.039.121 ; 6.270 ; 64.323.261 ;
111;00.795.423;BANCO SEMEAR S.A.; 4 ; 279.583 ; 254 ; 10.588.835 ; 76 ; 8.974.521 ; 481 ; 13.052.037 ; 815 ; 32.894.976 ; 114 ; 22.195.302 ; 24 ; 7.121.434 ; 138 ; 29.316.736 ; 953 ; 62.211.712 ;
112;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 524 ; 1.958.144 ; 212 ; 4.015.034 ; 1.734 ; 21.042.511 ; 2.498 ; 13.665.538 ; 4.968 ; 40.681.227 ; 430 ; 7.974.750 ; 199 ; 13.285.489 ; 629 ; 21.260.239 ; 5.597 ; 61.941.466 ;
113;00.000.208;BRB - BANCO DE BRASILIA S.A.; -   ; -   ; 2 ; 473.062 ; 225 ; 1.164.373 ; 1.815 ; 29.835.407 ; 2.042 ; 31.472.842 ; 37 ; 29.115.261 ; 4 ; 54.730 ; 41 ; 29.169.991 ; 2.083 ; 60.642.833 ;
114;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 171.699 ; 31 ; 2.439.130 ; 1.646 ; 5.586.886 ; 5.902 ; 17.294.570 ; 7.582 ; 25.492.285 ; 1.908 ; 19.309.808 ; 170 ; 5.344.871 ; 2.078 ; 24.654.679 ; 9.660 ; 50.146.964 ;
115;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 27 ; 2.510.611 ; 1.469 ; 5.897.480 ; 5.102 ; 16.668.560 ; 6.598 ; 25.076.651 ; 947 ; 14.892.610 ; 11 ; 1.548.551 ; 958 ; 16.441.161 ; 7.556 ; 41.517.812 ;
116;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 3 ; 41.438 ; 275 ; 5.580.877 ; 1.589 ; 1.566.830 ; 5.008 ; 10.699.481 ; 6.875 ; 17.888.626 ; 1.420 ; 17.934.361 ; 110 ; 3.256.741 ; 1.530 ; 21.191.102 ; 8.405 ; 39.079.728 ;
117;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 14 ; 148.762 ; 101 ; 2.548.356 ; 17.880 ; 9.825.416 ; 22.227 ; 14.663.250 ; 40.222 ; 27.185.784 ; 872 ; 8.810.348 ; 73 ; 1.498.884 ; 945 ; 10.309.232 ; 41.167 ; 37.495.016 ;
118;33.042.953;CITIBANK N.A.; -   ; -   ; -   ; -   ; 20 ; 454.449 ; 63 ; 35.888.634 ; 83 ; 36.343.083 ; -   ; -   ; -   ; -   ; -   ; -   ; 83 ; 36.343.083 ;
119;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 78 ; 219.828 ; 167 ; 2.652.198 ; 6.220 ; 3.564.548 ; 10.577 ; 14.749.762 ; 17.042 ; 21.186.336 ; 1.263 ; 14.308.300 ; 62 ; 661.677 ; 1.325 ; 14.969.977 ; 18.367 ; 36.156.313 ;
120;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 6.012 ; 6 ; 6.012 ; 16 ; 17.251.907 ; 26 ; 17.232.175 ; 42 ; 34.484.082 ; 48 ; 34.490.094 ;
121;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 25 ; 1.491.846 ; 303 ; 6.666.913 ; 1.027 ; 3.315.976 ; 3.716 ; 4.418.285 ; 5.071 ; 15.893.020 ; 1.130 ; 10.683.449 ; 177 ; 4.389.714 ; 1.307 ; 15.073.163 ; 6.378 ; 30.966.183 ;
122;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 12 ; 455.093 ; 157 ; 8.164.886 ; 84 ; 1.201.757 ; 232 ; 5.239.851 ; 485 ; 15.061.587 ; 247 ; 12.777.434 ; 47 ; 1.029.500 ; 294 ; 13.806.934 ; 779 ; 28.868.521 ;
123;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 23 ; 335.002 ; 71 ; 188.548 ; 1.968 ; 13.939.160 ; 2.062 ; 14.462.710 ; 1.727 ; 14.160.647 ; 18 ; 74.720 ; 1.745 ; 14.235.367 ; 3.807 ; 28.698.077 ;
124;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 10 ; 1.237.452 ; 34 ; 3.689.495 ; 202 ; 4.023.441 ; 292 ; 4.140.195 ; 538 ; 13.090.583 ; 469 ; 8.642.043 ; 342 ; 6.073.622 ; 811 ; 14.715.665 ; 1.349 ; 27.806.248 ;
125;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; -   ; -   ; -   ; -   ; 2.694 ; 2.009.590 ; 12.210 ; 13.501.987 ; 14.904 ; 15.511.577 ; 1.240 ; 11.864.469 ; 17 ; 379.286 ; 1.257 ; 12.243.755 ; 16.161 ; 27.755.332 ;
126;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 88 ; 6.365.737 ; 8 ; 483.030 ; 297 ; 4.109.560 ; 275 ; 1.860.665 ; 668 ; 12.818.992 ; 173 ; 2.339.622 ; 372 ; 10.474.598 ; 545 ; 12.814.220 ; 1.213 ; 25.633.212 ;
127;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 5 ; 35.496 ; 196 ; 1.443.863 ; 4.660 ; 11.628.978 ; 4.861 ; 13.108.337 ; 2.529 ; 11.138.043 ; 35 ; 921.202 ; 2.564 ; 12.059.245 ; 7.425 ; 25.167.582 ;
128;59.285.411;BANCO PAN S.A.; -   ; -   ; -   ; -   ; 47 ; 1.062.384 ; 221 ; 11.689.999 ; 268 ; 12.752.383 ; 31 ; 11.381.830 ; 2 ; 793.000 ; 33 ; 12.174.830 ; 301 ; 24.927.213 ;
129;33.042.151;BANCO DE LA NACION ARGENTINA; 9 ; 8.765.429 ; 13 ; 1.537.606 ; 2.654 ; 2.093.409 ; 198 ; 347.223 ; 2.874 ; 12.743.667 ; 3 ; 1.295.461 ; 12 ; 9.715.540 ; 15 ; 11.011.001 ; 2.889 ; 23.754.668 ;
130;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 11.400 ; 4.090.885 ; 14.206 ; 11.125.504 ; 25.606 ; 15.216.389 ; 775 ; 7.287.485 ; 10 ; 57.832 ; 785 ; 7.345.317 ; 26.391 ; 22.561.706 ;
131;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 11 ; 424.112 ; 5 ; 70.000 ; 1.292 ; 866.515 ; 7.074 ; 9.341.016 ; 8.382 ; 10.701.643 ; 1.003 ; 8.606.675 ; 17 ; 470.407 ; 1.020 ; 9.077.082 ; 9.402 ; 19.778.725 ;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 59.984 ; 32 ; 2.397.015 ; 176 ; 821.836 ; 1.076 ; 6.597.325 ; 1.285 ; 9.876.160 ; 1.015 ; 9.010.198 ; 78 ; 882.600 ; 1.093 ; 9.892.798 ; 2.378 ; 19.768.958 ;
133;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; -   ; -   ; -   ; -   ; 320 ; 2.289.795 ; 366 ; 2.458.449 ; 686 ; 4.748.244 ; 48 ; 6.736.686 ; 26 ; 6.650.800 ; 74 ; 13.387.486 ; 760 ; 18.135.730 ;
134;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 56 ; 9.826.641 ; -   ; -   ; 60 ; 69.304 ; 49 ; 68.214 ; 165 ; 9.964.159 ; 1 ; 10.000 ; 16 ; 7.650.000 ; 17 ; 7.660.000 ; 182 ; 17.624.159 ;
135;04.902.979;BANCO DA AMAZONIA S.A.; 17 ; 4.166.326 ; 3 ; 360.230 ; 202 ; 3.873.738 ; 186 ; 559.591 ; 408 ; 8.959.885 ; 5 ; 311.530 ; 69 ; 7.380.383 ; 74 ; 7.691.913 ; 482 ; 16.651.798 ;
136;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.; -   ; -   ; -   ; -   ; 28.334 ; 7.593.616 ; 14.608 ; 4.589.918 ; 42.942 ; 12.183.534 ; 39 ; 273.508 ; 231 ; 3.292.304 ; 270 ; 3.565.812 ; 43.212 ; 15.749.346 ;
137;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 5.850 ; 20 ; 710.922 ; 3.398 ; 2.969.664 ; 4.495 ; 5.323.133 ; 7.914 ; 9.009.569 ; 214 ; 4.801.847 ; 44 ; 1.761.474 ; 258 ; 6.563.321 ; 8.172 ; 15.572.890 ;
138;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA; -   ; -   ; 2 ; 25.096 ; 625 ; 544.175 ; 3.800 ; 7.652.277 ; 4.427 ; 8.221.548 ; 1.068 ; 7.176.195 ; 32 ; 40.545 ; 1.100 ; 7.216.740 ; 5.527 ; 15.438.288 ;
139;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA; -   ; -   ; -   ; -   ; 3.154 ; 1.859.056 ; 7.666 ; 7.558.901 ; 10.820 ; 9.417.957 ; 686 ; 5.860.676 ; 21 ; 149.905 ; 707 ; 6.010.581 ; 11.527 ; 15.428.538 ;
140;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.; -   ; -   ; 2 ; 3.030 ; 8.443 ; 3.736.603 ; 5.999 ; 6.156.434 ; 14.444 ; 9.896.067 ; 491 ; 3.677.614 ; 40 ; 1.248.786 ; 531 ; 4.926.400 ; 14.975 ; 14.822.467 ;
141;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.; 3 ; 674.654 ; 28 ; 1.236.384 ; 76 ; 2.047.793 ; 303 ; 2.436.349 ; 410 ; 6.395.180 ; 296 ; 3.689.051 ; 72 ; 2.733.822 ; 368 ; 6.422.873 ; 778 ; 12.818.053 ;
