Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em JUNHO / 2020;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
10;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.;14;21.239.152;2;1.431.495;22;219.720.773;50;244.844.811;88;487.236.231;128;3.626.871.229;133;3.628.614.994;261;7.255.486.224;349;7.742.722.455
11;00.038.166;BANCO CENTRAL DO BRASIL;;;;;5;7.024.135;;;5;7.024.135;7;3.006.804.633;30;4.397.500.000;37;7.404.304.633;42;7.411.328.769
12;1.522.368;BANCO BNP PARIBAS BRASIL S.A.;270;323.541.828;1.334;285.935.759;741;881.878.699;1.378;833.585.336;3.723;2.324.941.621;805;2.600.778.615;738;1.812.432.386;1.543;4.413.211.001;5.266;6.738.152.622
13;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;139;340.263.046;738;246.366.585;417;1.743.129.371;693;1.441.608.067;1.987;3.771.367.069;132;693.798.973;98;1.264.062.579;230;1.957.861.552;2.217;5.729.228.621
14;60.498.557;BANCO MUFG BRASIL S.A.;100;16.604.094;274;38.557.666;331;371.755.549;329;187.969.021;1.034;614.886.330;533;1.855.533.971;561;1.931.532.940;1.094;3.787.066.911;2.128;4.401.953.242
15;4.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;;241;1.551.064.420;263;864.805.095;504;2.415.869.516;13;282.495.293;32;1.022.457.180;45;1.304.952.472;549;3.720.821.988
16;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.;17;15.044.359;177;58.397.058;173;924.630.070;384;776.197.676;751;1.774.269.163;93;714.217.596;92;539.772.660;185;1.253.990.256;936;3.028.259.420
17;59.588.111;BANCO VOTORANTIM S.A.;62;84.324.283;544;96.530.853;244;329.571.606;514;354.954.104;1.364;865.380.845;358;1.263.535.291;505;614.184.718;863;1.877.720.009;2.227;2.743.100.854
18;1.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.;73;579.080.864;52;26.381.488;67;38.190.932;210;63.923.697;402;707.576.982;28;386.083.422;41;941.474.040;69;1.327.557.462;471;2.035.134.444
19;28.195.667;BANCO ABC BRASIL S.A.;158;189.013.908;460;84.827.291;90;136.368.739;448;188.128.199;1.156;598.338.137;224;736.670.854;437;599.623.843;661;1.336.294.697;1.817;1.934.632.834
20;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO;95;135.839.880;222;80.410.936;293;208.618.594;371;331.500.225;981;756.369.634;91;593.255.369;108;517.279.124;199;1.110.534.492;1.180;1.866.904.126
21;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.;140;120.914.310;597;68.051.110;344;95.627.817;597;692.769.552;1.678;977.362.790;119;706.009.194;110;161.009.735;229;867.018.929;1.907;1.844.381.718
22;2.801.938;BANCO MORGAN STANLEY S.A.;;;;;529;609.930.794;386;541.413.810;915;1.151.344.604;10;211.633.027;16;381.635.225;26;593.268.252;941;1.744.612.855
23;61.088.183;BANCO MIZUHO DO BRASIL S.A.;51;66.783.911;156;41.251.021;97;337.539.766;146;30.670.697;450;476.245.395;79;374.366.939;84;709.672.855;163;1.084.039.794;613;1.560.285.189
24;58.160.789;BANCO SAFRA S.A.;225;114.182.698;600;127.050.179;703;169.474.458;1.262;273.293.720;2.790;684.001.055;144;531.012.774;141;316.039.520;285;847.052.294;3.075;1.531.053.349
25;53.518.684;BANCO HSBC S.A.;19;99.643.207;68;49.836.857;23;396.694.127;81;64.228.869;191;610.403.061;79;119.196.521;126;584.177.821;205;703.374.342;396;1.313.777.402
26;10.690.848;BANCO DA CHINA BRASIL S.A.;19;118.604.120;11;8.046.933;40;473.266.586;66;265.283.269;136;865.200.907;20;16.825.123;46;335.371.661;66;352.196.783;202;1.217.397.691
27;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;;181;438.439.836;276;493.939.175;457;932.379.011;10;106.320.822;9;124.368.258;19;230.689.081;476;1.163.068.092
28;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL;2;797.243;;;4;138.654;;;6;935.897;27;695.000.000;7;279.472.999;34;974.472.999;40;975.408.896
29;68.900.810;BANCO RENDIMENTO S.A.;20;1.210.838;149;6.172.384;99.336;297.639.923;2.915;29.421.776;102.420;334.444.921;1.267;91.152.337;5.635;349.069.325;6.902;440.221.662;109.322;774.666.583
30;7.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A;63;60.655.020;261;35.970.948;13;133.819.201;210;222.064.383;547;452.509.552;41;240.937.685;25;80.334.613;66;321.272.299;613;773.781.851
31;78.632.767;BANCO OURINVEST S.A.;459;46.998.891;1.878;107.797.842;1.844;82.008.269;1.649;131.843.942;5.830;368.648.944;1.200;206.865.708;1.005;104.766.372;2.205;311.632.080;8.035;680.281.024
32;19.307.785;MS BANK S.A. BANCO DE CÂMBIO;89;5.558.998;607;21.111.301;256;142.744.101;77.715;101.626.571;78.667;271.040.971;280;174.903.908;342;199.718.394;622;374.622.301;79.289;645.663.272
33;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.;489;63.830.381;1.580;45.182.883;1.303;49.433.385;2.108;115.853.219;5.480;274.299.869;1.165;161.789.765;3.176;101.582.166;4.341;263.371.931;9.821;537.671.800
34;62.232.889;BANCO DAYCOVAL S.A.;573;79.011.686;584;39.217.101;3.305;71.656.462;908;64.477.317;5.370;254.362.565;176;97.220.576;273;169.691.183;449;266.911.759;5.819;521.274.325
35;13.059.145;BEXS BANCO DE CÂMBIO S/A;18;60.833.247;10;386.850;2.310;33.906.089;41.441;175.597.956;43.779;270.724.142;151;157.740.906;50;81.483.645;201;239.224.552;43.980;509.948.693
36;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;11;11.629.710;15;41.713.720;11;99.043.988;99;83.206.317;136;235.593.736;10;127.440.570;11;77.440.480;21;204.881.050;157;440.474.785
37;58.616.418;BANCO FIBRA S.A.;64;40.321.230;580;80.778.399;52;72.630.351;142;75.346.927;838;269.076.908;33;87.256.612;28;54.753.595;61;142.010.208;899;411.087.116
38;00.997.185;BANCO B3 S.A.;;;;;231;111.957.679;160;147.518.204;391;259.475.883;84;67.973.800;30;32.381.560;114;100.355.360;505;359.831.242
39;2.318.507;BANCO KEB HANA DO BRASIL S.A.;1;4.779;7;4.614.123;37;158.956.541;73;163.568.471;118;327.143.914;29;20.520.578;5;11.294.193;34;31.814.771;152;358.958.685
40;30.723.886;BANCO MODAL S.A.;20;14.678.051;58;5.417.754;145;75.134.077;123;69.037.976;346;164.267.858;6;58.393.200;10;80.069.619;16;138.462.819;362;302.730.676
41;33.923.798;BANCO MÁXIMA S.A.;156;75.515.928;228;42.964.336;6.263;39.726.744;27.536;62.622.403;34.183;220.829.411;61;36.442.175;50;42.181.475;111;78.623.649;34.294;299.453.060
42;00.360.305;CAIXA ECONOMICA FEDERAL;97;23.623.867;51;1.735.588;8.759;45.803.613;480;24.525.603;9.387;95.688.672;129;71.571.254;140;113.274.679;269;184.845.933;9.656;280.534.605
43;71.027.866;BANCO BS2 S.A.;198;32.766.949;795;37.560.681;3.921;56.654.915;8.822;56.916.587;13.736;183.899.132;133;43.705.420;213;36.001.098;346;79.706.518;14.082;263.605.650
44;7.679.404;BANCO TOPÁZIO S.A.;7;2.467.102;21;2.249.302;116;8.860.252;423;67.048.361;567;80.625.018;309;120.003.914;676;61.531.413;985;181.535.327;1.552;262.160.345
45;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;;28;85.305.342;12;38.679.084;40;123.984.425;6;21.145.417;11;67.380.990;17;88.526.407;57;212.510.832
46;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;3;5.990.373;4;1.660.233;3;2.529.123;334;98.884.207;344;109.063.936;20;95.539.689;5;5.530.371;25;101.070.061;369;210.133.997
47;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO;12;30.600.114;42;3.283.849;8;10.148.441;26;10.022.774;88;54.055.177;27;50.973.682;28;74.952.126;55;125.925.807;143;179.980.985
48;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.;792;44.253.868;683;38.947.591;370;3.053.555;507;19.646.387;2.352;105.901.401;32;39.252.289;27;28.253.659;59;67.505.948;2.411;173.407.348
49;62.144.175;BANCO PINE S.A.;21;12.478.805;131;15.772.077;10;7.165.390;32;8.364.258;194;43.780.530;21;67.168.700;55;57.762.493;76;124.931.193;270;168.711.723
50;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA;210;5.322.835;1.796;33.857.447;1.668;16.518.291;3.161;25.064.659;6.835;80.763.232;507;61.462.701;192;24.362.239;699;85.824.940;7.534;166.588.172
51;45.246.410;PLURAL S.A. BANCO MÚLTIPLO;10;832.274;33;2.358.349;204;20.497.145;404;71.745.703;651;95.433.471;45;54.382.574;15;1.605.193;60;55.987.767;711;151.421.239
52;73.622.748;B&T CORRETORA DE CAMBIO LTDA.;199;3.854.307;603;14.522.281;2.366;23.538.369;2.234;28.586.123;5.402;70.501.080;450;41.316.068;415;25.750.705;865;67.066.773;6.267;137.567.853
53;92.894.922;BANCO ORIGINAL S.A.;15;21.791.409;1;5.554;37;286.426;93;38.967.642;146;61.051.031;9;25.828.135;10;45.826.252;19;71.654.387;165;132.705.417
54;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.;15;2.103.809;19;1.980.974;2.821;57.025.043;169;3.145.083;3.024;64.254.909;54;3.852.636;109;57.853.970;163;61.706.605;3.187;125.961.514
55;3.609.817;BANCO CARGILL S.A.;3;25.078.288;;;16;42.358.761;19;6.286.793;38;73.723.842;1;4.000.000;3;45.000.000;4;49.000.000;42;122.723.842
56;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.;8;1.128.801;6;1.007.005;20;56.359.411;38;25.245.631;72;83.740.847;3;228.499;6;30.728.365;9;30.956.864;81;114.697.712
57;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;7;38.808.466;9;294.825;2;2.047.668;104;17.567.176;122;58.718.134;2;13.000.000;7;35.750.000;9;48.750.000;131;107.468.134
58;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.;35;34.217.829;82;2.424.994;52;12.349.534;50;15.019.301;219;64.011.657;58;7.934.256;40;34.574.275;98;42.508.531;317;106.520.189
59;7.656.500;BANCO KDB DO BRASIL S.A.;;;1;5.068.046;115;31.253.056;278;32.300.573;394;68.621.675;26;13.600.000;14;7.700.000;40;21.300.000;434;89.921.675
60;1.181.521;BANCO COOPERATIVO SICREDI S.A.;603;26.355.844;681;21.435.140;381;5.731.398;257;5.511.600;1.922;59.033.981;7;4.466.863;8;18.478.558;15;22.945.421;1.937;81.979.403
61;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;21;30.008.793;;;5;4.091.274;22;516.476;48;34.616.543;2;6.500.000;49;39.882.315;51;46.382.315;99;80.998.858
62;32.648.370;FAIR CORRETORA DE CAMBIO S.A.;90;1.750.845;974;23.026.409;512;9.517.987;920;9.727.573;2.496;44.022.814;354;29.047.523;64;7.509.276;418;36.556.799;2.914;80.579.613
63;15.114.366;BANCO BOCOM BBM S.A.;13;19.341.289;4;884.903;23;22.295.202;174;24.458.418;214;66.979.811;4;6.025.552;4;6.045.092;8;12.070.645;222;79.050.456
64;59.118.133;BANCO LUSO BRASILEIRO S.A.;96;8.707.449;249;17.686.972;42;9.426.686;97;4.740.291;484;40.561.398;209;19.329.200;130;15.862.700;339;35.191.900;823;75.753.298
65;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;;2.903;32.498.185;6.159;28.994.773;9.062;61.492.958;20;4.180.612;100;8.330.857;120;12.511.469;9.182;74.004.428
66;61.186.680;BANCO BMG S.A.;7;4.710.782;1;1.057.262;1;133.216;32;532.697;41;6.433.958;2;27.000.000;2;28.000.000;4;55.000.000;45;61.433.958
67;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.;143;2.336.491;1.152;19.693.744;267;3.167.758;816;6.271.377;2.378;31.469.370;373;23.375.924;66;2.989.436;439;26.365.360;2.817;57.834.729
68;00.250.699;AGK CORRETORA DE CAMBIO S.A.;163;2.988.636;830;21.208.712;424;5.172.915;421;2.998.133;1.838;32.368.396;261;20.096.621;50;4.048.407;311;24.145.029;2.149;56.513.425
69;33.264.668;BANCO XP S.A.;;;;;20;14.855.752;34;16.299.242;54;31.154.994;11;12.770.301;3;10.000.000;14;22.770.301;68;53.925.295
70;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO;4;11.550.000;9;809.785;16;11.197.774;36;672.169;65;24.229.728;5;1.100.204;10;28.435.124;15;29.535.327;80;53.765.055
71;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;3;1.275.206;49;735.274;53;228.811;105;2.239.291;41;25.879.827;40;25.150.026;81;51.029.852;186;53.269.144
72;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.;38;1.202.735;693;20.573.435;157;3.804.476;449;5.148.973;1.337;30.729.619;425;21.182.226;16;466.655;441;21.648.881;1.778;52.378.500
73;31.872.495;BANCO C6 S.A.;10;1.623.168;81;9.897.152;163;2.086.607;2.141;12.112.930;2.395;25.719.857;20;21.979.191;12;2.100.000;32;24.079.191;2.427;49.799.048
74;3.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;1;15.607.101;1;15.607.101;;;1;34.047.850;1;34.047.850;2;49.654.951
75;8.609.934;MONEYCORP BANCO DE CÂMBIO S.A.;4;43.231;54;649.621;122;4.449.620;610;17.205.923;790;22.348.394;138;18.885.556;72;5.514.447;210;24.400.003;1.000;46.748.397
76;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.;27;395.361;509;13.314.756;267;4.782.193;560;5.858.523;1.363;24.350.832;731;17.274.428;160;3.287.874;891;20.562.302;2.254;44.913.135
77;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.;76;5.336.130;337;10.040.960;462;3.123.401;617;3.983.669;1.492;22.484.161;368;11.062.778;156;5.488.707;524;16.551.485;2.016;39.035.646
78;60.889.128;BANCO SOFISA S.A.;86;18.671.072;67;2.139.419;17;1.031.495;64;2.032.712;234;23.874.698;2;168.477;7;13.668.655;9;13.837.132;243;37.711.831
79;2.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;;123;2.542.139;586;14.758.250;709;17.300.389;571;14.592.339;122;2.548.539;693;17.140.877;1.402;34.441.266
80;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;1;3.485;34;3.096.543;95;12.596.230;122;11.688.599;252;27.384.857;37;4.090.000;9;1.870.000;46;5.960.000;298;33.344.857
81;2.992.317;TREVISO CORRETORA DE CÂMBIO S.A.;42;838.712;418;7.999.128;309;3.122.754;630;6.519.811;1.399;18.480.405;406;12.164.025;57;1.587.858;463;13.751.883;1.862;32.232.288
82;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;29;965.578;216;2.532.419;1.109;7.698.408;1.401;9.317.021;2.755;20.513.426;269;6.838.089;122;3.625.242;391;10.463.331;3.146;30.976.757
83;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;3;44.989;5;38.768;394;1.480.351;346;1.770.770;748;3.334.878;215;13.150.271;105;12.887.396;320;26.037.667;1.068;29.372.545
84;4.062.902;VISION S.A. CORRETORA DE CAMBIO;48;758.382;351;7.487.679;542;2.317.221;947;3.937.989;1.888;14.501.272;570;10.488.724;110;2.141.773;680;12.630.497;2.568;27.131.769
85;00.000.208;BRB - BANCO DE BRASILIA S.A.;;;1;14.420;42;268.937;73;10.482.787;116;10.766.144;6;10.367.244;5;225.313;11;10.592.557;127;21.358.700
86;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.;9;162.813;32;618.659;77;7.974.146;107;8.450.501;225;17.206.119;74;1.743.032;33;809.426;107;2.552.459;332;19.758.578
87;4.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;;1.149;4.771.733;1.598;8.002.147;2.747;12.773.880;400;5.599.406;120;878.667;520;6.478.073;3.267;19.251.952
88;7.237.373;BANCO DO NORDESTE DO BRASIL S.A.;15;2.167.809;31;2.534.567;16;134.058;36;2.639.850;98;7.476.285;11;6.161.260;9;3.326.415;20;9.487.675;118;16.963.960
89;61.024.352;BANCO INDUSVAL S.A.;45;5.626.694;33;1.392.131;45;2.735.888;51;2.159.537;174;11.914.250;8;1.060.868;7;3.768.906;15;4.829.774;189;16.744.024
90;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO;266;5.968.226;84;2.238.724;54;918.030;57;1.236.487;461;10.361.466;8;1.130.338;26;4.080.911;34;5.211.249;495;15.572.715
91;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.;4;139.457;146;5.503.570;53;569.439;126;1.457.294;329;7.669.761;195;6.890.839;42;685.471;237;7.576.310;566;15.246.070
92;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;3;56.085;73;934.947;90;2.351.952;257;2.872.574;423;6.215.558;315;4.807.074;56;3.348.952;371;8.156.026;794;14.371.584
93;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.;22;356.346;137;2.619.087;173;1.523.334;309;2.608.157;641;7.106.924;307;5.046.315;91;1.737.884;398;6.784.199;1.039;13.891.123
94;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;;81;2.352.764;118;337.202;139;494.692;338;3.184.657;141;6.389.324;49;3.890.193;190;10.279.518;528;13.464.175
95;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.;5;85.702;191;4.354.687;52;1.594.695;179;1.030.348;427;7.065.432;101;4.928.020;12;1.222.747;113;6.150.767;540;13.216.198
96;00.416.968;BANCO INTER S.A.;16;209.055;19;376.527;3.302;4.194.896;599;3.864.721;3.936;8.645.198;88;718.641;117;3.262.194;205;3.980.836;4.141;12.626.034
97;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA;11;777.300;170;4.697.748;18;335.307;43;356.017;242;6.166.372;131;5.122.960;31;1.182.037;162;6.304.996;404;12.471.369
98;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;1;1.881.432;;;6;387.919;43;364.336;50;2.633.687;3;4.855.350;3;4.860.310;6;9.715.660;56;12.349.347
99;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;;454;196.416;177;101.748;631;298.165;30;5.790.968;34;5.913.760;64;11.704.728;695;12.002.893
100;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.;20;433.112;58;614.812;268;1.327.221;587;3.943.665;933;6.318.810;408;4.054.582;104;1.240.203;512;5.294.786;1.445;11.613.596
101;4.913.711;BANCO DO ESTADO DO PARÁ S.A.;53;2.328.995;2;66.063;21;3.318.901;15;46.239;91;5.760.197;;;20;5.561.090;20;5.561.090;111;11.321.287
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.;;;45;610.219;83;418.886;51;930.604;179;1.959.709;157;4.423.346;56;3.299.498;213;7.722.843;392;9.682.552
103;2.038.232;BANCO COOPERATIVO DO BRASIL S.A. - BANCOOB;15;134.805;14;251.114;27;1.112.674;17;4.022.135;73;5.520.728;2;4.000.000;;;2;4.000.000;75;9.520.728
104;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;;;;101;270.793;165;743.610;266;1.014.404;146;4.003.464;57;3.551.245;203;7.554.709;469;8.569.113
105;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.;13;218.530;70;1.058.041;250;1.655.291;283;1.719.939;616;4.651.801;204;2.128.288;137;1.327.372;341;3.455.660;957;8.107.461
106;6.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;35;960.315;259;1.389.420;365;1.385.086;659;3.734.821;269;2.150.372;70;1.177.396;339;3.327.768;998;7.062.589
107;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;3;54.822;80;2.194.872;42;567.868;39;546.502;164;3.364.064;84;2.713.789;36;595.104;120;3.308.893;284;6.672.957
108;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;2;5.591;40;614.620;45;59.285;219;2.333.080;306;3.012.576;224;2.904.903;14;22.508;238;2.927.411;544;5.939.987
109;4.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.;16;103.340;26;365.838;243;2.144.268;167;1.062.292;452;3.675.737;32;533.330;43;1.354.715;75;1.888.045;527;5.563.782
110;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;25;3.171.876;10;215.957;2;9.399;6;64.196;43;3.461.428;;;1;2.000.000;1;2.000.000;44;5.461.428
111;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;1;1.014;21;299.819;50;1.136.168;93;1.599.397;165;3.036.398;96;1.412.386;33;639.101;129;2.051.487;294;5.087.884
112;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;5;315.854;26;515.542;58;607.137;187;810.193;276;2.248.726;154;1.331.879;72;980.976;226;2.312.855;502;4.561.581
113;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;23;190.303;88;694.241;159;1.479.491;270;2.364.035;114;1.511.902;13;560.923;127;2.072.824;397;4.436.859
114;6.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;10;184.546;20;410.505;94;265.526;171;1.092.163;295;1.952.740;92;1.436.325;15;251.804;107;1.688.130;402;3.640.870
115;4.902.979;BANCO DA AMAZONIA S.A.;30;1.278.067;10;209.627;10;125.402;66;848.048;116;2.461.144;2;270.000;4;655.380;6;925.380;122;3.386.524
116;33.042.151;BANCO DE LA NACION ARGENTINA;;;1;1.200.000;531;371.728;9;49.845;541;1.621.573;1;1.200.000;5;360.000;6;1.560.000;547;3.181.573
117;73.302.408;EXIM CORRETORA DE CAMBIO LTDA;8;76.726;33;698.693;48;368.446;117;444.111;206;1.587.975;104;1.097.383;29;402.483;133;1.499.866;339;3.087.841
118;7.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;2;3.336;51;934.644;14;288.609;31;412.973;98;1.639.562;50;1.224.747;10;170.007;60;1.394.754;158;3.034.316
119;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;;208;852.943;209;1.022.621;417;1.875.563;100;706.980;39;385.693;139;1.092.673;556;2.968.236
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.;28;42.902;53;608.303;136;331.131;182;498.659;399;1.480.995;108;964.520;80;254.420;188;1.218.941;587;2.699.936
121;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;;13;197.966;132;836.602;135;558.678;280;1.593.246;48;298.309;23;773.579;71;1.071.888;351;2.665.134
122;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;;117;705.867;117;894.382;234;1.600.249;36;367.131;29;240.093;65;607.224;299;2.207.473
123;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;9;193.308;1;44.300;246;155.425;281;441.102;537;834.135;52;565.248;19;413.787;71;979.035;608;1.813.170
124;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.;5;29.723;11;49.767;279;521.745;154;451.439;449;1.052.674;56;191.416;60;229.389;116;420.805;565;1.473.479
125;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;;3;59.811;26;350.605;58;279.451;87;689.868;55;315.293;23;326.635;78;641.928;165;1.331.796
126;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;;34;132.833;133;612.722;167;745.555;93;519.169;1;50.000;94;569.169;261;1.314.723
