Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Mar/2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
69;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 13.276 ; 112.777.465 ; 25.968 ; 102.451.682 ; 39.244 ; 215.229.148 ; 77 ; 7.315.913 ; 106 ; 17.081.012 ; 183 ; 24.396.925 ; 39.427 ; 239.626.073 ;
70;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 8 ; 267.556 ; 209 ; 76.599.787 ; 221 ; 37.610.008 ; 382 ; 37.365.551 ; 820 ; 151.842.902 ; 206 ; 80.680.957 ; 47 ; 4.679.000 ; 253 ; 85.359.957 ; 1.073 ; 237.202.858 ;
71;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 649 ; 15.147.907 ; 2.733 ; 80.859.577 ; 1.578 ; 20.771.364 ; 1.464 ; 16.486.435 ; 6.424 ; 133.265.283 ; 1.019 ; 81.520.025 ; 225 ; 20.089.459 ; 1.244 ; 101.609.484 ; 7.668 ; 234.874.767 ;
72;61.186.680;BANCO BMG S.A.; 7 ; 15.638.411 ; 3 ; 4.864.255 ; 13 ; 1.494.658 ; 105 ; 6.229.030 ; 128 ; 28.226.354 ; 6 ; 106.368.460 ; 5 ; 91.938.491 ; 11 ; 198.306.951 ; 139 ; 226.533.305 ;
73;92.894.922;BANCO ORIGINAL S.A.; 14 ; 2.029.162 ; 13 ; 33.043.261 ; 137 ; 2.882.697 ; 320 ; 25.763.793 ; 484 ; 63.718.912 ; 16 ; 65.254.581 ; 18 ; 95.253.970 ; 34 ; 160.508.552 ; 518 ; 224.227.464 ;
74;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 213 ; 3.448.306 ; 2.000 ; 50.332.707 ; 1.495 ; 18.029.165 ; 3.102 ; 28.424.577 ; 6.810 ; 100.234.754 ; 2.924 ; 73.975.336 ; 489 ; 16.624.288 ; 3.413 ; 90.599.624 ; 10.223 ; 190.834.378 ;
75;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 1.230.000 ; 19 ; 8.134.210 ; 31 ; 25.535.047 ; 152 ; 48.030.371 ; 204 ; 82.929.628 ; 12 ; 51.310.480 ; 10 ; 54.797.600 ; 22 ; 106.108.080 ; 226 ; 189.037.708 ;
76;60.889.128;BANCO SOFISA S.A.; 337 ; 80.046.817 ; 137 ; 8.203.009 ; 35 ; 5.505.490 ; 163 ; 3.793.072 ; 672 ; 97.548.388 ; 8 ; 4.336.790 ; 29 ; 75.351.132 ; 37 ; 79.687.922 ; 709 ; 177.236.310 ;
77;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 93 ; 1.793.174 ; 1.646 ; 54.856.166 ; 632 ; 13.071.821 ; 1.479 ; 23.525.985 ; 3.850 ; 93.247.146 ; 2.175 ; 72.645.334 ; 386 ; 9.143.193 ; 2.561 ; 81.788.527 ; 6.411 ; 175.035.672 ;
78;00.416.968;BANCO INTER S.A.; 27 ; 261.878 ; 23 ; 461.841 ; 14.987 ; 57.322.118 ; 2.122 ; 64.144.226 ; 17.159 ; 122.190.063 ; 198 ; 11.455.955 ; 197 ; 4.164.596 ; 395 ; 15.620.551 ; 17.554 ; 137.810.614 ;
79;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 47 ; 10.899.015 ; 61 ; 12.053.253 ; 43 ; 4.154.577 ; 68 ; 31.920.310 ; 219 ; 59.027.156 ; 31 ; 53.113.432 ; 34 ; 24.164.579 ; 65 ; 77.278.011 ; 284 ; 136.305.167 ;
80;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 29 ; 27.150.858 ; 28 ; 7.278.201 ; 31 ; 18.071.186 ; 119 ; 28.618.387 ; 207 ; 81.118.632 ; 10 ; 25.273.161 ; 14 ; 29.772.188 ; 24 ; 55.045.348 ; 231 ; 136.163.980 ;
81;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 152 ; 2.368.946 ; 909 ; 21.884.780 ; 21.964 ; 26.152.127 ; 5.540 ; 14.560.721 ; 28.565 ; 64.966.575 ; 1.585 ; 34.634.448 ; 690 ; 26.717.938 ; 2.275 ; 61.352.386 ; 30.840 ; 126.318.960 ;
82;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 281 ; 22.707.972 ; 1.118 ; 33.246.970 ; 1.378 ; 10.908.609 ; 1.765 ; 9.972.375 ; 4.542 ; 76.835.926 ; 937 ; 28.205.442 ; 440 ; 18.570.080 ; 1.377 ; 46.775.521 ; 5.919 ; 123.611.448 ;
83;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 153 ; 4.010.854 ; 656 ; 9.399.907 ; 3.678 ; 31.844.659 ; 5.239 ; 35.346.031 ; 9.726 ; 80.601.450 ; 889 ; 22.296.867 ; 287 ; 13.487.235 ; 1.176 ; 35.784.102 ; 10.902 ; 116.385.552 ;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 77 ; 3.438.207 ; 1.513 ; 36.851.634 ; 474 ; 10.855.016 ; 1.172 ; 13.767.815 ; 3.236 ; 64.912.673 ; 1.045 ; 39.844.060 ; 103 ; 3.502.228 ; 1.148 ; 43.346.288 ; 4.384 ; 108.258.960 ;
85;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 7 ; 809.356 ; 18 ; 37.679.894 ; 60 ; 37.233.733 ; 85 ; 75.722.984 ; 12 ; 13.828.382 ; 6 ; 3.942.648 ; 18 ; 17.771.031 ; 103 ; 93.494.015 ;
86;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;; 2 ; 13.681 ; 126 ; 180.515 ; 160 ; 541.321 ; 288 ; 735.517 ; 70 ; 45.757.060 ; 59 ; 45.371.692 ; 129 ; 91.128.752 ; 417 ; 91.864.270 ;
87;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 2.060 ; 22.454.069 ; 5.601 ; 32.939.670 ; 7.661 ; 55.393.739 ; 1.514 ; 19.653.132 ; 2.644 ; 10.018.283 ; 4.158 ; 29.671.415 ; 11.819 ; 85.065.154 ;
88;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 101.184 ; 49 ; 1.045.805 ; 888 ; 4.726.924 ; 973 ; 6.086.474 ; 1.913 ; 11.960.387 ; 974 ; 37.221.908 ; 246 ; 34.932.313 ; 1.220 ; 72.154.221 ; 3.133 ; 84.114.608 ;
89;61.024.352;BANCO INDUSVAL S.A.; 100 ; 16.735.759 ; 207 ; 15.764.515 ; 64 ; 4.996.599 ; 509 ; 15.965.011 ; 880 ; 53.461.883 ; 73 ; 13.558.382 ; 10 ; 3.844.649 ; 83 ; 17.403.031 ; 963 ; 70.864.915 ;
90;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 237 ; 26.271.759 ; 217 ; 6.000.111 ; 117 ; 6.428.887 ; 96 ; 18.546.254 ; 667 ; 57.247.011 ; 1 ; 1.000.000 ; 7 ; 9.985.960 ; 8 ; 10.985.960 ; 675 ; 68.232.971 ;
91;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 7 ; 123.975 ; 292 ; 19.636.016 ; 386 ; 916.106 ; 472 ; 4.957.718 ; 1.157 ; 25.633.814 ; 556 ; 32.224.395 ; 125 ; 8.702.338 ; 681 ; 40.926.733 ; 1.838 ; 66.560.547 ;
92;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 23 ; 1.522.023 ; 33 ; 605.450 ; 5 ; 1.409.975 ; 48 ; 27.537.892 ; 109 ; 31.075.339 ; 10 ; 29.250.000 ; 3 ; 5.000.000 ; 13 ; 34.250.000 ; 122 ; 65.325.339 ;
93;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 11 ; 264.120 ; 711 ; 28.596.661 ; 55 ; 752.369 ; 130 ; 784.408 ; 907 ; 30.397.557 ; 455 ; 29.454.740 ; 64 ; 1.090.210 ; 519 ; 30.544.949 ; 1.426 ; 60.942.506 ;
94;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 40 ; 11.248 ; 15.841 ; 14.050.667 ; 15.881 ; 14.061.915 ; 237 ; 28.530.557 ; 218 ; 14.491.091 ; 455 ; 43.021.648 ; 16.336 ; 57.083.563 ;
95;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 27 ; 752.714 ; 402 ; 19.169.426 ; 246 ; 3.630.722 ; 346 ; 3.722.959 ; 1.021 ; 27.275.821 ; 571 ; 22.546.777 ; 201 ; 4.032.088 ; 772 ; 26.578.865 ; 1.793 ; 53.854.686 ;
96;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 164 ; 6.963.994 ; 8 ; 581.156 ; 68 ; 13.715.591 ; 91 ; 1.396.206 ; 331 ; 22.656.947 ; 9 ; 1.032.073 ; 64 ; 19.676.241 ; 73 ; 20.708.313 ; 404 ; 43.365.261 ;
97;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 22 ; 317.570 ; 417 ; 12.967.091 ; 244 ; 3.075.446 ; 570 ; 4.102.969 ; 1.253 ; 20.463.075 ; 236 ; 16.140.343 ; 71 ; 2.460.583 ; 307 ; 18.600.926 ; 1.560 ; 39.064.002 ;
98;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;; 1 ; 18.000 ; 1.944 ; 602.908 ; 878 ; 561.996 ; 2.823 ; 1.182.905 ; 157 ; 18.092.584 ; 150 ; 18.124.474 ; 307 ; 36.217.058 ; 3.130 ; 37.399.963 ;
99;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 6 ; 192.445 ; 206 ; 6.119.537 ; 746 ; 3.184.808 ; 1.278 ; 5.681.325 ; 2.236 ; 15.178.115 ; 936 ; 15.058.654 ; 409 ; 6.686.503 ; 1.345 ; 21.745.157 ; 3.581 ; 36.923.272 ;
100;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 13 ; 406.144 ; 188 ; 2.275.478 ; 279 ; 5.666.260 ; 1.269 ; 7.890.517 ; 1.749 ; 16.238.399 ; 1.249 ; 12.123.895 ; 176 ; 8.128.507 ; 1.425 ; 20.252.402 ; 3.174 ; 36.490.801 ;
101;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 31 ; 1.124.854 ; 394 ; 13.148.857 ; 128 ; 874.048 ; 137 ; 1.683.394 ; 690 ; 16.831.153 ; 400 ; 14.837.346 ; 132 ; 1.997.236 ; 532 ; 16.834.581 ; 1.222 ; 33.665.734 ;
102;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 44 ; 817.969 ; 185 ; 3.182.243 ; 667 ; 3.351.871 ; 1.614 ; 8.532.405 ; 2.510 ; 15.884.488 ; 1.136 ; 10.522.483 ; 179 ; 2.926.226 ; 1.315 ; 13.448.709 ; 3.825 ; 29.333.197 ;
103;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 45 ; 536.866 ; 243 ; 6.393.411 ; 700 ; 4.835.291 ; 782 ; 3.698.565 ; 1.770 ; 15.464.133 ; 607 ; 8.876.682 ; 347 ; 4.272.882 ; 954 ; 13.149.564 ; 2.724 ; 28.613.697 ;
104;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 45 ; 3.392.137 ; 112 ; 2.182.712 ; 145 ; 4.618.091 ; 467 ; 3.252.826 ; 769 ; 13.445.766 ; 429 ; 5.152.420 ; 258 ; 7.727.789 ; 687 ; 12.880.209 ; 1.456 ; 26.325.975 ;
105;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 7 ; 195.938 ; 227 ; 5.624.001 ; 293 ; 1.270.659 ; 204 ; 1.303.367 ; 731 ; 8.393.963 ; 353 ; 9.805.057 ; 140 ; 4.358.441 ; 493 ; 14.163.498 ; 1.224 ; 22.557.461 ;
106;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 33 ; 1.156.572 ; 80 ; 1.714.970 ; 230 ; 3.943.803 ; 234 ; 4.161.813 ; 577 ; 10.977.158 ; 207 ; 5.312.870 ; 130 ; 4.541.110 ; 337 ; 9.853.980 ; 914 ; 20.831.138 ;
107;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 5 ; 179.972 ; 138 ; 6.242.191 ; 53 ; 1.007.164 ; 93 ; 2.318.381 ; 289 ; 9.747.709 ; 136 ; 8.266.781 ; 42 ; 893.347 ; 178 ; 9.160.129 ; 467 ; 18.907.837 ;
108;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 185 ; 5.071.840 ; 68 ; 2.992.374 ; 75 ; 2.238.885 ; 29 ; 485.512 ; 357 ; 10.788.611 ; 5 ; 2.091.789 ; 25 ; 5.504.417 ; 30 ; 7.596.207 ; 387 ; 18.384.818 ;
109;00.795.423;BANCO SEMEAR S.A.;;; 98 ; 3.896.531 ; 21 ; 3.232.682 ; 35 ; 3.181.221 ; 154 ; 10.310.434 ; 92 ; 5.137.817 ; 23 ; 2.132.663 ; 115 ; 7.270.480 ; 269 ; 17.580.914 ;
110;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 3 ; 71.282 ; 2 ; 17.947 ; 290 ; 898.502 ; 544 ; 2.243.310 ; 839 ; 3.231.042 ; 460 ; 7.521.030 ; 190 ; 6.236.847 ; 650 ; 13.757.877 ; 1.489 ; 16.988.919 ;
111;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 36 ; 227.952 ; 78 ; 1.432.897 ; 682 ; 6.905.848 ; 359 ; 1.562.329 ; 1.155 ; 10.129.026 ; 54 ; 877.189 ; 141 ; 5.000.893 ; 195 ; 5.878.082 ; 1.350 ; 16.007.108 ;
112;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 2 ; 17.493 ; 124 ; 3.492.741 ; 130 ; 988.232 ; 319 ; 3.684.499 ; 575 ; 8.182.965 ; 286 ; 6.965.149 ; 40 ; 795.161 ; 326 ; 7.760.310 ; 901 ; 15.943.275 ;
113;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 501 ; 2.852.671 ; 516 ; 4.372.810 ; 1.017 ; 7.225.481 ; 206 ; 5.059.261 ; 77 ; 3.527.351 ; 283 ; 8.586.612 ; 1.300 ; 15.812.093 ;
114;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 4 ; 2.431.365 ; 100 ; 794.547 ; 274 ; 5.012.147 ; 378 ; 8.238.060 ; 11 ; 6.943.619 ; 7 ; 533.281 ; 18 ; 7.476.901 ; 396 ; 15.714.961 ;
115;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 11 ; 448.338 ; 149 ; 4.048.165 ; 172 ; 1.195.057 ; 451 ; 2.349.204 ; 783 ; 8.040.765 ; 297 ; 5.930.037 ; 25 ; 1.213.683 ; 322 ; 7.143.721 ; 1.105 ; 15.184.485 ;
116;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 44 ; 1.535.507 ; 82 ; 1.972.309 ; 562 ; 2.314.939 ; 645 ; 2.957.414 ; 1.333 ; 8.780.169 ; 287 ; 3.342.543 ; 105 ; 2.600.688 ; 392 ; 5.943.231 ; 1.725 ; 14.723.400 ;
117;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 16 ; 172.811 ; 109 ; 1.563.145 ; 268 ; 2.745.073 ; 468 ; 3.076.558 ; 861 ; 7.557.587 ; 361 ; 4.400.684 ; 136 ; 2.672.270 ; 497 ; 7.072.954 ; 1.358 ; 14.630.541 ;
118;04.902.979;BANCO DA AMAZONIA S.A.; 118 ; 4.403.652 ; 33 ; 1.741.403 ; 35 ; 1.370.323 ; 104 ; 608.893 ; 290 ; 8.124.271 ; 10 ; 1.422.504 ; 47 ; 4.756.859 ; 57 ; 6.179.364 ; 347 ; 14.303.634 ;
119;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 21 ; 634.872 ; 54 ; 1.039.226 ; 301 ; 3.378.981 ; 526 ; 3.242.610 ; 902 ; 8.295.689 ; 199 ; 2.721.077 ; 96 ; 2.309.601 ; 295 ; 5.030.679 ; 1.197 ; 13.326.368 ;
120;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 150 ; 4.210.316 ; 39 ; 549.262 ; 35 ; 861.742 ; 71 ; 735.400 ; 295 ; 6.356.721 ; 100 ; 1.282.208 ; 173 ; 5.069.589 ; 273 ; 6.351.797 ; 568 ; 12.708.518 ;
121;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 8 ; 77.897 ; 45 ; 1.254.307 ; 671 ; 3.196.319 ; 706 ; 2.193.404 ; 1.430 ; 6.721.927 ; 208 ; 2.519.191 ; 98 ; 2.339.027 ; 306 ; 4.858.218 ; 1.736 ; 11.580.146 ;
122;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 8 ; 59.305 ; 84 ; 1.390.221 ; 219 ; 2.672.557 ; 372 ; 1.867.261 ; 683 ; 5.989.343 ; 393 ; 2.941.958 ; 122 ; 2.410.367 ; 515 ; 5.352.325 ; 1.198 ; 11.341.668 ;
123;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 28 ; 171.296 ; 171 ; 1.859.414 ; 452 ; 1.155.722 ; 629 ; 2.586.148 ; 1.280 ; 5.772.579 ; 342 ; 3.758.190 ; 131 ; 648.338 ; 473 ; 4.406.528 ; 1.753 ; 10.179.107 ;
124;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 38 ; 621.512 ; 622 ; 3.786.442 ; 730 ; 3.802.390 ; 1.390 ; 8.210.344 ; 273 ; 1.002.047 ; 47 ; 476.794 ; 320 ; 1.478.841 ; 1.710 ; 9.689.185 ;
125;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 658 ; 2.249.991 ; 645 ; 2.940.004 ; 1.303 ; 5.189.996 ; 165 ; 1.946.743 ; 239 ; 1.725.907 ; 404 ; 3.672.650 ; 1.707 ; 8.862.646 ;
126;33.042.151;BANCO DE LA NACION ARGENTINA; 9 ; 3.059.274 ;;; 1.197 ; 806.212 ; 36 ; 671.043 ; 1.242 ; 4.536.529 ; 2 ; 52.609 ; 16 ; 3.702.730 ; 18 ; 3.755.339 ; 1.260 ; 8.291.868 ;
127;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 51 ; 1.428.842 ; 10 ; 146.301 ; 37 ; 2.329.092 ; 98 ; 3.904.236 ; 76 ; 3.749.696 ; 10 ; 146.301 ; 86 ; 3.895.997 ; 184 ; 7.800.233 ;
128;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 11 ; 216.730 ; 104 ; 2.010.382 ; 72 ; 486.204 ; 122 ; 967.866 ; 309 ; 3.681.182 ; 204 ; 2.972.017 ; 73 ; 692.981 ; 277 ; 3.664.997 ; 586 ; 7.346.179 ;
129;00.806.535;PLANNER CORRETORA DE VALORES S.A.; 2 ; 10.557 ; 1 ; 3.047 ; 40 ; 1.416.955 ; 37 ; 1.775.503 ; 80 ; 3.206.062 ; 36 ; 1.778.910 ; 42 ; 1.427.872 ; 78 ; 3.206.782 ; 158 ; 6.412.844 ;
130;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 27.835 ; 25 ; 757.750 ; 48 ; 665.173 ; 240 ; 1.359.329 ; 314 ; 2.810.087 ; 260 ; 2.197.234 ; 46 ; 773.163 ; 306 ; 2.970.397 ; 620 ; 5.780.484 ;
131;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 4 ; 9.097 ; 60 ; 705.556 ; 407 ; 2.060.303 ; 471 ; 2.774.956 ; 369 ; 1.833.747 ; 20 ; 481.357 ; 389 ; 2.315.104 ; 860 ; 5.090.060 ;
132;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 18 ; 355.658 ; 4 ; 110.032 ; 178 ; 860.594 ; 187 ; 954.611 ; 387 ; 2.280.895 ; 71 ; 852.649 ; 61 ; 1.053.484 ; 132 ; 1.906.133 ; 519 ; 4.187.027 ;
133;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS; 1 ; 171 ; 5 ; 38.754 ; 278 ; 536.336 ; 502 ; 1.822.544 ; 786 ; 2.397.805 ; 230 ; 1.419.119 ; 14 ; 121.005 ; 244 ; 1.540.123 ; 1.030 ; 3.937.928 ;
134;59.285.411;BANCO PAN S.A.;;;;; 17 ; 186.183 ; 66 ; 1.876.805 ; 83 ; 2.062.988 ; 11 ; 1.620.000 ;;; 11 ; 1.620.000 ; 94 ; 3.682.988 ;
135;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 1 ; 98.290 ; 284 ; 1.022.702 ; 319 ; 840.899 ; 604 ; 1.961.891 ; 118 ; 634.123 ; 118 ; 739.415 ; 236 ; 1.373.537 ; 840 ; 3.335.428 ;
136;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 4 ; 104.122 ; 619 ; 511.550 ; 959 ; 1.123.530 ; 1.582 ; 1.739.202 ; 149 ; 994.754 ; 23 ; 364.933 ; 172 ; 1.359.687 ; 1.754 ; 3.098.889 ;
137;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 174 ; 1.219.274 ; 1 ; 1.978 ; 175 ; 1.221.252 ; 2 ; 28.261 ; 154 ; 1.248.558 ; 156 ; 1.276.818 ; 331 ; 2.498.070 ;
138;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 2 ; 2.402 ; 114 ; 582.630 ; 139 ; 652.556 ; 255 ; 1.237.588 ; 80 ; 614.064 ; 60 ; 560.801 ; 140 ; 1.174.865 ; 395 ; 2.412.453 ;
139;61.033.106;BANCO CREFISA S.A.;;;;; 15 ; 243.725 ; 18 ; 1.194.454 ; 33 ; 1.438.178 ; 1 ; 930.000 ;;; 1 ; 930.000 ; 34 ; 2.368.178 ;
140;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 543 ; 578.032 ; 425 ; 1.135.166 ; 968 ; 1.713.198 ; 99 ; 456.217 ; 13 ; 60.550 ; 112 ; 516.767 ; 1.080 ; 2.229.965 ;
141;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 13 ; 806.495 ; 4 ; 104.304 ; 11 ; 67.862 ; 28 ; 978.662 ; 14 ; 874.357 ; 4 ; 104.316 ; 18 ; 978.673 ; 46 ; 1.957.335 ;
142;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 245 ; 562.523 ; 248 ; 667.460 ; 493 ; 1.229.983 ; 38 ; 125.686 ; 7 ; 22.874 ; 45 ; 148.560 ; 538 ; 1.378.543 ;
143;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 559 ; 344.061 ; 445 ; 635.818 ; 1.004 ; 979.878 ; 24 ; 212.518 ; 2 ; 19.792 ; 26 ; 232.310 ; 1.030 ; 1.212.188 ;
144;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 287 ; 560.590 ; 222 ; 281.123 ; 509 ; 841.713 ;;; 34 ; 290.033 ; 34 ; 290.033 ; 543 ; 1.131.745 ;
145;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 172 ; 206.535 ; 144 ; 324.387 ; 316 ; 530.922 ; 31 ; 245.884 ; 5 ; 112.572 ; 36 ; 358.457 ; 352 ; 889.379 ;
146;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 41 ; 66.629 ; 141 ; 347.334 ; 182 ; 413.963 ; 100 ; 313.114 ; 7 ; 35.407 ; 107 ; 348.520 ; 289 ; 762.483 ;
147;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 12 ; 18.569 ; 54 ; 304.621 ; 66 ; 323.189 ; 38 ; 358.277 ; 9 ; 79.164 ; 47 ; 437.440 ; 113 ; 760.630 ;
148;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 144 ; 80.179 ; 166 ; 369.114 ; 310 ; 449.293 ; 39 ; 301.608 ;;; 39 ; 301.608 ; 349 ; 750.900 ;
149;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 36.923 ; 131 ; 106.553 ; 130 ; 278.666 ; 262 ; 422.142 ; 79 ; 228.619 ;;; 79 ; 228.619 ; 341 ; 650.761 ;
150;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 91 ; 90.120 ; 93 ; 132.145 ; 184 ; 222.265 ; 7 ; 55.895 ;;; 7 ; 55.895 ; 191 ; 278.160 ;
151;54.403.563;BANCO ARBI S.A.;;;;;;; 6 ; 131.138 ; 6 ; 131.138 ; 4 ; 134.130 ;;; 4 ; 134.130 ; 10 ; 265.268 ;
152;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 87 ; 64.982 ; 111 ; 148.203 ; 198 ; 213.185 ; 16 ; 43.209 ;;; 16 ; 43.209 ; 214 ; 256.394 ;
153;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 5 ; 15.126 ; 34 ; 71.647 ; 39 ; 86.772 ; 24 ; 62.010 ; 1 ; 10.841 ; 25 ; 72.851 ; 64 ; 159.624 ;
154;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 3 ; 19.100 ; 9 ; 9.321 ; 12 ; 28.421 ;;; 1 ; 100.000 ; 1 ; 100.000 ; 13 ; 128.421 ;
155;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 14 ; 60.971 ; 14 ; 60.971 ;;;;; -   ; -   ; 14 ; 60.971 ;
156;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 3 ; 19.500 ; 3 ; 19.500 ; 6 ; 39.000 ; 6 ; 39.000 ;
