Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Jun/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
67;59.118.133;BANCO LUSO BRASILEIRO S.A.; 326 ; 72.161.270 ; 592 ; 69.101.472 ; 118 ; 22.474.232 ; 1.808 ; 70.744.444 ; 2.844 ; 234.481.418 ; 1.087 ; 142.492.823 ; 401 ; 97.300.098 ; 1.488 ; 239.792.920 ; 4.332 ; 474.274.338 ;
68;30.723.886;BANCO MODAL S.A.; 20 ; 15.846.374 ; 255 ; 21.338.766 ; 155 ; 170.529.873 ; 471 ; 141.605.471 ; 901 ; 349.320.483 ; 35 ; 42.660.894 ; 33 ; 65.600.100 ; 68 ; 108.260.994 ; 969 ; 457.581.477 ;
69;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 9 ; 38.000.000 ; 729 ; 114.122.520 ; 59 ; 59.958.036 ; 86 ; 30.181.061 ; 883 ; 242.261.616 ; 207 ; 104.999.388 ; 53 ; 90.030.000 ; 260 ; 195.029.388 ; 1.143 ; 437.291.005 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 595 ; 19.939.160 ; 3.949 ; 125.568.537 ; 1.853 ; 42.802.994 ; 4.535 ; 52.590.437 ; 10.932 ; 240.901.129 ; 1.811 ; 148.104.202 ; 185 ; 32.744.897 ; 1.996 ; 180.849.099 ; 12.928 ; 421.750.228 ;
71;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 5 ; 45.648 ; 254 ; 10.992.776 ; 5.505 ; 21.153.009 ; 10.035 ; 77.105.674 ; 15.799 ; 109.297.108 ; 8.222 ; 182.651.369 ; 380 ; 116.172.558 ; 8.602 ; 298.823.927 ; 24.401 ; 408.121.036 ;
72;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 11 ; 291.076 ; 768 ; 19.694.530 ; 389 ; 2.842.300 ; 5.128 ; 67.750.455 ; 6.296 ; 90.578.362 ; 6.365 ; 198.316.904 ; 387 ; 113.933.729 ; 6.752 ; 312.250.633 ; 13.048 ; 402.828.995 ;
73;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 202 ; 47.442.741 ; 240 ; 38.920.323 ; 119 ; 30.737.322 ; 262 ; 21.141.132 ; 823 ; 138.241.518 ; 111 ; 119.808.964 ; 120 ; 133.736.256 ; 231 ; 253.545.221 ; 1.054 ; 391.786.739 ;
74;60.889.128;BANCO SOFISA S.A.; 618 ; 155.092.451 ; 530 ; 34.529.223 ; 87 ; 6.858.856 ; 565 ; 9.083.023 ; 1.800 ; 205.563.553 ; 63 ; 21.243.249 ; 71 ; 153.084.298 ; 134 ; 174.327.547 ; 1.934 ; 379.891.100 ;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 2.385 ; 123.731.764 ; 2.041 ; 56.131.421 ; 865 ; 19.048.141 ; 1.518 ; 63.114.119 ; 6.809 ; 262.025.446 ; 151 ; 39.889.054 ; 93 ; 70.752.227 ; 244 ; 110.641.281 ; 7.053 ; 372.666.726 ;
76;62.144.175;BANCO PINE S.A.; 54 ; 41.330.581 ; 53 ; 54.537.705 ; 26 ; 65.660.277 ; 271 ; 82.096.287 ; 404 ; 243.624.850 ; 21 ; 111.527.526 ; 11 ; 16.018.495 ; 32 ; 127.546.022 ; 436 ; 371.170.872 ;
77;15.114.366;BANCO BBM S/A; 166 ; 98.760.387 ; 5 ; 2.565.750 ; 69 ; 52.566.995 ; 223 ; 47.994.112 ; 463 ; 201.887.244 ; 28 ; 25.028.965 ; 59 ; 134.265.381 ; 87 ; 159.294.346 ; 550 ; 361.181.589 ;
78;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 8 ; 2.887.988 ; 63 ; 36.194.996 ; 249 ; 125.014.235 ; 1.154 ; 55.144.879 ; 1.474 ; 219.242.098 ; 61 ; 38.595.177 ; 46 ; 75.106.979 ; 107 ; 113.702.156 ; 1.581 ; 332.944.254 ;
79;92.894.922;BANCO ORIGINAL S.A.; 69 ; 123.029.249 ; 485 ; 76.085.342 ; 164 ; 1.400.260 ; 1.110 ; 30.564.466 ; 1.828 ; 231.079.318 ; 73 ; 46.731.195 ; 31 ; 53.380.737 ; 104 ; 100.111.932 ; 1.932 ; 331.191.250 ;
80;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 37 ; 579.845 ; 670 ; 25.490.228 ; 678 ; 2.353.022 ; 2.392 ; 16.439.817 ; 3.777 ; 44.862.912 ; 2.438 ; 142.353.209 ; 416 ; 103.270.028 ; 2.854 ; 245.623.237 ; 6.631 ; 290.486.150 ;
81;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 492 ; 86.017.591 ; 671 ; 42.010.040 ; 385 ; 2.244.634 ; 336 ; 15.196.355 ; 1.884 ; 145.468.619 ; 340 ; 57.215.763 ; 196 ; 86.715.867 ; 536 ; 143.931.631 ; 2.420 ; 289.400.250 ;
82;67.391.821;S. HAYATA CORRETORA DE CÂMBIO S.A.; 45 ; 634.255 ; 1.889 ; 84.235.687 ; 447 ; 3.476.541 ; 4.013 ; 47.227.379 ; 6.394 ; 135.573.863 ; 3.859 ; 134.828.655 ; 91 ; 7.407.072 ; 3.950 ; 142.235.727 ; 10.344 ; 277.809.590 ;
83;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 2 ; 276.231.745 ;;; 2 ; 276.231.745 ; 2 ; 276.231.745 ;
84;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 135 ; 5.230.925 ; 3.139 ; 83.571.839 ; 1.774 ; 12.983.940 ; 5.460 ; 46.284.057 ; 10.508 ; 148.070.761 ; 3.546 ; 117.775.099 ; 286 ; 6.158.834 ; 3.832 ; 123.933.933 ; 14.340 ; 272.004.694 ;
85;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 50 ; 13.035.162 ; 32 ; 3.159.564 ; 73 ; 80.382.193 ; 226 ; 42.349.398 ; 381 ; 138.926.317 ; 19 ; 37.273.221 ; 25 ; 85.183.053 ; 44 ; 122.456.274 ; 425 ; 261.382.591 ;
86;61.024.352;BANCO INDUSVAL S.A.; 282 ; 53.347.659 ; 275 ; 18.575.840 ; 108 ; 5.546.060 ; 462 ; 32.800.924 ; 1.127 ; 110.270.483 ; 118 ; 56.412.302 ; 127 ; 83.558.716 ; 245 ; 139.971.019 ; 1.372 ; 250.241.501 ;
87;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 261 ; 5.241.519 ; 3.945 ; 73.860.468 ; 1.033 ; 18.445.488 ; 4.032 ; 34.672.650 ; 9.271 ; 132.220.125 ; 2.464 ; 94.093.373 ; 135 ; 9.211.667 ; 2.599 ; 103.305.040 ; 11.870 ; 235.525.165 ;
88;61.033.106;BANCO BPN BRASIL S.A.; 13 ; 336.357 ; 19 ; 532.506 ; 231 ; 98.020.749 ; 130 ; 63.123.597 ; 393 ; 162.013.208 ; 56 ; 17.552.296 ; 89 ; 54.747.289 ; 145 ; 72.299.585 ; 538 ; 234.312.792 ;
89;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 16 ; 757.268 ; 256 ; 5.159.376 ; 2.149 ; 12.690.012 ; 8.831 ; 83.248.945 ; 11.252 ; 101.855.601 ; 5.033 ; 103.552.673 ; 377 ; 28.539.000 ; 5.410 ; 132.091.673 ; 16.662 ; 233.947.275 ;
90;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 42 ; 29.942.859 ; 44 ; 9.264.227 ; 42 ; 30.921.031 ; 56 ; 37.254.270 ; 184 ; 107.382.387 ; 40 ; 42.233.404 ; 64 ; 56.538.325 ; 104 ; 98.771.729 ; 288 ; 206.154.116 ;
91;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 25 ; 441.227 ; 276 ; 2.227.656 ; 935 ; 100.396.575 ; 1.236 ; 103.065.458 ; 5.996 ; 99.541.044 ; 22 ; 745.157 ; 6.018 ; 100.286.201 ; 7.254 ; 203.351.660 ;
92;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 58 ; 49.365.108 ; 8 ; 5.042.336 ; 17 ; 39.350.677 ; 188 ; 5.239.256 ; 271 ; 98.997.377 ; 23 ; 10.850.581 ; 38 ; 87.641.413 ; 61 ; 98.491.994 ; 332 ; 197.489.371 ;
93;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.;;; 18 ; 204.735 ; 837 ; 7.168.496 ; 2.159 ; 58.173.309 ; 3.014 ; 65.546.540 ; 5.512 ; 90.687.986 ; 360 ; 39.505.558 ; 5.872 ; 130.193.544 ; 8.886 ; 195.740.084 ;
94;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;; 820 ; 4.001.388 ; 3.144 ; 96.227.353 ; 3.964 ; 100.228.741 ; 3.644 ; 93.514.060 ; 17 ; 59.886 ; 3.661 ; 93.573.946 ; 7.625 ; 193.802.687 ;
95;59.285.411;BANCO PAN S.A.; 31 ; 7.349.642 ;;; 61 ; 7.518.829 ; 198 ; 65.736.253 ; 290 ; 80.604.725 ; 5 ; 62.681.463 ; 27 ; 43.100.029 ; 32 ; 105.781.492 ; 322 ; 186.386.216 ;
96;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 88.661 ; 914 ; 23.311.449 ; 82 ; 140.792 ; 3.661 ; 55.686.180 ; 4.661 ; 79.227.083 ; 3.178 ; 87.547.596 ; 83 ; 8.771.890 ; 3.261 ; 96.319.485 ; 7.922 ; 175.546.568 ;
97;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 143 ; 1.849.533 ; 1.788 ; 35.954.465 ; 564 ; 5.408.935 ; 3.187 ; 39.838.050 ; 5.682 ; 83.050.983 ; 7.801 ; 72.216.533 ; 233 ; 3.682.319 ; 8.034 ; 75.898.851 ; 13.716 ; 158.949.834 ;
98;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 132 ; 3.164.700 ; 1.443 ; 34.954.102 ; 1.012 ; 8.901.238 ; 5.025 ; 43.430.599 ; 7.612 ; 90.450.639 ; 5.405 ; 67.384.772 ; 38 ; 851.070 ; 5.443 ; 68.235.842 ; 13.055 ; 158.686.481 ;
99;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 102 ; 2.853.907 ; 2.571 ; 9.444.506 ; 5.715 ; 72.501.068 ; 8.388 ; 84.799.480 ; 3.766 ; 66.307.016 ; 18 ; 366.095 ; 3.784 ; 66.673.111 ; 12.172 ; 151.472.591 ;
100;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 3 ; 27.284 ; 37 ; 874.799 ; 855 ; 9.412.217 ; 1.952 ; 22.721.628 ; 2.847 ; 33.035.927 ; 1.141 ; 57.104.740 ; 314 ; 42.954.337 ; 1.455 ; 100.059.077 ; 4.302 ; 133.095.005 ;
101;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 70 ; 9.891.684 ; 86 ; 1.961.498 ; 16 ; 5.468.830 ; 104 ; 21.055.472 ; 276 ; 38.377.484 ; 32 ; 42.694.415 ; 35 ; 37.120.356 ; 67 ; 79.814.771 ; 343 ; 118.192.255 ;
102;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 6 ; 49.622 ; 191 ; 2.850.837 ; 3.171 ; 6.703.973 ; 6.076 ; 35.108.867 ; 9.444 ; 44.713.298 ; 2.947 ; 52.166.282 ; 181 ; 20.906.423 ; 3.128 ; 73.072.705 ; 12.572 ; 117.786.003 ;
103;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 9 ; 23.102 ; 748 ; 22.911.095 ; 800 ; 8.215.222 ; 7.962 ; 20.414.592 ; 9.519 ; 51.564.011 ; 2.129 ; 43.884.244 ; 295 ; 9.023.003 ; 2.424 ; 52.907.246 ; 11.943 ; 104.471.257 ;
104;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 109 ; 1.595.684 ; 797 ; 16.621.113 ; 918 ; 9.566.413 ; 2.793 ; 30.300.955 ; 4.617 ; 58.084.166 ; 2.298 ; 39.498.683 ; 44 ; 3.657.585 ; 2.342 ; 43.156.268 ; 6.959 ; 101.240.434 ;
105;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 131 ; 4.192.593 ; 997 ; 27.949.504 ; 606 ; 4.222.023 ; 2.383 ; 17.435.803 ; 4.117 ; 53.799.923 ; 2.197 ; 41.571.609 ; 177 ; 4.663.300 ; 2.374 ; 46.234.909 ; 6.491 ; 100.034.832 ;
106;33.042.151;BANCO DE LA NACION ARGENTINA; 28 ; 9.240.000 ; 36 ; 5.972.577 ; 2.120 ; 2.812.310 ; 544 ; 1.135.329 ; 2.728 ; 19.160.216 ; 45 ; 32.872.965 ; 52 ; 37.515.143 ; 97 ; 70.388.108 ; 2.825 ; 89.548.324 ;
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 15 ; 277.873 ; 358 ; 9.304.060 ; 1.185 ; 7.514.006 ; 2.323 ; 23.944.606 ; 3.881 ; 41.040.546 ; 2.217 ; 36.140.939 ; 285 ; 10.637.164 ; 2.502 ; 46.778.104 ; 6.383 ; 87.818.649 ;
108;34.266.668;KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 81 ; 1.949.778 ; 139 ; 602.915 ; 435 ; 41.290.781 ; 655 ; 43.843.474 ; 1.821 ; 42.964.534 ; 8 ; 315.637 ; 1.829 ; 43.280.171 ; 2.484 ; 87.123.645 ;
109;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 18 ; 345.140 ; 635 ; 14.868.109 ; 165 ; 2.425.929 ; 4.164 ; 23.984.972 ; 4.982 ; 41.624.150 ; 2.926 ; 39.441.546 ; 127 ; 2.833.149 ; 3.053 ; 42.274.695 ; 8.035 ; 83.898.844 ;
110;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 81 ; 3.020.635 ; 411 ; 10.417.527 ; 2.682 ; 28.603.375 ; 3.174 ; 42.041.537 ; 52 ; 24.483.669 ; 16 ; 7.225.131 ; 68 ; 31.708.801 ; 3.242 ; 73.750.338 ;
111;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 77 ; 250.995 ; 244 ; 3.649.670 ; 2.761 ; 4.285.156 ; 12.131 ; 24.985.336 ; 15.213 ; 33.171.157 ; 1.807 ; 32.050.853 ; 115 ; 7.921.633 ; 1.922 ; 39.972.486 ; 17.135 ; 73.143.643 ;
112;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 8 ; 602.040 ; 262 ; 5.192.188 ; 299 ; 12.473.087 ; 1.797 ; 22.188.878 ; 2.366 ; 40.456.193 ; 682 ; 21.500.819 ; 121 ; 7.195.640 ; 803 ; 28.696.460 ; 3.169 ; 69.152.653 ;
113;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 778 ; 2.771.589 ; 1.851 ; 33.490.949 ; 2.629 ; 36.262.538 ; 1.652 ; 30.834.176 ; 17 ; 120.632 ; 1.669 ; 30.954.809 ; 4.298 ; 67.217.347 ;
114;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA;;; 157 ; 3.021.651 ; 159 ; 1.192.395 ; 812 ; 28.187.449 ; 1.128 ; 32.401.496 ; 1.746 ; 31.152.057 ; 27 ; 1.108.083 ; 1.773 ; 32.260.140 ; 2.901 ; 64.661.636 ;
115;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 255 ; 869.372 ; 1.940 ; 31.779.410 ; 2.195 ; 32.648.781 ; 3.828 ; 31.416.600 ; 47 ; 555.793 ; 3.875 ; 31.972.393 ; 6.070 ; 64.621.175 ;
116;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 25 ; 1.102.123 ; 16 ; 2.149.786 ; 223 ; 3.189.543 ; 345 ; 13.542.112 ; 609 ; 19.983.564 ; 119 ; 15.077.872 ; 33 ; 26.571.494 ; 152 ; 41.649.366 ; 761 ; 61.632.930 ;
117;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 1 ; 81.266 ; 2 ; 137.224 ; 3.363 ; 29.436.112 ; 80 ; 248.514 ; 3.446 ; 29.903.116 ; 21 ; 238.219 ; 227 ; 29.370.229 ; 248 ; 29.608.449 ; 3.694 ; 59.511.565 ;
118;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 21 ; 427.307 ; 41 ; 498.538 ; 1.312 ; 3.711.402 ; 3.403 ; 28.220.170 ; 4.777 ; 32.857.418 ; 2.287 ; 24.932.371 ; 21 ; 442.832 ; 2.308 ; 25.375.204 ; 7.085 ; 58.232.621 ;
119;04.902.979;BANCO DA AMAZONIA S.A.; 250 ; 20.626.780 ; 134 ; 5.420.742 ; 109 ; 1.517.805 ; 346 ; 2.252.323 ; 839 ; 29.817.650 ; 36 ; 6.088.111 ; 124 ; 20.746.085 ; 160 ; 26.834.196 ; 999 ; 56.651.846 ;
120;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 48 ; 1.800.797 ; 515 ; 22.687.398 ; 84 ; 1.155.645 ; 969 ; 2.043.530 ; 1.616 ; 27.687.369 ; 992 ; 25.234.716 ; 117 ; 3.459.838 ; 1.109 ; 28.694.553 ; 2.725 ; 56.381.922 ;
121;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 5 ; 78.227 ; 784 ; 2.926.050 ; 2.616 ; 25.145.135 ; 3.405 ; 28.149.413 ; 1.488 ; 22.408.366 ; 73 ; 220.365 ; 1.561 ; 22.628.731 ; 4.966 ; 50.778.143 ;
122;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 3 ; 300.000 ; 209 ; 2.908.585 ; 247 ; 3.814.518 ; 3.417 ; 18.856.785 ; 3.876 ; 25.879.888 ; 989 ; 21.123.056 ; 79 ; 3.447.656 ; 1.068 ; 24.570.713 ; 4.944 ; 50.450.600 ;
123;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 17 ; 123.115 ; 228 ; 6.374.592 ; 731 ; 4.447.028 ; 2.079 ; 14.990.288 ; 3.055 ; 25.935.023 ; 1.726 ; 18.976.356 ; 195 ; 2.179.437 ; 1.921 ; 21.155.792 ; 4.976 ; 47.090.815 ;
124;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 26 ; 644.056 ; 563 ; 21.549.871 ; 589 ; 22.193.926 ; 515 ; 21.258.733 ; 12 ; 353.330 ; 527 ; 21.612.063 ; 1.116 ; 43.805.990 ;
125;07.679.404;BANCO TOPÁZIO S.A.; 5 ; 2.693.652 ; 60 ; 3.683.365 ; 241 ; 4.045.490 ; 430 ; 10.006.836 ; 736 ; 20.429.343 ; 53 ; 11.695.107 ; 21 ; 4.670.766 ; 74 ; 16.365.873 ; 810 ; 36.795.216 ;
126;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 8.943 ; 3.514.858 ; 16.260 ; 17.085.010 ; 25.203 ; 20.599.868 ; 432 ; 13.398.493 ; 1 ; 31.004 ; 433 ; 13.429.497 ; 25.636 ; 34.029.365 ;
127;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 1.862 ; 2.544.829 ; 8.034 ; 16.127.961 ; 9.896 ; 18.672.790 ; 286 ; 13.058.736 ;;; 286 ; 13.058.736 ; 10.182 ; 31.731.526 ;
128;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 8 ; 149.149 ; 75 ; 1.372.062 ; 206 ; 2.328.692 ; 1.474 ; 13.729.915 ; 1.763 ; 17.579.818 ; 687 ; 13.204.693 ; 59 ; 579.850 ; 746 ; 13.784.543 ; 2.509 ; 31.364.362 ;
129;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 1.085 ; 8.811.235 ; 1.498 ; 14.167.442 ; 2.583 ; 22.978.677 ; 1.858 ; 6.305.658 ; 53 ; 951.223 ; 1.911 ; 7.256.882 ; 4.494 ; 30.235.559 ;
130;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 6 ; 32.866 ; 587 ; 1.644.768 ; 1.160 ; 14.203.868 ; 1.753 ; 15.881.502 ; 1.012 ; 12.710.407 ; 36 ; 131.584 ; 1.048 ; 12.841.991 ; 2.801 ; 28.723.493 ;
131;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 2 ; 14.585 ; 983 ; 8.099.559 ; 1.220 ; 12.394.232 ; 2.205 ; 20.508.376 ; 573 ; 5.512.668 ; 76 ; 1.335.431 ; 649 ; 6.848.098 ; 2.854 ; 27.356.475 ;
132;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 4 ; 96.964 ; 38 ; 447.088 ; 664 ; 437.766 ; 5.995 ; 10.545.332 ; 6.701 ; 11.527.150 ; 1.471 ; 10.406.311 ; 5 ; 33.512 ; 1.476 ; 10.439.822 ; 8.177 ; 21.966.973 ;
133;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;; 4 ; 9.514 ; 2.586 ; 1.358.755 ; 10.762 ; 10.621.655 ; 13.352 ; 11.989.924 ; 477 ; 9.599.053 ; 16 ; 262.226 ; 493 ; 9.861.278 ; 13.845 ; 21.851.202 ;
134;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 86 ; 3.555.736 ; 35 ; 1.874.395 ; 70 ; 1.157.625 ; 529 ; 2.789.226 ; 720 ; 9.376.982 ; 105 ; 4.414.272 ; 67 ; 4.445.725 ; 172 ; 8.859.998 ; 892 ; 18.236.980 ;
135;62.237.649;CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;;;; 224 ; 419.658 ; 1.195 ; 8.151.646 ; 1.419 ; 8.571.304 ; 1.541 ; 8.363.642 ; 18 ; 649.876 ; 1.559 ; 9.013.519 ; 2.978 ; 17.584.823 ;
136;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 92 ; 625.394 ; 38 ; 493.514 ; 502 ; 2.625.906 ; 2.811 ; 6.382.218 ; 3.443 ; 10.127.033 ; 548 ; 5.064.775 ; 65 ; 1.445.170 ; 613 ; 6.509.945 ; 4.056 ; 16.636.978 ;
137;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 815 ; 3.036.653 ; 1.197 ; 7.982.787 ; 2.012 ; 11.019.440 ; 430 ; 5.287.453 ; 7 ; 305.000 ; 437 ; 5.592.453 ; 2.449 ; 16.611.892 ;
138;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.;;;;; 710 ; 2.622.117 ; 1.386 ; 7.925.376 ; 2.096 ; 10.547.492 ; 546 ; 5.299.314 ;;; 546 ; 5.299.314 ; 2.642 ; 15.846.806 ;
139;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.;;; 22 ; 918.290 ; 210 ; 2.768.002 ; 748 ; 4.126.921 ; 980 ; 7.813.213 ; 383 ; 4.702.972 ; 99 ; 2.426.207 ; 482 ; 7.129.178 ; 1.462 ; 14.942.392 ;
140;17.902.616;POLO CORRETORA DE CÂMBIO LTDA.;;;;; 630 ; 2.107.120 ; 963 ; 6.556.722 ; 1.593 ; 8.663.842 ; 489 ; 4.489.702 ; 2 ; 21.139 ; 491 ; 4.510.841 ; 2.084 ; 13.174.683 ;
141;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 9.006 ; 5.411.195 ; 7.079 ; 5.790.826 ; 16.085 ; 11.202.021 ; 193 ; 852.613 ; 35 ; 532.913 ; 228 ; 1.385.526 ; 16.313 ; 12.587.547 ;
142;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 1 ; 1.633 ; 79 ; 3.140.960 ; 55 ; 830.733 ; 457 ; 2.084.269 ; 592 ; 6.057.595 ; 475 ; 5.270.097 ; 41 ; 819.568 ; 516 ; 6.089.665 ; 1.108 ; 12.147.260 ;
143;14.388.334;PARANÁ BANCO S.A.; 13 ; 1.604.338 ; 6 ; 2.218.395 ;;; 27 ; 105.527 ; 46 ; 3.928.260 ; 2 ; 2.700.000 ; 8 ; 5.300.000 ; 10 ; 8.000.000 ; 56 ; 11.928.260 ;
144;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 103 ; 136.738 ; 746 ; 5.924.156 ; 849 ; 6.060.894 ; 936 ; 5.803.031 ; 32 ; 17.123 ; 968 ; 5.820.154 ; 1.817 ; 11.881.048 ;
145;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;;;; 5.796 ; 2.227.031 ; 7.340 ; 5.530.665 ; 13.136 ; 7.757.695 ; 371 ; 3.522.187 ; 14 ; 225.184 ; 385 ; 3.747.371 ; 13.521 ; 11.505.066 ;
146;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 30 ; 954.455 ; 79 ; 1.754.919 ; 11 ; 85.114 ; 204 ; 2.674.463 ; 324 ; 5.468.951 ; 133 ; 4.389.252 ; 30 ; 1.002.088 ; 163 ; 5.391.341 ; 487 ; 10.860.292 ;
147;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.;;;;; 550 ; 3.161.112 ; 745 ; 5.242.874 ; 1.295 ; 8.403.986 ; 306 ; 2.265.092 ; 30 ; 190.549 ; 336 ; 2.455.641 ; 1.631 ; 10.859.627 ;
148;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;;;; 783 ; 346.097 ; 986 ; 2.118.871 ; 1.769 ; 2.464.968 ; 207 ; 4.589.770 ; 85 ; 2.807.670 ; 292 ; 7.397.440 ; 2.061 ; 9.862.408 ;
149;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 4 ; 160.527 ; 43 ; 273.175 ; 632 ; 4.383.170 ; 679 ; 4.816.872 ; 962 ; 4.456.290 ; 23 ; 187.846 ; 985 ; 4.644.136 ; 1.664 ; 9.461.008 ;
150;00.416.968;BANCO INTERMEDIUM S/A;;;;; 4 ; 6.600 ; 33 ; 4.063.498 ; 37 ; 4.070.097 ; 11 ; 5.094.998 ; 6 ; 9.981 ; 17 ; 5.104.980 ; 54 ; 9.175.077 ;
