Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Nov/2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
70;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 267 ; 43.365.781 ; 232 ; 4.870.977 ; 74 ; 11.625.961 ; 479 ; 334.774.454 ; 1.052 ; 394.637.174 ; 63 ; 345.226.552 ; 25 ; 59.278.246 ; 88 ; 404.504.798 ; 1.140 ; 799.141.972 
71;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 130 ; 200.044.344 ; 108 ; 108.295.435 ; 14 ; 19.334.716 ; 743 ; 102.360.311 ; 995 ; 430.034.807 ; 80 ; 172.025.502 ; 42 ; 185.610.183 ; 122 ; 357.635.685 ; 1.117 ; 787.670.491 
72;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 860 ; 16.995.278 ; 12.266 ; 263.617.706 ; 2.977 ; 58.722.049 ; 10.973 ; 92.645.218 ; 27.076 ; 431.980.250 ; 4.547 ; 286.040.746 ; 62 ; 5.447.644 ; 4.609 ; 291.488.390 ; 31.685 ; 723.468.640 
73;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 441 ; 10.063.006 ; 9.879 ; 237.012.686 ; 4.296 ; 40.094.818 ; 10.738 ; 89.734.619 ; 25.354 ; 376.905.130 ; 14.611 ; 309.724.537 ; 1.804 ; 33.220.751 ; 16.415 ; 342.945.287 ; 41.769 ; 719.850.417 
74;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 435 ; 220.243.989 ; 386 ; 47.430.324 ; 228 ; 27.479.302 ; 407 ; 55.528.705 ; 1.456 ; 350.682.320 ; 226 ; 111.608.099 ; 281 ; 255.349.786 ; 507 ; 366.957.885 ; 1.963 ; 717.640.205 
75;33.923.798;BANCO MÁXIMA S.A.; 70 ; 152.668.472 ; 265 ; 15.007.271 ; 936 ; 55.123.379 ; 20.454 ; 91.220.682 ; 21.725 ; 314.019.804 ; 126 ; 155.337.856 ; 86 ; 239.935.085 ; 212 ; 395.272.941 ; 21.937 ; 709.292.745 
76;60.889.128;BANCO SOFISA S.A.; 1.175 ; 197.114.435 ; 1.008 ; 56.688.124 ; 129 ; 35.966.358 ; 999 ; 41.542.218 ; 3.311 ; 331.311.134 ; 127 ; 143.308.235 ; 109 ; 200.048.258 ; 236 ; 343.356.493 ; 3.547 ; 674.667.627 
77;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 333 ; 5.820.525 ; 2.808 ; 59.326.637 ; 13.637 ; 32.060.765 ; 13.319 ; 142.463.305 ; 30.097 ; 239.671.232 ; 14.839 ; 279.455.272 ; 3.893 ; 115.458.055 ; 18.732 ; 394.913.327 ; 48.829 ; 634.584.559 
78;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 11 ; 11.727 ; 11 ; 11.727 ; 345 ; 311.281.603 ; 702 ; 311.165.867 ; 1.047 ; 622.447.470 ; 1.058 ; 622.459.197 
79;61.186.680;BANCO BMG S.A.; 21 ; 34.577.239 ; 20 ; 25.161.612 ; 22 ; 27.629.734 ; 194 ; 147.547.662 ; 257 ; 234.916.246 ; 27 ; 250.893.033 ; 18 ; 92.004.463 ; 45 ; 342.897.497 ; 302 ; 577.813.743 
80;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 14 ; 9.899.638 ; 117 ; 39.064.701 ; 431 ; 147.752.040 ; 523 ; 114.028.402 ; 1.085 ; 310.744.781 ; 138 ; 122.354.623 ; 121 ; 126.902.030 ; 259 ; 249.256.653 ; 1.344 ; 560.001.434 
81;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 227 ; 3.304.470 ; 3.284 ; 64.527.875 ; 3.965 ; 35.861.508 ; 36.088 ; 205.479.501 ; 43.564 ; 309.173.355 ; 16.892 ; 238.489.028 ; 151 ; 7.005.789 ; 17.043 ; 245.494.817 ; 60.607 ; 554.668.172 
82;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 4.918 ; 164.334.113 ; 2.315 ; 75.465.835 ; 854 ; 13.080.010 ; 3.660 ; 28.218.473 ; 11.747 ; 281.098.431 ; 284 ; 86.161.321 ; 496 ; 156.604.601 ; 780 ; 242.765.922 ; 12.527 ; 523.864.353 
83;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 112 ; 82.399.618 ; 174 ; 44.547.871 ; 199 ; 135.437.950 ; 511 ; 83.037.609 ; 996 ; 345.423.049 ; 57 ; 37.996.078 ; 71 ; 137.744.810 ; 128 ; 175.740.889 ; 1.124 ; 521.163.938 
84;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 1 ; 23.752.033 ; 1 ; 23.752.033 ; 3 ; 357.785.625 ; 1 ; 134.847.218 ; 4 ; 492.632.843 ; 5 ; 516.384.877 
85;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 1.855 ; 115.142.942 ; 2.604 ; 59.601.776 ; 4.828 ; 20.364.420 ; 14.088 ; 81.107.641 ; 23.375 ; 276.216.779 ; 7.272 ; 120.375.688 ; 1.139 ; 115.169.521 ; 8.411 ; 235.545.209 ; 31.786 ; 511.761.988 
86;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 4.220 ; 42.621.485 ; 5.025 ; 93.863.910 ; 9.245 ; 136.485.395 ; 6.745 ; 204.368.991 ; 758 ; 153.104.839 ; 7.503 ; 357.473.830 ; 16.748 ; 493.959.226 
87;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 227 ; 3.493.482 ; 7.670 ; 169.618.192 ; 2.019 ; 15.054.595 ; 9.336 ; 70.252.614 ; 19.252 ; 258.418.883 ; 5.361 ; 223.877.598 ; 91 ; 2.550.879 ; 5.452 ; 226.428.477 ; 24.704 ; 484.847.360 
88;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 52 ; 1.188.078 ; 662 ; 14.156.342 ; 1.577 ; 13.010.668 ; 6.130 ; 166.198.368 ; 8.421 ; 194.553.456 ; 23.265 ; 212.407.713 ; 529 ; 46.074.900 ; 23.794 ; 258.482.613 ; 32.215 ; 453.036.069 
89;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 48 ; 49.351.198 ; 123 ; 19.854.738 ; 58 ; 36.834.921 ; 111 ; 20.279.085 ; 340 ; 126.319.942 ; 106 ; 128.974.069 ; 115 ; 196.889.066 ; 221 ; 325.863.134 ; 561 ; 452.183.076 
90;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 206 ; 4.953.700 ; 689 ; 10.153.510 ; 4.089 ; 13.509.689 ; 15.513 ; 189.540.957 ; 20.497 ; 218.157.856 ; 11.921 ; 186.524.587 ; 196 ; 5.627.926 ; 12.117 ; 192.152.513 ; 32.614 ; 410.310.368 
91;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 38 ; 1.210.398 ; 561 ; 10.739.291 ; 3.797 ; 20.738.601 ; 17.087 ; 161.782.478 ; 21.483 ; 194.470.768 ; 8.636 ; 180.727.232 ; 498 ; 29.878.761 ; 9.134 ; 210.605.992 ; 30.617 ; 405.076.760 
92;62.144.175;BANCO PINE S.A.; 109 ; 65.148.350 ; 46 ; 23.216.048 ; 19 ; 36.518.067 ; 333 ; 71.576.123 ; 507 ; 196.458.588 ; 23 ; 73.117.850 ; 24 ; 110.502.620 ; 47 ; 183.620.471 ; 554 ; 380.079.058 
93;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 3.686 ; 16.364.101 ; 8.883 ; 182.247.156 ; 12.569 ; 198.611.257 ; 12.841 ; 167.985.165 ; 117 ; 794.286 ; 12.958 ; 168.779.450 ; 25.527 ; 367.390.708 
94;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 202 ; 2.948.389 ; 7.574 ; 32.437.395 ; 18.487 ; 158.916.119 ; 26.263 ; 194.301.903 ; 16.945 ; 150.702.510 ; 650 ; 21.453.939 ; 17.595 ; 172.156.449 ; 43.858 ; 366.458.352 
95;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 338 ; 4.180.288 ; 4.073 ; 79.146.528 ; 1.573 ; 20.016.141 ; 9.562 ; 94.017.317 ; 15.546 ; 197.360.273 ; 13.725 ; 155.414.147 ; 254 ; 6.456.855 ; 13.979 ; 161.871.002 ; 29.525 ; 359.231.275 
96;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 88.807 ; 1.632 ; 29.763.922 ; 95 ; 260.155 ; 7.153 ; 141.816.047 ; 8.884 ; 171.928.931 ; 7.165 ; 171.869.896 ; 50 ; 663.363 ; 7.215 ; 172.533.259 ; 16.099 ; 344.462.190 
97;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 170 ; 3.649.102 ; 269 ; 6.769.120 ; 1.555 ; 11.896.064 ; 4.289 ; 57.890.912 ; 6.283 ; 80.205.197 ; 3.664 ; 137.320.465 ; 665 ; 88.203.034 ; 4.329 ; 225.523.499 ; 10.612 ; 305.728.696 
98;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 2 ; 57.971 ; 48 ; 495.911 ; 2.232 ; 15.630.183 ; 5.839 ; 82.713.580 ; 8.121 ; 98.897.644 ; 8.685 ; 137.135.723 ; 689 ; 69.612.889 ; 9.374 ; 206.748.612 ; 17.495 ; 305.646.257 
99;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 4 ; 74.250 ; 537 ; 7.988.200 ; 1.966 ; 6.207.214 ; 6.750 ; 36.179.223 ; 9.257 ; 50.448.887 ; 2.919 ; 141.411.113 ; 530 ; 103.505.224 ; 3.449 ; 244.916.337 ; 12.706 ; 295.365.224 
100;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 472 ; 11.615.771 ; 5.961 ; 133.941.304 ; 6.433 ; 145.557.075 ; 5.897 ; 134.287.297 ; 473 ; 11.952.342 ; 6.370 ; 146.239.639 ; 12.803 ; 291.796.714 
101;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 15 ; 147.626 ; 396 ; 538.553 ; 1.017 ; 142.604.262 ; 1.428 ; 143.290.441 ; 5.602 ; 142.701.904 ; 16 ; 485.205 ; 5.618 ; 143.187.108 ; 7.046 ; 286.477.550 
102;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 311 ; 5.969.708 ; 2.192 ; 41.283.977 ; 1.435 ; 11.732.375 ; 5.681 ; 43.443.617 ; 9.619 ; 102.429.677 ; 4.031 ; 122.431.145 ; 615 ; 55.515.148 ; 4.646 ; 177.946.293 ; 14.265 ; 280.375.970 
103;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.; 3 ; 13.492 ; 94 ; 2.709.903 ; 3.983 ; 24.063.998 ; 7.952 ; 133.916.898 ; 12.032 ; 160.704.290 ; 6.395 ; 113.240.590 ; 43 ; 477.499 ; 6.438 ; 113.718.089 ; 18.470 ; 274.422.379 
104;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 5 ; 35.728 ; 716 ; 18.623.060 ; 661 ; 2.626.506 ; 2.436 ; 61.881.245 ; 3.818 ; 83.166.539 ; 2.969 ; 125.421.003 ; 478 ; 47.579.917 ; 3.447 ; 173.000.920 ; 7.265 ; 256.167.459 
105;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 53 ; 725.062 ; 200 ; 4.034.225 ; 4.971 ; 14.265.661 ; 10.511 ; 46.908.016 ; 15.735 ; 65.932.964 ; 4.682 ; 102.164.548 ; 1.035 ; 66.290.722 ; 5.717 ; 168.455.270 ; 21.452 ; 234.388.234 
106;00.416.968;BANCO INTER S.A.; 44 ; 587.414 ; 923 ; 20.805.889 ; 2.579 ; 16.006.233 ; 2.833 ; 76.321.879 ; 6.379 ; 113.721.415 ; 1.204 ; 98.274.240 ; 598 ; 18.248.048 ; 1.802 ; 116.522.289 ; 8.181 ; 230.243.703 
107;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 8 ; 83.937 ; 203 ; 4.465.369 ; 12.185 ; 16.435.986 ; 25.081 ; 100.971.671 ; 37.477 ; 121.956.963 ; 8.052 ; 98.564.743 ; 179 ; 9.641.227 ; 8.231 ; 108.205.969 ; 45.708 ; 230.162.932 
108;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 31 ; 305.979 ; 437 ; 74.025.108 ; 4.364 ; 52.242.673 ; 4.832 ; 126.573.760 ; 111 ; 37.190.088 ; 26 ; 58.374.782 ; 137 ; 95.564.870 ; 4.969 ; 222.138.630 
109;61.024.352;BANCO INDUSVAL S.A.; 228 ; 36.156.180 ; 242 ; 8.455.455 ; 272 ; 32.764.886 ; 817 ; 39.626.561 ; 1.559 ; 117.003.082 ; 256 ; 34.494.066 ; 122 ; 52.577.566 ; 378 ; 87.071.632 ; 1.937 ; 204.074.714 
110;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 40 ; 5.686.523 ; 27 ; 5.128.021 ; 59 ; 1.580.381 ; 76 ; 1.252.370 ; 202 ; 13.647.296 ; 87 ; 102.300.000 ; 101 ; 85.300.000 ; 188 ; 187.600.000 ; 390 ; 201.247.296 
111;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 9 ; 34.009 ; 1.099 ; 3.077.284 ; 3.546 ; 89.101.820 ; 4.654 ; 92.213.113 ; 6.402 ; 86.365.050 ; 80 ; 296.913 ; 6.482 ; 86.661.963 ; 11.136 ; 178.875.076 
112;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 16 ; 398.181 ; 324 ; 3.930.437 ; 656 ; 3.985.840 ; 6.901 ; 54.391.394 ; 7.897 ; 62.705.852 ; 6.158 ; 84.943.143 ; 1.451 ; 31.029.927 ; 7.609 ; 115.973.071 ; 15.506 ; 178.678.923 
113;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 283 ; 3.412.428 ; 855 ; 24.921.548 ; 3.121 ; 17.349.964 ; 6.278 ; 52.431.612 ; 10.537 ; 98.115.552 ; 5.191 ; 65.828.732 ; 735 ; 9.152.545 ; 5.926 ; 74.981.277 ; 16.463 ; 173.096.829 
114;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 24 ; 292.772 ; 1.639 ; 46.793.997 ; 935 ; 11.065.727 ; 3.960 ; 28.031.837 ; 6.558 ; 86.184.332 ; 4.039 ; 74.704.772 ; 681 ; 11.236.278 ; 4.720 ; 85.941.050 ; 11.278 ; 172.125.382 
115;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 924 ; 3 ; 162.652 ; 453 ; 30.881.088 ; 642 ; 47.874.417 ; 1.099 ; 78.919.082 ; 183 ; 52.405.795 ; 94 ; 38.087.848 ; 277 ; 90.493.643 ; 1.376 ; 169.412.725 
116;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 52 ; 255.560 ; 2.124 ; 7.378.672 ; 8.531 ; 69.470.461 ; 10.707 ; 77.104.693 ; 4.689 ; 62.424.637 ; 52 ; 841.314 ; 4.741 ; 63.265.952 ; 15.448 ; 140.370.644 
117;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 19 ; 417.037 ; 4 ; 53.656 ; 11.397 ; 7.765.520 ; 11.927 ; 14.306.639 ; 23.347 ; 22.542.851 ; 997 ; 61.073.825 ; 660 ; 54.926.428 ; 1.657 ; 116.000.253 ; 25.004 ; 138.543.104 
118;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 54 ; 909.158 ; 312 ; 2.375.238 ; 1.603 ; 63.274.293 ; 1.969 ; 66.558.689 ; 3.865 ; 63.866.960 ; 80 ; 2.345.118 ; 3.945 ; 66.212.078 ; 5.914 ; 132.770.767 
119;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 44 ; 908.556 ; 695 ; 13.679.720 ; 1.703 ; 3.452.875 ; 18.677 ; 46.718.325 ; 21.119 ; 64.759.477 ; 13.346 ; 60.534.264 ; 213 ; 4.628.993 ; 13.559 ; 65.163.257 ; 34.678 ; 129.922.734 
120;04.902.979;BANCO DA AMAZONIA S.A.; 415 ; 31.504.714 ; 157 ; 7.157.464 ; 148 ; 2.255.173 ; 788 ; 25.463.915 ; 1.508 ; 66.381.265 ; 142 ; 25.378.406 ; 134 ; 25.103.658 ; 276 ; 50.482.064 ; 1.784 ; 116.863.329 
121;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 67 ; 1.867.447 ; 142 ; 1.764.286 ; 561 ; 11.828.977 ; 4.068 ; 48.158.820 ; 4.838 ; 63.619.531 ; 1.852 ; 41.827.622 ; 216 ; 5.611.148 ; 2.068 ; 47.438.771 ; 6.906 ; 111.058.301 
122;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 17 ; 71.565 ; 2.918 ; 14.446.758 ; 6.180 ; 54.937.489 ; 9.115 ; 69.455.812 ; 1.660 ; 41.231.100 ; 12 ; 188.242 ; 1.672 ; 41.419.342 ; 10.787 ; 110.875.154 
123;33.042.151;BANCO DE LA NACION ARGENTINA; 30 ; 14.371.439 ; 23 ; 6.971.932 ; 4.046 ; 5.292.498 ; 776 ; 3.570.249 ; 4.875 ; 30.206.117 ; 32 ; 33.978.579 ; 71 ; 43.467.613 ; 103 ; 77.446.192 ; 4.978 ; 107.652.309 
124;59.285.411;BANCO PAN S.A.; 34 ; 3.848.159 ;;; 84 ; 473.175 ; 294 ; 43.886.001 ; 412 ; 48.207.334 ; 4 ; 39.127.320 ; 5 ; 5.750.000 ; 9 ; 44.877.320 ; 421 ; 93.084.654 
125;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 116 ; 409.795 ; 560 ; 6.406.144 ; 1.918 ; 6.576.539 ; 5.504 ; 37.792.192 ; 8.098 ; 51.184.670 ; 3.638 ; 38.547.010 ; 49 ; 1.326.837 ; 3.687 ; 39.873.847 ; 11.785 ; 91.058.517 
126;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 4.771 ; 4.076.070 ; 18.986 ; 44.593.042 ; 23.757 ; 48.669.112 ; 1.403 ; 40.250.910 ;;; 1.403 ; 40.250.910 ; 25.160 ; 88.920.022 
127;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 13 ; 207.707 ; 728 ; 17.305.992 ; 257 ; 3.036.714 ; 6.429 ; 23.036.827 ; 7.427 ; 43.587.240 ; 5.658 ; 40.260.503 ; 160 ; 3.159.831 ; 5.818 ; 43.420.334 ; 13.245 ; 87.007.574 
128;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 36 ; 2.252.598 ; 8 ; 162.826 ; 3.779 ; 40.539.291 ; 88 ; 1.255.290 ; 3.911 ; 44.210.005 ; 11 ; 404.456 ; 189 ; 41.778.412 ; 200 ; 42.182.867 ; 4.111 ; 86.392.872 
129;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 2 ; 14.413 ; 82 ; 1.642.264 ; 219 ; 3.317.780 ; 5.761 ; 37.777.281 ; 6.064 ; 42.751.738 ; 4.997 ; 37.764.340 ; 78 ; 1.682.472 ; 5.075 ; 39.446.812 ; 11.139 ; 82.198.550 
130;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 35 ; 1.003.942 ; 375 ; 8.989.691 ; 1.029 ; 17.180.623 ; 3.137 ; 20.020.585 ; 4.576 ; 47.194.840 ; 1.270 ; 22.395.557 ; 266 ; 11.596.990 ; 1.536 ; 33.992.547 ; 6.112 ; 81.187.387 
131;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 45 ; 210.214 ; 159 ; 2.966.478 ; 849 ; 16.449.874 ; 2.079 ; 23.128.489 ; 3.132 ; 42.755.055 ; 2.019 ; 22.350.666 ; 427 ; 12.922.524 ; 2.446 ; 35.273.190 ; 5.578 ; 78.028.245 
132;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 56 ; 1.701.433 ; 1.211 ; 19.833.594 ; 377 ; 5.772.497 ; 1.947 ; 9.746.408 ; 3.591 ; 37.053.931 ; 3.640 ; 29.937.845 ; 265 ; 7.830.171 ; 3.905 ; 37.768.016 ; 7.496 ; 74.821.947 
133;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 567 ; 26.120.562 ; 34 ; 1.336.742 ; 249 ; 4.737.075 ; 1.922 ; 5.204.786 ; 2.772 ; 37.399.166 ; 174 ; 5.530.839 ; 377 ; 29.831.435 ; 551 ; 35.362.274 ; 3.323 ; 72.761.439 
134;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 18.970 ; 6 ; 222.358 ; 1.345 ; 4.827.563 ; 4.365 ; 33.481.348 ; 5.717 ; 38.550.240 ; 1.529 ; 29.003.270 ; 1 ; 50.000 ; 1.530 ; 29.053.270 ; 7.247 ; 67.603.510 
135;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 11 ; 64.256 ; 2.049 ; 15.624.379 ; 3.850 ; 29.485.639 ; 5.910 ; 45.174.274 ; 2.055 ; 14.771.274 ; 60 ; 984.887 ; 2.115 ; 15.756.160 ; 8.025 ; 60.930.434 
136;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 409 ; 1.280.345 ; 4.196 ; 28.819.793 ; 4.605 ; 30.100.138 ; 5.586 ; 28.017.747 ; 55 ; 483.035 ; 5.641 ; 28.500.782 ; 10.246 ; 58.600.920 
137;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 198 ; 1.707.048 ; 142 ; 1.663.405 ; 1.397 ; 12.908.822 ; 7.394 ; 17.343.649 ; 9.131 ; 33.622.923 ; 1.270 ; 12.318.212 ; 190 ; 7.889.967 ; 1.460 ; 20.208.180 ; 10.591 ; 53.831.103 
138;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.868 ; 5.184.424 ; 4.408 ; 26.861.561 ; 6.276 ; 32.045.985 ; 2.019 ; 21.699.997 ; 3 ; 68.472 ; 2.022 ; 21.768.469 ; 8.298 ; 53.814.454 
139;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 46 ; 362.203 ; 1.135 ; 2.188.586 ; 14.400 ; 25.073.963 ; 15.581 ; 27.624.752 ; 4.925 ; 23.504.253 ; 16 ; 374.125 ; 4.941 ; 23.878.378 ; 20.522 ; 51.503.130 
140;13.839.639;MELHOR - CORRETORA DE CÂMBIO LTDA.;;;;; 1.280 ; 4.099.304 ; 3.308 ; 24.098.097 ; 4.588 ; 28.197.401 ; 2.717 ; 20.024.540 ; 4 ; 30.778 ; 2.721 ; 20.055.318 ; 7.309 ; 48.252.719 
141;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 1.332 ; 5.878.241 ; 3.090 ; 23.444.857 ; 4.422 ; 29.323.098 ; 1.428 ; 17.807.391 ; 7 ; 130.975 ; 1.435 ; 17.938.366 ; 5.857 ; 47.261.464 
142;69.078.350;J. ALVES CORRETORA DE CAMBIO LTDA; 1 ; 3.195 ; 195 ; 4.259.910 ; 88 ; 1.637.728 ; 1.048 ; 17.137.886 ; 1.332 ; 23.038.718 ; 2.615 ; 21.231.336 ; 58 ; 1.474.132 ; 2.673 ; 22.705.469 ; 4.005 ; 45.744.187 
143;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 47 ; 1.395.631 ; 487 ; 12.005.103 ; 367 ; 5.893.842 ; 747 ; 4.965.305 ; 1.648 ; 24.259.881 ; 757 ; 15.324.665 ; 231 ; 5.645.462 ; 988 ; 20.970.127 ; 2.636 ; 45.230.008 
144;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 11 ; 446.904 ; 16 ; 229.531 ; 4.453 ; 2.169.348 ; 19.390 ; 19.978.140 ; 23.870 ; 22.823.923 ; 1.617 ; 18.109.648 ; 27 ; 790.933 ; 1.644 ; 18.900.581 ; 25.514 ; 41.724.504 
145;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 3.447 ; 19.394.751 ; 3.210 ; 18.521.522 ; 6.657 ; 37.916.273 ; 166 ; 602.260 ; 25 ; 1.609.382 ; 191 ; 2.211.642 ; 6.848 ; 40.127.915 
146;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;; 241 ; 5.493.793 ; 111 ; 368.294 ; 3.313 ; 14.130.194 ; 3.665 ; 19.992.281 ; 1.566 ; 19.557.538 ; 22 ; 308.569 ; 1.588 ; 19.866.107 ; 5.253 ; 39.858.389 
147;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 13 ; 747.494 ; 912 ; 4.869.402 ; 2.037 ; 14.852.122 ; 2.962 ; 20.469.019 ; 734 ; 10.899.777 ; 5 ; 100.530 ; 739 ; 11.000.307 ; 3.701 ; 31.469.326 
148;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO; 3 ; 155.522 ; 221 ; 6.941.190 ; 115 ; 2.473.796 ; 770 ; 6.425.220 ; 1.109 ; 15.995.728 ; 791 ; 12.593.105 ; 76 ; 2.279.877 ; 867 ; 14.872.982 ; 1.976 ; 30.868.710 
149;16.789.470;TURISCAM CORRETORA DE CÂMBIO LTDA.;;; 4 ; 47.137 ; 1.022 ; 1.836.399 ; 2.528 ; 8.004.039 ; 3.554 ; 9.887.574 ; 1.649 ; 11.931.039 ; 371 ; 5.724.087 ; 2.020 ; 17.655.126 ; 5.574 ; 27.542.700 
150;34.974.170;HOYA CORRETORA DE VALORES E CAMBIO LTDA; 7 ; 146.370 ; 139 ; 1.988.003 ; 170 ; 2.622.803 ; 1.781 ; 9.990.158 ; 2.097 ; 14.747.334 ; 929 ; 10.735.689 ; 33 ; 1.519.255 ; 962 ; 12.254.944 ; 3.059 ; 27.002.278 
151;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 294 ; 241.846 ; 2.405 ; 12.552.437 ; 2.699 ; 12.794.283 ; 2.604 ; 12.584.920 ; 53 ; 289.185 ; 2.657 ; 12.874.106 ; 5.356 ; 25.668.389 
