Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Ago/2017;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 41.919 ; 19.058.881.479 ; 177.930 ; 16.585.585.290 ; 152.373 ; 42.062.825.751 ; 243.291 ; 47.143.077.629 ; 615.513 ; 124.850.370.149 ; 5.128 ; 59.894.827.567 ; 4.752 ; 51.820.308.898 ; 9.880 ; 111.715.136.465 ; 625.393 ; 236.565.506.614 ;;;;
2;33.479.023;BANCO CITIBANK S.A.; 10.504 ; 12.628.545.786 ; 53.847 ; 13.265.214.753 ; 68.817 ; 63.213.188.480 ; 111.013 ; 69.058.702.028 ; 244.181 ; 158.165.651.046 ; 1.981 ; 23.370.158.412 ; 2.003 ; 17.028.241.713 ; 3.984 ; 40.398.400.125 ; 248.165 ; 198.564.051.172 ;;;;
3;60.746.948;BANCO BRADESCO S.A.; 59.458 ; 28.364.873.951 ; 147.831 ; 19.016.700.087 ; 261.202 ; 31.692.923.056 ; 201.875 ; 42.086.874.721 ; 670.366 ; 121.161.371.814 ; 6.655 ; 24.092.746.166 ; 6.558 ; 24.911.598.648 ; 13.213 ; 49.004.344.814 ; 683.579 ; 170.165.716.629 ;;;;
4;33.172.537;BANCO J.P. MORGAN S.A.; 2.027 ; 4.089.782.652 ; 17.065 ; 3.965.687.619 ; 7.726 ; 37.213.784.441 ; 14.693 ; 37.889.302.034 ; 41.511 ; 83.158.556.746 ; 1.935 ; 23.876.422.651 ; 1.922 ; 22.810.181.252 ; 3.857 ; 46.686.603.903 ; 45.368 ; 129.845.160.649 ;;;;
5;60.701.190;ITAÚ UNIBANCO S.A.; 59.409 ; 11.087.201.433 ; 133.133 ; 11.071.950.966 ; 292.488 ; 28.221.753.862 ; 244.459 ; 28.927.356.819 ; 729.489 ; 79.308.263.080 ; 2.207 ; 19.956.599.596 ; 2.109 ; 16.397.147.992 ; 4.316 ; 36.353.747.588 ; 733.805 ; 115.662.010.668 ;;;;
6;00.000.000;BANCO DO BRASIL S.A.; 60.948 ; 25.553.718.106 ; 70.405 ; 11.341.106.092 ; 157.746 ; 11.211.953.133 ; 289.431 ; 16.821.541.687 ; 578.530 ; 64.928.319.017 ; 2.768 ; 7.206.917.791 ; 3.014 ; 15.457.749.117 ; 5.782 ; 22.664.666.909 ; 584.312 ; 87.592.985.926 ;;;;
7;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 218 ; 665.234.390 ; 2.323 ; 342.939.492 ; 1.422 ; 8.074.331.176 ; 2.885 ; 7.611.884.024 ; 6.848 ; 16.694.389.082 ; 1.200 ; 27.421.564.458 ; 1.113 ; 29.143.153.908 ; 2.313 ; 56.564.718.365 ; 9.161 ; 73.259.107.448 ;;;;
8;30.306.294;BANCO BTG PACTUAL S.A.; 340 ; 998.972.828 ; 228 ; 53.105.075 ; 2.873 ; 4.713.566.068 ; 3.679 ; 3.408.378.363 ; 7.120 ; 9.174.022.334 ; 978 ; 27.386.779.820 ; 1.013 ; 27.412.912.302 ; 1.991 ; 54.799.692.122 ; 9.111 ; 63.973.714.456 ;;;;
9;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 7 ; 98.639.072 ;;; 1.549 ; 4.539.841.904 ; 1.648 ; 5.069.848.825 ; 3.204 ; 9.708.329.800 ; 1.175 ; 21.438.329.005 ; 1.698 ; 21.444.394.133 ; 2.873 ; 42.882.723.138 ; 6.077 ; 52.591.052.938 ;;;;
10;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 1.820 ; 2.392.389.408 ; 7.611 ; 1.398.153.029 ; 6.256 ; 12.097.085.214 ; 11.414 ; 9.589.842.629 ; 27.101 ; 25.477.470.281 ; 3.198 ; 11.108.471.471 ; 3.310 ; 14.690.801.909 ; 6.508 ; 25.799.273.380 ; 33.609 ; 51.276.743.661 ;;;;
11;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 1.198 ; 670.231.883 ; 3.874 ; 594.095.926 ; 4.065 ; 4.312.163.306 ; 4.347 ; 4.006.520.193 ; 13.484 ; 9.583.011.308 ; 4.354 ; 18.971.557.935 ; 3.834 ; 19.643.420.829 ; 8.188 ; 38.614.978.764 ; 21.672 ; 48.197.990.073 ;;;;
12;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 1.063 ; 4.330.805.285 ; 3.531 ; 1.187.163.342 ; 3.559 ; 12.335.506.535 ; 16.867 ; 14.152.930.037 ; 25.020 ; 32.006.405.198 ; 193 ; 6.490.731.392 ; 462 ; 7.601.848.797 ; 655 ; 14.092.580.189 ; 25.675 ; 46.098.985.387 ;;;;
13;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 2.580 ; 7.691.831.253 ; 2.157 ; 6.579.296.356 ; 4.737 ; 14.271.127.609 ; 212 ; 5.455.233.170 ; 214 ; 6.942.796.426 ; 426 ; 12.398.029.596 ; 5.163 ; 26.669.157.206 ;;;;
14;02.801.938;BANCO MORGAN STANLEY S.A.; 1 ; 54.100.115 ;;; 4.242 ; 7.759.258.000 ; 4.413 ; 7.798.980.064 ; 8.656 ; 15.612.338.178 ; 185 ; 4.577.004.750 ; 195 ; 4.702.555.757 ; 380 ; 9.279.560.507 ; 9.036 ; 24.891.898.685 ;;;;
15;59.588.111;BANCO VOTORANTIM S.A.; 1.246 ; 2.150.197.833 ; 7.490 ; 988.759.324 ; 2.313 ; 2.641.641.879 ; 6.536 ; 3.332.614.634 ; 17.585 ; 9.113.213.670 ; 2.631 ; 6.470.844.282 ; 5.756 ; 6.839.450.167 ; 8.387 ; 13.310.294.449 ; 25.972 ; 22.423.508.119 ;;;;
16;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 963 ; 1.588.452.688 ; 5.206 ; 1.295.154.489 ; 2.705 ; 3.939.005.939 ; 8.372 ; 5.551.358.038 ; 17.246 ; 12.373.971.154 ; 691 ; 5.522.588.499 ; 611 ; 3.998.598.114 ; 1.302 ; 9.521.186.613 ; 18.548 ; 21.895.157.766 ;;;;
17;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. - BANCO DE INVESTIMENTO; 176 ; 1.356.549.387 ; 923 ; 641.336.252 ; 562 ; 1.196.404.655 ; 1.216 ; 2.127.382.808 ; 2.877 ; 5.321.673.102 ; 1.544 ; 7.032.775.057 ; 2.054 ; 6.854.972.483 ; 3.598 ; 13.887.747.540 ; 6.475 ; 19.209.420.641 ;;;;
18;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 142 ; 466.228.558 ; 31 ; 13.841.298 ; 243 ; 568.950.843 ; 400 ; 372.744.870 ; 816 ; 1.421.765.570 ; 650 ; 7.653.680.369 ; 695 ; 8.316.432.261 ; 1.345 ; 15.970.112.630 ; 2.161 ; 17.391.878.199 ;;;;
19;61.820.817;BANCO PAULISTA S.A.; 1.379 ; 924.801.051 ; 4.140 ; 322.664.372 ; 6.711 ; 1.249.831.155 ; 12.396 ; 1.694.552.559 ; 24.626 ; 4.191.849.138 ; 12.633 ; 5.326.751.934 ; 107.644 ; 5.514.627.730 ; 120.277 ; 10.841.379.664 ; 144.903 ; 15.033.228.802 ;;;;
20;49.336.860;ING BANK N.V.; 132 ; 932.916.809 ; 27 ; 1.445.404 ; 91 ; 503.048.295 ; 543 ; 246.342.275 ; 793 ; 1.683.752.783 ; 134 ; 6.118.156.932 ; 174 ; 7.227.030.236 ; 308 ; 13.345.187.168 ; 1.101 ; 15.028.939.952 ;;;;
21;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 390 ; 868.821.008 ;;; 628 ; 1.480.422.560 ; 351 ; 961.758.436 ; 1.369 ; 3.311.002.004 ; 59 ; 1.195.016.995 ; 214 ; 5.322.619.080 ; 273 ; 6.517.636.075 ; 1.642 ; 9.828.638.079 ;;;;
22;58.160.789;BANCO SAFRA S.A.; 1.452 ; 1.097.028.527 ; 7.550 ; 995.554.485 ; 7.330 ; 958.540.732 ; 18.613 ; 2.325.239.275 ; 34.945 ; 5.376.363.019 ; 1.441 ; 2.739.494.038 ; 1.344 ; 1.484.942.642 ; 2.785 ; 4.224.436.681 ; 37.730 ; 9.600.799.700 ;;;;
23;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 721 ; 1.944.073.541 ; 300 ; 210.934.515 ; 565 ; 1.032.887.355 ; 1.698 ; 1.187.491.550 ; 3.284 ; 4.375.386.962 ; 109 ; 877.652.028 ; 162 ; 2.551.583.670 ; 271 ; 3.429.235.697 ; 3.555 ; 7.804.622.660 ;;;;
24;68.900.810;BANCO RENDIMENTO S.A.; 196 ; 13.623.571 ; 575 ; 199.410.087 ; 269.330 ; 902.527.619 ; 7.350 ; 1.180.603.433 ; 277.451 ; 2.296.164.710 ; 4.171 ; 2.733.422.285 ; 80.776 ; 2.278.779.197 ; 84.947 ; 5.012.201.482 ; 362.398 ; 7.308.366.192 ;;;;
25;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 1.288 ; 78.970.679 ; 9.700 ; 365.271.036 ; 5.302 ; 452.488.627 ; 21.296 ; 727.099.291 ; 37.586 ; 1.623.829.634 ; 7.913 ; 2.890.100.018 ; 62.562 ; 2.328.555.043 ; 70.475 ; 5.218.655.061 ; 108.061 ; 6.842.484.695 ;;;;
26;00.360.305;CAIXA ECONOMICA FEDERAL; 2.194 ; 981.366.348 ; 1.661 ; 55.745.131 ; 49.585 ; 715.794.261 ; 13.396 ; 1.257.082.047 ; 66.836 ; 3.009.987.786 ; 994 ; 1.694.394.793 ; 1.235 ; 2.080.078.718 ; 2.229 ; 3.774.473.511 ; 69.065 ; 6.784.461.297 ;;;;
27;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 1.366 ; 364.352.338 ; 4.085 ; 650.253.159 ; 2.796 ; 1.427.606.139 ; 4.211 ; 982.858.447 ; 12.458 ; 3.425.070.084 ; 562 ; 1.481.995.433 ; 578 ; 1.640.693.932 ; 1.140 ; 3.122.689.366 ; 13.598 ; 6.547.759.449 ;;;;
28;78.632.767;BANCO OURINVEST S.A.; 710 ; 179.284.273 ; 3.321 ; 197.116.936 ; 3.269 ; 399.662.057 ; 6.062 ; 464.834.727 ; 13.362 ; 1.240.897.992 ; 2.951 ; 2.625.925.651 ; 80.413 ; 2.511.146.044 ; 83.364 ; 5.137.071.695 ; 96.726 ; 6.377.969.688 ;;;;
29;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 605 ; 336.241.236 ; 1.062 ; 95.420.856 ; 407 ; 1.142.817.383 ; 2.054 ; 1.262.064.694 ; 4.128 ; 2.836.544.169 ; 299 ; 1.705.553.314 ; 258 ; 1.772.110.561 ; 557 ; 3.477.663.874 ; 4.685 ; 6.314.208.044 ;;;;
30;62.232.889;BANCO DAYCOVAL S.A.; 2.465 ; 387.703.550 ; 4.087 ; 261.143.237 ; 4.269 ; 423.265.027 ; 17.501 ; 624.960.751 ; 28.322 ; 1.697.072.565 ; 4.404 ; 2.235.695.483 ; 18.522 ; 2.207.592.056 ; 22.926 ; 4.443.287.539 ; 51.248 ; 6.140.360.104 ;;;;
31;07.656.500;BANCO KDB DO BRASIL S.A.;;; 2 ; 2.844.356 ; 1.420 ; 2.253.443.907 ; 1.742 ; 788.889.454 ; 3.164 ; 3.045.177.717 ; 86 ; 729.030.642 ; 749 ; 2.240.020.000 ; 835 ; 2.969.050.642 ; 3.999 ; 6.014.228.358 ;;;;
32;71.027.866;BANCO BONSUCESSO S.A.; 441 ; 48.529.120 ; 699 ; 57.642.524 ; 1.151 ; 279.292.410 ; 4.021 ; 254.152.843 ; 6.312 ; 639.616.897 ; 1.935 ; 2.388.132.813 ; 7.454 ; 2.414.809.006 ; 9.389 ; 4.802.941.818 ; 15.701 ; 5.442.558.715 ;;;;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 348 ; 1.406.132.323 ; 745 ; 24.707.222 ; 1.040 ; 161.941.933 ; 3.686 ; 785.896.436 ; 5.819 ; 2.378.677.914 ; 1.703 ; 819.943.056 ; 1.200 ; 1.573.912.238 ; 2.903 ; 2.393.855.294 ; 8.722 ; 4.772.533.208 ;;;;
34;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 238 ; 967.888.173 ; 216 ; 1.401.368.159 ; 454 ; 2.369.256.332 ; 144 ; 1.390.675.537 ; 105 ; 963.093.778 ; 249 ; 2.353.769.314 ; 703 ; 4.723.025.646 ;;;;
35;03.532.415;BANCO ABN AMRO S.A.; 54 ; 192.567.621 ; 24 ; 16.424.459 ; 186 ; 2.075.966.035 ; 398 ; 2.055.940.875 ; 662 ; 4.340.898.990 ; 41 ; 76.782.389 ; 84 ; 272.999.350 ; 125 ; 349.781.739 ; 787 ; 4.690.680.729 ;;;;
36;53.518.684;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO; 2 ; 13.000.000 ;;; 48 ; 963.844.656 ; 44 ; 848.279.465 ; 94 ; 1.825.124.121 ; 15 ; 1.282.544.865 ; 29 ; 1.408.249.664 ; 44 ; 2.690.794.529 ; 138 ; 4.515.918.650 ;;;;
37;28.195.667;BANCO ABC BRASIL S.A.; 567 ; 236.175.770 ; 937 ; 182.151.388 ; 197 ; 287.365.007 ; 1.749 ; 1.177.897.091 ; 3.450 ; 1.883.589.256 ; 353 ; 1.392.834.700 ; 303 ; 814.647.426 ; 656 ; 2.207.482.126 ; 4.106 ; 4.091.071.383 ;;;;
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 649 ; 657.096.098 ; 1.552 ; 247.356.518 ; 550 ; 469.849.315 ; 883 ; 304.928.064 ; 3.634 ; 1.679.229.994 ; 950 ; 789.380.379 ; 978 ; 1.367.000.822 ; 1.928 ; 2.156.381.202 ; 5.562 ; 3.835.611.196 ;;;;
39;30.723.886;BANCO MODAL S.A.; 77 ; 55.861.968 ; 518 ; 46.141.789 ; 589 ; 1.031.581.971 ; 795 ; 904.362.442 ; 1.979 ; 2.037.948.169 ; 89 ; 703.527.458 ; 165 ; 840.816.966 ; 254 ; 1.544.344.424 ; 2.233 ; 3.582.292.594 ;;;;
40;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 296 ; 15.848.541 ; 2.427 ; 88.215.956 ; 965 ; 195.145.795 ; 18.867 ; 500.081.631 ; 22.555 ; 799.291.923 ; 2.924 ; 1.423.522.452 ; 2.849 ; 1.046.199.914 ; 5.773 ; 2.469.722.366 ; 28.328 ; 3.269.014.289 ;;;;
41;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 65 ; 142.689.843 ;;; 65 ; 142.689.843 ; 5 ; 1.550.000.000 ; 5 ; 1.550.000.000 ; 10 ; 3.100.000.000 ; 75 ; 3.242.689.843 ;;;;
42;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 393 ; 519.304.260 ; 248 ; 132.722.555 ; 128 ; 368.083.822 ; 780 ; 430.104.918 ; 1.549 ; 1.450.215.555 ; 75 ; 392.483.185 ; 80 ; 505.299.135 ; 155 ; 897.782.321 ; 1.704 ; 2.347.997.876 ;;;;
43;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 1.002 ; 21.573.446 ; 4.964 ; 115.664.719 ; 10.421 ; 116.684.240 ; 19.087 ; 430.393.456 ; 35.474 ; 684.315.861 ; 24.411 ; 825.138.862 ; 1.747 ; 417.286.283 ; 26.158 ; 1.242.425.145 ; 61.632 ; 1.926.741.006 ;;;;
44;03.609.817;BANCO CARGILL S.A.; 61 ; 274.487.172 ; 15 ; 15.067.533 ; 18 ; 18.234.754 ; 214 ; 83.790.530 ; 308 ; 391.579.989 ; 23 ; 533.000.000 ; 30 ; 928.500.000 ; 53 ; 1.461.500.000 ; 361 ; 1.853.079.989 ;;;;
