Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Set/2018;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) 
57;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 23 ; 1.702.170 ; 436 ; 111.267.842 ; 679 ; 395.902.721 ; 1.164 ; 377.507.441 ; 2.302 ; 886.380.173 ; 263 ; 145.911.103 ; 63 ; 54.546.000 ; 326 ; 200.457.103 ; 2.628 ; 1.086.837.276 
58;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 8.434 ; 81.459.571 ; 35.183 ; 527.914.985 ; 43.617 ; 609.374.556 ; 24.973 ; 453.704.943 ; 354 ; 7.373.613 ; 25.327 ; 461.078.556 ; 68.944 ; 1.070.453.112 
59;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 949 ; 17.520.122 ; 11.350 ; 239.305.057 ; 6.023 ; 77.292.152 ; 20.532 ; 236.012.610 ; 38.854 ; 570.129.940 ; 12.387 ; 413.687.021 ; 177 ; 33.080.598 ; 12.564 ; 446.767.619 ; 51.418 ; 1.016.897.560 
60;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 5.080 ; 261.950.444 ; 3.488 ; 100.893.821 ; 2.356 ; 70.831.702 ; 2.076 ; 206.772.916 ; 13.000 ; 640.448.882 ; 155 ; 150.252.307 ; 145 ; 186.692.079 ; 300 ; 336.944.386 ; 13.300 ; 977.393.268 
61;59.118.133;BANCO LUSO BRASILEIRO S.A.; 610 ; 95.666.422 ; 2.837 ; 249.436.451 ; 498 ; 71.156.218 ; 1.425 ; 61.843.244 ; 5.370 ; 478.102.336 ; 2.509 ; 312.376.498 ; 850 ; 167.411.377 ; 3.359 ; 479.787.875 ; 8.729 ; 957.890.211 
62;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 460 ; 265.912.491 ; 576 ; 37.172.381 ; 521 ; 27.265.779 ; 589 ; 23.468.453 ; 2.146 ; 353.819.103 ; 335 ; 164.054.734 ; 356 ; 391.196.507 ; 691 ; 555.251.241 ; 2.837 ; 909.070.343 
63;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 218 ; 3.054.412 ; 2.559 ; 47.900.799 ; 4.883 ; 53.085.367 ; 16.821 ; 194.580.753 ; 24.481 ; 298.621.331 ; 19.078 ; 375.190.074 ; 2.753 ; 188.855.183 ; 21.831 ; 564.045.257 ; 46.312 ; 862.666.588 
64;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 70 ; 244.160.036 ; 37 ; 16.070.616 ; 73 ; 135.715.707 ; 134 ; 21.343.856 ; 314 ; 417.290.215 ; 33 ; 42.678.324 ; 242 ; 383.676.850 ; 275 ; 426.355.174 ; 589 ; 843.645.390 
65;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 46 ; 86.582.801 ; 228 ; 31.109.185 ; 182 ; 92.496.369 ; 330 ; 199.745.846 ; 786 ; 409.934.200 ; 148 ; 182.832.363 ; 90 ; 120.664.320 ; 238 ; 303.496.683 ; 1.024 ; 713.430.883 
66;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 227 ; 38.328.254 ; 185 ; 3.705.340 ; 62 ; 10.794.629 ; 396 ; 285.647.574 ; 870 ; 338.475.797 ; 55 ; 301.226.552 ; 25 ; 59.278.246 ; 80 ; 360.504.798 ; 950 ; 698.980.595 
67;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 51 ; 12.193.295 ; 27 ; 6.824.337 ; 13.158 ; 323.067.617 ; 916 ; 10.356.304 ; 14.152 ; 352.441.553 ; 201 ; 13.917.801 ; 560 ; 331.996.359 ; 761 ; 345.914.160 ; 14.913 ; 698.355.713 
68;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 1.410 ; 30.907.923 ; 8.636 ; 234.231.112 ; 3.754 ; 46.694.823 ; 7.416 ; 92.115.701 ; 21.216 ; 403.949.559 ; 3.852 ; 270.921.913 ; 213 ; 21.985.537 ; 4.065 ; 292.907.450 ; 25.281 ; 696.857.009 
69;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 22 ; 26.985.651 ; 93 ; 27.494.944 ; 84 ; 62.095.935 ; 653 ; 107.847.848 ; 852 ; 224.424.378 ; 110 ; 214.827.764 ; 110 ; 197.826.146 ; 220 ; 412.653.910 ; 1.072 ; 637.078.288 
70;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 327 ; 5.804.687 ; 2.802 ; 59.182.509 ; 13.170 ; 30.630.085 ; 12.374 ; 134.319.486 ; 28.673 ; 229.936.767 ; 13.473 ; 272.596.375 ; 3.870 ; 115.403.122 ; 17.343 ; 387.999.496 ; 46.016 ; 617.936.264 
71;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 362 ; 8.154.989 ; 8.240 ; 198.815.567 ; 3.562 ; 35.992.473 ; 8.698 ; 73.143.863 ; 20.862 ; 316.106.892 ; 11.917 ; 255.951.206 ; 1.487 ; 28.197.657 ; 13.404 ; 284.148.864 ; 34.266 ; 600.255.756 
72;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 674 ; 13.521.357 ; 9.840 ; 217.184.338 ; 2.427 ; 49.591.526 ; 8.514 ; 72.437.997 ; 21.455 ; 352.735.218 ; 3.531 ; 231.193.884 ; 51 ; 4.777.746 ; 3.582 ; 235.971.630 ; 25.037 ; 588.706.848 
73;60.889.128;BANCO SOFISA S.A.; 968 ; 157.194.495 ; 844 ; 48.623.986 ; 112 ; 35.676.541 ; 830 ; 40.020.887 ; 2.754 ; 281.515.910 ; 105 ; 107.402.073 ; 81 ; 176.648.354 ; 186 ; 284.050.427 ; 2.940 ; 565.566.337 
74;07.679.404;BANCO TOPÁZIO S.A.; 3 ; 43.300 ; 22 ; 699.099 ; 390 ; 23.699.761 ; 1.080 ; 271.690.926 ; 1.495 ; 296.133.086 ; 379 ; 257.656.298 ; 67 ; 8.980.155 ; 446 ; 266.636.452 ; 1.941 ; 562.769.538 
75;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.; 111 ; 143.329.040 ; 87 ; 74.238.481 ; 14 ; 19.334.716 ; 612 ; 85.361.850 ; 824 ; 322.264.088 ; 62 ; 114.875.502 ; 31 ; 122.110.183 ; 93 ; 236.985.685 ; 917 ; 559.249.772 
76;61.186.680;BANCO BMG S.A.; 15 ; 27.329.632 ; 20 ; 25.161.612 ; 18 ; 11.811.364 ; 161 ; 129.376.040 ; 214 ; 193.678.647 ; 23 ; 226.756.317 ; 15 ; 74.628.400 ; 38 ; 301.384.717 ; 252 ; 495.063.365 
77;62.285.390;SOCOPA SOCIEDADE CORRETORA PAULISTA S.A.; 174 ; 2.573.765 ; 2.802 ; 56.014.469 ; 3.370 ; 30.818.603 ; 33.262 ; 184.687.471 ; 39.608 ; 274.094.308 ; 15.017 ; 212.716.617 ; 127 ; 5.619.717 ; 15.144 ; 218.336.334 ; 54.752 ; 492.430.642 
78;02.318.507;BANCO KEB HANA DO BRASIL S.A.; 10 ; 7.558.086 ; 107 ; 19.811.795 ; 354 ; 120.795.356 ; 427 ; 97.836.273 ; 898 ; 246.001.510 ; 113 ; 93.670.249 ; 98 ; 104.399.046 ; 211 ; 198.069.294 ; 1.109 ; 444.070.805 
79;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 4.070 ; 141.275.314 ; 2.047 ; 67.588.699 ; 724 ; 12.207.645 ; 3.186 ; 26.066.056 ; 10.027 ; 247.137.715 ; 246 ; 68.602.733 ; 395 ; 126.108.238 ; 641 ; 194.710.971 ; 10.668 ; 441.848.686 
80;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 100 ; 80.789.723 ; 145 ; 31.354.863 ; 158 ; 110.297.363 ; 420 ; 63.189.240 ; 823 ; 285.631.189 ; 45 ; 24.905.295 ; 61 ; 130.653.751 ; 106 ; 155.559.046 ; 929 ; 441.190.235 
81;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 9 ; 9.495 ; 9 ; 9.495 ; 250 ; 216.052.477 ; 518 ; 215.962.651 ; 768 ; 432.015.128 ; 777 ; 432.024.623 
82;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 45 ; 48.842.094 ; 109 ; 17.042.313 ; 53 ; 36.429.366 ; 90 ; 18.027.535 ; 297 ; 120.341.308 ; 98 ; 120.239.424 ; 106 ; 184.409.981 ; 204 ; 304.649.405 ; 501 ; 424.990.713 
83;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 362 ; 99.296.980 ; 309 ; 39.661.368 ; 184 ; 26.340.094 ; 331 ; 42.994.167 ; 1.186 ; 208.292.609 ; 169 ; 86.852.903 ; 215 ; 128.833.354 ; 384 ; 215.686.256 ; 1.570 ; 423.978.865 
84;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 1.534 ; 97.004.006 ; 1.994 ; 45.739.112 ; 3.742 ; 16.344.702 ; 10.899 ; 65.206.079 ; 18.169 ; 224.293.899 ; 5.588 ; 93.882.230 ; 882 ; 96.283.080 ; 6.470 ; 190.165.310 ; 24.639 ; 414.459.209 
85;17.508.380;UNIÃO ALTERNATIVA CORRETORA DE CÂMBIO LTDA.;;;;; 3.453 ; 35.806.755 ; 4.164 ; 79.855.269 ; 7.617 ; 115.662.024 ; 5.572 ; 170.270.391 ; 602 ; 126.194.951 ; 6.174 ; 296.465.342 ; 13.791 ; 412.127.366 
86;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 178 ; 2.930.949 ; 6.233 ; 140.756.066 ; 1.731 ; 12.799.683 ; 7.703 ; 57.888.423 ; 15.845 ; 214.375.122 ; 4.350 ; 185.072.649 ; 69 ; 2.156.280 ; 4.419 ; 187.228.928 ; 20.264 ; 401.604.051 
87;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 48 ; 1.124.011 ; 566 ; 11.963.442 ; 1.320 ; 10.262.440 ; 5.113 ; 127.415.145 ; 7.047 ; 150.765.039 ; 18.629 ; 162.479.267 ; 426 ; 34.284.192 ; 19.055 ; 196.763.460 ; 26.102 ; 347.528.499 
88;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 176 ; 4.251.626 ; 550 ; 8.612.777 ; 3.184 ; 9.923.007 ; 12.681 ; 154.041.297 ; 16.591 ; 176.828.707 ; 9.448 ; 152.846.848 ; 163 ; 4.708.596 ; 9.611 ; 157.555.444 ; 26.202 ; 334.384.151 
89;62.144.175;BANCO PINE S.A.; 90 ; 51.015.788 ; 25 ; 20.133.833 ; 16 ; 32.684.144 ; 280 ; 63.971.105 ; 411 ; 167.804.869 ; 21 ; 56.984.685 ; 22 ; 90.371.105 ; 43 ; 147.355.790 ; 454 ; 315.160.660 
90;08.609.934;NOVO MUNDO CORRETORA DE CÂMBIO S.A.; 26 ; 972.646 ; 352 ; 6.878.448 ; 3.194 ; 16.336.908 ; 14.143 ; 126.321.959 ; 17.715 ; 150.509.961 ; 7.126 ; 139.126.722 ; 419 ; 22.900.626 ; 7.545 ; 162.027.348 ; 25.260 ; 312.537.309 
91;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 153 ; 1.999.227 ; 6.179 ; 26.825.806 ; 15.145 ; 130.632.437 ; 21.477 ; 159.457.471 ; 13.919 ; 125.428.372 ; 502 ; 19.885.520 ; 14.421 ; 145.313.892 ; 35.898 ; 304.771.363 
92;57.582.264;TORRE CORRETORA DE CÂMBIO LTDA; 4 ; 88.807 ; 1.398 ; 25.981.464 ; 73 ; 196.056 ; 6.176 ; 120.888.060 ; 7.651 ; 147.154.386 ; 6.135 ; 147.168.896 ; 39 ; 605.920 ; 6.174 ; 147.774.816 ; 13.825 ; 294.929.202 
93;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 269 ; 3.001.972 ; 3.277 ; 64.787.064 ; 1.254 ; 15.065.703 ; 7.863 ; 77.164.095 ; 12.663 ; 160.018.833 ; 11.174 ; 128.749.174 ; 196 ; 4.876.216 ; 11.370 ; 133.625.390 ; 24.033 ; 293.644.223 
94;28.650.236;BONSUCESSO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 2.850 ; 12.625.471 ; 6.858 ; 143.512.815 ; 9.708 ; 156.138.286 ; 10.075 ; 132.569.983 ; 95 ; 625.129 ; 10.170 ; 133.195.112 ; 19.878 ; 289.333.398 
95;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 17.493 ; 44 ; 465.650 ; 1.851 ; 13.298.185 ; 4.844 ; 70.786.737 ; 6.740 ; 84.568.065 ; 7.343 ; 119.219.948 ; 575 ; 61.284.180 ; 7.918 ; 180.504.128 ; 14.658 ; 265.072.193 
96;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 135 ; 3.022.761 ; 233 ; 6.058.564 ; 1.290 ; 9.970.273 ; 3.557 ; 49.006.776 ; 5.215 ; 68.058.374 ; 3.042 ; 114.867.021 ; 551 ; 72.790.978 ; 3.593 ; 187.657.999 ; 8.808 ; 255.716.373 
97;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 4 ; 74.250 ; 428 ; 6.096.905 ; 1.619 ; 4.832.221 ; 5.528 ; 30.531.618 ; 7.579 ; 41.534.994 ; 2.377 ; 117.276.227 ; 424 ; 85.549.357 ; 2.801 ; 202.825.584 ; 10.380 ; 244.360.578 
98;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 260 ; 4.889.303 ; 1.804 ; 33.962.723 ; 1.189 ; 9.440.120 ; 4.752 ; 37.050.328 ; 8.005 ; 85.342.475 ; 3.430 ; 106.007.641 ; 519 ; 49.425.254 ; 3.949 ; 155.432.895 ; 11.954 ; 240.775.370 
99;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 350 ; 9.195.916 ; 4.499 ; 103.150.242 ; 4.849 ; 112.346.157 ; 4.461 ; 103.479.786 ; 355 ; 9.414.371 ; 4.816 ; 112.894.157 ; 9.665 ; 225.240.314 
100;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 2 ; 223.304.722 ;;; 2 ; 223.304.722 ; 2 ; 223.304.722 
101;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 73 ; 2.093.055 ; 3.301 ; 20.224.587 ; 6.454 ; 105.675.084 ; 9.828 ; 127.992.727 ; 5.126 ; 87.989.590 ; 41 ; 372.979 ; 5.167 ; 88.362.569 ; 14.995 ; 216.355.296 
102;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 3 ; 13.548 ; 443 ; 11.984.978 ; 508 ; 2.005.576 ; 2.089 ; 57.013.731 ; 3.043 ; 71.017.833 ; 2.397 ; 106.730.578 ; 383 ; 38.374.613 ; 2.780 ; 145.105.191 ; 5.823 ; 216.123.024 
103;33.923.798;BANCO MÁXIMA S.A.; 28 ; 51.476.068 ; 117 ; 8.670.804 ; 188 ; 19.695.630 ; 7.268 ; 31.585.787 ; 7.601 ; 111.428.289 ; 76 ; 45.647.550 ; 47 ; 58.668.423 ; 123 ; 104.315.973 ; 7.724 ; 215.744.261 
104;20.283.069;JN-MAXI CORRETORA DE CÂMBIO LTDA.;;; 7 ; 71.514 ; 286 ; 348.700 ; 803 ; 97.858.127 ; 1.096 ; 98.278.341 ; 4.156 ; 97.851.103 ; 8 ; 270.705 ; 4.164 ; 98.121.808 ; 5.260 ; 196.400.150 
105;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES; 38 ; 5.442.910 ; 27 ; 5.128.021 ; 48 ; 1.526.320 ; 69 ; 1.248.215 ; 182 ; 13.345.466 ; 86 ; 96.800.000 ; 99 ; 85.100.000 ; 185 ; 181.900.000 ; 367 ; 195.245.466 
106;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 44 ; 643.143 ; 188 ; 3.950.608 ; 4.146 ; 11.423.705 ; 8.803 ; 38.669.526 ; 13.181 ; 54.686.982 ; 3.766 ; 82.613.396 ; 860 ; 52.138.223 ; 4.626 ; 134.751.619 ; 17.807 ; 189.438.601 
107;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 6 ; 51.674 ; 175 ; 4.046.571 ; 9.901 ; 13.543.225 ; 20.125 ; 83.135.848 ; 30.207 ; 100.777.318 ; 6.356 ; 81.040.177 ; 141 ; 7.438.217 ; 6.497 ; 88.478.394 ; 36.704 ; 189.255.712 
108;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 25 ; 246.742 ; 357 ; 61.268.341 ; 3.554 ; 40.325.947 ; 3.936 ; 101.841.030 ; 88 ; 27.947.822 ; 21 ; 48.231.125 ; 109 ; 76.178.946 ; 4.045 ; 178.019.976 
109;00.416.968;BANCO INTER S.A.; 38 ; 567.428 ; 766 ; 18.667.676 ; 1.958 ; 12.571.214 ; 2.098 ; 53.827.733 ; 4.860 ; 85.634.051 ; 937 ; 70.474.726 ; 432 ; 11.752.709 ; 1.369 ; 82.227.435 ; 6.229 ; 167.861.486 
110;61.024.352;BANCO INDUSVAL S.A.; 200 ; 32.689.494 ; 214 ; 6.879.654 ; 209 ; 28.363.911 ; 651 ; 24.282.052 ; 1.274 ; 92.215.111 ; 220 ; 20.211.136 ; 106 ; 46.762.578 ; 326 ; 66.973.714 ; 1.600 ; 159.188.825 
111;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 7 ; 33.698 ; 948 ; 2.526.005 ; 2.945 ; 71.955.788 ; 3.900 ; 74.515.490 ; 5.065 ; 69.686.887 ; 69 ; 248.004 ; 5.134 ; 69.934.891 ; 9.034 ; 144.450.382 
112;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 21 ; 219.558 ; 1.389 ; 38.560.346 ; 778 ; 9.156.179 ; 3.233 ; 23.062.630 ; 5.421 ; 70.998.713 ; 3.306 ; 61.667.722 ; 575 ; 9.332.013 ; 3.881 ; 70.999.734 ; 9.302 ; 141.998.447 
113;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 212 ; 2.467.640 ; 679 ; 19.473.977 ; 2.511 ; 14.256.756 ; 5.117 ; 42.492.381 ; 8.519 ; 78.690.754 ; 4.192 ; 52.538.611 ; 565 ; 7.227.186 ; 4.757 ; 59.765.797 ; 13.276 ; 138.456.550 
114;33.918.160;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 54 ; 909.158 ; 312 ; 2.375.238 ; 1.603 ; 63.274.293 ; 1.969 ; 66.558.689 ; 3.865 ; 63.866.960 ; 80 ; 2.345.118 ; 3.945 ; 66.212.078 ; 5.914 ; 132.770.767 
115;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;; 46 ; 167.899 ; 1.779 ; 6.207.809 ; 7.047 ; 57.451.325 ; 8.872 ; 63.827.032 ; 3.757 ; 51.555.259 ; 43 ; 817.743 ; 3.800 ; 52.373.002 ; 12.672 ; 116.200.034 
116;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 10 ; 323.075 ; 204 ; 2.648.152 ; 510 ; 2.878.790 ; 5.564 ; 39.235.022 ; 6.288 ; 45.085.038 ; 4.431 ; 54.161.560 ; 905 ; 15.498.491 ; 5.336 ; 69.660.051 ; 11.624 ; 114.745.089 
117;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 38 ; 874.271 ; 585 ; 11.832.773 ; 1.559 ; 2.882.033 ; 17.379 ; 37.906.645 ; 19.561 ; 53.495.723 ; 10.441 ; 49.830.789 ; 174 ; 3.991.918 ; 10.615 ; 53.822.707 ; 30.176 ; 107.318.430 
118;33.042.151;BANCO DE LA NACION ARGENTINA; 25 ; 11.960.976 ; 23 ; 6.971.932 ; 3.305 ; 4.602.903 ; 643 ; 3.250.653 ; 3.996 ; 26.786.463 ; 28 ; 33.272.699 ; 56 ; 39.944.827 ; 84 ; 73.217.526 ; 4.080 ; 100.003.989 
119;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.; 11 ; 258.537 ; 4 ; 53.656 ; 9.169 ; 6.600.211 ; 9.587 ; 11.661.301 ; 18.771 ; 18.573.704 ; 818 ; 42.934.004 ; 531 ; 38.110.978 ; 1.349 ; 81.044.981 ; 20.120 ; 99.618.686 
120;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 924 ; 3 ; 162.652 ; 366 ; 21.216.970 ; 529 ; 22.261.485 ; 899 ; 43.642.031 ; 164 ; 26.887.352 ; 91 ; 25.800.848 ; 255 ; 52.688.200 ; 1.154 ; 96.330.232 
121;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 51 ; 1.276.846 ; 114 ; 1.456.744 ; 444 ; 10.109.345 ; 3.318 ; 41.016.385 ; 3.927 ; 53.859.320 ; 1.460 ; 35.791.224 ; 170 ; 4.714.589 ; 1.630 ; 40.505.813 ; 5.557 ; 94.365.133 
122;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;; 12 ; 49.928 ; 2.354 ; 11.235.572 ; 5.036 ; 44.134.852 ; 7.402 ; 55.420.352 ; 1.328 ; 33.278.302 ; 11 ; 181.824 ; 1.339 ; 33.460.126 ; 8.741 ; 88.880.478 
123;04.902.979;BANCO DA AMAZONIA S.A.; 321 ; 23.890.346 ; 133 ; 5.253.340 ; 121 ; 1.820.980 ; 599 ; 18.716.265 ; 1.174 ; 49.680.931 ; 105 ; 18.819.988 ; 104 ; 19.229.465 ; 209 ; 38.049.452 ; 1.383 ; 87.730.383 
124;62.090.873;INTL FCSTONE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 36 ; 2.252.598 ; 8 ; 162.826 ; 3.779 ; 40.539.291 ; 88 ; 1.255.290 ; 3.911 ; 44.210.005 ; 11 ; 404.456 ; 189 ; 41.778.412 ; 200 ; 42.182.867 ; 4.111 ; 86.392.872 
125;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 3.756 ; 3.335.574 ; 16.877 ; 39.330.796 ; 20.633 ; 42.666.369 ; 1.071 ; 35.783.267 ;;; 1.071 ; 35.783.267 ; 21.704 ; 78.449.636 
126;50.657.675;SLW CORRETORA DE VALORES E CÂMBIO LTDA.; 9 ; 195.283 ; 602 ; 14.096.944 ; 229 ; 2.878.740 ; 5.397 ; 19.335.145 ; 6.237 ; 36.506.113 ; 4.617 ; 33.347.787 ; 141 ; 2.996.702 ; 4.758 ; 36.344.489 ; 10.995 ; 72.850.602 
127;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.; 1 ; 4.723 ; 66 ; 1.280.795 ; 171 ; 2.373.901 ; 4.967 ; 33.874.111 ; 5.205 ; 37.533.530 ; 4.325 ; 33.870.570 ; 59 ; 1.099.776 ; 4.384 ; 34.970.346 ; 9.589 ; 72.503.876 
128;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 101 ; 357.769 ; 429 ; 4.630.284 ; 1.548 ; 4.977.268 ; 4.465 ; 30.082.730 ; 6.543 ; 40.048.052 ; 2.859 ; 30.165.374 ; 39 ; 806.357 ; 2.898 ; 30.971.731 ; 9.441 ; 71.019.782 
129;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 42 ; 1.311.220 ; 999 ; 17.146.444 ; 367 ; 5.660.976 ; 1.764 ; 8.997.778 ; 3.172 ; 33.116.418 ; 3.305 ; 26.377.941 ; 245 ; 7.202.028 ; 3.550 ; 33.579.969 ; 6.722 ; 66.696.387 
130;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 36 ; 155.738 ; 124 ; 2.430.708 ; 691 ; 13.809.324 ; 1.695 ; 19.810.135 ; 2.546 ; 36.205.904 ; 1.534 ; 18.485.157 ; 331 ; 10.208.611 ; 1.865 ; 28.693.768 ; 4.411 ; 64.899.672 
131;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 28 ; 735.035 ; 285 ; 5.765.422 ; 830 ; 12.694.783 ; 2.564 ; 15.645.740 ; 3.707 ; 34.840.980 ; 1.007 ; 17.192.412 ; 209 ; 9.236.410 ; 1.216 ; 26.428.822 ; 4.923 ; 61.269.802 
132;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 461 ; 21.416.996 ; 30 ; 836.984 ; 200 ; 4.255.877 ; 1.639 ; 4.383.642 ; 2.330 ; 30.893.498 ; 144 ; 4.357.818 ; 306 ; 24.766.136 ; 450 ; 29.123.954 ; 2.780 ; 60.017.453 
133;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 18.970 ; 4 ; 180.658 ; 1.099 ; 3.967.721 ; 3.576 ; 26.560.894 ; 4.680 ; 30.728.244 ; 1.218 ; 22.890.776 ; 1 ; 50.000 ; 1.219 ; 22.940.776 ; 5.899 ; 53.669.020 
134;59.285.411;BANCO PAN S.A.; 32 ; 3.680.447 ;;; 71 ; 404.809 ; 246 ; 23.620.134 ; 349 ; 27.705.390 ; 3 ; 19.713.660 ; 5 ; 5.750.000 ; 8 ; 25.463.660 ; 357 ; 53.169.050 
135;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;;;; 323 ; 1.045.412 ; 3.468 ; 24.225.016 ; 3.791 ; 25.270.428 ; 4.548 ; 23.572.693 ; 43 ; 389.167 ; 4.591 ; 23.961.860 ; 8.382 ; 49.232.289 
136;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;; 5 ; 18.727 ; 1.703 ; 12.691.662 ; 3.167 ; 24.153.803 ; 4.875 ; 36.864.193 ; 1.705 ; 11.829.958 ; 44 ; 493.200 ; 1.749 ; 12.323.158 ; 6.624 ; 49.187.351 
137;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 1.530 ; 4.420.119 ; 3.716 ; 22.872.691 ; 5.246 ; 27.292.810 ; 1.719 ; 18.480.271 ; 3 ; 68.472 ; 1.722 ; 18.548.743 ; 6.968 ; 45.841.553 
138;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 168 ; 1.483.633 ; 110 ; 1.363.578 ; 1.129 ; 10.163.251 ; 6.051 ; 14.654.636 ; 7.458 ; 27.665.098 ; 1.063 ; 10.434.677 ; 151 ; 6.060.510 ; 1.214 ; 16.495.187 ; 8.672 ; 44.160.284 
