Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em ABRIL / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
76;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 15 ; 1.584.591 ; 48 ; 4.456.207 ; 5 ; 7.405.474 ; 26 ; 7.691.607 ; 94 ; 21.137.878 ; 11 ; 34.651.596 ; 9 ; 7.657.224 ; 20 ; 42.308.820 ; 114 ; 63.446.698 ;
77;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 10 ; 1.527.862 ; 17 ; 1.692.616 ; 7 ; 2.290.749 ; 24 ; 20.210.559 ; 58 ; 25.721.786 ; 8 ; 23.893.600 ; 6 ; 5.694.396 ; 14 ; 29.587.996 ; 72 ; 55.309.782 ;
78;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 89 ; 9.820.184 ; 441 ; 14.011.481 ; 414 ; 2.322.315 ; 639 ; 4.306.287 ; 1.583 ; 30.460.267 ; 405 ; 12.703.784 ; 123 ; 6.548.949 ; 528 ; 19.252.733 ; 2.111 ; 49.713.000 ;
79;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 55 ; 1.427.733 ; 285 ; 4.429.697 ; 1.127 ; 10.252.729 ; 2.017 ; 15.539.063 ; 3.484 ; 31.649.221 ; 433 ; 12.246.610 ; 64 ; 4.011.410 ; 497 ; 16.258.020 ; 3.981 ; 47.907.241 ;
80;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 2 ; 4.056.630 ; 7 ; 2.539.929 ; 10 ; 16.406.381 ; 50 ; 1.387.778 ; 69 ; 24.390.719 ; 1 ; 1.392.535 ; 3 ; 21.387.245 ; 4 ; 22.779.780 ; 73 ; 47.170.499 ;
81;61.186.680;BANCO BMG S.A.; 2 ; 1.500.000 ; 6 ; 2.612.406 ; 21 ; 340.183 ; 27 ; 1.855.411 ; 56 ; 6.307.999 ; 2 ; 39.000.000 ; 3 ; 1.501.211 ; 5 ; 40.501.211 ; 61 ; 46.809.210 ;
82;61.024.352;BANCO INDUSVAL S.A.; 18 ; 9.123.683 ; 139 ; 7.971.519 ; 41 ; 2.881.105 ; 262 ; 10.079.402 ; 460 ; 30.055.708 ; 39 ; 13.827.641 ; 1 ; 715.607 ; 40 ; 14.543.247 ; 500 ; 44.598.955 ;
83;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 28 ; 1.028.416 ; 571 ; 16.715.185 ; 125 ; 917.497 ; 436 ; 3.412.996 ; 1.160 ; 22.074.094 ; 433 ; 18.517.048 ; 35 ; 314.138 ; 468 ; 18.831.186 ; 1.628 ; 40.905.280 ;
84;04.062.902;VISION S.A. CORRETORA DE CAMBIO; 54 ; 1.117.417 ; 400 ; 9.398.099 ; 2.778 ; 3.935.650 ; 2.075 ; 5.274.683 ; 5.307 ; 19.725.848 ; 627 ; 12.745.099 ; 169 ; 3.103.440 ; 796 ; 15.848.540 ; 6.103 ; 35.574.388 ;
85;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 610 ; 6.292.477 ; 2.030 ; 12.670.478 ; 2.640 ; 18.962.954 ; 607 ; 8.249.915 ; 503 ; 1.758.370 ; 1.110 ; 10.008.285 ; 3.750 ; 28.971.239 ;
86;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 20 ; 273.912 ; 276 ; 1.569.965 ; 380 ; 2.978.895 ; 676 ; 4.822.772 ; 430 ; 11.546.138 ; 70 ; 9.875.719 ; 500 ; 21.421.857 ; 1.176 ; 26.244.628 ;
87;00.416.968;BANCO INTER S.A.; 13 ; 79.864 ; 8 ; 85.404 ; 5.546 ; 6.213.207 ; 768 ; 11.333.688 ; 6.335 ; 17.712.163 ; 78 ; 5.751.617 ; 68 ; 1.736.146 ; 146 ; 7.487.762 ; 6.481 ; 25.199.926 ;
88;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 9 ; 9.124.940 ; 8 ; 3.034.794 ; 17 ; 12.159.733 ; 7 ; 3.034.794 ; 5 ; 9.027.041 ; 12 ; 12.061.834 ; 29 ; 24.221.568 ;
89;02.038.232;BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB; 92 ; 9.709.142 ; 101 ; 2.790.304 ; 50 ; 1.527.794 ; 34 ; 6.039.942 ; 277 ; 20.067.182 ; 1 ; 59.530 ; 2 ; 2.500.000 ; 3 ; 2.559.530 ; 280 ; 22.626.712 ;
90;34.265.629;INTERCAM CORRETORA DE CÂMBIO LTDA.; 7 ; 200.748 ; 160 ; 8.160.253 ; 63 ; 696.775 ; 162 ; 1.885.440 ; 392 ; 10.943.217 ; 284 ; 9.862.042 ; 58 ; 711.586 ; 342 ; 10.573.628 ; 734 ; 21.516.844 ;
91;71.677.850;FRENTE CORRETORA DE CÂMBIO LTDA.; 2 ; 30.340 ; 77 ; 1.810.118 ; 100 ; 2.084.903 ; 707 ; 4.826.433 ; 886 ; 8.751.794 ; 502 ; 7.953.260 ; 44 ; 2.910.325 ; 546 ; 10.863.585 ; 1.432 ; 19.615.379 ;
92;12.392.983;MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 7 ; 116.529 ; 186 ; 5.596.158 ; 46 ; 908.595 ; 72 ; 1.985.914 ; 311 ; 8.607.197 ; 199 ; 7.613.662 ; 54 ; 1.063.589 ; 253 ; 8.677.251 ; 564 ; 17.284.448 ;
93;40.353.377;FOURTRADE CORRETORA DE CÂMBIO LTDA.; 5 ; 26.955 ; 176 ; 5.904.693 ; 76 ; 821.287 ; 238 ; 1.455.488 ; 495 ; 8.208.422 ; 111 ; 7.337.874 ; 29 ; 828.826 ; 140 ; 8.166.701 ; 635 ; 16.375.122 ;
94;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 3 ; 14.860 ; 37 ; 216.444 ; 64 ; 7.592.918 ; 104 ; 7.824.222 ; 3 ; 7.480.000 ; 1 ; 180.000 ; 4 ; 7.660.000 ; 108 ; 15.484.222 ;
95;06.373.777;BOA VIAGEM SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 3 ; 77.700 ; 89 ; 1.816.040 ; 209 ; 582.678 ; 434 ; 2.365.075 ; 735 ; 4.841.494 ; 410 ; 5.454.198 ; 81 ; 2.002.474 ; 491 ; 7.456.672 ; 1.226 ; 12.298.166 ;
96;19.086.249;EXECUTIVE CORRETORA DE CÂMBIO LTDA.; 14 ; 205.034 ; 122 ; 3.499.261 ; 200 ; 815.388 ; 314 ; 1.832.079 ; 650 ; 6.351.761 ; 276 ; 4.980.985 ; 71 ; 672.736 ; 347 ; 5.653.721 ; 997 ; 12.005.482 ;
97;00.795.423;BANCO SEMEAR S.A.;;; 21 ; 928.256 ; 7 ; 229.490 ; 11 ; 2.734.564 ; 39 ; 3.892.310 ; 24 ; 5.721.202 ; 9 ; 2.341.537 ; 33 ; 8.062.739 ; 72 ; 11.955.049 ;
98;14.190.547;CAMBIONET CORRETORA DE CÂMBIO LTDA.; 18 ; 252.785 ; 92 ; 1.879.528 ; 190 ; 639.909 ; 638 ; 3.577.635 ; 938 ; 6.349.858 ; 508 ; 5.040.006 ; 46 ; 530.622 ; 554 ; 5.570.628 ; 1.492 ; 11.920.486 ;
99;13.720.915;BANCO WESTERN UNION DO BRASIL S.A.;;;;;;; 1 ; 1.051 ; 1 ; 1.051 ; 2 ; 6.450.000 ; 2 ; 5.463.440 ; 4 ; 11.913.440 ; 5 ; 11.914.491 ;
100;94.968.518;DECYSEO CORRETORA DE CAMBIO LTDA.; 11 ; 243.392 ; 47 ; 1.599.874 ; 76 ; 2.674.732 ; 109 ; 3.209.713 ; 243 ; 7.727.711 ; 100 ; 2.620.610 ; 36 ; 729.047 ; 136 ; 3.349.656 ; 379 ; 11.077.367 ;
101;74.828.799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; 3 ; 291.491 ; 18 ; 246.864 ; 1 ; 41.968 ; 19 ; 10.477.954 ; 41 ; 11.058.276 ;;;;; -   ; -   ; 41 ; 11.058.276 ;
102;80.202.872;CORREPARTI CORRETORA DE CAMBIO LTDA; 4 ; 55.228 ; 157 ; 4.339.883 ; 13 ; 143.674 ; 52 ; 360.516 ; 226 ; 4.899.301 ; 172 ; 4.680.094 ; 14 ; 178.497 ; 186 ; 4.858.590 ; 412 ; 9.757.892 ;
103;17.184.037;BANCO MERCANTIL DO BRASIL S.A.;;;;; 44 ; 1.273.780 ; 52 ; 451.712 ; 96 ; 1.725.492 ; 11 ; 3.566.698 ; 10 ; 4.385.909 ; 21 ; 7.952.607 ; 117 ; 9.678.099 ;
104;34.666.362;MONOPÓLIO CORRETORA DE CÂMBIO LTDA.;;; 1 ; 10.500 ; 575 ; 164.036 ; 293 ; 155.826 ; 869 ; 330.363 ; 25 ; 4.000.469 ; 22 ; 3.995.189 ; 47 ; 7.995.658 ; 916 ; 8.326.020 ;
105;77.162.881;DEBONI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 136 ; 78 ; 1.332.562 ; 143 ; 107.473 ; 209 ; 674.221 ; 431 ; 2.114.392 ; 156 ; 3.857.563 ; 34 ; 1.961.725 ; 190 ; 5.819.288 ; 621 ; 7.933.680 ;
106;59.615.005;PATACÃO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 21.890 ; 32 ; 840.903 ; 22 ; 76.999 ; 120 ; 2.952.410 ; 177 ; 3.892.202 ; 102 ; 3.822.940 ; 10 ; 127.983 ; 112 ; 3.950.923 ; 289 ; 7.843.125 ;
107;15.482.499;TURCÂMBIO - CORRETORA DE CÂMBIO LTDA.; 2 ; 45.842 ; 23 ; 401.375 ; 204 ; 815.526 ; 255 ; 883.048 ; 484 ; 2.145.791 ; 86 ; 2.775.336 ; 37 ; 2.345.158 ; 123 ; 5.120.495 ; 607 ; 7.266.285 ;
108;27.842.177;IB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.; 14 ; 494.866 ; 50 ; 1.135.687 ; 40 ; 1.337.521 ; 156 ; 1.020.930 ; 260 ; 3.989.004 ; 136 ; 1.741.398 ; 56 ; 1.415.581 ; 192 ; 3.156.979 ; 452 ; 7.145.982 ;
109;17.508.380;INVEST CORRETORA DE CÂMBIO LTDA.;;;;; 140 ; 1.474.109 ; 176 ; 1.305.026 ; 316 ; 2.779.135 ; 60 ; 1.817.547 ; 28 ; 1.999.809 ; 88 ; 3.817.356 ; 404 ; 6.596.491 ;
110;07.333.726;ONNIX CORRETORA DE CÂMBIO LTDA.; 3 ; 35.422 ; 54 ; 1.740.312 ; 21 ; 758.386 ; 36 ; 767.282 ; 114 ; 3.301.402 ; 57 ; 2.372.360 ; 19 ; 658.562 ; 76 ; 3.030.921 ; 190 ; 6.332.323 ;
111;17.772.370;VIP'S CORRETORA DE CÂMBIO LTDA.; 1 ; 12.094 ; 65 ; 1.726.268 ; 53 ; 232.763 ; 212 ; 1.204.917 ; 331 ; 3.176.042 ; 158 ; 2.811.372 ; 5 ; 124.395 ; 163 ; 2.935.767 ; 494 ; 6.111.808 ;
112;33.851.064;DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS; 9 ; 139.052 ; 33 ; 355.685 ; 70 ; 964.242 ; 153 ; 1.392.824 ; 265 ; 2.851.803 ; 176 ; 1.719.247 ; 37 ; 1.044.883 ; 213 ; 2.764.130 ; 478 ; 5.615.933 ;
113;18.287.740;CONECTA CORRETORA DE CÂMBIO LTDA.; 12 ; 311.167 ; 30 ; 930.506 ; 89 ; 612.882 ; 159 ; 1.220.881 ; 290 ; 3.075.436 ; 86 ; 1.758.987 ; 26 ; 677.119 ; 112 ; 2.436.106 ; 402 ; 5.511.543 ;
114;04.684.647;ARC CORRETORA DE CAMBIO, ASSOCIADOS GOUVEIA, CAMPEDELLI S.A.; 22 ; 124.251 ; 30 ; 390.636 ; 213 ; 2.382.356 ; 146 ; 862.893 ; 411 ; 3.760.136 ; 22 ; 226.404 ; 44 ; 1.496.429 ; 66 ; 1.722.833 ; 477 ; 5.482.968 ;
115;00.038.166;BANCO CENTRAL DO BRASIL;;;;;;; 5 ; 5.363.222 ; 5 ; 5.363.222 ;;;;; -   ; -   ; 5 ; 5.363.222 ;
116;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 62 ; 2.557.825 ; 1 ; 43.665 ; 24 ; 75.896 ; 25 ; 58.036 ; 112 ; 2.735.422 ;;; 21 ; 2.543.933 ; 21 ; 2.543.933 ; 133 ; 5.279.355 ;
117;17.904.906;BRX CORRETORA DE CÂMBIO LTDA.; 1 ; 14.861 ;;; 83 ; 223.597 ; 199 ; 791.101 ; 283 ; 1.029.559 ; 179 ; 2.164.889 ; 63 ; 1.617.857 ; 242 ; 3.782.746 ; 525 ; 4.812.305 ;
118;61.444.949;SAGITUR CORRETORA DE CÂMBIO LTDA.; 1 ; 50.129 ; 90 ; 1.780.996 ; 60 ; 300.989 ; 44 ; 249.413 ; 195 ; 2.381.526 ; 103 ; 2.024.770 ; 38 ; 344.099 ; 141 ; 2.368.869 ; 336 ; 4.750.396 ;
119;06.132.348;LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 16 ; 466.579 ; 36 ; 878.221 ; 184 ; 580.360 ; 225 ; 805.551 ; 461 ; 2.730.710 ; 100 ; 1.270.592 ; 33 ; 632.978 ; 133 ; 1.903.570 ; 594 ; 4.634.280 ;
120;25.280.945;AVS CORRETORA DE CÂMBIO LTDA.; 9 ; 51.659 ; 65 ; 750.546 ; 144 ; 371.285 ; 218 ; 1.133.607 ; 436 ; 2.307.098 ; 144 ; 1.619.952 ; 36 ; 159.488 ; 180 ; 1.779.440 ; 616 ; 4.086.538 ;
121;73.302.408;EXIM CORRETORA DE CAMBIO LTDA; 7 ; 40.163 ; 28 ; 386.043 ; 141 ; 630.293 ; 192 ; 993.269 ; 368 ; 2.049.767 ; 102 ; 1.305.802 ; 39 ; 582.410 ; 141 ; 1.888.212 ; 509 ; 3.937.980 ;
122;15.168.152;CONSEGTUR CORRETORA DE CÂMBIO LTDA.;;; 16 ; 696.973 ; 12 ; 258.800 ; 104 ; 602.845 ; 132 ; 1.558.618 ; 124 ; 1.706.168 ; 17 ; 665.190 ; 141 ; 2.371.358 ; 273 ; 3.929.976 ;
123;04.902.979;BANCO DA AMAZONIA S.A.; 25 ; 484.043 ; 17 ; 1.005.706 ; 12 ; 433.110 ; 30 ; 147.270 ; 84 ; 2.070.128 ; 6 ; 855.000 ; 7 ; 715.000 ; 13 ; 1.570.000 ; 97 ; 3.640.128 ;
124;71.590.442;LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.; 3 ; 37.812 ; 51 ; 989.570 ; 24 ; 299.886 ; 59 ; 405.882 ; 137 ; 1.733.149 ; 96 ; 1.389.518 ; 16 ; 336.604 ; 112 ; 1.726.122 ; 249 ; 3.459.271 ;
125;10.853.017;GET MONEY CORRETORA DE CÂMBIO S.A.;;; 12 ; 173.905 ; 213 ; 1.101.098 ; 227 ; 1.142.506 ; 452 ; 2.417.509 ; 98 ; 523.119 ; 10 ; 311.295 ; 108 ; 834.415 ; 560 ; 3.251.924 ;
126;17.312.661;AMARIL FRANKLIN CORRETORA DE TÍTULOS E VALORES LTDA; 50 ; 1.243.286 ; 5 ; 44.628 ; 7 ; 22.799 ; 26 ; 124.205 ; 88 ; 1.434.918 ; 29 ; 162.144 ; 49 ; 1.255.193 ; 78 ; 1.417.337 ; 166 ; 2.852.255 ;
127;17.312.083;H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS;;;;; 81 ; 210.544 ; 247 ; 1.081.587 ; 328 ; 1.292.130 ; 115 ; 940.173 ; 1 ; 75.000 ; 116 ; 1.015.173 ; 444 ; 2.307.304 ;
128;73.279.093;PACIFIC INVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA; 1 ; 280.000 ; 2 ; 35.464 ; 159 ; 254.796 ; 452 ; 637.138 ; 614 ; 1.207.398 ; 71 ; 571.835 ; 5 ; 427.101 ; 76 ; 998.937 ; 690 ; 2.206.335 ;
129;17.635.177;CONEXION CORRETORA DE CÂMBIO LTDA.;;; 1 ; 13.964 ; 13 ; 49.188 ; 174 ; 957.782 ; 188 ; 1.020.934 ; 180 ; 961.548 ; 4 ; 36.170 ; 184 ; 997.719 ; 372 ; 2.018.652 ;
130;13.673.855;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;; 19 ; 591.436 ; 3 ; 251.068 ; 7 ; 89.320 ; 29 ; 931.824 ; 15 ; 680.756 ; 3 ; 251.068 ; 18 ; 931.824 ; 47 ; 1.863.648 ;
131;61.033.106;BANCO CREFISA S.A.;;;;; 1 ; 61.219 ; 10 ; 797.852 ; 11 ; 859.071 ; 1 ; 760.000 ;;; 1 ; 760.000 ; 12 ; 1.619.071 ;
132;00.806.535;PLANNER CORRETORA DE VALORES S.A.;;; 1 ; 9.240 ; 17 ; 478.867 ; 11 ; 62.761 ; 29 ; 550.868 ; 13 ; 272.001 ; 18 ; 678.867 ; 31 ; 950.868 ; 60 ; 1.501.737 ;
133;33.042.151;BANCO DE LA NACION ARGENTINA; 2 ; 384.746 ; 2 ; 62.685 ; 374 ; 224.080 ; 14 ; 40.405 ; 392 ; 711.916 ;;; 7 ; 700.000 ; 7 ; 700.000 ; 399 ; 1.411.916 ;
134;08.520.517;SOL CORRETORA DE CÂMBIO LTDA.;;;;; 77 ; 477.763 ; 90 ; 201.483 ; 167 ; 679.246 ; 37 ; 155.560 ; 24 ; 413.533 ; 61 ; 569.093 ; 228 ; 1.248.339 ;
135;15.122.605;LÚMINA CORRETORA DE CÂMBIO LTDA.;;;;; 202 ; 218.355 ; 152 ; 523.281 ; 354 ; 741.636 ; 49 ; 347.813 ; 3 ; 12.457 ; 52 ; 360.269 ; 406 ; 1.101.905 ;
136;61.973.863;LEROSA S.A. CORRETORA DE VALORES E CAMBIO;;; 14 ; 404.789 ; 2 ; 6.774 ; 9 ; 82.378 ; 25 ; 493.940 ; 21 ; 485.981 ; 2 ; 6.774 ; 23 ; 492.755 ; 48 ; 986.696 ;
137;59.285.411;BANCO PAN S.A.;;;;; 5 ; 74.812 ; 15 ; 520.915 ; 20 ; 595.728 ; 3 ; 350.000 ;;; 3 ; 350.000 ; 23 ; 945.728 ;
138;20.155.248;PARMETAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;;;; 167 ; 53.825 ; 261 ; 328.217 ; 428 ; 382.042 ; 10 ; 362.000 ;;; 10 ; 362.000 ; 438 ; 744.042 ;
139;28.762.249;SADOC SOCIEDADE CORRETORA DE CÂMBIO LTDA.; 1 ; 7.985 ; 4 ; 19.427 ; 51 ; 89.056 ; 55 ; 281.398 ; 111 ; 397.866 ; 23 ; 255.844 ; 2 ; 36.751 ; 25 ; 292.595 ; 136 ; 690.461 ;
140;23.010.182;GOOD CORRETORA DE CÂMBIO LTDA;;;;; 72 ; 167.358 ; 96 ; 307.711 ; 168 ; 475.069 ; 30 ; 119.756 ;;; 30 ; 119.756 ; 198 ; 594.825 ;
141;16.854.999;SINGRATUR CORRETORA DE CÂMBIO LTDA;;; 1 ; 19.380 ; 24 ; 35.513 ; 43 ; 207.545 ; 68 ; 262.438 ; 33 ; 235.364 ; 7 ; 25.552 ; 40 ; 260.916 ; 108 ; 523.354 ;
142;89.784.367;EBADIVAL - E. BAGGIO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 28 ; 105.309 ; 58 ; 143.793 ; 86 ; 249.102 ; 15 ; 125.976 ; 1 ; 92.000 ; 16 ; 217.976 ; 102 ; 467.078 ;
143;16.927.221;AMAZÔNIA CORRETORA DE CÂMBIO LTDA.;;; 1 ; 5.886 ; 40 ; 61.917 ; 60 ; 211.050 ; 101 ; 278.853 ; 59 ; 145.096 ;;; 59 ; 145.096 ; 160 ; 423.950 ;
144;62.280.490;DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;;;; 8 ; 57.799 ; 40 ; 139.669 ; 48 ; 197.468 ; 18 ; 123.628 ; 2 ; 50.606 ; 20 ; 174.234 ; 68 ; 371.702 ;
145;15.761.217;CORRETORA DE CÂMBIO AÇORIANA LIMITADA.;;;;; 18 ; 30.335 ; 55 ; 155.152 ; 73 ; 185.487 ; 35 ; 139.899 ; 1 ; 1.049 ; 36 ; 140.948 ; 109 ; 326.435 ;
146;18.145.784;NUMATUR CORRETORA DE CÂMBIO LTDA.;;;;; 44 ; 21.073 ; 76 ; 156.912 ; 120 ; 177.985 ; 16 ; 128.753 ;;; 16 ; 128.753 ; 136 ; 306.738 ;
147;21.040.668;GLOBAL EXCHANGE DO BRASIL SOCIEDADE CORRETORA DE CÂMBIO LTDA.;;;;; 75 ; 143.493 ; 64 ; 147.472 ; 139 ; 290.965 ; 2 ; 12.000 ;;; 2 ; 12.000 ; 141 ; 302.965 ;
148;00.460.065;COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 27 ; 19.990 ; 36 ; 27.767 ; 63 ; 47.756 ; 2 ; 70.276 ; 1 ; 70.000 ; 3 ; 140.276 ; 66 ; 188.033 ;
149;28.650.236;BS2 DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;; 15 ; 7.725 ; 22 ; 32.464 ; 37 ; 40.190 ; 16 ; 36.199 ; 16 ; 102.746 ; 32 ; 138.945 ; 69 ; 179.135 ;
150;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 4 ; 48.544 ;;; 4 ; 48.544 ;;; 4 ; 48.544 ; 4 ; 48.544 ; 8 ; 97.087 ;
151;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1 ; 1 ; 16 ; 47.113 ; 17 ; 47.114 ; 12 ; 46.975 ; 1 ; 185 ; 13 ; 47.161 ; 30 ; 94.275 ;
152;15.077.393;MEGA CORRETORA DE CÂMBIO LTDA.;;;;; 6 ; 4.096 ; 12 ; 14.349 ; 18 ; 18.445 ;;;;; -   ; -   ; 18 ; 18.445 ;
153;54.403.563;BANCO ARBI S.A.;;;;;;; 2 ; 7.735 ; 2 ; 7.735 ; 2 ; 10.000 ;;; 2 ; 10.000 ; 4 ; 17.735 ;
154;38.486.817;BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;;;;;;; 4 ; 17.154 ; 4 ; 17.154 ;;;;; -   ; -   ; 4 ; 17.154 ;
155;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 1 ; 13.409 ;;;;;;; 1 ; 13.409 ;;;;; -   ; -   ; 1 ; 13.409 ;
156;33.886.862;MAXIMA S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;;;;;;;;; -   ; -   ; 1 ; 6.500 ; 1 ; 6.500 ; 2 ; 13.000 ; 2 ; 13.000 ;
157;44.189.447;BANCO DE LA PROVINCIA DE BUENOS AIRES;;;;; 1 ; 5.000 ; 3 ; 1.470 ; 4 ; 6.470 ;;;;; -   ; -   ; 4 ; 6.470 ;
158;50.585.090;BCV - BANCO DE CRÉDITO E VAREJO S.A.;;;;;;; 2 ; 1.292 ; 2 ; 1.292 ; 1 ; 1.211 ;;; 1 ; 1.211 ; 3 ; 2.503 ;
159;58.497.702;BANCO SMARTBANK S.A.;;;;;;; 1 ; 83 ; 1 ; 83 ;;;;; -   ; -   ; 1 ; 83 ;
;;;;;;;;;;;;;;;;;;;;;
Total;;; 37.155 ; 20.031.101.028 ; 121.259 ; 15.463.472.895 ; 500.615 ; 38.664.949.664 ; 405.262 ; 39.439.893.870 ; 1.064.291 ; 113.599.417.457 ; 27.334 ; 45.356.967.783 ; 27.334 ; 45.358.607.983 ; 54.668 ; 90.715.575.766 ; 1.118.959 ; 204.314.993.223 ;
"Fonte: Sistema Câmbio; Dados extraídos em: 10.05.2021.";;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Primário incluem os registros de contratos da natureza 99000 e não incluem os registros ACAM204.;;;;;;;;;;;;;;;;;;;;;
Obs. Os dados para o Mercado Interbancário referem-se a registros de operações de arbitragens (no País e no exterior), operações entre  instituições e operações com o Banco Central do Brasil.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
